Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H5_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H3_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_NC3H7_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H5-A_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_NC4H10_PFRC2 (),Mass_fraction_PC4H9_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC6H12_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_NC12H26_PFRC2 (),Mass_fraction_NC16H34_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
2.0,0.001788915,6.283185,3.141593,6.283185,1106.568,0.2365664,-2.558591E7,1388.759,1.916293E8,1388.759,0.9999935,0.1993531,7.943372E-7,0.1466782,3.811397E-5,0.008663503,8.503105E-6,0.427509,9.181316E-6,0.08141738,7.961022E-5,3.026845E-8,0.01639513,9.270963E-5,0.008294418,0.003772955,8.027626E-7,2.149848E-9,7.179526E-5,0.02263066,0.01457362,0.02578013,0.008826002,4.037846E-6,1.561734E-5,1.298874E-8,2.087411E-7,0.02696257,-9.362155E-12,-8.730743E-33,-1.263075E-5,7.754835,6.804947E-5,440032.7,440035.7
2.2,0.001969841,6.283185,3.141593,6.283185,1104.305,0.2365665,-2.273608E7,1385.163,1.909963E8,1385.163,0.9999937,0.1993635,7.508765E-7,0.1480526,3.516832E-5,0.008397211,8.251634E-6,0.4267515,8.587151E-6,0.08342797,6.993098E-5,2.731213E-8,0.01459134,8.097739E-5,0.007909046,0.003553161,8.060223E-7,2.069132E-9,6.374052E-5,0.0220722,0.01444445,0.02674814,0.008832555,3.666891E-6,1.36663E-5,9.038097E-9,1.64526E-7,0.02659361,-6.991917E-12,-4.503302E-34,-1.029681E-5,7.750603,6.818892E-5,439793.2,439796.0
2.4,0.002151135,6.283185,3.141593,6.283185,1102.063,0.2365665,-2.027462E7,1381.684,1.90384E8,1381.684,0.9999939,0.1993778,7.119283E-7,0.1492553,3.265425E-5,0.008182715,8.031415E-6,0.4258941,8.072543E-6,0.08524282,6.286405E-5,2.499075E-8,0.01309328,7.14565E-5,0.007551481,0.003355737,8.140827E-7,2.076673E-9,5.750303E-5,0.02161992,0.01432107,0.02764577,0.008837407,3.424832E-6,1.227315E-5,1.169615E-8,2.671523E-7,0.02624699,-5.31126E-12,-3.01187E-35,-8.920761E-6,7.746867,6.832767E-5,439582.3,439585.0
2.6,0.002332799,6.283185,3.141593,6.283185,1099.841,0.2365665,-1.810066E7,1378.309,1.897901E8,1378.309,0.999994,0.1993946,6.764765E-7,0.150316,3.046907E-5,0.008010868,7.832746E-6,0.4249742,7.618202E-6,0.08688578,5.755171E-5,2.307164E-8,0.01183851,6.360694E-5,0.007221082,0.003178149,8.255284E-7,2.079406E-9,5.251042E-5,0.02125096,0.0142044,0.02848147,0.008841189,3.174464E-6,1.117476E-5,9.697165E-9,2.331166E-7,0.02592072,-4.097336E-12,-2.346591E-36,-7.805997E-6,7.743553,6.846567E-5,439395.4,439397.9
2.8,0.002514827,6.283185,3.141593,6.283185,1097.641,0.2365665,-1.617065E7,1375.027,1.892123E8,1375.027,0.9999942,0.1994127,6.44123E-7,0.1512598,2.855318E-5,0.007873923,7.653345E-6,0.4240192,7.214056E-6,0.08837894,5.343982E-5,2.140567E-8,0.01077666,5.706946E-5,0.006916186,0.003017832,8.396229E-7,2.044979E-9,4.848539E-5,0.02094727,0.01409471,0.02926308,0.008844337,2.97746E-6,1.02837E-5,8.646916E-9,2.122651E-7,0.02561284,-3.20473E-12,-2.156151E-37,-6.959991E-6,7.740598,6.860293E-5,439228.7,439231.2
3.0,0.002697219,6.283185,3.141593,6.283185,1095.461,0.2365665,-1.444324E7,1371.828,1.886492E8,1371.828,0.9999943,0.1994316,6.143903E-7,0.1521052,2.68566E-5,0.007766147,7.489991E-6,0.423048,6.850856E-6,0.08973934,5.0188E-5,1.999179E-8,0.009871192,5.157593E-5,0.006635057,0.00287274,8.560101E-7,2.020624E-9,4.521128E-5,0.02069601,0.013992,0.02999658,0.008847149,2.815944E-6,9.549197E-6,7.920297E-9,2.016185E-7,0.02532181,-2.53847E-12,-2.328885E-38,-6.295119E-6,7.737953,6.873944E-5,439079.5,439081.9
3.2,0.002879973,6.283185,3.141593,6.283185,1093.301,0.2365665,-1.288823E7,1368.703,1.880993E8,1368.703,0.9999945,0.1994507,5.869223E-7,0.1528672,2.534146E-5,0.007682896,7.340291E-6,0.4220745,6.521768E-6,0.09098166,4.756928E-5,1.8797E-8,0.009093456,4.691909E-5,0.00637581,0.00274106,8.744653E-7,2.018182E-9,4.252995E-5,0.02048727,0.01389607,0.03068716,0.008849834,2.686813E-6,8.936988E-6,7.819887E-9,2.072197E-7,0.02504624,-2.034171E-12,-2.902466E-39,-5.833277E-6,7.735578,6.887522E-5,438945.7,438948.0
3.4,0.003063087,6.283185,3.141593,6.283185,1091.162,0.2365665,-1.147968E7,1365.647,1.875615E8,1365.647,0.9999947,0.1994695,5.614285E-7,0.1535578,2.397763E-5,0.007620427,7.202043E-6,0.4211085,6.22144E-6,0.0921184,4.542897E-5,1.775921E-8,0.008420957,4.293946E-5,0.006136593,0.002621214,8.947481E-7,2.018783E-9,4.031526E-5,0.02031337,0.01380659,0.03133918,0.008852539,2.581014E-6,8.423022E-6,7.926882E-9,2.209272E-7,0.02478494,-1.647563E-12,-4.159291E-40,-5.487845E-6,7.733442,6.901029E-5,438825.3,438827.6
3.6,0.003246558,6.283185,3.141593,6.283185,1089.041,0.2365665,-1.019839E7,1362.654,1.870345E8,1362.654,0.9999948,0.1994879,5.37705E-7,0.1541872,2.274249E-5,0.007575614,7.073919E-6,0.4201568,5.94601E-6,0.09316077,4.365731E-5,1.681953E-8,0.007835504,3.951435E-5,0.005915555,0.002511789,9.166926E-7,2.000372E-9,3.847873E-5,0.0201682,0.01372319,0.03195655,0.008855362,2.505699E-6,7.989645E-6,9.294904E-9,2.55036E-7,0.02453676,-1.347586E-12,-6.800311E-41,-5.271243E-6,7.731515,6.914468E-5,438716.8,438719.1
3.8,0.003430385,6.283185,3.141593,6.283185,1086.938,0.2365665,-9028108.0,1359.718,1.865178E8,1359.718,0.999995,0.1995055,5.153738E-7,0.154763,2.161123E-5,0.007546086,6.952682E-6,0.4192242,5.690106E-6,0.09411733,4.217863E-5,1.60585E-8,0.007323415,3.652251E-5,0.005711197,0.002411684,9.399005E-7,2.030955E-9,3.690225E-5,0.0200472,0.0136455,0.03254222,0.008858375,2.41266E-6,7.617427E-6,6.131561E-9,2.085685E-7,0.02430088,-1.112309E-12,-1.218298E-41,-4.631516E-6,7.729777,6.927842E-5,438618.8,438621.0
4.0,0.003614569,6.283185,3.141593,6.283185,1084.854,0.2365665,-7951507.0,1356.835,1.860103E8,1356.835,0.9999951,0.1995223,4.945691E-7,0.1552919,2.057858E-5,0.007529805,6.840086E-6,0.4183145,5.454308E-6,0.0949961,4.093753E-5,1.526327E-8,0.006873415,3.393434E-5,0.005522006,0.002319877,9.64864E-7,1.978441E-9,3.560839E-5,0.01994659,0.01357316,0.03309895,0.008861621,2.33512E-6,7.295425E-6,6.54903E-9,1.989586E-7,0.02407642,-9.261181E-13,-2.394624E-42,-4.506055E-6,7.728207,6.941153E-5,438530.5,438532.7
4.2,0.003799104,6.283185,3.141593,6.283185,1082.786,0.2365665,-6967698.0,1354.0,1.855115E8,1354.0,0.9999953,0.1995382,4.749721E-7,0.1557798,1.962745E-5,0.007524929,6.734244E-6,0.4174298,5.234358E-6,0.09580471,3.988805E-5,1.462457E-8,0.006475631,3.166314E-5,0.005346524,0.00223541,9.912E-7,1.989285E-9,3.453787E-5,0.01986311,0.01350572,0.03362933,0.008865124,2.299829E-6,7.02424E-6,8.228598E-9,2.494225E-7,0.02386257,-7.772987E-13,-5.348219E-43,-4.525539E-6,7.726788,6.954407E-5,438450.9,438453.0
4.4,0.00398399,6.283185,3.141593,6.283185,1080.735,0.2365666,-6060294.0,1351.212,1.850206E8,1351.212,0.9999954,0.199553,4.563756E-7,0.1562313,1.874265E-5,0.007530039,6.632349E-6,0.4165711,5.027402E-6,0.09654924,3.899714E-5,1.404564E-8,0.006122392,2.963601E-5,0.005183533,0.002157525,1.018485E-6,1.993356E-9,3.358633E-5,0.01979431,0.01344285,0.03413545,0.008868905,2.237997E-6,6.787153E-6,5.290898E-9,1.999317E-7,0.02365867,-6.571786E-13,-1.280131E-43,-3.978994E-6,7.725507,6.967606E-5,438378.7,438380.8
4.6,0.00416923,6.283185,3.141593,6.283185,1078.7,0.2365666,-5223936.0,1348.465,1.845373E8,1348.465,0.9999956,0.1995668,4.389236E-7,0.1566501,1.792576E-5,0.007544046,6.537339E-6,0.4157402,4.834627E-6,0.09723446,3.824305E-5,1.350137E-8,0.005808131,2.786177E-5,0.005032037,0.002085617,1.04747E-6,1.989794E-9,3.283586E-5,0.01973828,0.01338424,0.03461889,0.008872967,2.209455E-6,6.581086E-6,7.168187E-9,2.363042E-7,0.02346417,-5.596868E-13,-3.26487E-44,-4.138197E-6,7.72435,6.980753E-5,438313.9,438316.0
4.8,0.004354812,6.283185,3.141593,6.283185,1076.679,0.2365666,-4453044.0,1345.757,1.840607E8,1345.757,0.9999957,0.1995796,4.222815E-7,0.1570402,1.716021E-5,0.007565656,6.445415E-6,0.4149361,4.651956E-6,0.09786675,3.759954E-5,1.304224E-8,0.005526364,2.626064E-5,0.004890763,0.002018934,1.077274E-6,2.011857E-9,3.217045E-5,0.01969298,0.01332947,0.03508184,0.008877308,2.185002E-6,6.406698E-6,5.918672E-9,2.313269E-7,0.02327833,-4.797194E-13,-9.307842E-45,-3.777387E-6,7.723306,6.993853E-5,438255.2,438257.3
5.0,0.004540749,6.283185,3.141593,6.283185,1074.673,0.2365666,-3736051.0,1343.087,1.835907E8,1343.087,0.9999959,0.1995913,4.065842E-7,0.1574039,1.644734E-5,0.007594295,6.358509E-6,0.4141603,4.480643E-6,0.09844857,3.70569E-5,1.255565E-8,0.005274097,2.484439E-5,0.004759138,0.001957151,1.108652E-6,1.988454E-9,3.164094E-5,0.0196574,0.01327837,0.03552506,0.008881928,2.156648E-6,6.249897E-6,7.050234E-9,2.438148E-7,0.02310086,-4.13875E-13,-2.735285E-45,-3.894272E-6,7.722367,7.006908E-5,438202.8,438204.8
5.2,0.004727025,6.283185,3.141593,6.283185,1072.681,0.2365666,-3075005.0,1340.45,1.831266E8,1340.45,0.999996,0.199602,3.915586E-7,0.1577444,1.577521E-5,0.007628877,6.27397E-6,0.413411,4.317417E-6,0.09898582,3.659527E-5,1.215904E-8,0.005046245,2.355326E-5,0.004635997,0.001899603,1.14081E-6,2.003083E-9,3.117143E-5,0.01962989,0.01323053,0.0359506,0.008886812,2.140286E-6,6.119504E-6,5.564697E-9,2.335849E-7,0.02293105,-3.591063E-13,-8.963611E-46,-3.537544E-6,7.721521,7.019923E-5,438155.4,438157.4
5.4,0.004913654,6.283185,3.141593,6.283185,1070.702,0.2365667,-2459859.0,1337.846,1.826683E8,1337.846,0.9999962,0.1996117,3.773554E-7,0.1580631,1.514669E-5,0.007669055,6.194039E-6,0.4126894,4.163805E-6,0.09948002,3.621016E-5,1.175058E-8,0.004841029,2.240649E-5,0.004520952,0.001846084,1.174564E-6,1.990712E-9,3.082129E-5,0.01960987,0.01318584,0.03635886,0.008891956,2.131085E-6,6.002537E-6,7.380958E-9,2.652266E-7,0.02276871,-3.134345E-13,-3.01561E-46,-3.751325E-6,7.720765,7.032898E-5,438113.3,438115.3
5.6,0.00510062,6.283185,3.141593,6.283185,1068.735,0.2365667,-1889505.0,1335.272,1.822152E8,1335.272,0.9999963,0.1996203,3.637119E-7,0.1583628,1.455016E-5,0.007713956,6.115409E-6,0.4119933,4.016728E-6,0.09993632,3.588637E-5,1.138102E-8,0.004654488,2.134792E-5,0.004412995,0.00179604,1.209032E-6,1.984082E-9,3.049287E-5,0.01959606,0.01314391,0.03675166,0.008897341,2.108892E-6,5.903127E-6,5.316561E-9,2.271877E-7,0.02261318,-2.749575E-13,-1.098646E-46,-3.361864E-6,7.720087,7.04584E-5,438075.3,438077.3
5.8,0.005287931,6.283185,3.141593,6.283185,1066.78,0.2365667,-1361854.0,1332.726,1.81767E8,1332.726,0.9999965,0.199628,3.50804E-7,0.1586446,1.399127E-5,0.007763268,6.041587E-6,0.4113233,3.87804E-6,0.1003564,3.562084E-5,1.104609E-8,0.004485288,2.040728E-5,0.004311745,0.001749269,1.245089E-6,1.990661E-9,3.029201E-5,0.01958796,0.01310462,0.03712947,0.008902954,2.140111E-6,5.820813E-6,9.130338E-9,3.130897E-7,0.02246425,-2.424863E-13,-4.200205E-47,-3.728281E-6,7.719483,7.058751E-5,438042.0,438044.0
6.0,0.005475591,6.283185,3.141593,6.283185,1064.837,0.2365667,-869778.5,1330.207,1.813236E8,1330.207,0.9999966,0.1996347,3.383522E-7,0.15891,1.345762E-5,0.007816553,5.968038E-6,0.4106783,3.744555E-6,0.1007426,3.540541E-5,1.072928E-8,0.004331237,1.952777E-5,0.004216702,0.001705506,1.281967E-6,1.990642E-9,3.008116E-5,0.01958495,0.01306779,0.03749308,0.008908792,2.113693E-6,5.743693E-6,6.783845E-9,2.619114E-7,0.02232164,-2.148633E-13,-1.633594E-47,-3.435859E-6,7.71895,7.07163E-5,438012.3,438014.3
6.2,0.005663583,6.283185,3.141593,6.283185,1062.905,0.2365667,-415211.7,1327.712,1.808845E8,1327.712,0.9999968,0.1996405,3.264367E-7,0.1591608,1.295186E-5,0.007873264,5.896999E-6,0.4100569,3.617079E-6,0.1010986,3.523303E-5,1.046721E-8,0.00419024,1.872398E-5,0.004127157,0.001664374,1.319923E-6,2.01852E-9,2.993797E-5,0.01958625,0.01303315,0.03784378,0.008914826,2.128889E-6,5.686162E-6,6.1316E-9,2.781216E-7,0.0221848,-1.912544E-13,-6.994118E-48,-3.237994E-6,7.718478,7.084486E-5,437986.2,437988.1
6.4,0.005851928,6.283185,3.141593,6.283185,1060.984,0.2365668,11203.23,1325.241,1.804497E8,1325.241,0.9999969,0.1996454,3.151134E-7,0.1593975,1.247405E-5,0.007933291,5.829116E-6,0.4094597,3.496193E-6,0.1014249,3.510315E-5,1.016044E-8,0.004061675,1.800109E-5,0.004042952,0.001625806,1.359424E-6,2.004228E-9,2.986591E-5,0.01959169,0.01300064,0.0381816,0.008921048,2.139744E-6,5.633239E-6,8.094389E-9,3.128687E-7,0.02205371,-1.710469E-13,-3.06469E-48,-3.485454E-6,7.718067,7.097316E-5,437963.7,437965.6
6.6,0.006040605,6.283185,3.141593,6.283185,1059.072,0.2365668,406040.9,1322.792,1.800187E8,1322.792,0.999997,0.1996495,3.04184E-7,0.1596217,1.201653E-5,0.007996109,5.761809E-6,0.4088843,3.379629E-6,0.1017251,3.500721E-5,9.885266E-9,0.003943383,1.731983E-5,0.003963425,0.001589452,1.399717E-6,1.999378E-9,2.97912E-5,0.01960056,0.01297,0.03850788,0.008927445,2.134493E-6,5.588448E-6,6.664149E-9,2.791883E-7,0.02192784,-1.5356E-13,-1.377604E-48,-3.238056E-6,7.717709,7.110127E-5,437944.0,437945.9
6.8,0.00622962,6.283185,3.141593,6.283185,1057.17,0.2365668,770742.3,1320.364,1.795913E8,1320.364,0.9999972,0.1996527,2.936892E-7,0.1598343,1.15809E-5,0.0080615,5.696423E-6,0.4083305,3.267809E-6,0.1020006,3.494301E-5,9.672822E-9,0.003834599,1.669152E-5,0.003888295,0.001555167,1.441159E-6,2.031361E-9,2.97724E-5,0.01961255,0.01294112,0.038823,0.008933999,2.164309E-6,5.558602E-6,6.517515E-9,3.081894E-7,0.021807,-1.384239E-13,-6.628495E-49,-3.124678E-6,7.717402,7.122919E-5,437927.2,437929.1
7.0,0.006418984,6.283185,3.141593,6.283185,1055.278,0.2365668,1113712.0,1317.956,1.791675E8,1317.956,0.9999973,0.1996552,2.836893E-7,0.1600356,1.116738E-5,0.008129354,5.633595E-6,0.4077983,3.161389E-6,0.1022522,3.49101E-5,9.406289E-9,0.003734781,1.612287E-5,0.003817378,0.001522874,1.484129E-6,2.017283E-9,2.98074E-5,0.01962751,0.01291394,0.03912715,0.008940696,2.18528E-6,5.530916E-6,8.604821E-9,3.458946E-7,0.0216911,-1.252971E-13,-3.276636E-49,-3.383386E-6,7.717143,7.135694E-5,437913.3,437915.2
7.2,0.006608685,6.283185,3.141593,6.283185,1053.394,0.2365668,1430831.0,1315.567,1.78747E8,1315.567,0.9999975,0.1996569,2.740135E-7,0.1602269,1.076996E-5,0.008199316,5.571017E-6,0.4072858,3.058428E-6,0.1024822,3.490253E-5,9.176559E-9,0.003642528,1.558063E-5,0.003750233,0.001492338,1.527962E-6,2.019375E-9,2.983375E-5,0.01964498,0.01288827,0.03942124,0.008947531,2.190043E-6,5.508341E-6,7.354807E-9,3.190113E-7,0.02157979,-1.138015E-13,-1.639527E-49,-3.196985E-6,7.716927,7.148455E-5,437901.7,437903.6
7.4,0.006798716,6.283185,3.141593,6.283185,1051.518,0.2365668,1725071.0,1313.195,1.783295E8,1313.195,0.9999976,0.199658,2.646933E-7,0.1604089,1.038938E-5,0.008271159,5.509528E-6,0.4067922,2.959262E-6,0.1026925,3.491795E-5,8.967731E-9,0.003557088,1.507439E-5,0.003686535,0.001463401,1.572852E-6,2.029694E-9,2.988888E-5,0.01966467,0.01286399,0.03970587,0.008954481,2.208327E-6,5.497648E-6,5.997784E-9,3.126912E-7,0.02147276,-1.037232E-13,-8.784165E-50,-2.948605E-6,7.716752,7.161205E-5,437892.3,437894.2
7.6,0.006989087,6.283185,3.141593,6.283185,1049.651,0.2365668,1991752.0,1310.84,1.779149E8,1310.84,0.9999977,0.1996584,2.558301E-7,0.1605821,1.002882E-5,0.008344786,5.451383E-6,0.4063174,2.865E-6,0.1028838,3.495657E-5,8.741802E-9,0.003478182,1.461875E-5,0.003626122,0.001435988,1.619352E-6,2.023184E-9,3.003099E-5,0.01968643,0.01284103,0.03998127,0.008961533,2.284865E-6,5.494518E-6,1.099759E-8,4.220925E-7,0.0213699,-9.486394E-14,-4.801408E-50,-3.426196E-6,7.716614,7.173946E-5,437885.5,437887.4
7.8,0.007179819,6.283185,3.141593,6.283185,1047.792,0.236567,2253250.0,1308.502,1.775034E8,1308.502,0.9999979,0.1996581,2.471949E-7,0.1607464,9.679508E-6,0.008420127,5.392203E-6,0.4058614,2.773137E-6,0.1030561,3.501596E-5,8.561537E-9,0.00340529,1.417733E-5,0.003568973,0.001410088,1.666839E-6,2.04199E-9,3.012573E-5,0.01971019,0.01281938,0.04024724,0.008968689,2.272064E-6,5.487583E-6,8.244575E-9,3.725715E-7,0.02127131,-8.706814E-14,-2.666199E-50,-3.203341E-6,7.716515,7.186675E-5,437880.5,437882.3
8.0,0.007370866,6.283185,3.141593,6.283185,1045.939,0.2365669,2489350.0,1306.177,1.770943E8,1306.177,0.999998,0.1996572,2.388999E-7,0.1609035,9.345009E-6,0.008496798,5.334465E-6,0.4054213,2.684847E-6,0.1032132,3.509207E-5,8.359991E-9,0.003337249,1.376438E-5,0.003514467,0.001385396,1.715391E-6,2.039399E-9,3.02502E-5,0.01973547,0.01279878,0.0405054,0.008975924,2.289704E-6,5.489689E-6,7.353954E-9,3.539771E-7,0.02117628,-8.013178E-14,-1.531134E-50,-3.018611E-6,7.716447,7.199401E-5,437877.2,437879.0
8.2,0.00756225,6.283185,3.141593,6.283185,1044.094,0.2365669,2706996.0,1303.867,1.766876E8,1303.867,0.9999982,0.1996558,2.308914E-7,0.1610533,9.023751E-6,0.008574771,5.277597E-6,0.4049976,2.599553E-6,0.1033547,3.518473E-5,8.193854E-9,0.003273999,1.337485E-5,0.003462626,0.001361921,1.765118E-6,2.057563E-9,3.040291E-5,0.01976223,0.01277925,0.04075547,0.008983232,2.325526E-6,5.500876E-6,6.580889E-9,3.663639E-7,0.02108491,-7.397135E-14,-9.128405E-51,-2.86144E-6,7.716409,7.212123E-5,437875.7,437877.5
8.4,0.007753973,6.283185,3.141593,6.283185,1042.256,0.2365669,2908631.0,1301.57,1.762834E8,1301.57,0.9999983,0.1996538,2.232581E-7,0.1611962,8.718219E-6,0.008653954,5.223536E-6,0.4045899,2.518237E-6,0.1034817,3.529402E-5,8.004482E-9,0.003215279,1.302258E-5,0.00341327,0.001339584,1.816455E-6,2.055565E-9,3.062633E-5,0.01979036,0.0127607,0.04099781,0.008990596,2.408291E-6,5.517188E-6,1.142665E-8,4.711354E-7,0.02099702,-6.84857E-14,-5.570713E-51,-3.326635E-6,7.7164,7.224843E-5,437876.2,437878.0
8.6,0.007946063,6.283185,3.141593,6.283185,1040.425,0.2365671,3097535.0,1299.287,1.758816E8,1299.287,0.9999984,0.1996513,2.158116E-7,0.1613321,8.421304E-6,0.008734304,5.168296E-6,0.4041983,2.438834E-6,0.1035939,3.541813E-5,7.841508E-9,0.003160777,1.267704E-5,0.003366444,0.001318403,1.868862E-6,2.067435E-9,3.080181E-5,0.0198198,0.01274316,0.04123209,0.00899802,2.406742E-6,5.529188E-6,8.931977E-9,4.293498E-7,0.02091277,-6.360254E-14,-3.452085E-51,-3.130319E-6,7.716421,7.237557E-5,437877.9,437879.8
8.8,0.008138463,6.283185,3.141593,6.283185,1038.6,0.2365671,3270574.0,1297.015,1.754817E8,1297.015,0.9999986,0.1996483,2.086445E-7,0.1614625,8.136265E-6,0.008815525,5.114301E-6,0.4038201,2.362329E-6,0.1036945,3.555405E-5,7.672545E-9,0.00310963,1.235122E-5,0.003321613,0.001298121,1.922375E-6,2.070246E-9,3.100393E-5,0.01985023,0.01272641,0.04145984,0.009005486,2.435654E-6,5.548076E-6,8.351513E-9,4.193225E-7,0.02083145,-5.92008E-14,-2.175992E-51,-3.007411E-6,7.716464,7.250276E-5,437881.0,437882.9
9.0,0.008331198,6.283185,3.141593,6.283185,1036.781,0.2365671,3430178.0,1294.755,1.750839E8,1294.755,0.9999987,0.1996449,2.017127E-7,0.1615871,7.861475E-6,0.008897594,5.060739E-6,0.4034555,2.288248E-6,0.1037832,3.570161E-5,7.512862E-9,0.003061815,1.204072E-5,0.003278815,0.001278756,1.977047E-6,2.075916E-9,3.121864E-5,0.0198816,0.01271045,0.04168081,0.009012985,2.467419E-6,5.574108E-6,7.100727E-9,4.120749E-7,0.02075319,-5.524587E-14,-1.426053E-51,-2.798856E-6,7.716531,7.262996E-5,437885.4,437887.3
9.2,0.008524272,6.283185,3.141593,6.283185,1034.968,0.2365671,3575990.0,1292.506,1.74688E8,1292.506,0.9999988,0.199641,1.950426E-7,0.1617063,7.59805E-6,0.008980435,5.008714E-6,0.4031044,2.216897E-6,0.1038608,3.58606E-5,7.386632E-9,0.003017179,1.175067E-5,0.003237945,0.001260258,2.033107E-6,2.102658E-9,3.147566E-5,0.01991382,0.01269524,0.04189519,0.009020509,2.533353E-6,5.605974E-6,8.306093E-9,4.653532E-7,0.02067788,-5.168293E-14,-9.446482E-52,-2.876524E-6,7.71662,7.275721E-5,437891.2,437893.1
9.4,0.008717684,6.283185,3.141593,6.283185,1033.16,0.2365671,3710407.0,1290.267,1.742939E8,1290.267,0.999999,0.1996368,1.886631E-7,0.1618203,7.346675E-6,0.009063998,4.959102E-6,0.4027662,2.148614E-6,0.1039279,3.603119E-5,7.273909E-9,0.002975546,1.148701E-5,0.003198874,0.001242576,2.090842E-6,2.136204E-9,3.178789E-5,0.01994685,0.01268073,0.04210325,0.009028043,2.629757E-6,5.640252E-6,1.449613E-8,5.795732E-7,0.02060535,-4.846733E-14,-6.447816E-52,-3.480853E-6,7.716728,7.28845E-5,437898.5,437900.3
9.6,0.008911434,6.283185,3.141593,6.283185,1031.358,0.2365671,3836561.0,1288.038,1.739016E8,1288.038,0.9999991,0.1996321,1.82453E-7,0.1619295,7.101486E-6,0.009148201,4.907988E-6,0.4024401,2.082026E-6,0.1039851,3.621163E-5,7.064231E-9,0.002936525,1.122777E-5,0.003161498,0.001225665,2.149873E-6,2.096635E-9,3.207245E-5,0.01998059,0.01266689,0.04230525,0.009035588,2.657251E-6,5.675206E-6,1.526459E-8,5.95913E-7,0.02053551,-4.555208E-14,-4.439135E-52,-3.751898E-6,7.716856,7.301185E-5,437906.6,437908.4
9.8,0.009105522,6.283185,3.141593,6.283185,1029.561,0.2365671,3948429.0,1285.818,1.73511E8,1285.818,0.9999992,0.1996271,1.764497E-7,0.162034,6.866586E-6,0.009232923,4.858656E-6,0.4021257,2.01756E-6,0.1040331,3.640062E-5,7.005902E-9,0.002899979,1.097646E-5,0.003125742,0.001209471,2.210106E-6,2.162704E-9,3.238025E-5,0.0200149,0.01265367,0.04250136,0.009043148,2.732701E-6,5.713534E-6,1.746191E-8,6.525617E-7,0.02046831,-4.290549E-14,-3.090656E-52,-4.118523E-6,7.717002,7.313927E-5,437915.8,437917.6
10.0,0.009299949,6.283185,3.141593,6.283185,1027.77,0.2365671,4053317.0,1283.608,1.731219E8,1283.608,0.9999994,0.1996217,1.706093E-7,0.1621342,6.63763E-6,0.009318122,4.808009E-6,0.4018226,1.954726E-6,0.1040725,3.65979E-5,6.858988E-9,0.002865683,1.073537E-5,0.003091494,0.001193953,2.271647E-6,2.16248E-9,3.268284E-5,0.02004975,0.01264102,0.04269182,0.0090507,2.774282E-6,5.752362E-6,1.720844E-8,6.680955E-7,0.02040359,-4.049783E-14,-2.18856E-52,-4.346408E-6,7.717164,7.326677E-5,437925.9,437927.7
10.2,0.009494714,6.283185,3.141593,6.283185,1025.983,0.2365671,4141286.0,1281.405,1.727343E8,1281.405,0.9999995,0.1996161,1.651939E-7,0.1622303,6.424691E-6,0.009403798,4.764351E-6,0.4015309,1.896532E-6,0.1041038,3.680654E-5,6.663433E-9,0.002833975,1.054469E-5,0.003058665,0.001179075,2.335736E-6,2.127641E-9,3.317078E-5,0.02008509,0.01262891,0.04287685,0.009058233,3.007616E-6,5.785866E-6,3.772165E-8,1.002471E-6,0.02034121,-3.830308E-14,-1.576496E-52,-6.674962E-6,7.717339,7.339437E-5,437937.9,437939.7
