Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H5_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H5-A_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_NC4H10_PFRC2 (),Mole_fraction_IC4H8_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H8-2_PFRC2 (),Mole_fraction_C4H71-3_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_NC5H10_PFRC2 (),Mole_fraction_B1M3_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_NC6H12_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_NC12H26_PFRC2 (),Mole_fraction_NC16H34_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
9.6,0.0118845,6.283185,3.141593,6.283185,773.8412,0.2365668,-125851.9,1034.393,1.292584E8,1034.393,1.000016,0.8245763,0.03013657,1.482512E-6,0.007806838,1.005395E-6,0.07372165,0.001202187,0.001401316,0.02611255,1.723476E-5,2.290708E-4,2.2881E-4,3.156484E-4,6.442637E-4,0.004628023,6.614105E-4,1.041252E-5,0.01177965,2.191964E-4,4.752574E-4,6.491505E-4,0.003563791,1.218093E-4,0.00157113,3.219315E-4,0.002537793,0.003182698,0.001253175,3.184685E-4,0.001815857,8.259392,9.730861E-5,468518.3,468530.3
9.8,0.01214327,6.283185,3.141593,6.283185,772.4699,0.2365671,-80152.04,1032.519,1.289284E8,1032.519,1.000016,0.8244967,0.0301783,1.416784E-6,0.007822031,9.712572E-7,0.07375889,0.001202919,0.001402729,0.02611837,1.674242E-5,2.293311E-4,2.287236E-4,3.15528E-4,6.464659E-4,0.0046212,6.625173E-4,1.020886E-5,0.0117818,2.192983E-4,4.761953E-4,6.513031E-4,0.003560386,1.216675E-4,0.001567657,3.212165E-4,0.002533319,0.003182887,0.001249913,3.173082E-4,0.001808648,8.259057,9.748135E-5,468499.3,468511.3
10.0,0.01240243,6.283185,3.141593,6.283185,771.1004,0.2365672,-38830.17,1030.649,1.285993E8,1030.649,1.000016,0.8244208,0.03021818,1.354006E-6,0.007836689,9.383154E-7,0.07379411,0.001203598,0.001404108,0.02612395,1.626409E-5,2.295764E-4,2.286359E-4,3.154136E-4,6.486018E-4,0.004614664,6.636037E-4,1.000809E-5,0.01178375,2.193925E-4,4.770923E-4,6.533816E-4,0.003557148,1.215325E-4,0.001564309,3.205312E-4,0.002529053,0.003183086,0.001246814,3.162072E-4,0.001801799,8.258741,9.765448E-5,468481.4,468493.4
10.2,0.01266203,6.283185,3.141593,6.283185,769.7328,0.2365672,-1998.687,1028.784,1.282712E8,1028.784,1.000016,0.8243488,0.03025611,1.29417E-6,0.007850774,9.065484E-7,0.07382718,0.001204224,0.001405451,0.02612925,1.579939E-5,2.298058E-4,2.285471E-4,3.153055E-4,6.506664E-4,0.004608434,6.646676E-4,9.810794E-6,0.0117855,2.194788E-4,4.779458E-4,6.553808E-4,0.003554084,1.214046E-4,0.001561094,3.198774E-4,0.002525009,0.003183295,0.001243886,3.151686E-4,0.001795329,8.258446,9.782798E-5,468464.6,468476.7
10.4,0.0129221,6.283185,3.141593,6.283185,768.3673,0.2365672,32327.7,1026.925,1.279439E8,1026.925,1.000017,0.8242807,0.03029212,1.237181E-6,0.00786429,8.758942E-7,0.0738582,0.001204797,0.001406757,0.0261343,1.534778E-5,2.300199E-4,2.284578E-4,3.152035E-4,6.5266E-4,0.004602506,6.65708E-4,9.616898E-6,0.01178705,2.195577E-4,4.787567E-4,6.573014E-4,0.003551191,1.212838E-4,0.001558012,3.192545E-4,0.002521179,0.003183512,0.001241125,3.141899E-4,0.001789226,8.258171,9.800183E-5,468449.0,468461.1
10.6,0.01318262,6.283185,3.141593,6.283185,767.004,0.2365672,63135.44,1025.071,1.276176E8,1025.071,1.000017,0.8242163,0.0303263,1.182907E-6,0.007877253,8.463189E-7,0.07388725,0.001205321,0.001408028,0.02613909,1.4909E-5,2.302195E-4,2.283681E-4,3.151074E-4,6.545845E-4,0.004596868,6.667251E-4,9.426245E-6,0.01178841,2.196297E-4,4.795265E-4,6.591457E-4,0.003548461,1.211696E-4,0.001555058,3.186614E-4,0.002517555,0.003183737,0.001238522,3.132684E-4,0.001783473,8.257914,9.817604E-5,468434.4,468446.5
10.8,0.01344361,6.283185,3.141593,6.283185,765.6427,0.2365672,90805.55,1023.222,1.272922E8,1023.222,1.000017,0.8241553,0.03035874,1.131156E-6,0.007889685,8.177755E-7,0.07391445,0.001205799,0.001409264,0.02614365,1.448259E-5,2.304054E-4,2.282784E-4,3.150168E-4,6.564424E-4,0.00459151,6.67719E-4,9.238739E-6,0.01178961,2.196951E-4,4.802571E-4,6.609169E-4,0.003545886,1.210619E-4,0.001552227,3.180969E-4,0.002514128,0.003183968,0.001236068,3.12401E-4,0.00177805,8.257675,9.835059E-5,468420.9,468433.0
11.0,0.01370506,6.283185,3.141593,6.283185,764.2835,0.2365672,115528.0,1021.378,1.269677E8,1021.378,1.000017,0.8240976,0.03038953,1.08178E-6,0.007901612,7.902222E-7,0.07393993,0.001206235,0.001410466,0.02614799,1.406819E-5,2.305787E-4,2.281889E-4,3.149315E-4,6.582368E-4,0.004586414,6.6869E-4,9.054298E-6,0.01179065,2.197547E-4,4.809511E-4,6.626185E-4,0.003543454,1.209602E-4,0.001549512,3.175592E-4,0.002510884,0.003184205,0.001233754,3.115836E-4,0.001772935,8.257452,9.85255E-5,468408.2,468420.4
11.2,0.01396698,6.283185,3.141593,6.283185,762.9264,0.2365672,137622.4,1019.539,1.26644E8,1019.539,1.000017,0.824043,0.03041876,1.034663E-6,0.007913049,7.636258E-7,0.07396379,0.00120663,0.001411634,0.02615212,1.366551E-5,2.307399E-4,2.280999E-4,3.14851E-4,6.599694E-4,0.004581572,6.696382E-4,8.872885E-6,0.01179154,2.198088E-4,4.816096E-4,6.642527E-4,0.00354116,1.208643E-4,0.00154691,3.170474E-4,0.002507815,0.003184446,0.001231572,3.108139E-4,0.001768112,8.257244,9.870076E-5,468396.5,468408.7
11.4,0.01422936,6.283185,3.141593,6.283185,761.5714,0.2365672,157064.4,1017.705,1.263211E8,1017.705,1.000017,0.8239914,0.03044649,9.896449E-7,0.007924017,7.379403E-7,0.0739861,0.001206988,0.001412771,0.02615604,1.327415E-5,2.308899E-4,2.280116E-4,3.147753E-4,6.616425E-4,0.004576971,6.705637E-4,8.694463E-6,0.0117923,2.198578E-4,4.822345E-4,6.658222E-4,0.003538996,1.207739E-4,0.001544415,3.165601E-4,0.002504913,0.003184691,0.001229516,3.10089E-4,0.001763566,8.25705,9.887636E-5,468385.5,468397.8
11.6,0.01449221,6.283185,3.141593,6.283185,760.2186,0.2365672,173805.6,1015.875,1.25999E8,1015.875,1.000017,0.8239425,0.03047283,9.465708E-7,0.007934538,7.131217E-7,0.07400701,0.001207312,0.001413876,0.02615978,1.289371E-5,2.310296E-4,2.279243E-4,3.147039E-4,6.63259E-4,0.004572597,6.714668E-4,8.518992E-6,0.01179295,2.199023E-4,4.82828E-4,6.673306E-4,0.003536952,1.206886E-4,0.001542023,3.16096E-4,0.002502165,0.003184938,0.001227574,3.094054E-4,0.001759274,8.25687,9.905232E-5,468375.3,468387.7
11.8,0.01475553,6.283185,3.141593,6.283185,758.8678,0.2365672,188131.4,1014.049,1.256777E8,1014.049,1.000017,0.8238963,0.0304978,9.053296E-7,0.007944621,6.891449E-7,0.07402654,0.001207602,0.001414949,0.02616334,1.252401E-5,2.311592E-4,2.278379E-4,3.146368E-4,6.648197E-4,0.004568444,6.723475E-4,8.346474E-6,0.01179347,2.199425E-4,4.833907E-4,6.687788E-4,0.003535027,1.206083E-4,0.00153973,3.156545E-4,0.002499568,0.003185188,0.001225746,3.087621E-4,0.001755232,8.256702,9.922862E-5,468365.8,468378.4
12.0,0.01501931,6.283185,3.141593,6.283185,757.5193,0.2365672,199649.3,1012.228,1.253572E8,1012.228,1.000017,0.8238527,0.03052148,8.657068E-7,0.007954286,6.659625E-7,0.07404479,0.001207861,0.001415993,0.02616673,1.216464E-5,2.312795E-4,2.277527E-4,3.145736E-4,6.663269E-4,0.0045645,6.732061E-4,8.176903E-6,0.01179389,2.199786E-4,4.839244E-4,6.701696E-4,0.003533211,1.205327E-4,0.001537533,3.152344E-4,0.002497113,0.003185439,0.001224022,3.081564E-4,0.001751422,8.256546,9.940528E-5,468357.0,468369.6
12.2,0.01528357,6.283185,3.141593,6.283185,756.1728,0.2365672,208536.8,1010.411,1.250374E8,1010.411,1.000017,0.8238114,0.03054394,8.275938E-7,0.007963552,6.435686E-7,0.07406186,0.001208092,0.001417008,0.02616996,1.181547E-5,2.313911E-4,2.276688E-4,3.145142E-4,6.677828E-4,0.004560753,6.740427E-4,8.010296E-6,0.01179422,2.200111E-4,4.844307E-4,6.715059E-4,0.003531498,1.204615E-4,0.001535425,3.148346E-4,0.002494792,0.003185691,0.001222397,3.075857E-4,0.001747829,8.256401,9.958228E-5,468348.8,468361.5
12.4,0.01554829,6.283185,3.141593,6.283185,754.8286,0.2365672,209227.9,1008.599,1.247184E8,1008.599,1.000018,0.8237723,0.03056524,7.912097E-7,0.007972436,6.21947E-7,0.07407782,0.001208297,0.001417994,0.02617303,1.147612E-5,2.314947E-4,2.275864E-4,3.144582E-4,6.691895E-4,0.004557193,6.748577E-4,7.846483E-6,0.01179446,2.200404E-4,4.849113E-4,6.727899E-4,0.003529882,1.203944E-4,0.001533404,3.144539E-4,0.002492595,0.003185944,0.001220863,3.070478E-4,0.001744439,8.256266,9.975962E-5,468341.2,468353.9
12.6,0.01581349,6.283185,3.141593,6.283185,753.4864,0.2365672,202194.7,1006.79,1.244001E8,1006.79,1.000018,0.8237353,0.03058546,7.567104E-7,0.007980955,6.010894E-7,0.07409274,0.001208477,0.001418952,0.02617596,1.114625E-5,2.315909E-4,2.275055E-4,3.144055E-4,6.705489E-4,0.00455381,6.756513E-4,7.685411E-6,0.01179462,2.200666E-4,4.853674E-4,6.740241E-4,0.003528356,1.203313E-4,0.001531465,3.140914E-4,0.002490516,0.003186196,0.001219416,3.065404E-4,0.001741239,8.256141,9.993731E-5,468334.1,468346.8
12.8,0.01607916,6.283185,3.141593,6.283185,752.1465,0.2365672,218714.0,1004.986,1.240825E8,1004.986,1.000018,0.8237003,0.03060465,7.243005E-7,0.007989125,5.809972E-7,0.0741067,0.001208635,0.001419884,0.02617876,1.082552E-5,2.316801E-4,2.274262E-4,3.143559E-4,6.718626E-4,0.004550595,6.764238E-4,7.527099E-6,0.01179471,2.200902E-4,4.858004E-4,6.752103E-4,0.003526916,1.202719E-4,0.001529605,3.137461E-4,0.002488549,0.003186447,0.001218049,3.060617E-4,0.001738218,8.256024,1.001153E-4,468327.5,468340.1
13.0,0.0163453,6.283185,3.141593,6.283185,750.8088,0.2365672,238967.3,1003.185,1.237656E8,1003.185,1.000018,0.8236671,0.03062289,6.939076E-7,0.00799696,5.616627E-7,0.07411976,0.001208772,0.001420789,0.02618142,1.051364E-5,2.317628E-4,2.273486E-4,3.143092E-4,6.731323E-4,0.004547543,6.771756E-4,7.371458E-6,0.01179474,2.201112E-4,4.862114E-4,6.763506E-4,0.003525556,1.202161E-4,0.00152782,3.134173E-4,0.002486686,0.003186696,0.001216759,3.056099E-4,0.001735366,8.255916,1.002937E-4,468321.3,468334.1
13.2,0.01661192,6.283185,3.141593,6.283185,749.4733,0.2365672,245286.3,1001.389,1.234494E8,1001.389,1.000018,0.8236357,0.03064023,6.644066E-7,0.008004475,5.427288E-7,0.07413197,0.001208891,0.001421669,0.02618396,1.021036E-5,2.318395E-4,2.272727E-4,3.142652E-4,6.743597E-4,0.004544644,6.779071E-4,7.217431E-6,0.01179471,2.2013E-4,4.866016E-4,6.774468E-4,0.003524271,1.201637E-4,0.001526107,3.13104E-4,0.002484923,0.003186944,0.001215539,3.051834E-4,0.001732671,8.255815,1.004724E-4,468315.6,468328.5
13.4,0.01687901,6.283185,3.141593,6.283185,748.14,0.2365672,235007.4,999.596,1.231338E8,999.596,1.000018,0.823606,0.03065668,6.337705E-7,0.008011679,5.241823E-7,0.07414338,0.001208991,0.001422524,0.02618639,9.915911E-6,2.319105E-4,2.271987E-4,3.142238E-4,6.755463E-4,0.004541891,6.786184E-4,7.064171E-6,0.01179463,2.201468E-4,4.86972E-4,6.785008E-4,0.003523058,1.201145E-4,0.001524463,3.128057E-4,0.002483254,0.00318719,0.001214388,3.047809E-4,0.001730127,8.255721,1.006515E-4,468310.4,468323.3
13.6,0.01714658,6.283185,3.141593,6.283185,746.809,0.2365672,252075.6,997.8071,1.22819E8,997.8071,1.000018,0.8235778,0.0306723,6.089064E-7,0.008018588,5.074525E-7,0.07415406,0.001209075,0.001423354,0.0261887,9.629832E-6,2.319762E-4,2.271265E-4,3.141848E-4,6.766933E-4,0.004539273,6.793091E-4,6.917796E-6,0.0117945,2.201616E-4,4.873237E-4,6.79514E-4,0.003521911,1.200682E-4,0.001522885,3.125215E-4,0.002481674,0.003187433,0.001213299,3.044008E-4,0.001727723,8.255634,1.008309E-4,468305.4,468318.4
13.8,0.01741462,6.283185,3.141593,6.283185,745.4802,0.2365672,266533.3,996.022,1.225048E8,996.022,1.000018,0.8235511,0.03068716,5.868636E-7,0.008025215,4.914532E-7,0.07416403,0.001209146,0.001424161,0.0261909,9.351355E-6,2.320371E-4,2.27056E-4,3.141481E-4,6.778022E-4,0.00453679,6.799804E-4,6.773668E-6,0.01179432,2.201747E-4,4.876577E-4,6.804887E-4,0.003520829,1.200248E-4,0.001521369,3.122505E-4,0.002480176,0.003187673,0.001212271,3.040417E-4,0.001725451,8.255553,1.010106E-4,468300.9,468314.1
14.0,0.01768314,6.283185,3.141593,6.283185,744.1536,0.2365672,284025.6,994.2407,1.221913E8,994.2407,1.000018,0.8235257,0.03070134,5.674396E-7,0.008031569,4.769278E-7,0.07417336,0.001209203,0.001424945,0.02619301,9.081135E-6,2.320933E-4,2.269874E-4,3.141136E-4,6.788744E-4,0.004534438,6.806331E-4,6.629363E-6,0.01179411,2.201862E-4,4.879746E-4,6.814254E-4,0.003519806,1.199845E-4,0.001519915,3.119925E-4,0.002478759,0.00318791,0.001211298,3.037025E-4,0.001723305,8.255477,1.011907E-4,468296.8,468310.4
14.2,0.01795214,6.283185,3.141593,6.283185,742.8293,0.2365672,246546.6,992.463,1.218784E8,992.463,1.000018,0.8235017,0.03071486,5.285093E-7,0.008037661,4.538288E-7,0.07418206,0.001209248,0.001425706,0.02619502,8.815074E-6,2.321453E-4,2.269207E-4,3.140812E-4,6.799115E-4,0.004532215,6.81268E-4,6.478006E-6,0.01179387,2.201964E-4,4.88275E-4,6.823263E-4,0.00351884,1.19947E-4,0.001518519,3.117469E-4,0.002477419,0.003188145,0.00121038,3.033825E-4,0.001721279,8.255408,1.013711E-4,468293.0,468307.2
14.4,0.01822171,6.283185,3.141593,6.283185,741.5076,0.2365675,247625.7,990.6896,1.215662E8,990.6896,1.000018,0.8234793,0.03072742,5.088852E-7,0.008043446,4.420809E-7,0.07419009,0.001209274,0.001426441,0.02619692,8.562572E-6,2.321923E-4,2.268563E-4,3.14051E-4,6.809076E-4,0.004530107,6.818781E-4,6.340612E-6,0.01179359,2.20205E-4,4.885576E-4,6.831856E-4,0.003517937,1.199116E-4,0.001517191,3.115153E-4,0.002476163,0.003188375,0.001209522,3.030836E-4,0.001719386,8.255344,1.015518E-4,468289.4,468303.6
14.6,0.01849181,6.283185,3.141593,6.283185,740.1884,0.2365679,246815.8,988.9203,1.212548E8,988.9203,1.000019,0.8234582,0.0307393,4.872413E-7,0.008048977,4.274276E-7,0.07419754,0.001209288,0.001427153,0.02619873,8.314446E-6,2.322354E-4,2.267938E-4,3.140227E-4,6.818681E-4,0.004528113,6.824685E-4,6.207763E-6,0.01179328,2.202122E-4,4.888248E-4,6.840093E-4,0.003517088,1.198787E-4,0.001515918,3.112954E-4,0.002474979,0.003188601,0.001208715,3.028024E-4,0.001717604,8.255286,1.017328E-4,468286.1,468300.2
14.8,0.01876235,6.283185,3.141593,6.283185,738.8714,0.2365682,245189.2,987.1543,1.20944E8,987.1543,1.000019,0.8234381,0.03075063,4.664223E-7,0.008054296,4.131608E-7,0.07420453,0.001209292,0.001427846,0.02620045,8.072928E-6,2.322753E-4,2.267329E-4,3.13996E-4,6.827993E-4,0.004526212,6.830426E-4,6.075572E-6,0.01179295,2.202185E-4,4.890795E-4,6.84804E-4,0.003516283,1.198477E-4,0.001514692,3.110853E-4,0.002473853,0.003188824,0.001207948,3.025356E-4,0.001715913,8.255231,1.019141E-4,468283.0,468297.1
15.0,0.01903329,6.283185,3.141593,6.283185,737.5564,0.2365683,243191.8,985.3913,1.206337E8,985.3913,1.000019,0.8234189,0.03076149,4.464842E-7,0.008059433,3.993418E-7,0.07421114,0.001209289,0.001428523,0.02620211,7.838128E-6,2.323126E-4,2.266736E-4,3.139706E-4,6.83705E-4,0.004524391,6.836021E-4,5.944532E-6,0.0117926,2.20224E-4,4.893234E-4,6.855734E-4,0.003515514,1.198185E-4,0.001513507,3.108834E-4,0.002472776,0.003189044,0.001207215,3.022809E-4,0.001714299,8.25518,1.020958E-4,468280.1,468294.2
15.2,0.0193047,6.283185,3.141593,6.283185,736.2435,0.2365683,240886.1,983.6317,1.20324E8,983.6317,1.000019,0.8234006,0.03077183,4.274128E-7,0.008064367,3.859761E-7,0.07421732,0.001209277,0.001429181,0.0262037,7.610054E-6,2.323469E-4,2.266159E-4,3.139466E-4,6.845823E-4,0.004522658,6.841453E-4,5.815111E-6,0.01179224,2.202286E-4,4.895555E-4,6.863148E-4,0.003514785,1.197911E-4,0.001512366,3.106907E-4,0.002471754,0.003189259,0.001206521,3.020395E-4,0.00171277,8.255132,1.022779E-4,468277.4,468291.5
15.4,0.01957658,6.283185,3.141593,6.283185,734.9329,0.2365683,238231.2,981.8756,1.200149E8,981.8756,1.000019,0.8233833,0.03078165,4.091691E-7,0.008069098,3.730541E-7,0.07422309,0.001209258,0.00142982,0.02620521,7.388392E-6,2.323785E-4,2.2656E-4,3.139241E-4,6.854309E-4,0.004521012,6.846716E-4,5.687677E-6,0.01179186,2.202324E-4,4.897759E-4,6.87028E-4,0.003514096,1.197656E-4,0.00151127,3.105071E-4,0.002470786,0.003189471,0.001205864,3.018113E-4,0.001711324,8.255088,1.024603E-4,468274.9,468289.0
15.6,0.01984896,6.283185,3.141593,6.283185,733.6247,0.2365682,235156.2,980.123,1.197065E8,980.123,1.000019,0.8233669,0.03079101,3.91708E-7,0.00807364,3.60557E-7,0.0742285,0.001209231,0.00143044,0.02620666,7.172865E-6,2.324076E-4,2.265058E-4,3.139028E-4,6.862525E-4,0.004519445,6.851817E-4,5.562428E-6,0.01179147,2.202356E-4,4.899858E-4,6.877151E-4,0.003513443,1.197418E-4,0.001510215,3.103318E-4,0.002469867,0.003189679,0.001205241,3.015948E-4,0.001709952,8.255048,1.02643E-4,468272.6,468286.7
15.8,0.02012182,6.283185,3.141593,6.283185,732.3188,0.2365682,231994.8,978.374,1.193986E8,978.374,1.000019,0.8233513,0.0307999,3.750336E-7,0.008077994,3.484864E-7,0.07423355,0.001209197,0.001431043,0.02620804,6.9635E-6,2.324342E-4,2.264533E-4,3.138828E-4,6.870472E-4,0.004517957,6.856754E-4,5.439343E-6,0.01179107,2.202381E-4,4.90185E-4,6.883758E-4,0.003512825,1.197195E-4,0.001509202,3.101648E-4,0.002468996,0.003189882,0.001204651,3.013901E-4,0.001708655,8.25501,1.02826E-4,468270.4,468284.5
16.0,0.02039517,6.283185,3.141593,6.283185,731.0152,0.2365682,228533.1,976.6284,1.190914E8,976.6284,1.000019,0.8233366,0.03080836,3.590821E-7,0.008082171,3.368212E-7,0.07423826,0.001209158,0.001431628,0.02620936,6.760001E-6,2.324586E-4,2.264024E-4,3.13864E-4,6.878162E-4,0.004516544,6.861535E-4,5.318402E-6,0.01179066,2.2024E-4,4.903743E-4,6.890118E-4,0.00351224,1.196989E-4,0.001508228,3.100055E-4,0.002468169,0.003190081,0.001204092,3.011962E-4,0.001707427,8.254975,1.030094E-4,468268.4,468282.6
16.2,0.02066901,6.283185,3.141593,6.283185,729.714,0.2365682,224863.1,974.8863,1.187848E8,974.8863,1.000019,0.8233226,0.0308164,3.438311E-7,0.008086174,3.255536E-7,0.07424266,0.001209112,0.001432196,0.02621062,6.562261E-6,2.324809E-4,2.263532E-4,3.138463E-4,6.885603E-4,0.004515201,6.866161E-4,5.1996E-6,0.01179024,2.202414E-4,4.905541E-4,6.896237E-4,0.003511687,1.196797E-4,0.001507292,3.098538E-4,0.002467387,0.003190276,0.001203564,3.010127E-4,0.001706266,8.254943,1.03193E-4,468266.6,468280.7
16.4,0.02094334,6.283185,3.141593,6.283185,728.4152,0.2365682,221190.1,973.1477,1.184787E8,973.1477,1.000019,0.8233093,0.03082402,3.29272E-7,0.008090008,3.146782E-7,0.07424674,0.001209061,0.001432747,0.02621181,6.370226E-6,2.325011E-4,2.263057E-4,3.138297E-4,6.892795E-4,0.004513929,6.870633E-4,5.082937E-6,0.01178982,2.202422E-4,4.907245E-4,6.902117E-4,0.003511165,1.196619E-4,0.001506394,3.097095E-4,0.002466647,0.003190466,0.001203064,3.008396E-4,0.00170517,8.254913,1.03377E-4,468264.9,468279.0
16.6,0.02121815,6.283185,3.141593,6.283185,727.1187,0.2365682,217148.2,971.4125,1.181733E8,971.4125,1.00002,0.8232967,0.03083129,3.153214E-7,0.008093689,3.041594E-7,0.07425056,0.001209006,0.001433282,0.02621296,6.183466E-6,2.325196E-4,2.262596E-4,3.13814E-4,6.899762E-4,0.004512718,6.874961E-4,4.968403E-6,0.01178939,2.202427E-4,4.908868E-4,6.907783E-4,0.003510669,1.196454E-4,0.001505529,3.095717E-4,0.002465943,0.003190652,0.00120259,3.006752E-4,0.001704129,8.254886,1.035614E-4,468263.4,468277.5
16.8,0.02149346,6.283185,3.141593,6.283185,725.8246,0.2365682,213266.3,969.6807,1.178685E8,969.6807,1.00002,0.8232849,0.03083817,3.020205E-7,0.008097209,2.940146E-7,0.0742541,0.001208946,0.001433801,0.02621404,6.002193E-6,2.325363E-4,2.262152E-4,3.137994E-4,6.906492E-4,0.004511573,6.87914E-4,4.856003E-6,0.01178896,2.202427E-4,4.910403E-4,6.913222E-4,0.003510202,1.196302E-4,0.001504699,3.094408E-4,0.002465279,0.003190834,0.001202142,3.005203E-4,0.00170315,8.25486,1.03746E-4,468262.0,468276.1
17.0,0.02176925,6.283185,3.141593,6.283185,724.5329,0.2365682,208996.9,967.9524,1.175643E8,967.9524,1.00002,0.8232735,0.03084473,2.892627E-7,0.008100591,2.841959E-7,0.07425742,0.001208882,0.001434305,0.02621508,5.825834E-6,2.325515E-4,2.261722E-4,3.137856E-4,6.913014E-4,0.004510482,6.883184E-4,4.745682E-6,0.01178853,2.202425E-4,4.911867E-4,6.918466E-4,0.003509758,1.196161E-4,0.0015039,3.093157E-4,0.002464648,0.003191011,0.001201717,3.00373E-4,0.001702219,8.254837,1.03931E-4,468260.6,468274.7
17.2,0.02204554,6.283185,3.141593,6.283185,723.2436,0.2365682,204816.5,966.2275,1.172607E8,966.2275,1.00002,0.8232629,0.03085096,2.770857E-7,0.008103828,2.747203E-7,0.07426049,0.001208815,0.001434793,0.02621607,5.654592E-6,2.325651E-4,2.261307E-4,3.137727E-4,6.919319E-4,0.004509448,6.887087E-4,4.637459E-6,0.0117881,2.202418E-4,4.913253E-4,6.923504E-4,0.003509339,1.196032E-4,0.001503133,3.091967E-4,0.002464051,0.003191184,0.001201315,3.00234E-4,0.00170134,8.254816,1.041163E-4,468259.4,468273.5
17.4,0.02232232,6.283185,3.141593,6.283185,721.9566,0.2365682,200647.5,964.506,1.169577E8,964.506,1.00002,0.8232527,0.03085687,2.654512E-7,0.008106927,2.655696E-7,0.07426334,0.001208744,0.001435267,0.02621701,5.488248E-6,2.325773E-4,2.260906E-4,3.137606E-4,6.925415E-4,0.004508469,6.890856E-4,4.531302E-6,0.01178767,2.202409E-4,4.914567E-4,6.928346E-4,0.003508944,1.195913E-4,0.001502396,3.090836E-4,0.002463486,0.003191353,0.001200936,3.001026E-4,0.001700511,8.254797,1.043019E-4,468258.3,468272.4
17.6,0.02259959,6.283185,3.141593,6.283185,720.6721,0.2365682,196345.4,962.7879,1.166554E8,962.7879,1.00002,0.8232431,0.03086248,2.543127E-7,0.008109898,2.567223E-7,0.07426599,0.00120867,0.001435727,0.02621791,5.326541E-6,2.325883E-4,2.260519E-4,3.137492E-4,6.931316E-4,0.004507539,6.894495E-4,4.427173E-6,0.01178724,2.202398E-4,4.915815E-4,6.933005E-4,0.003508569,1.195805E-4,0.001501687,3.089758E-4,0.002462951,0.003191518,0.001200576,2.999783E-4,0.001699727,8.254779,1.044878E-4,468257.3,468271.4
17.8,0.02287736,6.283185,3.141593,6.283185,719.3899,0.2365682,192003.5,961.0733,1.163536E8,961.0733,1.00002,0.8232341,0.03086781,2.436587E-7,0.008112742,2.481728E-7,0.07426845,0.001208593,0.001436173,0.02621876,5.169405E-6,2.32598E-4,2.260146E-4,3.137386E-4,6.937023E-4,0.004506658,6.898007E-4,4.325064E-6,0.01178681,2.202384E-4,4.916999E-4,6.937484E-4,0.003508216,1.195706E-4,0.001501006,3.088733E-4,0.002462445,0.003191678,0.001200236,2.998608E-4,0.001698986,8.254763,1.04674E-4,468256.4,468270.5
18.0,0.02315562,6.283185,3.141593,6.283185,718.1102,0.2365682,187611.9,959.362,1.160524E8,959.362,1.00002,0.8232255,0.03087287,2.334643E-7,0.008115465,2.399094E-7,0.07427072,0.001208514,0.001436606,0.02621958,5.016698E-6,2.326066E-4,2.259785E-4,3.137286E-4,6.942542E-4,0.004505823,6.901395E-4,4.224952E-6,0.01178638,2.202367E-4,4.918121E-4,6.941789E-4,0.003507882,1.195616E-4,0.001500352,3.087758E-4,0.002461966,0.003191835,0.001199915,2.997497E-4,0.001698286,8.254748,1.048605E-4,468255.6,468269.7
18.2,0.02343438,6.283185,3.141593,6.283185,716.8329,0.2365682,183152.2,957.6541,1.157518E8,957.6541,1.00002,0.8232174,0.03087768,2.237045E-7,0.008118072,2.319206E-7,0.07427283,0.001208433,0.001437025,0.02622035,4.868279E-6,2.326142E-4,2.259438E-4,3.137193E-4,6.947882E-4,0.004505032,6.904661E-4,4.126819E-6,0.01178596,2.20235E-4,4.919185E-4,6.945928E-4,0.003507566,1.195535E-4,0.001499724,3.08683E-4,0.002461513,0.003191987,0.001199611,2.996447E-4,0.001697625,8.254735,1.050474E-4,468254.8,468268.9
