Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H5_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_NC3H7_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H5-A_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_NC4H10_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H8-2_PFRC2 (),Mole_fraction_C4H71-3_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_NC5H10_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_NC6H12_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_NC12H26_PFRC2 (),Mole_fraction_NC16H34_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,6.283185,3.141593,6.283185,1003.761,0.2365664,-8.775985E11,1533.46,0.0,1533.46,1.0,0.9514247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004083974,0.01104136,0.006644772,0.02680524,9.439816,7.50193E-5,535452.9,535452.9
1.356043E-6,1.351025E-9,6.283185,3.141593,6.283185,1003.662,0.2365664,-1.266774E12,1533.152,2.170435E8,1533.152,0.9999935,0.9513331,3.345208E-6,2.268504E-9,4.415132E-6,6.225913E-9,1.523787E-5,1.113578E-5,1.388282E-11,2.770679E-9,1.334147E-5,1.613455E-5,9.89872E-6,2.289227E-11,4.913437E-10,1.704778E-9,7.243296E-6,4.322268E-10,9.71549E-6,1.587364E-7,6.113583E-15,1.250969E-10,1.567657E-15,5.875358E-6,1.900126E-9,1.37266E-6,4.000655E-6,0.004083575,0.01102587,0.006630675,0.02678544,9.438908,7.502665E-5,535401.4,535401.4
1.178405E-5,1.174507E-8,6.283185,3.141593,6.283185,1002.876,0.2365664,-1.350087E12,1530.364,2.165527E8,1530.364,0.9999936,0.9503511,5.936818E-5,3.968998E-7,7.483874E-5,8.034895E-7,2.045043E-4,1.997514E-4,5.451862E-9,3.216045E-7,1.401772E-4,2.284637E-4,8.468898E-5,1.776408E-9,3.679759E-8,1.854419E-7,1.006812E-4,4.009205E-8,7.279615E-5,1.128535E-5,3.779788E-12,2.25321E-8,7.043568E-12,8.025619E-5,6.951849E-7,1.798835E-5,5.448155E-5,0.004079174,0.01090598,0.0065231,0.02663884,9.429132,7.508551E-5,534846.9,534846.9
1.178021E-4,1.17813E-7,6.283185,3.141593,6.283185,996.838,0.2365664,-1.093459E12,1503.4,2.11807E8,1503.4,0.999994,0.9397996,7.582299E-4,7.392174E-5,0.001474273,8.336747E-5,0.001717533,0.004191506,4.320617E-6,4.42163E-5,5.049137E-4,0.002308878,6.833964E-4,2.046394E-7,3.442065E-6,2.156066E-5,9.273506E-4,7.01899E-6,2.777504E-4,5.456992E-4,2.293462E-8,3.393183E-6,1.058558E-7,7.522929E-4,1.093207E-4,1.496053E-4,5.987956E-4,0.004012974,0.009827841,0.005603296,0.02502086,9.3191,7.554028E-5,528605.5,528605.5
3.516675E-4,3.530437E-7,6.283185,3.141593,6.283185,992.8581,0.2365664,-4.813981E11,1468.471,2.056591E8,1468.471,0.9999943,0.9234531,8.218376E-4,7.524841E-4,0.004421139,4.450518E-4,0.001700453,0.01274615,6.355684E-5,3.155662E-4,3.446292E-4,0.006063729,0.001037245,2.406408E-6,2.021983E-5,1.302474E-4,0.002166098,4.801215E-5,3.181744E-4,0.001853287,1.227522E-6,1.739386E-5,2.662897E-6,0.001846608,5.214619E-4,3.035053E-4,0.001595825,0.003874021,0.008221552,0.004347115,0.02190024,9.139069,7.584309E-5,518393.7,518393.7
7.464792E-4,7.506533E-7,6.283185,3.141593,6.283185,993.5817,0.2365664,-2.029293E11,1443.73,2.013046E8,1443.73,0.9999942,0.9087118,6.010844E-4,0.002417999,0.005371296,0.00110778,0.001091362,0.02128738,2.108908E-4,7.511759E-4,2.00284E-4,0.009911948,9.40287E-4,9.319683E-6,4.598388E-5,2.625714E-4,0.00342374,1.13773E-4,2.946262E-4,0.003263217,8.578414E-6,3.625102E-5,1.126148E-5,0.002805425,9.898502E-4,4.20337E-4,0.002477333,0.0037465,0.006761516,0.003295044,0.01867081,8.978551,7.578785E-5,509288.7,509288.7
0.001715016,1.723352E-6,6.283185,3.141593,6.283185,997.6028,0.2365664,-8.463891E10,1418.677,1.96895E8,1418.677,0.9999939,0.8905417,3.784527E-4,0.005759531,0.004152409,0.002294254,6.517168E-4,0.03233898,4.943546E-4,0.001336189,1.032986E-4,0.0147437,7.563388E-4,2.904369E-5,8.570475E-5,4.086944E-4,0.004928045,2.246172E-4,2.516871E-4,0.00515973,4.102523E-5,6.709895E-5,3.580038E-5,0.003700386,0.001571529,5.322233E-4,0.003336292,0.003599044,0.005018033,0.002155989,0.01445309,8.787184,7.548238E-5,498434.6,498434.6
0.001951766,1.960585E-6,6.283185,3.141593,6.283185,998.3066,0.2365664,-7.467093E10,1414.788,1.962105E8,1414.788,0.9999939,0.8876121,3.476896E-4,0.006385054,0.003862939,0.002493777,6.002636E-4,0.03417181,5.505806E-4,0.001423228,9.230441E-5,0.01549897,7.353087E-4,3.363947E-5,9.283813E-5,4.280003E-4,0.005139062,2.443378E-4,2.437591E-4,0.005474644,4.988254E-5,7.289083E-5,4.15808E-5,0.003805395,0.001657934,5.462167E-4,0.0034389,0.00357644,0.00475035,0.001993747,0.01377258,8.756919,7.542916E-5,496719.9,496720.3
0.001966931,1.975776E-6,6.283185,3.141593,6.283185,998.3481,0.2365664,-7.414001E10,1414.554,1.961694E8,1414.554,0.9999939,0.8874366,3.458783E-4,0.006423111,0.003845451,0.002505662,5.972786E-4,0.03428213,5.540574E-4,0.001428339,9.167489E-5,0.01554392,7.341156E-4,3.392864E-5,9.327383E-5,4.291119E-4,0.005151348,2.455243E-4,2.432729E-4,0.005493581,5.045001E-5,7.324586E-5,4.194561E-5,0.003811314,0.001663014,5.470171E-4,0.003444688,0.003575095,0.004734451,0.001984225,0.01373189,8.75511,7.542603E-5,496617.3,496617.8
0.002063567,2.072559E-6,6.283185,3.141593,6.283185,998.6032,0.2365664,-7.081951E10,1413.106,1.959144E8,1413.106,0.9999939,0.8863483,3.348447E-4,0.006660303,0.003737005,0.002579067,5.79043E-4,0.03496696,5.758808E-4,0.001459726,8.784974E-5,0.01582167,7.26886E-4,3.575597E-5,9.599589E-5,4.35882E-4,0.005226522,2.528701E-4,2.40237E-4,0.005611085,5.40607E-5,7.546641E-5,4.4254E-5,0.003847028,0.001694231,5.51878E-4,0.003479622,0.00356678,0.004636302,0.001925736,0.01347997,8.743909,7.540676E-5,495982.4,495983.0
0.00210498,2.114027E-6,6.283185,3.141593,6.283185,998.7078,0.2365664,-6.946536E10,1412.505,1.958087E8,1412.505,0.9999939,0.8858975,3.303322E-4,0.00675923,0.003692088,0.002609341,5.716081E-4,0.03525125,5.850628E-4,0.00147258,8.630217E-5,0.0159363,7.23968E-4,3.653094E-5,9.713484E-5,4.386262E-4,0.005257179,2.559153E-4,2.389678E-4,0.005659834,5.560409E-5,7.639672E-5,4.523463E-5,0.003861333,0.001707026,5.538414E-4,0.003493618,0.003563347,0.004595837,0.001901769,0.01337576,8.739275,7.539886E-5,495719.5,495720.1
0.002303574,2.312831E-6,6.283185,3.141593,6.283185,999.1734,0.2365664,-6.37632E10,1409.768,1.95327E8,1409.768,0.9999938,0.8838505,3.102483E-4,0.007212839,0.003488954,0.002745614,5.387159E-4,0.03654613,6.277801E-4,0.001529802,7.953543E-5,0.01645342,7.112326E-4,4.018055E-5,1.023898E-4,4.506354E-4,0.005392886,2.699035E-4,2.331254E-4,0.005881569,6.295607E-5,8.069603E-5,4.986569E-5,0.00392265,0.001764062,5.623825E-4,0.00355363,0.003547843,0.004413625,0.001794913,0.01290401,8.71828,7.536372E-5,494531.7,494533.3
0.002362705,2.372007E-6,6.283185,3.141593,6.283185,999.3009,0.2365664,-6.222741E10,1408.997,1.951912E8,1408.997,0.9999938,0.8832755,3.047034E-4,0.007341608,0.003432233,0.002783532,5.29702E-4,0.03691117,6.400944E-4,0.001545535,7.770122E-5,0.0165977,7.077828E-4,4.124556E-5,1.038926E-4,4.538757E-4,0.005429953,2.738558E-4,2.314436E-4,0.005943993,6.512527E-5,8.192695E-5,5.122128E-5,0.003938791,0.001779754,5.646711E-4,0.003569426,0.003543513,0.004362889,0.001765476,0.01277192,8.712397,7.535411E-5,494199.1,494201.1
0.002448975,2.45833E-6,6.283185,3.141593,6.283185,999.4787,0.2365664,-6.006635E10,1407.903,1.949988E8,1407.903,0.9999938,0.8824627,2.970409E-4,0.007524642,0.003352407,0.002836839,5.171318E-4,0.03742818,6.577447E-4,0.001567512,7.517206E-5,0.01680086,7.030083E-4,4.278169E-5,1.060383E-4,4.583543E-4,0.005481507,2.794119E-4,2.290588E-4,0.00603235,6.827021E-5,8.368525E-5,5.317978E-5,0.003960789,0.001801696,5.678227E-4,0.003590958,0.003537407,0.004291488,0.001724287,0.01258548,8.704089,7.534071E-5,493728.8,493731.3
0.002550486,2.559883E-6,6.283185,3.141593,6.283185,999.6758,0.2365664,-5.777218E10,1406.664,1.947807E8,1406.664,0.9999938,0.8815438,2.885186E-4,0.007732947,0.003262837,0.002896656,5.031832E-4,0.03801393,6.780488E-4,0.001591973,7.239364E-5,0.0170293,6.97741E-4,4.456252E-5,1.084953E-4,4.632709E-4,0.005538518,2.856042E-4,2.263511E-4,0.006132389,7.193754E-5,8.569955E-5,5.545508E-5,0.003984479,0.001826147,5.712644E-4,0.003614151,0.003530526,0.004211238,0.001678333,0.01237515,8.694712,7.532584E-5,493196.8,493199.2
0.004394007,4.401703E-6,6.283185,3.141593,6.283185,1001.81,0.2365664,-3.382434E10,1389.875,1.918257E8,1389.875,0.9999936,0.8694328,1.900407E-4,0.01060202,0.002193219,0.003632836,3.418808E-4,0.04586704,9.810233E-4,0.001873679,4.247607E-5,0.01991315,6.353534E-4,7.260377E-5,1.444495E-4,5.135637E-4,0.006167336,3.6552E-4,1.887246E-4,0.007460352,1.309148E-4,1.150717E-4,9.192251E-5,0.004176039,0.002108294,6.041618E-4,0.003802525,0.003441666,0.003204279,0.001133666,0.009664947,8.572637,7.516537E-5,486279.4,486284.4
0.00442131,4.428956E-6,6.283185,3.141593,6.283185,1001.828,0.2365664,-3.360599E10,1389.683,1.917919E8,1389.683,0.9999936,0.8692983,1.890881E-4,0.01063521,0.002182743,0.003640431,3.403039E-4,0.04595576,9.847738E-4,0.001876364,4.220649E-5,0.01994372,6.346902E-4,7.296678E-5,1.448929E-4,5.139699E-4,0.006172995,3.663883E-4,1.882879E-4,0.007475174,1.316789E-4,1.154312E-4,9.240196E-5,0.004176844,0.002110961,6.043898E-4,0.003803344,0.003440694,0.003193652,0.001128256,0.009635611,8.571297,7.516401E-5,486203.8,486208.9
0.004444341,4.451945E-6,6.283185,3.141593,6.283185,1001.843,0.2365664,-3.33898E10,1389.522,1.917636E8,1389.522,0.9999936,0.8691856,1.883023E-4,0.01066306,0.002173989,0.003646787,3.389866E-4,0.04603011,9.879241E-4,0.001878607,4.198248E-5,0.0199693,6.341359E-4,7.3272E-5,1.452654E-4,5.143077E-4,0.006177696,3.67096E-4,1.87923E-4,0.007487599,1.323212E-4,1.157332E-4,9.280517E-5,0.004177495,0.00211319,6.045786E-4,0.003804009,0.00343988,0.003184754,0.001123732,0.009611038,8.570176,7.516288E-5,486140.2,486145.3
0.004913866,4.920539E-6,6.283185,3.141593,6.283185,1002.116,0.2365664,-3.014065E10,1386.415,1.912167E8,1386.415,0.9999936,0.8670196,1.737248E-4,0.01120199,0.002011091,0.003766993,3.14519E-4,0.04746265,0.001049637,0.001920274,3.787547E-5,0.02045555,6.235582E-4,7.930464E-5,1.525741E-4,5.203316E-4,0.006263652,3.805977E-4,1.810041E-4,0.007726224,1.449689E-4,1.216498E-4,1.007966E-4,0.004185761,0.002154476,6.077512E-4,0.003812799,0.003424248,0.003015613,0.001038768,0.009141743,8.548682,7.514241E-5,484922.7,484928.5
0.005143263,5.149438E-6,6.283185,3.141593,6.283185,1002.228,0.2365664,-2.876433E10,1385.004,1.909683E8,1385.004,0.9999936,0.8660433,1.67416E-4,0.01144755,0.001940648,0.003820079,3.038663E-4,0.04811122,0.001078192,0.001938209,3.612454E-5,0.02067166,6.187732E-4,8.212986E-5,1.559667E-4,5.227689E-4,0.006299815,3.866497E-4,1.778605E-4,0.007833796,1.508618E-4,1.243891E-4,1.045532E-4,0.004186885,0.002172117,6.089053E-4,0.003814316,0.003417217,0.002940483,0.001001654,0.008931981,8.539028,7.513401E-5,484377.1,484383.7
0.005233298,5.239271E-6,6.283185,3.141593,6.283185,1002.269,0.2365664,-2.823763E10,1384.468,1.90874E8,1384.468,0.9999936,0.8656734,1.650319E-4,0.01154102,0.001914445,0.00384001,2.998956E-4,0.04835741,0.001089132,0.001944864,3.547613E-5,0.02075302,6.16955E-4,8.321802E-5,1.572687E-4,5.236466E-4,0.006313094,3.889461E-4,1.766682E-4,0.007874544,1.531258E-4,1.254392E-4,1.060025E-4,0.004186877,0.002178638,6.092963E-4,0.003814485,0.003414556,0.002912207,9.877886E-4,0.008852819,8.535377,7.513097E-5,484171.1,484178.1
0.005273288,5.27917E-6,6.283185,3.141593,6.283185,1002.286,0.2365664,-2.798203E10,1384.232,1.908325E8,1384.232,0.9999936,0.8655114,1.64005E-4,0.01158203,0.001903056,0.003848708,2.981704E-4,0.04846536,0.001093945,0.001947754,3.519535E-5,0.02078859,6.161583E-4,8.369768E-5,1.578418E-4,5.240232E-4,0.006318856,3.899711E-4,1.761454E-4,0.007892389,1.541227E-4,1.259013E-4,1.066417E-4,0.004186798,0.002181465,6.094594E-4,0.003814489,0.00341339,0.002899855,9.817496E-4,0.008818202,8.533778,7.512967E-5,484081.4,484088.8
0.005695684,5.700566E-6,6.283185,3.141593,6.283185,1002.452,0.2365664,-2.579299E10,1381.86,1.904149E8,1381.86,0.9999936,0.863882,1.540782E-4,0.01199749,0.001791367,0.003935181,2.812048E-4,0.04955321,0.001143108,0.001976012,3.247973E-5,0.02114257,6.081635E-4,8.86339E-5,1.637129E-4,5.275414E-4,0.006373628,3.996315E-4,1.709372E-4,0.008071928,1.643389E-4,1.30628E-4,1.132322E-4,0.004183412,0.002208966,6.108218E-4,0.003812133,0.003401671,0.00277664,9.221134E-4,0.008471623,8.517743,7.511726E-5,483171.7,483179.1
0.01040094,1.039223E-5,6.283185,3.141593,6.283185,1003.104,0.2365664,-1.330105E10,1363.745,1.872267E8,1363.745,0.9999935,0.8517401,9.360092E-5,0.01527883,0.001113556,0.004524316,1.754834E-4,0.05782781,0.001553262,0.00214031,1.699865E-5,0.02357664,5.463888E-4,1.324253E-4,2.142923E-4,5.388683E-4,0.006622727,4.636846E-4,1.326463E-4,0.00940241,2.51354E-4,1.709599E-4,1.723578E-4,0.004003385,0.002354291,6.038705E-4,0.003654693,0.003314245,0.001923149,5.41488E-4,0.006005806,8.400625,7.506844E-5,476531.5,476538.2
0.0105706,1.056136E-5,6.283185,3.141593,6.283185,1003.108,0.2365664,-1.305489E10,1363.274,1.871437E8,1363.274,0.9999935,0.8514289,9.238437E-5,0.015368,0.001099479,0.00453821,1.73226E-4,0.05804397,0.001564838,0.002143449,1.670087E-5,0.02363374,5.447452E-4,1.337325E-4,2.157711E-4,5.388187E-4,0.00662521,4.651427E-4,1.316883E-4,0.009436132,2.538504E-4,1.72133E-4,1.741314E-4,0.003994987,0.002356509,6.032606E-4,0.003647329,0.00331199,0.001902875,5.332047E-4,0.005945767,8.397687,7.506814E-5,476365.4,476372.3
0.01060828,1.059893E-5,6.283185,3.141593,6.283185,1003.109,0.2365664,-1.297655E10,1363.17,1.871255E8,1363.17,0.9999935,0.8513606,9.210939E-5,0.01538762,0.001096399,0.004541253,1.72731E-4,0.0580915,0.001567388,0.002144131,1.663636E-5,0.02364624,5.443845E-4,1.34021E-4,2.160972E-4,5.388053E-4,0.006625739,4.654742E-4,1.314807E-4,0.009443532,2.544005E-4,1.723917E-4,1.745228E-4,0.003993116,0.002356986,6.031235E-4,0.003645689,0.003311495,0.001898434,5.313953E-4,0.005932604,8.397042,7.506807E-5,476329.2,476336.2
0.01145617,1.144418E-5,6.283185,3.141593,6.283185,1003.12,0.2365664,-1.19112E10,1360.946,1.86734E8,1360.946,0.9999935,0.8498942,8.639941E-5,0.01581231,0.001032047,0.004605929,1.624174E-4,0.05911375,0.0016228,0.002158147,1.528635E-5,0.02391086,5.366094E-4,1.403398E-4,2.232212E-4,5.38323E-4,0.006634325,4.721484E-4,1.270245E-4,0.009602076,2.663789E-4,1.780436E-4,1.830946E-4,0.003950633,0.002366273,5.999054E-4,0.003608499,0.003300847,0.001804066,4.93391E-4,0.005652118,8.383246,7.506722E-5,475549.8,475557.8
0.01194821,1.193469E-5,6.283185,3.141593,6.283185,1003.12,0.2365664,-1.139562E10,1359.737,1.865212E8,1359.737,0.9999935,0.8490987,8.338415E-5,0.01604526,9.984341E-4,0.004640456,1.570039E-4,0.05967038,0.001653338,0.002165247,1.459011E-5,0.02405192,5.323329E-4,1.438632E-4,2.271804E-4,5.379083E-4,0.006637438,4.760517E-4,1.245872E-4,0.009687665,2.730051E-4,1.811837E-4,1.878749E-4,0.00392576,0.002370519,5.979424E-4,0.003586771,0.003295064,0.001753744,4.734748E-4,0.005501911,8.375792,7.506718E-5,475136.3,475147.4
0.01201132,1.199761E-5,6.283185,3.141593,6.283185,1003.12,0.2365664,-1.133559E10,1359.586,1.864945E8,1359.586,0.9999935,0.8489998,8.293883E-5,0.01607449,9.942647E-4,0.004644745,1.563157E-4,0.05973988,0.001657173,0.002166111,1.449674E-5,0.02406937,5.317784E-4,1.443078E-4,2.276796E-4,5.378501E-4,0.006637721,4.765102E-4,1.242598E-4,0.009698341,2.738397E-4,1.815794E-4,1.884789E-4,0.003922568,0.002371005,5.976875E-4,0.003583984,0.003294346,0.001747512,4.710253E-4,0.005483278,8.374866,7.506724E-5,475084.4,475095.8
0.01202937,1.20156E-5,6.283185,3.141593,6.283185,1003.12,0.2365664,-1.125678E10,1359.543,1.86487E8,1359.543,0.9999935,0.8489716,8.285595E-5,0.01608282,9.930773E-4,0.004645965,1.561214E-4,0.05975967,0.001658266,0.002166356,1.447265E-5,0.02407433,5.316261E-4,1.444347E-4,2.27822E-4,5.37833E-4,0.006637796,4.766391E-4,1.241703E-4,0.009701381,2.740774E-4,1.816922E-4,1.88651E-4,0.003921655,0.002371143,5.976144E-4,0.003583187,0.003294141,0.001745737,4.703284E-4,0.00547797,8.374603,7.506725E-5,475069.6,475081.0
0.0121135,1.209947E-5,6.283185,3.141593,6.283185,1003.119,0.2365664,-1.114575E10,1359.343,1.864519E8,1359.343,0.9999935,0.8488408,8.244052E-5,0.01612148,9.875981E-4,0.004651613,1.552314E-4,0.05985141,0.001663343,0.002167483,1.436407E-5,0.02409722,5.30924E-4,1.450241E-4,2.284836E-4,5.37751E-4,0.006638076,4.772037E-4,1.237687E-4,0.009715463,2.751812E-4,1.822168E-4,1.894505E-4,0.003917393,0.002371775,5.972719E-4,0.00357947,0.003293188,0.001737515,4.671047E-4,0.005453375,8.373381,7.506729E-5,475000.5,475012.1
0.01325039,1.323283E-5,6.283185,3.141593,6.283185,1003.107,0.2365664,-1.005625E10,1356.799,1.860041E8,1356.799,0.9999935,0.8471677,7.653893E-5,0.01662039,9.206073E-4,0.004722875,1.444562E-4,0.061028,0.001729182,0.002181035,1.300732E-5,0.0243852,5.219287E-4,1.527424E-4,2.371106E-4,5.364404E-4,0.006638227,4.844123E-4,1.188209E-4,0.009894685,2.895182E-4,1.890665E-4,1.999089E-4,0.003859768,0.002378561,5.925011E-4,0.003529287,0.00328097,0.001633779,4.270139E-4,0.005141992,8.357808,7.506819E-5,474125.6,474140.2
0.01358946,1.357085E-5,6.283185,3.141593,6.283185,1003.101,0.2365664,-9.783718E9,1356.087,1.858788E8,1356.087,0.9999935,0.8467,7.49488E-5,0.01676142,9.025594E-4,0.004742498,1.415187E-4,0.06135801,0.001747866,0.002184546,1.264524E-5,0.02446419,5.193756E-4,1.549582E-4,2.395785E-4,5.359901E-4,0.006637331,4.865437E-4,1.174162E-4,0.00994452,2.93601E-4,1.910268E-4,2.029095E-4,0.003842631,0.002380002,5.910413E-4,0.003514395,0.00327755,0.001605278,4.161907E-4,0.005056106,8.353474,7.506866E-5,473885.7,473902.2
0.01363916,1.362039E-5,6.283185,3.141593,6.283185,1003.099,0.2365664,-9.702869E9,1355.985,1.858607E8,1355.985,0.9999935,0.8466331,7.472155E-5,0.01678182,8.999652E-4,0.004745319,1.410929E-4,0.06140547,0.001750569,0.002185043,1.259372E-5,0.02447543,5.190053E-4,1.552798E-4,2.399365E-4,5.359225E-4,0.006637098,4.867804E-4,1.172109E-4,0.0099517,2.941926E-4,1.913112E-4,2.033451E-4,0.003840125,0.002380194,5.908267E-4,0.003512219,0.003277058,0.001601189,4.146446E-4,0.005043771,8.352854,7.506876E-5,473850.2,473866.6
0.01436914,1.434813E-5,6.283185,3.141593,6.283185,1003.084,0.2365664,-9.104641E9,1354.532,1.85605E8,1354.532,0.9999935,0.8456766,7.169516E-5,0.01707346,8.641228E-4,0.004785081,1.353021E-4,0.06208221,0.001789347,0.002191806,1.189532E-5,0.02463375,5.138459E-4,1.599185E-4,2.450852E-4,5.34864E-4,0.006632805,4.904405E-4,1.144781E-4,0.0100534,3.026761E-4,1.95407E-4,2.096161E-4,0.003803404,0.002382498,5.876327E-4,0.003480364,0.003270034,0.001543474,3.930156E-4,0.004869334,8.344028,7.506987E-5,473350.8,473367.9
0.01496201,1.493917E-5,6.283185,3.141593,6.283185,1003.07,0.2365664,-8.717679E9,1353.413,1.85408E8,1353.413,0.9999935,0.8449395,6.92841E-5,0.0173004,8.373422E-4,0.004815375,1.309274E-4,0.06260549,0.001819637,0.002196675,1.136634E-5,0.02475373,5.098215E-4,1.635754E-4,2.491288E-4,5.339423E-4,0.006628203,4.93369E-4,1.123348E-4,0.01013148,3.093171E-4,1.986276E-4,2.145541E-4,0.003773798,0.002383702,5.850058E-4,0.003454722,0.00326461,0.001499592,3.76806E-4,0.004736301,8.337251,7.507093E-5,472970.6,472989.5
0.0154717,1.544731E-5,6.283185,3.141593,6.283185,1003.056,0.2365664,-8.34363E9,1352.493,1.852461E8,1352.493,0.9999935,0.8443336,6.747115E-5,0.01748874,8.158067E-4,0.004840071,1.274393E-4,0.06303659,0.00184483,0.002200447,1.09534E-5,0.02485067,5.065187E-4,1.666411E-4,2.525099E-4,5.331112E-4,0.006623205,4.955093E-4,1.105877E-4,0.01019552,3.148523E-4,2.013228E-4,2.186884E-4,0.003748537,0.002384308,5.827314E-4,0.003432881,0.00326014,0.001463881,3.637724E-4,0.004627769,8.3317,7.507197E-5,472656.2,472675.5
0.0163326,1.63056E-5,6.283185,3.141593,6.283185,1003.031,0.2365664,-7.829273E9,1351.016,1.849862E8,1351.016,0.9999935,0.8433596,6.453285E-5,0.0177944,7.822857E-4,0.004879354,1.219752E-4,0.0637316,0.001885842,0.002206089,1.030868E-5,0.0250038,5.011791E-4,1.716756E-4,2.580429E-4,5.316453E-4,0.006613365,4.989192E-4,1.078035E-4,0.01029801,3.238803E-4,2.057398E-4,2.254679E-4,0.003706307,0.002384573,5.788658E-4,0.003396425,0.003252936,0.001407201,3.433693E-4,0.004455028,8.32281,7.507386E-5,472154.4,472174.7
0.01637415,1.634702E-5,6.283185,3.141593,6.283185,1003.03,0.2365664,-7.804147E9,1350.947,1.84974E8,1350.947,0.9999935,0.8433141,6.437879E-5,0.01780877,7.807344E-4,0.004881178,1.217156E-4,0.06376415,0.001887773,0.002206341,1.027783E-5,0.02501088,5.009237E-4,1.719141E-4,2.583044E-4,5.31573E-4,0.006612863,4.990871E-4,1.076678E-4,0.01030278,3.243064E-4,2.059487E-4,2.257889E-4,0.003704285,0.002384562,5.78679E-4,0.003394682,0.0032526,0.001404577,3.424335E-4,0.004447017,8.322396,7.507395E-5,472131.0,472151.5
0.01648544,1.645798E-5,6.283185,3.141593,6.283185,1003.026,0.2365664,-7.753022E9,1350.762,1.849416E8,1350.762,0.9999935,0.8431928,6.398795E-5,0.0178471,7.76605E-4,0.00488603,1.210299E-4,0.06385097,0.001892921,0.002207004,1.019701E-5,0.02502975,5.002438E-4,1.725505E-4,2.590025E-4,5.313786E-4,0.006611557,4.995869E-4,1.073049E-4,0.0103155,3.254431E-4,2.065062E-4,2.266457E-4,0.003698875,0.002384522,5.781785E-4,0.003390018,0.003251703,0.001397598,3.399483E-4,0.004425704,8.321291,7.507422E-5,472070.1,472091.2
0.01669421,1.666612E-5,6.283185,3.141593,6.283185,1003.019,0.2365664,-7.623258E9,1350.421,1.848814E8,1350.421,0.9999935,0.8429679,6.331532E-5,0.01791834,7.689808E-4,0.004895008,1.197719E-4,0.06401197,0.001902493,0.002208212,1.005089E-5,0.02506458,4.989836E-4,1.737362E-4,2.603027E-4,5.310117E-4,0.006609005,5.004657E-4,1.066287E-4,0.01033907,3.275581E-4,2.075446E-4,2.282415E-4,0.003688757,0.00238441,5.772398E-4,0.003381301,0.003250039,0.001384693,3.353677E-4,0.004386272,8.319245,7.507476E-5,471956.8,471978.9
0.01681596,1.67875E-5,6.283185,3.141593,6.283185,1003.015,0.2365664,-7.548581E9,1350.224,1.848468E8,1350.224,0.9999935,0.8428382,6.294337E-5,0.01795951,7.646238E-4,0.00490017,1.190606E-4,0.06410487,0.001908026,0.002208894,9.970359E-6,0.02508458,4.982639E-4,1.744231E-4,2.610554E-4,5.307958E-4,0.006607478,5.009745E-4,1.062526E-4,0.01035263,3.28781E-4,2.08146E-4,2.291654E-4,0.003682872,0.002384325,5.766919E-4,0.003376233,0.003249078,0.001377273,3.327424E-4,0.004363584,8.318066,7.507506E-5,471891.5,471914.2
0.01687666,1.684801E-5,6.283185,3.141593,6.283185,1003.013,0.2365664,-7.515954E9,1350.126,1.848297E8,1350.126,0.9999935,0.842774,6.276896E-5,0.01797993,7.62463E-4,0.004902724,1.187053E-4,0.06415088,0.001910771,0.002209229,9.930359E-6,0.02509444,4.979081E-4,1.747642E-4,2.614291E-4,5.306877E-4,0.006606695,5.012144E-4,1.060661E-4,0.01035935,3.293879E-4,2.084446E-4,2.296241E-4,0.003679943,0.002384277,5.764188E-4,0.003373712,0.003248602,0.001373604,3.314464E-4,0.00435236,8.317482,7.507521E-5,471859.0,471882.0
