Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H5_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H3_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_NC3H7_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H5-A_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_NC4H10_PFRC2 (),Mole_fraction_PC4H9_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_NC5H10_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_NC6H12_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_NC12H26_PFRC2 (),Mole_fraction_NC16H34_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
8.4,0.007753973,6.283185,3.141593,6.283185,1042.256,0.2365669,2908631.0,1301.57,1.762834E8,1301.57,0.9999983,0.7642137,1.709127E-6,0.07753239,4.474426E-6,0.002220722,1.386921E-6,0.1112839,7.18464E-7,0.03066667,6.175963E-6,1.433439E-9,5.895825E-4,2.44654E-6,6.573802E-4,2.579978E-4,2.411469E-7,2.777063E-10,4.21194E-6,0.002823137,0.001890809,0.004049883,0.00104949,2.649635E-7,6.249726E-7,1.047646E-9,3.702498E-8,0.001758392,-3.102383E-15,-1.898254E-52,-1.830005E-7,7.7164,7.224843E-5,437876.2,437878.0
8.6,0.007946063,6.283185,3.141593,6.283185,1040.425,0.2365671,3097535.0,1299.287,1.758816E8,1299.287,0.9999984,0.764206,1.652125E-6,0.07759797,4.322053E-6,0.002241347,1.372257E-6,0.1111765,6.958118E-7,0.0307,6.197698E-6,1.404257E-9,5.7959E-4,2.38163E-6,6.483636E-4,2.539191E-4,2.481049E-7,2.793106E-10,4.236084E-6,0.002827345,0.001888215,0.004073037,0.001050359,2.647938E-7,6.263336E-7,8.18926E-10,3.374128E-8,0.001751341,-2.881185E-15,-1.176322E-52,-1.722015E-7,7.716421,7.237557E-5,437877.9,437879.8
8.8,0.008138463,6.283185,3.141593,6.283185,1038.6,0.2365671,3270574.0,1297.015,1.754817E8,1297.015,0.9999986,0.764199,1.597268E-6,0.0776611,4.175787E-6,0.002262202,1.357928E-6,0.111073,6.739883E-7,0.03072998,6.221517E-6,1.374007E-9,5.702144E-4,2.320431E-6,6.397329E-4,2.500143E-4,2.552107E-7,2.79692E-10,4.263905E-6,0.002831701,0.001885743,0.004095559,0.001051237,2.679763E-7,6.284768E-7,7.657106E-10,3.295345E-8,0.001744541,-2.681802E-15,-7.414887E-53,-1.654412E-7,7.716464,7.250276E-5,437881.0,437882.9
9.0,0.008331198,6.283185,3.141593,6.283185,1036.781,0.2365671,3430178.0,1294.755,1.750839E8,1294.755,0.9999987,0.7641925,1.544215E-6,0.07772171,4.03479E-6,0.002283282,1.343718E-6,0.1109737,6.528582E-7,0.03075655,6.247393E-6,1.345423E-9,5.614514E-4,2.262117E-6,6.314956E-4,2.462867E-4,2.624711E-7,2.804604E-10,4.293471E-6,0.002836201,0.001883395,0.004117422,0.001052121,2.714735E-7,6.314311E-7,6.510376E-10,3.238416E-8,0.001738002,-2.502665E-15,-4.859446E-53,-1.539696E-7,7.716531,7.262996E-5,437885.4,437887.3
9.2,0.008524272,6.283185,3.141593,6.283185,1034.968,0.2365671,3575990.0,1292.506,1.74688E8,1292.506,0.9999988,0.7641865,1.493169E-6,0.07777993,3.899636E-6,0.002304567,1.32992E-6,0.1108784,6.325082E-7,0.03077989,6.275286E-6,1.322832E-9,5.532728E-4,2.20765E-6,6.236312E-4,2.427268E-4,2.699166E-7,2.840766E-10,4.328868E-6,0.00284083,0.001881163,0.004138647,0.001053012,2.787309E-7,6.350482E-7,7.615617E-10,3.657162E-8,0.001731714,-2.341289E-15,-3.219038E-53,-1.582441E-7,7.71662,7.275721E-5,437891.2,437893.1
9.4,0.008717684,6.283185,3.141593,6.283185,1033.16,0.2365671,3710407.0,1290.267,1.742939E8,1290.267,0.999999,0.7641809,1.444351E-6,0.07783589,3.770673E-6,0.002326044,1.316766E-6,0.1107869,6.13035E-7,0.03080021,6.305226E-6,1.302663E-9,5.45646E-4,2.158146E-6,6.161147E-4,2.393247E-4,2.775854E-7,2.886128E-10,4.371871E-6,0.002845581,0.00187904,0.004159259,0.001053906,2.893419E-7,6.389402E-7,1.329127E-9,4.554869E-8,0.001725665,-2.19565E-15,-2.197226E-53,-1.914923E-7,7.716728,7.28845E-5,437898.5,437900.3
9.6,0.008911434,6.283185,3.141593,6.283185,1031.358,0.2365671,3836561.0,1288.038,1.739016E8,1288.038,0.9999991,0.7641757,1.396831E-6,0.07788969,3.64489E-6,0.002347691,1.303215E-6,0.1106991,5.94046E-7,0.03081768,6.336907E-6,1.265134E-9,5.384995E-4,2.109474E-6,6.08926E-4,2.360714E-4,2.854272E-7,2.832715E-10,4.411081E-6,0.002850442,0.00187702,0.004179283,0.001054804,2.923717E-7,6.429105E-7,1.399609E-9,4.683361E-8,0.001719844,-2.063618E-15,-1.512752E-53,-2.064067E-7,7.716856,7.301185E-5,437906.6,437908.4
9.8,0.009105522,6.283185,3.141593,6.283185,1029.561,0.2365671,3948429.0,1285.818,1.73511E8,1285.818,0.9999992,0.7641709,1.350896E-6,0.07794144,3.524393E-6,0.002369478,1.290141E-6,0.1106147,5.756633E-7,0.03083249,6.3701E-6,1.254711E-9,5.318077E-4,2.062297E-6,6.020506E-4,2.329568E-4,2.934297E-7,2.922035E-10,4.453498E-6,0.002855391,0.001875095,0.004198735,0.001055707,3.006791E-7,6.472646E-7,1.601111E-9,5.128667E-8,0.001714249,-1.943758E-15,-1.053242E-53,-2.265805E-7,7.717002,7.313927E-5,437915.8,437917.6
10.0,0.009299949,6.283185,3.141593,6.283185,1027.77,0.2365671,4053317.0,1283.608,1.731219E8,1283.608,0.9999994,0.7641665,1.30621E-6,0.07799126,3.406949E-6,0.002391393,1.276719E-6,0.1105337,5.57747E-7,0.03084481,6.404758E-6,1.228426E-9,5.255294E-4,2.017042E-6,5.954665E-4,2.299728E-4,3.016066E-7,2.921793E-10,4.49521E-6,0.002860423,0.00187326,0.00421764,0.001056611,3.052606E-7,6.51677E-7,1.577903E-9,5.250862E-8,0.001708864,-1.834722E-15,-7.458389E-54,-2.391226E-7,7.717164,7.326677E-5,437925.9,437927.7
10.2,0.009494714,6.283185,3.141593,6.283185,1025.983,0.2365671,4141286.0,1281.405,1.727343E8,1281.405,0.9999995,0.7641621,1.264777E-6,0.07803925,3.297727E-6,0.002413436,1.265155E-6,0.1104559,5.411545E-7,0.0308548,6.441418E-6,1.19343E-9,5.197264E-4,1.981261E-6,5.891567E-4,2.271122E-4,3.101227E-7,2.874786E-10,4.562425E-6,0.00286553,0.001871509,0.004236016,0.001057514,3.309424E-7,6.554876E-7,3.458911E-9,7.879046E-8,0.001703678,-1.73533E-15,-5.372658E-54,-3.67239E-7,7.717339,7.339437E-5,437937.9,437939.7
10.4,0.009689832,6.283185,3.141593,6.283185,1024.201,0.2365671,4235446.0,1279.212,1.723482E8,1279.212,0.9999996,0.7641582,1.222674E-6,0.07808541,3.187704E-6,0.002435573,1.251801E-6,0.1103812,5.242136E-7,0.03086252,6.478912E-6,1.17855E-9,5.142048E-4,1.937574E-6,5.831147E-4,2.243727E-4,3.186883E-7,2.927973E-10,4.599674E-6,0.002870706,0.00186984,0.004253869,0.001058419,3.239672E-7,6.59044E-7,2.765129E-9,6.84961E-8,0.001698696,-1.644748E-15,-3.941326E-54,-3.639055E-7,7.717532,7.352206E-5,437949.5,437951.3
10.6,0.009885276,6.283185,3.141593,6.283185,1022.424,0.2365671,4313196.0,1277.026,1.719635E8,1277.026,0.9999998,0.7641547,1.181981E-6,0.07812993,3.081092E-6,0.002457771,1.238441E-6,0.1103092,5.078106E-7,0.03086828,6.517293E-6,1.14947E-9,5.089929E-4,1.895188E-6,5.773146E-4,2.217372E-4,3.273703E-7,2.90175E-10,4.63771E-6,0.002875924,0.001868242,0.004271241,0.001059326,3.225026E-7,6.631619E-7,2.122193E-9,6.006211E-8,0.001693899,-1.561667E-15,-2.926344E-54,-3.508035E-7,7.717737,7.364987E-5,437961.8,437963.6
10.8,0.01008107,6.283185,3.141593,6.283185,1020.651,0.2365672,4382249.0,1274.848,1.715801E8,1274.848,0.9999999,0.7641514,1.142906E-6,0.07817278,2.978945E-6,0.00248002,1.225563E-6,0.1102401,4.920385E-7,0.03087207,6.556581E-6,1.125833E-9,5.040962E-4,1.855644E-6,5.717584E-4,2.19207E-4,3.361943E-7,2.902531E-10,4.678845E-6,0.00288118,0.001866715,0.004288118,0.001060232,3.255958E-7,6.67837E-7,1.681047E-9,5.506549E-8,0.00168929,-1.485692E-15,-2.209246E-54,-3.365381E-7,7.717956,7.377781E-5,437974.8,437976.6
11.0,0.01027725,6.283185,3.141593,6.283185,1018.883,0.2365674,4443449.0,1272.678,1.711982E8,1272.678,1.0,0.7641483,1.105186E-6,0.07821387,2.880597E-6,0.002502315,1.212934E-6,0.1101741,4.767887E-7,0.03087381,6.596876E-6,1.10578E-9,4.995281E-4,1.818255E-6,5.664575E-4,2.167879E-4,3.451987E-7,2.91899E-10,4.723409E-6,0.002886474,0.001865263,0.004304463,0.001061134,3.310163E-7,6.732756E-7,1.393584E-9,5.268588E-8,0.001684882,-1.416611E-15,-1.705449E-54,-3.218076E-7,7.718187,7.390584E-5,437988.5,437990.3
11.2,0.01047376,6.283185,3.141593,6.283185,1017.118,0.2365676,4497336.0,1270.514,1.708173E8,1270.514,1.0,0.7641455,1.068773E-6,0.07825359,2.785727E-6,0.002524637,1.200519E-6,0.1101105,4.620435E-7,0.03087399,6.637989E-6,1.085682E-9,4.952145E-4,1.782873E-6,5.613523E-4,2.144544E-4,3.543676E-7,2.932984E-10,4.771562E-6,0.002891793,0.001863868,0.004320392,0.001062034,3.381832E-7,6.793132E-7,1.273545E-9,5.285133E-8,0.001680628,-1.352531E-15,-1.321705E-54,-3.128687E-7,7.718428,7.403403E-5,438002.9,438004.7
11.4,0.01067056,6.283185,3.141593,6.283185,1015.358,0.2365676,4545570.0,1268.356,1.704374E8,1268.356,1.0,0.7641427,1.033603E-6,0.07829205,2.694125E-6,0.002546976,1.188262E-6,0.110049,4.477766E-7,0.03087278,6.67981E-6,1.064634E-9,4.91126E-4,1.748993E-6,5.56425E-4,2.121991E-4,3.636942E-7,2.939386E-10,4.821508E-6,0.002897131,0.001862524,0.004335933,0.001062931,3.451919E-7,6.858697E-7,1.200216E-9,5.326076E-8,0.001676517,-1.293189E-15,-1.034688E-54,-3.034703E-7,7.718677,7.416241E-5,438017.7,438019.5
11.6,0.01086771,6.283185,3.141593,6.283185,1013.601,0.2365676,4587486.0,1266.204,1.700587E8,1266.204,1.0,0.7641402,9.995012E-7,0.07832918,2.60539E-6,0.002569322,1.17603E-6,0.1099899,4.339151E-7,0.03087012,6.72233E-6,1.043515E-9,4.872691E-4,1.715946E-6,5.516863E-4,2.100265E-4,3.73188E-7,2.942882E-10,4.87222E-6,0.002902485,0.001861234,0.004351058,0.001063823,3.5136E-7,6.929946E-7,1.051326E-9,5.297179E-8,0.00167256,-1.238438E-15,-8.229588E-55,-2.886316E-7,7.718935,7.429095E-5,438033.0,438034.8
11.8,0.0110652,6.283185,3.141593,6.283185,1011.848,0.2365676,4623320.0,1264.058,1.696809E8,1264.058,1.000001,0.7641378,9.664827E-7,0.07836503,2.519623E-6,0.002591663,1.163901E-6,0.109933,4.204674E-7,0.03086609,6.765509E-6,1.024849E-9,4.836347E-4,1.683902E-6,5.471283E-4,2.079328E-4,3.828556E-7,2.95726E-10,4.925073E-6,0.002907847,0.001859996,0.004365777,0.001064711,3.58574E-7,7.006633E-7,9.255426E-10,5.38568E-8,0.00166875,-1.187793E-15,-6.59504E-55,-2.750169E-7,7.719202,7.441966E-5,438048.8,438050.6
12.0,0.01126303,6.283185,3.141593,6.283185,1010.098,0.2365676,4653376.0,1261.917,1.693042E8,1261.917,1.000001,0.7641355,9.345861E-7,0.07839964,2.436902E-6,0.002613987,1.151971E-6,0.1098782,4.074527E-7,0.0308608,6.80932E-6,1.008502E-9,4.802143E-4,1.653259E-6,5.427418E-4,2.059139E-4,3.927066E-7,2.982113E-10,4.981429E-6,0.002913212,0.001858806,0.004380104,0.001065595,3.680388E-7,7.087789E-7,9.15759E-10,5.752409E-8,0.001665083,-1.140934E-15,-5.343945E-55,-2.702825E-7,7.719476,7.454856E-5,438065.1,438066.8
12.2,0.0114612,6.283185,3.141593,6.283185,1008.352,0.2365676,4678160.0,1259.782,1.689283E8,1259.782,1.000001,0.7641333,9.038762E-7,0.07843308,2.357363E-6,0.002636292,1.140378E-6,0.1098255,3.949029E-7,0.03085432,6.853798E-6,9.941587E-10,4.770023E-4,1.624524E-6,5.385191E-4,2.039669E-4,4.027607E-7,3.015782E-10,5.042491E-6,0.002918579,0.001857662,0.00439405,0.001066472,3.803195E-7,7.172222E-7,1.172227E-9,6.454357E-8,0.001661553,-1.097519E-15,-4.386791E-55,-2.80996E-7,7.719756,7.467764E-5,438081.9,438083.7
12.4,0.01165975,6.283185,3.141593,6.283185,1006.61,0.2365677,4699619.0,1257.652,1.685535E8,1257.652,1.000001,0.7641312,8.742568E-7,0.07846527,2.280465E-6,0.002658565,1.128926E-6,0.109775,3.827778E-7,0.0308466,6.898879E-6,9.735884E-10,4.739918E-4,1.597093E-6,5.344688E-4,2.020956E-4,4.130164E-7,3.014683E-10,5.103452E-6,0.002923943,0.001856566,0.004407588,0.001067343,3.899683E-7,7.256742E-7,1.349045E-9,6.877437E-8,0.001658168,-1.05747E-15,-3.642699E-55,-2.867851E-7,7.720044,7.480688E-5,438099.0,438100.8
12.6,0.01185866,6.283185,3.141593,6.283185,1004.872,0.236568,4715003.0,1255.528,1.681797E8,1255.528,1.000001,0.7641293,8.454775E-7,0.07849629,2.205973E-6,0.002680797,1.117501E-6,0.1097265,3.709703E-7,0.03083777,6.94451E-6,9.578405E-10,4.711691E-4,1.570022E-6,5.305768E-4,2.002936E-4,4.234711E-7,3.036424E-10,5.1666E-6,0.002929299,0.001855514,0.004420746,0.001068208,4.006872E-7,7.343202E-7,1.585498E-9,7.376766E-8,0.001654918,-1.020282E-15,-3.048561E-55,-2.970542E-7,7.720337,7.49363E-5,438116.6,438118.4
12.8,0.01205788,6.283185,3.141593,6.283185,1003.136,0.236568,4726851.0,1253.408,1.678065E8,1253.408,1.000001,0.7641274,8.175957E-7,0.07852641,2.133672E-6,0.002702983,1.106063E-6,0.1096796,3.595066E-7,0.03082812,6.99049E-6,9.37779E-10,4.684832E-4,1.543549E-6,5.268082E-4,1.985453E-4,4.340753E-7,3.033366E-10,5.229165E-6,0.002934642,0.001854496,0.004433602,0.001069068,4.096521E-7,7.432151E-7,1.688166E-9,7.677611E-8,0.001651775,-9.854088E-16,-2.562981E-55,-3.009902E-7,7.720636,7.506596E-5,438134.3,438136.1
13.0,0.01225743,6.283185,3.141593,6.283185,1001.404,0.236568,4733973.0,1251.292,1.674342E8,1251.292,1.000001,0.7641256,7.904313E-7,0.07855556,2.063302E-6,0.002725107,1.094485E-6,0.1096343,3.483105E-7,0.03081761,7.036743E-6,9.18498E-10,4.659347E-4,1.516875E-6,5.231711E-4,1.968539E-4,4.44824E-7,3.032374E-10,5.289626E-6,0.002939969,0.001853514,0.004446131,0.001069921,4.159798E-7,7.524577E-7,1.497341E-9,7.659141E-8,0.001648747,-9.528462E-16,-2.171611E-55,-2.904002E-7,7.720938,7.519584E-5,438152.2,438154.0
13.2,0.01245732,6.283185,3.141593,6.283185,999.674,0.236568,4736356.0,1249.181,1.670626E8,1249.181,1.000001,0.764124,7.64122E-7,0.07858373,1.995351E-6,0.002747159,1.083046E-6,0.1095907,3.374439E-7,0.03080628,7.083289E-6,9.047836E-10,4.635323E-4,1.490768E-6,5.19665E-4,1.952188E-4,4.557341E-7,3.059282E-10,5.352198E-6,0.002945271,0.001852567,0.004458332,0.001070768,4.245406E-7,7.620809E-7,1.354179E-9,7.822361E-8,0.001645833,-9.224784E-16,-1.856193E-55,-2.827943E-7,7.721245,7.532593E-5,438170.3,438172.1
13.4,0.01265756,6.283185,3.141593,6.283185,997.9475,0.236568,4735000.0,1247.074,1.666917E8,1247.074,1.000002,0.7641223,7.389342E-7,0.07861098,1.930367E-6,0.002769136,1.072157E-6,0.1095487,3.270278E-7,0.03079417,7.13021E-6,8.93665E-10,4.61281E-4,1.466905E-6,5.162838E-4,1.936377E-4,4.668406E-7,3.098683E-10,5.420675E-6,0.00295055,0.001851653,0.004470214,0.001071607,4.381894E-7,7.719921E-7,1.6538E-9,8.48102E-8,0.001643028,-8.941117E-16,-1.598033E-55,-2.953108E-7,7.721556,7.545625E-5,438188.9,438190.7
13.6,0.01285814,6.283185,3.141593,6.283185,996.224,0.236568,4732282.0,1244.971,1.663215E8,1244.971,1.000002,0.7641207,7.145553E-7,0.07863734,1.867208E-6,0.002791034,1.061216E-6,0.1095082,3.16925E-7,0.03078135,7.17743E-6,8.736194E-10,4.591607E-4,1.443916E-6,5.130212E-4,1.921084E-4,4.781336E-7,3.089011E-10,5.490452E-6,0.002955804,0.001850772,0.004481787,0.001072438,4.511583E-7,7.820838E-7,1.967609E-9,9.098671E-8,0.001640327,-8.675779E-16,-1.385312E-55,-3.095226E-7,7.721869,7.55868E-5,438207.6,438209.4
13.8,0.01305907,6.283185,3.141593,6.283185,994.5033,0.236568,4725777.0,1242.872,1.659521E8,1242.872,1.000002,0.7641193,6.90736E-7,0.07866283,1.805595E-6,0.00281284,1.050038E-6,0.1094691,3.07027E-7,0.03076788,7.224774E-6,8.557927E-10,4.571472E-4,1.420218E-6,5.098725E-4,1.906286E-4,4.895721E-7,3.089105E-10,5.556371E-6,0.002961027,0.00184992,0.004493061,0.001073262,4.588518E-7,7.923981E-7,1.842854E-9,9.161221E-8,0.001637729,-8.42733E-16,-1.208947E-55,-3.025137E-7,7.722186,7.571757E-5,438226.3,438228.1
14.0,0.01326035,6.283185,3.141593,6.283185,992.7855,0.236568,4713584.0,1240.776,1.655832E8,1240.776,1.000002,0.7641178,6.677648E-7,0.0786875,1.746675E-6,0.002834546,1.039326E-6,0.1094315,2.97465E-7,0.03075381,7.272387E-6,8.529499E-10,4.552683E-4,1.397518E-6,5.068339E-4,1.89196E-4,5.01202E-7,3.167471E-10,5.62985E-6,0.002966215,0.001849098,0.004504042,0.001074077,4.744374E-7,8.029042E-7,2.22525E-9,9.995704E-8,0.001635229,-8.19447E-16,-1.061701E-55,-3.233721E-7,7.722505,7.584859E-5,438245.4,438247.2
14.2,0.01346198,6.283185,3.141593,6.283185,991.0704,0.236568,4701883.0,1238.684,1.65215E8,1238.684,1.000002,0.7641163,6.457441E-7,0.07871138,1.689451E-6,0.002856158,1.028717E-6,0.1093953,2.882865E-7,0.03073919,7.320399E-6,8.248423E-10,4.535319E-4,1.377077E-6,5.038999E-4,1.878089E-4,5.130718E-7,3.123783E-10,5.713927E-6,0.002971367,0.001848302,0.00451474,0.001074884,4.993402E-7,8.125976E-7,3.383929E-9,1.182168E-7,0.001632821,-7.97607E-16,-9.384347E-56,-3.904861E-7,7.722825,7.597985E-5,438265.1,438266.9
14.4,0.01366399,6.283185,3.141593,6.283185,989.3584,0.2365682,4683664.0,1236.596,1.648476E8,1236.596,1.000002,0.7641149,6.238863E-7,0.0787344,1.633143E-6,0.002877633,1.017506E-6,0.1093604,2.791376E-7,0.03072401,7.368155E-6,8.143364E-10,4.518539E-4,1.354049E-6,5.010785E-4,1.864702E-4,5.250239E-7,3.158237E-10,5.781917E-6,0.002976466,0.001847537,0.004525131,0.001075683,5.06717E-7,8.171211E-7,3.31041E-9,1.154173E-7,0.001630517,-7.77226E-16,-8.358249E-56,-3.962381E-7,7.723149,7.611133E-5,438284.1,438285.8
14.6,0.01386639,6.283185,3.141593,6.283185,987.6492,0.2365685,4665583.0,1234.512,1.644807E8,1234.512,1.000002,0.7641137,6.02993E-7,0.07875662,1.579151E-6,0.002898973,1.006704E-6,0.1093269,2.703813E-7,0.03070833,7.415932E-6,7.981832E-10,4.5028E-4,1.332221E-6,4.983628E-4,1.851763E-4,5.371321E-7,3.161288E-10,5.851586E-6,0.002981519,0.001846798,0.00453523,0.001076473,5.158097E-7,8.221466E-7,3.289097E-9,1.139616E-7,0.001628309,-7.58167E-16,-7.494945E-56,-4.028409E-7,7.723473,7.624304E-5,438303.1,438304.9
14.8,0.01406914,6.283185,3.141593,6.283185,985.9426,0.2365688,4643644.0,1232.431,1.641145E8,1232.431,1.000002,0.7641125,5.827105E-7,0.07877811,1.526722E-6,0.002920182,9.959315E-7,0.1092946,2.618631E-7,0.03069224,7.463666E-6,7.817026E-10,4.487896E-4,1.310777E-6,4.957398E-4,1.839219E-4,5.493721E-7,3.161202E-10,5.920649E-6,0.002986526,0.001846083,0.004545069,0.001077255,5.239685E-7,8.276544E-7,3.133785E-9,1.11211E-7,0.001626185,-7.401862E-16,-6.74892E-56,-4.00486E-7,7.723799,7.637501E-5,438322.2,438324.0
15.0,0.01427218,6.283185,3.141593,6.283185,984.2382,0.2365688,4619538.0,1230.353,1.637487E8,1230.353,1.000003,0.7641114,5.629981E-7,0.07879902,1.475783E-6,0.002941272,9.850803E-7,0.1092632,2.535638E-7,0.03067584,7.51131E-6,7.656709E-10,4.473663E-4,1.289339E-6,4.931931E-4,1.826999E-4,5.617154E-7,3.162071E-10,5.989195E-6,0.002991492,0.001845388,0.004554691,0.001078029,5.315479E-7,8.335922E-7,2.839955E-9,1.076498E-7,0.001624131,-7.231584E-16,-6.098545E-56,-3.903076E-7,7.724126,7.650727E-5,438341.2,438343.0
15.2,0.01447556,6.283185,3.141593,6.283185,982.5362,0.2365688,4593092.0,1228.277,1.633833E8,1228.277,1.000003,0.7641103,5.439173E-7,0.0788193,1.426558E-6,0.002962227,9.743362E-7,0.1092328,2.455134E-7,0.03065911,7.558861E-6,7.523252E-10,4.460185E-4,1.268282E-6,4.907283E-4,1.815125E-4,5.741778E-7,3.175857E-10,6.058741E-6,0.002996411,0.001844713,0.004564078,0.001078795,5.401145E-7,8.399947E-7,2.531946E-9,1.048838E-7,0.001622152,-7.070729E-16,-5.534639E-56,-3.78321E-7,7.724453,7.663981E-5,438360.3,438362.0
15.4,0.01467929,6.283185,3.141593,6.283185,980.8365,0.2365688,4564750.0,1226.205,1.630185E8,1226.205,1.000003,0.7641092,5.255387E-7,0.07883893,1.379203E-6,0.002983035,9.6387E-7,0.1092035,2.377454E-7,0.03064208,7.606348E-6,7.412493E-10,4.447539E-4,1.248182E-6,4.883468E-4,1.803607E-4,5.867826E-7,3.2005E-10,6.131505E-6,0.003001279,0.00184406,0.004573223,0.001079551,5.516574E-7,8.468465E-7,2.411643E-9,1.04986E-7,0.001620248,-6.919113E-16,-5.045795E-56,-3.740242E-7,7.72478,7.677261E-5,438379.4,438381.2
15.6,0.01488338,6.283185,3.141593,6.283185,979.1393,0.2365688,4534636.0,1224.135,1.626542E8,1224.135,1.000003,0.7641081,5.078141E-7,0.07885794,1.333572E-6,0.003003697,9.536265E-7,0.1091753,2.302405E-7,0.03062477,7.653791E-6,7.312984E-10,4.435719E-4,1.229017E-6,4.860452E-4,1.79243E-4,5.995411E-7,3.229978E-10,6.208268E-6,0.003006096,0.001843427,0.004582133,0.001080297,5.666212E-7,8.540821E-7,2.54058E-9,1.085882E-7,0.001618417,-6.776132E-16,-4.621199E-56,-3.814997E-7,7.725107,7.690569E-5,438398.6,438400.4
15.8,0.01508781,6.283185,3.141593,6.283185,977.4445,0.2365688,4503164.0,1222.068,1.622904E8,1222.068,1.000003,0.7641071,4.907149E-7,0.07887636,1.289557E-6,0.00302421,9.435674E-7,0.109148,2.229866E-7,0.03060721,7.70119E-6,7.21636E-10,4.4247E-4,1.210663E-6,4.838203E-4,1.781584E-4,6.124579E-7,3.259961E-10,6.288969E-6,0.003010862,0.001842814,0.004590814,0.001081034,5.846526E-7,8.616339E-7,2.900745E-9,1.155287E-7,0.001616656,-6.64123E-16,-4.252004E-56,-4.013994E-7,7.725433,7.703904E-5,438417.9,438419.7
16.0,0.01529262,6.283185,3.141593,6.283185,975.7522,0.2365689,4472052.0,1220.003,1.619271E8,1220.003,1.000003,0.764106,4.742254E-7,0.07889417,1.246753E-6,0.003044563,9.335085E-7,0.1091217,2.159769E-7,0.03058942,7.748446E-6,7.012637E-10,4.41434E-4,1.192819E-6,4.816723E-4,1.771071E-4,6.25519E-7,3.232691E-10,6.368985E-6,0.003015573,0.00184222,0.004599264,0.001081761,6.003555E-7,8.694612E-7,3.107334E-9,1.20438E-7,0.001614966,-6.514093E-16,-3.929834E-56,-4.144897E-7,7.725759,7.717265E-5,438437.2,438439.0
16.2,0.01549782,6.283185,3.141593,6.283185,974.0624,0.2365691,4437579.0,1217.942,1.615643E8,1217.942,1.000003,0.7641051,4.581404E-7,0.07891138,1.205333E-6,0.003064742,9.234466E-7,0.1090964,2.091221E-7,0.03057143,7.795466E-6,6.915913E-10,4.404561E-4,1.174572E-6,4.796013E-4,1.760889E-4,6.387061E-7,3.259927E-10,6.44673E-6,0.003020224,0.001841647,0.004607479,0.001082478,6.127823E-7,8.776375E-7,3.024692E-9,1.21873E-7,0.001613347,-6.394294E-16,-3.647136E-56,-4.127726E-7,7.726085,7.730653E-5,438456.2,438458.0
16.4,0.01570334,6.283185,3.141593,6.283185,972.3747,0.2365691,4401321.0,1215.883,1.612019E8,1215.883,1.000003,0.7641041,4.426004E-7,0.0789281,1.165252E-6,0.003084771,9.135182E-7,0.1090718,2.024871E-7,0.0305533,7.842341E-6,6.802409E-10,4.395359E-4,1.156825E-6,4.775917E-4,1.750971E-4,6.520144E-7,3.2775E-10,6.526658E-6,0.003024824,0.001841089,0.004615505,0.001083186,6.270275E-7,8.860977E-7,3.061891E-9,1.249226E-7,0.001611784,-6.280375E-16,-3.393976E-56,-4.162796E-7,7.726409,7.744071E-5,438475.3,438477.1
16.6,0.0159092,6.283185,3.141593,6.283185,970.6891,0.2365691,4364569.0,1213.826,1.608399E8,1213.826,1.000004,0.7641032,4.275739E-7,0.07894432,1.126406E-6,0.003104637,9.036239E-7,0.109048,1.960574E-7,0.03053503,7.889003E-6,6.6635E-10,4.386681E-4,1.139409E-6,4.75646E-4,1.741327E-4,6.654391E-7,3.280644E-10,6.606674E-6,0.003029369,0.001840547,0.004623332,0.001083886,6.406787E-7,8.948547E-7,3.041403E-9,1.271721E-7,0.00161028,-6.172356E-16,-3.168491E-56,-4.159298E-7,7.726733,7.757518E-5,438494.3,438496.1
