Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_IC4H10_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_IC4H7_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H8-2_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_B1M2_PFRC2 (),Mass_fraction_B1M3_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_IC8H16_PFRC2 (),Mass_fraction_DIMEPTD_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Mass_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),UHC_Sens_GasRxn#32_PFRC2 (),UHC_Sens_GasRxn#154_PFRC2 (),UHC_Sens_GasRxn#381_PFRC2 (),UHC_Sens_GasRxn#620_PFRC2 (),UHC_Sens_GasRxn#1148_PFRC2 (),UHC_Sens_GasRxn#2803_PFRC2 (),UHC_Sens_GasRxn#8284_PFRC2 (),UHC_Sens_GasRxn#8287_PFRC2 (),UHC_Sens_GasRxn#11455_PFRC2 (),UHC_Sens_GasRxn#11845_PFRC2 (),Volatile_organic_compounds_PFRC2 (ppm),VOC_Sens_GasRxn#32_PFRC2 (),VOC_Sens_GasRxn#154_PFRC2 (),VOC_Sens_GasRxn#381_PFRC2 (),VOC_Sens_GasRxn#620_PFRC2 (),VOC_Sens_GasRxn#1148_PFRC2 (),VOC_Sens_GasRxn#2803_PFRC2 (),VOC_Sens_GasRxn#8284_PFRC2 (),VOC_Sens_GasRxn#8287_PFRC2 (),VOC_Sens_GasRxn#11455_PFRC2 (),VOC_Sens_GasRxn#11845_PFRC2 ()
0.1380543,1.81E-04,6.283185,3.141593,6.283185,760.9577,0.2353964,-4.73E+08,1129.648,1.46E+08,1129.648,1,0.2037548,0.01312147,2.10E-04,0.002791373,0.01012146,7.89E-05,8.41E-04,0.03217199,1.81E-04,0.002049002,6.05E-04,0.04768129,0.004555896,0.00486677,3.18E-04,0.005121958,3.96E-05,0.001100768,4.69E-05,0.002525768,3.30E-04,4.08E-04,0.003697308,0.006079743,0.1984564,0.009171971,0.07728177,7.19E-04,0.114884,0.2549313,9.12747,9.85E-05,518789.3,-0.003357399,0.001336526,1.04E-04,7.31E-04,-2.82E-04,2.93E-04,-0.001369825,-1.67E-04,-0.0068814,-0.001557466,518793,-0.003357379,0.001336578,1.04E-04,7.31E-04,-2.82E-04,2.93E-04,-0.001369939,-1.67E-04,-0.006881589,-0.001557489
0.1530804,2.01E-04,6.283185,3.141593,6.283185,760.8461,0.2353964,-4.36E+08,1128,1.46E+08,1128,1,0.2037113,0.01408051,2.00E-04,0.002962735,0.01083919,8.94E-05,8.90E-04,0.03421252,2.05E-04,0.002172898,6.46E-04,0.05093816,0.004675477,0.005156402,3.43E-04,0.005458799,4.64E-05,0.00118854,5.37E-05,0.002667157,3.67E-04,4.32E-04,0.003921908,0.006387509,0.1957443,0.009687145,0.07714585,7.82E-04,0.1122467,0.2508444,9.115495,9.85E-05,518109,-0.003426497,0.001367977,1.14E-04,7.82E-04,-3.17E-04,3.26E-04,-0.001407011,-2.06E-04,-0.007098384,-0.001608813,518112.6,-0.003426487,0.001368035,1.14E-04,7.82E-04,-3.17E-04,3.26E-04,-0.001407144,-2.06E-04,-0.007098586,-0.001608827
0.1799588,2.36E-04,6.283185,3.141593,6.283185,760.6571,0.2353964,-3.83E+08,1125.322,1.45E+08,1125.322,1,0.2036367,0.01566733,1.85E-04,0.003238341,0.01202373,1.08E-04,9.70E-04,0.03752364,2.48E-04,0.002371373,7.14E-04,0.05627593,0.004833675,0.005618933,3.86E-04,0.006005164,5.87E-05,0.001335984,6.59E-05,0.002890691,4.29E-04,4.71E-04,0.004282761,0.006865526,0.1912986,0.01050225,0.07692324,8.86E-04,0.1080153,0.244196,9.096109,9.85E-05,517007.9,-0.003518804,0.001409057,1.37E-04,8.60E-04,-3.77E-04,3.83E-04,-0.001463963,-2.71E-04,-0.007414885,-0.001683205,517011.6,-0.003518815,0.001409124,1.37E-04,8.60E-04,-3.77E-04,3.83E-04,-0.001464102,-2.71E-04,-0.007415107,-0.001683202
0.1834589,2.41E-04,6.283185,3.141593,6.283185,760.6332,0.2353964,-3.84E+08,1124.994,1.45E+08,1124.994,1,0.2036273,0.0158632,1.83E-04,0.00327171,0.01217024,1.10E-04,9.79E-04,0.03792731,2.53E-04,0.002395314,7.22E-04,0.05693011,0.004849899,0.005675098,3.92E-04,0.006071662,6.03E-05,0.00135437,6.75E-05,0.002917405,4.37E-04,4.76E-04,0.004326361,0.006921891,0.1907536,0.01059963,0.07689596,8.98E-04,0.1075044,0.2433854,9.09375,9.85E-05,516875.3,-0.00352855,0.001413182,1.39E-04,8.69E-04,-3.84E-04,3.90E-04,-0.001470735,-2.79E-04,-0.00745069,-0.001688782,516879.6,-0.003528572,0.001413255,1.39E-04,8.69E-04,-3.84E-04,3.90E-04,-0.00147087,-2.78E-04,-0.007450938,-0.001688783
0.1834993,2.41E-04,6.283185,3.141593,6.283185,760.6329,0.2353964,-3.82E+08,1124.991,1.45E+08,1124.991,1,0.2036272,0.01586545,1.83E-04,0.003272092,0.01217193,1.10E-04,9.79E-04,0.03793196,2.54E-04,0.002395588,7.22E-04,0.05693761,0.004850077,0.005675753,3.92E-04,0.006072422,6.03E-05,0.001354581,6.75E-05,0.00291771,4.37E-04,4.76E-04,0.004326856,0.006922532,0.1907473,0.01060074,0.07689565,8.99E-04,0.1074986,0.2433761,9.093723,9.85E-05,516873.9,-0.003528665,0.001413231,1.39E-04,8.69E-04,-3.85E-04,3.90E-04,-0.001470817,-2.79E-04,-0.007451112,-0.001688848,516878.1,-0.003528687,0.001413304,1.39E-04,8.69E-04,-3.85E-04,3.90E-04,-0.001470951,-2.79E-04,-0.007451361,-0.001688849
0.1837276,2.41E-04,6.283185,3.141593,6.283185,760.6312,0.2353964,-3.75E+08,1124.969,1.45E+08,1124.969,1,0.2036266,0.01587814,1.83E-04,0.003274251,0.01218137,1.11E-04,9.80E-04,0.03795803,2.54E-04,0.002397131,7.23E-04,0.05697984,0.004851089,0.005679353,3.93E-04,0.00607671,6.04E-05,0.00135577,6.76E-05,0.00291943,4.37E-04,4.76E-04,0.00432965,0.00692614,0.1907121,0.01060697,0.0768939,8.99E-04,0.1074657,0.2433239,9.093571,9.85E-05,516865.3,-0.003529296,0.001413498,1.39E-04,8.70E-04,-3.85E-04,3.91E-04,-0.001471266,-2.79E-04,-0.00745344,-0.0016892,516869.5,-0.003529318,0.001413571,1.39E-04,8.70E-04,-3.85E-04,3.91E-04,-0.001471398,-2.79E-04,-0.007453689,-0.0016892
0.183826,2.41E-04,6.283185,3.141593,6.283185,760.6305,0.2353964,-3.76E+08,1124.96,1.45E+08,1124.96,1,0.2036263,0.01588361,1.83E-04,0.00327518,0.01218544,1.11E-04,9.80E-04,0.03796926,2.54E-04,0.002397797,7.23E-04,0.05699808,0.004851525,0.005680904,3.93E-04,0.006078562,6.04E-05,0.001356283,6.76E-05,0.002920172,4.38E-04,4.76E-04,0.004330862,0.006927702,0.1906969,0.01060967,0.07689314,9.00E-04,0.1074515,0.2433013,9.093506,9.85E-05,516861.5,-0.003529562,0.00141361,1.39E-04,8.70E-04,-3.85E-04,3.91E-04,-0.001471457,-2.79E-04,-0.007454429,-0.001689351,516865.8,-0.003529585,0.001413683,1.39E-04,8.70E-04,-3.85E-04,3.91E-04,-0.001471588,-2.79E-04,-0.007454678,-0.001689351
0.1866229,2.45E-04,6.283185,3.141593,6.283185,760.6117,0.2353964,-3.71E+08,1124.703,1.45E+08,1124.703,1,0.2036189,0.01603819,1.81E-04,0.003301396,0.01230067,1.13E-04,9.88E-04,0.03828665,2.58E-04,0.002416604,7.30E-04,0.0575138,0.004863661,0.005724625,3.97E-04,0.006130902,6.17E-05,0.001370841,6.89E-05,0.002941108,4.44E-04,4.80E-04,0.004365153,0.006971771,0.1902671,0.01068607,0.07687161,9.10E-04,0.1070499,0.2426628,9.091651,9.85E-05,516756.2,-0.003536921,0.00141671,1.41E-04,8.77E-04,-3.91E-04,3.96E-04,-0.001476767,-2.86E-04,-0.007481989,-0.001693535,516760.6,-0.003536945,0.001416784,1.41E-04,8.77E-04,-3.91E-04,3.96E-04,-0.001476884,-2.86E-04,-0.007482244,-0.001693536
0.2,2.63E-04,6.283185,3.141593,6.283185,760.5234,0.2353964,-3.50E+08,1123.511,1.45E+08,1123.511,1,0.2035836,0.01675906,1.75E-04,0.003422592,0.0128373,1.22E-04,0.001022633,0.03975637,2.79E-04,0.002503313,7.60E-04,0.05991013,0.00491563,0.005925818,4.16E-04,0.006373416,6.79E-05,0.001439048,7.49E-05,0.003037254,4.72E-04,4.97E-04,0.004523507,0.00717284,0.1882693,0.01103695,0.07677148,9.56E-04,0.105196,0.2397031,9.083069,9.85E-05,516268.3,-0.00356875,0.001429861,1.50E-04,9.10E-04,-4.19E-04,4.22E-04,-0.001500601,-3.15E-04,-0.007604668,-0.001722413,516272.7,-0.003568769,0.001429941,1.50E-04,9.10E-04,-4.19E-04,4.22E-04,-0.001500748,-3.15E-04,-0.007604935,-0.001722408
0.2514646,3.30E-04,6.283185,3.141593,6.283185,760.198,0.2353964,-2.86E+08,1119.422,1.44E+08,1119.422,1,0.2034556,0.01927729,1.55E-04,0.003832289,0.01470693,1.56E-04,0.001139649,0.04476587,3.57E-04,0.002793523,8.66E-04,0.06816987,0.005035486,0.006597544,4.84E-04,0.007200884,9.13E-05,0.00168162,9.80E-05,0.003354152,5.72E-04,5.51E-04,0.0050566,0.007819085,0.1813704,0.01219324,0.07642536,0.001115967,0.09896212,0.2295836,9.053889,9.86E-05,514609.9,-0.003649733,0.001461773,2.92E-04,0.001013527,-5.18E-04,5.12E-04,-0.001578497,-4.15E-04,-0.007966201,-0.001795531,514614.3,-0.003649778,0.001461867,2.92E-04,0.001013674,-5.18E-04,5.12E-04,-0.001578683,-4.15E-04,-0.00796649,-0.001795492
0.2562294,3.37E-04,6.283185,3.141593,6.283185,760.1687,0.2353964,-2.83E+08,1119.077,1.44E+08,1119.077,1,0.2034443,0.01949273,1.53E-04,0.003866413,0.01486681,1.59E-04,0.001149374,0.04518596,3.63E-04,0.002817453,8.75E-04,0.06886825,0.005041541,0.006653035,4.90E-04,0.007270288,9.34E-05,0.001702683,1.00E-04,0.003379944,5.81E-04,5.56E-04,0.005100788,0.007870481,0.1807859,0.01228727,0.076396,0.001129439,0.09844573,0.2287336,9.051446,9.86E-05,514471.8,-0.003654803,0.00146357,2.96E-04,0.001021748,-5.26E-04,5.20E-04,-0.001584899,-4.23E-04,-0.007992775,-0.0018005,514476.4,-0.003654853,0.001463667,2.96E-04,0.001021892,-5.26E-04,5.20E-04,-0.001585084,-4.23E-04,-0.007993076,-0.001800459
0.2565802,3.37E-04,6.283185,3.141593,6.283185,760.1666,0.2353964,-2.83E+08,1119.052,1.44E+08,1119.052,1,0.2034435,0.01950849,1.53E-04,0.003868903,0.0148786,1.59E-04,0.001150083,0.04521671,3.64E-04,0.002819197,8.75E-04,0.06891924,0.00504195,0.006657176,4.91E-04,0.007275351,9.36E-05,0.001704225,1.00E-04,0.003381821,5.82E-04,5.56E-04,0.005104005,0.00787421,0.1807432,0.0122941,0.07639386,0.001130423,0.09840812,0.2286716,9.051268,9.86E-05,514461.9,-0.003655171,0.001463696,2.96E-04,0.001022352,-5.27E-04,5.20E-04,-0.001585377,-4.24E-04,-0.007994721,-0.001800861,514466.7,-0.003655223,0.001463794,2.96E-04,0.001022497,-5.27E-04,5.21E-04,-0.001585561,-4.23E-04,-0.007995028,-0.001800822
0.2569377,3.38E-04,6.283185,3.141593,6.283185,760.1643,0.2353964,-2.80E+08,1119.026,1.44E+08,1119.026,1,0.2034426,0.01952453,1.53E-04,0.003871437,0.01489046,1.59E-04,0.001150805,0.04524788,3.64E-04,0.002820971,8.76E-04,0.06897114,0.005042358,0.006661273,4.91E-04,0.007280504,9.37E-05,0.001705794,1.00E-04,0.00338373,5.82E-04,5.56E-04,0.005107277,0.007878002,0.1806997,0.01230105,0.07639168,0.001131425,0.09836985,0.2286085,9.051087,9.86E-05,514451.6,-0.003655539,0.00146382,2.96E-04,0.001022964,-5.27E-04,5.21E-04,-0.001585859,-4.24E-04,-0.007996682,-0.001801223,514456.4,-0.003655592,0.001463919,2.96E-04,0.001023108,-5.27E-04,5.21E-04,-0.001586042,-4.24E-04,-0.00799699,-0.001801184
0.2953629,3.88E-04,6.283185,3.141593,6.283185,759.9341,0.2353964,-2.46E+08,1116.422,1.44E+08,1116.422,1,0.2033548,0.02116767,1.41E-04,0.004127045,0.01610679,1.84E-04,0.001223596,0.04840457,4.19E-04,0.002998773,9.44E-04,0.07425348,0.005069104,0.007071603,5.36E-04,0.00780296,1.11E-04,0.001868162,1.17E-04,0.003573734,6.47E-04,5.89E-04,0.005437293,0.008250493,0.1762697,0.01299372,0.07616878,0.001233109,0.09451552,0.2222056,9.032755,9.86E-05,513409.6,-0.00368572,0.001472612,3.26E-04,0.001082161,-5.92E-04,5.79E-04,-0.001633123,-4.86E-04,-0.008177349,-0.001832897,513414.3,-0.003685782,0.001472719,3.26E-04,0.001082336,-5.92E-04,5.79E-04,-0.001633331,-4.86E-04,-0.008177669,-0.001832837
0.4,5.26E-04,6.283185,3.141593,6.283185,759.3305,0.2353964,-1.83E+08,1110.492,1.43E+08,1110.492,1,0.2031395,0.02498997,1.18E-04,0.004693588,0.01892882,2.46E-04,0.001384978,0.05545591,5.55E-04,0.003381589,0.001099063,0.08623449,0.005022018,0.007954915,6.39E-04,0.00897461,1.55E-04,0.002256739,1.61E-04,0.003973587,7.91E-04,6.57E-04,0.006159006,0.008994922,0.1661534,0.01444659,0.07565791,0.001462579,0.08608751,0.2078375,8.99192,9.87E-05,511088.6,-0.003712083,0.001469835,4.03E-04,0.001201008,-7.37E-04,7.06E-04,-0.001622678,-6.20E-04,-0.00847598,-0.00188248,511093.1,-0.003712189,0.001469956,4.03E-04,0.001201213,-7.37E-04,7.06E-04,-0.0016229,-6.20E-04,-0.008476309,-0.001882362
0.6,7.89E-04,6.283185,3.141593,6.283185,758.2106,0.2353964,-1.19E+08,1102,1.41E+08,1102,1,0.202799,0.0305838,9.07E-05,0.005463219,0.02304773,3.51E-04,0.001606241,0.06508451,7.75E-04,0.003866802,0.001319285,0.1029605,0.004754988,0.009082309,7.89E-04,0.01059006,2.30E-04,0.002852228,2.38E-04,0.004463249,9.82E-04,7.40E-04,0.007107095,0.009812283,0.1518051,0.01620415,0.07492829,0.001780374,0.07497801,0.1880745,8.93634,9.88E-05,507929.5,-0.003681184,0.001427327,5.07E-04,0.001339201,-9.27E-04,8.68E-04,-0.002055633,-7.83E-04,-0.008679772,-0.001866481,507933.7,-0.003681342,0.001427462,5.07E-04,0.001339446,-9.27E-04,8.69E-04,-0.002055869,-7.83E-04,-0.0086801,-0.001866288
0.7212923,9.49E-04,6.283185,3.141593,6.283185,757.5336,0.2353964,-9.66E+07,1097.916,1.40E+08,1097.916,1,0.2026248,0.03328108,7.99E-05,0.00581353,0.02503155,4.07E-04,0.001708644,0.06945097,8.88E-04,0.004069941,0.001422553,0.1106705,0.004570236,0.009561269,8.60E-04,0.01133105,2.70E-04,0.003150416,2.80E-04,0.004663063,0.001062067,7.73E-04,0.00752104,0.01010496,0.1450749,0.01690701,0.07458391,0.001925829,0.07009027,0.1790574,8.911175,9.89E-05,506499.3,-0.00364961,0.001397761,5.52E-04,0.001394478,-0.001006007,9.34E-04,-0.001936934,-8.47E-04,-0.008705139,-0.001844781,506503.6,-0.003649794,0.001397905,5.52E-04,0.001394758,-0.001006122,9.34E-04,-0.001937194,-8.47E-04,-0.008705545,-0.001844586
0.7815129,0.00102901,6.283185,3.141593,6.283185,757.1963,0.2353964,-8.79E+07,1096.087,1.40E+08,1096.087,1,0.2025452,0.0344815,7.54E-05,0.005965729,0.02591429,4.33E-04,0.001753624,0.07133881,9.39E-04,0.004154051,0.00146791,0.1140263,0.004479678,0.009761637,8.91E-04,0.01165346,2.89E-04,0.00328539,2.99E-04,0.004745003,0.001095279,7.86E-04,0.007696566,0.01021599,0.1421184,0.01719123,0.07443219,0.001988901,0.06800596,0.1751482,8.900297,9.90E-05,505881.1,-0.003633489,0.001383342,5.76E-04,0.001417086,-0.001038138,9.61E-04,-0.00196309,-8.72E-04,-0.008704433,-0.00183228,505885.5,-0.003633686,0.001383492,5.76E-04,0.001417384,-0.001038263,9.61E-04,-0.001963363,-8.72E-04,-0.008704872,-0.001832081
0.8,0.001053427,6.283185,3.141593,6.283185,757.0926,0.2353964,-8.56E+07,1095.548,1.40E+08,1095.548,1,0.2025216,0.03483426,7.42E-05,0.006010055,0.02617367,4.41E-04,0.001766787,0.07188721,9.55E-04,0.004178043,0.001481169,0.1150036,0.004452231,0.009819066,9.01E-04,0.01174737,2.94E-04,0.003325313,3.05E-04,0.004768298,0.001104729,7.90E-04,0.007747145,0.01024647,0.1412541,0.0172715,0.07438779,0.002007239,0.06740373,0.1740114,8.897138,9.90E-05,505701.5,-0.00362857,0.001378991,5.83E-04,0.001423511,-0.001047222,9.68E-04,-0.001970643,-8.79E-04,-0.008702976,-0.001828306,505706,-0.003628772,0.001379142,5.83E-04,0.001423817,-0.001047351,9.68E-04,-0.001970923,-8.79E-04,-0.008703434,-0.00182811
0.8357771,0.001100689,6.283185,3.141593,6.283185,756.8915,0.2353964,-8.12E+07,1094.532,1.40E+08,1094.532,1,0.202477,0.0354974,7.18E-05,0.006092908,0.02666132,4.56E-04,0.001791475,0.07291043,9.84E-04,0.004222257,0.00150601,0.1168299,0.004399671,0.009925256,9.18E-04,0.0119229,3.05E-04,0.003400688,3.17E-04,0.004811142,0.001122104,7.97E-04,0.007841008,0.0103012,0.1396348,0.01741845,0.07430454,0.00204147,0.06628402,0.1718889,8.891243,9.90E-05,505366.5,-0.003619122,0.001370681,5.92E-04,0.001435326,-0.001063854,9.82E-04,-0.001984646,-8.92E-04,-0.008698762,-0.001820493,505371,-0.003619331,0.001370835,5.92E-04,0.001435641,-0.001063989,9.82E-04,-0.001984932,-8.92E-04,-0.008699235,-0.001820293
0.8705097,0.001146583,6.283185,3.141593,6.283185,756.6959,0.2353964,-7.75E+07,1093.576,1.40E+08,1093.576,1,0.2024348,0.036118,6.97E-05,0.006169907,0.02711777,4.70E-04,0.001814521,0.07385898,0.001010796,0.004262583,0.001529156,0.118526,0.004349349,0.01002264,9.34E-04,0.01208599,3.15E-04,0.003471603,3.28E-04,0.00485013,0.001137906,8.03E-04,0.007927404,0.0103494,0.138126,0.01755133,0.0742269,0.002073216,0.06525074,0.1699199,8.885778,9.90E-05,505056.2,-0.00361069,0.001362772,5.99E-04,0.001446094,-0.001078884,9.94E-04,-0.001997533,-9.04E-04,-0.008693187,-0.001812806,505060.9,-0.003610906,0.00136293,5.99E-04,0.001446421,-0.001079027,9.94E-04,-0.001997829,-9.04E-04,-0.008693697,-0.00181261
0.8799065,0.001159002,6.283185,3.141593,6.283185,756.6427,0.2353964,-7.67E+07,1093.322,1.40E+08,1093.322,1.000001,0.2024237,0.03628216,6.91E-05,0.006190195,0.02723889,4.73E-04,0.00182061,0.07410889,0.001018031,0.004273083,0.001535264,0.1189725,0.004335704,0.01004842,9.39E-04,0.01212893,3.18E-04,0.003490417,3.31E-04,0.004860267,0.001142014,8.04E-04,0.007949994,0.01036167,0.137728,0.01758568,0.07420643,0.002081567,0.06497994,0.1694021,8.884339,9.90E-05,504975.5,-0.003608208,0.001360672,6.01E-04,0.001448954,-0.001082761,9.97E-04,-0.002000968,-9.07E-04,-0.008691607,-0.001810756,504980.6,-0.003608428,0.001360833,6.01E-04,0.001449281,-0.001082915,9.97E-04,-0.002001264,-9.06E-04,-0.008692148,-0.001810566
0.8804077,0.001159664,6.283185,3.141593,6.283185,756.6399,0.2353964,-7.70E+07,1093.309,1.40E+08,1093.309,1.000001,0.2024231,0.03629087,6.91E-05,0.00619127,0.02724536,4.74E-04,0.001820933,0.07412216,0.001018416,0.004273639,0.001535587,0.1189961,0.004334963,0.01004983,9.39E-04,0.0121312,3.18E-04,0.003491416,3.31E-04,0.004860802,0.001142231,8.05E-04,0.00795119,0.01036231,0.1377069,0.01758749,0.07420535,0.002082009,0.0649656,0.1693746,8.884263,9.90E-05,504971.3,-0.003608031,0.001360562,6.01E-04,0.001449112,-0.001082962,9.97E-04,-0.002001156,-9.07E-04,-0.008691526,-0.001810648,504976.4,-0.003608252,0.001360723,6.01E-04,0.001449438,-0.001083118,9.97E-04,-0.002001451,-9.07E-04,-0.008692072,-0.00181046
0.8810384,0.001160498,6.283185,3.141593,6.283185,756.6363,0.2353964,-7.65E+07,1093.292,1.40E+08,1093.292,1.000001,0.2024223,0.03630182,6.91E-05,0.006192622,0.02725344,4.74E-04,0.001821338,0.07413882,0.0010189,0.004274337,0.001535994,0.1190259,0.004334022,0.01005155,9.39E-04,0.01213406,3.18E-04,0.003492673,3.31E-04,0.004861475,0.001142504,8.05E-04,0.007952692,0.01036312,0.1376803,0.01758977,0.07420398,0.002082566,0.06494758,0.1693401,8.884167,9.90E-05,504965.9,-0.003607808,0.001360421,6.01E-04,0.00144931,-0.001083214,9.97E-04,-0.002001393,-9.07E-04,-0.008691422,-0.001810512,504971.1,-0.003608029,0.001360583,6.01E-04,0.001449633,-0.001083372,9.97E-04,-0.002001686,-9.07E-04,-0.008691969,-0.001810324
0.9199971,0.001211995,6.283185,3.141593,6.283185,756.4169,0.2353964,-7.23E+07,1092.264,1.39E+08,1092.264,1.000001,0.2023768,0.03696577,6.69E-05,0.006274295,0.0277418,4.89E-04,0.001845935,0.07514131,0.001048331,0.004316052,0.001560622,0.1208225,0.004278543,0.01015275,9.56E-04,0.01230692,3.29E-04,0.003569092,3.43E-04,0.004901697,0.001158754,8.11E-04,0.008043196,0.01041066,0.1360748,0.01772568,0.07412121,0.002116121,0.06386146,0.167257,8.878391,9.91E-05,504637.5,-0.003597496,0.001351791,6.08E-04,0.001460364,-0.001098573,0.00100956,-0.002014757,-9.18E-04,-0.008683141,-0.001801807,504642.7,-0.003597708,0.001351954,6.08E-04,0.00146072,-0.001098713,0.001009684,-0.002015078,-9.18E-04,-0.008683691,-0.001801617
0.9655937,0.001272285,6.283185,3.141593,6.283185,756.1588,0.2353964,-6.81E+07,1091.102,1.39E+08,1091.102,1.000001,0.2023252,0.03771165,6.45E-05,0.006365381,0.02829032,5.06E-04,0.001873511,0.07625538,0.001081519,0.004361533,0.00158816,0.1228238,0.00421549,0.0102638,9.76E-04,0.01249965,3.41E-04,0.003655403,3.56E-04,0.004945474,0.001176405,8.18E-04,0.008142958,0.01046027,0.1342799,0.01787236,0.07402864,0.002153435,0.06266014,0.1649393,8.871971,9.91E-05,504272.6,-0.003586163,0.001341962,6.16E-04,0.001472387,-0.001115135,0.001022797,-0.002029484,-9.30E-04,-0.008671954,-0.001791541,504277.9,-0.003586382,0.001342128,6.16E-04,0.001472763,-0.001115279,0.001022925,-0.00202982,-9.30E-04,-0.008672532,-0.00179135
1,0.001317792,6.283185,3.141593,6.283185,755.9636,0.2353964,-6.53E+07,1090.253,1.39E+08,1090.253,1.000001,0.2022875,0.03825353,6.28E-05,0.006431132,0.02868884,5.19E-04,0.001893521,0.07705686,0.001105761,0.00439366,0.001608081,0.1242663,0.004168906,0.01034268,9.90E-04,0.01263867,3.50E-04,0.003718439,3.66E-04,0.004976348,0.001188813,8.23E-04,0.00821418,0.01049382,0.1329816,0.01797495,0.07396163,0.002180282,0.06179968,0.1632705,8.867353,9.91E-05,504010.1,-0.003577812,0.001334739,6.30E-04,0.001480871,-0.001126687,0.001031963,-0.002039965,-9.39E-04,-0.008662558,-0.001783799,504015.4,-0.003578037,0.001334906,6.30E-04,0.001481256,-0.001126836,0.001032096,-0.002040308,-9.39E-04,-0.008663145,-0.001783603
1.2,0.001582555,6.283185,3.141593,6.283185,754.8214,0.2353964,-5.17E+07,1085.698,1.38E+08,1085.698,1.000001,0.202085,0.04110218,5.44E-05,0.006771585,0.03078434,5.87E-04,0.001998662,0.08116466,0.001234814,0.004550233,0.001711672,0.1316934,0.00391467,0.01073344,0.001062333,0.01335626,3.99E-04,0.004054308,4.22E-04,0.005126491,0.001248354,8.46E-04,0.008571772,0.01063768,0.1262333,0.01846164,0.07361258,0.002317815,0.05743776,0.1546993,8.843674,9.93E-05,502664.2,-0.003532917,0.001295509,6.71E-04,0.001521973,-0.001180872,0.001074213,-0.00209175,-9.76E-04,-0.008544618,-0.001739758,502669.4,-0.00353317,0.00129568,6.71E-04,0.001522382,-0.001181045,0.001074366,-0.002092104,-9.76E-04,-0.008545184,-0.001739514
1.4,0.001847721,6.283185,3.141593,6.283185,753.6666,0.2353964,-4.21E+07,1081.658,1.38E+08,1081.658,1.000001,0.2019072,0.04353205,4.80E-05,0.007055999,0.03257234,6.48E-04,0.002088771,0.08452945,0.001346673,0.004667473,0.001798587,0.1378194,0.003687051,0.01103542,0.001123609,0.0139513,4.43E-04,0.004346739,4.72E-04,0.005239053,0.001291506,8.62E-04,0.008854505,0.01071936,0.1205798,0.01880841,0.07331931,0.002430184,0.05392501,0.1476556,8.824263,9.94E-05,501560.9,-0.003494067,0.001261635,7.03E-04,0.001552372,-0.001219562,0.00110269,-0.002131192,-9.99E-04,-0.00852341,-0.00169855,501565.9,-0.003494341,0.00126181,7.03E-04,0.0015528,-0.001219754,0.001102859,-0.002131556,-9.99E-04,-0.008523959,-0.001698269
1.6,0.002113295,6.283185,3.141593,6.283185,752.5005,0.2353964,-3.49E+07,1077.992,1.37E+08,1077.992,1.000001,0.2017488,0.04564132,4.28E-05,0.007299384,0.03412477,7.03E-04,0.002167818,0.08734881,0.001444737,0.004757241,0.001873047,0.1429815,0.003482614,0.01127474,0.001176296,0.01445567,4.82E-04,0.004604961,5.18E-04,0.00532595,0.001323272,8.74E-04,0.009083542,0.01076198,0.1157479,0.01906046,0.07306815,0.002523918,0.05102257,0.1417384,8.807984,9.96E-05,500635.7,-0.003460476,0.001231424,7.29E-04,0.001575269,-0.001245995,0.001121139,-0.002161637,-0.001013272,-0.008447463,-0.001660801,500640.7,-0.003460768,0.001231601,7.29E-04,0.00157572,-0.001246205,0.001121322,-0.002162016,-0.00101313,-0.008448019,-0.001660498
