Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_IC4H10_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_IC4H7_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H8-2_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_B1M2_PFRC2 (),Mass_fraction_B1M3_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_IC8H16_PFRC2 (),Mass_fraction_DIMEPTD_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Mass_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),UHC_Sens_GasRxn#32_PFRC2 (),UHC_Sens_GasRxn#154_PFRC2 (),UHC_Sens_GasRxn#381_PFRC2 (),UHC_Sens_GasRxn#620_PFRC2 (),UHC_Sens_GasRxn#1148_PFRC2 (),UHC_Sens_GasRxn#2803_PFRC2 (),UHC_Sens_GasRxn#8284_PFRC2 (),UHC_Sens_GasRxn#8287_PFRC2 (),UHC_Sens_GasRxn#11455_PFRC2 (),UHC_Sens_GasRxn#11845_PFRC2 (),Volatile_organic_compounds_PFRC2 (ppm),VOC_Sens_GasRxn#32_PFRC2 (),VOC_Sens_GasRxn#154_PFRC2 (),VOC_Sens_GasRxn#381_PFRC2 (),VOC_Sens_GasRxn#620_PFRC2 (),VOC_Sens_GasRxn#1148_PFRC2 (),VOC_Sens_GasRxn#2803_PFRC2 (),VOC_Sens_GasRxn#8284_PFRC2 (),VOC_Sens_GasRxn#8287_PFRC2 (),VOC_Sens_GasRxn#11455_PFRC2 (),VOC_Sens_GasRxn#11845_PFRC2 ()
18.2,0.0258135,6.283185,3.141593,6.283185,651.7505,0.2353968,81764.4,918.1005,1.09E+08,918.1005,1.000008,0.1995913,0.0697766,6.52E-07,0.01034044,0.05142452,0.001387477,0.003552645,0.1128018,0.002530124,0.004884341,0.002830357,0.1923516,2.17E-04,0.01231031,0.001891961,0.01945567,9.56E-04,0.007866202,0.001284779,0.005772932,0.001266808,8.79E-04,0.0104732,0.009843031,0.06426348,0.01905172,0.0706058,0.003259646,0.02594961,0.08855118,8.661104,1.15E-04,492288.2,-0.003039465,9.07E-04,0.001082745,0.001536834,-0.001102884,9.21E-04,-0.002142504,-7.48E-04,-0.007023448,-0.001404661,492295.5,-0.00303971,9.07E-04,0.001083054,0.001537667,-0.001103205,9.21E-04,-0.002143261,-7.47E-04,-0.007024645,-0.001404461
18.4,0.02612063,6.283185,3.141593,6.283185,650.601,0.2353968,81705.69,916.4767,1.09E+08,916.4767,1.000008,0.1995895,0.06979012,6.27E-07,0.0103436,0.05143175,0.001387713,0.00355585,0.1128099,0.002530615,0.00488335,0.002832176,0.1923778,2.12E-04,0.01230906,0.001893244,0.01945785,9.56E-04,0.007868251,0.00128562,0.005772895,0.001266353,8.79E-04,0.01047205,0.009841989,0.06423178,0.01905018,0.07060548,0.003259726,0.02593934,0.0885351,8.661061,1.15E-04,492285.8,-0.003038621,9.07E-04,0.001081586,0.00153645,-0.001101954,9.20E-04,-0.00214182,-7.47E-04,-0.007022115,-0.0014054,492293.1,-0.003038866,9.07E-04,0.001081896,0.001537283,-0.001102275,9.20E-04,-0.002142578,-7.47E-04,-0.007023312,-0.0014052
18.6,0.02642831,6.283185,3.141593,6.283185,649.4537,0.2353968,81363.21,914.8564,1.08E+08,914.8564,1.000008,0.1995878,0.06980302,6.04E-07,0.01034664,0.0514386,0.001387934,0.003558968,0.1128174,0.002531081,0.004882391,0.002833952,0.1924029,2.06E-04,0.01230784,0.001894487,0.01945992,9.56E-04,0.007870208,0.001286429,0.005772857,0.001265916,8.79E-04,0.01047091,0.009840995,0.06420148,0.0190487,0.07060519,0.003259801,0.02592953,0.08851983,8.66102,1.15E-04,492283.5,-0.003037799,9.07E-04,0.00108048,0.001536082,-0.001101053,9.19E-04,-0.002141157,-7.47E-04,-0.007020839,-0.001406118,492290.7,-0.003038044,9.07E-04,0.00108079,0.001536915,-0.001101374,9.20E-04,-0.002141915,-7.46E-04,-0.007022037,-0.001405919
18.8,0.02673654,6.283185,3.141593,6.283185,648.3087,0.2353968,80922.85,913.2395,1.08E+08,913.2395,1.000009,0.1995862,0.06981533,5.81E-07,0.01034957,0.05144511,0.001388141,0.003561999,0.1128246,0.002531526,0.004881464,0.002835688,0.1924269,2.01E-04,0.01230667,0.001895692,0.01946191,9.56E-04,0.007872078,0.001287208,0.005772817,0.001265496,8.79E-04,0.01046979,0.009840046,0.06417252,0.01904729,0.07060493,0.003259871,0.02592018,0.08850534,8.660982,1.16E-04,492281.3,-0.003037,9.06E-04,0.001079425,0.001535728,-0.001100181,9.19E-04,-0.002140514,-7.46E-04,-0.007019618,-0.001406816,492288.6,-0.003037243,9.07E-04,0.001079735,0.001536561,-0.001100501,9.19E-04,-0.002141272,-7.46E-04,-0.007020817,-0.001406618
19,0.0270453,6.283185,3.141593,6.283185,647.166,0.2353968,80361.88,911.626,1.08E+08,911.626,1.000009,0.1995846,0.06982709,5.60E-07,0.01035238,0.05145128,0.001388334,0.003564946,0.1128314,0.002531948,0.004880567,0.002837385,0.1924498,1.96E-04,0.01230555,0.001896859,0.0194638,9.56E-04,0.007873863,0.001287958,0.005772776,0.001265092,8.79E-04,0.01046868,0.009839139,0.06414485,0.01904594,0.07060469,0.003259937,0.02591126,0.08849158,8.660945,1.16E-04,492279.2,-0.003036222,9.06E-04,0.001078419,0.001535389,-0.001123608,9.18E-04,-0.00213989,-7.46E-04,-0.007018448,-0.001407494,492286.5,-0.003036464,9.06E-04,0.001078729,0.001536222,-0.001123927,9.18E-04,-0.002140649,-7.45E-04,-0.00701965,-0.001407297
19.2,0.02735462,6.283185,3.141593,6.283185,646.0255,0.2353968,79569.1,910.016,1.07E+08,910.016,1.000009,0.1995831,0.06983831,5.39E-07,0.01035508,0.05145712,0.001388514,0.003567811,0.1128378,0.00253235,0.0048797,0.002839043,0.1924717,1.92E-04,0.01230446,0.00189799,0.01946561,9.56E-04,0.007875567,0.001288679,0.005772734,0.001264703,8.79E-04,0.01046758,0.009838274,0.06411841,0.01904465,0.07060449,0.003259999,0.02590275,0.08847853,8.660911,1.16E-04,492277.3,-0.003035466,9.06E-04,0.00107746,0.001535063,-0.001121524,9.17E-04,-0.002139286,-7.45E-04,-0.007017329,-0.001408152,492284.6,-0.003035706,9.06E-04,0.001077769,0.001535897,-0.001121842,9.18E-04,-0.002140045,-7.45E-04,-0.007018533,-0.001407956
19.4,0.02766448,6.283185,3.141593,6.283185,644.8872,0.2353968,78521.2,908.4093,1.07E+08,908.4093,1.000009,0.1995816,0.06984902,5.19E-07,0.01035768,0.05146267,0.001388682,0.003570597,0.1128438,0.002532732,0.004878861,0.002840663,0.1924927,1.87E-04,0.01230342,0.001899085,0.01946734,9.56E-04,0.007877195,0.001289374,0.005772692,0.001264329,8.79E-04,0.0104665,0.009837449,0.06409315,0.01904342,0.07060431,0.003260057,0.02589464,0.08846614,8.660879,1.16E-04,492275.4,-0.003034731,9.06E-04,0.001076545,0.00153475,-0.001119498,9.17E-04,-0.0021387,-7.45E-04,-0.007016257,-0.001408789,492282.8,-0.003034969,9.06E-04,0.001076855,0.001535585,-0.001119816,9.17E-04,-0.00213946,-7.45E-04,-0.007017464,-0.001408595
19.6,0.02797488,6.283185,3.141593,6.283185,643.7512,0.2353968,77395.85,906.806,1.07E+08,906.806,1.000009,0.1995803,0.06985924,4.99E-07,0.01036018,0.05146793,0.001388839,0.003573304,0.1128494,0.002533096,0.00487805,0.002842247,0.1925128,1.83E-04,0.01230241,0.001900146,0.01946899,9.57E-04,0.007878749,0.001290042,0.005772648,0.00126397,8.79E-04,0.01046542,0.00983666,0.064069,0.01904224,0.07060415,0.003260112,0.0258869,0.08845437,8.660849,1.16E-04,492273.7,-0.003034016,9.06E-04,0.001075674,0.001534449,-0.00111753,9.16E-04,-0.002138133,-7.45E-04,-0.00701523,-0.001409407,492281.1,-0.003034255,9.06E-04,0.001075983,0.001535285,-0.001117848,9.17E-04,-0.002138893,-7.44E-04,-0.007016439,-0.001409214
19.8,0.02828583,6.283185,3.141593,6.283185,642.6175,0.2353968,75824.98,905.2061,1.07E+08,905.2061,1.000009,0.1995789,0.069869,4.81E-07,0.01036259,0.05147293,0.001388985,0.003575938,0.1128548,0.002533442,0.004877266,0.002843796,0.1925319,1.78E-04,0.01230144,0.001901174,0.01947057,9.57E-04,0.007880235,0.001290687,0.005772604,0.001263624,8.79E-04,0.01046437,0.009835907,0.06404591,0.01904111,0.07060401,0.003260163,0.0258795,0.08844319,8.66082,1.17E-04,492272.1,-0.003033322,9.06E-04,0.001074843,0.001534161,-0.001115618,9.16E-04,-0.002137583,-7.44E-04,-0.007014247,-0.001410006,492279.4,-0.00303356,9.06E-04,0.001075152,0.001534996,-0.001115935,9.16E-04,-0.002138343,-7.44E-04,-0.007015455,-0.001409813
20,0.02859734,6.283185,3.141593,6.283185,641.4861,0.2353968,75805.03,903.6095,1.06E+08,903.6095,1.000009,0.1995776,0.06987833,4.64E-07,0.0103649,0.05147767,0.001389122,0.0035785,0.1128598,0.002533772,0.004876508,0.002845312,0.1925503,1.74E-04,0.01230051,0.00190217,0.01947209,9.57E-04,0.007881656,0.001291307,0.00577256,0.00126329,8.79E-04,0.01046332,0.009835187,0.06402383,0.01904003,0.0706039,0.003260212,0.02587244,0.08843255,8.660793,1.17E-04,492270.5,-0.003032646,9.05E-04,0.001074049,0.001533884,-0.001113759,9.15E-04,-0.002137049,-7.44E-04,-0.007013304,-0.001410587,492277.9,-0.003032884,9.06E-04,0.001074359,0.001534719,-0.001114075,9.16E-04,-0.00213781,-7.43E-04,-0.007014512,-0.001410394
