Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H5-A_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_IC4H10_PFRC2 (),Mass_fraction_IC4H9_PFRC2 (),Mass_fraction_TC4H9_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_IC4H7_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_C10H8_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_IC8H16_PFRC2 (),Mass_fraction_DIMEPTD_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Mass_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.2570814,2.218447E-4,6.283185,3.141593,6.283185,1164.661,0.2353964,-1.275774E8,1501.502,2.114729E8,1501.502,0.9999959,0.1965702,3.645496E-6,0.1967193,3.892085E-4,0.01596072,0.213487,0.06804748,1.810136E-4,0.05442461,6.701925E-4,0.04393155,0.02654204,3.130297E-6,7.631625E-8,9.96856E-8,0.0268028,5.140733E-4,5.643775E-4,0.01289234,0.01145198,0.04255125,0.01073495,0.004569411,1.097719E-4,5.891176E-8,9.951028E-12,1.022443E-8,0.05502578,-4.333838E-6,-5.538338E-155,7.926772,6.433547E-5,450581.2,450583.9
0.2640324,2.278125E-4,6.283185,3.141593,6.283185,1164.812,0.2353964,-1.228838E8,1501.225,2.11424E8,1501.225,0.9999959,0.1965222,3.610738E-6,0.1978414,3.822236E-4,0.01565637,0.2142808,0.06895672,1.715013E-4,0.0532489,6.535415E-4,0.0436095,0.02617056,3.027288E-6,7.338269E-8,9.590281E-8,0.02598524,4.966581E-4,5.433313E-4,0.01272443,0.01143932,0.04311654,0.01072032,0.004673166,1.032753E-4,1.078746E-7,9.354818E-12,9.608823E-9,0.05481664,-4.64695E-6,-7.187868E-160,7.924277,6.432712E-5,450439.6,450442.2
0.2762005,2.382578E-4,6.283185,3.141593,6.283185,1165.063,0.2353964,-1.152158E8,1500.754,2.113412E8,1500.754,0.9999959,0.1964418,3.552344E-6,0.1997314,3.7059E-4,0.01514471,0.2155917,0.07050897,1.56571E-4,0.05127607,6.258179E-4,0.04303925,0.02554018,2.858239E-6,6.859062E-8,8.971764E-8,0.02462935,4.680003E-4,5.089659E-4,0.01244409,0.01141362,0.04408221,0.01069405,0.004850707,9.326592E-5,9.799609E-8,8.406978E-12,8.630961E-9,0.05445754,-4.927855E-6,3.447697E-166,7.920084,6.431323E-5,450201.5,450204.0
0.2890558,2.492906E-4,6.283185,3.141593,6.283185,1165.312,0.2353964,-1.08032E8,1500.277,2.112572E8,1500.277,0.9999958,0.1963612,3.493791E-6,0.2016325,3.590363E-4,0.01463126,0.2168764,0.0720974,1.428345E-4,0.04930117,5.982945E-4,0.04243076,0.02489993,2.693382E-6,6.395118E-8,8.372259E-8,0.02329223,4.400001E-4,4.757077E-4,0.01216509,0.01138222,0.04507095,0.0106655,0.005032819,8.425801E-5,2.776873E-8,7.521928E-12,7.718631E-9,0.05408738,-4.659311E-6,-1.132491E-171,7.915878,6.429952E-5,449962.4,449964.7
0.3003812,2.590085E-4,6.283185,3.141593,6.283185,1165.517,0.2353964,-1.02514E8,1499.871,2.111858E8,1499.871,0.9999958,0.1962939,3.44462E-6,0.2032314,3.494493E-4,0.01420049,0.2179295,0.07345505,1.32214E-4,0.0476483,5.754623E-4,0.0418918,0.0243565,2.558586E-6,6.018886E-8,7.885582E-8,0.02218896,4.170967E-4,4.487891E-4,0.01193275,0.01135141,0.0459163,0.01063976,0.005188734,7.742405E-5,2.816152E-8,6.828861E-12,7.004725E-9,0.05376876,-4.46676E-6,5.405952E-178,7.912347,6.428822E-5,449761.6,449763.9
0.3121022,2.690642E-4,6.283185,3.141593,6.283185,1165.715,0.2353964,-9.747495E7,1499.464,2.111142E8,1499.464,0.9999958,0.1962275,3.395975E-6,0.204816,3.400619E-4,0.01377456,0.2189478,0.07482095,1.224742E-4,0.04601786,5.53126E-4,0.041333,0.02381325,2.42836E-6,5.658481E-8,7.41894E-8,0.02111504,3.949816E-4,4.230658E-4,0.01170455,0.01131683,0.04676686,0.01061263,0.00534576,7.125007E-5,7.555794E-8,6.186552E-12,6.343563E-9,0.05344606,-4.526992E-6,-3.955755E-184,7.908853,6.427727E-5,449563.1,449565.3
0.323825,2.791196E-4,6.283185,3.141593,6.283185,1165.901,0.2353964,-9.288401E7,1499.069,2.110447E8,1499.069,0.9999958,0.1961643,3.349218E-6,0.2063331,3.31166E-4,0.01336776,0.2198977,0.07614862,1.138418E-4,0.04446433,5.319998E-4,0.04077459,0.0232886,2.306766E-6,5.324768E-8,6.986452E-8,0.02010554,3.743569E-4,3.992763E-4,0.01148799,0.01127985,0.04759353,0.01058506,0.005498475,6.584476E-5,5.762724E-8,5.611874E-12,5.752608E-9,0.05313024,-4.379864E-6,-9.773464E-190,7.905512,6.426705E-5,449373.2,449375.3
0.3329128,2.869138E-4,6.283185,3.141593,6.283185,1166.036,0.2353964,-8.955065E7,1498.771,2.109921E8,1498.771,0.9999958,0.1961174,3.314487E-6,0.2074658,3.245908E-4,0.01306473,0.2205906,0.07715278,1.078091E-4,0.04330955,5.164105E-4,0.04034288,0.02289399,2.217921E-6,5.083155E-8,6.67309E-8,0.01936389,3.593071E-4,3.820634E-4,0.01132753,0.01124976,0.04821863,0.01056344,0.005613992,6.209769E-5,4.675205E-8,5.207639E-12,5.33712E-9,0.05288994,-4.468211E-6,3.631957E-194,7.90302,6.42596E-5,449231.6,449233.7
0.3465411,2.986005E-4,6.283185,3.141593,6.283185,1166.225,0.2353964,-8.521804E7,1498.333,2.109151E8,1498.333,0.9999958,0.1960503,3.264138E-6,0.2090975,3.151977E-4,0.01262928,0.2215632,0.07861938,9.969614E-5,0.04165388,4.941726E-4,0.03969866,0.02232105,2.092773E-6,4.745502E-8,6.234808E-8,0.01831384,3.381364E-4,3.580361E-4,0.01109813,0.01120263,0.04913123,0.01053063,0.005782665,5.710141E-5,4.435478E-8,4.661205E-12,4.775808E-9,0.0525367,-4.3169E-6,3.085287E-198,7.899432,6.424918E-5,449027.7,449029.6
0.3647155,3.141829E-4,6.283185,3.141593,6.283185,1166.453,0.2353964,-8.019765E7,1497.768,2.108156E8,1497.768,0.9999958,0.1959663,3.200386E-6,0.2111561,3.034942E-4,0.01208181,0.2227455,0.08050525,9.036985E-5,0.03957887,4.665542E-4,0.0388477,0.02159037,1.939672E-6,4.337469E-8,5.704602E-8,0.01702058,3.123041E-4,3.29038E-4,0.01081167,0.01113663,0.05030383,0.01048633,0.005999352,5.140666E-5,3.439973E-8,4.030008E-12,4.128042E-9,0.05207834,-4.042661E-6,1.800794E-206,7.894907,6.423662E-5,448770.4,448772.3
0.3753344,3.232861E-4,6.283185,3.141593,6.283185,1166.574,0.2353964,-7.762429E7,1497.446,2.107589E8,1497.446,0.9999958,0.1959201,3.164846E-6,0.212301,2.970571E-4,0.01177836,0.2233803,0.08157187,8.559129E-5,0.03843213,4.514093E-4,0.03835584,0.02118017,1.856854E-6,4.119251E-8,5.420783E-8,0.01631701,2.983629E-4,3.135544E-4,0.01065379,0.0110967,0.05096643,0.0104602,0.006121736,4.850098E-5,4.890464E-8,3.705975E-12,3.795813E-9,0.05181694,-4.019926E-6,7.37251E-212,7.892391,6.422995E-5,448627.3,448629.2
0.4,3.444274E-4,6.283185,3.141593,6.283185,1166.823,0.2353964,-7.248936E7,1496.718,2.106307E8,1496.718,0.9999957,0.1958198,3.086324E-6,0.2148094,2.831084E-4,0.01111621,0.2247113,0.08395571,7.603859E-5,0.03593833,4.187377E-4,0.03723136,0.02027153,1.681126E-6,3.662108E-8,4.825578E-8,0.01481513,2.688716E-4,2.81127E-4,0.0103113,0.01100098,0.05244532,0.01039899,0.006394608,4.270057E-5,1.995957E-8,3.059887E-12,3.13383E-9,0.05122692,-3.526273E-6,2.319549E-217,7.886873,6.421627E-5,448313.5,448315.2
0.4269815,3.67549E-4,6.283185,3.141593,6.283185,1167.046,0.2353964,-6.781275E7,1495.948,2.104953E8,1495.948,0.9999957,0.1957208,3.00608E-6,0.2173334,2.692801E-4,0.0104542,0.2259624,0.08642307,6.757942E-5,0.03345804,3.865311E-4,0.03603408,0.01934334,1.512398E-6,3.230925E-8,4.263337E-8,0.01336089,2.406664E-4,2.507413E-4,0.00997137,0.01089289,0.05397241,0.01033146,0.006675756,3.755754E-5,6.120913E-8,2.493436E-12,2.554193E-9,0.05060733,-3.76461E-6,5.497643E-223,7.881311,6.420398E-5,447997.5,447999.2
0.4335528,3.731796E-4,6.283185,3.141593,6.283185,1167.093,0.2353964,-6.06635E7,1495.765,2.10463E8,1495.765,0.9999957,0.1956982,2.984686E-6,0.2179163,2.661225E-4,0.010302,0.2262382,0.08700312,6.577647E-5,0.03289008,3.791229E-4,0.03574818,0.019127,1.474609E-6,3.133646E-8,4.136275E-8,0.01303342,2.343524E-4,2.441668E-4,0.009893469,0.01086621,0.0543308,0.01031495,0.006741624,3.645356E-5,8.06737E-8,2.373801E-12,2.431912E-9,0.05046031,-3.92308E-6,5.660244E-227,7.880024,6.420137E-5,447924.5,447926.1
0.43382,3.734085E-4,6.283185,3.141593,6.283185,1167.095,0.2353964,-6.375418E7,1495.757,2.104617E8,1495.757,0.9999957,0.1956972,2.981702E-6,0.2179397,2.660142E-4,0.0102959,0.2262495,0.08702651,6.570768E-5,0.0328676,3.787882E-4,0.03573664,0.0191183,1.473119E-6,3.126475E-8,4.126902E-8,0.01302032,2.340936E-4,2.440472E-4,0.009890342,0.01086512,0.05434526,0.01031427,0.006744281,3.640949E-5,1.032428E-7,2.369039E-12,2.427082E-9,0.05045439,-4.047894E-6,3.660174E-227,7.879972,6.420127E-5,447921.6,447923.2
0.4339212,3.734953E-4,6.283185,3.141593,6.283185,1167.096,0.2353964,-6.463605E7,1495.754,2.104612E8,1495.754,0.9999957,0.1956969,2.982654E-6,0.2179486,2.659616E-4,0.01029359,0.2262537,0.08703537,6.568152E-5,0.03285904,3.786562E-4,0.03573227,0.01911501,1.472559E-6,3.125732E-8,4.125986E-8,0.01301537,2.339959E-4,2.439735E-4,0.009889151,0.01086471,0.05435073,0.01031402,0.006745287,3.639276E-5,1.061322E-7,2.367232E-12,2.425255E-9,0.05045214,-4.068532E-6,3.103125E-227,7.879953,6.420123E-5,447920.5,447922.1
0.4340638,3.736174E-4,6.283185,3.141593,6.283185,1167.097,0.2353964,-6.105067E7,1495.75,2.104605E8,1495.75,0.9999957,0.1956964,2.982977E-6,0.2179611,2.658888E-4,0.01029033,0.2262596,0.08704784,6.564438E-5,0.03284696,3.784697E-4,0.03572611,0.01911037,1.471769E-6,3.124824E-8,4.124807E-8,0.01300839,2.338593E-4,2.438656E-4,0.009887471,0.01086413,0.05435844,0.01031366,0.006746704,3.636922E-5,1.09797E-7,2.364698E-12,2.422684E-9,0.05044898,-4.090821E-6,2.459388E-227,7.879925,6.420118E-5,447918.9,447920.5
0.4345138,3.74003E-4,6.283185,3.141593,6.283185,1167.1,0.2353964,-6.481272E7,1495.738,2.104583E8,1495.738,0.9999957,0.1956949,2.983358E-6,0.2180006,2.656389E-4,0.01028006,0.2262781,0.08708721,6.55254E-5,0.03280866,3.778885E-4,0.03570665,0.01909572,1.469255E-6,3.120338E-8,4.118975E-8,0.01298638,2.334327E-4,2.434204E-4,0.00988216,0.0108623,0.05438276,0.01031252,0.006751172,3.629503E-5,1.071097E-7,2.356754E-12,2.414585E-9,0.05043898,-4.097971E-6,1.218347E-227,7.879838,6.4201E-5,447914.0,447915.6
0.4455305,3.834421E-4,6.283185,3.141593,6.283185,1167.173,0.2353964,-6.589126E7,1495.433,2.104047E8,1495.433,0.9999957,0.1956584,2.95411E-6,0.2189483,2.605201E-4,0.01003307,0.226713,0.08804013,6.270401E-5,0.03188798,3.662479E-4,0.03523329,0.01874197,1.40867E-6,2.97018E-8,3.922917E-8,0.01246132,2.233643E-4,2.323699E-4,0.00975584,0.01081732,0.05497089,0.0102848,0.006859152,3.456391E-5,1.245054E-7,2.171928E-12,2.225376E-9,0.05019619,-4.511849E-6,-1.039993E-233,7.877744,6.419701E-5,447795.2,447796.8
0.4531404,3.899619E-4,6.283185,3.141593,6.283185,1167.218,0.2353964,-6.471053E7,1495.224,2.103679E8,1495.224,0.9999957,0.1956341,2.934477E-6,0.2195846,2.571701E-4,0.009867715,0.2269973,0.0886862,6.088577E-5,0.03127259,3.586166E-4,0.03490981,0.01850331,1.368714E-6,2.871656E-8,3.794221E-8,0.01211364,2.167678E-4,2.252747E-4,0.009671685,0.01078613,0.05536914,0.01026568,0.006932163,3.344855E-5,9.794125E-8,2.053906E-12,2.104616E-9,0.05003062,-4.719187E-6,-1.145434E-238,7.876335,6.419451E-5,447715.3,447716.9
0.4656434,4.006733E-4,6.283185,3.141593,6.283185,1167.286,0.2353964,-6.328658E7,1494.884,2.10308E8,1494.884,0.9999957,0.1955957,2.901841E-6,0.2205985,2.517806E-4,0.009604925,0.2274364,0.08972641,5.81032E-5,0.03029646,3.462937E-4,0.03438516,0.01812113,1.306144E-6,2.717237E-8,3.59239E-8,0.01156771,2.064187E-4,2.143027E-4,0.009538194,0.01073475,0.05600957,0.01023427,0.007049386,3.17387E-5,7.127564E-8,1.875072E-12,1.922047E-9,0.04976253,-4.735481E-6,-7.572824E-244,7.874087,6.41908E-5,447587.6,447589.1
0.4852488,4.174684E-4,6.283185,3.141593,6.283185,1167.374,0.2353964,-6.084731E7,1494.358,2.102154E8,1494.358,0.9999957,0.1955391,2.851954E-6,0.2221151,2.437443E-4,0.00921359,0.2280603,0.09130703,5.41856E-5,0.02884722,3.279391E-4,0.03357984,0.01754517,1.215032E-6,2.49424E-8,3.300683E-8,0.0107698,1.913583E-4,1.985632E-4,0.009339847,0.01065405,0.05698083,0.01018502,0.007226703,2.93231E-5,3.002577E-8,1.628225E-12,1.670108E-9,0.04935167,-4.331287E-6,6.187216E-250,7.870717,6.418591E-5,447395.8,447397.3
0.4928549,4.239838E-4,6.283185,3.141593,6.283185,1167.404,0.2353964,-5.999469E7,1494.156,2.101799E8,1494.156,0.9999957,0.1955182,2.832655E-6,0.2226804,2.407093E-4,0.009068291,0.2282827,0.09190403,5.279964E-5,0.02831094,3.20971E-4,0.03327338,0.01732915,1.181873E-6,2.413261E-8,3.194675E-8,0.01047823,1.85864E-4,1.930282E-4,0.009266163,0.01062275,0.05734706,0.0101659,0.007293418,2.845862E-5,7.516421E-8,1.542283E-12,1.582449E-9,0.04919539,-4.616912E-6,2.639013E-255,7.869457,6.41843E-5,447324.4,447325.9
0.5013661,4.312745E-4,6.283185,3.141593,6.283185,1167.433,0.2353964,-5.995055E7,1493.931,2.101403E8,1493.931,0.9999957,0.1954955,2.812828E-6,0.2232982,2.374861E-4,0.008909814,0.2285185,0.09256172,5.132115E-5,0.02772639,3.137242E-4,0.03293433,0.01709213,1.146032E-6,2.327483E-8,3.082366E-8,0.01016323,1.799635E-4,1.868143E-4,0.009185933,0.01058777,0.05775005,0.01014454,0.007366726,2.753722E-5,6.295659E-8,1.452153E-12,1.4904E-9,0.04902245,-4.60215E-6,9.204393E-260,7.868078,6.418272E-5,447246.1,447247.5
0.521592,4.485992E-4,6.283185,3.141593,6.283185,1167.487,0.2353964,-5.842817E7,1493.401,2.10047E8,1493.401,0.9999957,0.1954446,2.76686E-6,0.2247077,2.302122E-4,0.008549743,0.2290293,0.09408307,4.810179E-5,0.02640135,2.974342E-4,0.03214443,0.01654798,1.066188E-6,2.137858E-8,2.833921E-8,0.009459072,1.668843E-4,1.732093E-4,0.009004221,0.01050492,0.05868034,0.01009398,0.007535466,2.553113E-5,5.217151E-8,1.260619E-12,1.294895E-9,0.04861916,-4.432535E-6,3.493595E-267,7.864922,6.417974E-5,447066.7,447068.1
0.5326122,4.580383E-4,6.283185,3.141593,6.283185,1167.508,0.2353964,-5.764717E7,1493.115,2.099966E8,1493.115,0.9999957,0.1954184,2.742309E-6,0.2254427,2.264186E-4,0.008362886,0.22928,0.09488809,4.650403E-5,0.02571565,2.889574E-4,0.03172364,0.01626244,1.025624E-6,2.042158E-8,2.708442E-8,0.009100127,1.602457E-4,1.664091E-4,0.008910068,0.01046002,0.05917152,0.01006652,0.007624263,2.453023E-5,3.725873E-8,1.168169E-12,1.200633E-9,0.04840396,-4.395838E-6,-3.249526E-272,7.86327,6.417856E-5,446972.8,446974.2
0.5521133,4.747413E-4,6.283185,3.141593,6.283185,1167.533,0.2353964,-5.651056E7,1492.612,2.099082E8,1492.612,0.9999957,0.1953747,2.700298E-6,0.2266897,2.200188E-4,0.008047281,0.2296794,0.09627325,4.390906E-5,0.02456052,2.747309E-4,0.0309956,0.01577503,9.584398E-7,1.885186E-8,2.502489E-8,0.008504126,1.492727E-4,1.552509E-4,0.008751172,0.0103811,0.06001483,0.01001811,0.007776217,2.289993E-5,4.806969E-8,1.022417E-12,1.052024E-9,0.04803067,-4.389854E-6,1.318818E-277,7.860457,6.41772E-5,446813.0,446814.3
0.5651798,4.859328E-4,6.283185,3.141593,6.283185,1167.54,0.2353964,-5.615343E7,1492.278,2.098493E8,1492.278,0.9999957,0.1953471,2.672875E-6,0.2274893,2.159469E-4,0.007845934,0.229918,0.09717454,4.231811E-5,0.02382568,2.657321E-4,0.03051943,0.0154606,9.164631E-7,1.788034E-8,2.374926E-8,0.008130696,1.424343E-4,1.483802E-4,0.008649876,0.01032867,0.06056225,0.009985828,0.007874489,2.189462E-5,1.131598E-7,9.360128E-13,9.639123E-10,0.0477857,-4.872787E-6,-1.495059E-281,7.858645,6.417679E-5,446710.3,446711.6
0.5728158,4.924731E-4,6.283185,3.141593,6.283185,1167.542,0.2353964,-5.545822E7,1492.083,2.098151E8,1492.083,0.9999957,0.1953316,2.657624E-6,0.2279436,2.136374E-4,0.007731927,0.2300469,0.09769142,4.143817E-5,0.02341026,2.606626E-4,0.03024554,0.01528129,8.930046E-7,1.734229E-8,2.304261E-8,0.007921711,1.386216E-4,1.445248E-4,0.008592537,0.01029822,0.06087569,0.009967025,0.007930615,2.133556E-5,6.139715E-8,8.893427E-13,9.163294E-10,0.04764443,-4.803137E-6,1.520072E-284,7.857612,6.417672E-5,446651.6,446652.9
0.6,5.157564E-4,6.283185,3.141593,6.283185,1167.528,0.2353964,-5.423557E7,1491.395,2.09694E8,1491.395,0.9999957,0.1952799,2.603979E-6,0.2294893,2.058196E-4,0.007346065,0.2304491,0.09947676,3.856283E-5,0.02200822,2.435851E-4,0.02929576,0.01466753,8.152351E-7,1.557313E-8,2.071708E-8,0.007227424,1.260104E-4,1.318836E-4,0.008398396,0.01019107,0.0619556,0.009900467,0.008123169,1.951143E-5,3.457061E-8,7.427747E-13,7.668345E-10,0.04715217,-4.587274E-6,1.238864E-288,7.854082,6.417748E-5,446450.9,446452.2
0.6142507,5.279624E-4,6.283185,3.141593,6.283185,1167.51,0.2353964,-5.36828E7,1491.038,2.09631E8,1491.038,0.9999957,0.1952549,2.576276E-6,0.2302571,2.019256E-4,0.007155761,0.2306272,0.1003794,3.720481E-5,0.02131951,2.350717E-4,0.02881368,0.01436066,7.778741E-7,1.472886E-8,1.960627E-8,0.006892667,1.199563E-4,1.260371E-4,0.008302477,0.01013574,0.06249987,0.009865829,0.008219702,1.864448E-5,6.431322E-8,6.767724E-13,6.995419E-10,0.04690065,-4.807903E-6,-5.055846E-296,7.852318,6.417846E-5,446350.8,446352.1
0.6170489,5.303591E-4,6.283185,3.141593,6.283185,1167.506,0.2353964,-4.393453E7,1490.968,2.096188E8,1490.968,0.9999957,0.1952501,2.565575E-6,0.2304047,2.011518E-4,0.007119331,0.2306602,0.100554,3.695453E-5,0.02118859,2.332013E-4,0.02872041,0.01430159,7.708418E-7,1.455027E-8,1.937011E-8,0.006829139,1.187946E-4,1.252588E-4,0.008283961,0.01012495,0.06260502,0.009859025,0.008238319,1.847874E-5,7.952226E-8,6.645402E-13,6.871061E-10,0.04685186,-4.923262E-6,-2.422291E-297,7.851978,6.417869E-5,446332.1,446333.4
0.6172966,5.305713E-4,6.283185,3.141593,6.283185,1167.506,0.2353964,-4.546579E7,1490.962,2.096177E8,1490.962,0.9999957,0.1952496,2.564915E-6,0.2304177,2.010838E-4,0.007116128,0.2306632,0.1005694,3.693387E-5,0.0211772,2.330074E-4,0.0287122,0.01429639,7.702321E-7,1.45268E-8,1.933955E-8,0.006823552,1.186898E-4,1.252503E-4,0.008282322,0.010124,0.0626143,0.009858419,0.008239963,1.846413E-5,8.268304E-8,6.634608E-13,6.860169E-10,0.04684756,-4.943562E-6,-1.670624E-297,7.851948,6.41787E-5,446330.7,446331.9
0.6174257,5.306818E-4,6.283185,3.141593,6.283185,1167.505,0.2353964,-5.333728E7,1490.959,2.096171E8,1490.959,0.9999957,0.1952494,2.564641E-6,0.2304245,2.010452E-4,0.007114462,0.2306648,0.1005774,3.692322E-5,0.02117127,2.329015E-4,0.02870792,0.01429368,7.699171E-7,1.451667E-8,1.932628E-8,0.006820645,1.186352E-4,1.25242E-4,0.008281466,0.01012351,0.06261913,0.009858103,0.008240818,1.845652E-5,8.30913E-8,6.628987E-13,6.854505E-10,0.04684533,-4.949655E-6,-1.376921E-297,7.851932,6.417871E-5,446329.9,446331.1
0.6223682,5.349153E-4,6.283185,3.141593,6.283185,1167.498,0.2353964,-5.325613E7,1490.836,2.095956E8,1490.836,0.9999957,0.1952411,2.558346E-6,0.2306821,1.995623E-4,0.007050833,0.2307194,0.1008833,3.647642E-5,0.02094147,2.29795E-4,0.02854445,0.01419032,7.575774E-7,1.425867E-8,1.89871E-8,0.006710344,1.166164E-4,1.230658E-4,0.008248961,0.01010451,0.06280328,0.00984609,0.008273398,1.816957E-5,7.385822E-8,6.419605E-13,6.641061E-10,0.04675966,-4.975942E-6,-7.29903E-302,7.85134,6.417915E-5,446295.4,446296.6
0.6383206,5.485792E-4,6.283185,3.141593,6.283185,1167.464,0.2353964,-5.280338E7,1490.437,2.095254E8,1490.437,0.9999957,0.1952154,2.531877E-6,0.2314917,1.957372E-4,0.006851561,0.2308808,0.1018542,3.510435E-5,0.02022255,2.217841E-4,0.02802439,0.01386414,7.194053E-7,1.342857E-8,1.789422E-8,0.006368459,1.105158E-4,1.167414E-4,0.008148283,0.01004373,0.06338658,0.009807682,0.008376252,1.729281E-5,9.317736E-8,5.795489E-13,6.001971E-10,0.04648598,-5.234448E-6,-5.062012E-302,7.849465,6.418099E-5,446189.0,446190.2
0.6538617,5.618913E-4,6.283185,3.141593,6.283185,1167.424,0.2353964,-5.261321E7,1490.05,2.094573E8,1490.05,0.9999957,0.1951919,2.506015E-6,0.2322507,1.920392E-4,0.006665827,0.2310155,0.1027761,3.385619E-5,0.01955384,2.140124E-4,0.02752942,0.01355718,6.845104E-7,1.267033E-8,1.689529E-8,0.006054988,1.049454E-4,1.110872E-4,0.008054584,0.009985306,0.0639391,0.009770596,0.008473203,1.650336E-5,4.60189E-8,5.250977E-13,5.446096E-10,0.04622386,-5.134128E-6,-5.062012E-302,7.847698,6.418319E-5,446088.6,446089.8
0.6714174,5.769296E-4,6.283185,3.141593,6.283185,1167.37,0.2353964,-5.215827E7,1489.616,2.093807E8,1489.616,0.9999957,0.1951669,2.476722E-6,0.2330741,1.880042E-4,0.006465535,0.2311428,0.1037898,3.254334E-5,0.01883454,2.055046E-4,0.02698444,0.01322277,6.476087E-7,1.187054E-8,1.584085E-8,0.005722729,9.904762E-5,1.052646E-4,0.007953521,0.009920288,0.06454509,0.009729018,0.008578987,1.56936E-5,3.419295E-8,4.702575E-13,4.886727E-10,0.04593328,-5.139339E-6,-5.062012E-302,7.84577,6.418616E-5,445979.2,445980.3
0.7023268,6.034086E-4,6.283185,3.141593,6.283185,1167.254,0.2353964,-5.151027E7,1488.854,2.092466E8,1488.854,0.9999957,0.1951268,2.42699E-6,0.2344428,1.813368E-4,0.006135477,0.2313085,0.1055071,3.044574E-5,0.01765309,1.915947E-4,0.02606026,0.01266362,5.883884E-7,1.060261E-8,1.416761E-8,0.005188517,8.960949E-5,9.604354E-5,0.007786657,0.009808391,0.06556806,0.009656636,0.008756206,1.435698E-5,8.812892E-8,3.883537E-13,4.050111E-10,0.04543522,-5.161269E-6,-5.062012E-302,7.842537,6.419255E-5,445795.6,445796.7
0.7032434,6.04194E-4,6.283185,3.141593,6.283185,1167.25,0.2353964,-5.152107E7,1488.831,2.092427E8,1488.831,0.9999957,0.1951256,2.425614E-6,0.2344819,1.811525E-4,0.006126113,0.2313124,0.1055567,3.038802E-5,0.0176197,1.912045E-4,0.02603353,0.0126476,5.86743E-7,1.05676E-8,1.412139E-8,0.005173603,8.934666E-5,9.581857E-5,0.007781917,0.009805124,0.06559757,0.009654505,0.008761292,1.43198E-5,1.269282E-7,3.861779E-13,4.02788E-10,0.04542071,-5.398365E-6,-5.062012E-302,7.842444,6.419276E-5,445790.4,445791.6
0.7419923,6.373932E-4,6.283185,3.141593,6.283185,1167.069,0.2353964,-5.072508E7,1487.883,2.090757E8,1487.883,0.9999957,0.1950819,2.367025E-6,0.2360606,1.735165E-4,0.00575043,0.2314245,0.1075927,2.809519E-5,0.01628132,1.755259E-4,0.02493799,0.01199747,5.21866E-7,9.205436E-9,1.232136E-8,0.004587091,7.906186E-5,8.58073E-5,0.00759127,0.009669768,0.06680397,0.00956539,0.008967846,1.289839E-5,8.543558E-8,3.054346E-13,3.201692E-10,0.04482007,-5.023105E-6,-5.062012E-302,7.838664,6.420273E-5,445575.6,445576.7
0.7645002,6.5668E-4,6.283185,3.141593,6.283185,1166.947,0.2353964,-5.028868E7,1487.334,2.089792E8,1487.334,0.9999957,0.1950593,2.334734E-6,0.2369158,1.694152E-4,0.005549325,0.231448,0.1087213,2.690479E-5,0.01556771,1.672327E-4,0.0243315,0.01164311,4.882411E-7,8.510964E-9,1.140259E-8,0.004282642,7.375827E-5,8.066997E-5,0.007488808,0.009593628,0.06746973,0.009514478,0.009080626,1.21668E-5,4.315817E-8,2.672178E-13,2.810008E-10,0.04448225,-4.784152E-6,-5.062012E-302,7.836592,6.420941E-5,445457.9,445458.9
