Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_IC4H10_PFRC2 (),Mole_fraction_IC4H8_PFRC2 (),Mole_fraction_IC4H7_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H8-2_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_NC5H10_PFRC2 (),Mole_fraction_B1M2_PFRC2 (),Mole_fraction_B1M3_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_IC8H16_PFRC2 (),Mole_fraction_DIMEPTD_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_C6H5C2H5_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Mole_fraction_IC12H26_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),UHC_Sens_GasRxn#32_PFRC2 (),UHC_Sens_GasRxn#154_PFRC2 (),UHC_Sens_GasRxn#381_PFRC2 (),UHC_Sens_GasRxn#620_PFRC2 (),UHC_Sens_GasRxn#1148_PFRC2 (),UHC_Sens_GasRxn#2803_PFRC2 (),UHC_Sens_GasRxn#8284_PFRC2 (),UHC_Sens_GasRxn#8287_PFRC2 (),UHC_Sens_GasRxn#11455_PFRC2 (),UHC_Sens_GasRxn#11845_PFRC2 (),Volatile_organic_compounds_PFRC2 (ppm),VOC_Sens_GasRxn#32_PFRC2 (),VOC_Sens_GasRxn#154_PFRC2 (),VOC_Sens_GasRxn#381_PFRC2 (),VOC_Sens_GasRxn#620_PFRC2 (),VOC_Sens_GasRxn#1148_PFRC2 (),VOC_Sens_GasRxn#2803_PFRC2 (),VOC_Sens_GasRxn#8284_PFRC2 (),VOC_Sens_GasRxn#8287_PFRC2 (),VOC_Sens_GasRxn#11455_PFRC2 (),VOC_Sens_GasRxn#11845_PFRC2 ()
0.1103554,1.448566E-4,6.283185,3.141593,6.283185,761.1779,0.2353964,-5.589934E8,1133.042,1.466213E8,1133.042,1.0,0.9254151,0.006382212,1.417395E-4,7.40782E-4,0.002828049,2.09299E-5,1.52908E-4,0.006081569,3.093362E-5,4.088426E-4,8.198652E-5,0.006694995,7.067114E-4,6.945754E-4,4.343062E-5,7.4894E-4,4.808163E-6,1.08587E-4,4.781998E-6,2.903951E-4,3.367424E-5,4.633917E-5,4.337695E-4,5.045312E-4,0.01663692,7.687747E-4,0.007703865,5.082822E-5,0.007855615,0.01414876,9.152251,9.843822E-5,520197.9,-0.00318084,0.001254754,8.300845E-5,6.210744E-4,-1.347648E-4,1.422937E-4,-0.001286202,-8.978713E-5,-0.006377494,-0.001433852,520201.2,-0.003180848,0.001254777,8.301121E-5,6.210576E-4,-1.347783E-4,1.423078E-4,-0.001286179,-8.978848E-5,-0.006377622,-0.001433889
0.1107694,1.454006E-4,6.283185,3.141593,6.283185,761.1744,0.2353964,-5.583433E8,1132.988,1.466117E8,1132.988,1.0,0.9253688,0.006399454,1.414981E-4,7.425169E-4,0.002835485,2.103033E-5,1.532538E-4,0.00609607,3.108804E-5,4.097877E-4,8.219414E-5,0.006712004,7.075819E-4,6.961722E-4,4.357005E-5,7.508046E-4,4.839101E-6,1.089021E-4,4.807037E-6,2.910262E-4,3.381782E-5,4.644986E-5,4.347724E-4,5.05542E-4,0.01662898,7.704476E-4,0.007703085,5.100317E-5,0.007849424,0.01414088,9.151851,9.843867E-5,520175.3,-0.003184084,0.001256272,8.333968E-5,6.229113E-4,-1.353792E-4,1.429046E-4,-0.001287626,-9.098111E-5,-0.006386274,-0.001436041,520178.7,-0.003184092,0.001256296,8.334252E-5,6.228938E-4,-1.353931E-4,1.429191E-4,-0.001287602,-9.098256E-5,-0.006386404,-0.001436079
0.1111176,1.45858E-4,6.283185,3.141593,6.283185,761.1715,0.2353964,-5.556534E8,1132.942,1.466036E8,1132.942,1.0,0.9253299,0.006413921,1.413006E-4,7.439715E-4,0.002841711,2.11148E-5,1.535438E-4,0.006108225,3.121798E-5,4.105805E-4,8.236833E-5,0.006726281,7.083095E-4,6.975043E-4,4.367998E-5,7.523692E-4,4.865136E-6,1.091667E-4,4.828107E-6,2.915553E-4,3.39384E-5,4.654262E-5,4.356145E-4,5.063899E-4,0.01662231,7.718515E-4,0.00770243,5.114996E-5,0.007844229,0.01413426,9.151515,9.843905E-5,520156.2,-0.003186789,0.001257537,8.361736E-5,6.244496E-4,-1.35895E-4,1.434173E-4,-0.001288813,-9.198452E-5,-0.006393606,-0.001437871,520159.6,-0.003186796,0.001257561,8.362028E-5,6.244316E-4,-1.359091E-4,1.43432E-4,-0.001288789,-9.198617E-5,-0.006393738,-0.001437909
0.1380543,1.812515E-4,6.283185,3.141593,6.283185,760.9577,0.2353964,-4.730316E8,1129.648,1.460238E8,1129.648,1.0,0.9225301,0.007465286,1.277652E-4,8.472921E-4,0.003293032,2.765945E-5,1.740449E-4,0.006978136,4.119214E-5,4.667927E-4,9.495696E-5,0.007756589,7.546917E-4,7.917055E-4,5.169579E-5,8.642711E-4,6.932792E-6,1.286214E-4,6.476592E-6,3.28705E-4,4.294975E-5,5.30482E-5,4.954097E-4,5.651582E-4,0.01614202,8.70476E-4,0.00765545,6.177428E-5,0.007475537,0.01366011,9.12747,9.84667E-5,518789.3,-0.003357399,0.001336526,1.036122E-4,7.310099E-4,-2.823289E-4,2.929091E-4,-0.001369825,-1.667776E-4,-0.0068814,-0.001557466,518793.0,-0.003357379,0.001336578,1.03624E-4,7.31078E-4,-2.823292E-4,2.929088E-4,-0.001369939,-1.667798E-4,-0.006881589,-0.001557489
0.1530804,2.009992E-4,6.283185,3.141593,6.283185,760.8461,0.2353964,-4.361255E8,1128.0,1.457339E8,1128.0,1.0,0.9211232,0.00800041,1.214541E-4,8.981273E-4,0.003521919,3.12912E-5,1.840651E-4,0.007410994,4.667262E-5,4.943685E-4,1.013097E-4,0.008275532,7.734843E-4,8.377211E-4,5.580258E-5,9.199007E-4,8.114489E-6,1.386951E-4,7.404362E-6,3.4665E-4,4.768876E-5,5.618324E-5,5.248149E-4,5.929883E-4,0.01590053,9.181629E-4,0.00763196,6.713457E-5,0.007294342,0.01342349,9.115495,9.848115E-5,518109.0,-0.003426497,0.001367977,1.136064E-4,7.816429E-4,-3.17255E-4,3.264932E-4,-0.001407011,-2.057819E-4,-0.007098384,-0.001608813,518112.6,-0.003426487,0.001368035,1.136197E-4,7.817264E-4,-3.172566E-4,3.264939E-4,-0.001407144,-2.057805E-4,-0.007098586,-0.001608827
0.1799588,2.363306E-4,6.283185,3.141593,6.283185,760.6571,0.2353964,-3.827633E8,1125.322,1.452624E8,1125.322,1.0,0.9188279,0.008883095,1.118598E-4,9.795871E-4,0.003898498,3.771628E-5,2.000435E-4,0.008110951,5.629834E-5,5.383774E-4,1.11708E-4,0.009123275,7.979551E-4,9.109237E-4,6.262693E-5,0.00100982,1.024629E-5,1.555694E-4,9.065091E-6,3.749038E-4,5.565166E-5,6.110738E-5,5.71884E-4,6.360099E-4,0.01550637,9.933028E-4,0.007593753,7.588346E-5,0.007004439,0.01303992,9.096109,9.850562E-5,517007.9,-0.003518804,0.001409057,1.366845E-4,8.599764E-4,-3.769379E-4,3.829596E-4,-0.001463963,-2.705433E-4,-0.007414885,-0.001683205,517011.6,-0.003518815,0.001409124,1.367006E-4,8.600726E-4,-3.769464E-4,3.829669E-4,-0.001464102,-2.705355E-4,-0.007415107,-0.001683202
0.1834589,2.409321E-4,6.283185,3.141593,6.283185,760.6332,0.2353964,-3.844582E8,1124.994,1.452048E8,1124.994,1.0,0.9185471,0.008991814,1.107298E-4,9.894243E-4,0.003944976,3.854407E-5,2.019673E-4,0.008196081,5.753338E-5,5.436717E-4,1.129816E-4,0.009226935,8.004257E-4,9.197902E-4,6.355109E-5,0.001020738,1.052424E-5,1.576695E-4,9.280837E-6,3.782702E-4,5.664129E-5,6.169317E-5,5.775561E-4,6.410651E-4,0.01545817,0.001002254,0.007589091,7.69522E-5,0.006969499,0.01299326,9.09375,9.850871E-5,516875.3,-0.00352855,0.001413182,1.390224E-4,8.6919E-4,-3.844298E-4,3.899708E-4,-0.001470735,-2.785021E-4,-0.00745069,-0.001688782,516879.6,-0.003528572,0.001413255,1.390397E-4,8.692815E-4,-3.84443E-4,3.899827E-4,-0.00147087,-2.784921E-4,-0.007450938,-0.001688783
0.1834993,2.409853E-4,6.283185,3.141593,6.283185,760.6329,0.2353964,-3.819016E8,1124.991,1.452042E8,1124.991,1.0,0.9185439,0.008993062,1.107164E-4,9.895371E-4,0.003945514,3.855361E-5,2.019893E-4,0.00819706,5.75476E-5,5.437322E-4,1.129962E-4,0.009228122,8.004528E-4,9.198936E-4,6.356362E-5,0.001020862,1.052745E-5,1.576935E-4,9.283329E-6,3.783087E-4,5.665267E-5,6.169987E-5,5.776206E-4,6.411226E-4,0.01545762,0.001002355,0.007589038,7.696446E-5,0.006969101,0.01299273,9.093723,9.850875E-5,516873.9,-0.003528665,0.001413231,1.390496E-4,8.692981E-4,-3.845164E-4,3.900518E-4,-0.001470817,-2.78592E-4,-0.007451112,-0.001688848,516878.1,-0.003528687,0.001413304,1.390669E-4,8.693893E-4,-3.845297E-4,3.900639E-4,-0.001470951,-2.78582E-4,-0.007451361,-0.001688849
0.1837276,2.412854E-4,6.283185,3.141593,6.283185,760.6312,0.2353964,-3.754212E8,1124.969,1.452004E8,1124.969,1.0,0.9185259,0.009000108,1.106223E-4,9.901733E-4,0.003948507,3.860738E-5,2.021137E-4,0.008202558,5.762776E-5,5.440735E-4,1.130786E-4,0.009234813,8.006064E-4,9.204618E-4,6.361969E-5,0.001021566,1.054558E-5,1.578293E-4,9.297368E-6,3.785254E-4,5.671696E-5,6.173772E-5,5.77984E-4,6.41446E-4,0.01545451,0.001002928,0.007588739,7.703366E-5,0.006966857,0.01298973,9.093571,9.850897E-5,516865.3,-0.003529296,0.001413498,1.392014E-4,8.698965E-4,-3.850028E-4,3.905058E-4,-0.001471266,-2.791063E-4,-0.00745344,-0.0016892,516869.5,-0.003529318,0.001413571,1.392188E-4,8.699857E-4,-3.850169E-4,3.905186E-4,-0.001471398,-2.790963E-4,-0.007453689,-0.0016892
0.183826,2.414149E-4,6.283185,3.141593,6.283185,760.6305,0.2353964,-3.756593E8,1124.96,1.451988E8,1124.96,1.0,0.9185181,0.009003143,1.105861E-4,9.904473E-4,0.003949798,3.863057E-5,2.021673E-4,0.008204926,5.766242E-5,5.442207E-4,1.131141E-4,0.009237702,8.006726E-4,9.207066E-4,6.364362E-5,0.00102187,1.05534E-5,1.578879E-4,9.303427E-6,3.786188E-4,5.674463E-5,6.1754E-5,5.781416E-4,6.41586E-4,0.01545317,0.001003176,0.007588609,7.706346E-5,0.006965886,0.01298843,9.093506,9.850906E-5,516861.5,-0.003529562,0.00141361,1.392665E-4,8.701528E-4,-3.852118E-4,3.907007E-4,-0.001471457,-2.79329E-4,-0.007454429,-0.001689351,516865.8,-0.003529585,0.001413683,1.392839E-4,8.702414E-4,-3.852262E-4,3.907139E-4,-0.001471588,-2.793191E-4,-0.007454678,-0.001689351
0.1866229,2.450919E-4,6.283185,3.141593,6.283185,760.6117,0.2353964,-3.707221E8,1124.703,1.451536E8,1124.703,1.0,0.918297,0.009088906,1.097427E-4,9.981716E-4,0.003986337,3.929039E-5,2.036768E-4,0.008271824,5.864876E-5,5.483774E-4,1.141176E-4,0.009319385,8.025117E-4,9.276032E-4,6.431609E-5,0.001030459,1.077536E-5,1.5955E-4,9.47571E-6,3.812555E-4,5.752607E-5,6.22122E-5,5.826004E-4,6.455357E-4,0.01541519,0.001010194,0.007584937,7.790473E-5,0.006938432,0.0129517,9.091651,9.851149E-5,516756.2,-0.003536921,0.00141671,1.41102E-4,8.773622E-4,-3.911274E-4,3.962227E-4,-0.001476767,-2.856082E-4,-0.007481989,-0.001693535,516760.6,-0.003536945,0.001416784,1.411203E-4,8.774406E-4,-3.911465E-4,3.962406E-4,-0.001476884,-2.855985E-4,-0.007482244,-0.001693536
0.2,2.626803E-4,6.283185,3.141593,6.283185,760.5234,0.2353964,-3.495263E8,1123.511,1.449437E8,1123.511,1.0,0.9172713,0.009488462,1.058211E-4,0.001033838,0.004156318,4.243078E-5,2.106402E-4,0.008581249,6.332127E-5,5.675172E-4,1.187805E-4,0.009698516,8.103211E-4,9.592975E-4,6.740003E-5,0.001070209,1.183597E-5,1.673305E-4,1.029809E-5,3.933473E-4,6.11749E-5,6.43128E-5,6.031653E-4,6.635263E-4,0.01523894,0.001042378,0.007567907,8.180756E-5,0.006811836,0.01278165,9.083069,9.852293E-5,516268.3,-0.00356875,0.001429861,1.49651E-4,9.0987E-4,-4.189577E-4,4.221066E-4,-0.001500601,-3.147908E-4,-0.007604668,-0.001722413,516272.7,-0.003568769,0.001429941,1.496718E-4,9.099731E-4,-4.189734E-4,4.221209E-4,-0.001500748,-3.147802E-4,-0.007604935,-0.001722408
0.2514646,3.303649E-4,6.283185,3.141593,6.283185,760.198,0.2353964,-2.855009E8,1119.422,1.442241E8,1119.422,1.0,0.9137496,0.01087914,9.323895E-5,0.001153874,0.004746347,5.418327E-5,2.339888E-4,0.009631486,8.056409E-5,6.31275E-4,1.348455E-4,0.01100019,8.27412E-4,0.001064608,7.816981E-5,0.00120527,1.586735E-5,1.949082E-4,1.341832E-5,4.329924E-4,7.389281E-5,7.118055E-5,6.720819E-4,7.209837E-4,0.01463336,0.001147884,0.007509584,9.516762E-5,0.006387583,0.01220272,9.053889,9.856511E-5,514609.9,-0.003649733,0.001461773,2.918083E-4,0.001013527,-5.175505E-4,5.122921E-4,-0.001578497,-4.145927E-4,-0.007966201,-0.001795531,514614.3,-0.003649778,0.001461867,2.918365E-4,0.001013674,-5.175724E-4,5.123114E-4,-0.001578683,-4.145717E-4,-0.00796649,-0.001795492
0.2562294,3.366329E-4,6.283185,3.141593,6.283185,760.1687,0.2353964,-2.825843E8,1119.077,1.441634E8,1119.077,1.0,0.9134524,0.01099776,9.224271E-5,0.001163834,0.004796651,5.524373E-5,2.359219E-4,0.009719248,8.210573E-5,6.36511E-4,1.362038E-4,0.01110988,8.281835E-4,0.001073273,7.912354E-5,0.001216559,1.623502E-5,1.972963E-4,1.370305E-5,4.362042E-4,7.497263E-5,7.17353E-5,6.777722E-4,7.255271E-4,0.01458226,0.001156424,0.007504674,9.629054E-5,0.006352538,0.01215427,9.051446,9.85689E-5,514471.8,-0.003654803,0.00146357,2.957984E-4,0.001021748,-5.260123E-4,5.199314E-4,-0.001584899,-4.22916E-4,-0.007992775,-0.0018005,514476.4,-0.003654853,0.001463667,2.958277E-4,0.001021892,-5.260376E-4,5.19954E-4,-0.001585084,-4.228936E-4,-0.007993076,-0.001800459
0.2565802,3.370943E-4,6.283185,3.141593,6.283185,760.1666,0.2353964,-2.833776E8,1119.052,1.441589E8,1119.052,1.0,0.9134307,0.01100643,9.216432E-5,0.001164561,0.00480036,5.532154E-5,2.360628E-4,0.009725669,8.221881E-5,6.368925E-4,1.36303E-4,0.01111789,8.282345E-4,0.00107392,7.920898E-5,0.001217382,1.626204E-5,1.97471E-4,1.372398E-5,4.364379E-4,7.505154E-5,7.177568E-5,6.781862E-4,7.258565E-4,0.01457853,0.001157044,0.007504316,9.637252E-5,0.006349986,0.01215073,9.051268,9.856918E-5,514461.9,-0.003655171,0.001463696,2.960901E-4,0.001022352,-5.266308E-4,5.20489E-4,-0.001585377,-4.235208E-4,-0.007994721,-0.001800861,514466.7,-0.003655223,0.001463794,2.961197E-4,0.001022497,-5.266571E-4,5.205125E-4,-0.001585561,-4.234979E-4,-0.007995028,-0.001800822
0.2569377,3.375646E-4,6.283185,3.141593,6.283185,760.1643,0.2353964,-2.79856E8,1119.026,1.441544E8,1119.026,1.0,0.9134087,0.01101526,9.207885E-5,0.0011653,0.004804092,5.540079E-5,2.362063E-4,0.009732179,8.233403E-5,6.372806E-4,1.36404E-4,0.01112604,8.282848E-4,0.001074559,7.927717E-5,0.00121822,1.628958E-5,1.976489E-4,1.37453E-5,4.366756E-4,7.513189E-5,7.181676E-5,6.786075E-4,7.261916E-4,0.01457473,0.001157675,0.007503952,9.645598E-5,0.00634739,0.01214714,9.051087,9.856947E-5,514451.6,-0.003655539,0.00146382,2.963865E-4,0.001022964,-5.272596E-4,5.210555E-4,-0.001585859,-4.241382E-4,-0.007996682,-0.001801223,514456.4,-0.003655592,0.001463919,2.964161E-4,0.001023108,-5.272867E-4,5.210798E-4,-0.001586042,-4.241153E-4,-0.00799699,-0.001801184
0.2953629,3.881208E-4,6.283185,3.141593,6.283185,759.9341,0.2353964,-2.458911E8,1116.422,1.43696E8,1116.422,1.0,0.9111651,0.0119181,8.494175E-5,0.001239722,0.005185988,6.378081E-5,2.506381E-4,0.01039005,9.443168E-5,6.760754E-4,1.466793E-4,0.0119539,8.309918E-4,0.001138441,8.626963E-5,0.001302996,1.921109E-5,2.16024E-4,1.60121E-5,4.602617E-4,8.328318E-5,7.588091E-5,7.209936E-4,7.589873E-4,0.01418863,0.001220387,0.007466903,1.049118E-4,0.006086334,0.011783,9.032755,9.859933E-5,513409.6,-0.00368572,0.001472612,3.261888E-4,0.001082161,-5.915743E-4,5.786747E-4,-0.001633123,-4.862815E-4,-0.008177349,-0.001832897,513414.3,-0.003685782,0.001472719,3.262243E-4,0.001082336,-5.916045E-4,5.787014E-4,-0.001633331,-4.862531E-4,-0.008177669,-0.001832837
0.4,5.258683E-4,6.283185,3.141593,6.283185,759.3305,0.2353964,-1.827142E8,1110.492,1.426523E8,1110.492,1.0,0.9060856,0.01400657,7.055425E-5,0.001403532,0.006067062,8.510773E-5,2.824126E-4,0.01184981,1.245462E-4,7.589348E-4,1.700268E-4,0.01381993,8.19551E-4,0.001274854,1.024165E-4,0.001491872,2.674586E-5,2.597771E-4,2.190923E-5,5.094453E-4,1.014421E-4,8.429559E-5,8.130018E-4,8.237287E-4,0.01331386,0.001350708,0.007383292,1.238724E-4,0.00551855,0.01097127,8.99192,9.867771E-5,511088.6,-0.003712083,0.001469835,4.03372E-4,0.001201008,-7.367712E-4,7.061299E-4,-0.001622678,-6.200185E-4,-0.00847598,-0.00188248,511093.1,-0.003712189,0.001469956,4.034204E-4,0.001201213,-7.368268E-4,7.061795E-4,-0.0016229,-6.199755E-4,-0.008476309,-0.001882362
0.6,7.894531E-4,6.283185,3.141593,6.283185,758.2106,0.2353964,-1.189155E8,1102.0,1.411577E8,1102.0,1.0,0.8989756,0.01703589,5.392526E-5,0.001623578,0.007341592,1.206175E-4,3.255063E-4,0.01382129,1.727929E-4,8.624678E-4,2.028339E-4,0.01639845,7.711776E-4,0.001446533,1.256136E-4,0.001749531,3.945709E-5,3.262955E-4,3.210713E-5,5.686869E-4,1.250701E-4,9.426002E-5,9.323528E-4,8.930261E-4,0.01208895,0.00150567,0.007266893,1.498558E-4,0.004776678,0.009866665,8.93634,9.882346E-5,507929.5,-0.003681184,0.001427327,5.068336E-4,0.001339201,-9.270656E-4,8.684393E-4,-0.002055633,-7.83398E-4,-0.008679772,-0.001866481,507933.7,-0.003681342,0.001427462,5.069014E-4,0.001339446,-9.271592E-4,8.685223E-4,-0.002055869,-7.833375E-4,-0.0086801,-0.001866288
0.7212923,9.494963E-4,6.283185,3.141593,6.283185,757.5336,0.2353964,-9.656723E7,1097.916,1.404388E8,1097.916,1.0,0.8956739,0.01848613,4.733915E-5,0.001722819,0.007951062,1.394233E-4,3.452833E-4,0.01470701,1.974614E-4,9.052205E-4,2.180949E-4,0.01757678,7.391268E-4,0.001518528,1.365681E-4,0.001866675,4.622408E-5,3.593933E-4,3.769262E-5,5.924731E-4,1.349426E-4,9.81707E-5,9.838782E-4,9.170727E-4,0.01152046,0.001566554,0.007213124,1.616425E-4,0.004452717,0.009367163,8.911175,9.891178E-5,506499.3,-0.00364961,0.001397761,5.516652E-4,0.001394478,-0.001006007,9.341517E-4,-0.001936934,-8.474361E-4,-0.008705139,-0.001844781,506503.6,-0.003649794,0.001397905,5.517457E-4,0.001394758,-0.001006122,9.342539E-4,-0.001937194,-8.473569E-4,-0.008705545,-0.001844586
0.7815129,0.00102901,6.283185,3.141593,6.283185,757.1963,0.2353964,-8.791455E7,1096.087,1.40117E8,1096.087,1.0,0.8942294,0.01912953,4.465547E-5,0.001765765,0.008221409,1.481236E-4,3.539401E-4,0.01508834,2.086787E-4,9.228001E-4,2.24774E-4,0.01808765,7.235968E-4,0.001548459,1.413898E-4,0.001917445,4.935728E-5,3.743334E-4,4.031978E-5,6.021482E-4,1.389926E-4,9.973802E-5,0.001005611,9.260177E-4,0.01127191,0.001590945,0.007189664,1.667325E-4,0.004315031,0.009151472,8.900297,9.895584E-5,505881.1,-0.003633489,0.001383342,5.758048E-4,0.001417086,-0.001038138,9.605601E-4,-0.00196309,-8.724325E-4,-0.008704433,-0.00183228,505885.5,-0.003633686,0.001383492,5.758914E-4,0.001417384,-0.001038263,9.606713E-4,-0.001963363,-8.723455E-4,-0.008704872,-0.001832081
0.8,0.001053427,6.283185,3.141593,6.283185,757.0926,0.2353964,-8.556054E7,1095.548,1.400221E8,1095.548,1.0,0.8938078,0.01931837,4.388853E-5,0.001778253,0.008300752,1.507175E-4,3.564704E-4,0.01519893,2.119998E-4,9.278002E-4,2.267238E-4,0.01823619,7.18908E-4,0.001557015,1.428003E-4,0.001932211,5.029152E-5,3.787476E-4,4.110833E-5,6.048896E-4,1.40142E-4,1.001792E-4,0.00101186,9.284513E-4,0.01119938,0.001597807,0.007182824,1.682101E-4,0.004275301,0.009088846,8.897138,9.89694E-5,505701.5,-0.00362857,0.001378991,5.826196E-4,0.001423511,-0.001047222,9.679847E-4,-0.001970643,-8.79461E-4,-0.008702976,-0.001828306,505706.0,-0.003628772,0.001379142,5.827085E-4,0.001423817,-0.001047351,9.680991E-4,-0.001970923,-8.793702E-4,-0.008703434,-0.00182811
0.8357771,0.001100689,6.283185,3.141593,6.283185,756.8915,0.2353964,-8.123881E7,1094.532,1.398432E8,1094.532,1.0,0.8930186,0.01967309,4.248124E-5,0.001801573,0.008449802,1.556395E-4,3.61212E-4,0.01540506,2.182725E-4,9.369974E-4,2.303735E-4,0.01851351,7.099504E-4,0.001572811,1.454456E-4,0.001959783,5.206414E-5,3.870761E-4,4.261134E-5,6.099202E-4,1.422519E-4,1.009847E-4,0.001023441,9.327916E-4,0.01106365,0.001610333,0.007170032,1.709654E-4,0.004201494,0.008972037,8.891243,9.899569E-5,505366.5,-0.003619122,0.001370681,5.91986E-4,0.001435326,-0.001063854,9.815257E-4,-0.001984646,-8.922124E-4,-0.008698762,-0.001820493,505371.0,-0.003619331,0.001370835,5.920784E-4,0.001435641,-0.001063989,9.816455E-4,-0.001984932,-8.921176E-4,-0.008699235,-0.001820293
0.8705097,0.001146583,6.283185,3.141593,6.283185,756.6959,0.2353964,-7.748691E7,1093.576,1.39675E8,1093.576,1.0,0.8922841,0.02000473,4.120028E-5,0.001823219,0.008589183,1.602985E-4,3.656338E-4,0.01559588,2.241766E-4,9.453651E-4,2.337705E-4,0.01877074,7.013988E-4,0.001587268,1.479258E-4,0.001985369,5.374196E-5,3.94905E-4,4.404221E-5,6.144849E-4,1.441665E-4,1.017109E-4,0.001034082,9.365807E-4,0.01093738,0.001621621,0.007158138,1.735173E-4,0.004133456,0.008863809,8.885778,9.902128E-5,505056.2,-0.00361069,0.001362772,5.990454E-4,0.001446094,-0.001078884,9.93698E-4,-0.001997533,-9.036812E-4,-0.008693187,-0.001812806,505060.9,-0.003610906,0.00136293,5.991423E-4,0.001446421,-0.001079027,9.938254E-4,-0.001997829,-9.0358E-4,-0.008693697,-0.00181261
0.8799065,0.001159002,6.283185,3.141593,6.283185,756.6427,0.2353964,-7.668047E7,1093.322,1.396303E8,1093.322,1.000001,0.8920903,0.0200924,4.085114E-5,0.001828918,0.008626148,1.615385E-4,3.668014E-4,0.01564612,2.257446E-4,9.475404E-4,2.346661E-4,0.0188384,6.990852E-4,0.001591093,1.486357E-4,0.0019921,5.418888E-5,3.969808E-4,4.442471E-5,6.156695E-4,1.446635E-4,1.018987E-4,0.001036861,9.375384E-4,0.0109041,0.001624531,0.007155005,1.74188E-4,0.004115635,0.008835366,8.884339,9.902824E-5,504975.5,-0.003608208,0.001360672,6.008794E-4,0.001448954,-0.001082761,9.968254E-4,-0.002000968,-9.065558E-4,-0.008691607,-0.001810756,504980.6,-0.003608428,0.001360833,6.009787E-4,0.001449281,-0.001082915,9.969622E-4,-0.002001264,-9.064517E-4,-0.008692148,-0.001810566
0.8804077,0.001159664,6.283185,3.141593,6.283185,756.6399,0.2353964,-7.702449E7,1093.309,1.396279E8,1093.309,1.000001,0.89208,0.02009705,4.083039E-5,0.00182922,0.008628123,1.616042E-4,3.668632E-4,0.01564879,2.25828E-4,9.476556E-4,2.347136E-4,0.01884198,6.989596E-4,0.001591302,1.486809E-4,0.001992456,5.421261E-5,3.970911E-4,4.444505E-5,6.15732E-4,1.446898E-4,1.019085E-4,0.001037008,9.375886E-4,0.01090233,0.001624684,0.007154839,1.742235E-4,0.004114691,0.008833858,8.884263,9.902861E-5,504971.3,-0.003608031,0.001360562,6.009762E-4,0.001449112,-0.001082962,9.969862E-4,-0.002001156,-9.067064E-4,-0.008691526,-0.001810648,504976.4,-0.003608252,0.001360723,6.010759E-4,0.001449438,-0.001083118,9.971249E-4,-0.002001451,-9.06602E-4,-0.008692072,-0.00181046
0.8810384,0.001160498,6.283185,3.141593,6.283185,756.6363,0.2353964,-7.654114E7,1093.292,1.39625E8,1093.292,1.000001,0.8920671,0.0201029,4.080537E-5,0.0018296,0.008630588,1.61687E-4,3.66941E-4,0.01565213,2.259329E-4,9.478002E-4,2.347732E-4,0.01884649,6.988003E-4,0.001591557,1.487282E-4,0.001992905,5.424248E-5,3.972297E-4,4.447064E-5,6.158107E-4,1.447228E-4,1.01921E-4,0.001037193,9.376518E-4,0.01090011,0.001624877,0.00715463,1.742682E-4,0.004113505,0.008831964,8.884167,9.902908E-5,504965.9,-0.003607808,0.001360421,6.010981E-4,0.00144931,-0.001083214,9.971885E-4,-0.002001393,-9.068956E-4,-0.008691422,-0.001810512,504971.1,-0.003608029,0.001360583,6.011979E-4,0.001449633,-0.001083372,9.973291E-4,-0.002001686,-9.067913E-4,-0.008691969,-0.001810324
