Distance (cm),Plug_flow_residence_time (sec),Internal_surface_area_per_unit_distance (cm),Cross-section_area (cm2),External_surface_area_per_unit_distance (cm),Velocity (cm/sec),Exit_mass_flow_rate (g/sec),Volumetric_heat_production_rate (erg/cm3-sec),Surface_temperature (K),Heat_loss_rate (erg/cm-sec),Temperature (K),Pressure (atm),Mole_fraction_H2 (),Mole_fraction_CH4 (),Mole_fraction_C2H6 (),Mole_fraction_C2H4 (),Mole_fraction_C3H6 (),Mole_fraction_C4H8-1 (),Mole_fraction_C4H6 (),Mole_fraction_NC12H26 (),Mole_fraction_NC16H34 (),Mole_fraction_NC10H20 (),Molecular_weight (g/mole),Mass_density (g/cm3),Unburned_hydrocarbons (ppm),UHC_Sens_GasRxn#32 (),UHC_Sens_GasRxn#167 (),UHC_Sens_GasRxn#11427 (),UHC_Sens_GasRxn#11449 (),UHC_Sens_GasRxn#11450 (),UHC_Sens_GasRxn#11452 (),UHC_Sens_GasRxn#11453 (),UHC_Sens_GasRxn#11692 (),UHC_Sens_GasRxn#11743 (),UHC_Sens_GasRxn#11794 (),Volatile_organic_compounds (ppm),VOC_Sens_GasRxn#32 (),VOC_Sens_GasRxn#167 (),VOC_Sens_GasRxn#11427 (),VOC_Sens_GasRxn#11449 (),VOC_Sens_GasRxn#11450 (),VOC_Sens_GasRxn#11452 (),VOC_Sens_GasRxn#11453 (),VOC_Sens_GasRxn#11692 (),VOC_Sens_GasRxn#11743 (),VOC_Sens_GasRxn#11794 ()
4.4,0.006035782,6.283185,3.141593,6.283185,712.2998,0.2365664,-1.128853E7,1025.651,1.277198E8,1025.651,1.000003,0.8965606,0.009460964,0.004398081,0.02842927,0.01412251,0.004107011,0.004899661,0.006478454,0.003237279,0.01341502,8.89727,1.057159E-4,504714.9,-0.002395592,-0.001285062,-0.001163469,-0.006179177,-0.001268655,0.002559842,-0.002559705,0.001351003,-0.001865754,-0.001513821,504731.8,-0.002395919,-0.001285125,-0.001163724,-0.006180164,-0.001268596,0.002560868,-0.00256073,0.001352784,-0.001865542,-0.001513625
4.6,0.006316829,6.283185,3.141593,6.283185,710.9499,0.2365664,-1.038228E7,1023.341,1.273131E8,1023.341,1.000003,0.8961884,0.009548715,0.004441617,0.02860813,0.01421505,0.004121824,0.004930023,0.006450785,0.003218582,0.01333521,8.894081,1.059166E-4,504534.0,-0.002393768,-0.001254975,-0.001153518,-0.006148206,-0.001272648,0.002554267,-0.00255413,0.001350867,-0.001867803,-0.001513313,504550.9,-0.002394104,-0.001255039,-0.001153774,-0.006149207,-0.001272585,0.002555298,-0.002555161,0.001352666,-0.001867586,-0.001513112
4.8,0.006598409,6.283185,3.141593,6.283185,709.6093,0.2365664,-9560414.0,1021.073,1.269139E8,1021.073,1.000003,0.8958431,0.009630632,0.00448249,0.0287734,0.01430095,0.004135336,0.004958015,0.006425175,0.003201303,0.01326134,8.891136,1.061167E-4,504366.9,-0.002391981,-0.001227881,-0.001144144,-0.006150244,-0.001276292,0.002548747,-0.002548612,0.001350715,-0.001869695,-0.001512856,504384.0,-0.002392335,-0.001227972,-0.001144409,-0.006151305,-0.001276227,0.002549798,-0.002549664,0.001352527,-0.001869493,-0.001512666
5.0,0.006880519,6.283185,3.141593,6.283185,708.2774,0.2365664,-8815633.0,1018.844,1.265216E8,1018.844,1.000003,0.8955221,0.009707233,0.004520917,0.02892636,0.01438082,0.004147692,0.004983862,0.006401429,0.003185305,0.01319286,8.888409,1.063163E-4,504212.5,-0.002390244,-0.001202102,-0.001135307,-0.00614031,-0.001279632,0.002544165,-0.002544031,0.001350545,-0.001871459,-0.001512423,504229.9,-0.002390631,-0.001202257,-0.001135598,-0.006141503,-0.001279568,0.00254526,-0.002545126,0.001352364,-0.001871303,-0.001512267
5.2,0.007163159,6.283185,3.141593,6.283185,706.9536,0.2365664,-8138799.0,1016.651,1.261356E8,1016.651,1.000003,0.8952234,0.009778862,0.004557077,0.02906811,0.01445519,0.004159002,0.00500776,0.006379383,0.003170472,0.01312929,8.885883,1.065153E-4,504069.3,-0.002388526,-0.001230966,-0.001126963,-0.006130833,-0.001282698,0.002539481,-0.002539345,0.001350357,-0.001873094,-0.001512062,504087.1,-0.002388943,-0.001231176,-0.001127275,-0.006132143,-0.001282635,0.002540615,-0.002540479,0.001352183,-0.001872977,-0.001511936
5.340804,0.00736246,6.283185,3.141593,6.283185,706.0262,0.2365664,-7729225.0,1015.127,1.258674E8,1015.127,1.000004,0.8950255,0.009826566,0.004581262,0.02916168,0.01450448,0.004166401,0.005023507,0.006364805,0.003160675,0.01308725,8.884216,1.066552E-4,503974.8,-0.002387343,-0.001218945,-0.001121372,-0.006124455,-0.001284704,0.002536393,-0.002536257,0.001350219,-0.001874177,-0.001511834,503993.0,-0.002387792,-0.001219221,-0.001121708,-0.0061259,-0.001284644,0.002537571,-0.002537435,0.001352045,-0.00187411,-0.001511745
5.4,0.007446331,6.283185,3.141593,6.283185,705.6375,0.2365664,-7552860.0,1014.491,1.257555E8,1014.491,1.000004,0.8949453,0.009845901,0.004591112,0.02919949,0.01452446,0.004169369,0.005029863,0.006358908,0.003156714,0.01307024,8.883542,1.06714E-4,503936.6,-0.002386835,-0.001214015,-0.001119088,-0.00612183,-0.001285508,0.002535089,-0.002534953,0.001350156,-0.001874608,-0.00151174,503954.9,-0.002387289,-0.001214299,-0.001119427,-0.006123291,-0.001285448,0.002536273,-0.002536137,0.001351985,-0.001874545,-0.001511654
5.6,0.007730081,6.283185,3.141593,6.283185,704.3292,0.2365666,-6998440.0,1012.364,1.253811E8,1012.364,1.000004,0.8946878,0.00990823,0.004623028,0.02932072,0.01458872,0.004178804,0.005050198,0.006339972,0.003144006,0.01301563,8.881381,1.069122E-4,503814.0,-0.00238513,-0.001197979,-0.001111671,-0.006113226,-0.001288087,0.002530998,-0.002530863,0.001349929,-0.001875997,-0.001511451,503832.2,-0.002385588,-0.001198256,-0.001112009,-0.006114685,-0.001288024,0.002532182,-0.002532047,0.001351772,-0.001875926,-0.001511359
5.8,0.008014319,6.283185,3.141593,6.283185,703.0272,0.2365666,-6490412.0,1010.263,1.250112E8,1010.263,1.000004,0.894446,0.009966971,0.004653278,0.02943407,0.01464909,0.00418754,0.005069171,0.006322231,0.003132113,0.01296447,8.87936,1.071102E-4,503699.4,-0.002383449,-0.00118269,-0.001104622,-0.006104991,-0.001290489,0.002527131,-0.002526995,0.001349683,-0.001877303,-0.001511198,503717.6,-0.00238391,-0.001182962,-0.001104959,-0.006106447,-0.001290422,0.002528316,-0.00252818,0.00135154,-0.001877224,-0.001511099
6.0,0.008299068,6.283185,3.141593,6.283185,701.7313,0.2365667,-6024586.0,1008.186,1.246458E8,1008.186,1.000004,0.8942195,0.01002222,0.004681898,0.02953983,0.01470569,0.004195611,0.005086833,0.006305641,0.003121003,0.01291663,8.877474,1.07308E-4,503592.4,-0.002381798,-0.001170098,-0.001097935,-0.006097127,-0.001292721,0.002523484,-0.002523348,0.001349417,-0.00187853,-0.001510978,503610.5,-0.002382261,-0.001170365,-0.001098271,-0.006098581,-0.001292652,0.002524669,-0.002524534,0.001351286,-0.001878443,-0.001510873
6.2,0.008584341,6.283185,3.141593,6.283185,700.4416,0.2365667,-5597024.0,1006.134,1.242846E8,1006.134,1.000004,0.8940075,0.01007414,0.004708958,0.02963844,0.01475872,0.004203064,0.005103257,0.006290139,0.003110632,0.01287192,8.875715,1.075056E-4,503492.6,-0.002380178,-0.001157011,-0.001091599,-0.006089626,-0.001294798,0.00252005,-0.002519915,0.001349132,-0.001879683,-0.00151079,503510.7,-0.002380644,-0.001157273,-0.001091934,-0.006091079,-0.001294725,0.002521236,-0.0025211,0.001351012,-0.001879588,-0.00151068
6.4,0.008870138,6.283185,3.141593,6.283185,699.1576,0.2365666,-5204005.0,1004.104,1.239273E8,1004.104,1.000004,0.893809,0.01012294,0.004734546,0.02973037,0.01480842,0.004209947,0.005118532,0.006275651,0.003100948,0.01283014,8.874074,1.07703E-4,503399.5,-0.002378592,-0.001144561,-0.001085595,-0.006082478,-0.001296731,0.002516819,-0.002516684,0.001348827,-0.001880768,-0.001510633,503417.6,-0.002379061,-0.001144819,-0.00108593,-0.006083928,-0.001296656,0.002518006,-0.00251787,0.00135072,-0.001880667,-0.001510518
6.6,0.009156458,6.283185,3.141593,6.283185,697.8791,0.2365666,-4842205.0,1002.095,1.235737E8,1002.095,1.000004,0.8936231,0.01016883,0.004758754,0.02981613,0.01485502,0.00421631,0.005132745,0.006262102,0.003091899,0.01279106,8.872543,1.079003E-4,503312.7,-0.002377039,-0.001132709,-0.001080032,-0.006075663,-0.001298533,0.00251378,-0.002513645,0.001348503,-0.001881791,-0.001510505,503330.7,-0.002377511,-0.001132964,-0.001080366,-0.006077112,-0.001298456,0.002514967,-0.002514832,0.001350406,-0.001881683,-0.001510384
6.8,0.009443303,6.283185,3.141593,6.283185,696.606,0.2365666,-4508716.0,1000.106,1.232236E8,1000.106,1.000004,0.8934489,0.01021199,0.004781663,0.02989616,0.01489875,0.004222194,0.005145974,0.006249425,0.003083441,0.0127545,8.871113,1.080975E-4,503231.6,-0.002375522,-0.001121424,-0.001074621,-0.006069166,-0.001300217,0.002510922,-0.002510787,0.001348161,-0.001882756,-0.001510402,503249.6,-0.002375996,-0.001121675,-0.001074955,-0.006070613,-0.001300138,0.002512109,-0.002511974,0.001350074,-0.001882643,-0.001510278
7.0,0.009730671,6.283185,3.141593,6.283185,695.338,0.2365666,-4200981.0,998.1355,1.228768E8,998.1355,1.000004,0.8932855,0.01025259,0.004803347,0.02997087,0.01493978,0.004227639,0.005158287,0.006237561,0.003075532,0.01272028,8.869778,1.082947E-4,503155.8,-0.002374039,-0.001110722,-0.001069491,-0.006062973,-0.00130179,0.002508235,-0.0025081,0.001347802,-0.001883667,-0.001510324,503173.8,-0.002374515,-0.001110969,-0.001069824,-0.006064419,-0.001301709,0.002509423,-0.002509288,0.001349723,-0.001883549,-0.001510195
7.2,0.01001856,6.283185,3.141593,6.283185,694.0749,0.2365666,-3916446.0,996.1822,1.22533E8,996.1822,1.000004,0.8931322,0.01029082,0.00482389,0.03004068,0.01497834,0.004232686,0.005169763,0.006226443,0.003068126,0.01268822,8.868529,1.084917E-4,503085.0,-0.002372591,-0.001100423,-0.001064623,-0.006057067,-0.001303265,0.002505671,-0.002505535,0.001347425,-0.001884531,-0.001510268,503103.0,-0.002373069,-0.001100667,-0.001064956,-0.006058511,-0.001303182,0.002506859,-0.002506724,0.001349355,-0.001884407,-0.001510135
7.4,0.01030698,6.283185,3.141593,6.283185,692.8165,0.2365666,-3653188.0,994.2452,1.22192E8,994.2452,1.000005,0.8929883,0.01032684,0.004843363,0.03010597,0.01501459,0.004237369,0.005180466,0.006216017,0.003061186,0.01265815,8.867361,1.086888E-4,503018.7,-0.00237118,-0.001090603,-0.001060004,-0.006051433,-0.001303881,0.002503289,-0.002503153,0.001347033,-0.00188535,-0.001510232,503036.7,-0.002371659,-0.001090843,-0.001060336,-0.006052876,-0.001303797,0.002504477,-0.002504342,0.00134897,-0.001885222,-0.001510096
