Time_Soln#11 (sec),Volume_Soln#11 (cm3),Volumetric_heat_production_rate_Soln#11 (erg/cm3-sec),Surface_temperature_Soln#11 (K),Temperature_Soln#11 (K),Mass_Soln#11 (g),Pressure_Soln#11 (atm),Mole_fraction_H2_Soln#11 (),Mole_fraction_H_Soln#11 (),Mole_fraction_CH4_Soln#11 (),Mole_fraction_CH3_Soln#11 (),Mole_fraction_C2H6_Soln#11 (),Mole_fraction_C2H5_Soln#11 (),Mole_fraction_C2H4_Soln#11 (),Mole_fraction_C2H2_Soln#11 (),Mole_fraction_C3H8_Soln#11 (),Mole_fraction_C3H6_Soln#11 (),Mole_fraction_C3H5-A_Soln#11 (),Mole_fraction_C3H4-P_Soln#11 (),Mole_fraction_C3H4-A_Soln#11 (),Mole_fraction_NC4H10_Soln#11 (),Mole_fraction_IC4H10_Soln#11 (),Mole_fraction_IC4H9_Soln#11 (),Mole_fraction_TC4H9_Soln#11 (),Mole_fraction_IC4H8_Soln#11 (),Mole_fraction_IC4H7_Soln#11 (),Mole_fraction_C4H8-1_Soln#11 (),Mole_fraction_C4H8-2_Soln#11 (),Mole_fraction_C4H71-3_Soln#11 (),Mole_fraction_C4H6_Soln#11 (),Mole_fraction_C4H4_Soln#11 (),Mole_fraction_C4H2_Soln#11 (),Mole_fraction_C6H6_Soln#11 (),Mole_fraction_FULVENE_Soln#11 (),Mole_fraction_C5H6_Soln#11 (),Mole_fraction_C5H5_Soln#11 (),Mole_fraction_MCPTD_Soln#11 (),Mole_fraction_C10H8_Soln#11 (),Mole_fraction_NEOC5H12_Soln#11 (),Mole_fraction_NC5H10_Soln#11 (),Mole_fraction_B1M2_Soln#11 (),Mole_fraction_LC5H8_Soln#11 (),Mole_fraction_NC6H12_Soln#11 (),Mole_fraction_NC7H14_Soln#11 (),Mole_fraction_IC8H16_Soln#11 (),Mole_fraction_DIMEPTD_Soln#11 (),Mole_fraction_C7H8_Soln#11 (),Mole_fraction_C7H7_Soln#11 (),Mole_fraction_C6H5C2H_Soln#11 (),Mole_fraction_C6H5C2H3_Soln#11 (),Mole_fraction_C6H5C2H5_Soln#11 (),Mole_fraction_INDENE_Soln#11 (),Mole_fraction_C12H8_Soln#11 (),Mole_fraction_C14H10_Soln#11 (),Mole_fraction_BIN1B_Soln#11 (),Mole_fraction_NC10H20_Soln#11 (),Mole_fraction_IC12H26_Soln#11 (),Molecular_weight_Soln#11 (g/mole),Mass_density_Soln#11 (g/cm3),Unburned_hydrocarbons_Soln#11 (ppm),Volatile_organic_compounds_Soln#11 (ppm)
7.593092E-6,15.01647,-9.962387E9,1380.357,1380.357,0.001118727,1.0,0.8648348,1.175237E-4,0.0220306,0.002369833,0.007684363,6.576818E-5,0.01320399,5.403585E-4,7.141274E-4,0.02783347,2.532339E-4,4.751676E-4,0.002415895,1.025204E-4,4.618944E-4,3.242075E-5,5.642466E-5,0.02092928,0.006506374,0.002375924,1.880291E-4,4.481111E-5,0.002680018,1.129937E-4,4.103692E-7,4.36047E-4,2.550544E-6,6.846705E-5,1.187795E-5,8.8097E-5,8.391115E-8,3.099197E-4,5.961116E-4,3.926287E-4,0.001095111,9.353582E-5,7.956548E-4,0.007652711,0.001728624,0.006670894,2.074517E-4,3.671915E-8,3.911614E-6,1.119963E-4,4.642086E-7,1.502224E-8,1.683256E-7,3.231908E-12,0.002546306,8.631621E-4,8.43851,7.449998E-5,477581.4,477581.4
7.62183E-6,15.0168,-9.918823E9,1380.297,1380.297,0.001118727,1.0,0.864763,1.171241E-4,0.0220662,0.002362262,0.00768961,6.560249E-5,0.01322574,5.418242E-4,7.146959E-4,0.02784934,2.532337E-4,4.766759E-4,0.002421703,1.025484E-4,4.618636E-4,3.225408E-5,5.614747E-5,0.02094222,0.006508584,0.002378244,1.882695E-4,4.471446E-5,0.002682924,1.134855E-4,4.128302E-7,4.368343E-4,2.562979E-6,6.870621E-5,1.194239E-5,8.834492E-5,8.442035E-8,3.098451E-4,5.960598E-4,3.934137E-4,0.001095878,9.358181E-5,7.954712E-4,0.007634649,0.001728829,0.006669892,2.07349E-4,3.695588E-8,3.927928E-6,1.122147E-4,4.661702E-7,1.51612E-8,1.685692E-7,3.245188E-12,0.002539876,8.572846E-4,8.437958,7.449834E-5,477550.2,477550.2
7.643384E-6,15.01705,-9.88639E9,1380.253,1380.253,0.001118727,1.0,0.8647093,1.168263E-4,0.02209281,0.002356618,0.00769352,6.547884E-5,0.01324202,5.429215E-4,7.151198E-4,0.02786118,2.532335E-4,4.778058E-4,0.002426053,1.025691E-4,4.618398E-4,3.212997E-5,5.5941E-5,0.02095188,0.006510217,0.002379976,1.884491E-4,4.464232E-5,0.002685096,1.138542E-4,4.146775E-7,4.374233E-4,2.572304E-6,6.888549E-5,1.199075E-5,8.853041E-5,8.480267E-8,3.097887E-4,5.960196E-4,3.940002E-4,0.00109645,9.361606E-5,7.953322E-4,0.007621146,0.001728979,0.006669143,2.072722E-4,3.713369E-8,3.94015E-6,1.12378E-4,4.676412E-7,1.526585E-8,1.687514E-7,3.255143E-12,0.002535075,8.529079E-4,8.437546,7.449712E-5,477526.9,477526.9
7.655491E-6,15.01718,-9.868221E9,1380.228,1380.228,0.001118727,1.0,0.8646792,1.166597E-4,0.02210773,0.00235346,0.007695707,6.540962E-5,0.01325114,5.435371E-4,7.15357E-4,0.02786781,2.532335E-4,4.784401E-4,0.002428494,1.025807E-4,4.618263E-4,3.206059E-5,5.582556E-5,0.02095729,0.006511124,0.002380946,1.885497E-4,4.460192E-5,0.002686313,1.140612E-4,4.157159E-7,4.377535E-4,2.577542E-6,6.898616E-5,1.201793E-5,8.863444E-5,8.50176E-8,3.097569E-4,5.959965E-4,3.943289E-4,0.001096771,9.363521E-5,7.952537E-4,0.007613578,0.001729062,0.006668724,2.072291E-4,3.723367E-8,3.947011E-6,1.124695E-4,4.684675E-7,1.53248E-8,1.688535E-7,3.260733E-12,0.002532386,8.504612E-4,8.437315,7.449643E-5,477513.8,477513.8
7.692251E-6,15.0176,-9.813443E9,1380.152,1380.152,0.001118727,1.0,0.8645883,1.161572E-4,0.02215289,0.002343928,0.007702304,6.520049E-5,0.01327876,5.45403E-4,7.160729E-4,0.02788782,2.532333E-4,4.803636E-4,0.002435898,1.026153E-4,4.617842E-4,3.185144E-5,5.547749E-5,0.02097363,0.006513838,0.002383877,1.888539E-4,4.447984E-5,0.002689994,1.146895E-4,4.188714E-7,4.387533E-4,2.593443E-6,6.929165E-5,1.210052E-5,8.894949E-5,8.56709E-8,3.096596E-4,5.959239E-4,3.953228E-4,0.001097738,9.369293E-5,7.950131E-4,0.007590677,0.001729304,0.006667455,2.070985E-4,3.753767E-8,3.967819E-6,1.127464E-4,4.709759E-7,1.550455E-8,1.691624E-7,3.277698E-12,0.002524256,8.430865E-4,8.436617,7.449436E-5,477474.3,477474.3
8.148174E-6,15.02256,-9.173307E9,1379.245,1379.245,0.001118727,1.0,0.8634991,1.102946E-4,0.02269637,0.002232206,0.007779295,6.272765E-5,0.01361212,5.681551E-4,7.244701E-4,0.02812329,2.532328E-4,5.039706E-4,0.002526587,1.02999E-4,4.611501E-4,2.942814E-5,5.143583E-5,0.02116678,0.006542624,0.002418654,1.924823E-4,4.303242E-5,0.002734128,1.224473E-4,4.583371E-7,4.508385E-4,2.790413E-6,7.306235E-5,1.313174E-5,9.276481E-5,9.38604E-8,3.083786E-4,5.947548E-4,4.072073E-4,0.001109132,9.436061E-5,7.917931E-4,0.007315509,0.001731462,0.006652271,2.055097E-4,4.136128E-8,4.223268E-6,1.160697E-4,5.020582E-7,1.782548E-8,1.728763E-7,3.487268E-12,0.002427467,7.577229E-4,8.42829,7.446977E-5,477003.0,477003.0
8.301679E-6,15.02414,-8.972958E9,1378.953,1378.953,0.001118727,1.0,0.8631479,1.084637E-4,0.02287281,0.00219712,0.007803343,6.194252E-5,0.01372072,5.756588E-4,7.271095E-4,0.02819761,2.532332E-4,5.118188E-4,0.002556663,1.031103E-4,4.608942E-4,2.867795E-5,5.018123E-5,0.02122811,0.006550398,0.002429741,1.936472E-4,4.257128E-5,0.002748384,1.250443E-4,4.717552E-7,4.547821E-4,2.856604E-6,7.432477E-5,1.348162E-5,9.401186E-5,9.66526E-8,3.079198E-4,5.942578E-4,4.110312E-4,0.001112732,9.456641E-5,7.906197E-4,0.007226399,0.00173186,0.006647377,2.049877E-4,4.267036E-8,4.308198E-6,1.171446E-4,5.125122E-7,1.864512E-8,1.740804E-7,3.557531E-12,0.002396469,7.313473E-4,8.425617,7.446192E-5,476851.7,476851.7
8.381456E-6,15.02495,-8.871612E9,1378.803,1378.803,0.001118727,1.0,0.8629683,1.075386E-4,0.02296326,0.002179356,0.007815493,6.154339E-5,0.01377647,5.795284E-4,7.284461E-4,0.0282353,2.532336E-4,5.158783E-4,0.002572203,1.031649E-4,4.607535E-4,2.830014E-5,4.954876E-5,0.02125929,0.006554078,0.002435385,1.942418E-4,4.233655E-5,0.002755679,1.26391E-4,4.787533E-7,4.568078E-4,2.890975E-6,7.497954E-5,1.366395E-5,9.465263E-5,9.811046E-8,3.076765E-4,5.939805E-4,4.129844E-4,0.001114558,9.466978E-5,7.899938E-4,0.007180764,0.001732006,0.006644874,2.04719E-4,4.335496E-8,4.352125E-6,1.17695E-4,5.179431E-7,1.907875E-8,1.746974E-7,3.594E-12,0.002380658,7.18078E-4,8.424252,7.445793E-5,476774.5,476774.5
8.415494E-6,15.02529,-8.828929E9,1378.74,1378.74,0.001118727,1.0,0.8628922,1.071491E-4,0.02300161,0.00217187,0.007820609,6.137485E-5,0.01380012,5.811734E-4,7.290094E-4,0.0282512,2.532337E-4,5.176066E-4,0.002578816,1.031876E-4,4.606919E-4,2.814132E-5,4.928276E-5,0.02127245,0.006555576,0.00243777,1.944934E-4,4.223737E-5,0.002758769,1.269649E-4,4.817441E-7,4.576673E-4,2.905634E-6,7.525864E-5,1.374184E-5,9.492456E-5,9.873382E-8,3.075718E-4,5.938584E-4,4.13811E-4,0.001115329,9.471317E-5,7.897236E-4,0.007161427,0.001732057,0.006643814,2.046049E-4,4.364791E-8,4.370825E-6,1.179281E-4,5.2026E-7,1.926532E-8,1.749589E-7,3.609551E-12,0.002373971,7.125027E-4,8.423675,7.445624E-5,476741.8,476741.9
8.499873E-6,15.02613,-8.724568E9,1378.585,1378.585,0.001118727,1.0,0.8627052,1.061973E-4,0.02309602,0.002153557,0.007833111,6.096173E-5,0.01385838,5.852352E-4,7.303877E-4,0.02829012,2.532341E-4,5.218806E-4,0.00259516,1.03242E-4,4.605355E-4,2.775384E-5,4.863346E-5,0.02130473,0.006559101,0.002443621,1.951114E-4,4.199412E-5,0.002766368,1.28386E-4,4.891711E-7,4.597854E-4,2.941954E-6,7.594982E-5,1.393518E-5,9.55947E-5,1.002827E-7,3.073098E-4,5.93546E-4,4.15842E-4,0.001117216,9.481884E-5,7.890457E-4,0.007113852,0.00173215,0.006641209,2.043234E-4,4.437642E-8,4.417066E-6,1.185016E-4,5.260022E-7,1.973201E-8,1.756026E-7,3.64808E-12,0.002357552,6.989094E-4,8.422257,7.445209E-5,476661.6,476661.6
8.849124E-6,15.02947,-8.312987E9,1377.96,1377.96,0.001118727,1.0,0.8619529,1.024485E-4,0.02347754,0.002081182,0.007882348,5.931727E-5,0.01409431,6.018186E-4,7.358369E-4,0.02844442,2.532359E-4,5.394258E-4,0.002662117,1.03444E-4,4.598338E-4,2.623663E-5,4.608652E-5,0.02143322,0.006571025,0.002466965,1.975902E-4,4.102358E-5,0.002796973,1.342429E-4,5.200959E-7,4.683742E-4,3.092016E-6,7.880097E-5,1.473887E-5,9.831182E-5,1.067449E-7,3.061928E-4,5.921174E-4,4.239915E-4,0.0011247,9.522963E-5,7.861284E-4,0.006922018,0.001732104,0.006630728,2.031787E-4,4.742501E-8,4.60682E-6,1.208131E-4,5.497555E-7,2.172493E-8,1.782018E-7,3.807301E-12,0.002291799,6.458108E-4,8.416569,7.443552E-5,476339.7,476339.7
8.986062E-6,15.03074,-8.160068E9,1377.724,1377.724,0.001118727,1.0,0.861667,1.01058E-4,0.0236232,0.002054235,0.007900608,5.870004E-5,0.01418462,6.082227E-4,7.378663E-4,0.02850205,2.532366E-4,5.46243E-4,0.002688069,1.035135E-4,4.595366E-4,2.567761E-5,4.514622E-5,0.02148147,0.006574577,0.002475749,1.985285E-4,4.065835E-5,0.002808614,1.365281E-4,5.322991E-7,4.71666E-4,3.150724E-6,7.991481E-5,1.505541E-5,9.935261E-5,1.093008E-7,3.05742E-4,5.91501E-4,4.270769E-4,0.001127498,9.537943E-5,7.849394E-4,0.006848971,0.001731905,0.006626747,2.027389E-4,4.863483E-8,4.680506E-6,1.216929E-4,5.590633E-7,2.253343E-8,1.791934E-7,3.869651E-12,0.002266949,6.263094E-4,8.414415,7.442927E-5,476217.8,476217.8
9.105186E-6,15.03181,-8.030665E9,1377.521,1377.521,0.001118727,1.0,0.8614224,9.988273E-5,0.0237482,0.002031414,0.007916043,5.817511E-5,0.0142622,6.137501E-4,7.395854E-4,0.02855095,2.532371E-4,5.521458E-4,0.002710509,1.035698E-4,4.592687E-4,2.520668E-5,4.435327E-5,0.0215225,0.006577176,0.002483229,1.993301E-4,4.034732E-5,0.002818582,1.385109E-4,5.429491E-7,4.744962E-4,3.201733E-6,8.0882E-5,1.533136E-5,1.00247E-4,1.115341E-7,3.053446E-4,5.909409E-4,4.297122E-4,0.001129873,9.550481E-5,7.838861E-4,0.006786386,0.001731656,0.00662334,2.023603E-4,4.969383E-8,4.744286E-6,1.224465E-4,5.671579E-7,2.324921E-8,1.80044E-7,3.923871E-12,0.002245738,6.099126E-4,8.412575,7.442394E-5,476113.7,476113.7
9.182468E-6,15.0325,-7.948462E9,1377.391,1377.391,0.001118727,1.0,0.8612656,9.913652E-5,0.02382846,0.002016904,0.007925842,5.784031E-5,0.01431206,6.173149E-4,7.406784E-4,0.02858207,2.532374E-4,5.559619E-4,0.002725,1.036044E-4,4.590906E-4,2.490845E-5,4.385074E-5,0.02154868,0.006578628,0.002488005,1.998431E-4,4.014875E-5,0.002824973,1.397946E-4,5.498747E-7,4.763161E-4,3.234793E-6,8.150862E-5,1.551066E-5,1.008218E-4,1.129877E-7,3.050843E-4,5.905662E-4,4.313984E-4,0.001131385,9.558379E-5,7.83194E-4,0.006746247,0.001731457,0.006621156,2.021167E-4,5.038407E-8,4.785506E-6,1.229299E-4,5.724081E-7,2.371969E-8,1.8059E-7,3.95904E-12,0.002232173,5.995451E-4,8.411398,7.442053E-5,476047.0,476047.0
9.373135E-6,15.03417,-7.751317E9,1377.077,1377.077,0.001118727,1.0,0.8608852,9.73487E-5,0.02402374,0.001982074,0.007949316,5.703321E-5,0.01443353,6.260396E-4,7.433024E-4,0.02865689,2.532379E-4,5.653328E-4,0.002760531,1.036833E-4,4.586368E-4,2.419643E-5,4.264968E-5,0.02161179,0.006581434,0.00249953,2.010855E-4,3.966939E-5,0.002840489,1.42953E-4,5.670162E-7,4.80753E-4,3.316246E-6,8.305188E-5,1.59539E-5,1.02222E-4,1.165902E-7,3.044346E-4,5.896046E-4,4.354801E-4,0.001135022,9.577079E-5,7.814579E-4,0.006648757,0.001730847,0.006615857,2.015223E-4,5.209788E-8,4.886677E-6,1.241036E-4,5.85358E-7,2.490133E-8,1.81918E-7,4.045809E-12,0.002199348,5.748496E-4,8.408546,7.441228E-5,475885.6,475885.6
9.438772E-6,15.03473,-7.685225E9,1376.971,1376.971,0.001118727,1.0,0.8607562,9.674997E-5,0.0240901,0.001970389,0.007957176,5.676134E-5,0.01447485,6.290206E-4,7.441828E-4,0.02868203,2.532381E-4,5.685445E-4,0.00277269,1.037084E-4,4.584763E-4,2.395878E-5,4.22484E-5,0.02163305,0.006582156,0.002503416,2.015058E-4,3.950771E-5,0.002845751,1.440374E-4,5.729345E-7,4.822635E-4,3.344249E-6,8.358229E-5,1.610676E-5,1.026982E-4,1.178355E-7,3.042086E-4,5.89262E-4,4.368603E-4,0.001136244,9.583268E-5,7.808514E-4,0.006615685,0.0017306,0.006614061,2.013199E-4,5.269136E-8,4.921337E-6,1.245018E-4,5.89815E-7,2.531487E-8,1.823691E-7,4.075684E-12,0.002188251,5.666254E-4,8.407581,7.440949E-5,475831.0,475831.0
9.65125E-6,15.03652,-7.477335E9,1376.632,1376.632,0.001118727,1.0,0.8603456,9.486814E-5,0.02430192,0.001933593,0.007981878,5.590157E-5,0.01460693,6.385933E-4,7.46955E-4,0.02876132,2.532381E-4,5.788929E-4,0.002811803,1.037831E-4,4.579419E-4,2.321446E-5,4.099029E-5,0.02170031,0.006583659,0.00251572,2.028413E-4,3.899569E-5,0.002862512,1.475377E-4,5.921521E-7,4.870951E-4,3.434765E-6,8.529639E-5,1.660247E-5,1.042197E-4,1.218845E-7,3.034697E-4,5.881144E-4,4.412424E-4,0.0011401,9.602456E-5,7.788595E-4,0.006510313,0.001729674,0.006608343,2.006721E-4,5.462483E-8,5.032947E-6,1.257704E-4,6.042397E-7,2.667748E-8,1.838087E-7,4.172432E-12,0.002153025,5.409358E-4,8.404514,7.440064E-5,475657.5,475657.5
9.724254E-6,15.03712,-7.407967E9,1376.518,1376.518,0.001118727,1.0,0.8602069,9.424071E-5,0.02437368,0.001921301,0.007990113,5.56131E-5,0.01465172,6.418557E-4,7.478811E-4,0.02878784,2.53238E-4,5.824318E-4,0.002825154,1.038065E-4,4.577534E-4,2.296721E-5,4.057191E-5,0.02172288,0.00658389,0.002519852,2.032915E-4,3.882365E-5,0.002868177,1.487367E-4,5.987754E-7,4.887352E-4,3.465817E-6,8.588434E-5,1.677308E-5,1.047354E-4,1.232819E-7,3.032133E-4,5.87707E-4,4.427184E-4,0.001141391,9.608758E-5,7.781654E-4,0.006474688,0.001729314,0.006606411,2.004521E-4,5.529344E-8,5.071092E-6,1.261993E-4,6.091948E-7,2.715406E-8,1.842963E-7,4.205693E-12,0.002141159,5.324261E-4,8.40348,7.439765E-5,475598.9,475598.9
9.734569E-6,15.03721,-7.398231E9,1376.502,1376.502,0.001118727,1.0,0.8601874,9.415283E-5,0.02438378,0.001919578,0.007991266,5.557263E-5,0.01465803,6.423155E-4,7.480108E-4,0.02879156,2.53238E-4,5.829311E-4,0.002827037,1.038097E-4,4.577265E-4,2.293261E-5,4.051335E-5,0.02172604,0.006583912,0.002520432,2.033548E-4,3.87995E-5,0.002868974,1.48906E-4,5.997121E-7,4.889661E-4,3.470202E-6,8.596737E-5,1.67972E-5,1.04808E-4,1.234796E-7,3.03177E-4,5.876489E-4,4.429257E-4,0.001141572,9.609636E-5,7.78067E-4,0.006469678,0.001729261,0.006606139,2.004211E-4,5.538809E-8,5.076473E-6,1.262596E-4,6.098948E-7,2.722174E-8,1.843649E-7,4.210394E-12,0.002139492,5.312365E-4,8.403335,7.439724E-5,475590.7,475590.7
9.830322E-6,15.03799,-7.308955E9,1376.354,1376.354,0.001118727,1.0,0.8600075,9.334607E-5,0.02447702,0.001903754,0.008001853,5.520018E-5,0.01471628,6.465714E-4,7.492029E-4,0.02882574,2.532378E-4,5.875582E-4,0.002844473,1.038384E-4,4.574752E-4,2.261545E-5,3.99763E-5,0.02175519,0.006583973,0.002525771,2.03938E-4,3.857717E-5,0.002876324,1.504755E-4,6.084167E-7,4.911001E-4,3.510887E-6,8.673771E-5,1.70212E-5,1.054784E-4,1.253179E-7,3.028388E-4,5.871036E-4,4.448363E-4,0.001143236,9.617653E-5,7.771487E-4,0.006423452,0.001728752,0.006603633,2.001349E-4,5.626879E-8,5.126326E-6,1.268162E-4,6.163931E-7,2.78542E-8,1.849983E-7,4.254043E-12,0.002124131,5.203432E-4,8.401996,7.439337E-5,475514.9,475514.9
1.015234E-5,15.04054,-7.020807E9,1375.869,1375.869,0.001118727,1.0,0.8594166,9.074544E-5,0.02478443,0.001852611,0.008035971,5.398902E-5,0.01490867,6.607205E-4,7.53055E-4,0.02893641,2.532359E-4,6.030169E-4,0.002902564,1.039218E-4,4.566022E-4,2.159834E-5,3.825143E-5,0.02185,0.00658248,0.002543153,2.058474E-4,3.78527E-5,0.00290048,1.557309E-4,6.378145E-7,4.981562E-4,3.647393E-6,8.93226E-5,1.777611E-5,1.076895E-4,1.315386E-7,3.016885E-4,5.851941E-4,4.510807E-4,0.001148625,9.642863E-5,7.740068E-4,0.006271525,0.001726794,0.006595402,1.991886E-4,5.925786E-8,5.292719E-6,1.286459E-4,6.382422E-7,3.003503E-8,1.870857E-7,4.401067E-12,0.002073898,4.855687E-4,8.397608,7.438074E-5,475266.6,475266.6
1.021007E-5,15.04099,-6.971047E9,1375.784,1375.784,0.001118727,1.0,0.859313,9.029691E-5,0.02483855,0.00184377,0.008041853,5.377846E-5,0.01494259,6.632305E-4,7.537207E-4,0.02895557,2.532354E-4,6.057715E-4,0.002912888,1.039347E-4,4.564414E-4,2.142376E-5,3.795496E-5,0.02186648,0.006581944,0.002546178,2.061814E-4,3.772652E-5,0.00290472,1.566691E-4,6.431038E-7,4.994017E-4,3.671809E-6,8.978504E-5,1.791165E-5,1.080788E-4,1.326599E-7,3.014804E-4,5.8484E-4,4.521711E-4,0.001149559,9.647104E-5,7.734354E-4,0.006244857,0.001726404,0.006593958,1.990216E-4,5.979808E-8,5.322341E-6,1.289672E-4,6.421579E-7,3.043476E-8,1.874531E-7,4.427467E-12,0.00206512,4.796267E-4,8.396841,7.437853E-5,475223.2,475223.2
1.034463E-5,15.04202,-6.857162E9,1375.588,1375.588,0.001118727,1.0,0.8590739,8.9271E-5,0.02496361,0.001823525,0.008055305,5.329496E-5,0.01502103,6.690518E-4,7.552449E-4,0.02899948,2.53234E-4,6.121742E-4,0.002936853,1.039625E-4,4.56062E-4,2.102538E-5,3.727797E-5,0.02190434,0.006580392,0.002553126,2.069508E-4,3.743651E-5,0.002914502,1.588519E-4,6.554561E-7,5.022834E-4,3.728662E-6,9.086204E-5,1.822786E-5,1.089783E-4,1.352811E-7,3.009933E-4,5.840017E-4,4.546802E-4,0.001151699,9.656676E-5,7.720945E-4,0.006183332,0.001725453,0.006590627,1.986354E-4,6.106258E-8,5.391159E-6,1.297085E-4,6.512855E-7,3.137691E-8,1.883019E-7,4.489074E-12,0.00204491,4.660995E-4,8.395072,7.437344E-5,475123.0,475123.1
1.035958E-5,15.04213,-6.84469E9,1375.567,1375.567,0.001118727,1.0,0.8590475,8.915868E-5,0.02497741,0.001821306,0.008056778,5.324187E-5,0.01502969,6.696961E-4,7.554119E-4,0.0290043,2.532338E-4,6.128841E-4,0.002939507,1.039653E-4,4.560194E-4,2.098185E-5,3.720394E-5,0.0219085,0.006580193,0.00255389,2.070356E-4,3.740464E-5,0.002915581,1.590941E-4,6.568305E-7,5.026017E-4,3.734974E-6,9.098163E-5,1.826302E-5,1.090775E-4,1.35573E-7,3.00939E-4,5.839074E-4,4.549561E-4,0.001151934,9.657713E-5,7.719448E-4,0.006176551,0.001725344,0.00659026,1.985928E-4,6.120354E-8,5.398785E-6,1.297902E-4,6.522996E-7,3.148249E-8,1.883956E-7,4.495925E-12,0.002042687,4.646239E-4,8.394877,7.437288E-5,475112.0,475112.0
1.041603E-5,15.04256,-6.797913E9,1375.486,1375.486,0.001118727,1.0,0.8589484,8.873764E-5,0.02502933,0.001812987,0.008062297,5.304255E-5,0.01506229,6.721237E-4,7.560381E-4,0.02902236,2.532331E-4,6.15561E-4,0.002949511,1.039759E-4,4.55858E-4,2.08188E-5,3.692665E-5,0.02192411,0.006579398,0.002556756,2.073539E-4,3.728495E-5,0.002919636,1.600075E-4,6.620229E-7,5.038001E-4,3.758792E-6,9.143295E-5,1.839577E-5,1.09451E-4,1.36676E-7,3.007338E-4,5.835496E-4,4.559929E-4,0.001152814,9.661578E-5,7.713781E-4,0.00615105,0.001724924,0.006588879,1.984322E-4,6.173649E-8,5.427541E-6,1.300975E-4,6.561283E-7,3.188273E-8,1.88748E-7,4.521803E-12,0.002034331,4.591032E-4,8.394145,7.437078E-5,475070.6,475070.6
1.054217E-5,15.0435,-6.695164E9,1375.307,1375.307,0.001118727,1.0,0.8587292,8.781321E-5,0.02514443,0.001794701,0.008074414,5.260332E-5,0.01513459,6.775231E-4,7.574142E-4,0.02906208,2.532313E-4,6.215272E-4,0.002971776,1.039976E-4,4.554936E-4,2.046158E-5,3.631875E-5,0.02195852,0.006577367,0.002563073,2.080574E-4,3.702099E-5,0.002928611,1.62045E-4,6.736455E-7,5.064595E-4,3.811963E-6,9.24407E-5,1.869262E-5,1.102785E-4,1.391472E-7,3.002736E-4,5.827393E-4,4.582816E-4,0.001154751,9.669948E-5,7.701048E-4,0.006094612,0.001723952,0.006585824,1.980761E-4,6.293202E-8,5.491599E-6,1.307778E-4,6.646838E-7,3.278625E-8,1.895291E-7,4.579701E-12,0.002015873,4.470363E-4,8.392527,7.436612E-5,474979.0,474979.0
1.057294E-5,15.04373,-6.670468E9,1375.263,1375.263,0.001118727,1.0,0.8586761,8.75911E-5,0.02517231,0.001790304,0.008077324,5.249747E-5,0.01515211,6.788349E-4,7.57745E-4,0.02907164,2.532309E-4,6.229793E-4,0.002977189,1.040024E-4,4.554039E-4,2.037592E-5,3.61729E-5,0.02196681,0.006576819,0.002564596,2.082274E-4,3.695733E-5,0.002930782,1.625413E-4,6.764847E-7,5.071043E-4,3.824922E-6,9.268636E-5,1.876507E-5,1.104789E-4,1.397514E-7,3.00161E-4,5.825394E-4,4.58834E-4,0.001155217,9.671934E-5,7.697927E-4,0.006080959,0.001723707,0.006585084,1.979898E-4,6.322462E-8,5.507183E-6,1.309424E-4,6.667708E-7,3.300858E-8,1.897182E-7,4.59384E-12,0.002011416,4.441488E-4,8.392136,7.4365E-5,474956.9,474956.9
1.065857E-5,15.04435,-6.602482E9,1375.144,1375.144,0.001118727,1.0,0.8585295,8.697996E-5,0.02524949,0.001778197,0.008085332,5.220553E-5,0.01520065,6.824744E-4,7.586558E-4,0.02909796,2.532294E-4,6.270133E-4,0.002992213,1.040153E-4,4.551527E-4,2.014056E-5,3.577198E-5,0.02198968,0.006575185,0.002568797,2.086971E-4,3.678166E-5,0.002936788,1.639204E-4,6.84394E-7,5.088909E-4,3.860959E-6,9.336963E-5,1.896674E-5,1.110335E-4,1.414354E-7,2.998472E-4,5.819786E-4,4.603592E-4,0.001156501,9.677348E-5,7.689213E-4,0.006043201,0.001723012,0.00658304,1.977507E-4,6.404086E-8,5.550462E-6,1.313977E-4,6.725784E-7,3.363128E-8,1.902419E-7,4.63322E-12,0.001999103,4.362271E-4,8.391056,7.436189E-5,474895.8,474895.8
1.0774E-5,15.04519,-6.51253E9,1374.985,1374.985,0.001118727,1.0,0.8583338,8.617175E-5,0.02535262,0.001762169,0.00809592,5.181795E-5,0.01526554,6.873552E-4,7.598613E-4,0.02913283,2.532272E-4,6.324354E-4,0.003012376,1.040307E-4,4.548106E-4,1.983005E-5,3.524271E-5,0.02202005,0.006572737,0.002574375,2.093226E-4,3.654822E-5,0.0029448,1.657755E-4,6.950741E-7,5.112811E-4,3.909479E-6,9.42899E-5,1.923874E-5,1.117742E-4,1.437116E-7,2.994228E-4,5.812127E-4,4.623877E-4,0.001158202,9.684388E-5,7.677403E-4,0.00599284,0.001722041,0.006580314,1.97431E-4,6.514569E-8,5.608603E-6,1.320051E-4,6.804068E-7,3.447986E-8,1.909415E-7,4.686385E-12,0.001982714,4.258054E-4,8.389617,7.435775E-5,474814.3,474814.3
