Time_Soln#16 (sec),Volume_Soln#16 (cm3),Volumetric_heat_production_rate_Soln#16 (erg/cm3-sec),Surface_temperature_Soln#16 (K),Temperature_Soln#16 (K),Mass_Soln#16 (g),Pressure_Soln#16 (atm),Mole_fraction_H2_Soln#16 (),Mole_fraction_H_Soln#16 (),Mole_fraction_CH4_Soln#16 (),Mole_fraction_CH3_Soln#16 (),Mole_fraction_C2H6_Soln#16 (),Mole_fraction_C2H5_Soln#16 (),Mole_fraction_C2H4_Soln#16 (),Mole_fraction_C2H3_Soln#16 (),Mole_fraction_C2H2_Soln#16 (),Mole_fraction_C3H8_Soln#16 (),Mole_fraction_NC3H7_Soln#16 (),Mole_fraction_C3H6_Soln#16 (),Mole_fraction_C3H5-A_Soln#16 (),Mole_fraction_C3H4-P_Soln#16 (),Mole_fraction_C3H4-A_Soln#16 (),Mole_fraction_C3H3_Soln#16 (),Mole_fraction_PC4H9_Soln#16 (),Mole_fraction_IC4H10_Soln#16 (),Mole_fraction_IC4H9_Soln#16 (),Mole_fraction_TC4H9_Soln#16 (),Mole_fraction_IC4H8_Soln#16 (),Mole_fraction_IC4H7_Soln#16 (),Mole_fraction_C4H8-1_Soln#16 (),Mole_fraction_C4H8-2_Soln#16 (),Mole_fraction_C4H71-3_Soln#16 (),Mole_fraction_C4H6_Soln#16 (),Mole_fraction_C4H4_Soln#16 (),Mole_fraction_C4H2_Soln#16 (),Mole_fraction_C6H6_Soln#16 (),Mole_fraction_FULVENE_Soln#16 (),Mole_fraction_C5H6_Soln#16 (),Mole_fraction_C5H5_Soln#16 (),Mole_fraction_MCPTD_Soln#16 (),Mole_fraction_C10H8_Soln#16 (),Mole_fraction_NEOC5H12_Soln#16 (),Mole_fraction_NC5H10_Soln#16 (),Mole_fraction_B1M2_Soln#16 (),Mole_fraction_LC5H8_Soln#16 (),Mole_fraction_NC7H14_Soln#16 (),Mole_fraction_IC8H16_Soln#16 (),Mole_fraction_DIMEPTD_Soln#16 (),Mole_fraction_C7H8_Soln#16 (),Mole_fraction_C7H7_Soln#16 (),Mole_fraction_C6H5C2H_Soln#16 (),Mole_fraction_C12H8_Soln#16 (),Mole_fraction_C14H10_Soln#16 (),Mole_fraction_BIN1B_Soln#16 (),Mole_fraction_BIN1A_Soln#16 (),Mole_fraction_NC10H20_Soln#16 (),Mole_fraction_IC12H26_Soln#16 (),Molecular_weight_Soln#16 (g/mole),Mass_density_Soln#16 (g/cm3),Unburned_hydrocarbons_Soln#16 (ppm),Volatile_organic_compounds_Soln#16 (ppm)
2.565804E-6,15.06261,9.061113E9,1559.152,1559.152,9.589086E-4,1.0,0.8332638,5.292615E-4,0.03185384,0.007210095,0.01052352,1.362582E-4,0.02376782,1.694073E-4,0.002348398,7.975869E-4,9.745155E-6,0.03131256,8.071582E-4,0.002146051,0.008770256,4.89742E-4,3.585228E-6,4.441922E-4,2.233427E-5,2.656294E-5,0.01852767,0.007569915,0.002603428,2.525339E-4,2.737905E-5,0.003714319,3.999407E-4,3.751471E-6,7.149626E-4,1.698032E-5,2.319401E-4,7.758476E-5,3.173501E-4,6.705527E-7,2.138299E-4,2.02592E-4,5.234578E-4,9.392405E-4,3.40684E-4,5.020119E-4,8.276528E-4,0.00602838,4.590214E-4,3.001831E-7,8.094151E-8,3.338877E-7,1.145891E-11,7.531717E-11,2.615329E-4,2.363023E-9,8.14486,6.366153E-5,460962.2,460962.2
2.614917E-6,15.06763,9.067976E9,1559.258,1559.258,9.589086E-4,1.0,0.8329256,5.218682E-4,0.03216206,0.007108009,0.01055576,1.338797E-4,0.0239585,1.680179E-4,0.002383803,7.98161E-4,9.487761E-6,0.03127791,8.048228E-4,0.00218832,0.008864068,4.974822E-4,3.464689E-6,4.394349E-4,2.119568E-5,2.520058E-5,0.01849728,0.007444742,0.00259941,2.530714E-4,2.68459E-5,0.003722533,4.089911E-4,3.887764E-6,7.222057E-4,1.74284E-5,2.374479E-4,7.942482E-5,3.18564E-4,6.982374E-7,2.087624E-4,1.962615E-4,5.225151E-4,9.373797E-4,3.33381E-4,4.711193E-4,8.142715E-4,0.00602174,4.590755E-4,3.132596E-7,8.484952E-8,3.369256E-7,1.17855E-11,7.758568E-11,2.482374E-4,1.793958E-9,8.142703,6.364033E-5,460840.1,460840.1
2.630142E-6,15.06916,9.068233E9,1559.291,1559.291,9.589086E-4,1.0,0.8328222,5.196179E-4,0.03225666,0.00707689,0.01056545,1.331556E-4,0.02401693,1.675908E-4,0.002394727,7.983178E-4,9.410044E-6,0.031267,8.04105E-4,0.002201377,0.008892666,4.998643E-4,3.428336E-6,4.379737E-4,2.085608E-5,2.479429E-5,0.0184878,0.007406189,0.002598095,2.532294E-4,2.668402E-5,0.003725005,4.11786E-4,3.930329E-6,7.244306E-4,1.756771E-5,2.39157E-4,7.999303E-5,3.189144E-4,7.069354E-7,2.07213E-4,1.943377E-4,5.221916E-4,9.367883E-4,3.311449E-4,4.619351E-4,8.101648E-4,0.006019707,4.590896E-4,3.173747E-7,8.607957E-8,3.378585E-7,1.188719E-11,7.829332E-11,2.442599E-4,1.646911E-9,8.142045,6.363384E-5,460802.9,460802.9
2.659026E-6,15.07205,9.066159E9,1559.354,1559.354,9.589086E-4,1.0,0.832628,5.154025E-4,0.03243489,0.007018532,0.01058343,1.31799E-4,0.0241269,1.667852E-4,0.002415385,7.985878E-4,9.265268E-6,0.03124608,8.027519E-4,0.002226088,0.008946286,5.043607E-4,3.360687E-6,4.352194E-4,2.022886E-5,2.404397E-5,0.01846971,0.007333393,0.002595508,2.535181E-4,2.638129E-5,0.003729597,4.170739E-4,4.011495E-6,7.286251E-4,1.783255E-5,2.424018E-4,8.106798E-5,3.195454E-4,7.235911E-7,2.043019E-4,1.907387E-4,5.215379E-4,9.356475E-4,3.269395E-4,4.450117E-4,8.024289E-4,0.006015886,4.591127E-4,3.252637E-7,8.843781E-8,3.396169E-7,1.208071E-11,7.964175E-11,2.368986E-4,1.400674E-9,8.140811,6.362164E-5,460733.0,460733.0
2.707906E-6,15.07687,9.056227E9,1559.46,1559.46,9.589086E-4,1.0,0.8323047,5.084197E-4,0.03273298,0.006921687,0.01061274,1.295517E-4,0.02431048,1.654355E-4,0.002450152,7.989683E-4,9.027724E-6,0.03121009,8.004868E-4,0.002267726,0.009035208,5.119038E-4,3.249887E-6,4.306094E-4,1.921483E-5,2.283112E-5,0.01843888,0.007211227,0.00259088,2.539755E-4,2.588134E-5,0.003737095,4.259791E-4,4.150014E-6,7.356477E-4,1.828228E-5,2.478984E-4,8.287809E-5,3.205176E-4,7.522216E-7,1.994569E-4,1.84793E-4,5.203197E-4,9.336656E-4,3.199288E-4,4.17762E-4,7.894967E-4,0.006009514,4.591423E-4,3.388508E-7,9.249941E-8,3.425599E-7,1.240991E-11,8.194091E-11,2.249558E-4,1.063864E-9,8.138764,6.360131E-5,460617.2,460617.2
2.717789E-6,15.07783,9.053215E9,1559.482,1559.482,9.589086E-4,1.0,0.8322401,5.070306E-4,0.03279271,0.006902394,0.0106185,1.291047E-4,0.02434721,1.651648E-4,0.002457152,7.990337E-4,8.980814E-6,0.03120273,8.000328E-4,0.002276117,0.009052909,5.134188E-4,3.228035E-6,4.296851E-4,1.901688E-5,2.259438E-5,0.01843261,0.00718669,0.002589907,2.540632E-4,2.578212E-5,0.003738571,4.277728E-4,4.178197E-6,7.37056E-4,1.837344E-5,2.490105E-4,8.324264E-5,3.206996E-4,7.580788E-7,1.984898E-4,1.83613E-4,5.200567E-4,9.332572E-4,3.185276E-4,4.124593E-4,7.869065E-4,0.006008241,4.591468E-4,3.416345E-7,9.33315E-8,3.431499E-7,1.247674E-11,8.240844E-11,2.22618E-4,1.006273E-9,8.138356,6.359725E-5,460594.1,460594.1
2.732193E-6,15.07923,9.048132E9,1559.513,1559.513,9.589086E-4,1.0,0.8321466,5.050197E-4,0.03287944,0.00687445,0.01062679,1.284576E-4,0.02440052,1.647714E-4,0.002467336,7.991222E-4,8.913122E-6,0.03119195,7.993735E-4,0.002288328,0.009078536,5.156205E-4,3.196523E-6,4.283429E-4,1.873262E-5,2.225445E-5,0.01842345,0.007151031,0.002588465,2.541883E-4,2.563864E-5,0.003740696,4.303827E-4,4.219383E-6,7.391016E-4,1.850646E-5,2.506319E-4,8.377308E-5,3.20956E-4,7.666588E-7,1.97088E-4,1.819068E-4,5.196631E-4,9.326574E-4,3.164955E-4,4.048555E-4,7.831465E-4,0.006006393,4.591526E-4,3.457148E-7,9.455109E-8,3.440069E-7,1.257432E-11,8.309159E-11,2.192574E-4,9.280362E-10,8.137765,6.359136E-5,460560.6,460560.6
2.822615E-6,15.08782,9.001678E9,1559.708,1559.708,9.589086E-4,1.0,0.8315718,4.927431E-4,0.03341547,0.006703443,0.01067624,1.245088E-4,0.02472917,1.623352E-4,0.002530792,7.995033E-4,8.505139E-6,0.03112308,7.952996E-4,0.002364516,0.009235001,5.292775E-4,3.007081E-6,4.200418E-4,1.705383E-5,2.024728E-5,0.01836549,0.006929953,0.002578856,2.549014E-4,2.476659E-5,0.003753415,4.466506E-4,4.480647E-6,7.51762E-4,1.934523E-5,2.608193E-4,8.707837E-5,3.223408E-4,8.216226E-7,1.884869E-4,1.715445E-4,5.169401E-4,9.287791E-4,3.04E-4,3.602065E-4,7.599391E-4,0.005995021,4.591674E-4,3.71921E-7,1.023813E-7,3.493089E-7,1.319126E-11,8.742401E-11,1.993189E-4,5.571795E-10,8.13415,6.355515E-5,460356.1,460356.1
2.857684E-6,15.09107,8.976834E9,1559.784,1559.784,9.589086E-4,1.0,0.8313546,4.881379E-4,0.03361951,0.006639109,0.01069426,1.230287E-4,0.0248539,1.614057E-4,0.002555185,7.995731E-4,8.354502E-6,0.03109585,7.937505E-4,0.002393842,0.009293648,5.344978E-4,2.937356E-6,4.1688E-4,1.644956E-5,1.952501E-5,0.01834281,0.00684555,0.002574879,2.551455E-4,2.444131E-5,0.003758067,4.529041E-4,4.583222E-6,7.565896E-4,1.96723E-5,2.647739E-4,8.834848E-5,3.227752E-4,8.434597E-7,1.852431E-4,1.676859E-4,5.157714E-4,9.272252E-4,2.99275E-4,3.442547E-4,7.511228E-4,0.005990712,4.591636E-4,3.823646E-7,1.054997E-7,3.513298E-7,1.343265E-11,8.912542E-11,1.92102E-4,4.57171E-10,8.132791,6.354145E-5,460279.1,460279.1
2.91984E-6,15.09674,8.92468E9,1559.917,1559.917,9.589086E-4,1.0,0.8309771,4.801761E-4,0.03397607,0.006527647,0.0107247,1.204722E-4,0.0250714,1.597788E-4,0.002598124,7.995976E-4,8.097184E-6,0.03104699,7.910476E-4,0.002445509,0.009394894,5.436467E-4,2.818568E-6,4.113531E-4,1.543729E-5,1.831535E-5,0.01830238,0.00669784,0.002567515,2.555365E-4,2.388149E-5,0.003765954,4.639089E-4,4.766629E-6,7.650371E-4,2.025432E-5,2.717857E-4,9.058281E-5,3.234117E-4,8.828638E-7,1.796166E-4,1.610582E-4,5.135582E-4,9.244093E-4,2.910631E-4,3.176884E-4,7.357453E-4,0.00598321,4.591452E-4,4.012531E-7,1.111361E-7,3.548652E-7,1.386339E-11,9.217001E-11,1.799627E-4,3.215754E-10,8.130435,6.351762E-5,460145.8,460145.8
2.932951E-6,15.09791,8.912263E9,1559.945,1559.945,9.589086E-4,1.0,0.8308987,4.785291E-4,0.03405045,0.006504552,0.01073088,1.199439E-4,0.02511669,1.59439E-4,0.002607133,7.995868E-4,8.044467E-6,0.03103659,7.904847E-4,0.002456355,0.009415804,5.455593E-4,2.79428E-6,4.102E-4,1.523316E-5,1.807146E-5,0.01829382,0.006667002,0.002565912,2.556122E-4,2.376611E-5,0.00376756,4.662169E-4,4.80558E-6,7.668011E-4,2.037748E-5,2.732651E-4,9.105125E-5,3.235242E-4,8.91293E-7,1.784501E-4,1.59695E-4,5.130685E-4,9.238056E-4,2.893579E-4,3.123571E-4,7.325429E-4,0.005981649,4.591394E-4,4.053009E-7,1.123433E-7,3.556033E-7,1.395475E-11,9.281716E-11,1.775067E-4,2.986464E-10,8.129948,6.351266E-5,460118.2,460118.2
2.975187E-6,15.10167,8.869652E9,1560.035,1560.035,9.589086E-4,1.0,0.8306489,4.73295E-4,0.03428819,0.006431067,0.01075026,1.182658E-4,0.0252613,1.583521E-4,0.002636045,7.99517E-4,7.87805E-6,0.03100289,7.886878E-4,0.002491176,0.009482167,5.516817E-4,2.717731E-6,4.065141E-4,1.45959E-5,1.731015E-5,0.01826615,0.006568403,0.002560637,2.558414E-4,2.34004E-5,0.003772604,4.736207E-4,4.931635E-6,7.724439E-4,2.07751E-5,2.780311E-4,9.255362E-5,3.238383E-4,9.187127E-7,1.747378E-4,1.553807E-4,5.114419E-4,9.218396E-4,2.839253E-4,2.957706E-4,7.223198E-4,0.005976669,4.591167E-4,4.18485E-7,1.162731E-7,3.579641E-7,1.425017E-11,9.491326E-11,1.698224E-4,2.3508E-10,8.128395,6.349687E-5,460030.4,460030.4
2.994359E-6,15.10335,8.848841E9,1560.076,1560.076,9.589086E-4,1.0,0.8305368,4.709554E-4,0.03439515,0.006398177,0.01075878,1.175164E-4,0.02532627,1.578626E-4,0.002649112,7.994676E-4,7.804238E-6,0.03098751,7.878807E-4,0.002506919,0.009511776,5.544406E-4,2.68384E-6,4.048557E-4,1.431687E-5,1.697686E-5,0.01825356,0.006524035,0.002558188,2.559379E-4,2.323744E-5,0.00377483,4.769651E-4,4.989148E-6,7.749849E-4,2.095605E-5,2.801945E-4,9.323207E-5,3.239563E-4,9.312967E-7,1.730762E-4,1.534621E-4,5.106786E-4,9.209368E-4,2.814907E-4,2.885375E-4,7.177275E-4,0.005974433,4.591043E-4,4.245444E-7,1.180781E-7,3.59027E-7,1.438487E-11,9.587064E-11,1.664492E-4,2.108916E-10,8.127701,6.348979E-5,459991.1,459991.1
3.036859E-6,15.10705,8.799823E9,1560.166,1560.166,9.589086E-4,1.0,0.8302914,4.65846E-4,0.03463021,0.006326254,0.0107771,1.158812E-4,0.02546886,1.56786E-4,0.002677958,7.993208E-4,7.644253E-6,0.03095321,7.861104E-4,0.002541681,0.00957631,5.605128E-4,2.610517E-6,4.012113E-4,1.371971E-5,1.626368E-5,0.01822558,0.006426533,0.002552644,2.561358E-4,2.288263E-5,0.003779626,4.843431E-4,5.117271E-6,7.80574E-4,2.135815E-5,2.849899E-4,9.47283E-5,3.241653E-4,9.594933E-7,1.694433E-4,1.49294E-4,5.089345E-4,9.189135E-4,2.761612E-4,2.731203E-4,7.076516E-4,0.00596953,4.590725E-4,4.381404E-7,1.221256E-7,3.613647E-7,1.468478E-11,9.800608E-11,1.592124E-4,1.656621E-10,8.126183,6.347427E-5,459905.1,459905.1
3.072348E-6,15.11008,8.755747E9,1560.241,1560.241,9.589086E-4,1.0,0.8300896,4.616597E-4,0.03482434,0.00626723,0.0107918,1.145432E-4,0.02558643,1.55896E-4,0.002701915,7.991594E-4,7.514449E-6,0.03092438,7.846523E-4,0.00257056,0.009629028,5.655364E-4,2.551169E-6,3.982018E-4,1.324313E-5,1.569461E-5,0.01820214,0.006346039,0.002547895,2.562845E-4,2.25931E-5,0.003783489,4.90465E-4,5.224916E-6,7.85195E-4,2.169498E-5,2.889935E-4,9.596925E-5,3.242848E-4,9.833603E-7,1.664635E-4,1.459032E-4,5.074244E-4,9.172016E-4,2.717828E-4,2.608816E-4,6.993488E-4,0.00596549,4.590415E-4,4.49669E-7,1.255546E-7,3.632971E-7,1.493664E-11,9.980348E-11,1.534189E-4,1.354168E-10,8.124937,6.34615E-5,459834.6,459834.6
3.079649E-6,15.11071,8.746436E9,1560.256,1560.256,9.589086E-4,1.0,0.8300484,4.608073E-4,0.03486403,0.006255202,0.01079475,1.142709E-4,0.02561045,1.557139E-4,0.002706829,7.99122E-4,7.488159E-6,0.03091843,7.843546E-4,0.002576483,0.009639743,5.665645E-4,2.539165E-6,3.975865E-4,1.314747E-5,1.55804E-5,0.01819731,0.006329585,0.002546906,2.563132E-4,2.253428E-5,0.003784268,4.917199E-4,5.24713E-6,7.861404E-4,2.176439E-5,2.89817E-4,9.622356E-5,3.243033E-4,9.883057E-7,1.658564E-4,1.452156E-4,5.07108E-4,9.168471E-4,2.708901E-4,2.584324E-4,6.976532E-4,0.005964665,4.590346E-4,4.520601E-7,1.262655E-7,3.636925E-7,1.498861E-11,1.001748E-10,1.522541E-4,1.299089E-10,8.124683,6.345889E-5,459820.3,459820.3
3.093009E-6,15.11184,8.728962E9,1560.284,1560.284,9.589086E-4,1.0,0.8299733,4.592551E-4,0.03493647,0.006233288,0.01080011,1.137754E-4,0.02565425,1.553815E-4,0.002715808,7.990499E-4,7.440408E-6,0.03090753,7.838119E-4,0.00258731,0.009659237,5.684415E-4,2.517372E-6,3.964637E-4,1.297449E-5,1.537389E-5,0.01818847,0.006299566,0.002545084,2.563643E-4,2.242728E-5,0.003785681,4.940125E-4,5.287848E-6,7.878662E-4,2.189151E-5,2.913238E-4,9.668811E-5,3.24332E-4,9.97388E-7,1.647508E-4,1.439659E-4,5.065238E-4,9.161963E-4,2.692635E-4,2.540098E-4,6.945612E-4,0.005963161,4.590216E-4,4.564534E-7,1.275712E-7,3.644141E-7,1.508387E-11,1.008558E-10,1.50146E-4,1.204032E-10,8.124221,6.345414E-5,459794.1,459794.1
3.115278E-6,15.11371,8.699006E9,1560.331,1560.331,9.589086E-4,1.0,0.829849,4.566902E-4,0.03505658,0.006197052,0.01080887,1.129571E-4,0.02572685,1.548301E-4,0.002730738,7.98919E-4,7.361859E-6,0.03088931,7.829132E-4,0.00260531,0.009691396,5.715564E-4,2.481569E-6,3.94602E-4,1.269215E-5,1.503683E-5,0.01817372,0.006249806,0.002542015,2.564448E-4,2.225082E-5,0.003787995,4.978222E-4,5.355898E-6,7.907296E-4,2.21037E-5,2.93835E-4,9.745988E-5,3.243643E-4,1.01262E-6,1.629233E-4,1.419083E-4,5.055357E-4,9.151055E-4,2.665729E-4,2.468098E-4,6.894393E-4,0.005960669,4.589988E-4,4.638273E-7,1.297617E-7,3.656113E-7,1.524306E-11,1.019952E-10,1.467004E-4,1.061063E-10,8.123457,6.344628E-5,459750.8,459750.8
3.194178E-6,15.12023,8.585745E9,1560.494,1560.494,9.589086E-4,1.0,0.829417,4.478131E-4,0.03547629,0.006071385,0.01083834,1.101305E-4,0.02597999,1.529009E-4,0.002783274,7.983558E-4,7.093332E-6,0.03082438,7.797864E-4,0.002668659,0.009802143,5.824609E-4,2.359563E-6,3.880988E-4,1.174721E-5,1.390908E-5,0.01812132,0.00607618,0.002530846,2.566866E-4,2.164333E-5,0.003795827,5.112054E-4,5.59872E-6,8.007498E-4,2.285844E-5,3.027266E-4,1.001692E-4,3.243331E-4,1.067494E-6,1.565957E-4,1.348596E-4,5.018999E-4,9.111866E-4,2.572386E-4,2.228848E-4,6.716003E-4,0.005951989,4.589064E-4,4.9045E-7,1.376598E-7,3.698002E-7,1.581129E-11,1.060735E-10,1.351258E-4,6.766083E-11,8.120807,6.341893E-5,459600.9,459600.9
3.227192E-6,15.1229,8.535036E9,1560.562,1560.562,9.589086E-4,1.0,0.82924,4.441941E-4,0.0356492,0.006020042,0.01084995,1.089809E-4,0.02608405,1.52105E-4,0.002805088,7.980754E-4,6.985377E-6,0.03079705,7.785052E-4,0.002694961,0.009847008,5.869619E-4,2.3107E-6,3.854209E-4,1.13765E-5,1.346677E-5,0.01809935,0.006004797,0.002526041,2.567682E-4,2.139719E-5,0.003798937,5.167508E-4,5.701097E-6,8.04885E-4,2.317562E-5,3.064437E-4,1.012909E-4,3.242537E-4,1.090878E-6,1.540163E-4,1.320209E-4,5.00319E-4,9.09523E-4,2.53425E-4,2.135774E-4,6.642792E-4,0.005948425,4.588627E-4,5.018223E-7,1.410281E-7,3.715286E-7,1.605105E-11,1.077997E-10,1.305659E-4,5.604882E-11,8.119725,6.340772E-5,459539.7,459539.7
3.24566E-6,15.12438,8.505926E9,1560.6,1560.6,9.589086E-4,1.0,0.8291419,4.421929E-4,0.03574526,0.005991624,0.01085628,1.08346E-4,0.0261418,1.516626E-4,0.002817249,7.979076E-4,6.926059E-6,0.03078173,7.777952E-4,0.002709624,0.009871739,5.894644E-4,2.283892E-6,3.839335E-4,1.117505E-5,1.322644E-5,0.01808704,0.005965188,0.002523322,2.568091E-4,2.126147E-5,0.003800636,5.198389E-4,5.758559E-6,8.07184E-4,2.33534E-5,3.085221E-4,1.019154E-4,3.24193E-4,1.104067E-6,1.525903E-4,1.304603E-4,4.994203E-4,9.085868E-4,2.513145E-4,2.085394E-4,6.602195E-4,0.005946448,4.58837E-4,5.082431E-7,1.429284E-7,3.724895E-7,1.618569E-11,1.087706E-10,1.280836E-4,5.04348E-11,8.119127,6.340151E-5,459505.8,459505.8
3.265212E-6,15.12594,8.474477E9,1560.64,1560.64,9.589086E-4,1.0,0.8290388,4.400929E-4,0.03584641,0.005961779,0.01086284,1.076803E-4,0.02620257,1.511965E-4,0.002830089,7.977215E-4,6.864104E-6,0.03076549,7.770491E-4,0.002725104,0.009897628,5.921011E-4,2.255935E-6,3.823676E-4,1.096641E-5,1.297757E-5,0.01807401,0.005923515,0.002520418,2.568486E-4,2.111936E-5,0.003802403,5.23097E-4,5.81954E-6,8.096066E-4,2.354189E-5,3.107216E-4,1.025739E-4,3.241158E-4,1.118116E-6,1.510943E-4,1.288299E-4,4.984577E-4,9.075912E-4,2.490987E-4,2.033374E-4,6.559504E-4,0.005944368,4.588088E-4,5.15088E-7,1.44953E-7,3.735019E-7,1.632864E-11,1.098024E-10,1.255092E-4,4.511018E-11,8.118498,6.339498E-5,459470.2,459470.2
3.320952E-6,15.13032,8.381836E9,1560.753,1560.753,9.589086E-4,1.0,0.8287487,4.34205E-4,0.0361319,0.005877989,0.0108808,1.058173E-4,0.02637384,1.4988E-4,0.002866512,7.971454E-4,6.69198E-6,0.03071906,7.749522E-4,0.002769006,0.00996985,5.995497E-4,2.17847E-6,3.7795E-4,1.039614E-5,1.229745E-5,0.01803683,0.005806141,0.00251201,2.56941E-4,2.072256E-5,0.003807268,5.323228E-4,5.994186E-6,8.164514E-4,2.408078E-5,3.169868E-4,1.044375E-4,3.238265E-4,1.158637E-6,1.469028E-4,1.242989E-4,4.956549E-4,9.047304E-4,2.428816E-4,1.892012E-4,6.439359E-4,0.005938509,4.587233E-4,5.348614E-7,1.507947E-7,3.763622E-7,1.673849E-11,1.127671E-10,1.184548E-4,3.278882E-11,8.116734,6.337662E-5,459370.4,459370.4
3.342666E-6,15.132,8.344589E9,1560.797,1560.797,9.589086E-4,1.0,0.8286373,4.319504E-4,0.03624196,0.005845857,0.01088751,1.051053E-4,0.02643977,1.493721E-4,0.002880627,7.969032E-4,6.626692E-6,0.03070093,7.741474E-4,0.002786015,0.009997354,6.02424E-4,2.149165E-6,3.762477E-4,1.01835E-5,1.204391E-5,0.01802233,0.005760995,0.002508684,2.56969E-4,2.057129E-5,0.003809097,5.358915E-4,6.062535E-6,8.190935E-4,2.429132E-5,3.194252E-4,1.051579E-4,3.236865E-4,1.174613E-6,1.452994E-4,1.225803E-4,4.945404E-4,9.036072E-4,2.404996E-4,1.839633E-4,6.393179E-4,0.005936256,4.586881E-4,5.426693E-7,1.530985E-7,3.774662E-7,1.68991E-11,1.139314E-10,1.158176E-4,2.895282E-11,8.116058,6.336957E-5,459332.1,459332.1
3.352703E-6,15.13278,8.327141E9,1560.817,1560.817,9.589086E-4,1.0,0.8285861,4.309155E-4,0.03629261,0.005831101,0.01089056,1.047788E-4,0.0264701,1.491382E-4,0.002887138,7.967879E-4,6.596844E-6,0.03069255,7.737777E-4,0.002793859,0.01000995,6.037473E-4,2.135783E-6,3.754645E-4,1.008698E-5,1.192883E-5,0.01801563,0.005740238,0.002507138,2.569805E-4,2.050198E-5,0.003809929,5.375361E-4,6.094187E-6,8.203101E-4,2.438876E-5,3.205518E-4,1.054898E-4,3.236166E-4,1.182034E-6,1.445638E-4,1.217946E-4,4.94021E-4,9.030865E-4,2.394061E-4,1.815919E-4,6.371952E-4,0.005935219,4.586714E-4,5.462984E-7,1.541687E-7,3.779745E-7,1.697353E-11,1.144713E-10,1.146192E-4,2.733563E-11,8.115747,6.336633E-5,459314.5,459314.5
3.396451E-6,15.13612,8.249572E9,1560.904,1560.904,9.589086E-4,1.0,0.8283651,4.264576E-4,0.03651181,0.005767473,0.01090344,1.033741E-4,0.0266012,1.481256E-4,0.002915412,7.962619E-4,6.469099E-6,0.03065595,7.721833E-4,0.002827917,0.01006397,6.094768E-4,2.078632E-6,3.720762E-4,9.678744E-6,1.144217E-5,0.01798642,0.005650577,0.002500332,2.570201E-4,2.020435E-5,0.003813468,5.446686E-4,6.232557E-6,8.255794E-4,2.48143E-5,3.254585E-4,1.069283E-4,3.232754E-4,1.214643E-6,1.41398E-4,1.184331E-4,4.917279E-4,9.008056E-4,2.34695E-4,1.716065E-4,6.280295E-4,0.00593074,4.58596E-4,5.622622E-7,1.58872E-7,3.80176E-7,1.729925E-11,1.168382E-10,1.095422E-4,2.127332E-11,8.114409,6.335234E-5,459238.8,459238.8
3.404264E-6,15.13671,8.235531E9,1560.919,1560.919,9.589086E-4,1.0,0.828326,4.256702E-4,0.03655069,0.005756226,0.01090568,1.031264E-4,0.02662444,1.479459E-4,0.002920444,7.96164E-4,6.446679E-6,0.03064941,7.719014E-4,0.002833977,0.01007348,6.104935E-4,2.068617E-6,3.714754E-4,9.607913E-6,1.135774E-5,0.0179812,0.005634703,0.002499106,2.570254E-4,2.015194E-5,0.003814085,5.459363E-4,6.257338E-6,8.265149E-4,2.489045E-5,3.263341E-4,1.071838E-4,3.232083E-4,1.220512E-6,1.408394E-4,1.178434E-4,4.913135E-4,9.003964E-4,2.338629E-4,1.698815E-4,6.264071E-4,0.005929947,4.585821E-4,5.65138E-7,1.597186E-7,3.805668E-7,1.735766E-11,1.172631E-10,1.086599E-4,2.034049E-11,8.114173,6.334987E-5,459225.4,459225.4
3.421261E-6,15.13799,8.204574E9,1560.953,1560.953,9.589086E-4,1.0,0.8282412,4.239668E-4,0.03663499,0.00573188,0.01091048,1.025908E-4,0.02667479,1.475562E-4,0.002931373,7.959468E-4,6.398321E-6,0.03063517,7.712912E-4,0.002847136,0.01009399,6.126984E-4,2.047039E-6,3.701731E-4,9.456009E-6,1.11767E-5,0.01796984,0.005600317,0.002496427,2.570349E-4,2.003871E-5,0.003815411,5.486875E-4,6.311325E-6,8.285439E-4,2.505626E-5,3.282383E-4,1.077383E-4,3.230557E-4,1.233328E-6,1.396315E-4,1.165718E-4,4.904069E-4,8.995044E-4,2.320627E-4,1.661901E-4,6.228934E-4,0.005928228,4.585514E-4,5.714216E-7,1.615674E-7,3.814144E-7,1.748497E-11,1.181902E-10,1.067663E-4,1.845378E-11,8.113661,6.334451E-5,459196.4,459196.4
3.478781E-6,15.14227,8.097687E9,1561.066,1561.066,9.589086E-4,1.0,0.8279582,4.18292E-4,0.03691749,0.005650674,0.01092604,1.008102E-4,0.02684331,1.462492E-4,0.002968175,7.951724E-4,6.238648E-6,0.03058695,7.692563E-4,0.002891429,0.01016191,6.200914E-4,1.975997E-6,3.658114E-4,8.962572E-6,1.058871E-5,0.01793143,0.005485411,0.002487253,2.570495E-4,1.966314E-5,0.003819748,5.579323E-4,6.494712E-6,8.353519E-4,2.561889E-5,3.346742E-4,1.095998E-4,3.224766E-4,1.277171E-6,1.356146E-4,1.123771E-4,4.87291E-4,8.964679E-4,2.260673E-4,1.542746E-4,6.111546E-4,0.005922477,4.584429E-4,5.929467E-7,1.678922E-7,3.842583E-7,1.791827E-11,1.213518E-10,1.006016E-4,1.325763E-11,8.111954,6.332661E-5,459099.8,459099.8
