Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_CH3_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H5_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C3H8_Soln#1 (),Mole_fraction_IC3H7_Soln#1 (),Mole_fraction_C3H6_Soln#1 (),Mole_fraction_C3H5-A_Soln#1 (),Mole_fraction_C3H4-P_Soln#1 (),Mole_fraction_C3H4-A_Soln#1 (),Mole_fraction_NC4H10_Soln#1 (),Mole_fraction_IC4H10_Soln#1 (),Mole_fraction_TC4H9_Soln#1 (),Mole_fraction_IC4H8_Soln#1 (),Mole_fraction_IC4H7_Soln#1 (),Mole_fraction_C4H8-1_Soln#1 (),Mole_fraction_C4H8-2_Soln#1 (),Mole_fraction_C4H71-3_Soln#1 (),Mole_fraction_C4H6_Soln#1 (),Mole_fraction_C4H4_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C5H6_Soln#1 (),Mole_fraction_MCPTD_Soln#1 (),Mole_fraction_NC5H12_Soln#1 (),Mole_fraction_NEOC5H12_Soln#1 (),Mole_fraction_NC5H10_Soln#1 (),Mole_fraction_B1M2_Soln#1 (),Mole_fraction_B1M3_Soln#1 (),Mole_fraction_B2M2_Soln#1 (),Mole_fraction_LC5H8_Soln#1 (),Mole_fraction_DIALLYL_Soln#1 (),Mole_fraction_CYC6H8_Soln#1 (),Mole_fraction_CYC6H10_Soln#1 (),Mole_fraction_NC6H12_Soln#1 (),Mole_fraction_NC7H14_Soln#1 (),Mole_fraction_IC8H16_Soln#1 (),Mole_fraction_DIMEPTD_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_STILB_Soln#1 (),Mole_fraction_C6H5C2H3_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_XYLENE_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_NPBENZ_Soln#1 (),Mole_fraction_NC10H20_Soln#1 (),Mole_fraction_IC12H26_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
0.0015,14.98646,-1.757635E7,995.64,995.64,0.00167809,1.0,0.9415004,0.00130143,7.149046E-6,1.616592E-4,1.486038E-6,5.650166E-4,7.231391E-7,1.34025E-5,9.493799E-8,0.001088487,4.606414E-6,1.407618E-6,8.677443E-5,3.196799E-6,2.314437E-5,1.73815E-6,0.001628993,8.946789E-5,1.352601E-4,1.547433E-5,1.148015E-5,1.424677E-4,1.695807E-7,2.189963E-5,2.491257E-7,2.947522E-8,7.495145E-8,8.37604E-7,7.621082E-5,1.805682E-6,6.754508E-6,6.601241E-8,9.479067E-5,1.23886E-5,9.274298E-8,3.753608E-8,5.803803E-6,1.343708E-4,0.01834907,1.706877E-4,0.007855673,1.060657E-5,1.346897E-8,1.132677E-8,6.325559E-6,2.41361E-7,8.872316E-7,2.255784E-6,0.009802676,0.01666148,9.148197,1.119735E-4,517746.5,517746.5
0.0016,14.98579,-1.732533E7,995.378,995.378,0.00167809,1.0,0.9412605,0.001385743,7.095594E-6,1.720974E-4,1.474427E-6,6.016201E-4,8.139503E-7,1.433657E-5,1.004131E-7,0.001157756,4.623821E-6,1.595277E-6,9.227676E-5,3.402506E-6,2.46418E-5,1.729169E-6,0.001734739,9.176354E-5,1.439549E-4,1.658781E-5,1.14E-5,1.521861E-4,1.964325E-7,2.336655E-5,2.832027E-7,3.341017E-8,7.969916E-8,8.91616E-7,8.104116E-5,1.996615E-6,7.223987E-6,7.478892E-8,1.00847E-4,1.312677E-5,1.048479E-7,4.370906E-8,6.163064E-6,1.427156E-4,0.01829441,1.814268E-4,0.007851736,1.062701E-5,1.60414E-8,1.340498E-8,6.871349E-6,2.610599E-7,9.7452E-7,2.449002E-6,0.009762716,0.01662924,9.146196,1.119784E-4,517633.3,517633.3
0.0017,14.98514,-1.708099E7,995.1196,995.1196,0.00167809,1.0,0.9410232,0.00146925,7.042052E-6,1.824237E-4,1.462796E-6,6.378438E-4,9.090221E-7,1.526702E-5,1.057612E-7,0.001226232,4.64012E-6,1.792388E-6,9.77031E-5,3.605176E-6,2.612717E-5,1.720156E-6,0.001839482,9.381213E-5,1.525365E-4,1.768755E-5,1.13224E-5,1.618017E-4,2.249306E-7,2.482428E-5,3.191059E-7,3.755454E-8,8.436509E-8,9.449217E-7,8.580436E-5,2.190683E-6,7.684762E-6,8.401879E-8,1.068281E-4,1.384634E-5,1.174789E-7,5.034901E-8,6.51722E-6,1.509298E-4,0.01824037,1.920126E-4,0.007847851,1.063313E-5,1.883201E-8,1.566619E-8,7.413733E-6,2.807955E-7,1.060964E-6,2.640662E-6,0.009723266,0.01659735,9.144218,1.119833E-4,517521.3,517521.4
0.0018,14.9845,-1.684307E7,994.8648,994.8648,0.00167809,1.0,0.9407884,0.001551956,6.988552E-6,1.92639E-4,1.451175E-6,6.736896E-4,1.008205E-6,1.619371E-5,1.109842E-7,0.001293922,4.655391E-6,1.99858E-6,1.030538E-4,3.804827E-6,2.760058E-5,1.711132E-6,0.00194321,9.563826E-5,1.610059E-4,1.877397E-5,1.124743E-5,1.71314E-4,2.550076E-7,2.627272E-5,3.567743E-7,4.190227E-8,8.895003E-8,9.975255E-7,9.050121E-5,2.387333E-6,8.137059E-6,9.36862E-8,1.127343E-4,1.4548E-5,1.306055E-7,5.744769E-8,6.866347E-6,1.59015E-4,0.01818696,2.024465E-4,0.007844018,1.062817E-5,2.183372E-8,1.810795E-8,7.952066E-6,3.005529E-7,1.14636E-6,2.830538E-6,0.009684322,0.01656581,9.142265,1.11988E-4,517410.8,517410.8
0.0019,14.98388,-1.661119E7,994.6135,994.6135,0.00167809,1.0,0.9405562,0.001633866,6.935226E-6,2.027441E-4,1.439589E-6,7.091597E-4,1.111357E-6,1.711653E-5,1.160848E-7,0.001360832,4.669718E-6,2.213506E-6,1.083293E-4,4.001478E-6,2.906208E-5,1.702125E-6,0.002045918,9.72638E-5,1.693638E-4,1.984744E-5,1.117506E-5,1.807229E-4,2.866004E-7,2.77118E-5,3.961511E-7,4.644773E-8,9.345482E-8,1.049432E-6,9.513247E-5,2.586074E-6,8.581098E-6,1.037763E-7,1.185662E-4,1.523239E-5,1.441997E-7,6.499671E-8,7.21052E-6,1.66973E-4,0.01813416,2.1273E-4,0.007840234,1.061464E-5,2.50394E-8,2.072759E-8,8.485856E-6,3.203183E-7,1.230555E-6,3.018458E-6,0.009645879,0.01653462,9.140335,1.119927E-4,517301.6,517301.6
0.002,14.98328,-1.638524E7,994.3657,994.3657,0.00167809,1.0,0.9403265,0.00171499,6.882105E-6,2.127405E-4,1.428049E-6,7.442583E-4,1.218327E-6,1.80354E-5,1.210645E-7,0.001426975,4.683154E-6,2.436789E-6,1.135306E-4,4.195169E-6,3.05118E-5,1.693134E-6,0.002147605,9.870911E-5,1.776119E-4,2.090842E-5,1.110517E-5,1.900288E-4,3.196422E-7,2.914151E-5,4.371736E-7,5.118463E-8,9.788074E-8,1.10065E-6,9.969924E-5,2.786463E-6,9.017129E-6,1.14273E-7,1.243245E-4,1.590016E-5,1.582331E-7,7.298523E-8,7.549834E-6,1.74806E-4,0.01808197,2.228654E-4,0.007836498,1.05945E-5,2.844087E-8,2.352127E-8,9.014761E-6,3.40079E-7,1.313448E-6,3.204308E-6,0.009607929,0.01650377,9.138428,1.119972E-4,517193.6,517193.7
0.002023944,14.98313,-1.633373E7,994.3069,994.3069,0.00167809,1.0,0.9402719,0.001734298,6.869421E-6,2.15118E-4,1.425293E-6,7.526078E-4,1.244492E-6,1.825482E-5,1.22239E-7,0.001442699,4.686244E-6,2.491458E-6,1.14765E-4,4.241111E-6,3.085719E-5,1.690984E-6,0.002171802,9.90304E-5,1.795707E-4,2.11607E-5,1.108878E-5,1.922418E-4,3.277625E-7,2.948245E-5,4.472345E-7,5.234668E-8,9.892891E-8,1.112812E-6,1.007832E-4,2.834646E-6,9.120369E-6,1.168452E-7,1.256925E-4,1.605766E-5,1.616558E-7,7.496225E-8,7.630369E-6,1.766633E-4,0.01806956,2.252705E-4,0.00783561,1.058887E-5,2.928358E-8,2.421566E-8,9.140648E-6,3.448086E-7,1.333094E-6,3.248491E-6,0.009598914,0.01649644,9.137975,1.119983E-4,517168.0,517168.0
0.002024197,14.98313,-1.633218E7,994.3062,994.3062,0.00167809,1.0,0.9402713,0.001734502,6.869288E-6,2.151431E-4,1.425265E-6,7.526958E-4,1.24477E-6,1.825714E-5,1.222514E-7,0.001442865,4.686276E-6,2.492038E-6,1.14778E-4,4.241595E-6,3.086084E-5,1.690962E-6,0.002172057,9.903374E-5,1.795913E-4,2.116336E-5,1.108861E-5,1.922651E-4,3.278486E-7,2.948605E-5,4.473412E-7,5.235901E-8,9.893995E-8,1.11294E-6,1.007947E-4,2.835155E-6,9.121456E-6,1.168724E-7,1.257069E-4,1.605932E-5,1.61692E-7,7.498325E-8,7.631218E-6,1.766829E-4,0.01806943,2.252959E-4,0.007835601,1.058881E-5,2.929253E-8,2.422305E-8,9.141976E-6,3.448585E-7,1.333301E-6,3.248957E-6,0.009598819,0.01649636,9.13797,1.119983E-4,517167.7,517167.7
0.002025983,14.98312,-1.632731E7,994.3019,994.3019,0.00167809,1.0,0.9402673,0.00173594,6.868331E-6,2.153202E-4,1.425056E-6,7.533177E-4,1.24673E-6,1.82735E-5,1.223386E-7,0.001444036,4.686503E-6,2.496134E-6,1.148699E-4,4.245015E-6,3.088657E-5,1.6908E-6,0.002173859,9.905733E-5,1.797371E-4,2.118215E-5,1.108739E-5,1.9243E-4,3.284575E-7,2.951145E-5,4.480953E-7,5.244611E-8,9.901795E-8,1.113846E-6,1.008754E-4,2.838752E-6,9.129138E-6,1.170652E-7,1.258088E-4,1.607103E-5,1.619483E-7,7.513171E-8,7.637213E-6,1.768211E-4,0.0180685,2.254749E-4,0.007835535,1.058837E-5,2.935583E-8,2.427524E-8,9.151353E-6,3.452112E-7,1.334763E-6,3.252247E-6,0.009598148,0.01649581,9.137936,1.119984E-4,517165.8,517165.8
0.002028195,14.98311,-1.632306E7,994.2964,994.2964,0.00167809,1.0,0.9402622,0.001737721,6.867159E-6,2.155394E-4,1.424801E-6,7.540878E-4,1.249159E-6,1.829375E-5,1.224467E-7,0.001445486,4.686786E-6,2.501211E-6,1.149837E-4,4.249249E-6,3.091844E-5,1.690601E-6,0.002176091,9.908648E-5,1.799177E-4,2.120543E-5,1.108588E-5,1.926341E-4,3.292123E-7,2.954292E-5,4.4903E-7,5.255408E-8,9.911452E-8,1.114967E-6,1.009753E-4,2.843207E-6,9.13865E-6,1.173041E-7,1.259349E-4,1.608552E-5,1.622658E-7,7.531578E-8,7.644637E-6,1.769922E-4,0.01806736,2.256966E-4,0.007835453,1.058784E-5,2.94343E-8,2.433996E-8,9.162965E-6,3.456481E-7,1.336573E-6,3.256322E-6,0.009597317,0.01649514,9.137895,1.119985E-4,517163.4,517163.5
0.002028735,14.9831,-1.632184E7,994.2951,994.2951,0.00167809,1.0,0.940261,0.001738156,6.866871E-6,2.155929E-4,1.424739E-6,7.542756E-4,1.249752E-6,1.829869E-5,1.224731E-7,0.00144584,4.686855E-6,2.50245E-6,1.150114E-4,4.250282E-6,3.092621E-5,1.690552E-6,0.002176635,9.909357E-5,1.799618E-4,2.12111E-5,1.108552E-5,1.926838E-4,3.293965E-7,2.955059E-5,4.492581E-7,5.258043E-8,9.913806E-8,1.115241E-6,1.009997E-4,2.844294E-6,9.140969E-6,1.173624E-7,1.259657E-4,1.608906E-5,1.623433E-7,7.536071E-8,7.646447E-6,1.77034E-4,0.01806708,2.257506E-4,0.007835433,1.05877E-5,2.945345E-8,2.435575E-8,9.165797E-6,3.457546E-7,1.337015E-6,3.257315E-6,0.009597114,0.01649497,9.137884,1.119985E-4,517162.9,517162.9
0.002029405,14.9831,-1.631966E7,994.2935,994.2935,0.00167809,1.0,0.9402595,0.001738695,6.866512E-6,2.156594E-4,1.424661E-6,7.54509E-4,1.250489E-6,1.830483E-5,1.225058E-7,0.001446279,4.68694E-6,2.50399E-6,1.150459E-4,4.251565E-6,3.093587E-5,1.690491E-6,0.002177312,9.910239E-5,1.800165E-4,2.121815E-5,1.108506E-5,1.927457E-4,3.296255E-7,2.956013E-5,4.495417E-7,5.261319E-8,9.916733E-8,1.11558E-6,1.0103E-4,2.845645E-6,9.143851E-6,1.174349E-7,1.260039E-4,1.609345E-5,1.624396E-7,7.541657E-8,7.648697E-6,1.770859E-4,0.01806673,2.258178E-4,0.007835408,1.058754E-5,2.947727E-8,2.43754E-8,9.169316E-6,3.458871E-7,1.337563E-6,3.25855E-6,0.009596863,0.01649477,9.137872,1.119985E-4,517162.2,517162.2
0.0021,14.98268,-1.616487E7,994.1212,994.1212,0.00167809,1.0,0.9400993,0.001795331,6.829332E-6,2.226288E-4,1.416583E-6,7.789876E-4,1.328993E-6,1.895024E-5,1.259266E-7,0.001492356,4.695768E-6,2.668136E-6,1.186579E-4,4.385921E-6,3.194981E-5,1.684188E-6,0.002248267,9.999124E-5,1.857509E-4,2.19573E-5,1.103762E-5,1.992319E-4,3.540787E-7,3.056178E-5,4.797932E-7,5.610826E-8,1.022286E-7,1.151184E-6,1.042022E-4,2.988118E-6,9.445339E-6,1.251635E-7,1.300099E-4,1.655187E-5,1.726821E-7,8.140519E-8,7.884355E-6,1.825157E-4,0.01803037,2.328541E-4,0.007832808,1.056921E-5,3.20313E-8,2.648613E-8,9.5385E-6,3.59823E-7,1.394959E-6,3.387994E-6,0.009570468,0.01647327,9.136544,1.120017E-4,517087.0,517087.0
0.0022,14.9821,-1.594992E7,993.8799,993.8799,0.00167809,1.0,0.9398746,0.001874904,6.776884E-6,2.32411E-4,1.405189E-6,8.133538E-4,1.4432E-6,1.986102E-5,1.306728E-7,0.001556992,4.707611E-6,2.907163E-6,1.237127E-4,4.573791E-6,3.33763E-5,1.675282E-6,0.002347911,1.011272E-4,1.937828E-4,2.299438E-5,1.097228E-5,2.083333E-4,3.898427E-7,3.197269E-5,5.239456E-7,6.121207E-8,1.065002E-7,1.201046E-6,1.086428E-4,3.190687E-6,9.865996E-6,1.364311E-7,1.356235E-4,1.718819E-5,1.8752E-7,9.02436E-8,8.214197E-6,1.901049E-4,0.01797936,2.426991E-4,0.007829163,1.053998E-5,3.580185E-8,2.961722E-8,1.005693E-5,3.795396E-7,1.475048E-6,3.569473E-6,0.009533485,0.0164431,9.134682,1.12006E-4,516981.6,516981.7
0.0023,14.98153,-1.574021E7,993.6419,993.6419,0.00167809,1.0,0.9396522,0.001953716,6.724871E-6,2.420882E-4,1.39389E-6,8.473599E-4,1.560831E-6,2.076769E-5,1.353064E-7,0.00162089,4.71873E-6,3.153585E-6,1.286957E-4,4.75881E-6,3.479136E-5,1.666433E-6,0.00244654,1.021308E-4,2.017089E-4,2.402005E-5,1.090898E-5,2.173338E-4,4.268827E-7,3.337419E-5,5.695836E-7,6.649145E-8,1.106966E-7,1.250245E-6,1.130218E-4,3.393874E-6,1.027928E-5,1.480637E-7,1.411662E-4,1.780962E-5,2.027257E-7,9.949143E-8,8.539431E-6,1.975753E-4,0.01792892,2.524021E-4,0.007825562,1.050765E-5,3.974561E-8,3.291105E-8,1.05699E-5,3.992186E-7,1.553684E-6,3.748703E-6,0.009496976,0.01641326,9.132843,1.120103E-4,516877.5,516877.5
0.0024,14.98096,-1.553553E7,993.4069,993.4069,0.00167809,1.0,0.9394323,0.002031775,6.673326E-6,2.516618E-4,1.382694E-6,8.810108E-4,1.681761E-6,2.167024E-5,1.3983E-7,0.001684063,4.729173E-6,3.407102E-6,1.336078E-4,4.941024E-6,3.619511E-5,1.657649E-6,0.002544158,1.03015E-4,2.095307E-4,2.503463E-5,1.08476E-5,2.262341E-4,4.651439E-7,3.476634E-5,6.166562E-7,7.194131E-8,1.148191E-7,1.298789E-6,1.173403E-4,3.597407E-6,1.06854E-5,1.600478E-7,1.466388E-4,1.84167E-5,2.182775E-7,1.091381E-7,8.860145E-6,2.049293E-4,0.01787906,2.619656E-4,0.007822004,1.047293E-5,4.38551E-8,3.636343E-8,1.107735E-5,4.188509E-7,1.630852E-6,3.925664E-6,0.009460933,0.01638375,9.131025,1.120145E-4,516774.6,516774.6
0.0025,14.98041,-1.533572E7,993.1749,993.1749,0.00167809,1.0,0.9392147,0.002109092,6.622284E-6,2.611333E-4,1.371608E-6,9.143112E-4,1.805869E-6,2.256866E-5,1.442463E-7,0.00174652,4.73898E-6,3.667424E-6,1.384502E-4,5.120478E-6,3.758771E-5,1.648935E-6,0.002640774,1.037913E-4,2.172497E-4,2.603844E-5,1.078802E-5,2.350355E-4,5.04574E-7,3.614917E-5,6.651142E-7,7.755675E-8,1.188692E-7,1.346688E-6,1.215993E-4,3.801049E-6,1.108455E-5,1.723707E-7,1.520425E-4,1.900994E-5,2.341555E-7,1.19173E-7,9.176426E-6,2.12169E-4,0.01782975,2.713918E-4,0.007818488,1.043639E-5,4.812308E-8,3.997013E-8,1.157922E-5,4.384282E-7,1.70655E-6,4.100352E-6,0.009425348,0.01635457,9.129228,1.120186E-4,516672.9,516673.0
0.0026,14.97987,-1.51406E7,992.9459,992.9459,0.00167809,1.0,0.9389994,0.002185678,6.571775E-6,2.705042E-4,1.36064E-6,9.472661E-4,1.933039E-6,2.346295E-5,1.48558E-7,0.001808274,4.748191E-6,3.934271E-6,1.432238E-4,5.297219E-6,3.896927E-5,1.640297E-6,0.002736396,1.044702E-4,2.248677E-4,2.703177E-5,1.073011E-5,2.437389E-4,5.451226E-7,3.752272E-5,7.149103E-7,8.333303E-8,1.228482E-7,1.393953E-6,1.258E-4,4.004591E-6,1.147691E-5,1.850201E-7,1.573782E-4,1.958984E-5,2.503406E-7,1.295857E-7,9.48836E-6,2.192966E-4,0.01778099,2.806832E-4,0.007815013,1.039843E-5,5.254252E-8,4.372686E-8,1.207551E-5,4.579428E-7,1.780783E-6,4.272769E-6,0.009390213,0.0163257,9.127452,1.120227E-4,516572.4,516572.4
0.0027,14.97934,-1.495001E7,992.7198,992.7198,0.00167809,1.0,0.9387864,0.002261542,6.521824E-6,2.797761E-4,1.349794E-6,9.798805E-4,2.06316E-6,2.435311E-5,1.527679E-7,0.001869337,4.756839E-6,4.207373E-6,1.479299E-4,5.471296E-6,4.033996E-5,1.631739E-6,0.002831032,1.050614E-4,2.323863E-4,2.801488E-5,1.067378E-5,2.523458E-4,5.867409E-7,3.888705E-5,7.659985E-7,8.926552E-8,1.267577E-7,1.440594E-6,1.299434E-4,4.207845E-6,1.186267E-5,1.979839E-7,1.62647E-4,2.015687E-5,2.668147E-7,1.403658E-7,9.796032E-6,2.263144E-4,0.01773278,2.898421E-4,0.007811578,1.035943E-5,5.710656E-8,4.762934E-8,1.256623E-5,4.77388E-7,1.853564E-6,4.442926E-6,0.009355521,0.01629714,9.125696,1.120266E-4,516473.1,516473.1
0.0028,14.97882,-1.476382E7,992.4964,992.4964,0.00167809,1.0,0.9385756,0.002336695,6.472452E-6,2.889506E-4,1.339077E-6,0.001012159,2.196122E-6,2.523917E-5,1.568786E-7,0.001929719,4.764957E-6,4.486471E-6,1.525695E-4,5.642757E-6,4.169991E-5,1.623265E-6,0.002924695,1.055732E-4,2.398071E-4,2.898806E-5,1.061892E-5,2.608573E-4,6.293824E-7,4.024224E-5,8.183347E-7,9.534977E-8,1.30599E-7,1.486622E-6,1.340305E-4,4.410649E-6,1.224201E-5,2.112508E-7,1.678501E-4,2.071147E-5,2.835611E-7,1.515032E-7,1.009953E-5,2.332247E-4,0.01768509,2.98871E-4,0.007808183,1.031963E-5,6.180861E-8,5.167329E-8,1.305139E-5,4.967576E-7,1.924909E-6,4.610841E-6,0.009321263,0.01626889,9.123961,1.120305E-4,516374.9,516374.9
0.0029,14.97831,-1.458187E7,992.2759,992.2759,0.00167809,1.0,0.938367,0.002411148,6.423675E-6,2.980291E-4,1.328491E-6,0.001044108,2.331822E-6,2.612115E-5,1.608929E-7,0.001989434,4.772576E-6,4.771318E-6,1.571438E-4,5.811652E-6,4.304928E-5,1.614878E-6,0.003017394,1.060133E-4,2.471319E-4,2.995153E-5,1.056545E-5,2.692748E-4,6.730023E-7,4.158834E-5,8.718762E-7,1.015815E-7,1.343736E-7,1.532047E-6,1.380624E-4,4.612864E-6,1.261509E-5,2.248095E-7,1.729884E-4,2.125408E-5,3.005638E-7,1.629876E-7,1.039893E-5,2.400295E-4,0.01763793,3.077724E-4,0.007804827,1.027925E-5,6.66423E-8,5.585448E-8,1.353103E-5,5.160464E-7,1.99484E-6,4.776536E-6,0.009287433,0.01624094,9.122246,1.120344E-4,516277.8,516277.8
0.003,14.97781,-1.440402E7,992.058,992.058,0.00167809,1.0,0.9381606,0.002484911,6.375505E-6,3.070134E-4,1.31804E-6,0.001075732,2.47016E-6,2.699907E-5,1.648133E-7,0.002048492,4.779724E-6,5.061676E-6,1.616539E-4,5.978032E-6,4.43882E-5,1.606581E-6,0.003109142,1.063884E-4,2.543622E-4,3.090554E-5,1.051328E-5,2.775997E-4,7.175577E-7,4.292544E-5,9.265823E-7,1.079565E-7,1.380831E-7,1.576881E-6,1.420402E-4,4.814366E-6,1.298207E-5,2.386495E-7,1.780631E-4,2.178511E-5,3.17808E-7,1.748094E-7,1.069432E-5,2.467311E-4,0.01759128,3.165486E-4,0.007801509,1.023846E-5,7.160154E-8,6.016872E-8,1.400522E-5,5.352495E-7,2.06338E-6,4.940038E-6,0.009254021,0.01621329,9.12055,1.120381E-4,516181.8,516181.8
0.0031,14.97731,-1.423015E7,991.8428,991.8428,0.00167809,1.0,0.9379564,0.002557996,6.327952E-6,3.159049E-4,1.307725E-6,0.001107036,2.611039E-6,2.787297E-5,1.686426E-7,0.002106905,4.786426E-6,5.357315E-6,1.66101E-4,6.141944E-6,4.571683E-5,1.598374E-6,0.003199951,1.067048E-4,2.614998E-4,3.185032E-5,1.046235E-5,2.858333E-4,7.630072E-7,4.425362E-5,9.824132E-7,1.144707E-7,1.417287E-7,1.621135E-6,1.459649E-4,5.015045E-6,1.334312E-5,2.527604E-7,1.830754E-4,2.230495E-5,3.352795E-7,1.869588E-7,1.098578E-5,2.533316E-4,0.01754513,3.25202E-4,0.007798228,1.01974E-5,7.668041E-8,6.46119E-8,1.4474E-5,5.543627E-7,2.130554E-6,5.101374E-6,0.009221021,0.01618593,9.118873,1.120418E-4,516086.9,516086.9
0.0032,14.97682,-1.406014E7,991.6301,991.6301,0.00167809,1.0,0.9377542,0.002630413,6.281024E-6,3.247052E-4,1.297548E-6,0.001138026,2.754366E-6,2.874289E-5,1.723833E-7,0.002164684,4.792707E-6,5.658014E-6,1.704862E-4,6.303439E-6,4.703531E-5,1.590261E-6,0.003289833,1.069682E-4,2.685463E-4,3.278607E-5,1.041258E-5,2.93977E-4,8.093112E-7,4.557296E-5,1.039331E-6,1.211203E-7,1.453119E-7,1.664818E-6,1.498376E-4,5.214805E-6,1.369839E-5,2.671323E-7,1.880262E-4,2.281399E-5,3.529647E-7,1.994266E-7,1.127338E-5,2.598332E-4,0.01749947,3.33735E-4,0.007794984,1.015618E-5,8.187326E-8,6.917998E-8,1.493743E-5,5.733823E-7,2.196389E-6,5.260574E-6,0.009188425,0.01615885,9.117214,1.120455E-4,515993.0,515993.0
0.0033,14.97634,-1.389385E7,991.4199,991.4199,0.00167809,1.0,0.9375541,0.002702172,6.234725E-6,3.334158E-4,1.287511E-6,0.001168706,2.900051E-6,2.960886E-5,1.76038E-7,0.002221841,4.798589E-6,5.963562E-6,1.748107E-4,6.462566E-6,4.834379E-5,1.582242E-6,0.003378801,1.071837E-4,2.755034E-4,3.3713E-5,1.036391E-5,3.020324E-4,8.564315E-7,4.688354E-5,1.097298E-6,1.279015E-7,1.488341E-7,1.707943E-6,1.536592E-4,5.413565E-6,1.404802E-5,2.817555E-7,1.929167E-4,2.331259E-5,3.708511E-7,2.122036E-7,1.155722E-5,2.662379E-4,0.0174543,3.4215E-4,0.007791775,1.01149E-5,8.717463E-8,7.3869E-8,1.539558E-5,5.92305E-7,2.260911E-6,5.41767E-6,0.009156225,0.01613206,9.115574,1.120491E-4,515900.2,515900.2
0.0034,14.97587,-1.373118E7,991.2122,991.2122,0.00167809,1.0,0.937356,0.002773284,6.189058E-6,3.420385E-4,1.277614E-6,0.001199082,3.048008E-6,3.047093E-5,1.79609E-7,0.002278386,4.804093E-6,6.273755E-6,1.790757E-4,6.619373E-6,4.964242E-5,1.574318E-6,0.003466868,1.073559E-4,2.823727E-4,3.463131E-5,1.031629E-5,3.100007E-4,9.043318E-7,4.818547E-5,1.156281E-6,1.348105E-7,1.522967E-7,1.750519E-6,1.574308E-4,5.611254E-6,1.439215E-5,2.96621E-7,1.97748E-4,2.38011E-5,3.889269E-7,2.25281E-7,1.183735E-5,2.725478E-4,0.01740961,3.504493E-4,0.007788602,1.007364E-5,9.257931E-8,7.867509E-8,1.584852E-5,6.111282E-7,2.324149E-6,5.572696E-6,0.009124414,0.01610555,9.113952,1.120526E-4,515808.4,515808.4
0.0035,14.9754,-1.357201E7,991.0069,991.0069,0.00167809,1.0,0.9371599,0.002843761,6.144022E-6,3.505745E-4,1.267857E-6,0.001229159,3.198153E-6,3.132914E-5,1.830987E-7,0.002334332,4.80924E-6,6.588398E-6,1.832821E-4,6.773909E-6,5.093134E-5,1.566489E-6,0.003554047,1.074888E-4,2.891558E-4,3.554119E-5,1.026967E-5,3.178834E-4,9.52977E-7,4.947883E-5,1.216243E-6,1.418439E-7,1.55701E-7,1.792556E-6,1.611533E-4,5.80781E-6,1.473092E-5,3.117197E-7,2.025211E-4,2.427984E-5,4.071806E-7,2.386501E-7,1.211386E-5,2.787649E-4,0.01736538,3.586351E-4,0.007785463,1.003244E-5,9.80823E-8,8.359448E-8,1.629633E-5,6.298494E-7,2.38613E-6,5.725683E-6,0.009092983,0.01607931,9.112348,1.120561E-4,515717.6,515717.6
0.0036,14.97494,-1.341625E7,990.804,990.804,0.00167809,1.0,0.9369657,0.002913611,6.099617E-6,3.590256E-4,1.258239E-6,0.001258943,3.350407E-6,3.218354E-5,1.865095E-7,0.002389688,4.814048E-6,6.907304E-6,1.874313E-4,6.926222E-6,5.221069E-5,1.558756E-6,0.003640352,1.075863E-4,2.958543E-4,3.644281E-5,1.022399E-5,3.25682E-4,1.002334E-6,5.076372E-5,1.277154E-6,1.489981E-7,1.590484E-7,1.834067E-6,1.648278E-4,6.003182E-6,1.506447E-5,3.270432E-7,2.072372E-4,2.474914E-5,4.256018E-7,2.523027E-7,1.238683E-5,2.848911E-4,0.01732161,3.667098E-4,0.007782358,9.991364E-6,1.036788E-7,8.862349E-8,1.673908E-5,6.484666E-7,2.446883E-6,5.876668E-6,0.009061927,0.01605333,9.110761,1.120595E-4,515627.8,515627.8
