Time_Soln#14 (sec),Volume_Soln#14 (cm3),Volumetric_heat_production_rate_Soln#14 (erg/cm3-sec),Surface_temperature_Soln#14 (K),Temperature_Soln#14 (K),Mass_Soln#14 (g),Pressure_Soln#14 (atm),Mole_fraction_H2_Soln#14 (),Mole_fraction_H_Soln#14 (),Mole_fraction_CH4_Soln#14 (),Mole_fraction_CH3_Soln#14 (),Mole_fraction_C2H6_Soln#14 (),Mole_fraction_C2H5_Soln#14 (),Mole_fraction_C2H4_Soln#14 (),Mole_fraction_C2H3_Soln#14 (),Mole_fraction_C2H2_Soln#14 (),Mole_fraction_C3H8_Soln#14 (),Mole_fraction_NC3H7_Soln#14 (),Mole_fraction_C3H6_Soln#14 (),Mole_fraction_C3H5-A_Soln#14 (),Mole_fraction_C3H4-P_Soln#14 (),Mole_fraction_C3H4-A_Soln#14 (),Mole_fraction_C3H3_Soln#14 (),Mole_fraction_IC4H10_Soln#14 (),Mole_fraction_IC4H9_Soln#14 (),Mole_fraction_TC4H9_Soln#14 (),Mole_fraction_IC4H8_Soln#14 (),Mole_fraction_IC4H7_Soln#14 (),Mole_fraction_C4H8-1_Soln#14 (),Mole_fraction_C4H8-2_Soln#14 (),Mole_fraction_C4H71-3_Soln#14 (),Mole_fraction_C4H6_Soln#14 (),Mole_fraction_C4H4_Soln#14 (),Mole_fraction_C4H2_Soln#14 (),Mole_fraction_C6H6_Soln#14 (),Mole_fraction_FULVENE_Soln#14 (),Mole_fraction_C5H6_Soln#14 (),Mole_fraction_C5H5_Soln#14 (),Mole_fraction_MCPTD_Soln#14 (),Mole_fraction_C10H8_Soln#14 (),Mole_fraction_NEOC5H12_Soln#14 (),Mole_fraction_NC5H10_Soln#14 (),Mole_fraction_B1M2_Soln#14 (),Mole_fraction_LC5H8_Soln#14 (),Mole_fraction_NC7H14_Soln#14 (),Mole_fraction_IC8H16_Soln#14 (),Mole_fraction_DIMEPTD_Soln#14 (),Mole_fraction_C7H8_Soln#14 (),Mole_fraction_C7H7_Soln#14 (),Mole_fraction_C6H5C2H_Soln#14 (),Mole_fraction_C6H5C2H3_Soln#14 (),Mole_fraction_C6H5C2H5_Soln#14 (),Mole_fraction_INDENE_Soln#14 (),Mole_fraction_C12H8_Soln#14 (),Mole_fraction_C14H10_Soln#14 (),Mole_fraction_NC10H20_Soln#14 (),Mole_fraction_IC12H26_Soln#14 (),Molecular_weight_Soln#14 (g/mole),Mass_density_Soln#14 (g/cm3),Unburned_hydrocarbons_Soln#14 (ppm),Volatile_organic_compounds_Soln#14 (ppm)
3.263739E-5,15.33952,-6.44503E8,1480.516,1480.516,0.001017024,1.0,0.8121801,4.733428E-5,0.05648506,6.031588E-4,0.009699365,1.161388E-5,0.03752448,2.288826E-5,0.005187869,6.193556E-4,3.702117E-7,0.02709056,4.562329E-4,0.005844728,0.009791063,4.10453E-4,1.091741E-4,1.621447E-7,2.162842E-7,0.01622058,6.126227E-4,0.001407032,2.156488E-4,4.049916E-6,0.003921618,0.001247119,2.713242E-5,0.001403821,1.159517E-4,0.001068543,1.664722E-4,6.715778E-5,1.182053E-5,9.383608E-6,1.161853E-5,1.748635E-4,6.672842E-4,1.551805E-5,3.889262E-8,1.151868E-4,0.00576104,2.611E-4,6.82989E-6,4.554656E-5,1.519772E-4,1.180595E-5,2.731181E-6,5.480618E-7,2.179998E-7,3.177186E-25,8.054726,6.630091E-5,455861.0,455861.0
3.266505E-5,15.33958,-6.444348E8,1480.512,1480.512,0.001017024,1.0,0.8121703,4.730618E-5,0.05649531,6.026967E-4,0.009698319,1.160504E-5,0.03753084,2.287437E-5,0.005190037,6.191536E-4,3.69768E-7,0.02708762,4.561321E-4,0.005846825,0.00979,4.104009E-4,1.090496E-4,1.618922E-7,2.159483E-7,0.01621763,6.120009E-4,0.001406015,2.155808E-4,4.046909E-6,0.003921358,0.001247398,2.71512E-5,0.001404218,1.160454E-4,0.001068958,1.664036E-4,6.704306E-5,1.18353E-5,9.353643E-6,1.160432E-5,1.746604E-4,6.669717E-4,1.546921E-5,3.851344E-8,1.149569E-4,0.005760876,2.610574E-4,6.83681E-6,4.557378E-5,1.519418E-4,1.181432E-5,2.733685E-6,5.482166E-7,2.164616E-7,3.05131E-25,8.054672,6.630066E-5,455858.0,455858.0
3.296465E-5,15.34022,-6.437052E8,1480.467,1480.467,0.001017024,1.0,0.8120639,4.700569E-5,0.05660581,5.977554E-4,0.009687023,1.151055E-5,0.03759941,2.272558E-5,0.005213464,6.16971E-4,3.650289E-7,0.02705581,4.550369E-4,0.005869419,0.009778489,4.098356E-4,1.077117E-4,1.592021E-7,2.123715E-7,0.01618582,6.053785E-4,0.001395069,2.148444E-4,4.014761E-6,0.003918531,0.001250402,2.735417E-5,0.001408502,1.17057E-4,0.001073421,1.656571E-4,6.581453E-5,1.199556E-5,9.035331E-6,1.145303E-5,1.724808E-4,6.635994E-4,1.495027E-5,3.463793E-8,1.124979E-4,0.005759101,2.60598E-4,6.911564E-6,4.586753E-5,1.515573E-4,1.190486E-5,2.760708E-6,5.49891E-7,2.004902E-7,1.969763E-25,8.054092,6.62979E-5,455825.2,455825.2
3.308434E-5,15.34047,-6.434514E8,1480.449,1480.449,0.001017024,1.0,0.8120216,4.68876E-5,0.05664967,5.958139E-4,0.009682523,1.147343E-5,0.03762663,2.2667E-5,0.005222789,6.161024E-4,3.63169E-7,0.02704316,4.545976E-4,0.005878384,0.009773891,4.09609E-4,1.071828E-4,1.581504E-7,2.109734E-7,0.01617316,6.027893E-4,0.001390728,2.145508E-4,4.002127E-6,0.003917398,0.001251591,2.743504E-5,0.001410207,1.174597E-4,0.001075185,1.653573E-4,6.533088E-5,1.205971E-5,8.911313E-6,1.139389E-5,1.716201E-4,6.622589E-4,1.474805E-5,3.320187E-8,1.115315E-4,0.005758396,2.604155E-4,6.941322E-6,4.59843E-5,1.514032E-4,1.194095E-5,2.771454E-6,5.505584E-7,1.944488E-7,1.653892E-25,8.053862,6.629682E-5,455812.2,455812.2
3.309278E-5,15.34049,-6.433876E8,1480.448,1480.448,0.001017024,1.0,0.8120187,4.687931E-5,0.05665276,5.956777E-4,0.009682206,1.147082E-5,0.03762855,2.266288E-5,0.005223446,6.160412E-4,3.630385E-7,0.02704226,4.545665E-4,0.005879015,0.009773567,4.09593E-4,1.071456E-4,1.580768E-7,2.108754E-7,0.01617227,6.026079E-4,0.001390422,2.145301E-4,4.00124E-6,0.003917318,0.001251675,2.744073E-5,0.001410327,1.17488E-4,0.001075309,1.653361E-4,6.529692E-5,1.206424E-5,8.902634E-6,1.138974E-5,1.715596E-4,6.621645E-4,1.47339E-5,3.31029E-8,1.114637E-4,0.005758346,2.604027E-4,6.943418E-6,4.599252E-5,1.513923E-4,1.194349E-5,2.772211E-6,5.506055E-7,1.940298E-7,1.633636E-25,8.053846,6.629674E-5,455811.2,455811.2
3.310998E-5,15.34052,-6.433367E8,1480.445,1480.445,0.001017024,1.0,0.8120126,4.686242E-5,0.05665905,5.954003E-4,0.00968156,1.146552E-5,0.03763245,2.265451E-5,0.005224784,6.159165E-4,3.627729E-7,0.02704045,4.545033E-4,0.0058803,0.009772906,4.095604E-4,1.070699E-4,1.579268E-7,2.106761E-7,0.01617045,6.022387E-4,0.0013898,2.144879E-4,3.999435E-6,0.003917155,0.001251845,2.745234E-5,0.001410572,1.175458E-4,0.001075562,1.652929E-4,6.522778E-5,1.207346E-5,8.884974E-6,1.138131E-5,1.714364E-4,6.619722E-4,1.47051E-5,3.290213E-8,1.113256E-4,0.005758245,2.603765E-4,6.947689E-6,4.600927E-5,1.513702E-4,1.194867E-5,2.773753E-6,5.507013E-7,1.931789E-7,1.593134E-25,8.053813,6.629658E-5,455809.4,455809.4
3.348863E-5,15.34131,-6.422916E8,1480.388,1480.388,0.001017024,1.0,0.8118801,4.649662E-5,0.05679669,5.893884E-4,0.009667376,1.135066E-5,0.03771792,2.247257E-5,0.005254148,6.131816E-4,3.570225E-7,0.0270006,4.531057E-4,0.005908414,0.009758364,4.088408E-4,1.054188E-4,1.546916E-7,2.063757E-7,0.01613064,5.942719E-4,0.001376198,2.135607E-4,3.960295E-6,0.003913554,0.001255566,2.770729E-5,0.00141594,1.188141E-4,0.001081068,1.643384E-4,6.372658E-5,1.227694E-5,8.505231E-6,1.119935E-5,1.687543E-4,6.577582E-4,1.408574E-5,2.878089E-8,1.083327E-4,0.005756035,2.598031E-4,7.041404E-6,4.637633E-5,1.50881E-4,1.206251E-5,2.807548E-6,5.528075E-7,1.753757E-7,9.168952E-26,8.053091,6.629319E-5,455768.5,455768.5
3.359048E-5,15.34152,-6.419905E8,1480.373,1480.373,0.001017024,1.0,0.8118448,4.640001E-5,0.05683344,5.878013E-4,0.009663573,1.132036E-5,0.03774075,2.242442E-5,0.005262014,6.12449E-4,3.555064E-7,0.02698993,4.527281E-4,0.005915919,0.009754454,4.086467E-4,1.049799E-4,1.538424E-7,2.052471E-7,0.01611999,5.921803E-4,0.00137257,2.133118E-4,3.949959E-6,0.003912582,0.001256557,2.777565E-5,0.001417378,1.191538E-4,0.001082531,1.640803E-4,6.332951E-5,1.23318E-5,8.405974E-6,1.115157E-5,1.680424E-4,6.566311E-4,1.392381E-5,2.776404E-8,1.075425E-4,0.005755444,2.596498E-4,7.066509E-6,4.64745E-5,1.50749E-4,1.209305E-5,2.81659E-6,5.533727E-7,1.708776E-7,7.903496E-26,8.052899,6.629229E-5,455757.6,455757.6
3.3607E-5,15.34155,-6.419495E8,1480.37,1480.37,0.001017024,1.0,0.811839,4.638442E-5,0.05683939,5.875451E-4,0.009662956,1.131546E-5,0.03774444,2.241665E-5,0.005263289,6.123304E-4,3.552618E-7,0.0269882,4.526667E-4,0.005917133,0.00975382,4.086152E-4,1.049089E-4,1.537056E-7,2.050652E-7,0.01611826,5.918431E-4,0.001371982,2.132714E-4,3.94829E-6,0.003912424,0.001256717,2.778673E-5,0.001417611,1.192089E-4,0.001082768,1.640384E-4,6.326538E-5,1.23407E-5,8.389991E-6,1.114387E-5,1.679273E-4,6.564486E-4,1.389774E-5,2.760261E-8,1.07415E-4,0.005755349,2.59625E-4,7.070576E-6,4.64904E-5,1.507276E-4,1.2098E-5,2.818055E-6,5.534644E-7,1.701593E-7,7.715565E-26,8.052867,6.629214E-5,455755.8,455755.9
3.390803E-5,15.34216,-6.410349E8,1480.325,1480.325,0.001017024,1.0,0.8117352,4.610361E-5,0.05694735,5.829324E-4,0.009651749,1.122739E-5,0.03781152,2.22764E-5,0.005286454,6.101736E-4,3.508611E-7,0.02695677,4.515463E-4,0.005939161,0.00974227,4.080403E-4,1.036255E-4,1.512503E-7,2.018025E-7,0.01608691,5.857942E-4,0.001361341,2.12537E-4,3.918241E-6,0.003909541,0.00125962,2.798825E-5,0.001421844,1.202094E-4,0.001087046,1.632726E-4,6.210952E-5,1.250316E-5,8.104148E-6,1.100569E-5,1.658482E-4,6.53134E-4,1.343132E-5,2.482152E-8,1.051188E-4,0.005753615,2.591745E-4,7.144501E-6,4.677909E-5,1.503364E-4,1.218807E-5,2.844653E-6,5.551317E-7,1.575942E-7,4.977611E-26,8.052301,6.62895E-5,455723.8,455723.8
3.528527E-5,15.34485,-6.363262E8,1480.12,1480.12,0.001017024,1.0,0.8112715,4.48958E-5,0.05742966,5.631129E-4,0.009601036,1.084944E-5,0.0381115,2.166877E-5,0.00539102,6.004483E-4,3.320407E-7,0.02681498,4.463533E-4,0.006037351,0.009689592,4.053982E-4,9.798574E-5,1.409034E-7,1.880595E-7,0.01594582,5.602692E-4,0.001314058,2.091995E-4,3.788941E-6,0.003896195,0.001272474,2.890105E-5,0.001440947,1.247234E-4,0.001105825,1.597272E-4,5.711986E-5,1.325212E-5,6.918879E-6,1.042189E-5,1.567594E-4,6.382582E-4,1.149548E-5,1.528741E-8,9.526534E-5,0.005745866,2.571571E-4,7.477891E-6,4.807428E-5,1.485317E-4,1.259657E-5,2.964098E-6,5.627059E-7,1.110615E-7,6.703124E-27,8.049773,6.627789E-5,455580.7,455580.7
3.530372E-5,15.34489,-6.362457E8,1480.117,1480.117,0.001017024,1.0,0.8112654,4.488041E-5,0.057436,5.628607E-4,0.009600363,1.084464E-5,0.03811544,2.166099E-5,0.005392406,6.003195E-4,3.318022E-7,0.0268131,4.462831E-4,0.006038639,0.009688888,4.053628E-4,9.791266E-5,1.407739E-7,1.878876E-7,0.01594395,5.599493E-4,0.00131344,2.09155E-4,3.787294E-6,0.003896015,0.001272642,2.891319E-5,0.0014412,1.247832E-4,0.001106069,1.596793E-4,5.705619E-5,1.326222E-5,6.904269E-6,1.041456E-5,1.566421E-4,6.38062E-4,1.147159E-5,1.518868E-8,9.514021E-5,0.005745764,2.571305E-4,7.482306E-6,4.809135E-5,1.485073E-4,1.260201E-5,2.965674E-6,5.628068E-7,1.105432E-7,6.526002E-27,8.04974,6.627774E-5,455578.8,455578.9
3.572018E-5,15.34566,-6.346365E8,1480.055,1480.055,0.001017024,1.0,0.8111288,4.453882E-5,0.05757821,5.572608E-4,0.00958521,1.073797E-5,0.03820399,2.148773E-5,0.005423577,5.974249E-4,3.265128E-7,0.02677084,4.44694E-4,0.006067507,0.009673034,4.04563E-4,9.62809E-5,1.379129E-7,1.840898E-7,0.01590204,5.528772E-4,0.001299594,2.081535E-4,3.750699E-6,0.003891933,0.001276396,2.91863E-5,0.001446892,1.261273E-4,0.001111493,1.585984E-4,5.564143E-5,1.349053E-5,6.583017E-6,1.025243E-5,1.540276E-4,6.336569E-4,1.09463E-5,1.312515E-8,9.236384E-5,0.005743478,2.565346E-4,7.581523E-6,4.847468E-5,1.479575E-4,1.272439E-5,3.001055E-6,5.650807E-7,9.94834E-8,3.568839E-27,8.048995,6.627437E-5,455536.7,455536.7
3.628476E-5,15.3467,-6.323867E8,1479.972,1479.972,0.001017024,1.0,0.8109461,4.409133E-5,0.05776852,5.499304E-4,0.009564797,1.059843E-5,0.03832254,2.125985E-5,0.005465526,5.935333E-4,3.196082E-7,0.02671399,4.425288E-4,0.006106073,0.009651609,4.034804E-4,9.411952E-5,1.342097E-7,1.791754E-7,0.01584574,5.4371E-4,0.001281143,2.068016E-4,3.702742E-6,0.003886368,0.001281395,2.955457E-5,0.001454551,1.279345E-4,0.001118671,1.571303E-4,5.378785E-5,1.380134E-5,6.17189E-6,1.004193E-5,1.505753E-4,6.277504E-4,1.027362E-5,1.077096E-8,8.873747E-5,0.005740417,2.557365E-4,7.714883E-6,4.898845E-5,1.472097E-4,1.288951E-5,3.048491E-6,5.681527E-7,8.625428E-8,1.575451E-27,8.047997,6.62699E-5,455480.2,455480.2
3.629883E-5,15.34672,-6.323193E8,1479.97,1479.97,0.001017024,1.0,0.8109416,4.408041E-5,0.05777323,5.497514E-4,0.00956429,1.059503E-5,0.03832548,2.125427E-5,0.005466567,5.934368E-4,3.194399E-7,0.02671258,4.424746E-4,0.006107025,0.009651076,4.034534E-4,9.406639E-5,1.341199E-7,1.790563E-7,0.01584434,5.434875E-4,0.001280688,2.06768E-4,3.70157E-6,0.003886229,0.001281519,2.956372E-5,0.001454741,1.279793E-4,0.001118847,1.570937E-4,5.374258E-5,1.380911E-5,6.16199E-6,1.003681E-5,1.504906E-4,6.276041E-4,1.025741E-5,1.071809E-8,8.864907E-5,0.005740341,2.557168E-4,7.71819E-6,4.900117E-5,1.47191E-4,1.289361E-5,3.049665E-6,5.682291E-7,8.594844E-8,1.543698E-27,8.047973,6.626979E-5,455478.8,455478.9
3.634534E-5,15.34681,-6.321231E8,1479.963,1479.963,0.001017024,1.0,0.8109267,4.404436E-5,0.05778877,5.491611E-4,0.009562616,1.058379E-5,0.03833517,2.123586E-5,0.005470007,5.93118E-4,3.188849E-7,0.02670792,4.422957E-4,0.006110172,0.009649315,4.033644E-4,9.389101E-5,1.338238E-7,1.786635E-7,0.01583973,5.427539E-4,0.001279185,2.066569E-4,3.697705E-6,0.003885769,0.001281926,2.959395E-5,0.001455368,1.281274E-4,0.001119429,1.569726E-4,5.359326E-5,1.383478E-5,6.129379E-6,1.001995E-5,1.502111E-4,6.27121E-4,1.020403E-5,1.054519E-8,8.835751E-5,0.005740091,2.556516E-4,7.729115E-6,4.904318E-5,1.471293E-4,1.290717E-5,3.053545E-6,5.684816E-7,8.49453E-8,1.443285E-27,8.047891,6.626943E-5,455474.2,455474.2
3.641391E-5,15.34693,-6.318479E8,1479.953,1479.953,0.001017024,1.0,0.8109047,4.399143E-5,0.05781166,5.482942E-4,0.009560148,1.05673E-5,0.03834943,2.120882E-5,0.005475073,5.926484E-4,3.180702E-7,0.02670105,4.420318E-4,0.006114804,0.00964672,4.032331E-4,9.363315E-5,1.333897E-7,1.780875E-7,0.01583294,5.416779E-4,0.001276973,2.064933E-4,3.69203E-6,0.00388509,0.001282525,2.96385E-5,0.001456293,1.283455E-4,0.001120285,1.567942E-4,5.337401E-5,1.387265E-5,6.081624E-6,9.995205E-6,1.498002E-4,6.264097E-4,1.012585E-5,1.029538E-8,8.792954E-5,0.005739723,2.555555E-4,7.745205E-6,4.910503E-5,1.470383E-4,1.292715E-5,3.059256E-6,5.688537E-7,8.348785E-8,1.306963E-27,8.047771,6.62689E-5,455467.4,455467.5
3.643653E-5,15.34697,-6.31754E8,1479.949,1479.949,0.001017024,1.0,0.8108974,4.397402E-5,0.0578192,5.480092E-4,0.009559335,1.056188E-5,0.03835413,2.119992E-5,0.005476743,5.924936E-4,3.178024E-7,0.02669879,4.419448E-4,0.006116329,0.009645864,4.031898E-4,9.354829E-5,1.332471E-7,1.778984E-7,0.01583071,5.413244E-4,0.001276245,2.064393E-4,3.690164E-6,0.003884866,0.001282722,2.965318E-5,0.001456598,1.284174E-4,0.001120567,1.567354E-4,5.330192E-5,1.388515E-5,6.065959E-6,9.987076E-6,1.49665E-4,6.261753E-4,1.01002E-5,1.021431E-8,8.778888E-5,0.005739602,2.555239E-4,7.750507E-6,4.912541E-5,1.470082E-4,1.293374E-5,3.061138E-6,5.689764E-7,8.301275E-8,1.264894E-27,8.047732,6.626872E-5,455465.2,455465.2
3.676523E-5,15.34756,-6.30356E8,1479.901,1479.901,0.001017024,1.0,0.8107928,4.37241E-5,0.0579283,5.439176E-4,0.009547541,1.048404E-5,0.03842213,2.1072E-5,0.005500954,5.902508E-4,3.139621E-7,0.02666598,4.406775E-4,0.006138387,0.009633444,4.025615E-4,9.232501E-5,1.312085E-7,1.75194E-7,0.01579829,5.362672E-4,0.001265725,2.056564E-4,3.663363E-6,0.003881606,0.001285571,2.986622E-5,0.001461017,1.29459E-4,0.001124623,1.558801E-4,5.226701E-5,1.406702E-5,5.842921E-6,9.870672E-6,1.477187E-4,6.227823E-4,9.734957E-6,9.106433E-9,8.577144E-5,0.005737846,2.550662E-4,7.827337E-6,4.942039E-5,1.465715E-4,1.302931E-5,3.088381E-6,5.707577E-7,7.640989E-8,7.864796E-28,8.04716,6.626619E-5,455432.9,455432.9
3.71399E-5,15.34822,-6.287426E8,1479.846,1479.846,0.001017024,1.0,0.8106745,4.344592E-5,0.05805154,5.393658E-4,0.009534157,1.039747E-5,0.03849899,2.092922E-5,0.00552841,5.877096E-4,3.096986E-7,0.02662877,4.392292E-4,0.00616327,0.009619327,4.018472E-4,9.095349E-5,1.289585E-7,1.7221E-7,0.01576158,5.306782E-4,0.00125388,2.047668E-4,3.633521E-6,0.003877877,0.001288779,3.010815E-5,0.001466029,1.306393E-4,0.001129167,1.54906E-4,5.111594E-5,1.427491E-5,5.598966E-6,9.74183E-6,1.455413E-4,6.18945E-4,9.335249E-6,7.990614E-9,8.353212E-5,0.005735862,2.545491E-4,7.914369E-6,4.975388E-5,1.460729E-4,1.313787E-5,3.119185E-6,5.727835E-7,6.952908E-8,4.576994E-28,8.046515,6.626334E-5,455396.3,455396.3
3.717058E-5,15.34827,-6.286036E8,1479.841,1479.841,0.001017024,1.0,0.8106649,4.342345E-5,0.05806159,5.389982E-4,0.009533063,1.039048E-5,0.03850525,2.091766E-5,0.005530653,5.875022E-4,3.093547E-7,0.02662573,4.391104E-4,0.006165296,0.009618173,4.017888E-4,9.084223E-5,1.287777E-7,1.719702E-7,0.01575858,5.302286E-4,0.001252917,2.046941E-4,3.631109E-6,0.003877571,0.00128904,3.012792E-5,0.001466438,1.307356E-4,0.001129535,1.548262E-4,5.1023E-5,1.429197E-5,5.57946E-6,9.731455E-6,1.453649E-4,6.186322E-4,9.303278E-6,7.905603E-9,8.335153E-5,0.0057357,2.545069E-4,7.921471E-6,4.978106E-5,1.46032E-4,1.314675E-5,3.121696E-6,5.729492E-7,6.899422E-8,4.378658E-28,8.046462,6.626311E-5,455393.3,455393.4
3.733693E-5,15.34856,-6.278765E8,1479.817,1479.817,0.001017024,1.0,0.8106128,4.330242E-5,0.0581159,5.370185E-4,0.009527143,1.035285E-5,0.03853913,2.085539E-5,0.005542792,5.863796E-4,3.075037E-7,0.02660928,4.384662E-4,0.006176247,0.00961192,4.014725E-4,9.024182E-5,1.278059E-7,1.706816E-7,0.01574237,5.278114E-4,0.001247713,2.043002E-4,3.618121E-6,0.003875911,0.00129045,3.023501E-5,0.001468653,1.31257E-4,0.001131523,1.543941E-4,5.05226E-5,1.43845E-5,5.474923E-6,9.675655E-6,1.444136E-4,6.169398E-4,9.13192E-6,7.46049E-9,8.237969E-5,0.005734826,2.54279E-4,7.959907E-6,4.992809E-5,1.458104E-4,1.319481E-5,3.135278E-6,5.73847E-7,6.616673E-8,3.444925E-28,8.046178,6.626186E-5,455377.3,455377.3
3.738182E-5,15.34864,-6.276948E8,1479.81,1479.81,0.001017024,1.0,0.8105988,4.326999E-5,0.05813051,5.364882E-4,0.009525548,1.034277E-5,0.03854825,2.083869E-5,0.005546062,5.860773E-4,3.070081E-7,0.02660485,4.382922E-4,0.006179193,0.009610235,4.013872E-4,9.008061E-5,1.275461E-7,1.703372E-7,0.015738,5.271651E-4,0.001246314,2.04194E-4,3.614641E-6,0.003875462,0.001290829,3.026387E-5,0.00146925,1.313975E-4,0.001132056,1.542776E-4,5.038856E-5,1.440949E-5,5.447061E-6,9.660727E-6,1.441583E-4,6.164842E-4,9.086242E-6,7.344756E-9,8.211953E-5,0.00573459,2.542177E-4,7.970259E-6,4.996767E-5,1.457506E-4,1.320777E-5,3.138934E-6,5.740891E-7,6.542398E-8,3.228861E-28,8.046101,6.626152E-5,455372.9,455372.9
3.741865E-5,15.3487,-6.275214E8,1479.805,1479.805,0.001017024,1.0,0.8105873,4.324344E-5,0.05814249,5.360542E-4,0.00952424,1.033452E-5,0.03855572,2.082501E-5,0.005548744,5.858293E-4,3.066027E-7,0.02660121,4.381494E-4,0.006181608,0.009608852,4.013173E-4,8.994858E-5,1.273338E-7,1.700556E-7,0.01573442,5.266366E-4,0.001245167,2.041069E-4,3.611792E-6,0.003875094,0.001291139,3.028754E-5,0.001469739,1.315126E-4,0.001132493,1.54182E-4,5.02789E-5,1.443E-5,5.424309E-6,9.648519E-6,1.439493E-4,6.161107E-4,9.048938E-6,7.251167E-9,8.190671E-5,0.005734397,2.541674E-4,7.978748E-6,5.000011E-5,1.457015E-4,1.321839E-5,3.141931E-6,5.742877E-7,6.482091E-8,3.061902E-28,8.046038,6.626125E-5,455369.4,455369.4
3.74372E-5,15.34874,-6.274331E8,1479.802,1479.802,0.001017024,1.0,0.8105815,4.32301E-5,0.05814852,5.35836E-4,0.009523581,1.033037E-5,0.03855948,2.081814E-5,0.005550095,5.857045E-4,3.063989E-7,0.02659938,4.380775E-4,0.006182823,0.009608156,4.01282E-4,8.988216E-5,1.272271E-7,1.699142E-7,0.01573262,5.263711E-4,0.00124459,2.040631E-4,3.61036E-6,0.003874909,0.001291296,3.029946E-5,0.001469986,1.315706E-4,0.001132713,1.541338E-4,5.022376E-5,1.444034E-5,5.412887E-6,9.642384E-6,1.438442E-4,6.159227E-4,9.03021E-6,7.20449E-9,8.179974E-5,0.0057343,2.541421E-4,7.983021E-6,5.001645E-5,1.456768E-4,1.322374E-5,3.14344E-6,5.743877E-7,6.451932E-8,2.981144E-28,8.046007,6.626111E-5,455367.6,455367.6
3.797064E-5,15.34965,-6.250491E8,1479.724,1479.724,0.001017024,1.0,0.8104164,4.285339E-5,0.05832077,5.296774E-4,0.009504703,1.021333E-5,0.03866697,2.062359E-5,0.005588779,5.821318E-4,3.006561E-7,0.02654696,4.360064E-4,0.006217487,0.009588185,4.002722E-4,8.799674E-5,1.242346E-7,1.659472E-7,0.01568104,5.189121E-4,0.001228162,2.028053E-4,3.569911E-6,0.003869564,0.001295748,3.06413E-5,0.001477045,1.3323E-4,0.001138946,1.527516E-4,4.866866E-5,1.473814E-5,5.094848E-6,9.469814E-6,1.408655E-4,6.105493E-4,8.508511E-6,5.984749E-9,7.878691E-5,0.005731524,2.534194E-4,8.1053E-6,5.048305E-5,1.449652E-4,1.337722E-5,3.186547E-6,5.77259E-7,5.642965E-8,1.382885E-28,8.045105,6.625718E-5,455316.5,455316.5
3.79828E-5,15.34967,-6.249733E8,1479.722,1479.722,0.001017024,1.0,0.8104126,4.284495E-5,0.05832467,5.295395E-4,0.009504274,1.021071E-5,0.0386694,2.061923E-5,0.005589658,5.820507E-4,3.005278E-7,0.02654577,4.359592E-4,0.006218271,0.009587731,4.002492E-4,8.79543E-5,1.24168E-7,1.65859E-7,0.01567987,5.187459E-4,0.001227791,2.027767E-4,3.569004E-6,0.003869442,0.001295848,3.064907E-5,0.001477205,1.332676E-4,0.001139086,1.527201E-4,4.863388E-5,1.474494E-5,5.087826E-6,9.465964E-6,1.407986E-4,6.104275E-4,8.496989E-6,5.959519E-9,7.871963E-5,0.005731462,2.53403E-4,8.108073E-6,5.049362E-5,1.44949E-4,1.338071E-5,3.187523E-6,5.773244E-7,5.625772E-8,1.358873E-28,8.045084,6.625709E-5,455315.4,455315.4
3.799586E-5,15.34969,-6.249171E8,1479.72,1479.72,0.001017024,1.0,0.8104086,4.283589E-5,0.05832886,5.293916E-4,0.009503814,1.02079E-5,0.03867202,2.061454E-5,0.005590601,5.819636E-4,3.0039E-7,0.02654449,4.359084E-4,0.006219113,0.009587243,4.002245E-4,8.790874E-5,1.240965E-7,1.657643E-7,0.01567862,5.185676E-4,0.001227393,2.02746E-4,3.568032E-6,0.00386931,0.001295956,3.065741E-5,0.001477377,1.333081E-4,0.001139236,1.526863E-4,4.859655E-5,1.475225E-5,5.080294E-6,9.461833E-6,1.407267E-4,6.102968E-4,8.484628E-6,5.932533E-9,7.864741E-5,0.005731394,2.533854E-4,8.111053E-6,5.050497E-5,1.449315E-4,1.338445E-5,3.188572E-6,5.773946E-7,5.607359E-8,1.333539E-28,8.045062,6.6257E-5,455314.1,455314.1
3.832327E-5,15.35024,-6.233915E8,1479.672,1479.672,0.001017024,1.0,0.8103084,4.26115E-5,0.05843342,5.257247E-4,0.009492292,1.013823E-5,0.03873729,2.049822E-5,0.005614197,5.797874E-4,2.969802E-7,0.02651251,4.346347E-4,0.006240112,0.009575037,3.996079E-4,8.677578E-5,1.223332E-7,1.634274E-7,0.01564722,5.14162E-4,0.001217469,2.019773E-4,3.543921E-6,0.003866017,0.001298648,3.086627E-5,0.001481683,1.343188E-4,0.001142976,1.518408E-4,4.767201E-5,1.493569E-5,4.895261E-6,9.359663E-6,1.389421E-4,6.070317E-4,8.180882E-6,5.295459E-9,7.686055E-5,0.005729708,2.529468E-4,8.1855E-6,5.078835E-5,1.444943E-4,1.347825E-5,3.214753E-6,5.791524E-7,5.165487E-8,8.331102E-29,8.044515,6.625463E-5,455283.2,455283.2
