Time_Soln#18 (sec),Volume_Soln#18 (cm3),Volumetric_heat_production_rate_Soln#18 (erg/cm3-sec),Surface_temperature_Soln#18 (K),Temperature_Soln#18 (K),Mass_Soln#18 (g),Pressure_Soln#18 (atm),Mole_fraction_H2_Soln#18 (),Mole_fraction_H_Soln#18 (),Mole_fraction_CH4_Soln#18 (),Mole_fraction_CH3_Soln#18 (),Mole_fraction_C2H6_Soln#18 (),Mole_fraction_C2H5_Soln#18 (),Mole_fraction_C2H4_Soln#18 (),Mole_fraction_C2H3_Soln#18 (),Mole_fraction_C2H2_Soln#18 (),Mole_fraction_C3H8_Soln#18 (),Mole_fraction_NC3H7_Soln#18 (),Mole_fraction_C3H6_Soln#18 (),Mole_fraction_C3H5-A_Soln#18 (),Mole_fraction_C3H4-P_Soln#18 (),Mole_fraction_C3H4-A_Soln#18 (),Mole_fraction_C3H3_Soln#18 (),Mole_fraction_PC4H9_Soln#18 (),Mole_fraction_IC4H10_Soln#18 (),Mole_fraction_IC4H9_Soln#18 (),Mole_fraction_TC4H9_Soln#18 (),Mole_fraction_IC4H8_Soln#18 (),Mole_fraction_IC4H7_Soln#18 (),Mole_fraction_C4H8-1_Soln#18 (),Mole_fraction_C4H8-2_Soln#18 (),Mole_fraction_C4H71-3_Soln#18 (),Mole_fraction_C4H6_Soln#18 (),Mole_fraction_C4H4_Soln#18 (),Mole_fraction_C4H2_Soln#18 (),Mole_fraction_C6H6_Soln#18 (),Mole_fraction_FULVENE_Soln#18 (),Mole_fraction_C5H6_Soln#18 (),Mole_fraction_MCPTD_Soln#18 (),Mole_fraction_C10H8_Soln#18 (),Mole_fraction_NEOC5H12_Soln#18 (),Mole_fraction_NC5H10_Soln#18 (),Mole_fraction_B1M2_Soln#18 (),Mole_fraction_LC5H8_Soln#18 (),Mole_fraction_NC7H14_Soln#18 (),Mole_fraction_IC8H17_Soln#18 (),Mole_fraction_IC8H16_Soln#18 (),Mole_fraction_DIMEPTD_Soln#18 (),Mole_fraction_C7H8_Soln#18 (),Mole_fraction_C7H7_Soln#18 (),Mole_fraction_C6H5C2H_Soln#18 (),Mole_fraction_C12H8_Soln#18 (),Mole_fraction_C14H10_Soln#18 (),Mole_fraction_BIN1B_Soln#18 (),Mole_fraction_BIN1A_Soln#18 (),Mole_fraction_NC10H20_Soln#18 (),Mole_fraction_IC12H26_Soln#18 (),Molecular_weight_Soln#18 (g/mole),Mass_density_Soln#18 (g/cm3),Unburned_hydrocarbons_Soln#18 (ppm),Volatile_organic_compounds_Soln#18 (ppm)
1.572472E-8,14.53461,-1.399468E13,1715.111,1715.111,9.070757E-4,1.0,0.9048299,0.004992982,1.303243E-4,0.008372635,1.374192E-5,5.962126E-4,8.747763E-4,8.461407E-5,4.661238E-6,1.27544E-5,2.963353E-4,0.006111589,8.862003E-4,1.926803E-6,2.277013E-4,1.143157E-6,2.952912E-4,1.313915E-4,0.009353369,0.009108167,0.009411679,0.004796444,3.747542E-4,4.089303E-6,2.000631E-4,7.066026E-4,4.18172E-8,3.562667E-10,8.17687E-6,1.807277E-9,9.995824E-8,2.157246E-6,1.591805E-12,2.332478E-5,2.501728E-4,1.009618E-6,5.720465E-5,1.736988E-4,1.580016E-5,0.01849734,1.236601E-4,0.007517499,4.093258E-5,3.010159E-14,3.139352E-15,5.657743E-10,2.209572E-18,1.486049E-17,0.008020647,0.003282144,8.783153,6.240797E-5,497086.7,497086.7
1.735251E-8,14.51836,-1.28355E13,1709.988,1709.988,9.070757E-4,1.0,0.9031969,0.005157618,1.53395E-4,0.009013516,1.687218E-5,6.284416E-4,9.673659E-4,9.446003E-5,5.810122E-6,1.530893E-5,3.030858E-4,0.006686189,9.260583E-4,2.450873E-6,2.562358E-4,1.394555E-6,2.957728E-4,1.483495E-4,0.00930944,0.009097077,0.009740775,0.005042905,3.950489E-4,4.757962E-6,1.975069E-4,7.590056E-4,5.281652E-8,4.556924E-10,9.44272E-6,2.480832E-9,1.296725E-7,2.573817E-6,2.298862E-12,2.803077E-5,2.619573E-4,1.257716E-6,6.500832E-5,1.858393E-4,1.405082E-5,0.01826216,1.40551E-4,0.007494657,4.65204E-5,5.059776E-14,5.187057E-15,7.135862E-10,3.562359E-18,2.391748E-17,0.007888036,0.003006184,8.766723,6.247785E-5,496156.8,496156.8
1.948115E-8,14.49948,-1.157865E13,1703.896,1703.896,9.070757E-4,1.0,0.9012297,0.005343179,1.857772E-4,0.009828099,2.152942E-5,6.659482E-4,0.001088713,1.074877E-4,7.52124E-6,1.890358E-5,3.09709E-4,0.007420538,9.725178E-4,3.244301E-6,2.934682E-4,1.762996E-6,2.941688E-4,1.704864E-4,0.009205947,0.009036172,0.01013309,0.00533892,4.19771E-4,5.668135E-6,1.944178E-4,8.229462E-4,7.005009E-8,6.066934E-10,1.116608E-5,3.576731E-9,1.752359E-7,3.152701E-6,3.56143E-12,3.464803E-5,2.761348E-4,1.62544E-6,7.532377E-5,2.010664E-4,1.2215E-5,0.017963,1.628116E-4,0.00746605,5.393468E-5,9.335182E-14,9.287138E-15,9.354425E-10,6.231059E-18,4.172575E-17,0.00772523,0.002701598,8.746863,6.255919E-5,495032.8,495032.8
2.190815E-8,14.48067,-1.040717E13,1697.642,1697.642,9.070757E-4,1.0,0.8991793,0.005519645,2.256297E-4,0.01072549,2.765347E-5,7.029071E-4,0.001227199,1.225118E-4,9.765886E-6,2.331808E-5,3.147911E-4,0.008233235,0.001018787,4.299552E-6,3.356408E-4,2.237692E-6,2.900312E-4,1.955252E-4,0.009042397,0.008919184,0.01053766,0.005645717,4.45854E-4,6.748753E-6,1.912669E-4,8.903453E-4,9.404387E-8,8.078915E-10,1.321509E-5,5.147623E-9,2.366312E-7,3.853744E-6,5.584654E-12,4.275983E-5,2.90881E-4,2.104543E-6,8.717235E-5,2.176261E-4,1.057699E-5,0.0176343,1.882707E-4,0.007434927,6.248419E-5,1.739805E-13,1.663029E-14,1.228462E-9,1.096594E-17,7.318576E-17,0.007552072,0.002414267,8.726081,6.264047E-5,493856.6,493856.6
2.363209E-8,14.46877,-9.701389E12,1693.575,1693.575,9.070757E-4,1.0,0.8978277,0.005625366,2.557544E-4,0.01134313,3.255121E-5,7.257578E-4,0.00132551,1.332628E-4,1.155272E-5,2.663659E-5,3.171016E-4,0.008794199,0.001047912,5.146472E-6,3.653368E-4,2.609796E-6,2.859914E-4,2.13104E-4,0.008905358,0.008813373,0.01080216,0.005846689,4.632305E-4,7.540413E-6,1.892587E-4,9.351111E-4,1.141441E-7,9.694281E-10,1.471927E-5,6.484818E-9,2.864159E-7,4.374711E-6,7.483597E-12,4.884307E-5,3.005813E-4,2.483407E-6,9.560999E-5,2.289181E-4,9.631548E-6,0.01740895,2.063211E-4,0.007413666,6.859039E-5,2.599159E-13,2.410538E-14,1.46278E-9,1.577335E-17,1.049985E-16,0.007436026,0.002240459,8.712334,6.269197E-5,493078.6,493078.6
2.597597E-8,14.45424,-8.870138E12,1688.471,1688.471,9.070757E-4,1.0,0.8961094,0.005746336,2.990254E-4,0.01215703,3.996581E-5,7.527295E-4,0.001458921,1.479384E-4,1.424019E-5,3.136424E-5,3.18834E-4,0.009534904,0.001083195,6.426404E-6,4.052864E-4,3.161334E-6,2.794433E-4,2.366453E-4,0.008699765,0.008647406,0.01113612,0.006100525,4.855512E-4,8.644557E-6,1.868053E-4,9.923408E-4,1.45851E-7,1.213429E-9,1.682236E-5,8.612821E-9,3.623464E-7,5.10945E-6,1.080676E-11,5.748282E-5,3.128902E-4,3.049416E-6,1.070712E-4,2.436947E-4,8.564472E-6,0.01711322,2.30725E-4,0.007385766,7.690358E-5,4.285437E-13,3.811469E-14,1.816409E-9,2.480009E-17,1.644767E-16,0.007286322,0.002036036,8.694804,6.275497E-5,492086.5,492086.5
2.751285E-8,14.44563,-8.389931E12,1685.358,1685.358,9.070757E-4,1.0,0.8950488,0.005812924,3.287894E-4,0.01267479,4.531262E-5,7.680669E-4,0.001546157,1.575718E-4,1.616397E-5,3.458518E-5,3.19229E-4,0.01000682,0.001103929,7.344887E-6,4.311847E-4,3.550901E-6,2.746625E-4,2.518207E-4,0.008556336,0.008528105,0.01134106,0.006256228,4.994716E-4,9.383919E-6,1.853519E-4,0.001027822,1.695287E-7,1.38836E-9,1.823429E-5,1.020856E-8,4.172701E-7,5.605768E-6,1.35221E-11,6.334884E-5,3.204759E-4,3.452059E-6,1.145621E-4,2.530456E-4,7.973299E-6,0.01692577,2.465999E-4,0.007368054,8.234629E-5,5.801882E-13,5.020724E-14,2.070221E-9,3.262715E-17,2.158412E-16,0.007192693,0.001918494,8.683952,6.279241E-5,491472.3,491472.3
2.942863E-8,14.43576,-7.849992E12,1681.707,1681.707,9.070757E-4,1.0,0.893792,0.005883289,3.673713E-4,0.0133028,5.252805E-5,7.848085E-4,0.001654544,1.695625E-4,1.874067E-5,3.871941E-5,3.190332E-4,0.01057988,0.001127411,8.575996E-6,4.631134E-4,4.066658E-6,2.683207E-4,2.704148E-4,0.008371026,0.008370799,0.01158282,0.006439752,5.161272E-4,1.032057E-5,1.836912E-4,0.001070009,2.02399E-7,1.622576E-9,2.00273E-5,1.24259E-8,4.913809E-7,6.238576E-6,1.758915E-11,7.085171E-5,3.294545E-4,3.988451E-6,1.238562E-4,2.643482E-4,7.332487E-6,0.01669902,2.662097E-4,0.007346577,8.910661E-5,8.262027E-13,6.912882E-14,2.410871E-9,4.495058E-17,2.964077E-16,0.007080518,0.001787179,8.671062,6.283531E-5,490742.8,490742.8
3.1877E-8,14.42442,-7.238437E12,1677.374,1677.374,9.070757E-4,1.0,0.8922807,0.005954885,4.189697E-4,0.01407775,6.2656E-5,8.02707E-4,0.001792368,1.848111E-4,2.231995E-5,4.417262E-5,3.178516E-4,0.01128799,0.001154014,1.028523E-5,5.033166E-4,4.772984E-6,2.598021E-4,2.936128E-4,0.008127468,0.008159749,0.01187208,0.006659073,5.364195E-4,1.153889E-5,1.817809E-4,0.001120937,2.500485E-7,1.947265E-9,2.236679E-5,1.563542E-8,5.950921E-7,7.067255E-6,2.40391E-11,8.069925E-5,3.4024E-4,4.728792E-6,1.356405E-4,2.782514E-4,6.639014E-6,0.01641991,2.909307E-4,0.007320042,9.768614E-5,1.254142E-12,1.006368E-13,2.885184E-9,6.567563E-17,4.312472E-16,0.006943816,0.001639961,8.655515,6.288471E-5,489862.9,489862.9
3.453714E-8,14.41351,-6.655178E12,1673.038,1673.038,9.070757E-4,1.0,0.8907457,0.006012097,4.77797E-4,0.01488525,7.483462E-5,8.181815E-4,0.001941065,2.012155E-4,2.656749E-5,5.028124E-5,3.156083E-4,0.01202705,0.001179129,1.230936E-5,5.462044E-4,5.597946E-6,2.502608E-4,3.180475E-4,0.007858665,0.007922274,0.01216427,0.006880342,5.57371E-4,1.288571E-5,1.799307E-4,0.001172874,3.092835E-7,2.331118E-9,2.496237E-5,1.960773E-8,7.189774E-7,7.989213E-6,3.287454E-11,9.165917E-5,3.511836E-4,5.601436E-6,1.482962E-4,2.92707E-4,6.011136E-6,0.01612946,3.172951E-4,0.0072923,1.069044E-4,1.900187E-12,1.4599E-13,3.449533E-9,9.591637E-17,6.268886E-16,0.006802912,0.001501515,8.639677,6.293231E-5,488966.5,488966.5
3.679964E-8,14.40524,-6.213585E12,1669.62,1669.62,9.070757E-4,1.0,0.8895186,0.006045933,5.299749E-4,0.01554441,8.616978E-5,8.284603E-4,0.002066557,2.149812E-4,3.046782E-5,5.560209E-5,3.13072E-4,0.0126314,0.00119778,1.416238E-5,5.820197E-4,6.344499E-6,2.420686E-4,3.381662E-4,0.007629433,0.007716617,0.01239678,0.007056263,5.744122E-4,1.404715E-5,1.785085E-4,0.001214559,3.659905E-7,2.682043E-9,2.720826E-5,2.338719E-8,8.332796E-7,8.788284E-6,4.209437E-11,1.011406E-4,3.599279E-4,6.39822E-6,1.58919E-4,3.044978E-4,5.558148E-6,0.01589229,3.392713E-4,0.007269548,1.14641E-4,2.633427E-12,1.953305E-13,3.969079E-9,1.292943E-16,8.416688E-16,0.006688708,0.001398246,8.626978,6.296844E-5,488247.9,488247.9
3.886104E-8,14.39843,-5.847866E12,1666.701,1666.701,9.070757E-4,1.0,0.8884574,0.006066246,5.791407E-4,0.01612334,9.72868E-5,8.357757E-4,0.002180037,2.273377E-4,3.424589E-5,6.053282E-5,3.103564E-4,0.01316315,0.001212866,1.595149E-5,6.141196E-4,7.05886E-6,2.346326E-4,3.559485E-4,0.007421677,0.00752805,0.01259711,0.007207792,5.893918E-4,1.511611E-5,1.773119E-4,0.001250738,4.228498E-7,3.020571E-9,2.928116E-5,2.715206E-8,9.4436E-7,9.526477E-6,5.201883E-11,1.098699E-4,3.674887E-4,7.166761E-6,1.684724E-4,3.148564E-4,5.197749E-6,0.01568363,3.589124E-4,0.007249458,1.215952E-4,3.478132E-12,2.50226E-13,4.473528E-9,1.669368E-16,1.082755E-15,0.00658878,0.001313873,8.61597,6.299824E-5,487624.8,487624.8
4.14908E-8,14.39063,-5.424538E12,1663.221,1663.221,9.070757E-4,1.0,0.8871752,0.006079244,6.439935E-4,0.01683266,1.125678E-4,8.425919E-4,0.00232353,2.427999E-4,3.936696E-5,6.691584E-5,3.064427E-4,0.01381615,0.00122978,1.836709E-5,6.543381E-4,8.014989E-6,2.25277E-4,3.778604E-4,0.007159781,0.007287704,0.01283825,0.007390227,6.078329E-4,1.649227E-5,1.758974E-4,0.001294626,5.027158E-7,3.477433E-9,3.195744E-5,3.239809E-8,1.095351E-6,1.048015E-5,6.701037E-11,1.210857E-4,3.766235E-4,8.204563E-6,1.804735E-4,3.275637E-4,4.797214E-6,0.0154271,3.834162E-4,0.007224677,1.303225E-4,4.844597E-12,3.359292E-13,5.159175E-9,2.266174E-16,1.463045E-15,0.00646655,0.001217639,8.602638,6.303237E-5,486870.3,486870.3
4.436684E-8,14.38313,-5.008852E12,1659.697,1659.697,9.070757E-4,1.0,0.8858565,0.006078896,7.174939E-4,0.01757188,1.306928E-4,8.472216E-4,0.002478722,2.592698E-4,4.533975E-5,7.398808E-5,3.017131E-4,0.01449888,0.001245658,2.117084E-5,6.973966E-4,9.114679E-6,2.153065E-4,4.008212E-4,0.006879051,0.007027114,0.01308519,0.007577266,6.272466E-4,1.801033E-5,1.74464E-4,0.001339986,5.996188E-7,4.007804E-9,3.491874E-5,3.869891E-8,1.271923E-6,1.153595E-5,8.670495E-11,1.333963E-4,3.860187E-4,9.410905E-6,1.933449E-4,3.408401E-4,4.420987E-6,0.01515817,4.094812E-4,0.007198615,1.396677E-4,6.776411E-12,4.52555E-13,5.961651E-9,3.093326E-16,1.987049E-15,0.006339065,0.001124744,8.588892,6.306525E-5,486092.3,486092.3
4.73707E-8,14.37631,-4.619337E12,1656.3,1656.3,9.070757E-4,1.0,0.8845636,0.006064517,7.969391E-4,0.0183045,1.511956E-4,8.493602E-4,0.002638769,2.759239E-4,5.197315E-5,8.144565E-5,2.964024E-4,0.01517835,0.001259724,2.426846E-5,7.413598E-4,1.031916E-5,2.05266E-4,4.236819E-4,0.006593669,0.006759339,0.01332626,0.007760262,6.467918E-4,1.96071E-5,1.730623E-4,0.001384714,7.116196E-7,4.594441E-9,3.804261E-5,4.589855E-8,1.468482E-6,1.265037E-5,1.11335E-10,1.462394E-4,3.952316E-4,1.074755E-5,2.064922E-4,3.540495E-4,4.083307E-6,0.01488933,4.358678E-4,0.007172497,1.491924E-4,9.370965E-12,6.035164E-13,6.856513E-9,4.185136E-16,2.674543E-15,0.006212227,0.001039209,8.57538,6.309518E-5,485327.7,485327.7
5.021478E-8,14.3707,-4.286426E12,1653.324,1653.324,9.070757E-4,1.0,0.8834115,0.006039588,8.745025E-4,0.01896228,1.720777E-4,8.492327E-4,0.002788304,2.911322E-4,5.860528E-5,8.8547E-5,2.911258E-4,0.01579144,0.001271004,2.734977E-5,7.820635E-4,1.150813E-5,1.961616E-4,4.442795E-4,0.006331792,0.006511263,0.01354017,0.007923169,6.646971E-4,2.112678E-5,1.718004E-4,0.001424814,8.278964E-7,5.179275E-9,4.102299E-5,5.328588E-8,1.665401E-6,1.371443E-5,1.388363E-10,1.583319E-4,4.034416E-4,1.208251E-5,2.186525E-4,3.659689E-4,3.805561E-6,0.01464532,4.600538E-4,0.007148759,1.579791E-4,1.246139E-11,7.774966E-13,7.755135E-9,5.467692E-16,3.477474E-15,0.006097587,9.672918E-4,8.563314,6.311981E-5,484644.8,484644.8
