Time_Soln#5 (sec),Volume_Soln#5 (cm3),Volumetric_heat_production_rate_Soln#5 (erg/cm3-sec),Surface_temperature_Soln#5 (K),Temperature_Soln#5 (K),Mass_Soln#5 (g),Pressure_Soln#5 (atm),Mole_fraction_H2_Soln#5 (),Mole_fraction_H_Soln#5 (),Mole_fraction_CH4_Soln#5 (),Mole_fraction_CH3_Soln#5 (),Mole_fraction_C2H6_Soln#5 (),Mole_fraction_C2H5_Soln#5 (),Mole_fraction_C2H4_Soln#5 (),Mole_fraction_C2H2_Soln#5 (),Mole_fraction_C3H8_Soln#5 (),Mole_fraction_C3H6_Soln#5 (),Mole_fraction_C3H5-A_Soln#5 (),Mole_fraction_C3H4-P_Soln#5 (),Mole_fraction_C3H4-A_Soln#5 (),Mole_fraction_NC4H10_Soln#5 (),Mole_fraction_IC4H10_Soln#5 (),Mole_fraction_TC4H9_Soln#5 (),Mole_fraction_IC4H8_Soln#5 (),Mole_fraction_IC4H7_Soln#5 (),Mole_fraction_C4H8-1_Soln#5 (),Mole_fraction_C4H8-2_Soln#5 (),Mole_fraction_C4H71-3_Soln#5 (),Mole_fraction_C4H6_Soln#5 (),Mole_fraction_C4H4_Soln#5 (),Mole_fraction_C6H6_Soln#5 (),Mole_fraction_FULVENE_Soln#5 (),Mole_fraction_C5H6_Soln#5 (),Mole_fraction_MCPTD_Soln#5 (),Mole_fraction_C10H8_Soln#5 (),Mole_fraction_NEOC5H12_Soln#5 (),Mole_fraction_NC5H10_Soln#5 (),Mole_fraction_B1M2_Soln#5 (),Mole_fraction_B1M3_Soln#5 (),Mole_fraction_B2M2_Soln#5 (),Mole_fraction_LC5H8_Soln#5 (),Mole_fraction_DIALLYL_Soln#5 (),Mole_fraction_CYC6H8_Soln#5 (),Mole_fraction_CYC6H10_Soln#5 (),Mole_fraction_NC6H12_Soln#5 (),Mole_fraction_NC7H14_Soln#5 (),Mole_fraction_IC8H16_Soln#5 (),Mole_fraction_DIMEPTD_Soln#5 (),Mole_fraction_C7H8_Soln#5 (),Mole_fraction_C7H7_Soln#5 (),Mole_fraction_C6H5C2H3_Soln#5 (),Mole_fraction_C6H5C2H5_Soln#5 (),Mole_fraction_XYLENE_Soln#5 (),Mole_fraction_INDENE_Soln#5 (),Mole_fraction_NPBENZ_Soln#5 (),Mole_fraction_NC10H20_Soln#5 (),Mole_fraction_IC12H26_Soln#5 (),Molecular_weight_Soln#5 (g/mole),Mass_density_Soln#5 (g/cm3),Unburned_hydrocarbons_Soln#5 (ppm),Volatile_organic_compounds_Soln#5 (ppm)
0.025,15.34534,1809651.0,1109.092,1109.092,0.001398408,1.0,0.8118036,1.280819E-7,0.06772775,3.453566E-6,0.004435239,4.341886E-7,0.03304544,0.00151674,9.091876E-4,0.02835232,2.176088E-5,0.00113619,0.001115347,4.753723E-5,3.220292E-4,8.257353E-8,0.03116489,1.159133E-4,0.001452227,2.609601E-4,2.490488E-6,0.004338849,5.229929E-4,0.00181717,2.941714E-5,7.559513E-4,3.307384E-5,5.796657E-6,4.018338E-5,2.827336E-4,1.360442E-4,3.372614E-5,5.518942E-5,0.001058381,2.315433E-5,1.239366E-5,5.161294E-5,2.23048E-5,2.288475E-4,7.741179E-5,6.524025E-4,0.005813162,8.140274E-6,7.944179E-5,2.939693E-4,2.886632E-5,1.193433E-5,1.906233E-5,6.752264E-5,1.526012E-5,8.29357,9.112882E-5,469378.5,469378.5
0.026,15.35218,1819069.0,1109.426,1109.426,0.001398408,1.0,0.8111904,1.258564E-7,0.06826219,3.370583E-6,0.004461333,4.25812E-7,0.03337113,0.00153812,9.143132E-4,0.02830243,2.15629E-5,0.001142372,0.001105838,4.69722E-5,3.183508E-4,7.85334E-8,0.03100656,1.126668E-4,0.001420375,2.589123E-4,2.424755E-6,0.004347581,5.287531E-4,0.001836336,3.01456E-5,7.732151E-4,3.171492E-5,6.033634E-6,3.965275E-5,2.719153E-4,1.334553E-4,3.202679E-5,5.523946E-5,0.001043717,2.253738E-5,1.208667E-5,5.043574E-5,2.12858E-5,2.18654E-4,6.466431E-5,6.304543E-4,0.005805762,8.015601E-6,8.094265E-5,2.910596E-4,2.887635E-5,1.223408E-5,1.84798E-5,6.095165E-5,1.211987E-5,8.292368,9.108822E-5,469310.4,469310.5
0.027,15.35891,1826633.0,1109.761,1109.761,0.001398408,1.0,0.8105951,1.239076E-7,0.06878446,3.296791E-6,0.004486828,4.183178E-7,0.0336897,0.001559096,9.19269E-4,0.02825068,2.136704E-5,0.001148235,0.001096587,4.641393E-5,3.147049E-4,7.502181E-8,0.03084808,1.097711E-4,0.001389106,2.568173E-4,2.364641E-6,0.00435529,5.343216E-4,0.001855059,3.085659E-5,7.900426E-4,3.047543E-5,6.269412E-6,3.912778E-5,2.61483E-4,1.309713E-4,3.042013E-5,5.527409E-5,0.001029218,2.193635E-5,1.179347E-5,4.927539E-5,2.030486E-5,2.089133E-4,5.393442E-5,6.093586E-4,0.005798609,7.903496E-6,8.24125E-5,2.881374E-4,2.888226E-5,1.25311E-5,1.791284E-5,5.501884E-5,9.606285E-6,8.291241,9.104832E-5,469246.7,469246.7
0.028,15.36553,1832745.0,1110.098,1110.098,0.001398408,1.0,0.8100157,1.221996E-7,0.0692959,3.230922E-6,0.004511776,4.116E-7,0.03400186,0.001579711,9.240668E-4,0.02819722,2.117378E-5,0.0011538,0.001087593,4.58619E-5,3.110919E-4,7.195647E-8,0.03068967,1.071804E-4,0.001358427,2.546786E-4,2.309455E-6,0.004362035,5.397166E-4,0.001873385,3.155051E-5,8.064637E-4,2.934253E-5,6.50421E-6,3.860807E-5,2.514289E-4,1.285852E-4,2.890117E-5,5.529457E-5,0.001014874,2.13521E-5,1.151428E-5,4.813634E-5,1.93608E-5,1.995977E-4,4.491469E-5,5.890587E-4,0.005791668,7.802468E-6,8.385333E-5,2.852061E-4,2.888459E-5,1.282575E-5,1.736146E-5,4.965809E-5,7.597966E-6,8.29018,9.100907E-5,469186.6,469186.6
0.02854896,15.36913,1835624.0,1110.283,1110.283,0.001398408,1.0,0.8097038,1.213527E-7,0.06957248,3.197736E-6,0.004525256,4.082085E-7,0.03417072,0.001590887,9.266372E-4,0.02816719,2.106893E-5,0.001156736,0.001082765,4.556136E-5,3.091226E-4,7.043797E-8,0.03060281,1.058733E-4,0.001341839,2.534871E-4,2.281035E-6,0.004365347,5.426105E-4,0.00188329,3.192434E-5,8.153155E-4,2.876157E-5,6.632766E-6,3.832488E-5,2.460676E-4,1.273145E-4,2.81029E-5,5.53002E-5,0.001007063,2.103869E-5,1.136696E-5,4.752137E-5,1.885783E-5,1.946555E-4,4.059414E-5,5.782349E-4,0.005787939,7.751231E-6,8.46326E-5,2.83594E-4,2.888452E-5,1.298659E-5,1.706539E-5,4.693722E-5,6.67396E-6,8.289623,9.098776E-5,469155.1,469155.1
0.0285773,15.36932,1835742.0,1110.293,1110.293,0.001398408,1.0,0.8096878,1.213108E-7,0.06958669,3.196071E-6,0.004525949,4.080383E-7,0.0341794,0.001591462,9.267687E-4,0.02816563,2.106354E-5,0.001156885,0.001082517,4.554589E-5,3.090212E-4,7.036246E-8,0.03059833,1.058078E-4,0.001340988,2.534252E-4,2.279601E-6,0.004365511,5.427586E-4,0.001883799,3.194351E-5,8.157694E-4,2.873232E-5,6.639397E-6,3.83103E-5,2.457938E-4,1.272496E-4,2.806235E-5,5.530038E-5,0.00100666,2.102265E-5,1.135947E-5,4.748984E-5,1.883215E-5,1.944035E-4,4.038217E-5,5.77682E-4,0.005787748,7.748661E-6,8.467262E-5,2.835107E-4,2.888449E-5,1.299488E-5,1.705023E-5,4.680078E-5,6.62931E-6,8.289594,9.098667E-5,469153.5,469153.5
0.029,15.37207,1837694.0,1110.436,1110.436,0.001398408,1.0,0.8094506,1.20701E-7,0.06979767,3.171887E-6,0.004536225,4.055661E-7,0.03430823,0.0016,9.287168E-4,0.02814218,2.09835E-5,0.001159088,0.001078854,4.53157E-5,3.07512E-4,6.926827E-8,0.03053152,1.048548E-4,0.001328345,2.524993E-4,2.258596E-6,0.00436787,5.449543E-4,0.001891353,3.222778E-5,8.225057E-4,2.830428E-5,6.738241E-6,3.809328E-5,2.417453E-4,1.262905E-4,2.746524E-5,5.530198E-5,0.001000677,2.078514E-5,1.124906E-5,4.702203E-5,1.845253E-5,1.906825E-4,3.734358E-5,5.695047E-4,0.005784914,7.711191E-6,8.52669E-5,2.822683E-4,2.888379E-5,1.311831E-5,1.682564E-5,4.481148E-5,5.996558E-6,8.289177,9.097038E-5,469129.9,469129.9
0.03,15.37852,1841737.0,1110.774,1110.774,0.001398408,1.0,0.808898,1.193844E-7,0.07029075,3.118752E-6,0.004560219,4.001351E-7,0.03460935,0.001619993,9.332275E-4,0.02808568,2.079651E-5,0.001164116,0.001070367,4.477494E-5,3.039651E-4,6.689881E-8,0.03037377,1.027594E-4,0.001298862,2.502828E-4,2.211534E-6,0.004372845,5.500484E-4,0.001908997,3.288878E-5,8.381936E-4,2.734976E-5,6.971708E-6,3.758311E-5,2.32424E-4,1.240815E-4,2.61079E-5,5.529726E-5,9.866195E-4,2.023573E-5,1.099759E-5,4.593508E-5,1.7579E-5,1.821459E-4,3.099784E-5,5.506521E-4,0.005778323,7.628485E-6,8.665476E-5,2.793262E-4,2.888021E-5,1.340906E-5,1.630528E-5,4.042777E-5,4.722227E-6,8.288227,9.093221E-5,469076.1,469076.1
0.031,15.3849,1845040.0,1111.114,1111.114,0.001398408,1.0,0.8083569,1.182263E-7,0.070776,3.070715E-6,0.004583793,3.952365E-7,0.03490569,0.001639718,9.376065E-4,0.02802779,2.061301E-5,0.0011689,0.001062128,4.423933E-5,3.00451E-4,6.479902E-8,0.03021653,1.008638E-4,0.001269981,2.480321E-4,2.167811E-6,0.004377004,5.550113E-4,0.001926349,3.353389E-5,8.535499E-4,2.646914E-5,7.204798E-6,3.707731E-5,2.23457E-4,1.21953E-4,2.482499E-5,5.528121E-5,9.72697E-4,1.97039E-5,1.075951E-5,4.487738E-5,1.673925E-5,1.739681E-4,2.568752E-5,5.324612E-4,0.005771873,7.553308E-6,8.801826E-5,2.76382E-4,2.887417E-5,1.369825E-5,1.580026E-5,3.646168E-5,3.710319E-6,8.287323,9.08945E-5,469024.9,469025.0
0.032,15.39122,1847738.0,1111.454,1111.454,0.001398408,1.0,0.807826,1.172061E-7,0.07125416,3.027086E-6,0.004606981,3.908084E-7,0.03519767,0.001659197,9.4186E-4,0.0279686,2.043316E-5,0.001173454,0.001054135,4.370857E-5,2.969693E-4,6.292746E-8,0.0300599,9.914143E-5,0.001241704,2.457504E-4,2.127027E-6,0.004380389,5.598534E-4,0.001943434,3.416348E-5,8.685947E-4,2.565365E-5,7.437683E-6,3.657566E-5,2.14836E-4,1.199002E-4,2.361256E-5,5.525453E-5,9.589046E-4,1.918953E-5,1.053436E-5,4.38502E-5,1.593238E-5,1.661315E-4,2.125065E-5,5.148969E-4,0.005765549,7.484739E-6,8.935861E-5,2.734373E-4,2.886592E-5,1.398607E-5,1.531042E-5,3.287283E-5,2.90846E-6,8.28646,9.085721E-5,468976.1,468976.1
0.0324813,15.39423,1848920.0,1111.618,1111.618,0.001398408,1.0,0.8075739,1.16758E-7,0.07148196,3.0075E-6,0.004618014,3.888282E-7,0.03533675,0.001668491,9.438642E-4,0.02793966,2.034792E-5,0.001175568,0.001050375,4.345478E-5,2.953051E-4,6.209697E-8,0.02998475,9.836735E-5,0.001228309,2.446422E-4,2.108339E-6,0.004381753,5.621437E-4,0.001951569,3.446108E-5,8.757302E-4,2.528205E-5,7.549745E-6,3.633564E-5,2.108076E-4,1.189378E-4,2.305302E-5,5.523809E-5,9.523117E-4,1.89481E-5,1.043044E-5,4.336695E-5,1.555548E-5,1.624765E-4,1.938519E-5,5.066569E-4,0.005762545,7.453849E-6,8.999578E-5,2.720203E-4,2.886123E-5,1.412417E-5,1.508001E-5,3.126921E-5,2.584642E-6,8.286059,9.083941E-5,468953.4,468953.4
0.03250348,15.39437,1848904.0,1111.626,1111.626,0.001398408,1.0,0.8075623,1.16739E-7,0.07149243,3.0066E-6,0.00461852,3.887397E-7,0.03534314,0.001668918,9.439559E-4,0.02793832,2.034402E-5,0.001175664,0.001050203,4.344311E-5,2.952286E-4,6.206035E-8,0.02998129,9.833248E-5,0.001227695,2.445909E-4,2.107493E-6,0.004381812,5.622487E-4,0.001951942,3.447471E-5,8.760574E-4,2.526523E-5,7.554908E-6,3.632461E-5,2.106238E-4,1.188939E-4,2.30276E-5,5.523727E-5,9.520086E-4,1.893707E-5,1.042572E-5,4.334485E-5,1.553829E-5,1.623098E-4,1.930311E-5,5.062805E-4,0.005762407,7.452456E-6,9.002502E-5,2.71955E-4,2.8861E-5,1.413053E-5,1.506948E-5,3.119716E-5,2.570589E-6,8.286041,9.083859E-5,468952.4,468952.4
0.033,15.39747,1849930.0,1111.795,1111.795,0.001398408,1.0,0.8073044,1.163061E-7,0.07172587,2.987274E-6,0.004629814,3.867969E-7,0.03548564,0.001678452,9.459936E-4,0.02790816,2.025705E-5,0.001177792,0.001046384,4.318245E-5,2.935198E-4,6.124935E-8,0.02990394,9.756946E-5,0.001214029,2.434409E-4,2.088836E-6,0.004383036,5.645842E-4,0.001960276,3.477792E-5,8.833461E-4,2.489556E-5,7.670519E-6,3.607799E-5,2.065527E-4,1.179187E-4,2.246687E-5,5.521783E-5,9.45239E-4,1.869233E-5,1.03216E-5,4.285433E-5,1.515749E-5,1.586199E-4,1.754987E-5,4.979273E-4,0.005759334,7.42197E-6,9.067684E-5,2.704936E-4,2.885568E-5,1.427272E-5,1.483556E-5,2.962525E-5,2.274511E-6,8.285635,9.082031E-5,468929.4,468929.4
0.034,15.40367,1851694.0,1112.136,1112.136,0.001398408,1.0,0.8067913,1.15511E-7,0.07219169,2.950775E-6,0.004652317,3.831553E-7,0.03576992,0.001697498,9.500121E-4,0.02784655,2.008474E-5,0.001181925,0.00103887,4.266077E-5,2.901021E-4,5.973537E-8,0.0297487,9.6128E-5,0.001186956,2.411066E-4,2.052938E-6,0.004384981,5.692116E-4,0.001976895,3.537755E-5,8.978204E-4,2.418807E-5,7.903445E-6,3.558412E-5,1.985981E-4,1.160044E-4,2.138434E-5,5.517167E-5,9.316974E-4,1.821195E-5,1.012064E-5,4.189006E-5,1.441371E-5,1.514187E-4,1.446828E-5,4.815237E-4,0.005753216,7.364292E-6,9.19739E-5,2.675521E-4,2.884363E-5,1.455837E-5,1.437546E-5,2.668656E-5,1.774481E-6,8.284844,9.078377E-5,468884.7,468884.7
0.035,15.40982,1853086.0,1112.478,1112.478,0.001398408,1.0,0.806286,1.148075E-7,0.07265209,2.917155E-6,0.004674513,3.798429E-7,0.0360508,0.001716353,9.539196E-4,0.0277838,1.991623E-5,0.001185864,0.001031588,4.214336E-5,2.867156E-4,5.836089E-8,0.02959422,9.47999E-5,0.00116048,2.387505E-4,2.019073E-6,0.004386255,5.737428E-4,0.00199331,3.596272E-5,9.120321E-4,2.35253E-5,8.136585E-6,3.509395E-5,1.909636E-4,1.141535E-4,2.036162E-5,5.511651E-5,9.182777E-4,1.774795E-5,9.930854E-6,4.09574E-5,1.37002E-5,1.445141E-4,1.19068E-5,4.656602E-4,0.005747184,7.311086E-6,9.325061E-5,2.64614E-4,2.882992E-5,1.484316E-5,1.392987E-5,2.402778E-5,1.381012E-6,8.284084,9.074755E-5,468841.6,468841.6
0.036,15.41592,1854153.0,1112.82,1112.82,0.001398408,1.0,0.8057878,1.141843E-7,0.0731075,2.886045E-6,0.004696425,3.768239E-7,0.03632851,0.001735029,9.577197E-4,0.02771996,1.975151E-5,0.00118962,0.001024534,4.163009E-5,2.833599E-4,5.710515E-8,0.02944053,9.357033E-5,0.0011346,2.363757E-4,1.987016E-6,0.00438689,5.78184E-4,0.002009538,3.653378E-5,9.25994E-4,2.290209E-5,8.37005E-6,3.460735E-5,1.836404E-4,1.123627E-4,1.939547E-5,5.50528E-5,9.049785E-4,1.729984E-5,9.751617E-6,4.005602E-5,1.301613E-5,1.378938E-4,9.781295E-6,4.503129E-4,0.005741227,7.261813E-6,9.450767E-5,2.616804E-4,2.88147E-5,1.512723E-5,1.349855E-5,2.162272E-5,1.0721E-6,8.283352,9.071163E-5,468800.2,468800.2
0.03695592,15.42171,1854888.0,1113.148,1113.148,0.001398408,1.0,0.8053177,1.136545E-7,0.0735385,2.858362E-6,0.004717123,3.74184E-7,0.03659122,0.001752725,9.612546E-4,0.02765795,1.959756E-5,0.001193049,0.001017999,4.114319E-5,2.801805E-4,5.599974E-8,0.02929437,9.247535E-5,0.001110411,2.340907E-4,1.957881E-6,0.004386924,5.823503E-4,0.002024887,3.706677E-5,9.391175E-4,2.233928E-5,8.593615E-6,3.414545E-5,1.769226E-4,1.10704E-4,1.852199E-5,5.498427E-5,8.923773E-4,1.688586E-5,9.589556E-6,3.922312E-5,1.238897E-5,1.318203E-4,8.091608E-6,4.361048E-4,0.005735595,7.217956E-6,9.569156E-5,2.58881E-4,2.879882E-5,1.539819E-5,1.309931E-5,1.953912E-5,8.396551E-7,8.282676,9.067755E-5,468761.9,468761.9
0.0369899,15.42192,1854910.0,1113.159,1113.159,0.001398408,1.0,0.8053011,1.136366E-7,0.07355375,2.857413E-6,0.004717854,3.740941E-7,0.03660051,0.001753352,9.613785E-4,0.02765573,1.959215E-5,0.001193168,0.00101777,4.112595E-5,2.800679E-4,5.596189E-8,0.02928918,9.243775E-5,0.001109561,2.340092E-4,1.956871E-6,0.004386916,5.82497E-4,0.00202543,3.708549E-5,9.395801E-4,2.231982E-5,8.60157E-6,3.412909E-5,1.766888E-4,1.10646E-4,1.849181E-5,5.49817E-5,8.919314E-4,1.687139E-5,9.583955E-6,3.919402E-5,1.236715E-5,1.316088E-4,8.036999E-6,4.356078E-4,0.005735396,7.21645E-6,9.573333E-5,2.587816E-4,2.879823E-5,1.540781E-5,1.308535E-5,1.946869E-5,8.323567E-7,8.282652,9.067635E-5,468760.6,468760.6
0.037,15.42198,1854931.0,1113.163,1113.163,0.001398408,1.0,0.8052961,1.136315E-7,0.07355828,2.85713E-6,0.004718072,3.740679E-7,0.03660327,0.001753538,9.614153E-4,0.02765507,1.959054E-5,0.001193203,0.001017702,4.112083E-5,2.800345E-4,5.595079E-8,0.02928764,9.242658E-5,0.001109309,2.33985E-4,1.956571E-6,0.004386913,5.825406E-4,0.002025592,3.709105E-5,9.397176E-4,2.231404E-5,8.603935E-6,3.412423E-5,1.766193E-4,1.106287E-4,1.848284E-5,5.498093E-5,8.917988E-4,1.68671E-5,9.582292E-6,3.918538E-5,1.236067E-5,1.31546E-4,8.020831E-6,4.354602E-4,0.005735336,7.216003E-6,9.574575E-5,2.58752E-4,2.879806E-5,1.541068E-5,1.308121E-5,1.944779E-5,8.301986E-7,8.282645,9.067599E-5,468760.2,468760.2
0.03742177,15.42452,1855175.0,1113.307,1113.307,0.001398408,1.0,0.8050906,1.134174E-7,0.0737471,2.845525E-6,0.004727126,3.729777E-7,0.03671832,0.001761297,9.629434E-4,0.0276274,1.952377E-5,0.001194664,0.001014887,4.090722E-5,2.78641E-4,5.54907E-8,0.02922341,9.196723E-5,0.001098818,2.329726E-4,1.944173E-6,0.004386746,5.843539E-4,0.002032314,3.732203E-5,9.454369E-4,2.207562E-5,8.702728E-6,3.392149E-5,1.737466E-4,1.099137E-4,1.811328E-5,5.494826E-5,8.862757E-4,1.668907E-5,9.513698E-6,3.882723E-5,1.20926E-5,1.289478E-4,7.372946E-6,4.293392E-4,0.00573287,7.197622E-6,9.626237E-5,2.575188E-4,2.879064E-5,1.553006E-5,1.290931E-5,1.859428E-5,7.447594E-7,8.282354,9.066104E-5,468743.8,468743.8
0.03759329,15.42555,1855310.0,1113.366,1113.366,0.001398408,1.0,0.8050074,1.133334E-7,0.07382367,2.840905E-6,0.004730796,3.725464E-7,0.03676497,0.001764445,9.635598E-4,0.02761609,1.94968E-5,0.00119525,0.001013752,4.082055E-5,2.780758E-4,5.530777E-8,0.02919732,9.178405E-5,0.001094581,2.325603E-4,1.939202E-6,0.004386649,5.850874E-4,0.002035039,3.741529E-5,9.477513E-4,2.198019E-5,8.742931E-6,3.383921E-5,1.72593E-4,1.096256E-4,1.796551E-5,5.493458E-5,8.840357E-4,1.661741E-5,9.486264E-6,3.868309E-5,1.198499E-5,1.279043E-4,7.124003E-6,4.268738E-4,0.00573187,7.190295E-6,9.647154E-5,2.570176E-4,2.878756E-5,1.557859E-5,1.28401E-5,1.825743E-5,7.124847E-7,8.282237,9.065497E-5,468737.1,468737.1
0.03770384,15.42622,1855315.0,1113.404,1113.404,0.001398408,1.0,0.8049538,1.132801E-7,0.07387296,2.837946E-6,0.004733158,3.722711E-7,0.036795,0.001766471,9.639554E-4,0.02760879,1.947947E-5,0.001195625,0.001013025,4.076474E-5,2.777119E-4,5.519111E-8,0.02918053,9.166707E-5,0.001091859,2.322943E-4,1.93602E-6,0.004386577,5.855589E-4,0.002036794,3.747519E-5,9.492396E-4,2.191915E-5,8.768852E-6,3.378623E-5,1.718541E-4,1.094407E-4,1.787104E-5,5.492565E-5,8.825937E-4,1.657145E-5,9.468722E-6,3.859065E-5,1.191605E-5,1.272357E-4,6.967866E-6,4.25292E-4,0.005731227,7.185617E-6,9.660607E-5,2.566946E-4,2.878555E-5,1.560986E-5,1.27957E-5,1.804342E-5,6.924065E-7,8.282162,9.065106E-5,468732.9,468732.9
0.038,15.428,1855440.0,1113.505,1113.505,0.001398408,1.0,0.8048106,1.131408E-7,0.07400475,2.830139E-6,0.00473947,3.715479E-7,0.03687528,0.00177189,9.650094E-4,0.02758917,1.943328E-5,0.001196621,0.001011088,4.061548E-5,2.767391E-4,5.488318E-8,0.02913558,9.135772E-5,0.001084602,2.315812E-4,1.927573E-6,0.004386351,5.868175E-4,0.002041484,3.763486E-5,9.532133E-4,2.175733E-5,8.838327E-6,3.364451E-5,1.698915E-4,1.089485E-4,1.762085E-5,5.490126E-5,8.78738E-4,1.644921E-5,9.422256E-6,3.834477E-5,1.173301E-5,1.254599E-4,6.565403E-6,4.210821E-4,0.005729506,7.173253E-6,9.696539E-5,2.558299E-4,2.87801E-5,1.569361E-5,1.267757E-5,1.748169E-5,6.412418E-7,8.281962,9.064061E-5,468721.6,468721.6
0.039,15.43398,1855708.0,1113.848,1113.848,0.001398408,1.0,0.8043308,1.127048E-7,0.07444719,2.804842E-6,0.004760637,3.692406E-7,0.03714471,0.001790096,9.685043E-4,0.02752228,1.927966E-5,0.001199883,0.001004685,4.011397E-5,2.73473E-4,5.389002E-8,0.02898433,9.035429E-5,0.001060473,2.291672E-4,1.899874E-6,0.00438523,5.910189E-4,0.002057228,3.816554E-5,9.664904E-4,2.122865E-5,9.073299E-6,3.316814E-5,1.634477E-4,1.073193E-4,1.68067E-5,5.481412E-5,8.657958E-4,1.604562E-5,9.270894E-6,3.753331E-5,1.113233E-5,1.196248E-4,5.364221E-6,4.071597E-4,0.005723728,7.133206E-6,9.816712E-5,2.529146E-4,2.876092E-5,1.597611E-5,1.228732E-5,1.57049E-5,4.939949E-7,8.281302,9.060548E-5,468684.2,468684.2
0.03947979,15.43683,1855761.0,1114.013,1114.013,0.001398408,1.0,0.8041025,1.125132E-7,0.07465811,2.79325E-6,0.004770714,3.682029E-7,0.03727311,0.001798781,9.701465E-4,0.02748985,1.920722E-5,0.001201395,0.001001687,3.987469E-5,2.719164E-4,5.343684E-8,0.02891205,8.989368E-5,0.001049099,2.280061E-4,1.887008E-6,0.004384501,5.930091E-4,0.002064732,3.841558E-5,9.727855E-4,2.098411E-5,9.186262E-6,3.294075E-5,1.604541E-4,1.065549E-4,1.643228E-5,5.476975E-5,8.596283E-4,1.58569E-5,9.201179E-6,3.715406E-5,1.085347E-5,1.169116E-4,4.865443E-6,4.006366E-4,0.005720972,7.114861E-6,9.873748E-5,2.515185E-4,2.875129E-5,1.611153E-5,1.210475E-5,1.491444E-5,4.35472E-7,8.280992,9.058871E-5,468666.7,468666.7
0.03959643,15.43753,1855768.0,1114.053,1114.053,0.001398408,1.0,0.8040471,1.124682E-7,0.07470926,2.79048E-6,0.004773157,3.679574E-7,0.03730424,0.001800887,9.705424E-4,0.02748193,1.918974E-5,0.001201758,0.001000965,3.981665E-5,2.715389E-4,5.332882E-8,0.02889451,8.978362E-5,0.001046354,2.277236E-4,1.883921E-6,0.004384305,5.934904E-4,0.002066551,3.847592E-5,9.743086E-4,2.092551E-5,9.213747E-6,3.288559E-5,1.597359E-4,1.063708E-4,1.634281E-5,5.475871E-5,8.581331E-4,1.58115E-5,9.184508E-6,3.706283E-5,1.078658E-5,1.162603E-4,4.751122E-6,3.99066E-4,0.005720304,7.110483E-6,9.887553E-5,2.511794E-4,2.874892E-5,1.614444E-5,1.206082E-5,1.472809E-5,4.222952E-7,8.280918,9.058464E-5,468662.4,468662.4
0.04,15.43992,1855746.0,1114.191,1114.191,0.001398408,1.0,0.8038562,1.123174E-7,0.07488584,2.781046E-6,0.004781586,3.67126E-7,0.03741171,0.001808162,9.719021E-4,0.02745444,1.91296E-5,0.001202997,9.98489E-4,3.961622E-5,2.70236E-4,5.296105E-8,0.0288339,8.940828E-5,0.001036915,2.267455E-4,1.873351E-6,0.004383574,5.951486E-4,0.002072833,3.868338E-5,9.795571E-4,2.07252E-5,9.308916E-6,3.269506E-5,1.572788E-4,1.057385E-4,1.603777E-5,5.471981E-5,8.529722E-4,1.56558E-5,9.127625E-6,3.675006E-5,1.055783E-5,1.140314E-4,4.374878E-6,3.936761E-4,0.005717996,7.095562E-6,9.935139E-5,2.500069E-4,2.874057E-5,1.625827E-5,1.191017E-5,1.410001E-5,3.795719E-7,8.280662,9.057059E-5,468647.9,468648.0
0.04013645,15.44073,1855765.0,1114.238,1114.238,0.001398408,1.0,0.8037919,1.12268E-7,0.07494542,2.777907E-6,0.004784428,3.668513E-7,0.03744796,0.001810617,9.723583E-4,0.02744512,1.91094E-5,0.001203411,9.976591E-4,3.954859E-5,2.697966E-4,5.283876E-8,0.02881343,8.928325E-5,0.001033745,2.264146E-4,1.869816E-6,0.004383308,5.957068E-4,0.002074952,3.875307E-5,9.813242E-4,2.065832E-5,9.341121E-6,3.263076E-5,1.564578E-4,1.055264E-4,1.593622E-5,5.47064E-5,8.512315E-4,1.560365E-5,9.108671E-6,3.664531E-5,1.048142E-5,1.132864E-4,4.254238E-6,3.918693E-4,0.005717218,7.090597E-6,9.951166E-5,2.496107E-4,2.87377E-5,1.629674E-5,1.18597E-5,1.389344E-5,3.660911E-7,8.280576,9.056584E-5,468643.1,468643.1
0.041,15.44584,1855607.0,1114.534,1114.534,0.001398408,1.0,0.8033867,1.119733E-7,0.07532094,2.758581E-6,0.004802331,3.651865E-7,0.03767642,0.001826096,9.752046E-4,0.02738569,1.898304E-5,0.001205971,9.924929E-4,3.912218E-5,2.670276E-4,5.20876E-8,0.02868428,8.851278E-5,0.001013921,2.243188E-4,1.847895E-6,0.004381405,5.992101E-4,0.002088308,3.918872E-5,9.92421E-4,2.024455E-5,9.545237E-6,3.222524E-5,1.513758E-4,1.042035E-4,1.531157E-5,5.461861E-5,8.402672E-4,1.527923E-5,8.991886E-6,3.599398E-5,1.00087E-5,1.086702E-4,3.561442E-6,3.80615E-4,0.005712307,7.060059E-6,1.005186E-4,2.471073E-4,2.871912E-5,1.654013E-5,1.154581E-5,1.2651E-5,2.908721E-7,8.280041,9.053591E-5,468612.8,468612.8
