Time_Soln#14 (sec),Volume_Soln#14 (cm3),Volumetric_heat_production_rate_Soln#14 (erg/cm3-sec),Surface_temperature_Soln#14 (K),Temperature_Soln#14 (K),Mass_Soln#14 (g),Pressure_Soln#14 (atm),Mole_fraction_H2_Soln#14 (),Mole_fraction_H_Soln#14 (),Mole_fraction_CH4_Soln#14 (),Mole_fraction_CH3_Soln#14 (),Mole_fraction_C2H6_Soln#14 (),Mole_fraction_C2H5_Soln#14 (),Mole_fraction_C2H4_Soln#14 (),Mole_fraction_C2H3_Soln#14 (),Mole_fraction_C2H2_Soln#14 (),Mole_fraction_C3H8_Soln#14 (),Mole_fraction_IC3H7_Soln#14 (),Mole_fraction_NC3H7_Soln#14 (),Mole_fraction_C3H6_Soln#14 (),Mole_fraction_C3H5-A_Soln#14 (),Mole_fraction_C3H4-P_Soln#14 (),Mole_fraction_C3H4-A_Soln#14 (),Mole_fraction_C3H3_Soln#14 (),Mole_fraction_NC4H10_Soln#14 (),Mole_fraction_PC4H9_Soln#14 (),Mole_fraction_IC4H10_Soln#14 (),Mole_fraction_IC4H8_Soln#14 (),Mole_fraction_C4H8-1_Soln#14 (),Mole_fraction_C4H8-2_Soln#14 (),Mole_fraction_C4H71-3_Soln#14 (),Mole_fraction_C4H6_Soln#14 (),Mole_fraction_C4H5_Soln#14 (),Mole_fraction_C4H4_Soln#14 (),Mole_fraction_C4H2_Soln#14 (),Mole_fraction_C6H6_Soln#14 (),Mole_fraction_FULVENE_Soln#14 (),Mole_fraction_C5H6_Soln#14 (),Mole_fraction_C10H8_Soln#14 (),Mole_fraction_NC5H12_Soln#14 (),Mole_fraction_NC5H10_Soln#14 (),Mole_fraction_B1M3_Soln#14 (),Mole_fraction_LC5H8_Soln#14 (),Mole_fraction_NC6H12_Soln#14 (),Mole_fraction_NC7H14_Soln#14 (),Mole_fraction_C7H8_Soln#14 (),Mole_fraction_C7H7_Soln#14 (),Mole_fraction_C6H5C2H_Soln#14 (),Mole_fraction_C6H5C2H3_Soln#14 (),Mole_fraction_C6H5C2H5_Soln#14 (),Mole_fraction_INDENE_Soln#14 (),Mole_fraction_C12H8_Soln#14 (),Mole_fraction_C14H10_Soln#14 (),Mole_fraction_BIN1B_Soln#14 (),Mole_fraction_NC12H26_Soln#14 (),Mole_fraction_NC16H34_Soln#14 (),Mole_fraction_NC10H20_Soln#14 (),Molecular_weight_Soln#14 (g/mole),Mass_density_Soln#14 (g/cm3),Unburned_hydrocarbons_Soln#14 (ppm),Volatile_organic_compounds_Soln#14 (ppm)
7.888173E-6,15.8278,-1.114068E10,1436.333,1436.333,0.001093989,1.0,0.8246533,1.526829E-4,0.02246274,0.001602684,0.006301032,1.492196E-4,0.07512927,1.459769E-4,0.003626428,0.002582126,1.477709E-5,1.345939E-5,0.0278873,8.720463E-4,3.032612E-4,4.43438E-4,4.86415E-5,5.521152E-4,5.748681E-6,8.530767E-5,5.629214E-5,0.006281148,5.270367E-4,9.21526E-5,0.01183354,6.533453E-5,5.954941E-4,5.096251E-6,2.551582E-4,6.04265E-6,3.006839E-4,1.437726E-7,2.41545E-4,0.00214732,1.093534E-4,0.002185908,5.023069E-4,0.002282041,0.003102158,1.366039E-4,1.743741E-7,7.482842E-6,4.87825E-5,9.070327E-7,1.444244E-8,7.366902E-8,1.735828E-12,2.887729E-4,3.109964E-5,0.001674253,8.146402,6.911822E-5,462015.2,462015.2
8.095733E-6,15.82898,-1.075878E10,1435.818,1435.818,0.001093989,1.0,0.8242346,1.492703E-4,0.02265075,0.001566593,0.006314752,1.452366E-4,0.07547044,1.432407E-4,0.003666154,0.002579132,1.443348E-5,1.298461E-5,0.02792107,8.667448E-4,3.077224E-4,4.483547E-4,4.921403E-5,5.494724E-4,5.535037E-6,8.483825E-5,5.696235E-5,0.006249914,5.267463E-4,9.038148E-5,0.01186751,6.401599E-5,6.039212E-4,5.233788E-6,2.581081E-4,6.221068E-6,3.048763E-4,1.487918E-7,2.395025E-4,0.00210524,1.08061E-4,0.002179267,4.968068E-4,0.002249677,0.003098863,1.360643E-4,1.795418E-7,7.625228E-6,4.924021E-5,9.245779E-7,1.50736E-8,7.428785E-8,1.785018E-12,2.765802E-4,2.914877E-5,0.001616955,8.142871,6.911307E-5,461814.9,461814.9
8.12097E-6,15.82912,-1.071376E10,1435.756,1435.756,0.001093989,1.0,0.8241847,1.488662E-4,0.02267327,0.001562321,0.006316365,1.447653E-4,0.0755112,1.42915E-4,0.00367092,0.00257876,1.439279E-5,1.292878E-5,0.02792501,8.661085E-4,3.082595E-4,4.489465E-4,4.92824E-5,5.491532E-4,5.509925E-6,8.478142E-5,5.704261E-5,0.006246126,5.267068E-4,9.017066E-5,0.01187153,6.385937E-5,6.049324E-4,5.250426E-6,2.584631E-4,6.242718E-6,3.0538E-4,1.494038E-7,2.392569E-4,0.0021002,1.079044E-4,0.002178456,4.961445E-4,0.002245793,0.00309847,1.359996E-4,1.801691E-7,7.642383E-6,4.929487E-5,9.26694E-7,1.515086E-8,7.436206E-8,1.791019E-12,2.751441E-4,2.892174E-5,0.001610176,8.142451,6.911247E-5,461791.1,461791.1
9.404054E-6,15.83529,-8.766562E9,1432.932,1432.932,0.001093989,1.0,0.8218807,1.309521E-4,0.02373496,0.00137309,0.00638501,1.239555E-4,0.07740251,1.280949E-4,0.003897038,0.002558136,1.259002E-5,1.053715E-5,0.02808285,8.358848E-4,3.341965E-4,4.774882E-4,5.243541E-5,5.335203E-4,4.437291E-6,8.196854E-5,6.080362E-5,0.00605689,5.237432E-4,8.05794E-5,0.01204768,5.681069E-5,6.528876E-4,6.072768E-6,2.755481E-4,7.330746E-6,3.294235E-4,1.809887E-7,2.27495E-4,0.001863889,1.00125E-4,0.002136683,4.642237E-4,0.002061579,0.003080268,1.329478E-4,2.117433E-7,8.473216E-6,5.182054E-5,1.029743E-6,1.921745E-8,7.787292E-8,2.10256E-12,2.132991E-4,1.972221E-5,0.00131131,8.123266,6.90855E-5,460703.0,460703.0
9.677322E-6,15.83642,-8.424149E9,1432.398,1432.398,0.001093989,1.0,0.8214423,1.277017E-4,0.02394225,0.001338788,0.00639677,1.202E-4,0.07776491,1.253249E-4,0.003941503,0.002553422,1.226309E-5,1.012138E-5,0.02810745,8.299323E-4,3.394061E-4,4.832111E-4,5.303267E-5,5.303399E-4,4.251468E-6,8.139E-5,6.153155E-5,0.006017548,5.229168E-4,7.878585E-5,0.01207903,5.550948E-5,6.623141E-4,6.242184E-6,2.78966E-4,7.559264E-6,3.341843E-4,1.878257E-7,2.25159E-4,0.001818192,9.8523E-5,0.002127745,4.578415E-4,0.002025445,0.003076792,1.323522E-4,2.18388E-7,8.640501E-6,5.230132E-5,1.050633E-6,2.011666E-8,7.856173E-8,2.170797E-12,2.025073E-4,1.823932E-5,0.001257591,8.119664,6.90806E-5,460498.7,460498.7
9.725428E-6,15.83661,-8.366046E9,1432.307,1432.307,0.001093989,1.0,0.8213668,1.271469E-4,0.02397813,0.001332935,0.006398752,1.195598E-4,0.07782741,1.248496E-4,0.00394921,0.002552584,1.220729E-5,1.0051E-5,0.0281115,8.289003E-4,3.403129E-4,4.842068E-4,5.313536E-5,5.297854E-4,4.220032E-6,8.128892E-5,6.165729E-5,0.006010661,5.227656E-4,7.847803E-5,0.01208435,5.528671E-5,6.639478E-4,6.271808E-6,2.795603E-4,7.599376E-6,3.350105E-4,1.890331E-7,2.247535E-4,0.001810302,9.824321E-5,0.002126173,4.567322E-4,0.002019187,0.003076192,1.322491E-4,2.195548E-7,8.669625E-6,5.23841E-5,1.054275E-6,2.02761E-8,7.868108E-8,2.182887E-12,2.006804E-4,1.799212E-5,0.001248444,8.119045,6.907976E-5,460463.6,460463.6
9.997864E-6,15.83767,-8.048685E9,1431.798,1431.798,0.001093989,1.0,0.8209482,1.240976E-4,0.02417806,0.001300763,0.006409513,1.160446E-4,0.0781744,1.222238E-4,0.003992201,0.002547797,1.190065E-5,9.66718E-6,0.028133,8.231418E-4,3.453916E-4,4.897815E-4,5.370358E-5,5.26674E-4,4.048709E-6,8.072085E-5,6.235632E-5,0.005971871,5.218804E-4,7.67772E-5,0.01211346,5.405858E-5,6.730599E-4,6.438471E-6,2.828868E-4,7.825884E-6,3.396247E-4,1.95891E-7,2.224874E-4,0.001766459,9.667146E-5,0.002117282,4.505281E-4,0.001984317,0.003072868,1.31675E-4,2.261467E-7,8.83279E-6,5.28429E-5,1.074706E-6,2.118529E-8,7.934671E-8,2.251801E-12,1.907176E-4,1.666385E-5,0.001198285,8.115623,6.907516E-5,460269.5,460269.5
1.00196E-5,15.83775,-8.024187E9,1431.759,1431.759,0.001093989,1.0,0.8209154,1.238609E-4,0.02419377,0.001298266,0.006410339,1.157719E-4,0.07820159,1.22019E-4,0.003995585,0.002547413,1.187684E-5,9.637595E-6,0.02813461,8.226885E-4,3.457928E-4,4.902217E-4,5.374796E-5,5.264279E-4,4.035509E-6,8.067584E-5,6.241116E-5,0.005968792,5.218077E-4,7.664451E-5,0.01211571,5.396297E-5,6.73777E-4,6.451689E-6,2.831494E-4,7.843909E-6,3.399882E-4,1.964396E-7,2.223088E-4,0.001763021,9.654699E-5,0.002116574,4.500387E-4,0.001981575,0.003072607,1.316299E-4,2.266715E-7,8.845681E-6,5.287879E-5,1.076322E-6,2.125829E-8,7.939909E-8,2.257333E-12,1.899498E-4,1.656289E-5,0.001194399,8.115355,6.90748E-5,460254.4,460254.4
1.006803E-5,15.83793,-7.970021E9,1431.671,1431.671,0.001093989,1.0,0.8208427,1.233369E-4,0.02422866,0.001292738,0.00641216,1.151687E-4,0.0782619,1.215652E-4,0.004003097,0.002546554,1.182416E-5,9.572238E-6,0.02813815,8.216819E-4,3.466844E-4,4.911999E-4,5.384632E-5,5.258808E-4,4.006357E-6,8.057576E-5,6.253282E-5,0.005961942,5.216448E-4,7.635052E-5,0.01212068,5.375124E-5,6.75369E-4,6.481091E-6,2.837328E-4,7.884037E-6,3.407956E-4,1.976626E-7,2.219122E-4,0.001755395,9.627025E-5,0.002114996,4.489516E-4,0.001975489,0.00307203,1.315298E-4,2.278399E-7,8.87433E-6,5.295836E-5,1.079915E-6,2.142115E-8,7.951538E-8,2.269675E-12,1.882538E-4,1.63406E-5,0.001185805,8.114763,6.907401E-5,460220.8,460220.8
1.024871E-5,15.83859,-7.77294E9,1431.347,1431.347,0.001093989,1.0,0.8205756,1.21422E-4,0.02435737,0.001272538,0.006418758,1.129658E-4,0.07848382,1.199012E-4,0.004030835,0.002543336,1.163162E-5,9.334679E-6,0.02815071,8.179647E-4,3.499858E-4,4.948211E-4,5.420737E-5,5.238529E-4,3.900442E-6,8.020435E-5,6.298094E-5,0.005936487,5.210245E-4,7.527222E-5,0.01213876,5.297588E-5,6.81247E-4,6.59029E-6,2.858918E-4,8.03346E-6,3.43779E-4,2.022354E-7,2.204461E-4,0.001727319,9.524383E-5,0.002109119,4.449306E-4,0.001953037,0.003069906,1.311605E-4,2.32192E-7,8.980427E-6,5.325082E-5,1.093235E-6,2.203169E-8,7.994471E-8,2.315948E-12,1.820909E-4,1.55413E-5,0.001154453,8.11259,6.907111E-5,460097.5,460097.5
1.028072E-5,15.83871,-7.738828E9,1431.291,1431.291,0.001093989,1.0,0.8205289,1.210892E-4,0.02437994,0.001269028,0.006419894,1.125833E-4,0.07852264,1.196111E-4,0.004035701,0.002542763,1.159816E-5,9.293606E-6,0.02815284,8.173124E-4,3.505666E-4,4.954579E-4,5.427036E-5,5.234959E-4,3.882138E-6,8.013889E-5,6.305937E-5,0.005931994,5.209127E-4,7.50842E-5,0.0121419,5.284088E-5,6.822782E-4,6.609552E-6,2.862714E-4,8.05988E-6,3.443028E-4,2.03047E-7,2.201886E-4,0.001722407,9.506303E-5,0.002108079,4.442241E-4,0.001949101,0.003069535,1.310957E-4,2.329617E-7,8.999092E-6,5.330191E-5,1.09558E-6,2.214032E-8,8.002003E-8,2.324183E-12,1.810257E-4,1.54045E-5,0.001149014,8.11221,6.907061E-5,460076.0,460076.0
1.114131E-5,15.8416,-6.903136E9,1429.86,1429.86,0.001093989,1.0,0.8193404,1.128034E-4,0.02496169,0.001181647,0.006447138,1.030899E-4,0.07951398,1.123011E-4,0.004161523,0.002527156,1.076532E-5,8.29163E-6,0.02819958,8.004366E-4,3.657443E-4,5.12081E-4,5.586084E-5,5.141413E-4,3.436337E-6,7.841692E-5,6.506731E-5,0.005813192,5.17717E-4,7.034307E-5,0.01221845,4.945596E-5,7.089285E-4,7.1183E-6,2.961684E-4,8.764524E-6,3.578832E-4,2.250318E-7,2.135086E-4,0.001596912,9.032017E-5,0.002080341,4.25857E-4,0.001847728,0.003060065,1.294296E-4,2.535183E-7,9.486897E-6,5.459931E-5,1.157106E-6,2.511212E-8,8.196712E-8,2.549974E-12,1.550953E-4,1.220117E-5,0.001014645,8.10262,6.9058E-5,459532.1,459532.1
1.194441E-5,15.84397,-6.244353E9,1428.659,1428.659,0.001093989,1.0,0.8183344,1.060695E-4,0.02546543,0.001110642,0.0064676,9.542342E-5,0.08035764,1.062348E-4,0.004271001,0.002512363,1.008877E-5,7.507341E-6,0.02822774,7.857362E-4,3.79212E-4,5.267959E-4,5.718141E-5,5.058169E-4,3.088462E-6,7.687458E-5,6.67808E-5,0.005705777,5.144721E-4,6.640301E-5,0.01227821,4.66707E-5,7.320974E-4,7.577936E-6,3.049109E-4,9.412309E-6,3.69755E-4,2.458151E-7,2.076635E-4,0.001490309,8.610236E-5,0.002054926,4.097419E-4,0.001760264,0.003052029,1.279914E-4,2.724658E-7,9.919483E-6,5.569028E-5,1.212056E-6,2.796985E-8,8.366191E-8,2.768821E-12,1.349324E-4,9.888014E-6,9.072165E-4,8.094605,6.904765E-5,459077.5,459077.5
1.198824E-5,15.8441,-6.211258E9,1428.597,1428.597,0.001093989,1.0,0.8182821,1.057261E-4,0.02549194,0.001107021,0.006468598,9.503379E-5,0.08040165,1.059224E-4,0.004276774,0.002511552,1.005428E-5,7.468091E-6,0.02822891,7.849605E-4,3.799292E-4,5.275785E-4,5.724932E-5,5.053733E-4,3.07108E-6,7.679216E-5,6.687023E-5,0.005700011,5.142892E-4,6.619995E-5,0.01228119,4.652783E-5,7.333186E-4,7.602619E-6,3.053753E-4,9.447392E-6,3.703824E-4,2.469564E-7,2.073545E-4,0.00148476,8.587799E-5,0.002053554,4.088892E-4,0.001755674,0.00305161,1.279159E-4,2.734935E-7,9.942506E-6,5.574681E-5,1.214991E-6,2.812805E-8,8.375133E-8,2.781005E-12,1.339281E-4,9.777102E-6,9.01789E-4,8.09419,6.904712E-5,459054.0,459054.0
1.271714E-5,15.84602,-5.698997E9,1427.609,1427.609,0.001093989,1.0,0.8174466,1.003362E-4,0.02591914,0.001050184,0.006483618,8.893643E-5,0.08110571,1.009801E-4,0.004369997,0.002498059,9.512994E-6,6.861633E-6,0.02824351,7.724307E-4,3.916082E-4,5.403066E-4,5.832093E-5,4.981508E-4,2.802859E-6,7.544716E-5,6.830076E-5,0.00560554,5.111804E-4,6.298541E-5,0.01232681,4.42746E-5,7.530279E-4,8.00731E-6,3.129228E-4,1.002681E-5,3.805305E-4,2.66035E-7,2.023558E-4,0.001396237,8.22335E-5,0.002030989,3.950888E-4,0.001681915,0.003044922,1.267002E-4,2.904896E-7,1.031713E-5,5.664512E-5,1.262907E-6,3.079106E-8,8.519604E-8,2.987387E-12,1.184863E-4,8.125204E-6,8.17325E-4,8.087611,6.903873E-5,458680.9,458680.9
1.287898E-5,15.84643,-5.594247E9,1427.401,1427.401,0.001093989,1.0,0.8172696,9.921615E-5,0.02601067,0.001038371,0.006486578,8.767401E-5,0.08125528,9.994381E-5,0.004390013,0.002495063,9.400541E-6,6.737918E-6,0.0282456,7.697392E-4,3.941403E-4,5.430621E-4,5.854474E-5,4.965856E-4,2.748237E-6,7.515498E-5,6.860448E-5,0.005584926,5.104749E-4,6.231091E-5,0.01233601,4.380382E-5,7.57257E-4,8.095717E-6,3.14555E-4,1.015444E-5,3.827135E-4,2.702957E-7,2.012804E-4,0.001377504,8.144639E-5,0.002026044,3.92119E-4,0.00166617,0.003043503,1.264401E-4,2.942395E-7,1.039826E-5,5.683442E-5,1.273324E-6,3.139037E-8,8.550648E-8,3.034198E-12,1.153566E-4,7.803015E-6,7.999586E-4,8.086225,6.903697E-5,458602.3,458602.3
1.291462E-5,15.84651,-5.571566E9,1427.356,1427.356,0.001093989,1.0,0.817231,9.897296E-5,0.02603068,0.001035807,0.006487213,8.740012E-5,0.08128791,9.971838E-5,0.00439439,0.002494404,9.376125E-6,6.711163E-6,0.02824601,7.691506E-4,3.946951E-4,5.436657E-4,5.859337E-5,4.962426E-4,2.73642E-6,7.509093E-5,6.867072E-5,0.005580403,5.103188E-4,6.216416E-5,0.012338,4.370149E-5,7.581817E-4,8.115121E-6,3.149124E-4,1.01825E-5,3.83191E-4,2.712354E-7,2.010451E-4,0.001373421,8.127409E-5,0.002024959,3.914693E-4,0.001662732,0.003043194,1.263833E-4,2.950644E-7,1.041604E-5,5.687564E-5,1.275608E-6,3.152276E-8,8.557438E-8,3.044558E-12,1.146809E-4,7.734024E-6,7.96197E-4,8.085924,6.903659E-5,458585.2,458585.2
1.314424E-5,15.84707,-5.428913E9,1427.068,1427.068,0.001093989,1.0,0.8169856,9.743594E-5,0.02615824,0.001019595,0.006491161,8.567088E-5,0.08149544,9.829015E-5,0.004422311,0.002490157,9.221821E-6,6.542939E-6,0.02824822,7.653952E-4,3.982448E-4,5.475255E-4,5.890106E-5,4.940493E-4,2.662194E-6,7.468103E-5,6.90919E-5,0.00555142,5.093084E-4,6.123417E-5,0.01235042,4.305371E-5,7.640792E-4,8.239515E-6,3.171976E-4,1.036283E-5,3.862389E-4,2.77298E-7,1.995436E-4,0.001347488,8.017348E-5,0.002017994,3.873227E-4,0.001640839,0.003041227,1.260213E-4,3.003675E-7,1.052972E-5,5.713713E-5,1.290232E-6,3.237881E-8,8.600766E-8,3.111722E-12,1.10441E-4,7.305879E-6,7.724989E-4,8.08401,6.903417E-5,458476.6,458476.6
1.316068E-5,15.84711,-5.418918E9,1427.048,1427.048,0.001093989,1.0,0.8169683,9.732779E-5,0.02616729,0.001018454,0.006491435,8.554933E-5,0.08151012,9.818943E-5,0.004424293,0.002489853,9.210965E-6,6.53116E-6,0.02824834,7.651286E-4,3.984973E-4,5.478E-4,5.892273E-5,4.938933E-4,2.656997E-6,7.465186E-5,6.91217E-5,0.005549354,5.092357E-4,6.116857E-5,0.01235128,4.300807E-5,7.644977E-4,8.248383E-6,3.173601E-4,1.037571E-5,3.864553E-4,2.777327E-7,1.99437E-4,0.001345656,8.009528E-5,0.002017497,3.870283E-4,0.001639288,0.003041088,1.259956E-4,3.007465E-7,1.05378E-5,5.715559E-5,1.291274E-6,3.244031E-8,8.603842E-8,3.116559E-12,1.101447E-4,7.276264E-6,7.708365E-4,8.083875,6.9034E-5,458469.0,458469.0
1.340052E-5,15.84767,-5.276363E9,1426.755,1426.755,0.001093989,1.0,0.8167183,9.577821E-5,0.02629802,0.001002109,0.006495288,8.380956E-5,0.08172181,9.674302E-5,0.004452937,0.002485424,9.055423E-6,6.363224E-6,0.02824983,7.612751E-4,4.021581E-4,5.517771E-4,5.923336E-5,4.916327E-4,2.582964E-6,7.422889E-5,6.9551E-5,0.005519376,5.081708E-4,6.022637E-5,0.01236358,4.23532E-5,7.705455E-4,8.377167E-6,3.197134E-4,1.056322E-5,3.895849E-4,2.840847E-7,1.978951E-4,0.001319275,7.896373E-5,0.002010279,3.827708E-4,0.001616906,0.003039083,1.256249E-4,3.062666E-7,1.065496E-5,5.742102E-5,1.306377E-6,3.334087E-8,8.648318E-8,3.187574E-12,1.0593E-4,6.859406E-6,7.470941E-4,8.081932,6.903154E-5,458358.8,458358.8
1.343088E-5,15.84774,-5.258724E9,1426.719,1426.719,0.001093989,1.0,0.8166871,9.558565E-5,0.02631441,0.001000077,0.006495758,8.359361E-5,0.08174828,9.656286E-5,0.004456529,0.002484864,9.036097E-6,6.342465E-6,0.02824996,7.607918E-4,4.026185E-4,5.522771E-4,5.927199E-5,4.913484E-4,2.573812E-6,7.417568E-5,6.960465E-5,0.0055156,5.080354E-4,6.010899E-5,0.01236509,4.22717E-5,7.713039E-4,8.393396E-6,3.200092E-4,1.05869E-5,3.899776E-4,2.848902E-7,1.977017E-4,0.001315982,7.882167E-5,0.002009369,3.822366E-4,0.001614105,0.003038833,1.255784E-4,3.069642E-7,1.066969E-5,5.745412E-5,1.308278E-6,3.345532E-8,8.653897E-8,3.196624E-12,1.054103E-4,6.808566E-6,7.441538E-4,8.081689,6.903123E-5,458345.0,458345.0
1.347041E-5,15.84783,-5.235906E9,1426.672,1426.672,0.001093989,1.0,0.8166466,9.533621E-5,0.02633568,9.97446E-4,0.006496364,8.331395E-5,0.08178262,9.632933E-5,0.004461194,0.002484135,9.011061E-6,6.315611E-6,0.02825012,7.601641E-4,4.032168E-4,5.529267E-4,5.932202E-5,4.909791E-4,2.561981E-6,7.410653E-5,6.967426E-5,0.005510692,5.078589E-4,5.995683E-5,0.01236704,4.216609E-5,7.722885E-4,8.414496E-6,3.203934E-4,1.061772E-5,3.904876E-4,2.859393E-7,1.974504E-4,0.001311711,7.863716E-5,0.002008186,3.81543E-4,0.001610469,0.003038508,1.255182E-4,3.078719E-7,1.068883E-5,5.749704E-5,1.310749E-6,3.360445E-8,8.661144E-8,3.208426E-12,1.047383E-4,6.743033E-6,7.403485E-4,8.081375,6.903084E-5,458327.2,458327.2
1.411033E-5,15.84925,-4.88709E9,1425.934,1425.934,0.001093989,1.0,0.8160115,9.147932E-5,0.02667168,9.567519E-4,0.006505312,7.900173E-5,0.08232172,9.269822E-5,0.004534963,0.002472367,8.624022E-6,5.905603E-6,0.02825006,7.502357E-4,4.127433E-4,5.632579E-4,6.009607E-5,4.851051E-4,2.38153E-6,7.300519E-5,7.076533E-5,0.005432274,5.049756E-4,5.75897E-5,0.01239642,4.052744E-5,7.878512E-4,8.752096E-6,3.264997E-4,1.11135E-5,3.985612E-4,3.029879E-7,1.934732E-4,0.001244941,7.5714E-5,0.001989245,3.705657E-4,0.001553255,0.003033411,1.245671E-4,3.224983E-7,1.099325E-5,5.816601E-5,1.350161E-6,3.604064E-8,8.775835E-8,3.402652E-12,9.454252E-5,5.775148E-6,6.820159E-4,8.076472,6.902466E-5,458049.2,458049.2
1.428039E-5,15.84961,-4.800494E9,1425.746,1425.746,0.001093989,1.0,0.815849,9.050849E-5,0.02675842,9.465064E-4,0.006507431,7.792E-5,0.08245988,9.177821E-5,0.004554035,0.002469252,8.52662E-6,5.803962E-6,0.02824927,7.47668E-4,4.152265E-4,5.659469E-4,6.029084E-5,4.835762E-4,2.336857E-6,7.27181E-5,7.10444E-5,0.00541176,5.042022E-4,5.69896E-5,0.01240356,4.011328E-5,7.91872E-4,8.840581E-6,3.280877E-4,1.124431E-5,4.006511E-4,3.075389E-7,1.924438E-4,0.001227923,7.495706E-5,0.001984278,3.677261E-4,0.001538553,0.003032106,1.243219E-4,3.263642E-7,1.10725E-5,5.833596E-5,1.360456E-6,3.669488E-8,8.805522E-8,3.455289E-12,9.203525E-5,5.544926E-6,6.674909E-4,8.075225,6.902309E-5,457978.4,457978.4
1.437903E-5,15.84982,-4.751356E9,1425.639,1425.639,0.001093989,1.0,0.815756,8.995521E-5,0.02680826,9.406669E-4,0.006508614,7.73042E-5,0.08253908,9.12528E-5,0.004564999,0.002467449,8.471115E-6,5.746322E-6,0.02824867,7.461918E-4,4.166579E-4,5.674961E-4,6.040179E-5,4.826953E-4,2.311538E-6,7.255262E-5,7.120425E-5,0.005399922,5.037525E-4,5.664683E-5,0.01240758,3.987695E-5,7.941829E-4,8.891676E-6,3.290023E-4,1.132E-5,4.018531E-4,3.101827E-7,1.918518E-4,0.001218186,7.452178E-5,0.001981411,3.660935E-4,0.001530119,0.003031359,1.241811E-4,3.286026E-7,1.111816E-5,5.843309E-5,1.366394E-6,3.707569E-8,8.822595E-8,3.486023E-12,9.061737E-5,5.416141E-6,6.592433E-4,8.074512,6.902219E-5,457938.0,457938.0
1.444578E-5,15.84996,-4.718551E9,1425.566,1425.566,0.001093989,1.0,0.8156934,8.958476E-5,0.02684179,9.367568E-4,0.006509395,7.689218E-5,0.0825923,9.090057E-5,0.004572379,0.00246623,8.433952E-6,5.707843E-6,0.02824822,7.451981E-4,4.176229E-4,5.685402E-4,6.047605E-5,4.821017E-4,2.294638E-6,7.244107E-5,7.131161E-5,0.005391937,5.034477E-4,5.641701E-5,0.01241025,3.971858E-5,7.957381E-4,8.926158E-6,3.296186E-4,1.137115E-5,4.026622E-4,3.119733E-7,1.914532E-4,0.001211651,7.422877E-5,0.001979476,3.649946E-4,0.001524449,0.003030857,1.240864E-4,3.301158E-7,1.114893E-5,5.849824E-5,1.370399E-6,3.73339E-8,8.834089E-8,3.506904E-12,8.967246E-5,5.330875E-6,6.537333E-4,8.074033,6.902159E-5,457910.8,457910.8
1.445657E-5,15.84998,-4.713276E9,1425.555,1425.555,0.001093989,1.0,0.8156834,8.952517E-5,0.0268472,9.361279E-4,0.00650952,7.682593E-5,0.08260087,9.084388E-5,0.004573568,0.002466033,8.427975E-6,5.701662E-6,0.02824814,7.450378E-4,4.177786E-4,5.687086E-4,6.0488E-5,4.820059E-4,2.291923E-6,7.242307E-5,7.13289E-5,0.005390648,5.033984E-4,5.638002E-5,0.01241068,3.96931E-5,7.959889E-4,8.931725E-6,3.29718E-4,1.137942E-5,4.027927E-4,3.122629E-7,1.913889E-4,0.001210599,7.418152E-5,0.001979163,3.648174E-4,0.001523536,0.003030776,1.240711E-4,3.303603E-7,1.11539E-5,5.850873E-5,1.371046E-6,3.737569E-8,8.835943E-8,3.510286E-12,8.952082E-5,5.317234E-6,6.528479E-4,8.073956,6.90215E-5,457906.4,457906.5
1.56246E-5,15.85225,-4.192928E9,1424.371,1424.371,0.001093989,1.0,0.8146481,8.353139E-5,0.02740983,8.728354E-4,0.006520901,7.019399E-5,0.0834843,8.509479E-5,0.004697639,0.002444885,7.826883E-6,5.092401E-6,0.02823338,7.283249E-4,4.341978E-4,5.864314E-4,6.168425E-5,4.719349E-4,2.024866E-6,7.052711E-5,7.310372E-5,0.005254235,4.98021E-4,5.262621E-5,0.0124513,3.711655E-5,8.221051E-4,9.522829E-6,3.401661E-4,1.226456E-5,4.164184E-4,3.437968E-7,1.846799E-4,0.00110317,6.925689E-5,0.001946022,3.463475E-4,0.001429163,0.003022458,1.224845E-4,3.566229E-7,1.167632E-5,5.95746E-5,1.439392E-6,4.196226E-8,9.029587E-8,3.886953E-12,7.476166E-5,4.047366E-6,5.652067E-4,8.066093,6.901161E-5,457460.5,457460.5
1.693934E-5,15.85452,-3.707479E9,1423.188,1423.188,0.001093989,1.0,0.8135977,7.771551E-5,0.027995,8.113561E-4,0.00652941,6.382662E-5,0.08438468,7.942749E-5,0.004827178,0.002421565,7.243997E-6,4.52529E-6,0.02820439,7.108639E-4,4.517383E-4,6.052698E-4,6.282644E-5,4.612486E-4,1.777266E-6,6.850961E-5,7.48941E-5,0.005107711,4.919225E-4,4.892137E-5,0.01248532,3.459096E-5,8.493044E-4,1.016267E-5,3.512457E-4,1.323944E-5,4.306815E-4,3.797084E-7,1.776629E-4,9.960709E-4,6.414149E-5,0.0019103,3.271114E-4,0.001332667,0.003014017,1.208389E-4,3.857302E-7,1.223168E-5,6.062716E-5,1.512802E-6,4.726765E-8,9.232689E-8,4.336779E-12,6.143818E-5,3.005628E-6,4.831742E-4,8.058238,6.900172E-5,457015.0,457015.1
