Time_Soln#2 (sec),Volume_Soln#2 (cm3),Volumetric_heat_production_rate_Soln#2 (erg/cm3-sec),Surface_temperature_Soln#2 (K),Temperature_Soln#2 (K),Mass_Soln#2 (g),Pressure_Soln#2 (atm),Mole_fraction_H2_Soln#2 (),Mole_fraction_H_Soln#2 (),Mole_fraction_CH4_Soln#2 (),Mole_fraction_CH3_Soln#2 (),Mole_fraction_C2H6_Soln#2 (),Mole_fraction_C2H5_Soln#2 (),Mole_fraction_C2H4_Soln#2 (),Mole_fraction_C2H2_Soln#2 (),Mole_fraction_C3H8_Soln#2 (),Mole_fraction_IC3H7_Soln#2 (),Mole_fraction_NC3H7_Soln#2 (),Mole_fraction_C3H6_Soln#2 (),Mole_fraction_C3H5-A_Soln#2 (),Mole_fraction_C3H4-P_Soln#2 (),Mole_fraction_C3H4-A_Soln#2 (),Mole_fraction_NC4H10_Soln#2 (),Mole_fraction_IC4H10_Soln#2 (),Mole_fraction_IC4H8_Soln#2 (),Mole_fraction_IC4H7_Soln#2 (),Mole_fraction_C4H8-1_Soln#2 (),Mole_fraction_C4H8-2_Soln#2 (),Mole_fraction_C4H71-3_Soln#2 (),Mole_fraction_C4H6_Soln#2 (),Mole_fraction_C4H4_Soln#2 (),Mole_fraction_C6H6_Soln#2 (),Mole_fraction_C5H6_Soln#2 (),Mole_fraction_MCPTD_Soln#2 (),Mole_fraction_NC5H12_Soln#2 (),Mole_fraction_NC5H10_Soln#2 (),Mole_fraction_B1M2_Soln#2 (),Mole_fraction_B1M3_Soln#2 (),Mole_fraction_B2M2_Soln#2 (),Mole_fraction_CYC5H8_Soln#2 (),Mole_fraction_LC5H8_Soln#2 (),Mole_fraction_DIALLYL_Soln#2 (),Mole_fraction_CYC6H8_Soln#2 (),Mole_fraction_CYC6H10_Soln#2 (),Mole_fraction_NC6H12_Soln#2 (),Mole_fraction_NC7H14_Soln#2 (),Mole_fraction_DIMEPTD_Soln#2 (),Mole_fraction_C7H8_Soln#2 (),Mole_fraction_C7H7_Soln#2 (),Mole_fraction_C6H5C2H3_Soln#2 (),Mole_fraction_C6H5C2H5_Soln#2 (),Mole_fraction_XYLENE_Soln#2 (),Mole_fraction_C6H5C2H4C6H5_Soln#2 (),Mole_fraction_NPBENZ_Soln#2 (),Mole_fraction_NC12H26_Soln#2 (),Mole_fraction_NC16H34_Soln#2 (),Mole_fraction_NC10H20_Soln#2 (),Molecular_weight_Soln#2 (g/mole),Mass_density_Soln#2 (g/cm3),Unburned_hydrocarbons_Soln#2 (ppm),Volatile_organic_compounds_Soln#2 (ppm)
1.95181E-5,15.69923,-4.575694E7,1049.897,1049.897,0.001719126,1.0,0.9514107,1.223665E-7,4.601994E-6,2.606512E-6,3.75192E-6,3.543731E-6,2.126516E-5,8.661298E-10,1.505939E-7,1.006335E-8,1.995029E-7,1.155608E-5,3.558581E-6,6.83705E-11,2.484994E-9,5.705899E-8,6.923097E-11,1.860706E-12,1.612176E-10,4.081727E-6,5.240234E-8,3.495353E-6,1.711037E-6,1.322051E-12,6.498161E-8,1.778453E-11,1.276852E-13,1.580211E-9,3.054979E-6,1.024668E-12,3.449016E-9,4.853091E-13,3.850769E-14,1.429159E-6,3.536306E-8,4.351329E-13,3.554072E-13,5.117327E-7,3.498153E-6,1.124324E-13,0.004080603,1.260084E-7,7.675403E-15,1.267716E-9,2.010151E-10,8.112665E-13,3.00271E-10,0.01102968,0.00663696,0.0267723,9.433932,1.095035E-4,535036.1,535036.1
2.107626E-5,15.69917,-4.698506E7,1049.886,1049.886,0.001719126,1.0,0.9514048,1.290501E-7,5.316518E-6,2.759678E-6,4.299348E-6,3.724961E-6,2.399109E-5,1.047941E-9,1.721897E-7,1.076134E-8,2.071762E-7,1.301557E-5,3.876996E-6,8.113891E-11,2.975149E-9,6.708351E-8,8.584445E-11,2.562481E-12,2.122324E-10,4.574527E-6,6.195764E-8,3.818466E-6,1.975767E-6,1.823898E-12,7.46451E-8,2.358388E-11,1.68815E-13,1.878344E-9,3.44507E-6,1.316416E-12,4.337318E-9,6.249357E-13,5.108296E-14,1.643387E-6,4.540488E-8,6.559512E-13,4.722099E-13,5.634712E-7,3.989678E-6,1.482357E-13,0.004080548,1.445267E-7,1.087891E-14,1.471551E-9,2.39153E-10,1.110228E-12,3.910953E-10,0.01102921,0.006636585,0.02677069,9.433872,1.09504E-4,535032.7,535032.7
2.15449E-5,15.69915,-4.733856E7,1049.882,1049.882,0.001719126,1.0,0.951403,1.309904E-7,5.539326E-6,2.804018E-6,4.469297E-6,3.77722E-6,2.483352E-5,1.106661E-9,1.78947E-7,1.096624E-8,2.093977E-7,1.346661E-5,3.972664E-6,8.522633E-11,3.132649E-9,7.026471E-8,9.124918E-11,2.808782E-12,2.295193E-10,4.726619E-6,6.500439E-8,3.916252E-6,2.058516E-6,1.998705E-12,7.765114E-8,2.556173E-11,1.828844E-13,1.973148E-9,3.565865E-6,1.41414E-12,4.63029E-9,6.71761E-13,5.539524E-14,1.710056E-6,4.876975E-8,7.378838E-13,5.123232E-13,5.792729E-7,4.142244E-6,1.60479E-13,0.004080532,1.50276E-7,1.203224E-14,1.535848E-9,2.514163E-10,1.215174E-12,4.217711E-10,0.01102907,0.006636469,0.0267702,9.433854,1.095041E-4,535031.7,535031.7
2.237914E-5,15.69911,-4.794953E7,1049.876,1049.876,0.001719126,1.0,0.9513997,1.343589E-7,5.944496E-6,2.881067E-6,4.77754E-6,3.86784E-6,2.635759E-5,1.215798E-9,1.912641E-7,1.132538E-8,2.132639E-7,1.428261E-5,4.142729E-6,9.27828E-11,3.424419E-9,7.611157E-8,1.013304E-10,3.29067E-12,2.625893E-10,5.001591E-6,7.062881E-8,4.090926E-6,2.209245E-6,2.338799E-12,8.311007E-8,2.936133E-11,2.099727E-13,2.147594E-9,3.784685E-6,1.599821E-12,5.18158E-9,7.607945E-13,6.371125E-14,1.83116E-6,5.516437E-8,9.038204E-13,5.897539E-13,6.076629E-7,4.418957E-6,1.840515E-13,0.004080501,1.607034E-7,1.432583E-14,1.653673E-9,2.741596E-10,1.420567E-12,4.803422E-10,0.01102881,0.006636259,0.0267693,9.433821,1.095044E-4,535029.8,535029.8
2.261282E-5,15.6991,-4.811606E7,1049.874,1049.874,0.001719126,1.0,0.9513988,1.35282E-7,6.059941E-6,2.902216E-6,4.865187E-6,3.892671E-6,2.67901E-5,1.247453E-9,1.947808E-7,1.142469E-8,2.143256E-7,1.451418E-5,4.190296E-6,9.496518E-11,3.508816E-9,7.779188E-8,1.042617E-10,3.436282E-12,2.724026E-10,5.079586E-6,7.225376E-8,4.139984E-6,2.252255E-6,2.44107E-12,8.466383E-8,3.049271E-11,2.180539E-13,2.197773E-9,3.846848E-6,1.65463E-12,5.343039E-9,7.870896E-13,6.619548E-14,1.865636E-6,5.705213E-8,9.553386E-13,6.129024E-13,6.15675E-7,4.49764E-6,1.910846E-13,0.004080493,1.636682E-7,1.502797E-14,1.687465E-9,2.807461E-10,1.482652E-12,4.976968E-10,0.01102874,0.0066362,0.02676905,9.433811,1.095044E-4,535029.3,535029.3
2.315205E-5,15.69908,-4.849276E7,1049.871,1049.871,0.001719126,1.0,0.9513966,1.373833E-7,6.329544E-6,2.950296E-6,5.069573E-6,3.949052E-6,2.779724E-5,1.322334E-9,2.03006E-7,1.165167E-8,2.167377E-7,1.505344E-5,4.299906E-6,1.001121E-10,3.708058E-9,8.174003E-8,1.112065E-10,3.791068E-12,2.959959E-10,5.261143E-6,7.606963E-8,4.253386E-6,2.352802E-6,2.689312E-12,8.828961E-8,3.321971E-11,2.375616E-13,2.315751E-9,3.991725E-6,1.785916E-12,5.727593E-9,8.500992E-13,7.219822E-14,1.946099E-6,6.157419E-8,1.08335E-12,6.688688E-13,6.342606E-7,4.681122E-6,2.080642E-13,0.004080473,1.705812E-7,1.675512E-14,1.766764E-9,2.963125E-10,1.633967E-12,5.393775E-10,0.01102856,0.006636061,0.02676846,9.433789,1.095046E-4,535028.0,535028.0
2.402554E-5,15.69904,-4.908481E7,1049.864,1049.864,0.001719126,1.0,0.951393,1.407003E-7,6.775495E-6,3.026099E-6,5.406796E-6,4.037761E-6,2.94551E-5,1.449077E-9,2.166502E-7,1.201301E-8,2.205453E-7,1.594118E-5,4.47695E-6,1.087773E-10,4.044058E-9,8.834153E-8,1.229876E-10,4.423809E-12,3.370774E-10,5.559863E-6,8.249107E-8,4.43762E-6,2.519459E-6,3.128867E-12,9.427948E-8,3.799013E-11,2.717819E-13,2.513225E-9,4.230559E-6,2.013063E-12,6.386211E-9,9.59189E-13,8.274749E-14,2.079058E-6,6.939842E-8,1.319644E-12,7.673245E-13,6.646487E-7,4.983882E-6,2.378607E-13,0.00408044,1.819851E-7,1.988816E-14,1.89912E-9,3.226253E-10,1.903988E-12,6.118225E-10,0.01102828,0.006635833,0.02676749,9.433753,1.095049E-4,535026.0,535026.0
2.438198E-5,15.69903,-4.931871E7,1049.861,1049.861,0.001719126,1.0,0.9513915,1.420215E-7,6.960724E-6,3.056292E-6,5.546567E-6,4.073032E-6,3.014091E-5,1.502782E-9,2.22332E-7,1.21582E-8,2.220628E-7,1.630843E-5,4.54898E-6,1.124323E-10,4.185964E-9,9.110891E-8,1.279868E-10,4.704096E-12,3.549039E-10,5.683388E-6,8.519139E-8,4.512974E-6,2.588809E-6,3.322313E-12,9.676483E-8,4.006854E-11,2.867288E-13,2.596081E-9,4.329489E-6,2.111113E-12,6.668033E-9,1.006304E-12,8.736265E-14,2.134237E-6,7.277567E-8,1.42737E-12,8.104351E-13,6.771484E-7,5.10938E-6,2.50881E-13,0.004080426,1.867108E-7,2.129613E-14,1.954543E-9,3.33765E-10,2.023665E-12,6.432115E-10,0.01102816,0.006635739,0.02676708,9.433739,1.09505E-4,535025.1,535025.1
2.534521E-5,15.69899,-4.993451E7,1049.854,1049.854,0.001719126,1.0,0.9513875,1.455083E-7,7.470228E-6,3.135838E-6,5.930212E-6,4.165801E-6,3.201983E-5,1.653593E-9,2.380035E-7,1.254419E-8,2.260671E-7,1.73147E-5,4.742924E-6,1.226488E-10,4.583069E-9,9.879274E-8,1.420388E-10,5.528162E-12,4.061852E-10,6.021716E-6,9.273137E-8,4.717037E-6,2.779955E-6,3.886917E-12,1.035943E-7,4.607345E-11,3.300324E-13,2.826335E-9,4.600911E-6,2.391704E-12,7.467201E-9,1.141205E-12,1.007569E-13,2.285897E-6,8.243914E-8,1.753638E-12,9.356662E-13,7.112003E-7,5.453904E-6,2.886254E-13,0.004080389,1.996786E-7,2.549854E-14,2.108328E-9,3.650309E-10,2.375744E-12,7.333719E-10,0.01102784,0.006635481,0.02676599,9.433698,1.095052E-4,535022.8,535022.8
2.613009E-5,15.69895,-5.041403E7,1049.848,1049.848,0.001719126,1.0,0.9513841,1.482552E-7,7.894966E-6,3.198444E-6,6.249163E-6,4.238655E-6,3.357825E-5,1.782797E-9,2.511166E-7,1.285181E-8,2.292206E-7,1.814942E-5,4.900077E-6,1.313491E-10,4.92166E-9,1.052766E-7,1.540845E-10,6.277389E-12,4.514929E-10,6.302245E-6,9.913108E-8,4.883719E-6,2.939747E-6,4.395101E-12,1.092804E-7,5.140959E-11,3.686585E-13,3.020844E-9,4.826467E-6,2.638E-12,8.160341E-9,1.259697E-12,1.127324E-13,2.412197E-6,9.091888E-8,2.061687E-12,1.047768E-12,7.392399E-7,5.740394E-6,3.223254E-13,0.004080357,2.104551E-7,2.939418E-14,2.238072E-9,3.918102E-10,2.69612E-12,8.128784E-10,0.01102758,0.006635267,0.02676508,9.433664,1.095055E-4,535020.9,535020.9
2.760769E-5,15.69889,-5.127183E7,1049.837,1049.837,0.001719126,1.0,0.9513777,1.532109E-7,8.716642E-6,3.311158E-6,6.864202E-6,4.369483E-6,3.657539E-5,2.041475E-9,2.766075E-7,1.341461E-8,2.349117E-7,1.97551E-5,5.193453E-6,1.486399E-10,5.5953E-9,1.18007E-7,1.78189E-10,7.892143E-12,5.45641E-10,6.841652E-6,1.118221E-7,5.198246E-6,3.250038E-6,5.475432E-12,1.20265E-7,6.25817E-11,4.499322E-13,3.40324E-9,5.261327E-6,3.145908E-12,9.568304E-9,1.504233E-12,1.380091E-13,2.656259E-6,1.083939E-7,2.757063E-12,1.284739E-12,7.927023E-7,6.293041E-6,3.93346E-13,0.004080298,2.31222E-7,3.799597E-14,2.493057E-9,4.454513E-10,3.387384E-12,9.777136E-10,0.01102706,0.006634855,0.02676333,9.4336,1.095059E-4,535017.3,535017.3
2.794163E-5,15.69887,-5.145743E7,1049.834,1049.834,0.001719126,1.0,0.9513763,1.542915E-7,8.906222E-6,3.335717E-6,7.005762E-6,4.397936E-6,3.72639E-5,2.102779E-9,2.825117E-7,1.353888E-8,2.361543E-7,2.012402E-5,5.259258E-6,1.527145E-10,5.754134E-9,1.209776E-7,1.838951E-10,8.296799E-12,5.685818E-10,6.965559E-6,1.148101E-7,5.26943E-6,3.321851E-6,5.743203E-12,1.227968E-7,6.532011E-11,4.699315E-13,3.492558E-9,5.361422E-6,3.268987E-12,9.905536E-9,1.563522E-12,1.442445E-13,2.712525E-6,1.126255E-7,2.937352E-12,1.343263E-12,8.049039E-7,6.420282E-6,4.108472E-13,0.004080284,2.35999E-7,4.019086E-14,2.552645E-9,4.581745E-10,3.560764E-12,1.017811E-9,0.01102695,0.00663476,0.02676293,9.433585,1.09506E-4,535016.4,535016.4
2.86184E-5,15.69885,-5.182302E7,1049.829,1049.829,0.001719126,1.0,0.9513732,1.564401E-7,9.294734E-6,3.384469E-6,7.295486E-6,4.454359E-6,3.867157E-5,2.230312E-9,2.946378E-7,1.378745E-8,2.38622E-7,2.087838E-5,5.391997E-6,1.611647E-10,6.083588E-9,1.271032E-7,1.957537E-10,9.165399E-12,6.170391E-10,7.218886E-6,1.209847E-7,5.413773E-6,3.469284E-6,6.314222E-12,1.279826E-7,7.112415E-11,5.124174E-13,3.676831E-9,5.566304E-6,3.528196E-12,1.061109E-8,1.688424E-12,1.575101E-13,2.827785E-6,1.215328E-7,3.331779E-12,1.467855E-12,8.297639E-7,6.680753E-6,4.480605E-13,0.004080256,2.45772E-7,4.495034E-14,2.675669E-9,4.846631E-10,3.933103E-12,1.102428E-9,0.0110267,0.006634567,0.02676212,9.433555,1.095062E-4,535014.7,535014.7
3.096568E-5,15.69874,-5.30066E7,1049.81,1049.81,0.001719126,1.0,0.9513626,1.634761E-7,1.068407E-5,3.543565E-6,8.327861E-6,4.637984E-6,4.367438E-5,2.706593E-9,3.382797E-7,1.461688E-8,2.467058E-7,2.356026E-5,5.845402E-6,1.924436E-10,7.302932E-9,1.493902E-7,2.398529E-10,1.271332E-11,8.058531E-10,8.119404E-6,1.437847E-7,5.914752E-6,3.999411E-6,8.600083E-12,1.465024E-7,9.397244E-11,6.808031E-13,4.348243E-9,6.29688E-6,4.530214E-12,1.328675E-8,2.171603E-12,2.103219E-13,3.23954E-6,1.558972E-7,5.031824E-12,1.964814E-12,9.172738E-7,7.609516E-6,5.960153E-13,0.004080156,2.80553E-7,6.496478E-14,3.125486E-9,5.838932E-10,5.456028E-12,1.431278E-9,0.01102585,0.00663388,0.02675922,9.433448,1.095069E-4,535008.6,535008.6
3.157099E-5,15.69872,-5.32897E7,1049.805,1049.805,0.001719126,1.0,0.9513598,1.651892E-7,1.105243E-5,3.582157E-6,8.600705E-6,4.682412E-6,4.499357E-5,2.838119E-9,3.499216E-7,1.482273E-8,2.486726E-7,2.42677E-5,5.960395E-6,2.010112E-10,7.636697E-9,1.55393E-7,2.519674E-10,1.377539E-11,8.599913E-10,8.356948E-6,1.500122E-7,6.043909E-6,4.140734E-6,9.271409E-12,1.514072E-7,1.005871E-10,7.298563E-13,4.529315E-9,6.490151E-6,4.815603E-12,1.403543E-8,2.309301E-12,2.257727E-13,3.348618E-6,1.656619E-7,5.564691E-12,2.110455E-12,9.401512E-7,7.855147E-6,6.392595E-13,0.00408013,2.897326E-7,7.110964E-14,3.247371E-9,6.113994E-10,5.912432E-12,1.525352E-9,0.01102562,0.006633699,0.02675846,9.43342,1.095071E-4,535007.0,535007.1
