Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_H_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_CH3_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H5_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H3_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C3H8_Soln#1 (),Mole_fraction_IC3H7_Soln#1 (),Mole_fraction_NC3H7_Soln#1 (),Mole_fraction_C3H6_Soln#1 (),Mole_fraction_C3H5-A_Soln#1 (),Mole_fraction_C3H4-P_Soln#1 (),Mole_fraction_C3H4-A_Soln#1 (),Mole_fraction_NC4H10_Soln#1 (),Mole_fraction_PC4H9_Soln#1 (),Mole_fraction_IC4H8_Soln#1 (),Mole_fraction_IC4H7_Soln#1 (),Mole_fraction_C4H8-1_Soln#1 (),Mole_fraction_C4H8-2_Soln#1 (),Mole_fraction_C4H71-3_Soln#1 (),Mole_fraction_C4H71-4_Soln#1 (),Mole_fraction_C4H6_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C5H6_Soln#1 (),Mole_fraction_NC5H12_Soln#1 (),Mole_fraction_NC5H11_Soln#1 (),Mole_fraction_NC5H10_Soln#1 (),Mole_fraction_B1M3_Soln#1 (),Mole_fraction_LC5H8_Soln#1 (),Mole_fraction_DIALLYL_Soln#1 (),Mole_fraction_CYC6H8_Soln#1 (),Mole_fraction_NC6H12_Soln#1 (),Mole_fraction_NC7H15_Soln#1 (),Mole_fraction_NC7H14_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_XYLENE_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_NPBENZ_Soln#1 (),Mole_fraction_NC10H21_Soln#1 (),Mole_fraction_NC12H25_Soln#1 (),Mole_fraction_NC16H33_Soln#1 (),Mole_fraction_NC10H19_Soln#1 (),Mole_fraction_NC12H26_Soln#1 (),Mole_fraction_NC16H34_Soln#1 (),Mole_fraction_NC10H20_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
4.0E-4,15.69638,-1.338203E7,999.3215,999.3215,0.001805082,1.0,0.9510238,5.690391E-8,6.233208E-5,1.44513E-6,5.408379E-5,2.296058E-6,2.001545E-4,6.974178E-9,2.346284E-8,1.799845E-6,9.008373E-9,1.167406E-7,1.14998E-4,5.759757E-6,1.555037E-9,5.551855E-8,8.416733E-7,4.120829E-8,3.599332E-9,3.070887E-8,3.784674E-5,3.001305E-6,1.215291E-5,7.336586E-9,2.572406E-5,8.311612E-7,4.638531E-9,2.019425E-8,2.288316E-8,3.195895E-5,2.257956E-7,1.806607E-5,4.868643E-6,1.619547E-9,3.286998E-6,1.377492E-8,4.062456E-5,0.004077302,1.164908E-6,3.734607E-8,2.043482E-8,1.571349E-9,5.92353E-8,2.090269E-8,1.061868E-8,7.601349E-9,2.484052E-8,0.01099852,0.006612166,0.02666415,9.430174,1.149996E-4,534823.0,534823.0
4.1E-4,15.69628,-1.3417E7,999.3018,999.3018,0.001805082,1.0,0.9510106,5.712922E-8,6.424982E-5,1.450222E-6,5.572906E-5,2.303321E-6,2.062712E-4,7.060491E-9,2.461122E-8,1.857191E-6,9.147971E-9,1.171344E-7,1.185263E-4,5.776367E-6,1.628866E-9,5.75092E-8,8.702208E-7,4.133647E-8,3.92086E-9,3.25378E-8,3.901187E-5,3.134958E-6,1.229862E-5,7.427545E-9,2.662748E-5,8.572392E-7,4.958438E-9,2.089941E-8,2.296531E-8,3.295773E-5,2.365675E-7,1.863111E-5,5.049446E-6,1.74434E-9,3.381704E-6,1.38116E-8,4.188739E-5,0.004077201,1.192414E-6,3.905534E-8,2.159329E-8,1.695537E-9,6.262429E-8,2.098688E-8,1.06601E-8,7.632072E-9,2.494219E-8,0.01099745,0.006611315,0.02666048,9.430046,1.150003E-4,534815.7,534815.7
4.2E-4,15.69619,-1.345011E7,999.2822,999.2822,0.001805082,1.0,0.9509974,5.734412E-8,6.61739E-5,1.455087E-6,5.737919E-5,2.310243E-6,2.124078E-4,7.14354E-9,2.578121E-8,1.914798E-6,9.287325E-9,1.175101E-7,1.220662E-4,5.792401E-6,1.704393E-9,5.950971E-8,8.989312E-7,4.145865E-8,4.261463E-9,3.442058E-8,4.018102E-5,3.270301E-6,1.243854E-5,7.515033E-9,2.753705E-5,8.834167E-7,5.290614E-9,2.160908E-8,2.30438E-8,3.396007E-5,2.475022E-7,1.919812E-5,5.230513E-6,1.87435E-9,3.476617E-6,1.38466E-8,4.315461E-5,0.0040771,1.219585E-6,4.079854E-8,2.277779E-8,1.825466E-9,6.610243E-8,2.106736E-8,1.06997E-8,7.661438E-9,2.503937E-8,0.01099638,0.006610461,0.02665679,9.429917,1.15001E-4,534808.4,534808.4
4.3E-4,15.69609,-1.348142E7,999.2624,999.2624,0.001805082,1.0,0.9509842,5.754893E-8,6.810403E-5,1.459731E-6,5.903396E-5,2.316835E-6,2.185634E-4,7.223433E-9,2.697248E-8,1.972653E-6,9.42641E-9,1.178683E-7,1.256172E-4,5.807908E-6,1.781624E-9,6.151978E-8,9.277978E-7,4.157502E-8,4.621676E-9,3.635696E-8,4.135403E-5,3.407269E-6,1.257288E-5,7.599166E-9,2.845252E-5,9.096889E-7,5.635122E-9,2.232306E-8,2.311874E-8,3.49658E-5,2.58594E-7,1.976701E-5,5.41181E-6,2.009598E-9,3.571726E-6,1.387995E-8,4.442601E-5,0.004077,1.246418E-6,4.257526E-8,2.398762E-8,1.961189E-9,6.966877E-8,2.114423E-8,1.073752E-8,7.689488E-9,2.513221E-8,0.0109953,0.006609604,0.0266531,9.429787,1.150017E-4,534801.0,534801.0
4.4E-4,15.696,-1.351097E7,999.2427,999.2427,0.001805082,1.0,0.9509709,5.774398E-8,7.003991E-5,1.464162E-6,6.06931E-5,2.323107E-6,2.247369E-4,7.300286E-9,2.818469E-8,2.030747E-6,9.5652E-9,1.182097E-7,1.291786E-4,5.822935E-6,1.860565E-9,6.353909E-8,9.56813E-7,4.168578E-8,5.00208E-9,3.834664E-8,4.253067E-5,3.545796E-6,1.270183E-5,7.680066E-9,2.937361E-5,9.360513E-7,5.992029E-9,2.304117E-8,2.319025E-8,3.597476E-5,2.69837E-7,2.033768E-5,5.5933E-6,2.150104E-9,3.667017E-6,1.391171E-8,4.570137E-5,0.0040769,1.27291E-6,4.438506E-8,2.5222E-8,2.10276E-9,7.332223E-8,2.121761E-8,1.077364E-8,7.716266E-9,2.522086E-8,0.01099422,0.006608745,0.0266494,9.429657,1.150024E-4,534793.7,534793.7
4.5E-4,15.6959,-1.353883E7,999.2228,999.2228,0.001805082,1.0,0.9509576,5.792961E-8,7.198124E-5,1.468387E-6,6.235639E-5,2.32907E-6,2.309274E-4,7.374213E-9,2.941751E-8,2.089067E-6,9.703677E-9,1.185347E-7,1.3275E-4,5.837522E-6,1.941223E-9,6.556734E-8,9.859696E-7,4.179112E-8,5.403259E-9,4.03893E-8,4.371076E-5,3.685816E-6,1.28256E-5,7.757853E-9,3.030005E-5,9.62499E-7,6.361392E-9,2.37632E-8,2.325845E-8,3.698676E-5,2.81225E-7,2.091002E-5,5.774951E-6,2.295885E-9,3.762481E-6,1.394195E-8,4.698045E-5,0.0040768,1.29906E-6,4.622748E-8,2.648012E-8,2.250225E-9,7.706171E-8,2.128763E-8,1.08081E-8,7.741818E-9,2.530545E-8,0.01099314,0.006607884,0.02664568,9.429527,1.150031E-4,534786.3,534786.3
4.6E-4,15.69581,-1.356506E7,999.203,999.203,0.001805082,1.0,0.9509443,5.810615E-8,7.392773E-5,1.472412E-6,6.402359E-5,2.334735E-6,2.37134E-4,7.445319E-9,3.067062E-8,2.147605E-6,9.841824E-9,1.18844E-7,1.363307E-4,5.851699E-6,2.023603E-9,6.760428E-8,1.015261E-6,4.189123E-8,5.825773E-9,4.248457E-8,4.489411E-5,3.827266E-6,1.294437E-5,7.832641E-9,3.12316E-5,9.890279E-7,6.743261E-9,2.448896E-8,2.332345E-8,3.800166E-5,2.927525E-7,2.148393E-5,5.956735E-6,2.446954E-9,3.858105E-6,1.397071E-8,4.826305E-5,0.0040767,1.324865E-6,4.810205E-8,2.776125E-8,2.403626E-9,8.088608E-8,2.135441E-8,1.084097E-8,7.766184E-9,2.538613E-8,0.01099205,0.00660702,0.02664196,9.429396,1.150038E-4,534778.9,534778.9
4.7E-4,15.69571,-1.358971E7,999.1831,999.1831,0.001805082,1.0,0.9509309,5.82739E-8,7.587914E-5,1.476244E-6,6.569448E-5,2.340112E-6,2.433557E-4,7.513708E-9,3.194372E-8,2.206349E-6,9.979626E-9,1.191381E-7,1.399203E-4,5.865495E-6,2.107709E-9,6.964963E-8,1.04468E-6,4.198629E-8,6.270179E-9,4.46321E-8,4.608054E-5,3.970088E-6,1.305833E-5,7.904537E-9,3.216802E-5,1.015634E-6,7.137682E-9,2.521828E-8,2.338537E-8,3.901929E-5,3.044141E-7,2.205934E-5,6.138625E-6,2.603322E-9,3.95388E-6,1.399804E-8,4.954898E-5,0.004076601,1.350325E-6,5.000832E-8,2.906462E-8,2.562996E-9,8.479419E-8,2.141804E-8,1.08723E-8,7.789406E-9,2.546302E-8,0.01099097,0.006606155,0.02663823,9.429266,1.150045E-4,534771.5,534771.5
4.8E-4,15.69562,-1.361283E7,999.1632,999.1632,0.001805082,1.0,0.9509175,5.843317E-8,7.78352E-5,1.47989E-6,6.736887E-5,2.34521E-6,2.495918E-4,7.579474E-9,3.323651E-8,2.265291E-6,1.011707E-8,1.194175E-7,1.435183E-4,5.878929E-6,2.193546E-9,7.170318E-8,1.074222E-6,4.207646E-8,6.737008E-9,4.68315E-8,4.72699E-5,4.114227E-6,1.316765E-5,7.973643E-9,3.310909E-5,1.042312E-6,7.544689E-9,2.595098E-8,2.34443E-8,4.003953E-5,3.162045E-7,2.263615E-5,6.3206E-6,2.764996E-9,4.049796E-6,1.402399E-8,5.083805E-5,0.004076502,1.375438E-6,5.194582E-8,3.038954E-8,2.728363E-9,8.878492E-8,2.147863E-8,1.090214E-8,7.811522E-9,2.553627E-8,0.01098988,0.006605287,0.02663449,9.429135,1.150052E-4,534764.0,534764.0
4.9E-4,15.69553,-1.363449E7,999.1432,999.1432,0.001805082,1.0,0.9509041,5.858423E-8,7.979569E-5,1.483355E-6,6.904657E-5,2.350039E-6,2.558416E-4,7.642708E-9,3.454873E-8,2.324422E-6,1.025414E-8,1.196827E-7,1.471243E-4,5.892021E-6,2.281117E-9,7.37647E-8,1.103879E-6,4.216192E-8,7.226781E-9,4.908235E-8,4.846204E-5,4.259631E-6,1.327249E-5,8.040055E-9,3.405461E-5,1.069061E-6,7.964311E-9,2.668691E-8,2.350035E-8,4.106223E-5,3.281189E-7,2.321428E-5,6.50264E-6,2.931982E-9,4.145844E-6,1.40486E-8,5.213009E-5,0.004076403,1.400206E-6,5.391409E-8,3.17353E-8,2.899745E-9,9.285709E-8,2.15363E-8,1.093054E-8,7.832569E-9,2.560599E-8,0.01098878,0.006604417,0.02663074,9.429003,1.150059E-4,534756.6,534756.6
5.0E-4,15.69543,-1.365472E7,999.1232,999.1232,0.001805082,1.0,0.9508906,5.872737E-8,8.176037E-5,1.486646E-6,7.072739E-5,2.354608E-6,2.621041E-4,7.703502E-9,3.588009E-8,2.383733E-6,1.039083E-8,1.199341E-7,1.507378E-4,5.904789E-6,2.370424E-9,7.5834E-8,1.133647E-6,4.224282E-8,7.74002E-9,5.138424E-8,4.965679E-5,4.406249E-6,1.337301E-5,8.103869E-9,3.500436E-5,1.095875E-6,8.396576E-9,2.742591E-8,2.355361E-8,4.208727E-5,3.401524E-7,2.379366E-5,6.684722E-6,3.104284E-9,4.242014E-6,1.407193E-8,5.342494E-5,0.004076304,1.424626E-6,5.591265E-8,3.310121E-8,3.07716E-9,9.700954E-8,2.159113E-8,1.095756E-8,7.852585E-9,2.56723E-8,0.01098769,0.006603546,0.02662699,9.428871,1.150065E-4,534749.1,534749.1
5.1E-4,15.69534,-1.367358E7,999.1032,999.1032,0.001805082,1.0,0.9508771,5.886288E-8,8.372901E-5,1.489768E-6,7.241113E-5,2.358926E-6,2.683788E-4,7.761944E-9,3.723034E-8,2.443216E-6,1.052712E-8,1.201724E-7,1.543585E-4,5.917254E-6,2.461472E-9,7.791084E-8,1.163519E-6,4.231933E-8,8.27725E-9,5.373676E-8,5.0854E-5,4.554028E-6,1.346936E-5,8.16518E-9,3.595816E-5,1.122751E-6,8.841508E-9,2.816782E-8,2.360419E-8,4.311451E-5,3.523001E-7,2.43742E-5,6.866828E-6,3.281906E-9,4.338299E-6,1.409402E-8,5.472241E-5,0.004076206,1.4487E-6,5.794103E-8,3.448659E-8,3.260625E-9,1.012411E-7,2.164323E-8,1.098323E-8,7.871605E-9,2.573532E-8,0.01098659,0.006602672,0.02662323,9.428739,1.150072E-4,534741.6,534741.6
5.2E-4,15.69524,-1.369112E7,999.0832,999.0832,0.001805082,1.0,0.9508636,5.899104E-8,8.570139E-5,1.492728E-6,7.409763E-5,2.363003E-6,2.746648E-4,7.818123E-9,3.859919E-8,2.502862E-6,1.0663E-8,1.203978E-7,1.579859E-4,5.929433E-6,2.554261E-9,7.999503E-8,1.19349E-6,4.239161E-8,8.838999E-9,5.613945E-8,5.205354E-5,4.70292E-6,1.356171E-5,8.224082E-9,3.691578E-5,1.149686E-6,9.299132E-9,2.891248E-8,2.365218E-8,4.414384E-5,3.645573E-7,2.495584E-5,7.048937E-6,3.46485E-9,4.434688E-6,1.411491E-8,5.602234E-5,0.004076108,1.472428E-6,5.999876E-8,3.589074E-8,3.450153E-9,1.055505E-7,2.16927E-8,1.100762E-8,7.889667E-9,2.579518E-8,0.01098549,0.006601798,0.02661946,9.428607,1.150079E-4,534734.1,534734.1
5.3E-4,15.69515,-1.370739E7,999.0631,999.0631,0.001805082,1.0,0.9508501,5.911212E-8,8.767729E-5,1.495531E-6,7.57867E-5,2.366846E-6,2.809614E-4,7.872123E-9,3.998638E-8,2.562664E-6,1.079847E-8,1.206111E-7,1.616195E-4,5.94134E-6,2.648794E-9,8.208636E-8,1.223554E-6,4.245981E-8,9.425779E-9,5.859186E-8,5.325525E-5,4.852875E-6,1.365021E-5,8.280666E-9,3.787705E-5,1.176676E-6,9.769463E-9,2.965975E-8,2.369768E-8,4.517512E-5,3.769193E-7,2.553849E-5,7.231032E-6,3.653115E-9,4.531175E-6,1.413464E-8,5.732459E-5,0.00407601,1.49581E-6,6.208534E-8,3.7313E-8,3.645748E-9,1.099366E-7,2.173963E-8,1.103076E-8,7.906805E-9,2.585199E-8,0.01098439,0.006600921,0.02661568,9.428475,1.150086E-4,534726.6,534726.6
5.4E-4,15.69505,-1.372244E7,999.043,999.043,0.001805082,1.0,0.9508365,5.922636E-8,8.965652E-5,1.498184E-6,7.747818E-5,2.370466E-6,2.87268E-4,7.924024E-9,4.139168E-8,2.622612E-6,1.093351E-8,1.208125E-7,1.652591E-4,5.952989E-6,2.745072E-9,8.418467E-8,1.253707E-6,4.252408E-8,1.00381E-8,6.109352E-8,5.4459E-5,5.003849E-6,1.373499E-5,8.335015E-9,3.884179E-5,1.203719E-6,1.025252E-8,3.040948E-8,2.374078E-8,4.620824E-5,3.893818E-7,2.61221E-5,7.413096E-6,3.846701E-9,4.62775E-6,1.415327E-8,5.862898E-5,0.004075913,1.518846E-6,6.420031E-8,3.875272E-8,3.847413E-9,1.143982E-7,2.178412E-8,1.10527E-8,7.923052E-9,2.590586E-8,0.01098328,0.006600044,0.02661191,9.428342,1.150093E-4,534719.1,534719.1
5.5E-4,15.69496,-1.373631E7,999.0229,999.0229,0.001805082,1.0,0.9508229,5.933402E-8,9.163887E-5,1.500691E-6,7.917191E-5,2.37387E-6,2.935839E-4,7.973904E-9,4.281483E-8,2.682701E-6,1.106813E-8,1.210025E-7,1.689042E-4,5.964389E-6,2.843097E-9,8.628977E-8,1.283943E-6,4.258457E-8,1.067646E-8,6.364394E-8,5.566467E-5,5.155797E-6,1.38162E-5,8.387212E-9,3.980982E-5,1.230811E-6,1.07483E-8,3.116154E-8,2.378155E-8,4.72431E-5,4.019404E-7,2.670658E-5,7.595115E-6,4.045604E-9,4.724407E-6,1.417082E-8,5.99354E-5,0.004075816,1.541539E-6,6.634316E-8,4.020928E-8,4.055144E-9,1.18934E-7,2.182625E-8,1.107349E-8,7.938441E-9,2.595689E-8,0.01098218,0.006599165,0.02660812,9.42821,1.1501E-4,534711.6,534711.6
5.6E-4,15.69486,-1.374906E7,999.0028,999.0028,0.001805082,1.0,0.9508094,5.943536E-8,9.362415E-5,1.503058E-6,8.086773E-5,2.377067E-6,2.999086E-4,8.021843E-9,4.425559E-8,2.742923E-6,1.120231E-8,1.211815E-7,1.725545E-4,5.975555E-6,2.94287E-9,8.840148E-8,1.314257E-6,4.264142E-8,1.134136E-8,6.624265E-8,5.687213E-5,5.308675E-6,1.389397E-5,8.437342E-9,4.078096E-5,1.257949E-6,1.125682E-8,3.191578E-8,2.382011E-8,4.827958E-5,4.145909E-7,2.729189E-5,7.777072E-6,4.24982E-9,4.821137E-6,1.418735E-8,6.124368E-5,0.004075719,1.563888E-6,6.851341E-8,4.168203E-8,4.268939E-9,1.235428E-7,2.186612E-8,1.109317E-8,7.953006E-9,2.60052E-8,0.01098107,0.006598284,0.02660433,9.428077,1.150107E-4,534704.0,534704.0
5.7E-4,15.69477,-1.376072E7,998.9826,998.9826,0.001805082,1.0,0.9507957,5.953062E-8,9.561216E-5,1.50529E-6,8.256549E-5,2.380063E-6,3.062413E-4,8.067913E-9,4.571373E-8,2.803269E-6,1.133605E-8,1.2135E-7,1.762096E-4,5.986498E-6,3.04439E-9,9.051964E-8,1.344645E-6,4.269477E-8,1.203331E-8,6.888914E-8,5.808124E-5,5.46244E-6,1.396845E-5,8.485484E-9,4.175505E-5,1.28513E-6,1.177808E-8,3.267209E-8,2.385652E-8,4.931758E-5,4.273291E-7,2.787794E-5,7.958953E-6,4.459346E-9,4.917935E-6,1.420288E-8,6.255368E-5,0.004075623,1.585896E-6,7.071058E-8,4.317036E-8,4.48879E-9,1.282233E-7,2.190381E-8,1.111178E-8,7.966777E-9,2.605089E-8,0.01097996,0.006597403,0.02660054,9.427943,1.150114E-4,534696.5,534696.5
5.8E-4,15.69467,-1.377134E7,998.9625,998.9625,0.001805082,1.0,0.9507821,5.962003E-8,9.760275E-5,1.507393E-6,8.426505E-5,2.382868E-6,3.125815E-4,8.112186E-9,4.718902E-8,2.863735E-6,1.146934E-8,1.215083E-7,1.798693E-4,5.997227E-6,3.147658E-9,9.264409E-8,1.375101E-6,4.274475E-8,1.275279E-8,7.15829E-8,5.929191E-5,5.617054E-6,1.403974E-5,8.531712E-9,4.273193E-5,1.312352E-6,1.231208E-8,3.343032E-8,2.389087E-8,5.0357E-5,4.401513E-7,2.846469E-5,8.140744E-6,4.674173E-9,5.014791E-6,1.421746E-8,6.38653E-5,0.004075527,1.607564E-6,7.293419E-8,4.467369E-8,4.714682E-9,1.329743E-7,2.19394E-8,1.112936E-8,7.979785E-9,2.609406E-8,0.01097886,0.00659652,0.02659674,9.42781,1.150121E-4,534688.9,534688.9
5.9E-4,15.69458,-1.378096E7,998.9423,998.9423,0.001805082,1.0,0.9507685,5.970381E-8,9.959573E-5,1.509371E-6,8.596628E-5,2.385488E-6,3.189287E-4,8.154727E-9,4.868124E-8,2.924313E-6,1.160219E-8,1.216569E-7,1.835331E-4,6.007748E-6,3.252673E-9,9.477469E-8,1.405623E-6,4.279149E-8,1.350025E-8,7.432342E-8,6.050401E-5,5.77248E-6,1.410798E-5,8.576096E-9,4.371147E-5,1.339611E-6,1.285882E-8,3.419037E-8,2.392323E-8,5.139774E-5,4.530536E-7,2.905208E-5,8.322435E-6,4.894294E-9,5.111702E-6,1.423112E-8,6.517839E-5,0.004075431,1.628894E-6,7.518375E-8,4.619145E-8,4.946598E-9,1.377946E-7,2.197296E-8,1.114596E-8,7.992057E-9,2.61348E-8,0.01097774,0.006595637,0.02659294,9.427677,1.150128E-4,534681.4,534681.4
6.0E-4,15.69448,-1.378962E7,998.9221,998.9221,0.001805082,1.0,0.9507548,5.978217E-8,1.01591E-4,1.511229E-6,8.766905E-5,2.38793E-6,3.252824E-4,8.195602E-9,5.019019E-8,2.984998E-6,1.173458E-8,1.217961E-7,1.872009E-4,6.01807E-6,3.359435E-9,9.691129E-8,1.436205E-6,4.283511E-8,1.427619E-8,7.711017E-8,6.171744E-5,5.92868E-6,1.417327E-5,8.618707E-9,4.469351E-5,1.366906E-6,1.34183E-8,3.495213E-8,2.395369E-8,5.243972E-5,4.660324E-7,2.964006E-5,8.504013E-6,5.119699E-9,5.20866E-6,1.42439E-8,6.649285E-5,0.004075336,1.649888E-6,7.745877E-8,4.772309E-8,5.184515E-9,1.42683E-7,2.200459E-8,1.11616E-8,8.003622E-9,2.61732E-8,0.01097663,0.006594753,0.02658914,9.427543,1.150135E-4,534673.8,534673.8
6.1E-4,15.69439,-1.379735E7,998.9019,998.9019,0.001805082,1.0,0.9507412,5.985532E-8,1.035883E-4,1.512971E-6,8.937322E-5,2.390202E-6,3.316419E-4,8.234876E-9,5.171564E-8,3.045782E-6,1.186653E-8,1.219263E-7,1.908722E-4,6.028203E-6,3.467942E-9,9.905375E-8,1.466843E-6,4.287573E-8,1.508106E-8,7.994264E-8,6.29321E-5,6.085619E-6,1.423574E-5,8.659614E-9,4.567792E-5,1.394235E-6,1.39905E-8,3.571547E-8,2.398231E-8,5.348284E-5,4.790843E-7,3.022857E-5,8.685467E-6,5.350379E-9,5.305659E-6,1.425583E-8,6.780856E-5,0.004075241,1.670548E-6,7.97588E-8,4.926804E-8,5.428413E-9,1.476382E-7,2.203435E-8,1.117632E-8,8.014507E-9,2.620936E-8,0.01097552,0.006593868,0.02658533,9.42741,1.150142E-4,534666.2,534666.2
