Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_H_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_CH3_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H5_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H3_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C3H8_Soln#1 (),Mole_fraction_IC3H7_Soln#1 (),Mole_fraction_NC3H7_Soln#1 (),Mole_fraction_C3H6_Soln#1 (),Mole_fraction_C3H5-A_Soln#1 (),Mole_fraction_C3H4-P_Soln#1 (),Mole_fraction_C3H4-A_Soln#1 (),Mole_fraction_NC4H10_Soln#1 (),Mole_fraction_PC4H9_Soln#1 (),Mole_fraction_IC4H8_Soln#1 (),Mole_fraction_IC4H7_Soln#1 (),Mole_fraction_C4H8-1_Soln#1 (),Mole_fraction_C4H8-2_Soln#1 (),Mole_fraction_C4H71-3_Soln#1 (),Mole_fraction_C4H71-4_Soln#1 (),Mole_fraction_C4H6_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C5H6_Soln#1 (),Mole_fraction_NC5H12_Soln#1 (),Mole_fraction_NC5H11_Soln#1 (),Mole_fraction_NC5H10_Soln#1 (),Mole_fraction_B1M3_Soln#1 (),Mole_fraction_LC5H8_Soln#1 (),Mole_fraction_DIALLYL_Soln#1 (),Mole_fraction_CYC6H8_Soln#1 (),Mole_fraction_NC6H12_Soln#1 (),Mole_fraction_NC7H15_Soln#1 (),Mole_fraction_NC7H14_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_XYLENE_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_NPBENZ_Soln#1 (),Mole_fraction_NC10H21_Soln#1 (),Mole_fraction_NC12H25_Soln#1 (),Mole_fraction_NC16H33_Soln#1 (),Mole_fraction_NC10H19_Soln#1 (),Mole_fraction_NC12H26_Soln#1 (),Mole_fraction_NC16H34_Soln#1 (),Mole_fraction_NC10H20_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
0.0,15.7,-2316760.0,1000.0,1000.0,0.001805082,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,1.149734E-4,535064.1,535064.1
3.346865E-7,15.69995,-3406442.0,999.9999,999.9999,0.001805082,1.0,0.9514599,2.89941E-10,4.042091E-11,2.463112E-9,6.326069E-11,6.833353E-9,6.111973E-9,2.373832E-13,4.970805E-16,1.856098E-11,1.907881E-12,3.965273E-9,7.512672E-9,8.260148E-9,7.054635E-16,2.165302E-14,7.169419E-12,3.84292E-9,2.867303E-21,3.915693E-20,3.426158E-9,1.383034E-12,8.257533E-9,3.372439E-13,2.223289E-11,1.998318E-12,2.639389E-20,6.690045E-16,2.442205E-9,2.084465E-9,1.121855E-16,1.874408E-11,4.704709E-15,1.533254E-21,7.365638E-10,4.334561E-9,8.256428E-10,0.004081009,3.70556E-12,1.914739E-14,1.226889E-15,7.620054E-20,2.734171E-15,4.329364E-10,5.074911E-10,1.007095E-10,7.002834E-11,0.01103334,0.006639945,0.02678576,9.434425,1.149734E-4,535064.1,535064.1
1.68238E-6,15.69995,-3939371.0,999.9991,999.9991,0.001805082,1.0,0.9514596,1.468038E-9,2.577053E-9,2.809077E-8,3.261333E-9,6.136116E-8,7.644579E-8,5.35228E-12,3.393492E-14,4.937601E-10,4.90607E-11,1.562891E-8,5.803885E-8,4.218945E-8,1.801367E-14,5.60986E-13,1.287741E-10,8.889634E-9,1.656696E-18,1.156988E-16,2.542542E-8,3.483827E-11,4.212633E-8,7.196624E-12,1.073389E-9,5.57101E-11,1.436485E-17,1.517677E-13,3.090183E-9,1.538899E-8,3.531813E-14,9.84236E-10,6.113036E-13,3.317452E-19,5.032139E-9,4.698965E-9,7.594518E-9,0.004081007,1.012766E-10,9.871709E-13,7.859256E-14,1.091938E-17,7.291698E-14,8.853338E-10,7.271168E-10,2.53569E-10,5.6179E-10,0.01103333,0.006639933,0.02678568,9.434423,1.149735E-4,535063.9,535063.9
7.58934E-6,15.69991,-4989655.0,999.9952,999.9952,0.001805082,1.0,0.9514581,6.757303E-9,8.086776E-8,1.70278E-7,8.064514E-8,2.993966E-7,6.329114E-7,7.17125E-11,1.972057E-12,4.924956E-9,4.106786E-10,2.777663E-8,3.857304E-7,2.050731E-7,3.86969E-13,1.293837E-11,9.957533E-10,1.208206E-8,4.955544E-16,6.947418E-14,1.537884E-7,7.303535E-10,2.040478E-7,8.451508E-11,2.62781E-8,1.180671E-9,5.635486E-15,7.055871E-12,4.94919E-9,1.00701E-7,5.081071E-12,2.436426E-8,6.283395E-11,4.927646E-17,2.609258E-8,5.55827E-9,7.906738E-8,0.004080998,2.166925E-9,2.445338E-11,2.51821E-12,1.096976E-15,8.661286E-13,2.778597E-9,1.653307E-9,9.416926E-10,2.834841E-9,0.01103324,0.006639856,0.02678523,9.434408,1.149737E-4,535063.1,535063.1
1.0E-5,15.69989,-5369435.0,999.9934,999.9934,0.001805082,1.0,0.9514573,8.753283E-9,1.442847E-7,2.246988E-7,1.400969E-7,3.882585E-7,9.472134E-7,1.086749E-10,4.02265E-12,7.337259E-9,5.70515E-10,3.131743E-8,5.668945E-7,2.777011E-7,6.866728E-13,2.35568E-11,1.501508E-9,1.323955E-8,1.472421E-15,2.106887E-13,2.204275E-7,1.291429E-9,2.761034E-7,1.248639E-10,4.594739E-8,2.038594E-9,1.668611E-14,1.360487E-11,5.653711E-9,1.476794E-7,1.209634E-11,4.255648E-8,1.501186E-10,1.348485E-16,3.567131E-8,5.883638E-9,1.270594E-7,0.004080992,3.742214E-9,4.254204E-11,4.538055E-12,2.611873E-15,1.511745E-12,3.494225E-9,2.003978E-9,1.202201E-9,3.695479E-9,0.01103318,0.006639812,0.026785,9.4344,1.149738E-4,535062.7,535062.7
2.0E-5,15.69982,-6746479.0,999.9845,999.9845,0.001805082,1.0,0.951453,1.606364E-8,5.802795E-7,4.237683E-7,5.383161E-7,7.114954E-7,2.723105E-6,2.875107E-10,2.281791E-11,2.079664E-8,1.241503E-9,4.428058E-8,1.579698E-6,6.094004E-7,2.985509E-12,1.117645E-10,4.825886E-9,1.748272E-8,2.500942E-14,3.141644E-12,5.756351E-7,5.553883E-9,6.061678E-7,3.15156E-10,1.801477E-7,7.783725E-9,2.43257E-13,7.053675E-11,8.237875E-9,4.10185E-7,1.027748E-10,1.65541E-7,1.401334E-9,2.365565E-15,8.080753E-8,7.076407E-9,4.294835E-7,0.004080957,1.425421E-8,1.651022E-10,1.919656E-11,2.577664E-14,9.567471E-12,6.116588E-9,3.290662E-9,2.158063E-9,6.853368E-9,0.01103288,0.006639567,0.02678378,9.434358,1.149744E-4,535060.3,535060.3
3.0E-5,15.69975,-7845513.0,999.9738,999.9738,0.001805082,1.0,0.9514474,2.201318E-8,1.255278E-6,5.85101E-7,1.144929E-6,9.715143E-7,5.153119E-6,4.937522E-10,6.1548E-11,3.949802E-8,1.875402E-9,5.48443E-8,2.956677E-6,9.759799E-7,7.213804E-12,2.876562E-10,1.041074E-8,2.094084E-8,1.377503E-13,1.427453E-11,1.041167E-6,1.329515E-8,9.762544E-7,5.3198E-10,3.894086E-7,1.655783E-8,1.115318E-12,1.82281E-10,1.034631E-8,7.682528E-7,3.496294E-10,3.544848E-7,5.32242E-9,1.66906E-14,1.334357E-7,8.048655E-9,8.752715E-7,0.004080908,3.019777E-8,3.565521E-10,4.427672E-11,1.106996E-13,3.542145E-11,8.252729E-9,4.341102E-9,2.938427E-9,9.431485E-9,0.01103246,0.006639231,0.0267822,9.434303,1.149749E-4,535057.1,535057.1
4.0E-5,15.69967,-8716521.0,999.9616,999.9616,0.001805082,1.0,0.9514406,2.684295E-8,2.12347E-6,7.152192E-7,1.918945E-6,1.179898E-6,8.114808E-6,7.190966E-10,1.241416E-10,6.288408E-8,2.442096E-9,6.343212E-8,4.632217E-6,1.360528E-6,1.361836E-11,5.685728E-10,1.834867E-8,2.3752E-8,4.657744E-13,4.020364E-11,1.597899E-6,2.490044E-8,1.374734E-6,7.676272E-10,6.624642E-7,2.779349E-8,3.197185E-12,3.512496E-10,1.206252E-8,1.2064E-6,8.191106E-10,5.971701E-7,1.378585E-8,7.289159E-14,1.921621E-7,8.839203E-9,1.437776E-6,0.004080848,5.044471E-8,6.092334E-10,8.078821E-11,3.301312E-13,9.259956E-11,9.988552E-9,5.196693E-9,3.574043E-9,1.153141E-8,0.01103195,0.006638822,0.02678031,9.434237,1.149755E-4,535053.4,535053.4
5.0E-5,15.69958,-9402973.0,999.9483,999.9483,0.001805082,1.0,0.9514329,3.076E-8,3.147196E-6,8.198397E-7,2.826983E-6,1.346447E-6,1.150784E-5,9.574682E-10,2.139611E-10,9.033804E-8,2.935725E-9,7.040742E-8,6.55224E-6,1.748888E-6,2.236995E-11,9.657116E-10,2.851746E-8,2.6035E-8,1.195094E-12,8.74015E-11,2.23005E-6,4.065071E-8,1.792182E-6,1.016137E-9,9.899661E-7,4.102594E-8,7.102331E-12,5.747575E-10,1.345837E-8,1.71175E-6,1.563558E-9,8.835637E-7,2.872157E-8,2.332491E-13,2.55843E-7,9.481438E-9,2.095132E-6,0.004080779,7.40673E-8,9.176986E-10,1.303191E-10,7.901613E-13,1.942422E-10,1.139788E-8,5.893077E-9,4.091386E-9,1.324061E-8,0.01103137,0.006638354,0.02677818,9.434162,1.149761E-4,535049.2,535049.2
6.0E-5,15.6995,-9942128.0,999.9341,999.9341,0.001805082,1.0,0.9514245,3.394007E-8,4.295854E-6,9.038618E-7,3.842089E-6,1.479408E-6,1.525076E-5,1.203944E-9,3.337614E-10,1.212579E-7,3.360987E-9,7.607847E-8,8.672543E-6,2.129776E-6,3.356724E-11,1.48454E-9,4.069295E-8,2.789079E-8,2.566763E-12,1.61611E-10,2.924656E-6,6.074043E-8,2.221051E-6,1.27271E-9,1.364216E-6,5.58781E-8,1.344958E-11,8.476536E-10,1.459493E-8,2.273586E-6,2.621276E-9,1.205502E-6,5.189738E-8,6.017002E-13,3.235484E-7,1.000372E-8,2.829564E-6,0.004080702,1.00311E-7,1.277901E-9,1.948441E-10,1.626881E-12,3.518546E-10,1.254339E-8,6.460557E-9,4.512967E-9,1.463345E-8,0.01103072,0.006637837,0.02677586,9.434081,1.149768E-4,535044.6,535044.6
7.0E-5,15.69941,-1.03654E7,999.9193,999.9193,0.001805082,1.0,0.9514155,3.653046E-8,5.544836E-6,9.714151E-7,4.9427E-6,1.585654E-6,1.927797E-5,1.454593E-9,4.856921E-10,1.550958E-7,3.726596E-9,8.070378E-8,1.095728E-5,2.494703E-6,4.724671E-11,2.125702E-9,5.461715E-8,2.940413E-8,4.869407E-12,2.676341E-10,3.671129E-6,8.529354E-8,2.655373E-6,1.533522E-9,1.778919E-6,7.204672E-8,2.284145E-11,1.163923E-9,1.552349E-8,2.88301E-6,4.018238E-9,1.556402E-6,8.47597E-8,1.327019E-12,3.945286E-7,1.042985E-8,3.626745E-6,0.00408062,1.285682E-7,1.686721E-9,2.765575E-10,3.000783E-12,5.748956E-10,1.347766E-8,6.924577E-9,4.857689E-9,1.577238E-8,0.01103003,0.00663728,0.02677337,9.433994,1.149774E-4,535039.6,535039.6
8.0E-5,15.69932,-1.06988E7,999.9038,999.9038,0.001805082,1.0,0.9514061,3.865306E-8,6.874564E-6,1.025929E-6,6.111736E-6,1.670843E-6,2.353717E-5,1.706345E-9,6.71339E-10,1.913756E-7,4.042238E-9,8.449753E-8,1.33776E-5,2.837739E-6,6.339511E-11,2.886096E-9,7.003582E-8,3.064523E-8,8.431519E-12,4.093399E-10,4.46087E-6,1.143771E-7,3.090496E-6,1.795575E-9,2.228958E-6,8.929025E-8,3.585483E-11,1.517585E-9,1.628656E-8,3.532663E-6,5.770364E-9,1.931001E-6,1.283486E-7,2.600122E-12,4.681845E-7,1.077955E-8,4.475237E-6,0.004080533,1.583547E-7,2.1417E-9,3.77742E-10,5.09086E-12,8.708221E-10,1.424419E-8,7.306237E-9,5.141226E-9,1.670918E-8,0.01102929,0.006636691,0.02677076,9.433902,1.149781E-4,535034.4,535034.4
9.0E-5,15.69923,-1.09635E7,999.888,999.888,0.001805082,1.0,0.9513963,4.040739E-8,8.269602E-6,1.07021E-6,7.335782E-6,1.73958E-6,2.798696E-5,1.956847E-9,8.917882E-10,2.296966E-7,4.317036E-9,8.763491E-8,1.591047E-5,3.155184E-6,8.196256E-11,3.759957E-9,8.671943E-8,3.167156E-8,1.361424E-11,5.897692E-10,5.286938E-6,1.480133E-7,3.522843E-6,2.056552E-9,2.710193E-6,1.074178E-7,5.303727E-11,1.903198E-9,1.691894E-8,4.216481E-6,7.885871E-9,2.325124E-6,1.832705E-7,4.647479E-12,5.440411E-7,1.106893E-8,5.365978E-6,0.004080443,1.892874E-7,2.640871E-9,5.00664E-10,8.08909E-12,1.245332E-9,1.487855E-8,7.622813E-9,5.376413E-9,1.748624E-8,0.01102852,0.006636076,0.02676803,9.433807,1.149787E-4,535029.0,535029.0
1.0E-4,15.69914,-1.11764E7,999.8717,999.8717,0.001805082,1.0,0.9513861,4.187378E-8,9.717882E-6,1.106528E-6,8.604391E-6,1.795564E-6,3.25948E-5,2.204338E-9,1.147701E-9,2.697305E-7,4.559052E-9,9.025757E-8,1.853757E-5,3.445176E-6,1.028747E-10,4.739822E-9,1.04471E-7,3.252956E-8,2.080527E-11,8.11287E-10,6.143756E-6,1.861893E-7,3.949708E-6,2.314694E-9,3.219279E-6,1.262795E-7,7.490684E-11,2.316063E-9,1.744877E-8,4.929495E-6,1.036737E-8,2.735485E-6,2.497241E-7,7.721837E-12,6.217241E-7,1.131104E-8,6.291833E-6,0.00408035,2.210657E-7,3.182658E-9,6.474995E-10,1.219581E-11,1.702695E-9,1.540947E-8,7.888279E-9,5.573631E-9,1.813787E-8,0.01102772,0.006635438,0.02676522,9.433708,1.149794E-4,535023.4,535023.4
1.1E-4,15.69904,-1.135078E7,999.8552,999.8552,0.001805082,1.0,0.9513757,4.311621E-8,1.121005E-5,1.13669E-6,9.909491E-6,1.841732E-6,3.733528E-5,2.447529E-9,1.439392E-9,3.112127E-7,4.775168E-9,9.247865E-8,2.124441E-5,3.707292E-6,1.260432E-10,5.817319E-9,1.231274E-7,3.32563E-8,3.041405E-11,1.075736E-9,7.026867E-6,2.288654E-7,4.369084E-6,2.568686E-9,3.753519E-6,1.457586E-7,1.019533E-10,2.752257E-9,1.789853E-8,5.667646E-6,1.321359E-8,3.159504E-6,3.275587E-7,1.20924E-11,7.009406E-7,1.151629E-8,7.247221E-6,0.004080255,2.534549E-7,3.765816E-9,8.202832E-10,1.761608E-11,2.246089E-9,1.585984E-8,8.113808E-9,5.74118E-9,1.869148E-8,0.0110269,0.006634782,0.02676233,9.433607,1.149801E-4,535017.7,535017.7
1.2E-4,15.69895,-1.149686E7,999.8385,999.8385,0.001805082,1.0,0.9513651,4.418508E-8,1.273888E-5,1.162123E-6,1.124488E-5,1.880389E-6,4.218863E-5,2.685504E-9,1.766897E-9,3.539328E-7,4.971093E-9,9.438753E-8,2.401957E-5,3.942177E-6,1.513739E-10,6.983771E-9,1.425562E-7,3.388107E-8,4.286804E-11,1.384573E-9,7.93272E-6,2.759814E-7,4.779514E-6,2.817571E-9,4.31073E-6,1.657643E-7,1.346401E-10,3.208585E-9,1.828598E-8,6.427636E-6,1.642071E-8,3.595173E-6,4.163481E-7,1.803577E-11,7.81462E-7,1.169288E-8,8.227793E-6,0.004080158,2.862729E-7,4.389376E-9,1.020877E-9,2.455688E-11,2.877884E-9,1.624773E-8,8.308231E-9,5.885619E-9,1.916875E-8,0.01102606,0.00663411,0.02675938,9.433504,1.149807E-4,535011.8,535011.8
1.3E-4,15.69886,-1.162238E7,999.8216,999.8216,0.001805082,1.0,0.9513543,4.511967E-8,1.429884E-5,1.183936E-6,1.260583E-5,1.913322E-6,4.713952E-5,2.917635E-9,2.130039E-9,3.977257E-7,5.151464E-9,9.605405E-8,2.685408E-5,4.151219E-6,1.787732E-10,8.230627E-9,1.626528E-7,3.442674E-8,5.86101E-11,1.738975E-9,8.858487E-6,3.274619E-7,5.179974E-6,3.06067E-9,4.889136E-6,1.862265E-7,1.734054E-10,3.682491E-9,1.862501E-8,7.206784E-6,1.998333E-8,4.040927E-6,5.154665E-7,2.582842E-11,8.631105E-7,1.184723E-8,9.230169E-6,0.00408006,3.193781E-7,5.052602E-9,1.250954E-9,3.322516E-11,3.599866E-9,1.658722E-8,8.478455E-9,6.01208E-9,1.958663E-8,0.0110252,0.006633424,0.02675637,9.433399,1.149814E-4,535005.9,535005.9
1.4E-4,15.69877,-1.173312E7,999.8045,999.8045,0.001805082,1.0,0.9513433,4.595025E-8,1.588571E-5,1.202984E-6,1.398872E-5,1.941902E-6,5.217605E-5,3.143512E-9,2.528485E-9,4.424626E-7,5.320006E-9,9.753227E-8,2.974085E-5,4.336276E-6,2.081525E-10,9.549757E-9,1.833349E-7,3.491097E-8,7.809641E-11,2.139928E-9,9.80192E-6,3.832201E-7,5.569774E-6,3.29752E-9,5.487281E-6,2.070908E-7,2.186649E-10,4.171963E-9,1.892637E-8,8.002916E-6,2.389512E-8,4.495545E-6,6.241584E-7,3.574075E-11,9.457476E-7,1.198431E-8,1.025172E-5,0.00407996,3.526612E-7,5.754951E-9,1.511985E-9,4.38263E-11,4.413421E-9,1.688918E-8,8.629833E-9,6.12454E-9,1.995824E-8,0.01102432,0.006632726,0.02675332,9.433292,1.149821E-4,534999.8,534999.8
1.5E-4,15.69868,-1.183327E7,999.7872,999.7872,0.001805082,1.0,0.9513322,4.669995E-8,1.749626E-5,1.219917E-6,1.539081E-5,1.967171E-6,5.728899E-5,3.362891E-9,2.961784E-9,4.880433E-7,5.479679E-9,9.886365E-8,3.26743E-5,4.499461E-6,2.394307E-10,1.093362E-8,2.045387E-7,3.534729E-8,1.017951E-10,2.588283E-9,1.076122E-5,4.431613E-7,5.94848E-6,3.527824E-9,6.103954E-6,2.283151E-7,2.708124E-10,4.675422E-9,1.919831E-8,8.814263E-6,2.814931E-8,4.958077E-6,7.415994E-7,4.803285E-11,1.029265E-6,1.210792E-8,1.12904E-5,0.00407986,3.86037E-7,6.49604E-9,1.805249E-9,5.656314E-11,5.319654E-9,1.716194E-8,8.766474E-9,6.22605E-9,2.029369E-8,0.01102343,0.006632017,0.02675022,9.433184,1.149827E-4,534993.7,534993.7
1.6E-4,15.69859,-1.192585E7,999.7698,999.7698,0.001805082,1.0,0.9513209,4.738622E-8,1.912799E-5,1.235228E-6,1.681002E-5,1.989913E-6,6.247111E-5,3.575649E-9,3.429409E-9,5.343895E-7,5.632802E-9,1.000796E-7,3.564996E-5,4.642982E-6,2.725363E-10,1.237537E-8,2.26215E-7,3.574601E-8,1.301852E-10,3.084805E-9,1.173495E-5,5.071856E-7,6.315854E-6,3.751412E-9,6.738139E-6,2.498664E-7,3.302219E-10,5.191634E-9,1.944707E-8,9.639383E-6,3.273893E-8,5.427775E-6,8.669441E-7,6.295174E-11,1.113579E-6,1.222093E-8,1.234461E-5,0.004079759,4.194393E-7,7.275613E-9,2.131828E-9,7.163532E-11,6.319481E-9,1.741176E-8,8.891486E-9,6.318918E-9,2.060059E-8,0.01102253,0.006631299,0.02674708,9.433074,1.149834E-4,534987.5,534987.5
1.7E-4,15.6985,-1.201298E7,999.7523,999.7523,0.001805082,1.0,0.9513095,4.802211E-8,2.077901E-5,1.249285E-6,1.824474E-5,2.010709E-6,6.771672E-5,3.781754E-9,3.930781E-9,5.814405E-7,5.781164E-9,1.012035E-7,3.866429E-5,4.769027E-6,3.074076E-10,1.386885E-8,2.483254E-7,3.611488E-8,1.637559E-10,3.630192E-9,1.272194E-5,5.751908E-7,6.671801E-6,3.968209E-9,7.388959E-6,2.717188E-7,3.972486E-10,5.719636E-9,1.967731E-8,1.047709E-5,3.765696E-8,5.904043E-6,9.993614E-7,8.072971E-11,1.198621E-6,1.232548E-8,1.341306E-5,0.004079658,4.528156E-7,8.093509E-9,2.492623E-9,8.923868E-11,7.413683E-9,1.764336E-8,9.007195E-9,6.404874E-9,2.088465E-8,0.01102162,0.006630571,0.0267439,9.432963,1.149841E-4,534981.2,534981.2
1.8E-4,15.69841,-1.209607E7,999.7346,999.7346,0.001805082,1.0,0.951298,4.861729E-8,2.244783E-5,1.262353E-6,1.969371E-5,2.029984E-6,7.302126E-5,3.981236E-9,4.465291E-9,6.291477E-7,5.926135E-9,1.02253E-7,4.171439E-5,4.879682E-6,3.439928E-10,1.540861E-8,2.708402E-7,3.645919E-8,2.03006E-10,4.2251E-9,1.372124E-5,6.470812E-7,7.016335E-6,4.178208E-9,8.055653E-6,2.938515E-7,4.722298E-10,6.258663E-9,1.989258E-8,1.132639E-5,4.289644E-8,6.386402E-6,1.138059E-6,1.015837E-10,1.284337E-6,1.242321E-8,1.449473E-5,0.004079556,4.861242E-7,8.949639E-9,2.888362E-9,1.09565E-10,8.602937E-9,1.786023E-8,9.11538E-9,6.485237E-9,2.115025E-8,0.0110207,0.006629835,0.0267407,9.432851,1.149847E-4,534974.8,534974.8
1.887586E-4,15.69833,-1.216914E7,999.7191,999.7191,0.001805082,1.0,0.9512879,4.911898E-8,2.392317E-5,1.273143E-6,2.097375E-5,2.045865E-6,7.771279E-5,4.150576E-9,4.960181E-9,6.714411E-7,6.051154E-9,1.031213E-7,4.441334E-5,4.96549E-6,3.774108E-10,1.679145E-8,2.908733E-7,3.674362E-8,2.424487E-10,4.787322E-9,1.460598E-5,7.131708E-7,7.308798E-6,4.356589E-9,8.652088E-6,3.134534E-7,5.446906E-10,6.739349E-9,2.007184E-8,1.207914E-5,4.77441E-8,6.813575E-6,1.264117E-6,1.225347E-10,1.359931E-6,1.250515E-8,1.545232E-5,0.004079467,5.152158E-7,9.730861E-9,3.264129E-9,1.297527E-10,9.723111E-9,1.804118E-8,9.207563E-9,6.553855E-9,2.137647E-8,0.01101988,0.006629184,0.02673786,9.432752,1.149853E-4,534969.2,534969.2
1.891938E-4,15.69832,-1.21697E7,999.7183,999.7183,0.001805082,1.0,0.9512874,4.913137E-8,2.399679E-5,1.273665E-6,2.103761E-5,2.046635E-6,7.794698E-5,4.15886E-9,4.985415E-9,6.735546E-7,6.05733E-9,1.031644E-7,4.45481E-5,4.969507E-6,3.791044E-10,1.686094E-8,2.918761E-7,3.675815E-8,2.445385E-10,4.816269E-9,1.465016E-5,7.165286E-7,7.323106E-6,4.365318E-9,8.682021E-6,3.144325E-7,5.484604E-10,6.763437E-9,2.007854E-8,1.211675E-5,4.799119E-8,6.834911E-6,1.270484E-6,1.236436E-10,1.3637E-6,1.250769E-8,1.550014E-5,0.004079463,5.166588E-7,9.770443E-9,3.283517E-9,1.308163E-10,9.780692E-9,1.804803E-8,9.208126E-9,6.554093E-9,2.137798E-8,0.01101984,0.006629152,0.02673772,9.432747,1.149853E-4,534968.9,534968.9
1.896028E-4,15.69832,-1.217196E7,999.7175,999.7175,0.001805082,1.0,0.9512869,4.915498E-8,2.406601E-5,1.274151E-6,2.109764E-5,2.047349E-6,7.816712E-5,4.166632E-9,5.009185E-9,6.755417E-7,6.063126E-9,1.032009E-7,4.467477E-5,4.973258E-6,3.806988E-10,1.692631E-8,2.928191E-7,3.676931E-8,2.465144E-10,4.843562E-9,1.46917E-5,7.196882E-7,7.336529E-6,4.373509E-9,8.710173E-6,3.15353E-7,5.520183E-10,6.78609E-9,2.008587E-8,1.215211E-5,4.822394E-8,6.854968E-6,1.276475E-6,1.246919E-10,1.367242E-6,1.251105E-8,1.55451E-5,0.004079458,5.180146E-7,9.807708E-9,3.3018E-9,1.318212E-10,9.834975E-9,1.80559E-8,9.212505E-9,6.557391E-9,2.138869E-8,0.0110198,0.006629121,0.02673759,9.432743,1.149854E-4,534968.7,534968.7
1.9E-4,15.69832,-1.217551E7,999.7168,999.7168,0.001805082,1.0,0.9512864,4.917863E-8,2.413327E-5,1.274622E-6,2.115597E-5,2.048042E-6,7.838103E-5,4.174171E-9,5.032328E-9,6.774727E-7,6.068752E-9,1.032386E-7,4.479786E-5,4.976882E-6,3.822502E-10,1.698986E-8,2.937356E-7,3.678201E-8,2.484452E-10,4.87016E-9,1.473206E-5,7.227634E-7,7.349547E-6,4.381452E-9,8.737543E-6,3.162475E-7,5.55489E-10,6.808108E-9,2.00949E-8,1.218647E-5,4.845053E-8,6.874459E-6,1.282303E-6,1.257161E-10,1.370683E-6,1.251506E-8,1.558878E-5,0.004079454,5.193312E-7,9.843969E-9,3.319622E-9,1.328028E-10,9.887866E-9,1.806465E-8,9.217226E-9,6.560901E-9,2.140027E-8,0.01101976,0.006629091,0.02673746,9.432738,1.149854E-4,534968.4,534968.4
1.95376E-4,15.69827,-1.221796E7,999.7072,999.7072,0.001805082,1.0,0.9512801,4.946973E-8,2.504588E-5,1.280951E-6,2.194728E-5,2.057348E-6,8.128413E-5,4.275225E-9,5.350391E-9,7.036961E-7,6.144743E-9,1.037519E-7,4.64686E-5,5.024207E-6,4.034964E-10,1.785561E-8,3.061946E-7,3.69509E-8,2.756118E-10,5.237877E-9,1.527998E-5,7.649541E-7,7.524057E-6,4.487955E-9,9.110197E-6,3.283915E-7,6.037778E-10,7.107617E-9,2.020043E-8,1.265306E-5,5.156403E-8,7.139082E-6,1.361901E-6,1.401106E-10,1.41735E-6,1.256293E-8,1.618183E-5,0.004079399,5.371318E-7,1.034054E-8,3.566299E-9,1.465629E-10,1.061837E-8,1.817094E-8,9.270224E-9,6.600264E-9,2.153038E-8,0.01101926,0.006628688,0.0267357,9.432677,1.149858E-4,534964.9,534964.9
1.971027E-4,15.69825,-1.223214E7,999.7041,999.7041,0.001805082,1.0,0.9512781,4.956052E-8,2.533994E-5,1.282947E-6,2.22022E-5,2.060279E-6,8.221975E-5,4.307293E-9,5.45449E-9,7.121543E-7,6.169071E-9,1.039126E-7,4.700713E-5,5.038734E-6,4.104202E-10,1.813587E-8,3.102181E-7,3.700409E-8,2.847613E-10,5.359107E-9,1.545664E-5,7.787419E-7,7.579431E-6,4.521758E-9,9.230771E-6,3.323071E-7,6.19821E-10,7.204415E-9,2.023384E-8,1.280353E-5,5.258274E-8,7.2244E-6,1.38775E-6,1.449508E-10,1.432375E-6,1.257813E-8,1.637301E-5,0.004079382,5.428408E-7,1.050238E-8,3.64774E-9,1.511766E-10,1.085891E-8,1.820458E-8,9.286658E-9,6.612442E-9,2.157074E-8,0.0110191,0.006628559,0.02673514,9.432657,1.149859E-4,534963.8,534963.8
