Time_Soln#5 (sec),Volume_Soln#5 (cm3),Volumetric_heat_production_rate_Soln#5 (erg/cm3-sec),Surface_temperature_Soln#5 (K),Temperature_Soln#5 (K),Mass_Soln#5 (g),Pressure_Soln#5 (atm),Mole_fraction_H2_Soln#5 (),Mole_fraction_H_Soln#5 (),Mole_fraction_CH4_Soln#5 (),Mole_fraction_CH3_Soln#5 (),Mole_fraction_C2H6_Soln#5 (),Mole_fraction_C2H5_Soln#5 (),Mole_fraction_C2H4_Soln#5 (),Mole_fraction_C2H2_Soln#5 (),Mole_fraction_C3H8_Soln#5 (),Mole_fraction_NC3H7_Soln#5 (),Mole_fraction_C3H6_Soln#5 (),Mole_fraction_C3H5-A_Soln#5 (),Mole_fraction_C3H4-P_Soln#5 (),Mole_fraction_C3H4-A_Soln#5 (),Mole_fraction_NC4H10_Soln#5 (),Mole_fraction_IC4H10_Soln#5 (),Mole_fraction_IC4H8_Soln#5 (),Mole_fraction_IC4H7_Soln#5 (),Mole_fraction_C4H8-1_Soln#5 (),Mole_fraction_C4H8-2_Soln#5 (),Mole_fraction_C4H71-3_Soln#5 (),Mole_fraction_C4H6_Soln#5 (),Mole_fraction_C4H4_Soln#5 (),Mole_fraction_C6H6_Soln#5 (),Mole_fraction_FULVENE_Soln#5 (),Mole_fraction_C5H6_Soln#5 (),Mole_fraction_C5H5_Soln#5 (),Mole_fraction_MCPTD_Soln#5 (),Mole_fraction_NC5H12_Soln#5 (),Mole_fraction_NC5H10_Soln#5 (),Mole_fraction_B1M2_Soln#5 (),Mole_fraction_B1M3_Soln#5 (),Mole_fraction_B2M2_Soln#5 (),Mole_fraction_CYC5H8_Soln#5 (),Mole_fraction_LC5H8_Soln#5 (),Mole_fraction_DIALLYL_Soln#5 (),Mole_fraction_CYC6H8_Soln#5 (),Mole_fraction_CYC6H10_Soln#5 (),Mole_fraction_NC6H12_Soln#5 (),Mole_fraction_NC7H14_Soln#5 (),Mole_fraction_C7H8_Soln#5 (),Mole_fraction_C7H7_Soln#5 (),Mole_fraction_C6H5C2H3_Soln#5 (),Mole_fraction_C6H5C2H5_Soln#5 (),Mole_fraction_XYLENE_Soln#5 (),Mole_fraction_INDENE_Soln#5 (),Mole_fraction_NPBENZ_Soln#5 (),Mole_fraction_NC12H26_Soln#5 (),Mole_fraction_NC16H34_Soln#5 (),Mole_fraction_NC10H20_Soln#5 (),Molecular_weight_Soln#5 (g/mole),Mass_density_Soln#5 (g/cm3),Unburned_hydrocarbons_Soln#5 (ppm),Volatile_organic_compounds_Soln#5 (ppm)
0.007,15.32319,-1.697536E7,1066.303,1066.303,0.001504235,1.0,0.8637472,1.866935E-7,0.01743024,5.236383E-6,0.006384648,3.33066E-6,0.04735696,3.986646E-4,7.658186E-4,1.23384E-7,0.02110338,3.063512E-5,7.603104E-5,1.143403E-4,2.432042E-4,2.120141E-5,4.838665E-4,2.653605E-5,0.005205977,5.828194E-4,2.147472E-5,0.008095513,5.587027E-5,2.401617E-4,1.946874E-6,2.490711E-4,1.305928E-6,1.13368E-5,1.195143E-5,0.004585343,6.40912E-6,1.19858E-4,2.726986E-6,1.875796E-6,0.001844014,1.46504E-4,2.321652E-5,8.523162E-6,4.07975E-4,0.003906576,0.003472504,5.647086E-6,1.024212E-5,5.144181E-5,5.494153E-6,1.228366E-6,5.102004E-5,0.003921879,0.001618593,0.007132546,8.589414,9.816685E-5,487140.2,487140.2
0.008,15.31614,-1.449713E7,1063.611,1063.611,0.001504235,1.0,0.8614621,1.694072E-7,0.01814793,4.816365E-6,0.006630827,3.075475E-6,0.04856101,4.164873E-4,7.863567E-4,1.112115E-7,0.02154259,2.946374E-5,8.065868E-5,1.18134E-4,2.446411E-4,2.206085E-5,5.166903E-4,2.523032E-5,0.005209775,6.015219E-4,2.052635E-5,0.008286984,5.826989E-5,2.514557E-4,2.159348E-6,2.678879E-4,1.392327E-6,1.234842E-5,1.188613E-5,0.004602902,6.588778E-6,1.205528E-4,2.892178E-6,2.035533E-6,0.001830063,1.464578E-4,2.419845E-5,9.342451E-6,4.066075E-4,0.003883359,0.003461578,5.320141E-6,1.118004E-5,5.266983E-5,5.79433E-6,1.326277E-6,5.140541E-5,0.003769115,0.001532236,0.006750316,8.571677,9.821207E-5,486134.2,486134.2
0.009,15.31035,-1.259192E7,1061.291,1061.291,0.001504235,1.0,0.8594363,1.556553E-7,0.01880017,4.476153E-6,0.006854243,2.868586E-6,0.04962538,4.325229E-4,8.051649E-4,1.014921E-7,0.02192325,2.846765E-5,8.488497E-5,1.214353E-4,2.457643E-4,2.282982E-5,5.465138E-4,2.410278E-5,0.00520663,6.178572E-4,1.972163E-5,0.008453875,6.042378E-5,2.618796E-4,2.36351E-6,2.855274E-4,1.472111E-6,1.328267E-5,1.182074E-5,0.004612859,6.739688E-6,1.210169E-4,3.041939E-6,2.186296E-6,0.001814942,1.462285E-4,2.507013E-5,1.011211E-5,4.047472E-4,0.003857271,0.003452245,5.048728E-6,1.208126E-5,5.373911E-5,6.068902E-6,1.418906E-6,5.168626E-5,0.003635333,0.001457645,0.006419264,8.556211,9.824919E-5,485257.1,485257.1
0.01,15.30555,-1.108414E7,1059.261,1059.261,0.001504235,1.0,0.8576153,1.444298E-7,0.01939972,4.19404E-6,0.007059376,2.696886E-6,0.05057971,4.4712E-4,8.225973E-4,9.353188E-8,0.02225806,2.760553E-5,8.878181E-5,1.243472E-4,2.466553E-4,2.352636E-5,5.73873E-4,2.311559E-5,0.005198554,6.323045E-4,1.902633E-5,0.00860143,6.238183E-5,2.71599E-4,2.560487E-6,3.021912E-4,1.546429E-6,1.415052E-5,1.175616E-5,0.004617252,6.868675E-6,1.213117E-4,3.179002E-6,2.329619E-6,0.001799172,1.458673E-4,2.585321E-5,1.083888E-5,4.025523E-4,0.003829427,0.003444149,4.818882E-6,1.295241E-5,5.468507E-5,6.322453E-6,1.507252E-6,5.189005E-5,0.00351641,0.001392173,0.006128041,8.542521,9.827999E-5,484480.6,484480.6
0.01054478,15.30328,-1.038862E7,1058.255,1058.255,0.001504235,1.0,0.8566951,1.391352E-7,0.01970758,4.059473E-6,0.007164632,2.614938E-6,0.0510611,4.545603E-4,8.316082E-4,8.976816E-8,0.0224245,2.718166E-5,9.078573E-5,1.25797E-4,2.470633E-4,2.388016E-5,5.878873E-4,2.262672E-5,0.005192577,6.395082E-4,1.868483E-5,0.008675057,6.33794E-5,2.766421E-4,2.665097E-6,3.109142E-4,1.584933E-6,1.459852E-5,1.172149E-5,0.004617815,6.931475E-6,1.214166E-4,3.249076E-6,2.404993E-6,0.001790429,1.45628E-4,2.624834E-5,1.121869E-5,4.012543E-4,0.003813782,0.003440165,4.707639E-6,1.341616E-5,5.515773E-5,6.452987E-6,1.553852E-6,5.197554E-5,0.003456799,0.001359656,0.005983194,8.53568,9.829458E-5,484092.7,484092.7
0.01063838,15.30291,-1.027666E7,1058.089,1058.089,0.001504235,1.0,0.8565415,1.382754E-7,0.01975927,4.037525E-6,0.007182298,2.60157E-6,0.05114135,4.558057E-4,8.331252E-4,8.915635E-8,0.02245208,2.711171E-5,9.112231E-5,1.260374E-4,2.471286E-4,2.39393E-5,5.902374E-4,2.254583E-5,0.005191456,6.407031E-4,1.862849E-5,0.008687277,6.354637E-5,2.774923E-4,2.682891E-6,3.123898E-4,1.591419E-6,1.467385E-5,1.171557E-5,0.0046178,6.941796E-6,1.214311E-4,3.260817E-6,2.417767E-6,0.00178892,1.455843E-4,2.63142E-5,1.128288E-5,4.010253E-4,0.00381107,0.003439508,4.689395E-6,1.349514E-5,5.523624E-5,6.474922E-6,1.56176E-6,5.198866E-5,0.003446886,0.001354268,0.005959182,8.534543,9.829695E-5,484028.2,484028.2
0.011,15.30154,-9862967.0,1057.463,1057.463,0.001504235,1.0,0.8559602,1.350796E-7,0.01995581,3.955704E-6,0.007249463,2.551725E-6,0.05144505,4.605312E-4,8.389052E-4,8.688082E-8,0.02255601,2.684885E-5,9.24024E-5,1.269435E-4,2.473689E-4,2.41635E-5,5.991651E-4,2.224136E-5,0.005186885,6.452086E-4,1.841684E-5,0.008733372,6.417993E-5,2.807347E-4,2.751161E-6,3.180297E-4,1.616141E-6,1.496054E-5,1.169283E-5,0.004617456,6.980472E-6,1.214788E-4,3.305395E-6,2.466656E-6,0.001783077,1.454091E-4,2.65634E-5,1.152801E-5,4.001262E-4,0.003800532,0.003437038,4.621126E-6,1.379842E-5,5.553258E-5,6.55837E-6,1.592056E-6,5.203535E-5,0.003409438,0.001333967,0.005868672,8.530255,9.830573E-5,483785.0,483785.0
0.012,15.29818,-8854531.0,1055.854,1055.854,0.001504235,1.0,0.8544416,1.271568E-7,0.02047554,3.751156E-6,0.007426988,2.427064E-6,0.05223725,4.729513E-4,8.542785E-4,8.122869E-8,0.02282382,2.617674E-5,9.578856E-5,1.292803E-4,2.479444E-4,2.475122E-5,6.227028E-4,2.145929E-5,0.00517256,6.568325E-4,1.787595E-5,0.008852505,6.584544E-5,2.893802E-4,2.936259E-6,3.331616E-4,1.681923E-6,1.571983E-5,1.163097E-5,0.004614455,7.078555E-6,1.215478E-4,3.422717E-6,2.598324E-6,0.001766865,1.448787E-4,2.721279E-5,1.218387E-5,3.975401E-4,0.003771052,0.003430728,4.448649E-6,1.462313E-5,5.630018E-5,6.779308E-6,1.673901E-6,5.213548E-5,0.003312235,0.001281652,0.005635206,8.519154,9.832734E-5,483155.4,483155.4
0.013,15.29535,-8008975.0,1054.405,1054.405,0.001504235,1.0,0.8530383,1.203538E-7,0.02096412,3.573456E-6,0.007593769,2.318705E-6,0.05296778,4.845231E-4,8.688548E-4,7.636183E-8,0.02306634,2.557429E-5,9.897139E-5,1.313982E-4,2.48409E-4,2.529679E-5,6.447187E-4,2.075427E-5,0.005156216,6.673681E-4,1.739144E-5,0.008960852,6.73983E-5,2.97604E-4,3.116344E-6,3.476762E-4,1.744289E-6,1.643386E-5,1.157067E-5,0.004608927,7.165382E-6,1.215393E-4,3.532157E-6,2.725313E-6,0.001750667,1.442935E-4,2.781025E-5,1.280982E-5,3.94842E-4,0.003741285,0.003425083,4.296677E-6,1.54294E-5,5.700112E-5,6.987243E-6,1.753222E-6,5.219965E-5,0.003223235,0.001234245,0.005423382,8.509028,9.834551E-5,482581.1,482581.1
0.014,15.29298,-7290220.0,1053.088,1053.088,0.001504235,1.0,0.851733,1.144413E-7,0.02142588,3.417349E-6,0.007751311,2.223468E-6,0.05364598,4.953649E-4,8.827466E-4,7.21207E-8,0.02328748,2.502971E-5,1.019771E-4,1.333306E-4,2.487839E-4,2.580624E-5,6.654088E-4,2.011393E-5,0.005138344,6.769733E-4,1.695363E-5,0.009060062,6.885491E-5,3.054636E-4,3.291908E-6,3.616488E-4,1.803668E-6,1.710742E-5,1.151193E-5,0.004601403,7.242917E-6,1.214695E-4,3.634721E-6,2.848209E-6,0.001734573,1.436669E-4,2.83631E-5,1.340879E-5,3.920678E-4,0.003711445,0.003419996,4.161466E-6,1.621963E-5,5.764613E-5,7.183836E-6,1.830383E-6,5.223511E-5,0.003141165,0.001190954,0.005229749,8.499725,9.836078E-5,482053.5,482053.6
0.015,15.29099,-6672253.0,1051.887,1051.887,0.001504235,1.0,0.8505123,1.092522E-7,0.02186419,3.278965E-6,0.007900787,2.139007E-6,0.05427905,5.055696E-4,8.960413E-4,6.838869E-8,0.02349028,2.453407E-5,1.048263E-4,1.35103E-4,2.49085E-4,2.628425E-5,6.849284E-4,1.952879E-5,0.005119296,6.857708E-4,1.655522E-5,0.009151407,7.022804E-5,3.130038E-4,3.463356E-6,3.751395E-4,1.860404E-6,1.774443E-5,1.145473E-5,0.004592271,7.312633E-6,1.2135E-4,3.731204E-6,2.96748E-6,0.001718641,1.430088E-4,2.887709E-5,1.39832E-5,3.892428E-4,0.003681673,0.003415384,4.040229E-6,1.699573E-5,5.824337E-5,7.370401E-6,1.905677E-6,5.224716E-5,0.003065047,0.001151174,0.005051671,8.491129,9.837357E-5,481566.0,481566.0
0.016,15.28933,-6135596.0,1050.783,1050.783,0.001504235,1.0,0.8493653,1.046579E-7,0.02228185,3.155291E-6,0.008043167,2.063498E-6,0.05487289,5.152135E-4,9.088104E-4,6.507588E-8,0.02367717,2.408021E-5,1.075365E-4,1.367367E-4,2.493245E-4,2.673467E-5,7.034074E-4,1.899113E-5,0.005099344,6.938615E-4,1.619035E-5,0.009235921,7.152814E-5,3.202619E-4,3.631039E-6,3.881989E-4,1.914786E-6,1.834826E-5,1.139903E-5,0.004581837,7.375712E-6,1.211903E-4,3.822274E-6,3.08352E-6,0.001702908,1.423268E-4,2.935693E-5,1.453512E-5,3.86386E-4,0.003652071,0.003411181,3.930762E-6,1.775929E-5,5.879948E-5,7.54804E-6,1.979344E-6,5.223998E-5,0.002994088,0.001114417,0.004887012,8.483143,9.838424E-5,481113.1,481113.1
0.017,15.28796,-5665470.0,1049.766,1049.766,0.001504235,1.0,0.848283,1.005594E-7,0.02268116,3.043993E-6,0.008179248,1.995523E-6,0.05543226,5.243598E-4,9.211123E-4,6.211313E-8,0.02385015,2.36624E-5,1.101221E-4,1.382487E-4,2.495121E-4,2.716067E-5,7.209536E-4,1.849471E-5,0.005078694,7.01328E-4,1.585438E-5,0.009314446,7.276379E-5,3.272687E-4,3.795254E-6,4.008692E-4,1.967056E-6,1.892181E-5,1.134476E-5,0.004570338,7.433093E-6,1.209974E-4,3.908486E-6,3.196659E-6,0.0016874,1.416268E-4,2.980651E-5,1.506634E-5,3.835117E-4,0.003622707,0.003407332,3.831323E-6,1.851162E-5,5.931978E-5,7.717668E-6,2.051587E-6,5.221684E-5,0.002927645,0.00108029,0.004734047,8.475692,9.839305E-5,480690.5,480690.5
0.018,15.28685,-5250426.0,1048.825,1048.825,0.001504235,1.0,0.8472581,9.687829E-8,0.02306405,2.943198E-6,0.008309702,1.933949E-6,0.05596115,5.330615E-4,9.329962E-4,5.944534E-8,0.02401087,2.327596E-5,1.125953E-4,1.396534E-4,2.496557E-4,2.756489E-5,7.376593E-4,1.803433E-5,0.005057508,7.082396E-4,1.554349E-5,0.009387682,7.394217E-5,3.340504E-4,3.956266E-6,4.131867E-4,2.017419E-6,1.946759E-5,1.129185E-5,0.004557962,7.485543E-6,1.207772E-4,3.990313E-6,3.307181E-6,0.001672132,1.409134E-4,3.022909E-5,1.55784E-5,3.806305E-4,0.003593629,0.003403793,3.740503E-6,1.925385E-5,5.980869E-5,7.880065E-6,2.122579E-6,5.218035E-5,0.002865183,0.001048468,0.004591348,8.468711,9.840023E-5,480294.6,480294.6
0.019,15.28595,-4881504.0,1047.951,1047.951,0.001504235,1.0,0.8462844,9.355311E-8,0.02343215,2.851427E-6,0.008435087,1.877876E-6,0.05646285,5.413629E-4,9.445028E-4,5.702944E-8,0.02416067,2.291707E-5,1.149666E-4,1.409625E-4,2.497614E-4,2.794955E-5,7.536017E-4,1.760578E-5,0.005035913,7.146537E-4,1.525459E-5,0.009456205,7.506923E-5,3.406287E-4,4.1143E-6,4.25182E-4,2.06605E-6,1.998777E-5,1.124024E-5,0.004544859,7.533682E-6,1.205342E-4,4.068154E-6,3.415323E-6,0.001657111,1.401903E-4,3.062739E-5,1.607266E-5,3.777505E-4,0.003564868,0.003400527,3.657171E-6,1.998693E-5,6.02698E-5,8.035886E-6,2.192463E-6,5.21326E-5,0.002806263,0.001018685,0.004457746,8.462148,9.840599E-5,479922.4,479922.4
0.01949133,15.28559,-4714908.0,1047.544,1047.544,0.001504235,1.0,0.8458232,9.203407E-8,0.02360802,2.809264E-6,0.008494983,1.85211E-6,0.05670026,5.453067E-4,9.500288E-4,5.592367E-8,0.02423063,2.274983E-5,1.16097E-4,1.415739E-4,2.49801E-4,2.813196E-5,7.611757E-4,1.740577E-5,0.005025183,7.17638E-4,1.51199E-5,0.009488298,7.560576E-5,3.437922E-4,4.190918E-6,4.309659E-4,2.089357E-6,2.023456E-5,1.121534E-5,0.004538192,7.555914E-6,1.204075E-4,4.105045E-6,3.467649E-6,0.001649823,1.398323E-4,3.081491E-5,1.630935E-5,3.763379E-4,0.00355086,0.003399014,3.618678E-6,2.034401E-5,6.048713E-5,8.110212E-6,2.226432E-6,5.210553E-5,0.002778497,0.00100473,0.00439513,8.459063,9.840834E-5,479747.4,479747.4
0.01980715,15.28538,-4612523.0,1047.29,1047.29,0.001504235,1.0,0.8455325,9.10947E-8,0.02371939,2.783111E-6,0.008532911,1.836129E-6,0.05684982,5.477964E-4,9.53538E-4,5.523913E-8,0.02427439,2.264534E-5,1.16812E-4,1.419562E-4,2.498225E-4,2.8247E-5,7.659569E-4,1.72807E-5,0.005018251,7.195003E-4,1.503572E-5,0.009508401,7.594487E-5,3.458025E-4,4.239816E-6,4.346465E-4,2.104141E-6,2.039021E-5,1.119949E-5,0.004533835,7.569736E-6,1.203238E-4,4.128302E-6,3.501011E-6,0.001645171,1.396015E-4,3.093271E-5,1.645939E-5,3.754311E-4,0.003541901,0.003398071,3.59474E-6,2.057249E-5,6.062375E-5,8.157234E-6,2.248145E-6,5.208697E-5,0.002761043,9.959851E-4,0.004355888,8.457127,9.840969E-5,479637.6,479637.6
0.02,15.28526,-4551647.0,1047.137,1047.137,0.001504235,1.0,0.8453569,9.053412E-8,0.02378681,2.767476E-6,0.008555869,1.826573E-6,0.05694008,5.493008E-4,9.556658E-4,5.483038E-8,0.02430069,2.258259E-5,1.172445E-4,1.421859E-4,2.498342E-4,2.831647E-5,7.688457E-4,1.720554E-5,0.005014007,7.206179E-4,1.498516E-5,0.009520493,7.614992E-5,3.47022E-4,4.26955E-6,4.368809E-4,2.113099E-6,2.04842E-5,1.118986E-5,0.004531149,7.578014E-6,1.20272E-4,4.142342E-6,3.521288E-6,0.001642343,1.394603E-4,3.100367E-5,1.655026E-5,3.748779E-4,0.003536446,0.003397505,3.580403E-6,2.071164E-5,6.07061E-5,8.185682E-6,2.261361E-6,5.207524E-5,0.002750523,9.907238E-4,0.004332278,8.45596,9.841046E-5,479571.5,479571.5
0.021,15.28474,-4254935.0,1046.377,1046.377,0.001504235,1.0,0.8444708,8.777866E-8,0.02412931,2.6903E-6,0.008672493,1.779406E-6,0.0573954,5.569107E-4,9.665175E-4,5.281824E-8,0.02443195,2.226968E-5,1.194375E-4,1.433328E-4,2.498787E-4,2.866741E-5,7.834544E-4,1.683036E-5,0.004991874,7.261778E-4,1.473287E-5,0.009580994,7.718894E-5,3.532477E-4,4.422211E-6,4.483085E-4,2.158707E-6,2.095874E-5,1.114065E-5,0.004516937,7.619003E-6,1.199938E-4,4.213204E-6,3.625271E-6,0.001627826,1.387258E-4,3.136008E-5,1.701235E-5,3.720175E-4,0.003508376,0.003394699,3.509367E-6,2.142875E-5,6.112035E-5,8.329989E-6,2.329391E-6,5.200977E-5,0.002697622,9.6438E-4,0.004214043,8.450106,9.84138E-5,479239.5,479239.5
0.022,15.28438,-3986797.0,1045.665,1045.665,0.001504235,1.0,0.8436225,8.525408E-8,0.02446063,2.6191E-6,0.008785297,1.735888E-6,0.05783073,5.642192E-4,9.770823E-4,5.096995E-8,0.02455527,2.197617E-5,1.215519E-4,1.444101E-4,2.498982E-4,2.900366E-5,7.974752E-4,1.647781E-5,0.004969575,7.313673E-4,1.449599E-5,0.009638046,7.818983E-5,3.593191E-4,4.572433E-6,4.594839E-4,2.202982E-6,2.14128E-5,1.109255E-5,0.004502302,7.656994E-6,1.197021E-4,4.280984E-6,3.727422E-6,0.001613559,1.379887E-4,3.169825E-5,1.745981E-5,3.691729E-4,0.003480664,0.003392087,3.443443E-6,2.213885E-5,6.151461E-5,8.469209E-6,2.396641E-6,5.193729E-5,0.002647304,9.395013E-4,0.004102366,8.444556,9.841611E-5,478924.7,478924.7
0.023,15.28417,-3743376.0,1044.997,1044.997,0.001504235,1.0,0.8428086,8.293195E-8,0.02478169,2.55317E-6,0.008894594,1.69559E-6,0.05824787,5.712511E-4,9.873828E-4,4.926544E-8,0.02467135,2.170009E-5,1.235939E-4,1.454242E-4,2.498957E-4,2.932646E-5,8.109531E-4,1.614562E-5,0.004947165,7.362183E-4,1.427293E-5,0.009691961,7.915589E-5,3.652488E-4,4.72036E-6,4.704254E-4,2.24603E-6,2.184772E-5,1.10455E-5,0.004487312,7.692301E-6,1.193988E-4,4.345915E-6,3.827883E-6,0.001599539,1.372505E-4,3.20197E-5,1.789349E-5,3.663468E-4,0.003453314,0.00338965,3.382065E-6,2.284247E-5,6.189081E-5,8.603726E-6,2.463196E-6,5.185877E-5,0.002599333,9.159472E-4,0.003996626,8.439282,9.841749E-5,478625.5,478625.6
0.024,15.28408,-3521431.0,1044.369,1044.369,0.001504235,1.0,0.8420261,8.078799E-8,0.02509332,2.491905E-6,0.009000668,1.658144E-6,0.05864841,5.780291E-4,9.974395E-4,4.768762E-8,0.02478087,2.143971E-5,1.255687E-4,1.463809E-4,2.498738E-4,2.963692E-5,8.239291E-4,1.58318E-5,0.004924687,7.407596E-4,1.406229E-5,0.00974302,8.009009E-5,3.71048E-4,4.866124E-6,4.811494E-4,2.287943E-6,2.226477E-5,1.099944E-5,0.004472028,7.725202E-6,1.19086E-4,4.408209E-6,3.926781E-6,0.001585761,1.365125E-4,3.232578E-5,1.831418E-5,3.635414E-4,0.003426326,0.003387372,3.324743E-6,2.354013E-5,6.225064E-5,8.733887E-6,2.529131E-6,5.177506E-5,0.002553498,8.935925E-4,0.003896266,8.434258,9.841804E-5,478340.6,478340.6
0.025,15.28411,-3318322.0,1043.778,1043.778,0.001504235,1.0,0.8412726,7.880234E-8,0.0253962,2.434809E-6,0.00910376,1.623247E-6,0.0590337,5.84572E-4,0.00100727,4.622241E-8,0.02488434,2.119359E-5,1.274811E-4,1.47285E-4,2.498346E-4,2.993595E-5,8.364377E-4,1.553472E-5,0.004902176,7.45015E-4,1.386294E-5,0.009791454,8.099492E-5,3.767264E-4,5.009842E-6,4.916699E-4,2.3288E-6,2.266502E-5,1.095433E-5,0.004456496,7.75592E-6,1.187649E-4,4.468042E-6,4.024226E-6,0.001572221,1.357757E-4,3.261764E-5,1.872254E-5,3.607584E-4,0.003399696,0.003385237,3.271078E-6,2.423223E-5,6.25955E-5,8.859986E-6,2.594512E-6,5.168685E-5,0.002509624,8.723342E-4,0.003800828,8.429464,9.841783E-5,478068.7,478068.7
0.026,15.28426,-3131796.0,1043.22,1043.22,0.001504235,1.0,0.8405457,7.695823E-8,0.02569096,2.381454E-6,0.00920408,1.590641E-6,0.05940491,5.908968E-4,0.001016889,4.485799E-8,0.02498226,2.096048E-5,1.293353E-4,1.481407E-4,2.497799E-4,3.022439E-5,8.485098E-4,1.52529E-5,0.004879659,7.490059E-4,1.367385E-5,0.00983747,8.187258E-5,3.822923E-4,5.151619E-6,5.019998E-4,2.368676E-6,2.304947E-5,1.091011E-5,0.004440757,7.784654E-6,1.184367E-4,4.525578E-6,4.120316E-6,0.001558912,1.350408E-4,3.28963E-5,1.911921E-5,3.579988E-4,0.003373422,0.003383233,3.220716E-6,2.491916E-5,6.292664E-5,8.982287E-6,2.659397E-6,5.159471E-5,0.002467554,8.520809E-4,0.003709907,8.424881,9.841692E-5,477808.8,477808.8
0.027,15.2845,-2959924.0,1042.693,1042.693,0.001504235,1.0,0.8398436,7.524068E-8,0.02597817,2.33146E-6,0.00930183,1.560091E-6,0.05976314,5.970192E-4,0.001026311,4.358378E-8,0.02507507,2.073922E-5,1.31135E-4,1.489521E-4,2.497114E-4,3.050299E-5,8.601746E-4,1.498503E-5,0.004857162,7.527521E-4,1.34941E-5,0.009881258,8.272513E-5,3.877539E-4,5.291556E-6,5.12151E-4,2.407634E-6,2.341904E-5,1.086675E-5,0.004424846,7.811585E-6,1.181027E-4,4.580964E-6,4.215145E-6,0.001545829,1.343086E-4,3.316271E-5,1.950476E-5,3.552637E-4,0.003347496,0.00338135,3.173343E-6,2.560128E-5,6.324519E-5,9.10104E-6,2.723839E-6,5.149916E-5,0.002427145,8.327486E-4,0.003623127,8.420492,9.841537E-5,477559.9,477559.9
0.028,15.28483,-2801085.0,1042.194,1042.194,0.001504235,1.0,0.8391643,7.363602E-8,0.02625834,2.284506E-6,0.009397177,1.531403E-6,0.06010933,6.029528E-4,0.001035548,4.238984E-8,0.02516313,2.052884E-5,1.328838E-4,1.497224E-4,2.496304E-4,3.077242E-5,8.714571E-4,1.472998E-5,0.004834703,7.562706E-4,1.332294E-5,0.009922982,8.355433E-5,3.931181E-4,5.42974E-6,5.221336E-4,2.445736E-6,2.377453E-5,1.08242E-5,0.004408792,7.836863E-6,1.177636E-4,4.634333E-6,4.30879E-6,0.001532966,1.335796E-4,3.341768E-5,1.987972E-5,3.525534E-4,0.003321914,0.003379577,3.128691E-6,2.627888E-5,6.355214E-5,9.216456E-6,2.787886E-6,5.140064E-5,0.002388275,8.142663E-4,0.003540173,8.416283,9.841324E-5,477321.2,477321.2
0.029,15.28524,-2653885.0,1041.722,1041.722,0.001504235,1.0,0.8385064,7.213476E-8,0.02653192,2.24031E-6,0.009490279,1.504406E-6,0.06044433,6.087097E-4,0.001044612,4.126978E-8,0.02524679,2.032848E-5,1.345845E-4,1.504546E-4,2.495382E-4,3.103326E-5,8.823802E-4,1.448672E-5,0.004812299,7.595767E-4,1.315965E-5,0.009962788,8.436176E-5,3.98391E-4,5.566253E-6,5.319573E-4,2.483035E-6,2.411672E-5,1.078243E-5,0.004392622,7.860623E-6,1.174203E-4,4.685802E-6,4.401327E-6,0.001520316,1.328542E-4,3.366194E-5,2.024456E-5,3.498686E-4,0.003296667,0.003377905,3.086525E-6,2.695224E-5,6.384833E-5,9.328733E-6,2.85158E-6,5.129952E-5,0.002350834,7.9657E-4,0.003460758,8.412241,9.841056E-5,477091.9,477091.9
0.03,15.28574,-2517110.0,1041.274,1041.274,0.001504235,1.0,0.8378683,7.072646E-8,0.02679931,2.198621E-6,0.009581276,1.478946E-6,0.06076889,6.143013E-4,0.001053512,4.021603E-8,0.02532636,2.013735E-5,1.362402E-4,1.511516E-4,2.494358E-4,3.128606E-5,8.92965E-4,1.425436E-5,0.004789962,7.626843E-4,1.300361E-5,0.01000081,8.514888E-5,4.035784E-4,5.701172E-6,5.416308E-4,2.519577E-6,2.444629E-5,1.074139E-5,0.004376356,7.882984E-6,1.170733E-4,4.73548E-6,4.492821E-6,0.001507873,1.321329E-4,3.389617E-5,2.059973E-5,3.472093E-4,0.00327175,0.003376326,3.046636E-6,2.762163E-5,6.413456E-5,9.438049E-6,2.91496E-6,5.119613E-5,0.002314723,7.796021E-4,0.003384625,8.408353,9.840739E-5,476871.5,476871.5
0.031,15.2863,-2389711.0,1040.849,1040.849,0.001504235,1.0,0.8372488,6.940282E-8,0.0270609,2.159225E-6,0.009670295,1.454891E-6,0.0610837,6.197376E-4,0.001062258,3.922271E-8,0.02540211,1.995477E-5,1.378532E-4,1.518156E-4,2.493241E-4,3.15313E-5,9.032304E-4,1.403207E-5,0.004767705,7.656061E-4,1.285428E-5,0.01003716,8.591699E-5,4.086855E-4,5.834566E-6,5.51162E-4,2.555409E-6,2.476388E-5,1.070105E-5,0.004360014,7.904054E-6,1.167233E-4,4.783466E-6,4.583333E-6,0.001495632,1.314159E-4,3.412095E-5,2.094563E-5,3.445756E-4,0.003247154,0.003374834,3.008836E-6,2.828727E-5,6.441152E-5,9.544568E-6,2.978062E-6,5.109074E-5,0.002279851,7.633112E-4,0.003311544,8.40461,9.840375E-5,476659.2,476659.2
