Time_Soln#12 (sec),Volume_Soln#12 (cm3),Volumetric_heat_production_rate_Soln#12 (erg/cm3-sec),Surface_temperature_Soln#12 (K),Temperature_Soln#12 (K),Mass_Soln#12 (g),Pressure_Soln#12 (atm),Mole_fraction_H2_Soln#12 (),Mole_fraction_H_Soln#12 (),Mole_fraction_CH4_Soln#12 (),Mole_fraction_CH3_Soln#12 (),Mole_fraction_C2H6_Soln#12 (),Mole_fraction_C2H5_Soln#12 (),Mole_fraction_C2H4_Soln#12 (),Mole_fraction_C2H3_Soln#12 (),Mole_fraction_C2H2_Soln#12 (),Mole_fraction_C3H8_Soln#12 (),Mole_fraction_IC3H7_Soln#12 (),Mole_fraction_NC3H7_Soln#12 (),Mole_fraction_C3H6_Soln#12 (),Mole_fraction_C3H5-A_Soln#12 (),Mole_fraction_C3H4-P_Soln#12 (),Mole_fraction_C3H4-A_Soln#12 (),Mole_fraction_C3H3_Soln#12 (),Mole_fraction_NC4H10_Soln#12 (),Mole_fraction_PC4H9_Soln#12 (),Mole_fraction_IC4H10_Soln#12 (),Mole_fraction_IC4H8_Soln#12 (),Mole_fraction_IC4H7_Soln#12 (),Mole_fraction_C4H8-1_Soln#12 (),Mole_fraction_C4H8-2_Soln#12 (),Mole_fraction_C4H71-3_Soln#12 (),Mole_fraction_C4H6_Soln#12 (),Mole_fraction_C4H5_Soln#12 (),Mole_fraction_C4H4_Soln#12 (),Mole_fraction_C4H2_Soln#12 (),Mole_fraction_C6H6_Soln#12 (),Mole_fraction_FULVENE_Soln#12 (),Mole_fraction_C5H6_Soln#12 (),Mole_fraction_C5H5_Soln#12 (),Mole_fraction_NC5H12_Soln#12 (),Mole_fraction_NC5H10_Soln#12 (),Mole_fraction_B1M3_Soln#12 (),Mole_fraction_LC5H8_Soln#12 (),Mole_fraction_DIALLYL_Soln#12 (),Mole_fraction_CYC6H8_Soln#12 (),Mole_fraction_NC6H12_Soln#12 (),Mole_fraction_NC7H14_Soln#12 (),Mole_fraction_C7H8_Soln#12 (),Mole_fraction_C7H7_Soln#12 (),Mole_fraction_LC6H6_Soln#12 (),Mole_fraction_C6H5C2H3_Soln#12 (),Mole_fraction_C6H5C2H5_Soln#12 (),Mole_fraction_NPBENZ_Soln#12 (),Mole_fraction_NC12H26_Soln#12 (),Mole_fraction_NC16H34_Soln#12 (),Mole_fraction_NC10H20_Soln#12 (),Molecular_weight_Soln#12 (g/mole),Mass_density_Soln#12 (g/cm3),Unburned_hydrocarbons_Soln#12 (ppm),Volatile_organic_compounds_Soln#12 (ppm)
2.875761E-7,15.51891,-6.125233E11,1482.538,1482.538,0.001164569,1.0,0.9229129,9.633466E-4,6.549308E-4,0.0046308,4.110843E-4,0.001954706,0.01269497,1.838663E-4,5.941747E-5,3.047358E-4,1.411591E-4,4.173803E-4,0.006087788,0.001120382,2.238989E-6,1.983744E-5,3.643035E-7,1.263834E-4,2.080981E-4,5.993383E-6,1.593816E-7,1.821953E-6,0.002188333,4.588495E-5,3.30998E-4,0.001841112,1.218963E-5,1.032252E-6,6.555615E-10,1.613435E-5,4.677716E-10,2.357987E-6,1.688583E-8,6.447603E-5,0.001866579,8.443337E-6,4.915885E-4,8.816194E-6,3.975397E-8,3.148526E-4,0.001589894,0.003871808,5.254782E-5,8.758697E-11,9.208488E-9,3.657183E-7,1.025797E-6,0.00814058,0.00428015,0.02191726,9.129103,7.504194E-5,517748.1,517748.1
2.966253E-7,15.51803,-5.9259E11,1481.428,1481.428,0.001164569,1.0,0.9223403,9.546014E-4,6.937423E-4,0.00472472,4.285247E-4,0.001929206,0.01301574,1.879362E-4,6.326519E-5,3.186325E-4,1.406114E-4,4.089729E-4,0.006228672,0.001123061,2.384325E-6,2.066536E-5,3.844355E-7,1.312855E-4,2.033612E-4,6.433066E-6,1.756147E-7,1.946481E-6,0.002232893,4.787859E-5,3.307502E-4,0.001891761,1.288166E-5,1.133517E-6,7.121106E-10,1.672867E-5,5.202241E-10,2.532482E-6,1.871252E-8,6.66599E-5,0.001905225,8.991053E-6,5.081273E-4,9.279612E-6,4.450586E-8,3.197724E-4,0.00162467,0.003866784,5.409391E-5,1.022618E-10,1.018638E-8,3.96351E-7,1.094546E-6,0.008084243,0.004238136,0.02180009,9.122787,7.504622E-5,517389.9,517389.9
3.064626E-7,15.51719,-5.720266E11,1480.262,1480.262,0.001164569,1.0,0.921733,9.450273E-4,7.365819E-4,0.004821306,4.475569E-4,0.001901371,0.01335709,1.920873E-4,6.751416E-5,3.33695E-4,1.398865E-4,4.001413E-4,0.006378836,0.001125226,2.546055E-6,2.156127E-5,4.066666E-7,1.365363E-4,1.984509E-4,6.920175E-6,1.942755E-7,2.084058E-6,0.002280408,5.003688E-5,3.304017E-4,0.001945827,1.363678E-5,1.249406E-6,7.771181E-10,1.736823E-5,5.81692E-10,2.727089E-6,2.081247E-8,6.89826E-5,0.00194617,9.597556E-6,5.258083E-4,9.782775E-6,5.003456E-8,3.249587E-4,0.001661512,0.003861456,5.572965E-5,1.201606E-10,1.131049E-8,4.312387E-7,1.170342E-6,0.008024474,0.0041937,0.02167519,9.116093,7.505026E-5,517010.2,517010.2
3.160955E-7,15.5165,-5.52941E11,1479.158,1479.158,0.001164569,1.0,0.921153,9.356357E-4,7.791352E-4,0.004910517,4.662609E-4,0.001874136,0.01368415,1.958849E-4,7.173487E-5,3.483859E-4,1.390617E-4,3.918005E-4,0.006522961,0.001126664,2.708048E-6,2.243393E-5,4.287691E-7,1.415973E-4,1.938701E-4,7.405305E-6,2.135693E-7,2.220782E-6,0.00232604,5.214034E-5,3.299905E-4,0.001997797,1.437804E-5,1.368721E-6,8.444841E-10,1.798795E-5,6.465526E-10,2.922387E-6,2.298319E-8,7.12059E-5,0.001985222,1.020179E-5,5.428255E-4,1.027411E-5,5.581664E-8,3.298821E-4,0.001696651,0.003856368,5.728714E-5,1.397809E-10,1.247253E-8,4.669886E-7,1.245506E-6,0.007967371,0.004151379,0.02155528,9.109704,7.505362E-5,516647.9,516647.9
3.298375E-7,15.51569,-5.273903E11,1477.645,1477.645,0.001164569,1.0,0.9203496,9.222921E-4,8.407782E-4,0.005028983,4.930453E-4,0.001835542,0.01413892,2.008637E-4,7.784599E-5,3.692184E-4,1.377166E-4,3.804166E-4,0.006723749,0.001127678,2.945056E-6,2.367001E-5,4.608411E-7,1.48677E-4,1.876985E-4,8.109247E-6,2.428311E-7,2.418861E-6,0.002389672,5.512242E-5,3.293015E-4,0.002070325,1.54368E-5,1.548852E-6,9.472277E-10,1.886083E-5,7.474332E-10,3.208664E-6,2.627366E-8,7.429167E-5,0.002039215,1.107982E-5,5.666041E-4,1.09713E-5,6.46971E-8,3.366553E-4,0.001745245,0.003849322,5.943555E-5,1.716117E-10,1.423439E-8,5.206695E-7,1.354115E-6,0.007888225,0.004092935,0.02138818,9.100861,7.505751E-5,516146.3,516146.3
3.496732E-7,15.51489,-4.936796E11,1475.582,1475.582,0.001164569,1.0,0.9192364,9.033069E-4,9.314655E-4,0.005182811,5.318859E-4,0.001780834,0.01477212,2.071937E-4,8.682239E-5,3.989754E-4,1.354923E-4,3.650113E-4,0.007004084,0.001127304,3.298711E-6,2.543412E-5,5.081852E-7,1.58603E-4,1.794777E-4,9.144807E-6,2.88635E-7,2.710101E-6,0.002478658,5.93852E-5,3.281348E-4,0.002171829,1.696348E-5,1.829228E-6,1.110115E-9,2.009798E-5,9.113287E-10,3.636724E-6,3.141881E-8,7.857315E-5,0.00211377,1.237638E-5,5.999267E-4,1.196677E-5,7.882386E-8,3.459508E-4,0.001812383,0.003839567,6.239102E-5,2.262116E-10,1.699086E-8,6.036009E-7,1.513194E-6,0.007778482,0.004012306,0.02115478,9.088622,7.506139E-5,515452.2,515452.2
3.587104E-7,15.51465,-4.794544E11,1474.685,1474.685,0.001164569,1.0,0.9187462,8.948107E-4,9.733675E-4,0.005246581,5.496395E-4,0.001756437,0.01505199,2.097635E-4,9.09619E-5,4.123925E-4,1.343905E-4,3.583764E-4,0.007128268,0.001126518,3.464092E-6,2.622943E-5,5.301401E-7,1.630109E-4,1.759783E-4,9.622401E-6,3.108791E-7,2.844542E-6,0.002518141,6.131013E-5,3.27549E-4,0.002216884,1.7657E-5,1.964841E-6,1.19034E-9,2.065288E-5,9.935046E-10,3.837167E-6,3.391492E-8,8.045851E-5,0.00214648,1.297704E-5,6.147297E-4,1.241503E-5,8.576859E-8,3.500105E-4,0.00184186,0.003835275,6.368307E-5,2.547282E-10,1.832899E-8,6.434655E-7,1.586384E-6,0.007730135,0.003976937,0.02105134,9.083239,7.506256E-5,515146.9,515146.9
3.69482E-7,15.51446,-4.633507E11,1473.649,1473.649,0.001164569,1.0,0.9181751,8.848343E-4,0.00102373,0.00531773,5.708386E-4,0.001727867,0.01537886,2.12586E-4,9.592894E-5,4.282588E-4,1.330198E-4,3.507668E-4,0.007273522,0.001125147,3.664505E-6,2.717014E-5,5.566049E-7,1.681719E-4,1.719922E-4,1.019509E-5,3.385002E-7,3.00599E-6,0.002564376,6.358992E-5,3.268149E-4,0.002269654,1.8481E-5,2.132842E-6,1.291122E-9,2.130728E-5,1.09786E-9,4.080235E-6,3.70121E-8,8.265411E-5,0.002184488,1.370007E-5,6.320737E-4,1.294431E-5,9.445816E-8,3.547153E-4,0.001876132,0.003830279,6.518045E-5,2.918903E-10,1.999026E-8,6.926409E-7,1.674072E-6,0.007673785,0.00393583,0.02093031,9.076973,7.506349E-5,514791.5,514791.5
3.829998E-7,15.51435,-4.443631E11,1472.398,1472.398,0.001164569,1.0,0.9174776,8.725679E-4,0.001087505,0.00539992,5.974895E-4,0.001692869,0.01577919,2.157789E-4,1.022043E-4,4.479648E-4,1.312279E-4,3.416568E-4,0.007451716,0.001122838,3.920845E-6,2.83392E-5,5.902503E-7,1.745077E-4,1.672552E-4,1.091756E-5,3.748414E-7,3.210193E-6,0.002621178,6.642812E-5,3.258479E-4,0.002334496,1.950995E-5,2.353347E-6,1.425846E-9,2.211794E-5,1.239016E-9,4.391335E-6,4.108348E-8,8.533254E-5,0.002230737,1.461708E-5,6.53391E-4,1.360009E-5,1.0599E-7,3.604239E-4,0.001917872,0.003824182,6.699639E-5,3.436505E-10,2.217575E-8,7.568493E-7,1.784666E-6,0.007604938,0.003885777,0.02078176,9.069327,7.506403E-5,514357.9,514357.9
3.957694E-7,15.51437,-4.27582E11,1471.261,1471.261,0.001164569,1.0,0.9168373,8.612563E-4,0.001148261,0.005470722,6.227011E-4,0.001660742,0.0161477,2.184614E-4,1.081659E-4,4.663594E-4,1.294783E-4,3.334772E-4,0.007616036,0.001120136,4.167689E-6,2.943153E-5,6.224531E-7,1.803512E-4,1.630315E-4,1.160232E-5,4.108547E-7,3.404456E-6,0.002673639,6.908555E-5,3.24897E-4,0.002394393,2.047566E-5,2.571402E-6,1.56189E-9,2.287321E-5,1.383149E-9,4.691059E-6,4.511448E-8,8.778682E-5,0.002273009,1.549187E-5,6.730845E-4,1.421025E-5,1.175151E-7,3.656279E-4,0.001956064,0.003818593,6.86499E-5,3.980504E-10,2.43416E-8,8.199864E-7,1.889549E-6,0.007541717,0.00383998,0.0206447,9.062317,7.506393E-5,513960.3,513960.3
4.091176E-7,15.5145,-4.111457E11,1470.119,1470.119,0.001164569,1.0,0.9161863,8.497303E-4,0.001212224,0.005538073,6.490785E-4,0.001628173,0.01652338,2.209442E-4,1.144231E-4,4.853485E-4,1.276064E-4,3.253443E-4,0.007783817,0.001116848,4.430328E-6,3.056063E-5,6.56526E-7,1.863154E-4,1.588567E-4,1.231886E-5,4.502093E-7,3.608673E-6,0.002727289,7.183856E-5,3.238729E-4,0.002455656,2.147754E-5,2.809309E-6,1.713597E-9,2.365205E-5,1.545417E-9,5.010062E-6,4.951595E-8,9.027652E-5,0.002315793,1.641379E-5,6.932255E-4,1.483772E-5,1.30206E-7,3.708833E-4,0.001994766,0.003812916,7.031689E-5,4.609197E-10,2.670896E-8,8.884827E-7,1.999464E-6,0.007477415,0.003793563,0.02050467,9.055197,7.506326E-5,513556.5,513556.5
4.212189E-7,15.51472,-3.971471E11,1469.12,1469.12,0.001164569,1.0,0.9156114,8.395493E-4,0.001270552,0.005593611,6.730013E-4,0.001599564,0.01685592,2.229318E-4,1.201113E-4,5.023463E-4,1.258832E-4,3.183188E-4,0.00793255,0.001113518,4.672294E-6,3.157288E-5,6.877591E-7,1.915982E-4,1.552683E-4,1.29679E-5,4.873631E-7,3.794631E-6,0.002774917,7.431239E-5,3.229241E-4,0.002510052,2.237837E-5,3.033662E-6,1.85984E-9,2.434898E-5,1.703102E-9,5.304004E-6,5.366845E-8,9.246924E-5,0.002353396,1.725514E-5,7.111052E-4,1.539698E-5,1.422686E-7,3.754941E-4,0.002028823,0.00380791,7.177621E-5,5.234561E-10,2.89449E-8,9.527179E-7,2.099247E-6,0.007420616,0.0037527,0.02038047,9.048916,7.50622E-5,513200.3,513200.3
4.329329E-7,15.51502,-3.843541E11,1468.185,1468.185,0.001164569,1.0,0.9150681,8.299381E-4,0.001327272,0.00564267,6.961576E-4,0.001572708,0.01717087,2.246349E-4,1.256257E-4,5.18599E-4,1.242003E-4,3.118151E-4,0.008073588,0.001110022,4.909838E-6,3.254234E-5,7.182873E-7,1.966023E-4,1.519597E-4,1.359471E-5,5.246326E-7,3.975225E-6,0.002820141,7.66871E-5,3.219921E-4,0.002561713,2.324301E-5,3.258565E-6,2.009566E-9,2.501554E-5,1.865596E-9,5.59259E-6,5.783169E-8,9.453562E-5,0.002388769,1.80737E-5,7.280803E-4,1.592934E-5,1.544391E-7,3.798254E-4,0.002060901,0.003803184,7.314374E-5,5.892092E-10,3.118915E-8,1.016772E-6,2.195875E-6,0.007366927,0.003714192,0.02026261,9.042987,7.506079E-5,512864.1,512864.1
4.431988E-7,15.51533,-3.737155E11,1467.39,1467.39,0.001164569,1.0,0.9146021,8.21712E-4,0.001377156,0.005682066,7.164437E-4,0.001549852,0.01744147,2.259607E-4,1.304614E-4,5.326772E-4,1.227192E-4,3.063433E-4,0.008194896,0.001106769,5.120585E-6,3.33835E-5,7.45269E-7,2.00901E-4,1.491852E-4,1.414218E-5,5.583284E-7,4.133865E-6,0.002859083,7.87521E-5,3.211673E-4,0.00260621,2.399443E-5,3.461837E-6,2.147603E-9,2.559332E-5,2.016192E-9,5.848614E-6,6.159425E-8,9.630258E-5,0.00241897,1.879383E-5,7.426953E-4,1.63884E-5,1.654969E-7,3.835194E-4,0.002088322,0.003799136,7.430707E-5,6.512084E-10,3.321966E-8,1.07438E-6,2.280533E-6,0.007320875,0.003681254,0.02016118,9.037907,7.505927E-5,512575.9,512575.9
4.549611E-7,15.51575,-3.621388E11,1466.505,1466.505,0.001164569,1.0,0.9140794,8.125093E-4,0.001434477,0.005723323,7.396704E-4,0.001524435,0.01774558,2.273025E-4,1.360013E-4,5.486168E-4,1.210208E-4,3.003206E-4,0.008331358,0.001102855,5.364851E-6,3.433761E-5,7.764311E-7,2.057295E-4,1.461399E-4,1.476669E-5,5.980884E-7,4.31595E-6,0.002902937,8.109973E-5,3.20216E-4,0.002656335,2.484775E-5,3.701682E-6,2.313774E-9,2.624822E-5,2.198313E-9,6.145333E-6,6.603267E-8,9.827859E-5,0.002452693,1.962145E-5,7.591511E-4,1.690565E-5,1.786041E-7,3.876409E-4,0.00211898,0.0037946,7.560134E-5,7.273989E-10,3.561774E-8,1.142015E-6,2.377444E-6,0.007269208,0.003644401,0.02004701,9.032213,7.505723E-5,512253.0,512253.0
4.672743E-7,15.51626,-3.506762E11,1465.608,1465.608,0.001164569,1.0,0.9135444,8.031267E-4,0.001494634,0.005762314,7.639577E-4,0.0014987,0.0180574,2.285187E-4,1.41796E-4,5.650829E-4,1.192469E-4,2.942835E-4,0.00847141,0.001098575,5.623617E-6,3.532535E-5,8.093227E-7,2.106762E-4,1.430955E-4,1.541658E-5,6.409991E-7,4.50682E-6,0.002947994,8.353634E-5,3.192159E-4,0.002707858,2.573189E-5,3.960594E-6,2.497169E-9,2.692583E-5,2.400183E-9,6.459617E-6,7.082179E-8,1.002934E-4,0.002487027,2.049001E-5,7.760553E-4,1.743696E-5,1.928149E-7,3.918338E-4,0.002150238,0.003789964,7.691358E-5,8.132434E-10,3.820884E-8,1.214626E-6,2.478738E-6,0.007216325,0.003606793,0.01992975,9.026392,7.505478E-5,511922.9,511922.9
