Time_Soln#18 (sec),Volume_Soln#18 (cm3),Volumetric_heat_production_rate_Soln#18 (erg/cm3-sec),Surface_temperature_Soln#18 (K),Temperature_Soln#18 (K),Mass_Soln#18 (g),Pressure_Soln#18 (atm),Mole_fraction_H2_Soln#18 (),Mole_fraction_H_Soln#18 (),Mole_fraction_CH4_Soln#18 (),Mole_fraction_CH3_Soln#18 (),Mole_fraction_C2H6_Soln#18 (),Mole_fraction_C2H5_Soln#18 (),Mole_fraction_C2H4_Soln#18 (),Mole_fraction_C2H3_Soln#18 (),Mole_fraction_C2H2_Soln#18 (),Mole_fraction_C3H8_Soln#18 (),Mole_fraction_IC3H7_Soln#18 (),Mole_fraction_NC3H7_Soln#18 (),Mole_fraction_C3H6_Soln#18 (),Mole_fraction_C3H5-A_Soln#18 (),Mole_fraction_C3H4-P_Soln#18 (),Mole_fraction_C3H4-A_Soln#18 (),Mole_fraction_C3H3_Soln#18 (),Mole_fraction_NC4H10_Soln#18 (),Mole_fraction_PC4H9_Soln#18 (),Mole_fraction_IC4H10_Soln#18 (),Mole_fraction_IC4H8_Soln#18 (),Mole_fraction_C4H8-1_Soln#18 (),Mole_fraction_C4H8-2_Soln#18 (),Mole_fraction_C4H71-3_Soln#18 (),Mole_fraction_C4H6_Soln#18 (),Mole_fraction_C4H5_Soln#18 (),Mole_fraction_C4H4_Soln#18 (),Mole_fraction_C4H2_Soln#18 (),Mole_fraction_C6H6_Soln#18 (),Mole_fraction_FULVENE_Soln#18 (),Mole_fraction_C5H6_Soln#18 (),Mole_fraction_C5H5_Soln#18 (),Mole_fraction_C10H8_Soln#18 (),Mole_fraction_NC5H12_Soln#18 (),Mole_fraction_NC5H11_Soln#18 (),Mole_fraction_NC5H10_Soln#18 (),Mole_fraction_B1M3_Soln#18 (),Mole_fraction_LC5H8_Soln#18 (),Mole_fraction_NC6H12_Soln#18 (),Mole_fraction_NC7H15_Soln#18 (),Mole_fraction_NC7H14_Soln#18 (),Mole_fraction_C7H8_Soln#18 (),Mole_fraction_C7H7_Soln#18 (),Mole_fraction_C6H5C2H_Soln#18 (),Mole_fraction_C6H5C2H3_Soln#18 (),Mole_fraction_C12H8_Soln#18 (),Mole_fraction_C14H10_Soln#18 (),Mole_fraction_NC12H26_Soln#18 (),Mole_fraction_NC16H34_Soln#18 (),Mole_fraction_NC10H20_Soln#18 (),Molecular_weight_Soln#18 (g/mole),Mass_density_Soln#18 (g/cm3),Unburned_hydrocarbons_Soln#18 (ppm),Volatile_organic_compounds_Soln#18 (ppm)
1.240765E-6,15.84606,4.430146E9,1597.127,1597.127,9.757202E-4,1.0,0.8165854,0.001019248,0.02022996,0.009483565,0.006936031,4.554235E-4,0.07324119,7.587706E-4,0.005298223,0.00293598,6.064385E-5,6.714627E-5,0.02877769,0.002073136,3.449242E-4,6.207315E-4,1.128862E-4,5.754552E-4,2.791491E-5,1.078084E-4,4.449073E-5,0.006247468,5.123187E-4,1.173194E-4,0.01200637,4.49376E-4,5.854207E-4,4.81519E-6,2.062518E-4,5.34576E-6,2.151879E-4,1.052267E-5,1.293164E-7,3.543274E-4,3.222514E-7,0.00114534,6.348105E-5,0.001732127,4.732535E-4,4.008275E-7,0.00161654,0.002991871,2.703755E-4,1.636421E-7,4.623068E-6,3.531448E-9,7.412397E-8,3.228317E-5,1.021773E-6,9.368551E-4,8.069776,6.157494E-5,457669.3,457669.3
1.303862E-6,15.85965,4.973755E9,1597.2,1597.2,9.757202E-4,1.0,0.8157799,9.834759E-4,0.02080113,0.009119946,0.007020657,4.284027E-4,0.07402646,7.395697E-4,0.00546449,0.002924331,5.748744E-5,6.250629E-5,0.02884046,0.002033892,3.595214E-4,6.356637E-4,1.182335E-4,5.676731E-4,2.570722E-5,1.060828E-4,4.589903E-5,0.006152253,5.116781E-4,1.113315E-4,0.01203333,4.41042E-4,6.164999E-4,5.286163E-6,2.133159E-4,5.804701E-6,2.232574E-4,1.106396E-5,1.411417E-7,3.414488E-4,2.833139E-7,0.001049719,6.090145E-5,0.00171837,4.529399E-4,3.549271E-7,0.001534062,0.00298243,2.714954E-4,1.783245E-7,4.883799E-6,3.965234E-9,7.624575E-8,2.632896E-5,7.487539E-7,8.314436E-4,8.063233,6.152218E-5,457298.3,457298.3
1.312092E-6,15.86136,5.032729E9,1597.211,1597.211,9.757202E-4,1.0,0.8156786,9.789814E-4,0.0208738,0.009074286,0.007031006,4.250456E-4,0.07412563,7.371056E-4,0.00548577,0.002922727,5.709593E-5,6.193696E-5,0.02884759,0.002028878,3.613991E-4,6.375712E-4,1.189257E-4,5.666608E-4,2.543704E-5,1.058571E-4,4.607684E-5,0.006139791,5.115582E-4,1.105835E-4,0.01203627,4.399247E-4,6.204988E-4,5.348492E-6,2.142254E-4,5.864911E-6,2.242898E-4,1.113387E-5,1.4271E-7,3.397993E-4,2.78637E-7,0.001037846,6.056484E-5,0.001716527,4.50352E-4,3.493852E-7,0.001523619,0.002981238,2.716319E-4,1.802647E-7,4.917526E-6,4.023597E-9,7.651685E-8,2.563944E-5,7.190512E-7,8.186575E-4,8.062415,6.151554E-5,457251.9,457251.9
1.329436E-6,15.86492,5.148809E9,1597.233,1597.233,9.757202E-4,1.0,0.8154678,9.696327E-4,0.02102563,0.008979334,0.007052323,4.180903E-4,0.07433227,7.319428E-4,0.005530319,0.002919289,5.628513E-5,6.076239E-5,0.02886185,0.002018388,3.653372E-4,6.415621E-4,1.203804E-4,5.645302E-4,2.488016E-5,1.053809E-4,4.644728E-5,0.006113504,5.112798E-4,1.090309E-4,0.01204205,4.375502E-4,6.28885E-4,5.480502E-6,2.161333E-4,5.992039E-6,2.26451E-4,1.128069E-5,1.460347E-7,3.363458E-4,2.690613E-7,0.001013261,5.98559E-5,0.001712608,4.44944E-4,3.380181E-7,0.001501845,0.002978756,2.71913E-4,1.843719E-7,4.988392E-6,4.147945E-9,7.708408E-8,2.424583E-5,6.602904E-7,7.923923E-4,8.060716,6.150173E-5,457155.5,457155.5
1.355493E-6,15.87016,5.303505E9,1597.267,1597.267,9.757202E-4,1.0,0.8151579,9.558941E-4,0.0212504,0.008839857,0.007083133,4.07938E-4,0.07463686,7.242636E-4,0.005596494,0.002913983,5.510227E-5,5.905973E-5,0.02888142,0.002002823,3.712046E-4,6.474848E-4,1.225556E-4,5.613371E-4,2.40742E-5,1.046652E-4,4.699306E-5,0.006073975,5.107991E-4,1.067577E-4,0.01204973,4.33937E-4,6.413774E-4,5.680427E-6,2.189774E-4,6.183571E-6,2.296606E-4,1.149995E-5,1.51078E-7,3.312158E-4,2.553601E-7,9.77415E-4,5.879288E-5,0.001706643,4.369357E-4,3.217045E-7,0.00146972,0.002975097,2.723186E-4,1.905877E-7,5.0943E-6,4.338158E-9,7.792595E-8,2.229521E-5,5.809741E-7,7.546042E-4,8.058225,6.148142E-5,457014.2,457014.3
1.369693E-6,15.87296,5.378335E9,1597.285,1597.285,9.757202E-4,1.0,0.8149923,9.48558E-4,0.02137125,0.008765412,0.007099329,4.025509E-4,0.07479994,7.201178E-4,0.00563218,0.002911025,5.447482E-5,5.816192E-5,0.02889119,0.001994439,3.743775E-4,6.506761E-4,1.237357E-4,5.596016E-4,2.364986E-5,1.042751E-4,4.728515E-5,0.006052424,5.10507E-4,1.055482E-4,0.01205343,4.319472E-4,6.48131E-4,5.790159E-6,2.205162E-4,6.288194E-6,2.313911E-4,1.161878E-5,1.538507E-7,3.284497E-4,2.482239E-7,9.584186E-4,5.821504E-5,0.001703357,4.3263E-4,3.131838E-7,0.001452506,0.002973139,2.725315E-4,1.939973E-7,5.151729E-6,4.443528E-9,7.837962E-8,2.130016E-5,5.418744E-7,7.348233E-4,8.056899,6.147058E-5,456939.0,456939.0
1.376118E-6,15.87422,5.410131E9,1597.294,1597.294,9.757202E-4,1.0,0.8149181,9.452721E-4,0.02142556,0.008732075,0.007106524,4.001458E-4,0.07487309,7.182506E-4,0.005648244,0.002909671,5.419472E-5,5.776234E-5,0.02889541,0.001990667,3.758078E-4,6.521121E-4,1.242685E-4,5.588173E-4,2.346115E-5,1.040986E-4,4.741612E-5,0.00604267,5.10368E-4,1.050074E-4,0.01205499,4.310424E-4,6.511747E-4,5.839995E-6,2.2121E-4,6.335593E-6,2.3217E-4,1.16724E-5,1.55111E-7,3.272048E-4,2.450678E-7,9.499439E-4,5.795396E-5,0.001701862,4.306949E-4,3.0941E-7,0.001444783,0.00297226,2.726261E-4,1.955454E-7,5.177652E-6,4.491608E-9,7.858377E-8,2.086477E-5,5.250612E-7,7.26053E-4,8.056305,6.146572E-5,456905.4,456905.4
1.402454E-6,15.87928,5.527458E9,1597.33,1597.33,9.757202E-4,1.0,0.8146188,9.320227E-4,0.02164576,0.008597708,0.007135165,3.904975E-4,0.07516869,7.106572E-4,0.005713525,0.002904033,5.307115E-5,5.616706E-5,0.02891141,0.001975352,3.816331E-4,6.579445E-4,1.264443E-4,5.556109E-4,2.270867E-5,1.033756E-4,4.79451E-5,0.006002702,5.097564E-4,1.028333E-4,0.0120607,4.27308E-4,6.63567E-4,6.045355E-6,2.240368E-4,6.530163E-6,2.353345E-4,1.189117E-5,1.603121E-7,3.221471E-4,2.325941E-7,9.159929E-4,5.688714E-5,0.001695689,4.228513E-4,2.944617E-7,0.001413566,0.00296871,2.730023E-4,2.019221E-7,5.283452E-6,4.69122E-9,7.941297E-8,1.917278E-5,4.614763E-7,6.912552E-4,8.053917,6.144611E-5,456769.9,456769.9
1.416953E-6,15.88202,5.583503E9,1597.35,1597.35,9.757202E-4,1.0,0.8144572,9.248739E-4,0.02176537,0.008525245,0.007150368,3.853251E-4,0.07532861,7.065168E-4,0.005749091,0.002900869,5.246878E-5,5.531686E-5,0.02891937,0.001967019,3.848156E-4,6.611199E-4,1.276367E-4,5.538513E-4,2.230825E-5,1.029779E-4,4.823108E-5,0.005980706,5.093918E-4,1.016647E-4,0.01206339,4.25236E-4,6.703332E-4,6.159165E-6,2.255818E-4,6.63748E-6,2.37058E-4,1.201093E-5,1.632001E-7,3.19393E-4,2.260306E-7,8.978263E-4,5.630228E-5,0.001692261,4.185922E-4,2.865742E-7,0.001396673,0.00296679,2.732017E-4,2.054544E-7,5.341397E-6,4.802873E-9,7.986446E-8,1.830144E-5,4.298472E-7,6.728571E-4,8.052631,6.143553E-5,456697.0,456697.0
1.424582E-6,15.88344,5.610761E9,1597.361,1597.361,9.757202E-4,1.0,0.814373,9.211523E-4,0.02182786,0.008487533,0.007158212,3.826417E-4,0.07541199,7.043494E-4,0.005767702,0.002899187,5.215626E-5,5.487715E-5,0.02892333,0.001962661,3.864833E-4,6.62781E-4,1.282626E-4,5.529271E-4,2.210134E-5,1.027688E-4,4.83801E-5,0.005969136,5.091923E-4,1.010576E-4,0.01206467,4.241416E-4,6.738778E-4,6.219259E-6,2.263917E-4,6.694001E-6,2.379598E-4,1.207376E-5,1.647266E-7,3.179523E-4,2.226597E-7,8.884125E-4,5.59953E-5,0.001690449,4.163676E-4,2.825171E-7,0.001387866,0.002965788,2.733046E-4,2.073192E-7,5.371803E-6,4.862122E-9,8.010064E-8,1.785909E-5,4.140861E-7,6.633838E-4,8.051962,6.143002E-5,456659.0,456659.1
1.429837E-6,15.88442,5.628642E9,1597.368,1597.368,9.757202E-4,1.0,0.8143154,9.186053E-4,0.02187072,0.008461727,0.007163552,3.80809E-4,0.0754691,7.028613E-4,0.005780477,0.002898023,5.194279E-5,5.457736E-5,0.02892596,0.001959671,3.876291E-4,6.639211E-4,1.286931E-4,5.522912E-4,2.196034E-5,1.026248E-4,4.848215E-5,0.00596117,5.090519E-4,1.006425E-4,0.0120655,4.233863E-4,6.763125E-4,6.260728E-6,2.269482E-4,6.732947E-6,2.385788E-4,1.211696E-5,1.657807E-7,3.169636E-4,2.203707E-7,8.819873E-4,5.578422E-5,0.001689198,4.148422E-4,2.797598E-7,0.001381833,0.002965103,2.733747E-4,2.086059E-7,5.392708E-6,4.903127E-9,8.026274E-8,1.756076E-5,4.035716E-7,6.569417E-4,8.051505,6.142625E-5,456633.1,456633.1
1.464448E-6,15.89072,5.728822E9,1597.417,1597.417,9.757202E-4,1.0,0.8139429,9.021484E-4,0.02214944,0.008295076,0.007197503,3.690409E-4,0.07583906,6.931526E-4,0.005863778,0.002890234,5.057165E-5,5.266261E-5,0.02894148,0.001940199,3.951203E-4,6.71351E-4,1.315155E-4,5.481183E-4,2.106113E-5,1.016779E-4,4.914263E-5,0.005908756,5.080686E-4,9.797119E-5,0.01207001,4.183841E-4,6.922185E-4,6.535494E-6,2.305881E-4,6.989813E-6,2.426135E-4,1.239993E-5,1.727797E-7,3.105215E-4,2.059333E-7,8.408258E-4,5.44013E-5,0.001680904,4.049298E-4,2.623229E-7,0.001342759,0.002960659,2.738196E-4,2.171288E-7,5.529692E-6,5.17727E-9,8.131926E-8,1.571805E-5,3.407243E-7,6.161308E-4,8.048557,6.140188E-5,456465.9,456465.9
1.471031E-6,15.8919,5.744597E9,1597.426,1597.426,9.757202E-4,1.0,0.8138734,8.990797E-4,0.02220176,0.008264018,0.007203727,3.668609E-4,0.07590823,6.913243E-4,0.005879458,0.00288873,5.031753E-5,5.230982E-5,0.02894408,0.001936539,3.965342E-4,6.727489E-4,1.320498E-4,5.473276E-4,2.089572E-5,1.014982E-4,4.926599E-5,0.0058988,5.078705E-4,9.747505E-5,0.01207068,4.174279E-4,6.95218E-4,6.588063E-6,2.312754E-4,7.038728E-6,2.433728E-4,1.245345E-5,1.741217E-7,3.093099E-4,2.033083E-7,8.332202E-4,5.413984E-5,0.001679317,4.030708E-4,2.591438E-7,0.001335455,0.002959828,2.739011E-4,2.18759E-7,5.555605E-6,5.230205E-9,8.151805E-8,1.53904E-5,3.299367E-7,6.086768E-4,8.048008,6.139733E-5,456434.8,456434.8
1.486425E-6,15.89462,5.777533E9,1597.448,1597.448,9.757202E-4,1.0,0.8137124,8.919789E-4,0.02232325,0.008192173,0.007217996,3.618338E-4,0.07606851,6.870718E-4,0.005915921,0.002885186,4.973137E-5,5.149855E-5,0.02894975,0.001928034,3.998269E-4,6.759989E-4,1.332961E-4,5.454828E-4,2.051566E-5,1.010783E-4,4.955168E-5,0.005875541,5.073939E-4,9.632948E-5,0.01207201,4.151871E-4,7.021999E-4,6.711363E-6,2.328764E-4,7.153171E-6,2.45138E-4,1.257821E-5,1.772734E-7,3.064941E-4,1.973146E-7,8.157084E-4,5.353058E-5,0.001675593,3.987563E-4,2.518744E-7,0.001318536,0.002957903,2.74088E-4,2.225822E-7,5.616022E-6,5.354975E-9,8.198022E-8,1.465106E-5,3.060394E-7,5.916174E-4,8.04674,6.138681E-5,456362.9,456362.9
1.537544E-6,15.9034,5.851293E9,1597.522,1597.522,9.757202E-4,1.0,0.8131936,8.691219E-4,0.0227184,0.007961122,0.007262664,3.458202E-4,0.07658663,6.731775E-4,0.00603502,0.002873171,4.786198E-5,4.89347E-5,0.02896461,0.00190032,4.106284E-4,6.866087E-4,1.37403E-4,5.393984E-4,1.931767E-5,9.968974E-5,5.047337E-5,0.005798549,5.056865E-4,9.266605E-5,0.01207428,4.077087E-4,7.250643E-4,7.124361E-6,2.38132E-4,7.533665E-6,2.509009E-4,1.298879E-5,1.878715E-7,2.973139E-4,1.787736E-7,7.60194E-4,5.15305E-5,0.001663132,3.847505E-4,2.292904E-7,0.001263905,0.002951676,2.746726E-4,2.353855E-7,5.814861E-6,5.779097E-9,8.348906E-8,1.244337E-5,2.384543E-7,5.384856E-4,8.042671,6.135292E-5,456132.1,456132.1
1.542652E-6,15.90426,5.855777E9,1597.53,1597.53,9.757202E-4,1.0,0.813143,8.668974E-4,0.0227572,0.007938653,0.007266907,3.442756E-4,0.07663723,6.718084E-4,0.006046755,0.002871951,4.768146E-5,4.868904E-5,0.02896577,0.001897595,4.116966E-4,6.876538E-4,1.378107E-4,5.387942E-4,1.920313E-5,9.955153E-5,5.056323E-5,0.005790881,5.055059E-4,9.231155E-5,0.01207433,4.069592E-4,7.273218E-4,7.165915E-6,2.386521E-4,7.571711E-6,2.514684E-4,1.30295E-5,1.889415E-7,2.964109E-4,1.7703E-7,7.548637E-4,5.133275E-5,0.00166188,3.833779E-4,2.271588E-7,0.001258576,0.002951068,2.747281E-4,2.366736E-7,5.834576E-6,5.8223E-9,8.363768E-8,1.224218E-5,2.325881E-7,5.334605E-4,8.042276,6.134962E-5,456109.7,456109.7
1.554247E-6,15.90618,5.864183E9,1597.547,1597.547,9.757202E-4,1.0,0.8130291,8.618866E-4,0.02284482,0.007888054,0.007276394,3.408057E-4,0.07675135,6.687133E-4,0.006073284,0.00286917,4.727574E-5,4.813816E-5,0.0289682,0.00189144,4.14114E-4,6.90016E-4,1.387343E-4,5.374251E-4,1.894647E-5,9.923819E-5,5.076575E-5,0.00577349,5.050897E-4,9.151438E-5,0.01207434,4.052569E-4,7.324281E-4,7.260429E-6,2.398292E-4,7.658087E-6,2.527513E-4,1.31217E-5,1.913779E-7,2.943708E-4,1.731418E-7,7.429059E-4,5.088537E-5,0.001659034,3.802802E-4,2.224003E-7,0.001246563,0.002949696,2.748522E-4,2.396033E-7,5.879227E-6,5.920927E-9,8.397363E-8,1.179762E-5,2.198058E-7,5.222362E-4,8.041387,6.134219E-5,456059.3,456059.3
1.581932E-6,15.91071,5.874554E9,1597.587,1597.587,9.757202E-4,1.0,0.8127616,8.501365E-4,0.02305154,0.007769466,0.007298262,3.327195E-4,0.0770196,6.613958E-4,0.006136018,0.002862467,4.632927E-5,4.685977E-5,0.02897287,0.001876907,4.198448E-4,6.956011E-4,1.409295E-4,5.341708E-4,1.835179E-5,9.849241E-5,5.124115E-5,0.005732078,5.040616E-4,8.965257E-5,0.01207374,4.011891E-4,7.445178E-4,7.487097E-6,2.426207E-4,7.864356E-6,2.557839E-4,1.334068E-5,1.972361E-7,2.895536E-4,1.642355E-7,7.151356E-4,4.98259E-5,0.00165222,3.729835E-4,2.114736E-7,0.001218357,0.002946469,2.751382E-4,2.466296E-7,5.985257E-6,6.1595E-9,8.476792E-8,1.080105E-5,1.920703E-7,4.964302E-4,8.039306,6.132476E-5,455941.3,455941.3
1.606191E-6,15.91458,5.873232E9,1597.623,1597.623,9.757202E-4,1.0,0.8125324,8.400803E-4,0.02322988,0.007668049,0.007316551,3.258558E-4,0.07724992,6.550666E-4,0.006190299,0.002856524,4.552468E-5,4.578048E-5,0.02897571,0.00186436,4.248197E-4,7.004331E-4,1.428413E-4,5.313365E-4,1.785076E-5,9.784177E-5,5.164855E-5,0.005695924,5.031231E-4,8.806772E-5,0.01207253,3.976237E-4,7.549944E-4,7.686838E-6,2.450452E-4,8.045107E-6,2.584066E-4,1.353122E-5,2.024165E-7,2.853939E-4,1.568464E-7,6.916775E-4,4.890798E-5,0.001646229,3.667034E-4,2.023785E-7,0.00119418,0.002943698,2.753774E-4,2.528219E-7,6.077498E-6,6.372113E-9,8.545509E-8,9.997784E-6,1.706681E-7,4.749163E-4,8.037528,6.130984E-5,455840.5,455840.5
1.61301E-6,15.91565,5.871087E9,1597.633,1597.633,9.757202E-4,1.0,0.8124688,8.372934E-4,0.02327954,0.007639956,0.007321547,3.239633E-4,0.07731388,6.533017E-4,0.00620544,0.002854843,4.53026E-5,4.54838E-5,0.02897631,0.001860865,4.262102E-4,7.017809E-4,1.433767E-4,5.305429E-4,1.771321E-5,9.765941E-5,5.176153E-5,0.005685786,5.028532E-4,8.762997E-5,0.01207208,3.966218E-4,7.579193E-4,7.743164E-6,2.45723E-4,8.095907E-6,2.59138E-4,1.358455E-5,2.038805E-7,2.842351E-4,1.548368E-7,6.852291E-4,4.865181E-5,0.001644543,3.649573E-4,1.999002E-7,0.001187474,0.002942928,2.754427E-4,2.545683E-7,6.103311E-6,6.432476E-9,8.564677E-8,9.783157E-6,1.650998E-7,4.690486E-4,8.037036,6.13057E-5,455812.6,455812.6
1.645636E-6,15.9207,5.851686E9,1597.681,1597.681,9.757202E-4,1.0,0.8121695,8.241914E-4,0.02351438,0.007507954,0.007344626,3.151207E-4,0.07761528,6.449411E-4,0.006277204,0.002846741,4.426359E-5,4.410279E-5,0.02897796,0.001844331,4.328167E-4,7.081688E-4,1.459264E-4,5.267639E-4,1.707395E-5,9.679014E-5,5.229314E-5,0.005637439,5.015275E-4,8.558039E-5,0.01206928,3.918326E-4,7.717952E-4,8.013693E-6,2.489446E-4,8.338887E-6,2.626032E-4,1.383837E-5,2.109319E-7,2.787523E-4,1.456054E-7,6.552195E-4,4.743755E-5,0.001636463,3.567159E-4,1.884883E-7,0.001155921,0.002939298,2.757445E-4,2.629573E-7,6.226129E-6,6.724857E-9,8.655517E-8,8.818499E-6,1.408667E-7,4.420021E-4,8.034727,6.128625E-5,455681.6,455681.6
1.656475E-6,15.92235,5.841849E9,1597.696,1597.696,9.757202E-4,1.0,0.8120719,8.199227E-4,0.0235914,0.007464973,0.007351994,3.122598E-4,0.07771375,6.421945E-4,0.006300795,0.002844028,4.39269E-5,4.365778E-5,0.02897809,0.001838907,4.349944E-4,7.102689E-4,1.46769E-4,5.255153E-4,1.686833E-5,9.65026E-5,5.246649E-5,0.005621437,5.010749E-4,8.491573E-5,0.01206813,3.90244E-4,7.763614E-4,8.103938E-6,2.50007E-4,8.41957E-6,2.637419E-4,1.39222E-5,2.132917E-7,2.769535E-4,1.426751E-7,6.455551E-4,4.703846E-5,0.001633775,3.540194E-4,1.848562E-7,0.001145632,0.002938111,2.758408E-4,2.657564E-7,6.266678E-6,6.823306E-9,8.68538E-8,8.519847E-6,1.336377E-7,4.333845E-4,8.033975,6.127991E-5,455638.9,455638.9
1.669293E-6,15.92428,5.828231E9,1597.715,1597.715,9.757202E-4,1.0,0.8119575,8.149269E-4,0.02368186,0.007414687,0.007360524,3.089242E-4,0.07782916,6.38966E-4,0.006328538,0.002840808,4.353397E-5,4.314E-5,0.02897799,0.001832536,4.375591E-4,7.127386E-4,1.477627E-4,5.240432E-4,1.662932E-5,9.616338E-5,5.266945E-5,0.005602554,5.005322E-4,8.41398E-5,0.01206662,3.883674E-4,7.817336E-4,8.210888E-6,2.512583E-4,8.514954E-6,2.650806E-4,1.402103E-5,2.160932E-7,2.748407E-4,1.392933E-7,6.343158E-4,4.656931E-5,0.001630595,3.508566E-4,1.806585E-7,0.001133586,0.00293672,2.759523E-4,2.69074E-7,6.314469E-6,6.940569E-9,8.720498E-8,8.179752E-6,1.255663E-7,4.234191E-4,8.033096,6.127249E-5,455589.1,455589.1
1.681445E-6,15.92609,5.813262E9,1597.733,1597.733,9.757202E-4,1.0,0.8118502,8.102424E-4,0.023767,0.007367552,0.007368427,3.05809E-4,0.07793754,6.359248E-4,0.006354684,0.002837744,4.316664E-5,4.265748E-5,0.02897763,0.001826539,4.3998E-4,7.150663E-4,1.48702E-4,5.226521E-4,1.640681E-5,9.584261E-5,5.285984E-5,0.005584692,5.000104E-4,8.341421E-5,0.01206505,3.865906E-4,7.867991E-4,8.312511E-6,2.524397E-4,8.605351E-6,2.66342E-4,1.411441E-5,2.187602E-7,2.728519E-4,1.36169E-7,6.238486E-4,4.612739E-5,0.001627579,3.478842E-4,1.767746E-7,0.001122286,0.002935414,2.760557E-4,2.72227E-7,6.359616E-6,7.052589E-9,8.753596E-8,7.870044E-6,1.183692E-7,4.141938E-4,8.032273,6.126554E-5,455542.4,455542.4
1.721961E-6,15.93198,5.750858E9,1597.791,1597.791,9.757202E-4,1.0,0.8114999,7.949779E-4,0.02404659,0.007214071,0.007393548,2.957424E-4,0.07829187,6.25923E-4,0.006440775,0.002827451,4.1977E-5,4.11049E-5,0.02897473,0.001806847,4.479768E-4,7.227323E-4,1.518138E-4,5.180459E-4,1.56924E-5,9.477933E-5,5.348073E-5,0.005525444,4.98223E-4,8.106313E-5,0.0120589,3.806871E-4,8.034939E-4,8.652788E-6,2.563438E-4,8.906413E-6,2.704931E-4,1.442357E-5,2.277269E-7,2.663213E-4,1.262969E-7,5.902275E-4,4.467455E-5,0.001617521,3.381544E-4,1.644645E-7,0.001085447,0.002931138,2.763841E-4,2.827886E-7,6.508996E-6,7.431876E-9,8.86259E-8,6.920081E-6,9.722403E-8,3.849214E-4,8.029595,6.124286E-5,455390.5,455390.5
1.741241E-6,15.93472,5.714582E9,1597.819,1597.819,9.757202E-4,1.0,0.8113371,7.879006E-4,0.02417738,0.007142966,0.00740486,2.911197E-4,0.07845677,6.212376E-4,0.006481168,0.002822517,4.142922E-5,4.039527E-5,0.02897246,0.001797637,4.517426E-4,7.263302E-4,1.532838E-4,5.158715E-4,1.536669E-5,9.427679E-5,5.376883E-5,0.005497421,4.97348E-4,7.998016E-5,0.01205549,3.77891E-4,8.113341E-4,8.815473E-6,2.58183E-4,9.049476E-6,2.724396E-4,1.456952E-5,2.320343E-7,2.632673E-4,1.21879E-7,5.748995E-4,4.399455E-5,0.001612736,3.336207E-4,1.589363E-7,0.001068359,0.002929147,2.76532E-4,2.878407E-7,6.579464E-6,7.615512E-9,8.913739E-8,6.50959E-6,8.85404E-8,3.717608E-4,8.028355,6.123235E-5,455320.2,455320.2
1.805051E-6,15.94347,5.568221E9,1597.909,1597.909,9.757202E-4,1.0,0.8108155,7.652906E-4,0.02460028,0.006916056,0.007439541,2.765451E-4,0.07898626,6.060661E-4,0.006612296,0.002806046,3.969518E-5,3.817093E-5,0.02896119,0.001767882,4.640291E-4,7.380171E-4,1.581003E-4,5.087565E-4,1.434929E-5,9.263006E-5,5.468997E-5,0.005405504,4.943521E-4,7.655161E-5,0.0120422,3.687121E-4,8.368111E-4,9.357042E-6,2.641869E-4,9.521802E-6,2.78753E-4,1.504732E-5,2.464721E-7,2.534012E-4,1.084286E-7,5.270766E-4,4.179753E-5,0.001596925,3.190467E-4,1.420265E-7,0.001013767,0.002922744,2.769854E-4,3.046733E-7,6.809867E-6,8.23754E-9,9.079848E-8,5.317874E-6,6.497328E-8,3.31452E-4,8.024402,6.119875E-5,455096.0,455096.0
1.81284E-6,15.9445,5.547745E9,1597.92,1597.92,9.757202E-4,1.0,0.8107535,7.626135E-4,0.02465088,0.006889214,0.007443497,2.748393E-4,0.07904924,6.042492E-4,0.006628039,0.002804023,3.949147E-5,3.791184E-5,0.02895944,0.001764325,4.655106E-4,7.394211E-4,1.586831E-4,5.078967E-4,1.423115E-5,9.243084E-5,5.47991E-5,0.005394374,4.939767E-4,7.61489E-5,0.01204038,3.676006E-4,8.398718E-4,9.423458E-6,2.649111E-4,9.579319E-6,2.795104E-4,1.510509E-5,2.482534E-7,2.52222E-4,1.069022E-7,5.215333E-4,4.153507E-5,0.001594999,3.173123E-4,1.400997E-7,0.001007305,0.002921981,2.770371E-4,3.067393E-7,6.837696E-6,8.314964E-9,9.099799E-8,5.188383E-6,6.256749E-8,3.268545E-4,8.023934,6.119477E-5,455069.5,455069.5
1.857831E-6,15.95036,5.420169E9,1597.981,1597.981,9.757202E-4,1.0,0.8104027,7.474856E-4,0.02493899,0.006737627,0.007465247,2.652806E-4,0.07940629,5.939015E-4,0.006717885,0.002792292,3.834659E-5,3.646448E-5,0.02894786,0.001744092,4.739922E-4,7.474381E-4,1.620278E-4,5.02967E-4,1.357267E-5,9.12879E-5,5.541593E-5,0.005330488,4.917711E-4,7.388635E-5,0.01202906,3.612231E-4,8.573458E-4,9.808268E-6,2.690584E-4,9.910882E-6,2.838305E-4,1.543656E-5,2.586221E-7,2.455153E-4,9.853464E-8,4.906941E-4,4.004375E-5,0.001583896,3.07478E-4,1.295069E-7,9.708044E-4,0.002917654,2.773212E-4,3.18718E-7,6.997197E-6,8.768438E-9,9.213704E-8,4.500034E-6,5.031623E-8,3.015641E-4,8.021295,6.117229E-5,454919.8,454919.8
