Time_Soln#13 (sec),Volume_Soln#13 (cm3),Volumetric_heat_production_rate_Soln#13 (erg/cm3-sec),Surface_temperature_Soln#13 (K),Temperature_Soln#13 (K),Mass_Soln#13 (g),Pressure_Soln#13 (atm),Mole_fraction_H2_Soln#13 (),Mole_fraction_H_Soln#13 (),Mole_fraction_CH4_Soln#13 (),Mole_fraction_CH3_Soln#13 (),Mole_fraction_C2H6_Soln#13 (),Mole_fraction_C2H5_Soln#13 (),Mole_fraction_C2H4_Soln#13 (),Mole_fraction_C2H3_Soln#13 (),Mole_fraction_C2H2_Soln#13 (),Mole_fraction_C3H8_Soln#13 (),Mole_fraction_IC3H7_Soln#13 (),Mole_fraction_NC3H7_Soln#13 (),Mole_fraction_C3H6_Soln#13 (),Mole_fraction_C3H5-A_Soln#13 (),Mole_fraction_C3H4-P_Soln#13 (),Mole_fraction_C3H4-A_Soln#13 (),Mole_fraction_NC4H10_Soln#13 (),Mole_fraction_PC4H9_Soln#13 (),Mole_fraction_IC4H10_Soln#13 (),Mole_fraction_IC4H8_Soln#13 (),Mole_fraction_C4H8-1_Soln#13 (),Mole_fraction_C4H8-2_Soln#13 (),Mole_fraction_C4H71-3_Soln#13 (),Mole_fraction_C4H6_Soln#13 (),Mole_fraction_C4H5_Soln#13 (),Mole_fraction_C4H4_Soln#13 (),Mole_fraction_C4H2_Soln#13 (),Mole_fraction_C6H6_Soln#13 (),Mole_fraction_FULVENE_Soln#13 (),Mole_fraction_C5H6_Soln#13 (),Mole_fraction_C10H8_Soln#13 (),Mole_fraction_NC5H12_Soln#13 (),Mole_fraction_NC5H10_Soln#13 (),Mole_fraction_B1M3_Soln#13 (),Mole_fraction_LC5H8_Soln#13 (),Mole_fraction_DIALLYL_Soln#13 (),Mole_fraction_NC6H12_Soln#13 (),Mole_fraction_NC7H14_Soln#13 (),Mole_fraction_C7H8_Soln#13 (),Mole_fraction_C7H7_Soln#13 (),Mole_fraction_C6H5C2H_Soln#13 (),Mole_fraction_C6H5C2H3_Soln#13 (),Mole_fraction_C6H5C2H5_Soln#13 (),Mole_fraction_INDENE_Soln#13 (),Mole_fraction_C12H8_Soln#13 (),Mole_fraction_C14H10_Soln#13 (),Mole_fraction_BIN1B_Soln#13 (),Mole_fraction_NC12H26_Soln#13 (),Mole_fraction_NC16H34_Soln#13 (),Mole_fraction_NC10H20_Soln#13 (),Molecular_weight_Soln#13 (g/mole),Mass_density_Soln#13 (g/cm3),Unburned_hydrocarbons_Soln#13 (ppm),Volatile_organic_compounds_Soln#13 (ppm)
0.02870679,15.83502,-816212.0,1320.505,1320.505,0.001128177,1.0,0.7636962,2.473949E-6,0.08490922,6.426081E-6,0.00256812,1.557643E-6,0.102361,9.891521E-7,0.03162187,4.684469E-6,3.296539E-9,1.537683E-9,2.518383E-4,1.538794E-6,3.411707E-4,1.332894E-4,2.192968E-7,2.517973E-10,1.895141E-9,9.673039E-7,3.074222E-6,4.108524E-6,7.986659E-7,0.002550661,2.252116E-7,0.001701092,3.424845E-4,0.006491346,5.492678E-5,0.001188402,2.125105E-4,2.922906E-10,1.261173E-7,2.257609E-8,2.452346E-7,1.088317E-9,2.852459E-10,5.997259E-12,0.00100723,8.45621E-6,1.505972E-4,1.125038E-4,1.25152E-6,6.356054E-5,2.950354E-5,2.806378E-5,2.099969E-6,-7.027051E-29,-2.387066E-85,-3.691102E-11,7.719984,7.124566E-5,437831.3,437831.3
0.029,15.83544,-778846.0,1320.452,1320.452,0.001128177,1.0,0.7637168,2.473108E-6,0.08500571,6.426571E-6,0.002565849,1.554932E-6,0.1021524,9.881212E-7,0.03169616,4.679797E-6,3.287995E-9,1.535047E-9,2.510464E-4,1.53441E-6,3.406032E-4,1.330008E-4,2.18809E-7,2.50932E-10,1.890782E-9,9.60976E-7,3.06642E-6,4.099731E-6,7.969313E-7,0.002544174,2.245183E-7,0.001699879,3.427106E-4,0.006526516,5.490706E-5,0.001186719,2.141631E-4,2.916588E-10,1.257205E-7,2.255362E-8,2.446758E-7,1.083181E-9,2.842782E-10,4.608355E-12,9.982218E-4,8.38151E-6,1.52034E-4,1.128177E-4,1.244864E-6,6.357668E-5,2.969479E-5,2.840136E-5,2.152591E-6,-5.909579E-29,-7.376155E-86,-3.268347E-11,7.71947,7.124377E-5,437802.2,437802.2
0.02998499,15.83697,-657898.8,1320.292,1320.292,0.001128177,1.0,0.7637861,2.470765E-6,0.08532738,6.429665E-6,0.002557902,1.545942E-6,0.1014601,9.848426E-7,0.03193947,4.664508E-6,3.261328E-9,1.526529E-9,2.485721E-4,1.520571E-6,3.389001E-4,1.321173E-4,2.171151E-7,2.480469E-10,1.877712E-9,9.422859E-7,3.040505E-6,4.069942E-6,7.911105E-7,0.002522544,2.222577E-7,0.001695897,3.434039E-4,0.006643517,5.483544E-5,0.001181081,2.197358E-4,2.894971E-10,1.244194E-7,2.247444E-8,2.428933E-7,1.066877E-9,2.812472E-10,5.086094E-12,9.687645E-4,8.138506E-6,1.568616E-4,1.138628E-4,1.223041E-6,6.361659E-5,3.033871E-5,2.953494E-5,2.335164E-6,-3.30272E-29,-1.677892E-87,-3.067238E-11,7.717786,7.123686E-5,437706.7,437706.7
0.03,15.837,-656108.3,1320.289,1320.289,0.001128177,1.0,0.7637871,2.470735E-6,0.08533225,6.429729E-6,0.002557777,1.545807E-6,0.1014497,9.847948E-7,0.0319431,4.664279E-6,3.260944E-9,1.526403E-9,2.485365E-4,1.52037E-6,3.388764E-4,1.321048E-4,2.170887E-7,2.480033E-10,1.87753E-9,9.42029E-7,3.040113E-6,4.069485E-6,7.910218E-7,0.002522216,2.22224E-7,0.001695837,3.434137E-4,0.006645286,5.483428E-5,0.001180995,2.19821E-4,2.894637E-10,1.243999E-7,2.247319E-8,2.428671E-7,1.066639E-9,2.812109E-10,5.236863E-12,9.683249E-4,8.134894E-6,1.569351E-4,1.138786E-4,1.222714E-6,6.361704E-5,3.034855E-5,2.955221E-5,2.338016E-6,-3.273569E-29,-1.581946E-87,-3.131167E-11,7.717761,7.123675E-5,437705.2,437705.2
0.03077515,15.83834,-565752.1,1320.182,1320.182,0.001128177,1.0,0.7638419,2.469402E-6,0.08558275,6.43368E-6,0.002551169,1.538857E-6,0.100914,9.824082E-7,0.03212793,4.652535E-6,3.241895E-9,1.520037E-9,2.46767E-4,1.510342E-6,3.377349E-4,1.314938E-4,2.156969E-7,2.457535E-10,1.868706E-9,9.297882E-7,3.01998E-6,4.045766E-6,7.864466E-7,0.002505364,2.205162E-7,0.001692793,3.438927E-4,0.006736129,5.477147E-5,0.001176576,2.242302E-4,2.877183E-10,1.234E-7,2.240676E-8,2.415517E-7,1.054699E-9,2.78831E-10,5.754416E-12,9.460088E-4,7.952087E-6,1.607351E-4,1.1469E-4,1.206112E-6,6.363424E-5,3.085737E-5,3.044377E-5,2.488246E-6,-2.07217E-29,-8.050509E-89,-3.341291E-11,7.71648,7.12307E-5,437632.6,437632.6
0.031,15.83876,-540296.8,1320.154,1320.154,0.001128177,1.0,0.7638578,2.469096E-6,0.085655,6.435062E-6,0.002549193,1.536861E-6,0.10076,9.81746E-7,0.03218049,4.649152E-6,3.236643E-9,1.518242E-9,2.462789E-4,1.507558E-6,3.374326E-4,1.313289E-4,2.15284E-7,2.451049E-10,1.866347E-9,9.265886E-7,3.014174E-6,4.03884E-6,7.851201E-7,0.002500503,2.200319E-7,0.001691922,3.440216E-4,0.006762282,5.475214E-5,0.001175296,2.255131E-4,2.872046E-10,1.231118E-7,2.238682E-8,2.41182E-7,1.051359E-9,2.780566E-10,4.60328E-12,9.396736E-4,7.900387E-6,1.618374E-4,1.149234E-4,1.201386E-6,6.363714E-5,3.100538E-5,3.070229E-5,2.53292E-6,-1.815222E-29,-3.265104E-89,-3.033855E-11,7.716115,7.122885E-5,437611.9,437611.9
0.032,15.8407,-430883.0,1320.045,1320.045,0.001128177,1.0,0.7639288,2.468141E-6,0.08597427,6.442389E-6,0.002540098,1.52808E-6,0.1000827,9.789515E-7,0.03240895,4.634143E-6,3.214529E-9,1.510508E-9,2.442229E-4,1.495758E-6,3.362228E-4,1.306529E-4,2.134017E-7,2.422384E-10,1.856736E-9,9.139654E-7,2.988507E-6,4.00781E-6,7.79224E-7,0.002479018,2.179335E-7,0.001688107,3.445474E-4,0.006877589,5.466007E-5,0.001169618,2.312398E-4,2.848824E-10,1.218463E-7,2.22946E-8,2.395902E-7,1.037065E-9,2.748397E-10,3.93401E-12,9.12202E-4,7.677163E-6,1.667401E-4,1.159513E-4,1.180827E-6,6.364031E-5,3.166618E-5,3.18515E-5,2.737472E-6,-1.006746E-29,-7.592366E-91,-2.565327E-11,7.714529,7.122012E-5,437521.9,437521.9
0.033,15.84281,-327427.3,1319.959,1319.959,0.001128177,1.0,0.7639999,2.46783E-6,0.0862903,6.451569E-6,0.002530492,1.51945E-6,0.09941728,9.763924E-7,0.03262898,4.619045E-6,3.194177E-9,1.503154E-9,2.423303E-4,1.484806E-6,3.352085E-4,1.30061E-4,2.114474E-7,2.394037E-10,1.848315E-9,9.036268E-7,2.963043E-6,3.976409E-6,7.733324E-7,0.002457749,2.159216E-7,0.00168437,3.450019E-4,0.006991273,5.455768E-5,0.001163955,2.370013E-4,2.824989E-10,1.205959E-7,2.219665E-8,2.380689E-7,1.023552E-9,2.716983E-10,5.42914E-12,8.858579E-4,7.464555E-6,1.716425E-4,1.169615E-4,1.160995E-6,6.362939E-5,3.233179E-5,3.299981E-5,2.951929E-6,-5.585742E-30,-1.713703E-92,-3.009821E-11,7.712998,7.121061E-5,437435.1,437435.1
0.03380723,15.84464,-247974.3,1319.906,1319.906,0.001128177,1.0,0.7640574,2.468023E-6,0.08654317,6.460243E-6,0.002522371,1.512586E-6,0.09888835,9.744864E-7,0.03280078,4.606688E-6,3.178797E-9,1.497463E-9,2.409006E-4,1.47649E-6,3.345104E-4,1.296354E-4,2.098213E-7,2.371347E-10,1.842175E-9,8.966469E-7,2.942596E-6,3.950805E-6,7.685791E-7,0.00244073,2.143561E-7,0.001681398,3.453235E-4,0.007081905,5.446738E-5,0.001159393,2.416775E-4,2.805315E-10,1.195912E-7,2.21135E-8,2.368796E-7,1.0131E-9,2.690675E-10,5.390172E-12,8.653793E-4,7.300243E-6,1.755993E-4,1.177636E-4,1.145491E-6,6.361209E-5,3.287312E-5,3.392612E-5,3.132435E-6,-3.472393E-30,-8.22642E-94,-2.978544E-11,7.711801,7.120239E-5,437367.2,437367.2
0.034,15.84509,-229523.3,1319.896,1319.896,0.001128177,1.0,0.7640711,2.468126E-6,0.08660328,6.462477E-6,0.002520382,1.51096E-6,0.09876312,9.740517E-7,0.03284105,4.603706E-6,3.175247E-9,1.496136E-9,2.405708E-4,1.474567E-6,3.343582E-4,1.295401E-4,2.094267E-7,2.365961E-10,1.840781E-9,8.951399E-7,2.937725E-6,3.944658E-6,7.674443E-7,0.002436686,2.139898E-7,0.001680692,3.453948E-4,0.007103398,5.444479E-5,0.001158305,2.427977E-4,2.80056E-10,1.193509E-7,2.20931E-8,2.365998E-7,1.010657E-9,2.683755E-10,4.377245E-12,8.605921E-4,7.261955E-6,1.76544E-4,1.179534E-4,1.141855E-6,6.360697E-5,3.300299E-5,3.414723E-5,3.176557E-6,-3.100416E-30,-3.810121E-94,-2.720027E-11,7.71152,7.120036E-5,437351.3,437351.3
0.035,15.84753,-136758.1,1319.855,1319.855,0.001128177,1.0,0.7641424,2.468989E-6,0.08691342,6.47499E-6,0.002509783,1.5026E-6,0.09811967,9.719122E-7,0.03304564,4.588017E-6,3.157465E-9,1.489422E-9,2.389195E-4,1.464931E-6,3.336449E-4,1.290791E-4,2.073456E-7,2.338185E-10,1.833888E-9,8.88141E-7,2.912517E-6,3.912582E-6,7.615596E-7,0.002415817,2.121317E-7,0.001677056,3.457354E-4,0.007214032,5.432146E-5,0.001152663,2.486287E-4,2.775571E-10,1.181096E-7,2.198418E-8,2.351689E-7,9.982512E-10,2.650605E-10,3.918956E-12,8.36349E-4,7.068717E-6,1.814438E-4,1.189266E-4,1.123368E-6,6.357546E-5,3.368043E-5,3.529381E-5,3.411537E-6,-1.720247E-30,-8.907635E-96,-2.487723E-11,7.710093,7.118941E-5,437270.3,437270.3
0.036,15.85012,-48791.62,1319.834,1319.834,0.001128177,1.0,0.7642136,2.470391E-6,0.08722089,6.489015E-6,0.002498706,1.49436E-6,0.09748647,9.699599E-7,0.03324314,4.571898E-6,3.140621E-9,1.482984E-9,2.373578E-4,1.455811E-6,3.330473E-4,1.286691E-4,2.052093E-7,2.310691E-10,1.827451E-9,8.823487E-7,2.887392E-6,3.880205E-6,7.556782E-7,0.002395134,2.103422E-7,0.001673448,3.460311E-4,0.007323229,5.418782E-5,0.001147026,2.544942E-4,2.750054E-10,1.168681E-7,2.187008E-8,2.337655E-7,9.86239E-10,2.617022E-10,3.552673E-12,8.130847E-4,6.88433E-6,1.863412E-4,1.198807E-4,1.105504E-6,6.353696E-5,3.436476E-5,3.643961E-5,3.657144E-6,-9.544896E-31,-2.456645E-97,-2.196395E-11,7.708712,7.117778E-5,437192.0,437192.0
0.037,15.85285,34699.22,1319.832,1319.832,0.001128177,1.0,0.7642849,2.472301E-6,0.08752584,6.504463E-6,0.002487167,1.486232E-6,0.09686304,9.681819E-7,0.03343394,4.555293E-6,3.124546E-9,1.476796E-9,2.358704E-4,1.447136E-6,3.325478E-4,1.283029E-4,2.030228E-7,2.283479E-10,1.82132E-9,8.775312E-7,2.862331E-6,3.847552E-6,7.498004E-7,0.002374631,2.086165E-7,0.001669855,3.462889E-4,0.007431041,5.404407E-5,0.00114139,2.603938E-4,2.724045E-10,1.156244E-7,2.175104E-8,2.323811E-7,9.745447E-10,2.583281E-10,3.6053E-12,7.907557E-4,6.708299E-6,1.912354E-4,1.208154E-4,1.088235E-6,6.349338E-5,3.505657E-5,3.758476E-5,3.913634E-6,-5.294344E-31,-6.792E-99,-2.045543E-11,7.707376,7.116553E-5,437116.3,437116.3
0.038,15.85571,114013.4,1319.849,1319.849,0.001128177,1.0,0.764356,2.474694E-6,0.08782841,6.521258E-6,0.002475183,1.47821E-6,0.09624896,9.665664E-7,0.03361838,4.538168E-6,3.109106E-9,1.470836E-9,2.344452E-4,1.438848E-6,3.321318E-4,1.279742E-4,2.007912E-7,2.25654E-10,1.815378E-9,8.735002E-7,2.837323E-6,3.81465E-6,7.439267E-7,0.0023543,2.0695E-7,0.001666267,3.465149E-4,0.00753752,5.38905E-5,0.001135753,2.663271E-4,2.697579E-10,1.14377E-7,2.162728E-8,2.310091E-7,9.631097E-10,2.54937E-10,3.735461E-12,7.693204E-4,6.540166E-6,1.961257E-4,1.217306E-4,1.071535E-6,6.344643E-5,3.575638E-5,3.87294E-5,4.181267E-6,-2.935526E-31,-1.883322E-100,-1.974645E-11,7.706083,7.115267E-5,437042.9,437042.9
0.039,15.85871,189425.3,1319.884,1319.884,0.001128177,1.0,0.7644271,2.477544E-6,0.08812871,6.539331E-6,0.002462772,1.470285E-6,0.09564381,9.651024E-7,0.03379678,4.520504E-6,3.094192E-9,1.465085E-9,2.330726E-4,1.4309E-6,3.317873E-4,1.276782E-4,1.98519E-7,2.229869E-10,1.809535E-9,8.701027E-7,2.812361E-6,3.781525E-6,7.380578E-7,0.002334136,2.053388E-7,0.001662675,3.467144E-4,0.007642711,5.372743E-5,0.001130111,2.722936E-4,2.670695E-10,1.131249E-7,2.149904E-8,2.296447E-7,9.518886E-10,2.515312E-10,3.683657E-12,7.487394E-4,6.379505E-6,2.010112E-4,1.226261E-4,1.05538E-6,6.339767E-5,3.646469E-5,3.987369E-5,4.460311E-6,-1.626707E-31,-5.371785E-102,-1.901291E-11,7.70483,7.113924E-5,436971.9,436971.9
0.04,15.86182,261186.2,1319.935,1319.935,0.001128177,1.0,0.7644981,2.480831E-6,0.08842688,6.558619E-6,0.002449954,1.462452E-6,0.0950472,9.637801E-7,0.03396945,4.50229E-6,3.07972E-9,1.459527E-9,2.317448E-4,1.423252E-6,3.315041E-4,1.274105E-4,1.962109E-7,2.203459E-10,1.803721E-9,8.672147E-7,2.787441E-6,3.748202E-6,7.321944E-7,0.002314134,2.037793E-7,0.001659073,3.468923E-4,0.007746658,5.355522E-5,0.001124462,2.782928E-4,2.643429E-10,1.118676E-7,2.136657E-8,2.282845E-7,9.408464E-10,2.480805E-10,3.32766E-12,7.28976E-4,6.225927E-6,2.058913E-4,1.235018E-4,1.039747E-6,6.334849E-5,3.718195E-5,4.101784E-5,4.751048E-6,-9.014211E-32,-2.721205E-103,-1.287638E-11,7.703616,7.112527E-5,436903.0,436903.0
0.041,15.86505,329547.0,1320.002,1320.002,0.001128177,1.0,0.764569,2.484531E-6,0.08872301,6.579064E-6,0.002436748,1.454707E-6,0.09445871,9.6259E-7,0.03413669,4.483531E-6,3.065619E-9,1.454147E-9,2.304553E-4,1.415871E-6,3.312739E-4,1.271676E-4,1.938712E-7,2.177317E-10,1.797882E-9,8.647334E-7,2.762566E-6,3.714706E-6,7.263374E-7,0.002294287,2.022679E-7,0.001655452,3.470529E-4,0.007849407,5.337428E-5,0.001118803,2.843237E-4,2.615823E-10,1.10606E-7,2.123014E-8,2.269255E-7,9.299566E-10,2.446489E-10,3.754719E-12,7.099909E-4,6.079032E-6,2.107652E-4,1.243578E-4,1.024613E-6,6.330011E-5,3.79085E-5,4.216204E-5,5.053694E-6,-5.013039E-32,-1.26618E-104,-1.144687E-11,7.702439,7.111079E-5,436836.2,436836.2
0.042,15.86839,394706.3,1320.084,1320.084,0.001128177,1.0,0.7646397,2.488629E-6,0.0890172,6.600619E-6,0.002423174,1.447043E-6,0.09387804,9.615242E-7,0.03429875,4.464231E-6,3.051835E-9,1.448934E-9,2.291993E-4,1.408729E-6,3.3109E-4,1.269466E-4,1.915039E-7,2.151433E-10,1.791979E-9,8.625792E-7,2.737735E-6,3.681061E-6,7.204877E-7,0.002274593,2.008016E-7,0.001651808,3.471998E-4,0.007950994,5.318496E-5,0.001113132,2.90386E-4,2.587908E-10,1.093398E-7,2.108995E-8,2.255652E-7,9.191988E-10,2.411988E-10,3.41585E-12,6.917542E-4,5.93851E-6,2.156321E-4,1.251942E-4,1.009961E-6,6.325366E-5,3.864475E-5,4.330655E-5,5.368579E-6,-2.786798E-32,-3.670795E-105,-8.000528E-12,7.701296,7.109581E-5,436771.4,436771.4
0.043,15.87184,456865.7,1320.181,1320.181,0.001128177,1.0,0.7647103,2.493106E-6,0.08930954,6.623241E-6,0.002409251,1.439458E-6,0.09330485,9.605752E-7,0.03445586,4.444403E-6,3.038324E-9,1.443875E-9,2.279727E-4,1.401805E-6,3.309467E-4,1.267451E-4,1.891128E-7,2.125806E-10,1.78598E-9,8.606858E-7,2.712955E-6,3.647291E-6,7.146463E-7,0.002255047,1.993776E-7,0.001648137,3.473364E-4,0.008051454,5.298766E-5,0.001107446,2.96479E-4,2.559725E-10,1.080699E-7,2.094626E-8,2.242017E-7,9.085583E-10,2.377905E-10,4.036891E-12,6.742336E-4,5.804039E-6,2.204915E-4,1.260109E-4,9.95771E-7,6.321009E-5,3.939103E-5,4.44516E-5,5.695982E-6,-1.529429E-32,-3.967807E-106,-1.706826E-11,7.700187,7.108037E-5,436708.5,436708.5
0.044,15.87539,516185.5,1320.292,1320.292,0.001128177,1.0,0.7647808,2.497949E-6,0.0896001,6.646895E-6,0.002394996,1.431947E-6,0.09273887,9.597369E-7,0.03460822,4.424059E-6,3.025053E-9,1.438963E-9,2.267722E-4,1.39508E-6,3.308392E-4,1.265611E-4,1.867014E-7,2.100438E-10,1.779864E-9,8.589999E-7,2.688227E-6,3.613415E-6,7.088143E-7,0.002235647,1.979937E-7,0.001644435,3.474655E-4,0.008150816,5.27827E-5,0.001101744,3.02602E-4,2.531302E-10,1.067966E-7,2.079926E-8,2.22832E-7,8.980228E-10,2.343182E-10,3.615892E-12,6.57404E-4,5.675369E-6,2.253425E-4,1.26808E-4,9.820298E-7,6.317035E-5,4.014771E-5,4.559748E-5,6.036306E-6,-8.43565E-33,-4.987375E-108,-3.674759E-11,7.699109,7.106448E-5,436647.4,436647.4
0.045,15.87904,572865.0,1320.415,1320.415,0.001128177,1.0,0.7648511,2.503141E-6,0.08988896,6.671537E-6,0.002380431,1.424506E-6,0.09217975,9.590019E-7,0.0347561,4.403223E-6,3.011988E-9,1.434184E-9,2.255947E-4,1.388536E-6,3.307634E-4,1.263927E-4,1.842734E-7,2.075314E-10,1.773615E-9,8.574756E-7,2.663559E-6,3.579457E-6,7.029925E-7,0.002216387,1.96647E-7,0.001640697,3.475899E-4,0.008249121,5.257055E-5,0.001096024,3.087542E-4,2.502672E-10,1.055202E-7,2.064922E-8,2.214603E-7,8.875841E-10,2.308166E-10,2.973253E-12,6.412305E-4,5.552166E-6,2.301844E-4,1.275857E-4,9.687167E-7,6.313518E-5,4.091499E-5,4.674447E-5,6.389742E-6,-4.640708E-33,-1.590777E-109,-2.226076E-11,7.698063,7.104816E-5,436588.1,436588.1
0.046,15.88277,627061.9,1320.551,1320.551,0.001128177,1.0,0.7649212,2.50867E-6,0.0901762,6.697134E-6,0.002365577,1.417133E-6,0.09162721,9.583642E-7,0.0348997,4.381917E-6,2.999108E-9,1.429534E-9,2.244381E-4,1.382159E-6,3.307157E-4,1.262383E-4,1.818321E-7,2.05045E-10,1.767224E-9,8.560776E-7,2.63896E-6,3.545437E-6,6.971822E-7,0.002197265,1.953354E-7,0.001636923,3.477117E-4,0.008346402,5.235158E-5,0.001090284,3.149346E-4,2.473876E-10,1.042429E-7,2.049636E-8,2.200849E-7,8.772369E-10,2.27383E-10,3.999284E-12,6.256854E-4,5.434169E-6,2.350168E-4,1.283443E-4,9.558155E-7,6.310527E-5,4.169309E-5,4.789286E-5,6.756586E-6,-2.56362E-33,3.348626E-112,-1.768594E-11,7.697045,7.103145E-5,436530.3,436530.3
0.047,15.8866,678889.2,1320.7,1320.7,0.001128177,1.0,0.7649912,2.514525E-6,0.09046188,6.723666E-6,0.002350446,1.409825E-6,0.09108105,9.578197E-7,0.03503916,4.360155E-6,2.986395E-9,1.425003E-9,2.233007E-4,1.375938E-6,3.306936E-4,1.260969E-4,1.793803E-7,2.025824E-10,1.760684E-9,8.547787E-7,2.614433E-6,3.511373E-6,6.913843E-7,0.002178279,1.940573E-7,0.00163311,3.478329E-4,0.008442675,5.212607E-5,0.001084523,3.21143E-4,2.444937E-10,1.029636E-7,2.034085E-8,2.187037E-7,8.66976E-10,2.238961E-10,3.029013E-12,6.107505E-4,5.321203E-6,2.398387E-4,1.290837E-4,9.433168E-7,6.308128E-5,4.248238E-5,4.904298E-5,7.137329E-6,-1.410259E-33,-1.021139E-111,-1.410839E-11,7.696055,7.101434E-5,436474.2,436474.2
0.048,15.89051,728521.9,1320.859,1320.859,0.001128177,1.0,0.765061,2.520692E-6,0.09074607,6.751095E-6,0.002335063,1.402579E-6,0.09054094,9.573619E-7,0.03517471,4.33797E-6,2.973831E-9,1.420586E-9,2.221806E-4,1.369861E-6,3.306942E-4,1.259671E-4,1.769213E-7,2.001453E-10,1.753993E-9,8.535541E-7,2.589988E-6,3.477285E-6,6.855999E-7,0.002159424,1.928102E-7,0.001629256,3.479553E-4,0.008537983,5.189447E-5,0.001078739,3.27378E-4,2.415891E-10,1.016852E-7,2.018295E-8,2.173171E-7,8.567998E-10,2.205454E-10,4.2664E-12,5.963919E-4,5.212959E-6,2.446497E-4,1.298044E-4,9.312E-7,6.306366E-5,4.328288E-5,5.019512E-5,7.532085E-6,-7.715986E-34,-7.598488E-113,-2.639018E-11,7.695093,7.099687E-5,436419.6,436419.6
0.049,15.8945,776061.6,1321.03,1321.03,0.001128177,1.0,0.7651307,2.527164E-6,0.09102881,6.779404E-6,0.002319442,1.395392E-6,0.09000668,9.569871E-7,0.03530649,4.315379E-6,2.961406E-9,1.416276E-9,2.210766E-4,1.36392E-6,3.307158E-4,1.258482E-4,1.744576E-7,1.977322E-10,1.747152E-9,8.523855E-7,2.565628E-6,3.44319E-6,6.798299E-7,0.002140701,1.915927E-7,0.001625361,3.480804E-4,0.008632344,5.165707E-5,0.001072931,3.336391E-4,2.386758E-10,1.00407E-7,2.002282E-8,2.159244E-7,8.46705E-10,2.17079E-10,3.630864E-12,5.825917E-4,5.109271E-6,2.494492E-4,1.305063E-4,9.194553E-7,6.305294E-5,4.409487E-5,5.134964E-5,7.941329E-6,-4.218833E-34,-1.428017E-114,-2.958784E-11,7.694156,7.097904E-5,436366.5,436366.5
0.05,15.89857,821637.9,1321.212,1321.212,0.001128177,1.0,0.7652001,2.533929E-6,0.09131018,6.808566E-6,0.002303602,1.388263E-6,0.08947803,9.566905E-7,0.03543467,4.292408E-6,2.949108E-9,1.412067E-9,2.199875E-4,1.358107E-6,3.307563E-4,1.257392E-4,1.719919E-7,1.953433E-10,1.740162E-9,8.512578E-7,2.541363E-6,3.409103E-6,6.740753E-7,0.002122104,1.904031E-7,0.001621423,3.482095E-4,0.008725787,5.141422E-5,0.001067098,3.399254E-4,2.357569E-10,9.913033E-8,1.986067E-8,2.145273E-7,8.366916E-10,2.136485E-10,3.204586E-12,5.693246E-4,5.009914E-6,2.542365E-4,1.311898E-4,9.080679E-7,6.304948E-5,4.491846E-5,5.250685E-5,8.36533E-6,-2.302946E-34,-2.842047E-116,-2.804733E-11,7.693244,7.096088E-5,436314.8,436314.8
0.051,15.90271,865340.8,1321.403,1321.403,0.001128177,1.0,0.7652694,2.54098E-6,0.09159021,6.838568E-6,0.002287557,1.381191E-6,0.08895482,9.564691E-7,0.03555938,4.269079E-6,2.93693E-9,1.407955E-9,2.189124E-4,1.352415E-6,3.308143E-4,1.256394E-4,1.695265E-7,1.929791E-10,1.733025E-9,8.501589E-7,2.5172E-6,3.375041E-6,6.683374E-7,0.002103634,1.892401E-7,0.001617441,3.483438E-4,0.00881833,5.116619E-5,0.001061239,3.462362E-4,2.328351E-10,9.785654E-8,1.969667E-8,2.131251E-7,8.267597E-10,2.103277E-10,3.687723E-12,5.565733E-4,4.914734E-6,2.590111E-4,1.31855E-4,8.970282E-7,6.305369E-5,4.575387E-5,5.366714E-5,8.804564E-6,-1.254724E-34,-5.10133E-118,-3.978848E-11,7.692356,7.09424E-5,436264.4,436264.4
0.052,15.90692,907296.4,1321.605,1321.605,0.001128177,1.0,0.7653386,2.548308E-6,0.09186896,6.869384E-6,0.002271326,1.374172E-6,0.08843678,9.56318E-7,0.0356808,4.245417E-6,2.924864E-9,1.403934E-9,2.178505E-4,1.346836E-6,3.308884E-4,1.255481E-4,1.670637E-7,1.906382E-10,1.725748E-9,8.490788E-7,2.493141E-6,3.341017E-6,6.626166E-7,0.002085287,1.881019E-7,0.001613416,3.484843E-4,0.008910003,5.091335E-5,0.001055353,3.525706E-4,2.299122E-10,9.658526E-8,1.9531E-8,2.117186E-7,8.169079E-10,2.068725E-10,2.936398E-12,5.443122E-4,4.823505E-6,2.637726E-4,1.325023E-4,8.863207E-7,6.306578E-5,4.660111E-5,5.48308E-5,9.25923E-6,-6.820114E-35,-1.121403E-119,-3.632929E-11,7.69149,7.092361E-5,436215.3,436215.3
