Time_Soln#2 (sec),Volume_Soln#2 (cm3),Volumetric_heat_production_rate_Soln#2 (erg/cm3-sec),Surface_temperature_Soln#2 (K),Temperature_Soln#2 (K),Mass_Soln#2 (g),Pressure_Soln#2 (atm),Mole_fraction_H2_Soln#2 (),Mole_fraction_CH4_Soln#2 (),Mole_fraction_CH3_Soln#2 (),Mole_fraction_C2H6_Soln#2 (),Mole_fraction_C2H5_Soln#2 (),Mole_fraction_C2H4_Soln#2 (),Mole_fraction_C2H2_Soln#2 (),Mole_fraction_C3H8_Soln#2 (),Mole_fraction_C3H6_Soln#2 (),Mole_fraction_C3H5-A_Soln#2 (),Mole_fraction_C3H4-P_Soln#2 (),Mole_fraction_C3H4-A_Soln#2 (),Mole_fraction_NC4H10_Soln#2 (),Mole_fraction_IC4H10_Soln#2 (),Mole_fraction_IC4H8_Soln#2 (),Mole_fraction_IC4H7_Soln#2 (),Mole_fraction_C4H8-1_Soln#2 (),Mole_fraction_C4H8-2_Soln#2 (),Mole_fraction_C4H71-3_Soln#2 (),Mole_fraction_C4H6_Soln#2 (),Mole_fraction_C4H4_Soln#2 (),Mole_fraction_C6H6_Soln#2 (),Mole_fraction_FULVENE_Soln#2 (),Mole_fraction_C5H6_Soln#2 (),Mole_fraction_MCPTD_Soln#2 (),Mole_fraction_NC5H12_Soln#2 (),Mole_fraction_NC5H10_Soln#2 (),Mole_fraction_B1M2_Soln#2 (),Mole_fraction_B1M3_Soln#2 (),Mole_fraction_B2M2_Soln#2 (),Mole_fraction_CYC5H8_Soln#2 (),Mole_fraction_LC5H8_Soln#2 (),Mole_fraction_DIALLYL_Soln#2 (),Mole_fraction_CYC6H8_Soln#2 (),Mole_fraction_CYC6H10_Soln#2 (),Mole_fraction_NC6H12_Soln#2 (),Mole_fraction_NC7H14_Soln#2 (),Mole_fraction_DIMEPTD_Soln#2 (),Mole_fraction_C7H8_Soln#2 (),Mole_fraction_C7H7_Soln#2 (),Mole_fraction_STILB_Soln#2 (),Mole_fraction_C6H5C2H3_Soln#2 (),Mole_fraction_C6H5C2H5_Soln#2 (),Mole_fraction_XYLENE_Soln#2 (),Mole_fraction_INDENE_Soln#2 (),Mole_fraction_C6H5C2H4C6H5_Soln#2 (),Mole_fraction_NPBENZ_Soln#2 (),Mole_fraction_NC12H26_Soln#2 (),Mole_fraction_NC16H34_Soln#2 (),Mole_fraction_NC10H20_Soln#2 (),Molecular_weight_Soln#2 (g/mole),Mass_density_Soln#2 (g/cm3),Unburned_hydrocarbons_Soln#2 (ppm),Volatile_organic_compounds_Soln#2 (ppm)
1.931047E-4,15.69203,-6.553604E7,1048.264,1048.264,0.001719126,1.0,0.9503866,1.479649E-4,5.398022E-6,1.063487E-4,6.724291E-6,5.178806E-4,1.4934E-7,5.231277E-6,2.811202E-4,1.413818E-5,8.851919E-9,2.220538E-7,2.939829E-6,9.196512E-9,1.354518E-8,1.297891E-7,9.629501E-5,5.553441E-6,2.490195E-5,7.152087E-5,3.004874E-9,2.013986E-6,2.941511E-12,2.502221E-8,1.845105E-10,9.10305E-8,8.116799E-5,7.445173E-10,8.735527E-7,3.374859E-10,7.997542E-11,4.454009E-5,1.051135E-5,8.780609E-9,7.871231E-10,8.28982E-6,9.900956E-5,2.423153E-10,0.004071479,2.983476E-6,9.279651E-12,1.154007E-10,1.198382E-7,4.593837E-8,1.975023E-11,4.651099E-9,2.05871E-7,0.01094449,0.006568887,0.02649097,9.423582,1.095538E-4,534449.1,534449.2
1.939904E-4,15.692,-6.553875E7,1048.255,1048.255,0.001719126,1.0,0.9503809,1.487734E-4,5.39928E-6,1.069206E-4,6.725501E-6,5.206674E-4,1.505886E-7,5.261219E-6,2.826396E-4,1.41445E-5,8.931267E-9,2.234634E-7,2.957179E-6,9.267153E-9,1.375742E-8,1.311454E-7,9.681812E-5,5.595364E-6,2.493863E-5,7.196439E-5,3.041151E-9,2.025164E-6,2.990806E-12,2.531777E-8,1.866205E-10,9.157453E-8,8.161632E-5,7.530802E-10,8.804393E-7,3.411963E-10,8.096631E-11,4.478494E-5,1.057857E-5,8.896387E-9,7.969051E-10,8.331766E-6,9.955001E-5,2.453727E-10,0.004071432,2.995669E-6,9.471301E-12,1.172334E-10,1.208931E-7,4.635917E-8,2.006257E-11,4.715968E-9,2.079304E-7,0.01094402,0.006568505,0.0264894,9.423524,1.09554E-4,534445.9,534445.9
1.942209E-4,15.69199,-6.553735E7,1048.253,1048.253,0.001719126,1.0,0.9503795,1.489838E-4,5.399601E-6,1.070695E-4,6.72581E-6,5.213925E-4,1.50914E-7,5.26901E-6,2.830349E-4,1.414613E-5,8.951967E-9,2.238303E-7,2.961694E-6,9.285564E-9,1.3813E-8,1.314993E-7,9.695421E-5,5.606274E-6,2.49481E-5,7.207982E-5,3.050628E-9,2.028073E-6,3.003722E-12,2.539497E-8,1.871716E-10,9.17161E-8,8.173297E-5,7.553171E-10,8.822328E-7,3.421651E-10,8.122521E-11,4.484865E-5,1.059605E-5,8.926639E-9,7.994608E-10,8.342679E-6,9.969062E-5,2.461716E-10,0.00407142,2.998834E-6,9.521631E-12,1.177133E-10,1.211682E-7,4.646884E-8,2.014435E-11,4.732931E-9,2.084677E-7,0.01094389,0.006568406,0.02648899,9.423509,1.095541E-4,534445.0,534445.0
1.952242E-4,15.69195,-6.554023E7,1048.243,1048.243,0.001719126,1.0,0.950373,1.498999E-4,5.400982E-6,1.077175E-4,6.727135E-6,5.245498E-4,1.523335E-7,5.302944E-6,2.847565E-4,1.415322E-5,9.042362E-9,2.254284E-7,2.981357E-6,9.365882E-9,1.405673E-8,1.330456E-7,9.754689E-5,5.653854E-6,2.498906E-5,7.258269E-5,3.092076E-9,2.040739E-6,3.060395E-12,2.573255E-8,1.895812E-10,9.233266E-8,8.224095E-5,7.651006E-10,8.90051E-7,3.464002E-10,8.23577E-11,4.512606E-5,1.067214E-5,9.05898E-9,8.106401E-10,8.390193E-6,1.003029E-4,2.496664E-10,0.004071367,3.01259E-6,9.742998E-12,1.198178E-10,1.223689E-7,4.694725E-8,2.050296E-11,4.807197E-9,2.108138E-7,0.01094335,0.006567973,0.02648722,9.423444,1.095544E-4,534441.3,534441.3
1.954125E-4,15.69194,-6.554075E7,1048.241,1048.241,0.001719126,1.0,0.9503718,1.500719E-4,5.401237E-6,1.078391E-4,6.727379E-6,5.251427E-4,1.526005E-7,5.309316E-6,2.850797E-4,1.415454E-5,9.059382E-9,2.257285E-7,2.98505E-6,9.38099E-9,1.41028E-8,1.333369E-7,9.765817E-5,5.662798E-6,2.499669E-5,7.267715E-5,3.099892E-9,2.043117E-6,3.071115E-12,2.579619E-8,1.900354E-10,9.244845E-8,8.233633E-5,7.669454E-10,8.915205E-7,3.471984E-10,8.257128E-11,4.517815E-5,1.068643E-5,9.083941E-9,8.127484E-10,8.399113E-6,1.004179E-4,2.503255E-10,0.004071357,3.015168E-6,9.784968E-12,1.202157E-10,1.225949E-7,4.703723E-8,2.057075E-11,4.821215E-9,2.112555E-7,0.01094325,0.006567892,0.02648688,9.423432,1.095544E-4,534440.6,534440.6
1.955669E-4,15.69193,-6.554073E7,1048.24,1048.24,0.001719126,1.0,0.9503708,1.502129E-4,5.401445E-6,1.079389E-4,6.727578E-6,5.256286E-4,1.528195E-7,5.31454E-6,2.853447E-4,1.415563E-5,9.073344E-9,2.259746E-7,2.988077E-6,9.393381E-9,1.414064E-8,1.335758E-7,9.774939E-5,5.67013E-6,2.500293E-5,7.275458E-5,3.106306E-9,2.045067E-6,3.07992E-12,2.584842E-8,1.904082E-10,9.254337E-8,8.241452E-5,7.684594E-10,8.927254E-7,3.478533E-10,8.274657E-11,4.522084E-5,1.069813E-5,9.104426E-9,8.144786E-10,8.406425E-6,1.005121E-4,2.508665E-10,0.004071349,3.017279E-6,9.819467E-12,1.205424E-10,1.227802E-7,4.711102E-8,2.062642E-11,4.832723E-9,2.116178E-7,0.01094316,0.006567826,0.02648661,9.423422,1.095544E-4,534440.0,534440.1
1.968392E-4,15.69188,-6.554174E7,1048.227,1048.227,0.001719126,1.0,0.9503626,1.513749E-4,5.403133E-6,1.087607E-4,6.729185E-6,5.296333E-4,1.546277E-7,5.357595E-6,2.875282E-4,1.416451E-5,9.188792E-9,2.280031E-7,3.013026E-6,9.495709E-9,1.445506E-8,1.355526E-7,9.850112E-5,5.730598E-6,2.505393E-5,7.339299E-5,3.159434E-9,2.061135E-6,3.153131E-12,2.628092E-8,1.93495E-10,9.332571E-8,8.305889E-5,7.81E-10,9.026667E-7,3.532751E-10,8.419875E-11,4.55727E-5,1.079457E-5,9.274154E-9,8.288129E-10,8.466675E-6,1.012888E-4,2.553485E-10,0.004071282,3.034635E-6,1.010711E-11,1.232572E-10,1.24312E-7,4.772044E-8,2.10889E-11,4.928156E-9,2.146138E-7,0.01094248,0.006567277,0.02648436,9.423339,1.095548E-4,534435.3,534435.3
2.502391E-4,15.68974,-6.518225E7,1047.697,1047.697,0.001719126,1.0,0.9500189,2.002528E-4,5.433214E-6,1.43278E-4,6.749506E-6,6.978719E-4,2.363156E-7,7.175365E-6,3.793017E-4,1.447709E-5,1.465819E-8,3.144539E-7,4.065816E-6,1.413929E-8,3.217086E-8,2.301825E-7,1.300861E-4,8.360796E-6,2.659765E-5,1.00575E-4,5.824499E-9,2.738019E-6,7.37699E-12,4.781856E-8,3.475877E-10,1.263438E-7,1.101631E-4,1.413085E-9,1.335964E-6,6.200592E-10,1.575674E-10,6.034209E-5,1.478111E-5,1.784036E-8,1.551753E-9,1.098674E-5,1.338962E-4,4.820525E-10,0.004068527,3.695504E-6,2.846759E-11,2.756731E-10,1.951039E-7,7.502377E-8,4.693525E-11,9.910111E-9,3.552315E-7,0.01091356,0.006544244,0.02638976,9.419856,1.095697E-4,534237.8,534237.8
4.346195E-4,15.68267,-6.122807E7,1045.923,1045.923,0.001719126,1.0,0.9488626,3.65786E-4,5.255324E-6,2.596101E-4,6.499486E-6,0.001264035,5.825134E-7,1.334604E-5,6.887118E-4,1.515693E-5,4.214357E-8,6.243562E-7,7.602801E-6,3.438699E-8,1.804998E-7,6.924945E-7,2.362265E-4,1.790378E-5,2.770858E-5,1.945306E-4,2.102938E-8,5.032802E-6,4.519294E-11,1.687863E-7,1.271228E-9,2.368976E-7,2.016438E-4,5.235466E-9,2.895017E-6,2.087475E-9,5.901175E-10,1.096663E-4,2.73952E-5,6.654309E-8,5.764169E-9,1.937672E-5,2.430235E-4,1.803234E-9,0.004059947,5.123168E-6,2.378331E-10,1.502491E-9,5.05415E-7,1.798613E-7,2.50661E-10,4.021331E-8,9.916852E-7,0.01081629,0.0064669,0.02607221,9.408152,1.096192E-4,533574.0,533574.0
9.920226E-4,15.66406,-4.95823E7,1041.265,1041.265,0.001719126,1.0,0.9458033,8.117568E-4,4.556341E-6,5.700474E-4,5.597423E-6,0.002758582,1.960732E-6,2.964731E-5,0.001509595,1.611046E-5,1.839462E-7,1.598585E-6,1.651216E-5,1.189922E-7,1.692828E-6,2.545831E-6,5.137019E-4,4.47655E-5,2.597881E-5,4.457058E-4,1.055968E-7,1.116864E-5,4.73928E-10,8.525743E-7,8.091577E-9,5.102114E-7,4.43516E-4,3.098628E-8,7.037832E-6,1.035973E-8,3.307545E-9,2.359414E-4,5.613839E-5,3.293519E-7,3.150846E-8,4.120605E-5,5.247989E-4,9.64667E-9,0.004039721,5.901859E-6,2.859003E-9,1.237463E-8,1.569237E-6,4.81451E-7,1.974077E-9,1.804566E-7,3.198272E-6,0.01056002,0.006264099,0.02523806,9.377382,1.097494E-4,531828.9,531828.9
0.001,15.66382,-4.944773E7,1041.205,1041.205,0.001719126,1.0,0.9457638,8.176052E-4,4.547989E-6,5.740924E-4,5.586704E-6,0.002777875,1.982786E-6,2.985782E-5,0.001520228,1.611805E-5,1.864457E-7,1.612701E-6,1.662286E-5,1.203696E-7,1.726367E-6,2.572629E-6,5.172521E-4,4.512227E-5,2.595411E-5,4.489529E-4,1.070895E-7,1.124857E-5,4.838717E-10,8.649305E-7,8.23392E-9,5.135541E-7,4.46635E-4,3.148619E-8,7.090433E-6,1.050974E-8,3.359529E-9,2.375324E-4,5.647201E-5,3.339211E-7,3.199601E-8,4.148517E-5,5.283736E-4,9.792061E-9,0.004039471,5.899605E-6,2.91761E-9,1.259972E-8,1.583828E-6,4.854598E-7,2.009058E-9,1.824909E-7,3.228316E-6,0.01055672,0.006261495,0.02522733,9.376986,1.097511E-4,531806.5,531806.5
0.001055937,15.66214,-4.852515E7,1040.789,1040.789,0.001719126,1.0,0.9454891,8.582483E-4,4.490597E-6,6.021848E-4,5.51306E-6,0.002911731,2.138761E-6,3.131869E-5,0.001594027,1.6168E-5,2.042643E-7,1.711731E-6,1.738809E-5,1.30124E-7,1.970414E-6,2.759217E-6,5.418592E-4,4.76042E-5,2.578354E-5,4.714827E-4,1.177161E-7,1.180362E-5,5.566395E-10,9.531864E-7,9.266852E-9,5.366225E-7,4.682695E-4,3.507876E-8,7.454727E-6,1.158172E-8,3.73322E-9,2.485433E-4,5.876265E-5,3.664004E-7,3.549808E-8,4.34198E-5,5.531311E-4,1.083362E-8,0.004037741,5.880199E-6,3.342886E-9,1.422485E-8,1.685242E-6,5.133486E-7,2.261091E-9,1.966321E-7,3.43689E-6,0.0105338,0.006243432,0.02515292,9.374239,1.097628E-4,531650.7,531650.7
0.00117712,15.65861,-4.664469E7,1039.913,1039.913,0.001719126,1.0,0.9449107,9.441933E-4,4.372908E-6,6.614857E-4,5.362123E-6,0.00319352,2.484E-6,3.439669E-5,0.001749522,1.625828E-5,2.445065E-7,1.926462E-6,1.898302E-5,1.517866E-7,2.550839E-6,3.154187E-6,5.935185E-4,5.286683E-5,2.542914E-5,5.189194E-4,1.416126E-7,1.297518E-5,7.324102E-10,1.153501E-6,1.171145E-8,5.844894E-7,5.137799E-4,4.335653E-8,8.217913E-6,1.401798E-8,4.596029E-9,2.715653E-4,6.345046E-5,4.391541E-7,4.356968E-8,4.748106E-5,6.04997E-4,1.321668E-8,0.004034123,5.821774E-6,4.34526E-9,1.801199E-8,1.899471E-6,5.724933E-7,2.845249E-9,2.264416E-7,3.875927E-6,0.01048559,0.006205462,0.02499642,9.36846,1.097876E-4,531323.0,531323.0
0.001343453,15.65397,-4.429709E7,1038.764,1038.764,0.001719126,1.0,0.9441508,0.0010578,4.224545E-6,7.396575E-4,5.172011E-6,0.003563364,2.971735E-6,3.844387E-5,0.001953886,1.634828E-5,3.029834E-7,2.22118E-6,2.104442E-5,1.825335E-7,3.456044E-6,3.671771E-6,6.610179E-4,5.985145E-5,2.497381E-5,5.811942E-4,1.760546E-7,1.451937E-5,1.013288E-9,1.446613E-6,1.551699E-8,6.459209E-7,5.734296E-4,5.570735E-8,9.212084E-6,1.759002E-8,5.891724E-9,3.014573E-4,6.933731E-5,5.434151E-7,5.566593E-8,5.278726E-5,6.725509E-4,1.674721E-8,0.004029415,5.720437E-6,5.881933E-9,2.374782E-8,2.181226E-6,6.510236E-7,3.723055E-9,2.653119E-7,4.449934E-6,0.01042235,0.006155735,0.02479135,9.360886,1.098201E-4,530893.4,530893.4
0.001425359,15.65176,-4.322856E7,1038.219,1038.219,0.001719126,1.0,0.9437899,0.001112024,4.156452E-6,7.768826E-4,5.084819E-6,0.003738832,3.21683E-6,4.036765E-5,0.002050951,1.638052E-5,3.329914E-7,2.366116E-6,2.201011E-5,1.980382E-7,3.944779E-6,3.915098E-6,6.929177E-4,6.319589E-5,2.476161E-5,6.107446E-4,1.935923E-7,1.525464E-5,1.168024E-9,1.597809E-6,1.757692E-8,6.745277E-7,6.016914E-4,6.216137E-8,9.680826E-6,1.943559E-8,6.574079E-9,3.155102E-4,7.20288E-5,5.962688E-7,6.202863E-8,5.529484E-5,7.043943E-4,1.858684E-8,0.004027194,5.666106E-6,6.698589E-9,2.677748E-8,2.314851E-6,6.886443E-7,4.183907E-9,2.835482E-7,4.720735E-6,0.01039236,0.006132187,0.02469419,9.357296,1.098356E-4,530689.8,530689.8
0.001611304,15.64693,-4.098894E7,1037.03,1037.03,0.001719126,1.0,0.9430008,0.001231258,4.012483E-6,8.585433E-4,4.900604E-6,0.004122273,3.782953E-6,4.458168E-5,0.002263297,1.642943E-5,4.036796E-7,2.694247E-6,2.409371E-5,2.339694E-7,5.150532E-6,4.437841E-6,7.62339E-4,7.057291E-5,2.430613E-5,6.753296E-4,2.345342E-7,1.686753E-5,1.558166E-9,1.955738E-6,2.269214E-8,7.358704E-7,6.633525E-4,7.759883E-8,1.069872E-5,2.381182E-8,8.223726E-9,3.459304E-4,7.769323E-5,7.191207E-7,7.739946E-8,6.075179E-5,7.735178E-4,2.298734E-8,0.004022369,5.539414E-6,8.677655E-9,3.409829E-8,2.606277E-6,7.716794E-7,5.290835E-9,3.22762E-7,5.308027E-6,0.01032686,0.006080825,0.02448218,9.34946,1.098695E-4,530245.4,530245.4
0.001700332,15.6447,-3.999874E7,1036.482,1036.482,0.001719126,1.0,0.9426368,0.001286566,3.948242E-6,8.963329E-4,4.818481E-6,0.004299022,4.05797E-6,4.652948E-5,0.002361287,1.644269E-5,4.386424E-7,2.85075E-6,2.504213E-5,2.514781E-7,5.771573E-6,4.673452E-6,7.942031E-4,7.400503E-5,2.409984E-5,7.051045E-4,2.545936E-7,1.76139E-5,1.763473E-9,2.133584E-6,2.534982E-8,7.636181E-7,6.917259E-4,8.533031E-8,1.116499E-5,2.598967E-8,9.060015E-9,3.598191E-4,8.020738E-5,7.790664E-7,8.518855E-8,6.325647E-5,8.051668E-4,2.5196E-8,0.004020156,5.478832E-6,9.678904E-9,3.779977E-8,2.740232E-6,8.1034E-7,5.847351E-9,3.404998E-7,5.576423E-6,0.01029669,0.006057194,0.02438459,9.345852,1.098852E-4,530040.8,530040.8
0.001786819,15.64259,-3.908241E7,1035.962,1035.962,0.001719126,1.0,0.9422911,0.001339262,3.88846E-6,9.32285E-4,4.742092E-6,0.004466768,4.327156E-6,4.838154E-5,0.002454346,1.645018E-5,4.732216E-7,3.002328E-6,2.593539E-5,2.686468E-7,6.399869E-6,4.893356E-6,8.243627E-4,7.728077E-5,2.390612E-5,7.333648E-4,2.74311E-7,1.832398E-5,1.97402E-9,2.309955E-6,2.80565E-8,7.896507E-7,7.186224E-4,9.302588E-8,1.160583E-5,2.815149E-8,9.899513E-9,3.729223E-4,8.253881E-5,8.378481E-7,9.300691E-8,6.562718E-5,8.350788E-4,2.739991E-8,0.004018062,5.42069E-6,1.068049E-8,4.150536E-8,2.867096E-6,8.472582E-7,6.402588E-9,3.571187E-7,5.829692E-6,0.01026806,0.006034793,0.02429205,9.34243,1.099001E-4,529846.7,529846.7
0.001951719,15.63867,-3.744869E7,1035.003,1035.003,0.001719126,1.0,0.9416525,0.001437065,3.781023E-6,9.988772E-4,4.60491E-6,0.004776419,4.844944E-6,5.181013E-5,0.002626283,1.645177E-5,5.406544E-7,3.289892E-6,2.756709E-5,3.017518E-7,7.660909E-6,5.288715E-6,8.798238E-4,8.337481E-5,2.355365E-5,7.855366E-4,3.124203E-7,1.963926E-5,2.404834E-9,2.655146E-6,3.354701E-8,8.369475E-7,7.68186E-4,1.081433E-7,1.241532E-5,3.23879E-8,1.157008E-8,3.969097E-4,8.670671E-5,9.510939E-7,1.085662E-7,6.998672E-5,8.899749E-4,3.175024E-8,0.004014211,5.312703E-6,1.265934E-8,4.884341E-8,3.100529E-6,9.159941E-7,7.496991E-9,3.872172E-7,6.293344E-6,0.01021524,0.005993509,0.02412145,9.336119,1.099276E-4,529488.8,529488.8
0.002,15.63755,-3.699631E7,1034.73,1034.73,0.001719126,1.0,0.9414704,0.001465073,3.751061E-6,0.001017915,4.566683E-6,0.004864691,4.997484E-6,5.279E-5,0.002675333,1.644946E-5,5.607349E-7,3.373696E-6,2.802822E-5,3.115237E-7,8.044678E-6,5.398726E-6,8.955829E-4,8.51232E-5,2.345435E-5,8.0041E-4,3.236838E-7,2.001529E-5,2.538033E-9,2.758238E-6,3.523373E-8,8.502535E-7,7.822935E-4,1.126677E-7,1.264507E-5,3.365436E-8,1.207568E-8,4.037002E-4,8.78635E-5,9.844787E-7,1.132761E-7,7.122548E-5,9.055481E-4,3.305845E-8,0.004013117,5.281916E-6,1.32539E-8,5.105406E-8,3.166885E-6,9.357285E-7,7.825454E-9,3.956559E-7,6.424578E-6,0.01020019,0.005981756,0.02407287,9.334321,1.099354E-4,529386.8,529386.8
0.002243824,15.63209,-3.487067E7,1033.398,1033.398,0.001719126,1.0,0.9405815,0.001602463,3.609027E-6,0.001111097,4.385608E-6,0.005295121,5.772599E-6,5.758554E-5,0.002914739,1.642189E-5,6.64154E-7,3.793866E-6,3.025195E-5,3.613042E-7,1.007306E-5,5.916656E-6,9.720958E-4,9.371979E-5,2.297738E-5,8.72941E-4,3.810967E-7,2.185597E-5,3.25742E-9,3.291163E-6,4.427455E-8,9.140378E-7,8.509383E-4,1.360828E-7,1.37591E-5,4.020957E-8,1.473502E-8,4.365093E-4,9.331205E-5,1.154103E-6,1.380595E-7,7.723995E-5,9.810031E-4,3.988266E-8,0.004007804,5.132733E-6,1.634383E-8,6.259839E-8,3.489196E-6,1.03286E-6,9.532298E-9,4.35881E-7,7.05842E-6,0.01012683,0.005924548,0.0238363,9.325564,1.099738E-4,528890.2,528890.2
0.002374589,15.62929,-3.382914E7,1032.715,1032.715,0.001719126,1.0,0.9401247,0.001673533,3.538609E-6,0.001159166,4.29594E-6,0.005516105,6.190662E-6,6.005977E-5,0.003037795,1.639788E-5,7.208222E-7,4.016947E-6,3.13779E-5,3.882365E-7,1.121692E-5,6.17005E-6,0.00101116,9.817912E-5,2.2737E-5,9.10181E-4,4.121477E-7,2.280563E-5,3.674005E-9,3.584493E-6,4.946679E-8,9.460902E-7,8.86081E-4,1.489679E-7,1.432702E-5,4.382294E-8,1.622944E-8,4.531578E-4,9.598944E-5,1.245494E-6,1.51996E-7,8.031074E-5,0.00101943,4.368017E-8,0.00400509,5.057114E-6,1.805127E-8,6.90235E-8,3.653844E-6,1.083314E-6,1.047658E-8,4.559287E-7,7.379881E-6,0.01008919,0.005895242,0.02371505,9.321074,1.099936E-4,528635.5,528635.5
0.002523288,15.62619,-3.271844E7,1031.963,1031.963,0.001719126,1.0,0.9396209,0.001752292,3.462871E-6,0.001212329,4.199583E-6,0.005759665,6.667236E-6,6.279726E-5,0.003173534,1.636427E-5,7.861208E-7,4.268554E-6,3.26068E-5,4.190056E-7,1.255946E-5,6.439074E-6,0.00105404,1.031301E-4,2.247547E-5,9.51227E-4,4.475839E-7,2.385607E-5,4.172529E-9,3.923568E-6,5.564739E-8,9.808827E-7,9.247305E-4,1.638405E-7,1.494981E-5,4.800397E-8,1.798225E-8,4.713524E-4,9.884954E-5,1.34952E-6,1.683525E-7,8.368153E-5,0.001061536,4.810415E-8,0.00400211,4.97476E-6,2.002673E-8,7.650294E-8,3.834651E-6,1.139391E-6,1.15711E-8,4.775447E-7,7.731056E-6,0.01004772,0.005862993,0.02358159,9.31613,1.100154E-4,528355.1,528355.1
0.003,15.61686,-2.960306E7,1029.707,1029.707,0.001719126,1.0,0.9381057,0.001991525,3.246534E-6,0.001373149,3.924863E-6,0.006491063,8.196849E-6,7.109075E-5,0.003581837,1.622299E-5,1.000213E-6,5.059404E-6,3.622373E-5,5.18218E-7,1.711049E-5,7.181125E-6,0.001181678,1.18224E-4,2.171043E-5,0.001074488,5.613612E-7,2.703481E-5,5.934287E-9,5.04263E-6,7.727652E-8,1.082114E-6,0.001040231,2.126187E-7,1.680057E-5,6.182869E-8,2.394184E-8,5.250166E-4,1.068979E-4,1.681831E-6,2.240529E-7,9.371568E-5,0.001186431,6.294115E-8,0.003993229,4.734519E-6,2.652969E-8,1.015025E-7,4.373462E-6,1.310767E-6,1.519624E-8,5.394486E-7,8.7661E-6,0.009923298,0.005766473,0.02318189,9.301313,1.100811E-4,527514.7,527514.8
0.00345347,15.60874,-2.71436E7,1027.751,1027.751,0.001719126,1.0,0.9367868,0.002202702,3.071124E-6,0.001514288,3.702745E-6,0.007126268,9.644633E-6,7.839441E-5,0.003937255,1.605769E-5,1.208451E-6,5.788164E-6,3.927891E-5,6.127284E-7,2.170565E-5,7.745298E-6,0.001291112,1.316086E-4,2.106925E-5,0.001181531,6.687859E-7,2.98264E-5,7.817263E-9,6.140932E-6,1.00138E-7,1.16622E-6,0.001139795,2.598474E-7,1.838453E-5,7.542658E-8,3.002313E-8,5.704292E-4,1.132718E-4,1.993599E-6,2.810328E-7,1.023191E-4,0.001293005,7.781741E-8,0.0039856,4.534933E-6,3.2848E-8,1.263948E-7,4.836414E-6,1.463311E-6,1.876034E-8,5.895726E-7,9.641468E-6,0.009815368,0.005683038,0.02283608,9.288479,1.101384E-4,526786.9,526786.9
0.003908636,15.60121,-2.505212E7,1025.945,1025.945,0.001719126,1.0,0.935564,0.002401021,2.918214E-6,0.00164615,3.509641E-6,0.007714074,1.108233E-5,8.524867E-5,0.004266805,1.587529E-5,1.419954E-6,6.496029E-6,4.203814E-5,7.071354E-7,2.649681E-5,8.203064E-6,0.001391167,1.44223E-4,2.04938E-5,0.001280573,7.749549E-7,3.243654E-5,9.882806E-9,7.265518E-6,1.250103E-7,1.24104E-6,0.001231258,3.074145E-7,1.98312E-5,8.937085E-8,3.645896E-8,6.114581E-4,1.187007E-4,2.30018E-6,3.414823E-7,1.101854E-4,0.001390051,9.333247E-8,0.003978612,4.357645E-6,3.922388E-8,1.521548E-7,5.260774E-6,1.607613E-6,2.240596E-8,6.329953E-7,1.043235E-5,0.009715593,0.005606151,0.02251719,9.276633,1.101915E-4,526115.1,526115.1
0.004,15.59976,-2.46702E7,1025.599,1025.599,0.001719126,1.0,0.9353294,0.002439354,2.889878E-6,0.001671563,3.473915E-6,0.007826731,1.136855E-5,8.657373E-5,0.004330035,1.583749E-5,1.462578E-6,6.635276E-6,4.255973E-5,7.259949E-7,2.747461E-5,8.284001E-6,0.001410207,1.466657E-4,2.038538E-5,0.001299553,7.960178E-7,3.293983E-5,1.031647E-8,7.493206E-6,1.302109E-7,1.255059E-6,0.001248709,3.169424E-7,2.010638E-5,9.219598E-8,3.778562E-8,6.192118E-4,1.196925E-4,2.360845E-6,3.539609E-7,1.116823E-4,0.001408477,9.650565E-8,0.00397728,4.324456E-6,4.050195E-8,1.573984E-7,5.341668E-6,1.635619E-6,2.314306E-8,6.409971E-7,1.058185E-5,0.009696481,0.005591451,0.0224562,9.274366,1.102017E-4,525986.5,525986.5
0.004289229,15.59532,-2.35336E7,1024.538,1024.538,0.001719126,1.0,0.9346083,0.002557721,2.804752E-6,0.001749881,3.366696E-6,0.00817265,1.22688E-5,9.066676E-5,0.004524327,1.571624E-5,1.597699E-6,7.069889E-6,4.414707E-5,7.854506E-7,3.059737E-5,8.519342E-6,0.001468393,1.542166E-4,2.005613E-5,0.001357826,8.620892E-7,3.449149E-5,1.172789E-8,8.217248E-6,1.470937E-7,1.297477E-6,0.001302133,3.470064E-7,2.094719E-5,1.01183E-7,4.205407E-8,6.427986E-4,1.226438E-4,2.550839E-6,3.941486E-7,1.162569E-4,0.001464705,1.066632E-7,0.003973208,4.224097E-6,4.453613E-8,1.741289E-7,5.58919E-6,1.722325E-6,2.548411E-8,6.649301E-7,1.103676E-5,0.009637819,0.005546383,0.02226917,9.267412,1.102331E-4,525592.1,525592.1
