Time_Soln#16 (sec),Volume_Soln#16 (cm3),Volumetric_heat_production_rate_Soln#16 (erg/cm3-sec),Surface_temperature_Soln#16 (K),Temperature_Soln#16 (K),Mass_Soln#16 (g),Pressure_Soln#16 (atm),Mole_fraction_H2_Soln#16 (),Mole_fraction_H_Soln#16 (),Mole_fraction_CH4_Soln#16 (),Mole_fraction_CH3_Soln#16 (),Mole_fraction_C2H6_Soln#16 (),Mole_fraction_C2H5_Soln#16 (),Mole_fraction_C2H4_Soln#16 (),Mole_fraction_C2H3_Soln#16 (),Mole_fraction_C2H2_Soln#16 (),Mole_fraction_C3H8_Soln#16 (),Mole_fraction_IC3H7_Soln#16 (),Mole_fraction_NC3H7_Soln#16 (),Mole_fraction_C3H6_Soln#16 (),Mole_fraction_C3H5-A_Soln#16 (),Mole_fraction_C3H4-P_Soln#16 (),Mole_fraction_C3H4-A_Soln#16 (),Mole_fraction_C3H3_Soln#16 (),Mole_fraction_NC4H10_Soln#16 (),Mole_fraction_PC4H9_Soln#16 (),Mole_fraction_IC4H10_Soln#16 (),Mole_fraction_IC4H8_Soln#16 (),Mole_fraction_C4H8-1_Soln#16 (),Mole_fraction_C4H8-2_Soln#16 (),Mole_fraction_C4H71-3_Soln#16 (),Mole_fraction_C4H6_Soln#16 (),Mole_fraction_C4H5_Soln#16 (),Mole_fraction_C4H4_Soln#16 (),Mole_fraction_C4H2_Soln#16 (),Mole_fraction_C6H6_Soln#16 (),Mole_fraction_FULVENE_Soln#16 (),Mole_fraction_C5H6_Soln#16 (),Mole_fraction_C5H5_Soln#16 (),Mole_fraction_C10H8_Soln#16 (),Mole_fraction_NC5H12_Soln#16 (),Mole_fraction_NC5H11_Soln#16 (),Mole_fraction_NC5H10_Soln#16 (),Mole_fraction_B1M3_Soln#16 (),Mole_fraction_LC5H8_Soln#16 (),Mole_fraction_DIALLYL_Soln#16 (),Mole_fraction_NC6H12_Soln#16 (),Mole_fraction_NC7H15_Soln#16 (),Mole_fraction_NC7H14_Soln#16 (),Mole_fraction_C7H8_Soln#16 (),Mole_fraction_C7H7_Soln#16 (),Mole_fraction_C6H5C2H_Soln#16 (),Mole_fraction_C6H5C2H3_Soln#16 (),Mole_fraction_C6H5C2H5_Soln#16 (),Mole_fraction_NC12H26_Soln#16 (),Mole_fraction_NC16H34_Soln#16 (),Mole_fraction_NC10H20_Soln#16 (),Molecular_weight_Soln#16 (g/mole),Mass_density_Soln#16 (g/cm3),Unburned_hydrocarbons_Soln#16 (ppm),Volatile_organic_compounds_Soln#16 (ppm)
9.735245E-6,16.00694,-3.349231E9,1509.784,1509.784,0.001031476,1.0,0.8039967,1.413749E-4,0.03292225,0.001285705,0.007166469,5.154164E-5,0.08994491,1.305578E-4,0.007618657,0.002281474,7.573884E-6,4.559421E-6,0.02775426,8.770189E-4,6.825548E-4,8.928799E-4,1.560078E-4,3.64326E-4,1.359059E-6,5.463576E-5,7.26304E-5,0.003540126,4.101838E-4,2.74604E-5,0.01183722,6.23388E-5,0.001243283,2.203796E-5,4.194774E-4,2.226076E-5,4.745521E-4,2.496826E-5,7.873614E-7,1.11937E-4,6.625786E-9,1.337005E-4,1.483011E-5,0.001426256,1.70065E-5,1.298254E-4,8.906135E-9,3.925684E-4,0.002896992,1.817731E-4,7.548298E-7,1.429151E-5,5.452812E-5,4.98399E-7,1.810964E-9,3.705303E-5,7.983319,6.443928E-5,452766.1,452766.1
9.994803E-6,16.00842,-3.260475E9,1509.577,1509.577,0.001031476,1.0,0.8037193,1.380663E-4,0.03314391,0.001252249,0.00715622,4.971063E-5,0.09019929,1.273264E-4,0.007684419,0.002266086,7.343202E-6,4.365333E-6,0.02769558,8.670185E-4,6.916878E-4,9.019102E-4,1.574478E-4,3.593017E-4,1.281913E-6,5.359233E-5,7.291065E-5,0.003473971,4.062779E-4,2.665458E-5,0.01180855,6.06691E-5,0.001255316,2.253519E-5,4.239322E-4,2.277239E-5,4.79057E-4,2.531361E-5,8.157362E-7,1.08245E-4,5.991016E-9,1.243193E-4,1.393283E-5,0.001411523,1.666173E-5,1.241476E-4,8.025507E-9,3.72626E-4,0.002894462,1.811697E-4,7.747852E-7,1.44919E-5,5.466779E-5,4.1703E-7,1.377236E-9,3.306185E-5,7.981488,6.443332E-5,452662.2,452662.2
1.0E-5,16.00845,-3.258763E9,1509.573,1509.573,0.001031476,1.0,0.8037139,1.38002E-4,0.03314828,0.001251598,0.007156013,4.967526E-5,0.09020429,1.272635E-4,0.007685719,0.002265781,7.338723E-6,4.36158E-6,0.02769441,8.668217E-4,6.918693E-4,9.020891E-4,1.574761E-4,3.592024E-4,1.280426E-6,5.357173E-5,7.291609E-5,0.003472665,4.062003E-4,2.663896E-5,0.01180797,6.063663E-5,0.001255553,2.254508E-5,4.240204E-4,2.278258E-5,4.79146E-4,2.532045E-5,8.16307E-7,1.081725E-4,5.979062E-9,1.241403E-4,1.391551E-5,0.001411232,1.665498E-5,1.240368E-4,8.008903E-9,3.722385E-4,0.002894412,1.811577E-4,7.751839E-7,1.449587E-5,5.467043E-5,4.155482E-7,1.369726E-9,3.298672E-5,7.981452,6.44332E-5,452660.2,452660.2
1.011963E-5,16.0091,-3.220011E9,1509.48,1509.48,0.001031476,1.0,0.8035892,1.365417E-4,0.03324828,0.001236809,0.00715123,4.887466E-5,0.0903185,1.258341E-4,0.007715454,0.002258775,7.237066E-6,4.276604E-6,0.02766743,8.62329E-4,6.960294E-4,9.061874E-4,1.581196E-4,3.569281E-4,1.246802E-6,5.310083E-5,7.303949E-5,0.003442796,4.044211E-4,2.628465E-5,0.01179472,5.989938E-5,0.001260974,2.277202E-5,4.260404E-4,2.301674E-5,4.811799E-4,2.547708E-5,8.294742E-7,1.06521E-4,5.711603E-9,1.201123E-4,1.352356E-5,0.001404557,1.650113E-5,1.215172E-4,7.637192E-9,3.63442E-4,0.002893276,1.808827E-4,7.843495E-7,1.458676E-5,5.472948E-5,3.828966E-7,1.207921E-9,3.130615E-5,7.980632,6.443056E-5,452613.7,452613.7
1.020767E-5,16.00958,-3.192292E9,1509.412,1509.412,0.001031476,1.0,0.8034987,1.354913E-4,0.03332106,0.001226161,0.007147689,4.830157E-5,0.0904014,1.248047E-4,0.007737121,0.002253652,7.163997E-6,4.21573E-6,0.02764762,8.590664E-4,6.990724E-4,9.091792E-4,1.585855E-4,3.552701E-4,1.222775E-6,5.27581E-5,7.312813E-5,0.003421052,4.031197E-4,2.603029E-5,0.01178495,5.936893E-5,0.001264917,2.293818E-5,4.275145E-4,2.318844E-5,4.826606E-4,2.559137E-5,8.392005E-7,1.053246E-4,5.52387E-9,1.172571E-4,1.324324E-5,0.001399688,1.638981E-5,1.196998E-4,7.376062E-9,3.571174E-4,0.002892451,1.806814E-4,7.910833E-7,1.465309E-5,5.477093E-5,3.605684E-7,1.101437E-9,3.012726E-5,7.980037,6.442867E-5,452579.9,452579.9
1.025108E-5,16.00981,-3.17887E9,1509.378,1509.378,0.001031476,1.0,0.8034545,1.349808E-4,0.0333567,0.001220983,0.007145937,4.802385E-5,0.09044193,1.24304E-4,0.007747738,0.002251137,7.128497E-6,4.186217E-6,0.02763785,8.574712E-4,7.00567E-4,9.106468E-4,1.588128E-4,3.544575E-4,1.211141E-6,5.259029E-5,7.317118E-5,0.003410404,4.024806E-4,2.59068E-5,0.01178013,5.911106E-5,0.001266847,2.301985E-5,4.282375E-4,2.32729E-5,4.833858E-4,2.564743E-5,8.440067E-7,1.047405E-4,5.434003E-9,1.15882E-4,1.310748E-5,0.001397301,1.63355E-5,1.188149E-4,7.250997E-9,3.540441E-4,0.002892048,1.805825E-4,7.943997E-7,1.468563E-5,5.479076E-5,3.50053E-7,1.052475E-9,2.956315E-5,7.979746,6.442774E-5,452563.4,452563.4
1.02655E-5,16.00988,-3.174433E9,1509.367,1509.367,0.001031476,1.0,0.8034398,1.348121E-4,0.0333685,0.001219272,0.007145353,4.793225E-5,0.09045535,1.241386E-4,0.007751257,0.002250302,7.116774E-6,4.17648E-6,0.02763461,8.569429E-4,7.01063E-4,9.111335E-4,1.588881E-4,3.541881E-4,1.207307E-6,5.253468E-5,7.318539E-5,0.003406876,4.022685E-4,2.586604E-5,0.01177853,5.902588E-5,0.001267486,2.304695E-5,4.284772E-4,2.330095E-5,4.836261E-4,2.566601E-5,8.456058E-7,1.045472E-4,5.404524E-9,1.154296E-4,1.306272E-5,0.00139651,1.631753E-5,1.185225E-4,7.209962E-9,3.530293E-4,0.002891915,1.805497E-4,7.955015E-7,1.469642E-5,5.479726E-5,3.466288E-7,1.036701E-9,2.937815E-5,7.97965,6.442744E-5,452558.0,452558.0
1.030106E-5,16.01007,-3.163592E9,1509.34,1509.34,0.001031476,1.0,0.8034038,1.343989E-4,0.03339752,0.00121508,0.007143914,4.770806E-5,0.09048831,1.237332E-4,0.007759907,0.002248249,7.088054E-6,4.152646E-6,0.02762662,8.556454E-4,7.022832E-4,9.123304E-4,1.590727E-4,3.535259E-4,1.197927E-6,5.239804E-5,7.32202E-5,0.003398205,4.017467E-4,2.57662E-5,0.01177458,5.881716E-5,0.001269057,2.311366E-5,4.290666E-4,2.336999E-5,4.842166E-4,2.571172E-5,8.495497E-7,1.040728E-4,5.332719E-9,1.143254E-4,1.295319E-5,0.001394564,1.627344E-5,1.178054E-4,7.109993E-9,3.505429E-4,0.002891587,1.80469E-4,7.982151E-7,1.472295E-5,5.481308E-5,3.383425E-7,9.988852E-10,2.892764E-5,7.979414,6.442669E-5,452544.6,452544.6
1.054686E-5,16.01132,-3.091343E9,1509.155,1509.155,0.001031476,1.0,0.8031591,1.316259E-4,0.03359522,0.001186911,0.007133898,4.621314E-5,0.09071214,1.210084E-4,0.007818944,0.002234174,6.895506E-6,3.993549E-6,0.02757153,8.468292E-4,7.106532E-4,9.205175E-4,1.603216E-4,3.490038E-4,1.135513E-6,5.146705E-5,7.345325E-5,0.003339112,3.981689E-4,2.509793E-5,0.01174724,5.741609E-5,0.00127975,2.357178E-5,4.330974E-4,2.384506E-5,4.882426E-4,2.602419E-5,8.769492E-7,1.008609E-4,4.866084E-9,1.070583E-4,1.222413E-5,0.001381269,1.597527E-5,1.129777E-4,6.45971E-9,3.338736E-4,0.002889361,1.799151E-4,8.169351E-7,1.49044E-5,5.491542E-5,2.863107E-7,7.728348E-10,2.600332E-5,7.977812,6.442166E-5,452453.7,452453.7
1.057559E-5,16.01146,-3.083181E9,1509.133,1509.133,0.001031476,1.0,0.8031309,1.313111E-4,0.03361801,0.00118371,0.00713272,4.60445E-5,0.09073786,1.206986E-4,0.007825758,0.002232543,6.873668E-6,3.975583E-6,0.02756511,8.45816E-4,7.116241E-4,9.214646E-4,1.604645E-4,3.484816E-4,1.128487E-6,5.135977E-5,7.347964E-5,0.003332302,3.97754E-4,2.502227E-5,0.01174405,5.725701E-5,0.001280981,2.362498E-5,4.335635E-4,2.390034E-5,4.887068E-4,2.606032E-5,8.801672E-7,1.004932E-4,4.81479E-9,1.062494E-4,1.214205E-5,0.001379733,1.594116E-5,1.12428E-4,6.388166E-9,3.319834E-4,0.002889105,1.798509E-4,8.191186E-7,1.492539E-5,5.492659E-5,2.807904E-7,7.50056E-10,2.568234E-5,7.977628,6.442109E-5,452443.3,452443.3
1.059884E-5,16.01157,-3.076628E9,1509.116,1509.116,0.001031476,1.0,0.8031083,1.310578E-4,0.03363639,0.001181134,0.007131766,4.590897E-5,0.09075859,1.204494E-4,0.007831259,0.002231225,6.8561E-6,3.961141E-6,0.02755991,8.449987E-4,7.124085E-4,9.222293E-4,1.605796E-4,3.4806E-4,1.122844E-6,5.127322E-5,7.350086E-5,0.003326806,3.974188E-4,2.496141E-5,0.01174146,5.7129E-5,0.001281974,2.366798E-5,4.339398E-4,2.394502E-5,4.890814E-4,2.608949E-5,8.827732E-7,1.001967E-4,4.773765E-9,1.05601E-4,1.207612E-5,0.001378493,1.591367E-5,1.119855E-4,6.330937E-9,3.304629E-4,0.002888899,1.79799E-4,8.208846E-7,1.494234E-5,5.493551E-5,2.764045E-7,7.321298E-10,2.542569E-5,7.97748,6.442063E-5,452434.9,452434.9
1.064209E-5,16.01178,-3.064536E9,1509.084,1509.084,0.001031476,1.0,0.8030662,1.305899E-4,0.03367048,0.001176373,0.007129988,4.565898E-5,0.09079702,1.199887E-4,0.007841462,0.002228777,6.823652E-6,3.934494E-6,0.02755025,8.434845E-4,7.138653E-4,9.236486E-4,1.607928E-4,3.47278E-4,1.112441E-6,5.111273E-5,7.354004E-5,0.003316617,3.967965E-4,2.484906E-5,0.01173664,5.68925E-5,0.001283816,2.374785E-5,4.346383E-4,2.402807E-5,4.897761E-4,2.614362E-5,8.876276E-7,9.9648E-5,4.698563E-9,1.044088E-4,1.195457E-5,0.001376192,1.58628E-5,1.111673E-4,6.226011E-9,3.276548E-4,0.002888517,1.797025E-4,8.241687E-7,1.497379E-5,5.495181E-5,2.684339E-7,6.999479E-10,2.495545E-5,7.977206,6.441978E-5,452419.3,452419.4
1.082062E-5,16.01264,-3.016016E9,1508.953,1508.953,0.001031476,1.0,0.8028949,1.287026E-4,0.03380963,0.001157153,0.007122622,4.465556E-5,0.09095346,1.181285E-4,0.007883163,0.002218742,6.692859E-6,3.827445E-6,0.02751046,8.373164E-4,7.198421E-4,9.294583E-4,1.616575E-4,3.440812E-4,1.070762E-6,5.04578E-5,7.369772E-5,0.003275029,3.942441E-4,2.439675E-5,0.01171676,5.593838E-5,0.001291328,2.407582E-5,4.374968E-4,2.436958E-5,4.926124E-4,2.63651E-5,9.07739E-7,9.741989E-5,4.402757E-9,9.967434E-5,1.146765E-5,0.00136678,1.565634E-5,1.078603E-4,5.813051E-9,3.163403E-4,0.002886961,1.793069E-4,8.37701E-7,1.510253E-5,5.501536E-5,2.379375E-7,5.815346E-10,2.310833E-5,7.976089,6.441635E-5,452356.0,452356.0
1.087334E-5,16.01288,-3.002079E9,1508.915,1508.915,0.001031476,1.0,0.802845,1.281585E-4,0.03385025,0.001151607,0.007120437,4.436779E-5,0.09099901,1.175917E-4,0.007895352,0.002215799,6.655182E-6,3.796717E-6,0.02749874,8.355198E-4,7.215962E-4,9.311592E-4,1.619084E-4,3.431466E-4,1.058825E-6,5.026668E-5,7.374306E-5,0.003262891,3.934953E-4,2.426664E-5,0.01171089,5.566328E-5,0.001293519,2.417216E-5,4.383336E-4,2.447005E-5,4.934407E-4,2.642991E-5,9.137018E-7,9.677311E-5,4.319733E-9,9.833202E-5,1.132832E-5,0.001364027,1.559644E-5,1.069049E-4,5.697082E-9,3.130828E-4,0.002886509,1.791908E-4,8.416905E-7,1.514023E-5,5.503298E-5,2.296318E-7,5.50634E-10,2.259078E-5,7.975764,6.441536E-5,452337.6,452337.6
1.090332E-5,16.01302,-2.994245E9,1508.893,1508.893,0.001031476,1.0,0.8028168,1.278518E-4,0.03387325,0.001148479,0.007119194,4.420585E-5,0.09102478,1.17289E-4,0.007902257,0.00221413,6.633947E-6,3.779419E-6,0.02749208,8.345032E-4,7.225913E-4,9.321233E-4,1.620501E-4,3.426171E-4,1.052114E-6,5.015848E-5,7.37686E-5,0.003256019,3.930707E-4,2.419334E-5,0.01170755,5.550818E-5,0.001294759,2.422684E-5,4.388079E-4,2.45271E-5,4.939097E-4,2.646664E-5,9.170966E-7,9.640761E-5,4.273364E-9,9.757968E-5,1.124999E-5,0.001362467,1.556259E-5,1.063659E-4,5.632302E-9,3.112472E-4,0.002886252,1.79125E-4,8.439574E-7,1.516159E-5,5.504277E-5,2.250417E-7,5.338085E-10,2.230191E-5,7.975581,6.441481E-5,452327.2,452327.2
1.091687E-5,16.01308,-2.990701E9,1508.884,1508.884,0.001031476,1.0,0.8028041,1.277137E-4,0.03388363,0.001147071,0.007118631,4.413302E-5,0.09103641,1.171526E-4,0.007905374,0.002213376,6.624388E-6,3.771638E-6,0.02748907,8.340447E-4,7.230408E-4,9.325586E-4,1.621139E-4,3.423781E-4,1.049097E-6,5.010966E-5,7.378009E-5,0.003252918,3.928789E-4,2.416035E-5,0.01170604,5.543836E-5,0.001295319,2.425154E-5,4.39022E-4,2.455288E-5,4.941214E-4,2.648323E-5,9.186329E-7,9.624286E-5,4.252594E-9,9.724205E-5,1.121477E-5,0.001361763,1.554733E-5,1.061232E-4,5.603282E-9,3.104211E-4,0.002886137,1.790952E-4,8.449822E-7,1.517124E-5,5.504715E-5,2.229972E-7,5.263734E-10,2.217256E-5,7.975498,6.441455E-5,452322.5,452322.5
1.10225E-5,16.01356,-2.963614E9,1508.808,1508.808,0.001031476,1.0,0.8027055,1.266509E-4,0.03396403,0.001136226,0.007114238,4.357385E-5,0.09112633,1.161028E-4,0.007929536,0.002207522,6.550836E-6,3.711869E-6,0.02746563,8.304966E-4,7.265323E-4,9.359354E-4,1.626071E-4,3.405252E-4,1.025958E-6,4.973152E-5,7.386841E-5,0.003228901,3.913894E-4,2.390671E-5,0.01169428,5.490084E-5,0.001299653,2.444348E-5,4.406832E-4,2.475337E-5,4.957614E-4,2.661184E-5,9.306287E-7,9.497031E-5,4.094861E-9,9.466511E-5,1.094478E-5,0.001356301,1.542951E-5,1.042528E-4,5.38285E-9,3.040667E-4,0.002885243,1.788641E-4,8.52961E-7,1.524609E-5,5.50801E-5,2.077067E-7,4.719368E-10,2.119123E-5,7.974857,6.441262E-5,452286.2,452286.2
1.12151E-5,16.01442,-2.915939E9,1508.671,1508.671,0.001031476,1.0,0.8025288,1.247707E-4,0.03410852,0.001117017,0.007106195,4.259099E-5,0.09128745,1.14243E-4,0.007973034,0.00219694,6.420825E-6,3.606683E-6,0.02742304,8.241367E-4,7.328497E-4,9.420258E-4,1.634859E-4,3.37189E-4,9.853893E-7,4.905233E-5,7.402406E-5,0.003185757,3.886964E-4,2.345914E-5,0.01167284,5.394969E-5,0.001307434,2.479116E-5,4.436792E-4,2.51172E-5,4.987099E-4,2.684368E-5,9.526111E-7,9.270007E-5,3.825028E-9,9.020163E-5,1.047187E-5,0.001346462,1.521934E-5,1.009363E-4,5.005574E-9,2.928475E-4,0.002883641,1.784461E-4,8.674793E-7,1.53811E-5,5.513514E-5,1.825296E-7,3.869214E-10,1.951689E-5,7.973711,6.440919E-5,452221.2,452221.2
1.123297E-5,16.01449,-2.911625E9,1508.659,1508.659,0.001031476,1.0,0.8025126,1.245999E-4,0.03412179,0.001115271,0.007105447,4.250213E-5,0.09130221,1.14074E-4,0.007977033,0.002195964,6.409024E-6,3.597165E-6,0.02741909,8.235536E-4,7.334327E-4,9.425865E-4,1.635662E-4,3.368823E-4,9.817248E-7,4.898998E-5,7.403815E-5,0.003181796,3.884481E-4,2.341856E-5,0.01167085,5.38633E-5,0.001308149,2.482326E-5,4.43955E-4,2.515084E-5,4.989808E-4,2.686502E-5,9.546577E-7,9.249267E-5,3.801102E-9,8.980234E-5,1.042923E-5,0.001345557,1.520014E-5,1.006346E-4,4.97211E-9,2.918301E-4,0.002883494,1.784075E-4,8.688243E-7,1.539354E-5,5.513993E-5,1.803584E-7,3.798691E-10,1.936873E-5,7.973606,6.440888E-5,452215.2,452215.2
1.131426E-5,16.01484,-2.892203E9,1508.602,1508.602,0.001031476,1.0,0.8024393,1.238308E-4,0.03418188,0.001107403,0.007102039,4.210273E-5,0.09136899,1.133122E-4,0.007995154,0.002191538,6.355884E-6,3.554368E-6,0.02740117,8.20916E-4,7.360781E-4,9.451282E-4,1.639284E-4,3.354924E-4,9.652792E-7,4.870775E-5,7.410155E-5,0.003163866,3.873214E-4,2.323596E-5,0.01166181,5.347412E-5,0.001311382,2.496901E-5,4.452054E-4,2.530366E-5,5.002075E-4,2.696172E-5,9.639845E-7,9.155595E-5,3.694535E-9,8.801667E-5,1.023784E-5,0.001341454,1.511342E-5,9.927486E-5,4.82305E-9,2.87251E-4,0.00288283,1.782325E-4,8.749395E-7,1.54499E-5,5.516101E-5,1.708131E-7,3.494116E-10,1.870952E-5,7.973132,6.440747E-5,452188.3,452188.3
1.141354E-5,16.01526,-2.869002E9,1508.533,1508.533,0.001031476,1.0,0.8023507,1.229082E-4,0.03425463,0.001097959,0.00709787,4.162547E-5,0.09144971,1.123977E-4,0.008017119,0.00218616,6.292174E-6,3.50319E-6,0.02737933,8.177272E-4,7.39294E-4,9.482119E-4,1.643647E-4,3.338078E-4,9.456558E-7,4.836618E-5,7.41774E-5,0.003142166,3.859526E-4,2.301726E-5,0.01165077,5.300725E-5,0.001315294,2.51463E-5,4.467226E-4,2.548975E-5,5.016931E-4,2.7079E-5,9.754078E-7,9.042694E-5,3.569257E-9,8.590205E-5,1.000972E-5,0.00133648,1.500888E-5,9.7642E-5,4.647788E-9,2.817662E-4,0.002882028,1.780198E-4,8.823982E-7,1.55183E-5,5.518528E-5,1.598519E-7,3.155419E-10,1.793605E-5,7.972559,6.440579E-5,452155.8,452155.8
1.145201E-5,16.01542,-2.86012E9,1508.506,1508.506,0.001031476,1.0,0.8023166,1.225555E-4,0.03428264,0.001094346,0.007096251,4.144355E-5,0.09148075,1.120479E-4,0.008025584,0.002184084,6.267828E-6,3.483672E-6,0.02737087,8.165006E-4,7.405363E-4,9.494012E-4,1.64532E-4,3.331586E-4,9.381887E-7,4.82347E-5,7.420634E-5,0.003133812,3.85424E-4,2.293375E-5,0.01164649,5.282875E-5,0.0013168,2.521481E-5,4.473078E-4,2.556172E-5,5.022652E-4,2.712421E-5,9.79846E-7,8.999374E-5,3.522108E-9,8.510172E-5,9.922944E-6,0.001334563,1.496876E-5,9.701726E-5,4.581822E-9,2.796719E-4,0.002881719,1.779377E-4,8.852868E-7,1.554469E-5,5.519425E-5,1.558023E-7,3.033408E-10,1.764543E-5,7.972339,6.440514E-5,452143.3,452143.3
1.165202E-5,16.01624,-2.815274E9,1508.369,1508.369,0.001031476,1.0,0.8021416,1.207644E-4,0.03442667,0.001075983,0.00708782,4.052421E-5,0.09163995,1.102698E-4,0.008069162,0.002173365,6.144251E-6,3.384936E-6,0.02732705,8.102069E-4,7.469558E-4,9.555308E-4,1.653863E-4,3.298169E-4,9.005338E-7,4.755922E-5,7.435274E-5,0.003090895,3.826949E-4,2.251045E-5,0.01162428,5.192208E-5,0.001324538,2.556914E-5,4.503244E-4,2.593447E-5,5.052077E-4,2.735716E-5,1.003005E-6,8.778015E-5,3.288834E-9,8.110461E-5,9.485977E-6,0.001324687,1.476368E-5,9.384028E-5,4.255405E-9,2.690573E-4,0.002880136,1.775134E-4,9.002785E-7,1.568073E-5,5.523714E-5,1.363717E-7,2.471652E-10,1.621147E-5,7.97121,6.440187E-5,452079.3,452079.3
1.169967E-5,16.01643,-2.804861E9,1508.337,1508.337,0.001031476,1.0,0.8021005,1.203479E-4,0.0344606,0.001071708,0.007085807,4.031153E-5,0.09167736,1.098559E-4,0.008079442,0.002170829,6.115532E-6,3.362072E-6,0.02731663,8.087273E-4,7.484762E-4,9.569783E-4,1.65586E-4,3.290287E-4,8.918237E-7,4.740023E-5,7.438664E-5,0.003080794,3.820492E-4,2.241222E-5,0.01161899,5.171121E-5,0.001326359,2.565312E-5,4.51037E-4,2.602296E-5,5.05901E-4,2.741215E-5,1.008546E-6,8.726212E-5,3.23608E-9,8.019168E-5,9.385299E-6,0.001322356,1.471565E-5,9.31006E-5,4.181585E-9,2.665947E-4,0.002879764,1.774129E-4,9.038453E-7,1.571287E-5,5.524643E-5,1.321227E-7,2.354279E-10,1.588824E-5,7.970945,6.440111E-5,452064.3,452064.3
1.176696E-5,16.01669,-2.790358E9,1508.292,1508.292,0.001031476,1.0,0.8020428,1.197663E-4,0.03450825,0.001065736,0.007082962,4.00152E-5,0.09172986,1.092776E-4,0.008093891,0.002167259,6.075437E-6,3.330201E-6,0.02730195,8.066508E-4,7.50617E-4,9.59014E-4,1.658656E-4,3.27921E-4,8.797189E-7,4.7177E-5,7.443389E-5,0.00306661,3.811403E-4,2.227516E-5,0.01161153,5.14167E-5,0.001328917,2.577142E-5,4.520392E-4,2.614767E-5,5.068749E-4,2.748946E-5,1.016383E-6,8.653665E-5,3.163325E-9,7.892698E-5,9.24529E-6,0.00131908,1.464838E-5,9.206711E-5,4.079775E-9,2.631594E-4,0.002879243,1.772715E-4,9.088776E-7,1.575808E-5,5.525898E-5,1.263496E-7,2.197973E-10,1.544309E-5,7.970573,6.440004E-5,452043.2,452043.2
1.179831E-5,16.01681,-2.783658E9,1508.27,1508.27,0.001031476,1.0,0.802016,1.194979E-4,0.03453035,0.001062979,0.007081636,3.987873E-5,0.09175418,1.090107E-4,0.008100598,0.0021656,6.056937E-6,3.315517E-6,0.02729511,8.056883E-4,7.516122E-4,9.599592E-4,1.659949E-4,3.274069E-4,8.741489E-7,4.707348E-5,7.445566E-5,0.003060033,3.807179E-4,2.221195E-5,0.01160805,5.128078E-5,0.001330103,2.582643E-5,4.525047E-4,2.62057E-5,5.073268E-4,2.752536E-5,1.020041E-6,8.620101E-5,3.130118E-9,7.83475E-5,9.180919E-6,0.001317559,1.461725E-5,9.158994E-5,4.03331E-9,2.615755E-4,0.002879001,1.772058E-4,9.112214E-7,1.577908E-5,5.526459E-5,1.237501E-7,2.128855E-10,1.524022E-5,7.970401,6.439955E-5,452033.4,452033.4
1.202433E-5,16.01768,-2.736721E9,1508.12,1508.12,0.001031476,1.0,0.8018256,1.176095E-4,0.03468789,0.001043561,0.007072059,3.892349E-5,0.09192715,1.071306E-4,0.008148465,0.002153727,5.926862E-6,3.212637E-6,0.02724597,7.988419E-4,7.587435E-4,9.667121E-4,1.669093E-4,3.237387E-4,8.352573E-7,4.633647E-5,7.460808E-5,0.003013206,3.776944E-4,2.176819E-5,0.01158303,5.032435E-5,0.001338549,2.622091E-5,4.558311E-4,2.662241E-5,5.105479E-4,2.778166E-5,1.046522E-6,8.382523E-5,2.902907E-9,7.434365E-5,8.732399E-6,0.0013067,1.439668E-5,8.822986E-5,3.715409E-9,2.504619E-4,0.002877281,1.767351E-4,9.280912E-7,1.592919E-5,5.530082E-5,1.065493E-7,1.691217E-10,1.385697E-5,7.969177,6.439609E-5,451964.0,451964.0
1.210542E-5,16.01798,-2.720431E9,1508.067,1508.067,0.001031476,1.0,0.8017584,1.169515E-4,0.03474364,0.001036787,0.007068617,3.859266E-5,0.09198819,1.064747E-4,0.008165437,0.002149503,5.881566E-6,3.176964E-6,0.0272284,7.964242E-4,7.612839E-4,9.69109E-4,1.672298E-4,3.224387E-4,8.218261E-7,4.607594E-5,7.466088E-5,0.002996653,3.766186E-4,2.161392E-5,0.01157407,4.9991E-5,0.001341536,2.636157E-5,4.570125E-4,2.677124E-5,5.116883E-4,2.787258E-5,1.05607E-6,8.299133E-5,2.826364E-9,7.297882E-5,8.577955E-6,0.001302849,1.431915E-5,8.705785E-5,3.608341E-9,2.46602E-4,0.002876674,1.765676E-4,9.341334E-7,1.598252E-5,5.531203E-5,1.009922E-7,1.557488E-10,1.339316E-5,7.968745,6.439488E-5,451939.5,451939.5
1.211676E-5,16.01802,-2.718157E9,1508.059,1508.059,0.001031476,1.0,0.801749,1.168602E-4,0.03475141,0.001035847,0.007068135,3.854687E-5,0.09199669,1.063837E-4,0.008167803,0.002148913,5.875286E-6,3.172024E-6,0.02722595,7.960876E-4,7.616385E-4,9.694432E-4,1.672743E-4,3.222575E-4,8.199683E-7,4.603965E-5,7.466818E-5,0.002994348,3.764685E-4,2.159255E-5,0.01157282,4.994477E-5,0.001341952,2.638121E-5,4.571772E-4,2.679203E-5,5.118472E-4,2.788526E-5,1.057408E-6,8.287544E-5,2.815856E-9,7.27908E-5,8.556615E-6,0.001302312,1.430838E-5,8.689528E-5,3.593645E-9,2.460673E-4,0.00287659,1.765442E-4,9.349782E-7,1.598995E-5,5.531353E-5,1.002389E-7,1.539658E-10,1.332958E-5,7.968685,6.439471E-5,451936.1,451936.1
