Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_H2O_PFRC2 (),Mass_fraction_CO_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_CH2O_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C4H2_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C10H8_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C7H7_PFRC2 (),Mass_fraction_STILB_PFRC2 (),Mass_fraction_C7H6_PFRC2 (),Mass_fraction_C6H5C2H_PFRC2 (),Mass_fraction_C6H5C2H3_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_INDENE_PFRC2 (),Mass_fraction_INDENYL_PFRC2 (),Mass_fraction_C12H8_PFRC2 (),Mass_fraction_BIPHENYL_PFRC2 (),Mass_fraction_C14H10_PFRC2 (),Mass_fraction_C16H10_PFRC2 (),Mass_fraction_C18H10_PFRC2 (),Mass_fraction_BIN1B_PFRC2 (),Mass_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
7.046871,0.001661253,3.141593,0.7853982,3.141593,4173.442,0.1974164,-8437108.0,1535.465,1.087252E8,1535.465,1.000039,0.2381818,3.580669E-6,-3.561639E-7,3.058273E-5,0.04634679,3.185092E-5,4.814525E-6,0.04916707,0.0545524,7.22238E-4,0.002352992,0.004751667,0.4072314,0.03673378,0.03134681,0.001304525,5.271868E-4,2.698035E-4,0.03745454,0.003410625,8.220708E-6,0.001920978,0.002132622,0.002318252,0.009332626,0.02638324,0.007033495,0.00487209,0.01463255,0.01348599,7.588222,6.022807E-5,438760.1,438763.9
7.047024,0.00166129,3.141593,0.7853982,3.141593,4173.438,0.1974164,1554506.0,1535.463,1.087251E8,1535.463,1.000039,0.2381818,3.579429E-6,-4.731974E-7,3.058349E-5,0.04634698,3.18706E-5,4.838114E-6,0.04916686,0.05455269,7.2223E-4,0.002353016,0.004751641,0.407232,0.0367341,0.03134607,0.001304482,5.271644E-4,2.697951E-4,0.03745388,0.003410463,8.220533E-6,0.001921004,0.002132629,0.00231829,0.009332694,0.02638331,0.007033438,0.004873029,0.01463288,0.0134861,7.588221,6.022812E-5,438760.2,438764.0
7.047135,0.001661317,3.141593,0.7853982,3.141593,4173.436,0.1974164,3350590.0,1535.462,1.08725E8,1535.462,1.000039,0.2381818,3.579483E-6,-5.020711E-7,3.058424E-5,0.04634712,3.187719E-5,4.873787E-6,0.04916674,0.0545529,7.222241E-4,0.002353034,0.004751622,0.4072324,0.03673433,0.03134553,0.001304451,5.271481E-4,2.69789E-4,0.0374534,0.003410344,8.220408E-6,0.001921023,0.002132633,0.002318318,0.009332744,0.02638337,0.007033396,0.004873261,0.01463311,0.01348618,7.588221,6.022815E-5,438760.2,438764.1
7.047417,0.001661384,3.141593,0.7853982,3.141593,4173.43,0.1974164,-960805.0,1535.46,1.087248E8,1535.46,1.000039,0.2381818,3.579619E-6,-5.6268E-7,3.058636E-5,0.04634747,3.188814E-5,4.886803E-6,0.04916627,0.05455344,7.222093E-4,0.002353078,0.004751573,0.4072334,0.03673492,0.03134417,0.001304372,5.271067E-4,2.697734E-4,0.03745218,0.003410044,8.220093E-6,0.001921071,0.002132645,0.002318388,0.00933287,0.0263835,0.007033291,0.004873749,0.01463369,0.01348639,7.58822,6.022824E-5,438760.3,438764.2
7.047489,0.001661402,3.141593,0.7853982,3.141593,4173.429,0.1974164,605288.1,1535.459,1.087248E8,1535.459,1.000039,0.2381818,3.579733E-6,-5.74026E-7,3.058695E-5,0.04634756,3.189122E-5,4.90511E-6,0.04916618,0.05455357,7.222055E-4,0.002353089,0.00475156,0.4072337,0.03673507,0.03134382,0.001304352,5.270961E-4,2.697694E-4,0.03745186,0.003409967,8.220014E-6,0.001921084,0.002132648,0.002318406,0.009332902,0.02638353,0.007033264,0.00487384,0.01463384,0.01348645,7.588219,6.022826E-5,438760.3,438764.3
7.047788,0.001661473,3.141593,0.7853982,3.141593,4173.423,0.1974164,8015265.0,1535.457,1.087246E8,1535.457,1.000039,0.2381818,3.580235E-6,-5.948713E-7,3.058954E-5,0.04634793,3.188856E-5,4.901495E-6,0.04916565,0.05455414,7.221898E-4,0.002353136,0.004751508,0.4072348,0.03673569,0.03134238,0.001304269,5.270523E-4,2.69753E-4,0.03745058,0.00340965,8.219685E-6,0.001921135,0.00213266,0.00231848,0.009333034,0.02638367,0.007033153,0.004874008,0.01463446,0.01348667,7.588218,6.022835E-5,438760.3,438764.2
7.050017,0.001662007,3.141593,0.7853982,3.141593,4173.377,0.1974164,9085550.0,1535.438,1.087229E8,1535.438,1.000039,0.2381818,3.581107E-6,-6.548516E-7,3.06102E-5,0.04635071,3.185551E-5,4.951582E-6,0.04916169,0.05455839,7.220718E-4,0.002353483,0.004751121,0.4072428,0.03674033,0.03133159,0.001303658,5.267253E-4,2.696297E-4,0.03744093,0.003407276,8.217125E-6,0.001921517,0.002132748,0.002319035,0.009334024,0.02638471,0.007032318,0.004874495,0.01463905,0.01348833,7.588211,6.022901E-5,438760.1,438764.1
7.090497,0.001671708,3.141593,0.7853982,3.141593,4172.554,0.1974164,1.037559E7,1535.11,1.08694E8,1535.11,1.000039,0.2381822,3.580877E-6,2.56361E-7,3.127034E-5,0.04640006,3.188698E-5,5.220114E-6,0.04908707,0.05463491,7.1993E-4,0.002359775,0.004744085,0.4073872,0.03682402,0.03113674,0.001292709,5.208308E-4,2.67407E-4,0.03726663,0.003364678,8.164055E-6,0.001928427,0.002134547,0.002329074,0.009351896,0.02640318,0.007017197,0.004868121,0.01472684,0.0135187,7.588081,6.024089E-5,438752.4,438756.4
7.106502,0.001675544,3.141593,0.7853982,3.141593,4172.232,0.1974164,1.400915E7,1534.975,1.086822E8,1534.975,1.000039,0.2381822,3.669012E-6,4.119197E-6,3.619724E-5,0.04642091,3.315949E-5,1.094253E-5,0.04905736,0.05466471,7.189825E-4,0.002362302,0.00474124,0.4074432,0.03685591,0.03105796,0.001289862,5.184916E-4,2.664672E-4,0.03719716,0.003347829,8.16482E-6,0.001931869,0.002134686,0.002333022,0.00935895,0.02640968,0.007011014,0.004838587,0.0147691,0.0135313,7.588,6.024554E-5,438749.0,438754.5
7.10679,0.001675613,3.141593,0.7853982,3.141593,4172.226,0.1974164,1.485497E7,1534.973,1.08682E8,1534.973,1.000039,0.2381822,3.669444E-6,4.156957E-6,3.6246E-5,0.0464213,3.314469E-5,1.103843E-5,0.04905682,0.05466524,7.189635E-4,0.002362349,0.004741188,0.4074442,0.03685647,0.03105651,0.001289834,5.184492E-4,2.664492E-4,0.0371959,0.003347524,8.165173E-6,0.001931944,0.002134677,0.002333093,0.009359079,0.02640979,0.0070109,0.004838319,0.01476997,0.01353154,7.587999,6.024562E-5,438748.9,438754.5
7.107054,0.001675676,3.141593,0.7853982,3.141593,4172.221,0.1974164,1.436462E7,1534.971,1.086818E8,1534.971,1.000039,0.2381822,3.669975E-6,4.1923E-6,3.629929E-5,0.04642166,3.313655E-5,1.104027E-5,0.04905633,0.05466573,7.18946E-4,0.002362391,0.00474114,0.4074452,0.03685699,0.03105518,0.001289809,5.184103E-4,2.664326E-4,0.03719474,0.003347244,8.165494E-6,0.001932013,0.002134669,0.002333158,0.009359197,0.02640989,0.007010795,0.004838067,0.01477077,0.01353176,7.587998,6.02457E-5,438748.9,438754.4
7.108055,0.001675916,3.141593,0.7853982,3.141593,4172.201,0.1974164,1.377243E7,1534.963,1.086811E8,1534.963,1.000039,0.2381822,3.670543E-6,4.295422E-6,3.643387E-5,0.04642303,3.307864E-5,1.114071E-5,0.04905447,0.05466758,7.188794E-4,0.002362555,0.004740958,0.4074488,0.03685895,0.03105013,0.001289712,5.182627E-4,2.663698E-4,0.03719035,0.003346183,8.166624E-6,0.001932275,0.002134637,0.002333407,0.009359645,0.02641028,0.007010399,0.004837355,0.01477381,0.01353258,7.587995,6.024598E-5,438748.7,438754.2
7.108206,0.001675952,3.141593,0.7853982,3.141593,4172.198,0.1974164,173705.5,1534.961,1.08681E8,1534.961,1.000039,0.2381822,3.670311E-6,4.296118E-6,3.64524E-5,0.04642323,3.307009E-5,1.117704E-5,0.04905424,0.05466786,7.188693E-4,0.002362579,0.004740931,0.4074493,0.03685925,0.03104937,0.001289697,5.182404E-4,2.663603E-4,0.03718969,0.003346023,8.166787E-6,0.001932315,0.002134632,0.002333444,0.009359712,0.02641034,0.007010339,0.004837366,0.01477427,0.01353271,7.587994,6.024602E-5,438748.8,438754.3
7.1088,0.001676095,3.141593,0.7853982,3.141593,4172.186,0.1974164,1.474344E7,1534.957,1.086806E8,1534.957,1.000039,0.2381822,3.668621E-6,4.275379E-6,3.64818E-5,0.04642403,3.301458E-5,1.112682E-5,0.04905312,0.05466896,7.188298E-4,0.002362676,0.004740823,0.4074514,0.03686042,0.03104638,0.001289636,5.181529E-4,2.663232E-4,0.03718708,0.003345395,8.167387E-6,0.00193247,0.002134613,0.002333592,0.009359979,0.02641057,0.007010104,0.004837594,0.01477607,0.01353319,7.587993,6.02462E-5,438748.7,438754.1
7.116291,0.00167789,3.141593,0.7853982,3.141593,4172.038,0.1974164,1.319588E7,1534.898,1.086754E8,1534.898,1.000039,0.2381823,3.639153E-6,4.063917E-6,3.632934E-5,0.04643374,3.243687E-5,1.056008E-5,0.04903935,0.05468284,7.18344E-4,0.002363894,0.004739472,0.4074786,0.03687543,0.03100906,0.001288586,5.170551E-4,2.658659E-4,0.03715442,0.003337523,8.170063E-6,0.001934318,0.002134472,0.002335463,0.009363336,0.02641376,0.007007199,0.004839832,0.01479789,0.01353928,7.587974,6.024834E-5,438747.8,438752.9
7.11723,0.001678115,3.141593,0.7853982,3.141593,4172.019,0.1974164,1.376495E7,1534.891,1.086748E8,1534.891,1.000039,0.2381823,3.635414E-6,4.034626E-6,3.631961E-5,0.04643492,3.238788E-5,1.057136E-5,0.04903771,0.05468458,7.182854E-4,0.002364046,0.004739303,0.407482,0.03687734,0.03100443,0.001288416,5.169182E-4,2.658102E-4,0.03715034,0.003336542,8.1699E-6,0.001934534,0.002134468,0.002335698,0.009363755,0.02641418,0.00700684,0.004840107,0.01480052,0.01354004,7.587972,6.024861E-5,438747.8,438752.9
7.118633,0.001678451,3.141593,0.7853982,3.141593,4171.991,0.1974164,1.353043E7,1534.88,1.086738E8,1534.88,1.000039,0.2381823,3.629816E-6,3.943536E-6,3.630267E-5,0.04643669,3.233782E-5,1.054883E-5,0.04903523,0.05468718,7.181993E-4,0.002364272,0.004739052,0.4074871,0.03688019,0.03099756,0.001288144,5.167141E-4,2.657277E-4,0.03714427,0.003335082,8.169516E-6,0.001934849,0.002134466,0.00233605,0.00936438,0.0264148,0.007006308,0.004840885,0.01480439,0.01354116,7.587968,6.024902E-5,438747.8,438752.9
7.150947,0.001686197,3.141593,0.7853982,3.141593,4171.34,0.1974164,9971708.0,1534.624,1.086513E8,1534.624,1.000039,0.2381827,3.550751E-6,2.680375E-6,3.4426E-5,0.04647562,3.145353E-5,7.977693E-6,0.04897608,0.05474682,7.164413E-4,0.002369332,0.004733369,0.4076012,0.0369465,0.03084404,0.001279159,5.120881E-4,2.639631E-4,0.03700646,0.003302094,8.128362E-6,0.001940705,0.002135699,0.002344093,0.009378537,0.02642942,0.006994407,0.0048502,0.0148839,0.0135661,7.587886,6.025842E-5,438742.5,438746.9
7.151358,0.001686296,3.141593,0.7853982,3.141593,4171.332,0.1974164,1.037195E7,1534.621,1.08651E8,1534.621,1.000039,0.2381827,3.55126E-6,2.691652E-6,3.446608E-5,0.04647611,3.147974E-5,7.966248E-6,0.04897534,0.05474757,7.16421E-4,0.002369395,0.004733297,0.4076026,0.03694735,0.03084213,0.001279026,5.1203E-4,2.639418E-4,0.03700473,0.00330168,8.127624E-6,0.001940768,0.002135726,0.002344194,0.009378714,0.02642961,0.006994258,0.004850089,0.01488482,0.01356641,7.587885,6.025854E-5,438742.5,438746.8
7.1533,0.001686761,3.141593,0.7853982,3.141593,4171.292,0.1974164,1.069685E7,1534.605,1.086496E8,1534.605,1.000039,0.2381827,3.553646E-6,2.761801E-6,3.456428E-5,0.04647842,3.153962E-5,8.10656E-6,0.0489718,0.05475114,7.163247E-4,0.002369692,0.004732959,0.4076093,0.03695131,0.03083308,0.001278409,5.117556E-4,2.638407E-4,0.03699654,0.003299729,8.124336E-6,0.001941067,0.002135848,0.002344672,0.00937955,0.02643046,0.006993552,0.004849433,0.01488921,0.01356787,7.587878,6.025911E-5,438742.1,438746.5
7.2,0.001697958,3.141593,0.7853982,3.141593,4170.349,0.1974164,1.235587E7,1534.227,1.086163E8,1534.227,1.00004,0.238183,3.58512E-6,5.005873E-6,3.731943E-5,0.04653532,3.196783E-5,1.150838E-5,0.04888674,0.05483665,7.13839E-4,0.002376923,0.00472474,0.4077701,0.03704484,0.03061328,0.001266164,5.051676E-4,2.613209E-4,0.03679912,0.003253107,8.071944E-6,0.001949342,0.002137825,0.002356135,0.009399672,0.02645002,0.006976267,0.004830271,0.01500262,0.01360347,7.587722,6.027274E-5,438733.7,438739.4
7.342312,0.001732095,3.141593,0.7853982,3.141593,4167.481,0.1974164,1.062611E7,1533.088,1.085161E8,1533.088,1.00004,0.2381842,3.492625E-6,8.059477E-6,4.041022E-5,0.04670695,3.081568E-5,1.609193E-5,0.04863041,0.05509071,7.060252E-4,0.002398984,0.0046994,0.4082506,0.03732328,0.02995499,0.001230272,4.856281E-4,2.537247E-4,0.03620671,0.00311739,7.926783E-6,0.00197582,0.002142493,0.002390866,0.009459926,0.0265062,0.0069241,0.004791379,0.01537395,0.01371308,7.587303,6.031422E-5,438710.9,438718.3
7.342771,0.001732205,3.141593,0.7853982,3.141593,4167.472,0.1974164,9816833.0,1533.084,1.085158E8,1533.084,1.00004,0.2381842,3.494313E-6,8.136671E-6,4.04438E-5,0.04670745,3.085609E-5,1.622967E-5,0.0486296,0.05509152,7.060044E-4,0.002399051,0.00469932,0.4082521,0.03732418,0.02995298,0.001230112,4.855676E-4,2.537032E-4,0.03620486,0.003116977,7.925619E-6,0.001975875,0.002142533,0.002390976,0.009460113,0.02650638,0.006923939,0.004790681,0.01537492,0.01371341,7.587301,6.031435E-5,438710.8,438718.3
7.343428,0.001732363,3.141593,0.7853982,3.141593,4167.458,0.1974164,1.075068E7,1533.079,1.085153E8,1533.079,1.00004,0.2381842,3.493895E-6,8.106838E-6,4.04273E-5,0.04670818,3.087398E-5,1.623542E-5,0.04862844,0.05509269,7.059747E-4,0.002399149,0.004699206,0.4082542,0.03732546,0.02995011,0.001229884,4.85481E-4,2.536722E-4,0.03620221,0.003116384,7.923994E-6,0.001975956,0.00214259,0.002391134,0.009460381,0.02650665,0.006923709,0.004790801,0.01537631,0.01371389,7.587299,6.031455E-5,438710.7,438718.2
7.345001,0.00173274,3.141593,0.7853982,3.141593,4167.426,0.1974164,1.107429E7,1533.066,1.085142E8,1533.066,1.00004,0.2381843,3.491617E-6,7.971021E-6,4.029957E-5,0.04670994,3.085837E-5,1.602826E-5,0.04862567,0.05509547,7.059035E-4,0.002399382,0.004698932,0.4082593,0.03732854,0.02994322,0.001229342,4.852738E-4,2.53598E-4,0.03619587,0.003114968,7.920214E-6,0.001976149,0.002142725,0.002391511,0.009461024,0.02650727,0.006923158,0.004791604,0.01537964,0.01371502,7.587296,6.031501E-5,438710.4,438717.9
7.345402,0.001732836,3.141593,0.7853982,3.141593,4167.418,0.1974164,1.063236E7,1533.063,1.085139E8,1533.063,1.00004,0.2381843,3.490801E-6,7.93742E-6,4.022762E-5,0.04671038,3.083558E-5,1.596964E-5,0.04862496,0.05509618,7.058855E-4,0.002399442,0.004698863,0.4082606,0.03732933,0.02994147,0.001229203,4.852211E-4,2.535791E-4,0.03619426,0.003114608,7.919218E-6,0.001976197,0.002142761,0.002391607,0.009461188,0.02650742,0.006923018,0.0047918,0.01538048,0.0137153,7.587295,6.031513E-5,438710.4,438717.8
7.345643,0.001732894,3.141593,0.7853982,3.141593,4167.413,0.1974164,1.044562E7,1533.061,1.085137E8,1533.061,1.00004,0.2381843,3.490457E-6,7.921188E-6,4.020062E-5,0.04671065,3.083109E-5,1.598818E-5,0.04862454,0.0550966,7.058747E-4,0.002399477,0.004698821,0.4082614,0.0373298,0.02994042,0.001229119,4.851894E-4,2.535678E-4,0.03619329,0.003114392,7.918614E-6,0.001976226,0.002142782,0.002391665,0.009461286,0.02650752,0.006922934,0.004791887,0.01538098,0.01371548,7.587294,6.03152E-5,438710.3,438717.8
7.347189,0.001733265,3.141593,0.7853982,3.141593,4167.381,0.1974164,1.038004E7,1533.049,1.085127E8,1533.049,1.00004,0.2381843,3.488319E-6,7.810943E-6,4.003869E-5,0.04671236,3.080879E-5,1.581956E-5,0.04862182,0.05509934,7.058054E-4,0.002399706,0.004698552,0.4082665,0.03733283,0.02993367,0.00122858,4.849862E-4,2.534953E-4,0.03618707,0.003113004,7.914723E-6,0.00197641,0.002142919,0.002392035,0.009461917,0.02650813,0.006922394,0.00479249,0.0153842,0.01371658,7.587291,6.031566E-5,438710.1,438717.5
7.4,0.001745939,3.141593,0.7853982,3.141593,4166.299,0.1974164,9832612.0,1532.622,1.084751E8,1532.622,1.000041,0.2381848,3.476181E-6,6.530223E-6,3.78693E-5,0.04677126,3.078183E-5,1.466717E-5,0.04852923,0.0551924,7.033991E-4,0.002407482,0.004689376,0.4084369,0.03743424,0.02970301,0.001212169,4.781054E-4,2.509962E-4,0.03597566,0.003066241,7.797756E-6,0.001983023,0.00214724,0.002404542,0.009483268,0.02652792,0.006903772,0.004796193,0.01549375,0.01375406,7.587146,6.033133E-5,438701.2,438708.1
7.6,0.001793967,3.141593,0.7853982,3.141593,4162.185,0.1974164,9416434.0,1531.0,1.083323E8,1531.0,1.000042,0.238187,3.42069E-6,5.042563E-6,3.55345E-5,0.04698956,3.032142E-5,1.107332E-5,0.04818574,0.05553576,6.939979E-4,0.002436353,0.004654594,0.4090589,0.03780082,0.02884958,0.001161306,4.531725E-4,2.415958E-4,0.03519708,0.002900815,7.471876E-6,0.002010902,0.002159567,0.002450696,0.009561296,0.02659422,0.006833944,0.004807287,0.01590422,0.01389271,7.586599,6.039096E-5,438667.9,438673.3
7.8,0.001842043,3.141593,0.7853982,3.141593,4158.058,0.1974164,9317418.0,1529.378,1.081896E8,1529.378,1.000043,0.238189,3.369359E-6,4.760217E-6,3.552003E-5,0.04719996,2.989138E-5,8.423658E-6,0.04785341,0.05586436,6.845876E-4,0.002464387,0.004619808,0.4096452,0.03814518,0.02803712,0.001115259,4.299138E-4,2.325575E-4,0.03445277,0.002752105,7.228014E-6,0.00204085,0.002168032,0.002495352,0.009635064,0.02664993,0.006766177,0.004815633,0.01630668,0.01402675,7.586076,6.04509E-5,438636.4,438640.6
8.0,0.001890166,3.141593,0.7853982,3.141593,4153.917,0.1974164,9232457.0,1527.756,1.080469E8,1527.756,1.000044,0.2381909,3.319283E-6,4.644905E-6,3.58408E-5,0.04740272,2.946889E-5,6.480548E-6,0.04753201,0.05617888,6.753535E-4,0.002491639,0.004585081,0.4101989,0.03846925,0.02726451,0.001071825,4.08198E-4,2.239483E-4,0.03374092,0.002618111,7.012478E-6,0.002071234,0.002174366,0.002538589,0.009704817,0.02669605,0.006700483,0.004821462,0.01670135,0.01415648,7.585578,6.051116E-5,438606.6,438610.0
8.2,0.001938337,3.141593,0.7853982,3.141593,4149.765,0.1974164,9219221.0,1526.135,1.079042E8,1526.135,1.000045,0.2381926,3.271729E-6,4.74616E-6,3.636123E-5,0.04759828,2.907088E-5,5.297689E-6,0.0472213,0.05647989,6.663325E-4,0.002518158,0.004550465,0.4107226,0.03877431,0.0265291,0.001030829,3.879052E-4,2.157583E-4,0.03305982,0.002497108,6.814945E-6,0.002101572,0.002179135,0.002580452,0.009770775,0.02673332,0.006636805,0.004823565,0.01708951,0.01428225,7.585106,6.057171E-5,438578.4,438581.3
8.4,0.001986557,3.141593,0.7853982,3.141593,4145.603,0.1974164,9406778.0,1524.516,1.077617E8,1524.516,1.000046,0.2381942,3.229866E-6,5.471191E-6,3.747558E-5,0.04778743,2.873284E-5,5.413961E-6,0.04692091,0.05676783,6.574909E-4,0.002544023,0.004515973,0.411219,0.03906135,0.02582776,9.92349E-4,3.689141E-4,2.079462E-4,0.03240743,0.002387526,6.637417E-6,0.002132039,0.002182297,0.002621013,0.009833182,0.02676233,0.006575041,0.004817745,0.01747557,0.01440465,7.584654,6.063252E-5,438551.8,438554.7
8.6,0.002034825,3.141593,0.7853982,3.141593,4141.439,0.1974164,9976527.0,1522.899,1.076194E8,1522.899,1.000047,0.2381955,3.198493E-6,7.590792E-6,3.998719E-5,0.04797147,2.85058E-5,7.981509E-6,0.04663023,0.05704289,6.487364E-4,0.002569375,0.004481566,0.4116906,0.0393312,0.02515672,9.566018E-4,3.510956E-4,2.004494E-4,0.03178121,0.002287896,6.486934E-6,0.002163254,0.002183442,0.002660389,0.009892333,0.02678353,0.00651502,0.004795422,0.01786869,0.0145247,7.58422,6.069349E-5,438526.9,438530.7
8.8,0.002083142,3.141593,0.7853982,3.141593,4137.28,0.1974164,1.114674E7,1521.286,1.074775E8,1521.286,1.000048,0.2381964,3.183808E-6,1.227618E-5,4.508459E-5,0.04815228,2.845368E-5,1.481581E-5,0.04634838,0.05730499,6.399216E-4,0.00259443,0.004447136,0.4121402,0.0395845,0.02451142,9.238926E-4,3.343098E-4,1.931884E-4,0.03117794,0.002196828,6.373558E-6,0.002196219,0.002181882,0.00269876,0.00994858,0.02679711,0.00645649,0.004742735,0.01828407,0.014644,7.583797,6.075449E-5,438503.8,438510.1
9.0,0.002131507,3.141593,0.7853982,3.141593,4133.14,0.1974164,1.31534E7,1519.682,1.073363E8,1519.682,1.000049,0.238197,3.193093E-6,2.111993E-5,5.434255E-5,0.04833232,2.864971E-5,2.835848E-5,0.04607417,0.05755376,6.308507E-4,0.002619494,0.004412504,0.4125709,0.03982172,0.02388645,8.945673E-4,3.184051E-4,1.860709E-4,0.03059367,0.002112996,6.309558E-6,0.002232261,0.00217672,0.002736381,0.01000234,0.02680303,0.006399109,0.004640406,0.0187433,0.01476473,7.583379,6.081535E-5,438482.7,438494.2
9.2,0.00217992,3.141593,0.7853982,3.141593,4129.034,0.1974164,1.622185E7,1518.089,1.071962E8,1518.089,1.00005,0.2381968,3.234274E-6,3.612338E-5,6.972673E-5,0.0485146,2.917161E-5,5.153562E-5,0.0458061,0.05778865,6.212927E-4,0.002644967,0.004377413,0.412986,0.04004314,0.02327561,8.689405E-4,3.032199E-4,1.789977E-4,0.03002374,0.002035149,6.308713E-6,0.002272956,0.002166938,0.002773588,0.01005409,0.02680092,0.006342458,0.004464779,0.0192736,0.01488961,7.582958,6.087583E-5,438464.1,438484.4
9.4,0.002228382,3.141593,0.7853982,3.141593,4124.98,0.1974164,2.052822E7,1516.514,1.070575E8,1516.514,1.000051,0.2381959,3.315357E-6,5.964387E-5,9.360079E-5,0.04870252,3.009532E-5,8.748965E-5,0.0455424,0.05800908,6.110045E-4,0.002671331,0.004341537,0.4133891,0.04024883,0.0226721,8.472073E-4,2.885867E-4,1.718711E-4,0.02946294,0.001962128,6.385253E-6,0.002319991,0.002151527,0.002810797,0.01010435,0.02679003,0.006286054,0.004190559,0.0199052,0.01502171,7.582527,6.093565E-5,438448.3,438482.4
9.6,0.00227689,3.141593,0.7853982,3.141593,4120.997,0.1974164,2.613905E7,1514.961,1.069209E8,1514.961,1.000052,0.2381939,3.443629E-6,9.428195E-5,1.287356E-4,0.04889969,3.148608E-5,1.391318E-4,0.04528105,0.05821494,5.997641E-4,0.00269913,0.004304488,0.4137847,0.04043859,0.02206885,8.293469E-4,2.743394E-4,1.646063E-4,0.02890573,0.001892895,6.55268E-6,0.002374949,0.002129661,0.002848497,0.01015364,0.0267692,0.006229394,0.003796269,0.02066602,0.01516397,7.582077,6.099454E-5,438435.8,438489.7
9.8,0.002325445,3.141593,0.7853982,3.141593,4117.098,0.1974164,3.291769E7,1513.434,1.067865E8,1513.434,1.000053,0.2381905,3.624338E-6,1.42644E-4,1.782533E-4,0.04910952,3.338409E-5,2.084602E-4,0.04501991,0.0584072,5.874177E-4,0.002728918,0.004265845,0.4141779,0.04061191,0.02145908,8.150101E-4,2.603228E-4,1.571453E-4,0.0283467,0.001826579,6.821628E-6,0.002439028,0.002100927,0.002887234,0.01020249,0.02673684,0.006172015,0.003273523,0.02157226,0.01531849,7.5816,6.105231E-5,438426.7,438507.3
10.0,0.002374046,3.141593,0.7853982,3.141593,4113.286,0.1974164,4.038684E7,1511.933,1.066544E8,1511.933,1.000054,0.2381852,3.85812E-6,2.068617E-4,2.45364E-4,0.04933467,3.577734E-5,2.955678E-4,0.04475696,0.05858905,5.739423E-4,0.002761183,0.004225198,0.4145752,0.04076806,0.02083704,8.034016E-4,2.46408E-4,1.494743E-4,0.02778119,0.001762534,7.195646E-6,0.002512646,0.002065625,0.002927575,0.01025132,0.02669101,0.006113574,0.002641012,0.02261398,0.01548539,7.581092,6.11089E-5,438420.9,438535.5
10.2,0.002422691,3.141593,0.7853982,3.141593,4109.541,0.1974164,4.758535E7,1510.45,1.065239E8,1510.45,1.000055,0.2381774,4.135216E-6,2.876904E-4,3.325943E-4,0.04957609,3.854408E-5,3.973164E-4,0.04449055,0.05876701,5.595287E-4,0.002796213,0.004182229,0.4149847,0.04090635,0.02019941,7.931272E-4,2.325158E-4,1.416452E-4,0.02720623,0.001700431,7.663014E-6,0.002594874,0.002025176,0.002970032,0.01030041,0.0266297,0.006053964,0.001959839,0.02373776,0.0156613,7.580551,6.116458E-5,438418.0,438572.7
10.4,0.00247138,3.141593,0.7853982,3.141593,4105.818,0.1974164,5.294983E7,1508.972,1.063938E8,1508.972,1.000056,0.2381667,4.41829E-6,3.82625E-4,4.394954E-4,0.04983139,4.128098E-5,5.053958E-4,0.0442203,0.05895071,5.447172E-4,0.002833861,0.004136889,0.4154142,0.04102724,0.01954799,7.817704E-4,2.186619E-4,1.338186E-4,0.02662234,0.00164042,8.176066E-6,0.002682268,0.001982984,0.003014881,0.01034971,0.02655172,0.005993493,0.001335916,0.02483926,0.01583864,7.579992,6.122004E-5,438416.9,438615.0
10.46325,0.002486788,3.141593,0.7853982,3.141593,4104.634,0.1974164,5.223469E7,1508.503,1.063525E8,1508.503,1.000056,0.2381627,4.480804E-6,4.139268E-4,4.759605E-4,0.04991379,4.183568E-5,5.37711E-4,0.04413434,0.05901152,5.401156E-4,0.002846182,0.004122133,0.4155549,0.04106243,0.01934078,7.772901E-4,2.143149E-4,1.313959E-4,0.0264368,0.001622006,8.329352E-6,0.002709764,0.00197035,0.003029524,0.01036527,0.02652378,0.005974336,0.001171089,0.02516208,0.01589338,7.579821,6.12377E-5,438416.9,438628.0
