Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_H_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H4-P_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C4H4_PFRC2 (),Mass_fraction_C4H2_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C10H8_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_C7H7_PFRC2 (),Mass_fraction_STILB_PFRC2 (),Mass_fraction_C7H6_PFRC2 (),Mass_fraction_C6H5C2H_PFRC2 (),Mass_fraction_C6H5C2H3_PFRC2 (),Mass_fraction_C6H5C2H5_PFRC2 (),Mass_fraction_C6H5CHCH3_PFRC2 (),Mass_fraction_INDENE_PFRC2 (),Mass_fraction_INDENYL_PFRC2 (),Mass_fraction_C12H8_PFRC2 (),Mass_fraction_BIPHENYL_PFRC2 (),Mass_fraction_C14H10_PFRC2 (),Mass_fraction_C16H10_PFRC2 (),Mass_fraction_C18H10_PFRC2 (),Mass_fraction_BIN1B_PFRC2 (),Mass_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
1.478132,3.619131E-4,3.141593,0.7853982,3.141593,4072.694,0.2471664,-6.931628E7,1490.635,1.047801E8,1490.635,1.000005,0.1904555,1.651674E-6,0.02137199,2.132977E-5,2.184433E-4,0.04630182,0.01288477,1.980534E-4,6.594593E-4,2.580194E-4,3.055913E-4,0.2008335,0.001681627,0.1900632,0.005463806,0.005322691,6.838391E-4,0.0531772,0.2564154,2.396385E-4,8.851885E-5,2.40862E-4,1.517152E-4,2.585585E-5,0.001370162,0.004645687,0.003073388,1.460464E-4,1.487211E-4,0.001890305,9.451593,7.727121E-5,581863.5,581867.5
1.6,3.918451E-4,3.141593,0.7853982,3.141593,4070.314,0.2471664,-6.40974E7,1489.262,1.046592E8,1489.262,1.000005,0.1903654,1.621869E-6,0.02171514,2.091272E-5,2.197689E-4,0.04755747,0.01335821,2.098214E-4,6.785305E-4,2.737483E-4,3.296198E-4,0.2072389,0.001868354,0.1882586,0.005338551,0.005373739,6.871041E-4,0.0543886,0.2476594,2.261813E-4,8.511915E-5,2.590336E-4,1.64027E-4,2.944498E-5,0.00146651,0.004907533,0.003255553,1.683237E-4,1.696292E-4,0.002047009,9.448403,7.73164E-5,581667.1,581670.8
1.8,4.410046E-4,3.141593,0.7853982,3.141593,4066.464,0.2471664,-5.623583E7,1487.084,1.044676E8,1487.084,1.000007,0.1902268,1.577398E-6,0.02225587,2.031767E-5,2.228331E-4,0.04946186,0.01409306,2.278253E-4,7.063547E-4,2.991859E-4,3.674412E-4,0.2171045,0.002183774,0.1853938,0.005150567,0.005439594,6.895002E-4,0.05616686,0.2342753,2.118983E-4,8.004932E-5,2.894235E-4,1.840048E-4,3.573914E-5,0.001623332,0.005330903,0.003538518,2.072352E-4,2.061612E-4,0.002301387,9.443509,7.73896E-5,581366.0,581369.1
2.0,4.902104E-4,3.141593,0.7853982,3.141593,4062.68,0.2471664,-4.926774E7,1484.992,1.042835E8,1484.992,1.000008,0.1900986,1.536657E-6,0.02277196,1.978819E-5,2.268037E-4,0.05119359,0.01478061,2.442925E-4,7.30452E-4,3.241672E-4,4.032815E-4,0.2262505,0.002508642,0.1826466,0.004978197,0.005486458,6.889869E-4,0.05771573,0.2219848,2.019361E-4,7.547219E-5,3.202997E-4,2.037087E-4,4.250377E-5,0.001778218,0.005746366,0.003802477,2.486675E-4,2.453243E-4,0.00255178,9.438997,7.746168E-5,581088.2,581091.0
2.2,5.394616E-4,3.141593,0.7853982,3.141593,4058.955,0.2471664,-4.311097E7,1482.976,1.04106E8,1482.976,1.000009,0.1899793,1.499374E-6,0.02326603,1.932219E-5,2.314938E-4,0.05277354,0.01542562,2.59339E-4,7.513832E-4,3.486985E-4,4.371904E-4,0.2347562,0.0028411,0.1800104,0.004817842,0.005517398,6.862302E-4,0.059065,0.2106633,1.938401E-4,7.133177E-5,3.514689E-4,2.230939E-4,4.970088E-5,0.001930843,0.006153734,0.004048385,2.922756E-4,2.869009E-4,0.00279767,9.434819,7.753277E-5,580832.0,580835.2
2.279337,5.590112E-4,3.141593,0.7853982,3.141593,4057.49,0.2471664,-4.121486E7,1482.192,1.040371E8,1482.192,1.000009,0.1899344,1.485831E-6,0.02345666,1.916688E-5,2.335305E-4,0.05336394,0.0156706,2.649511E-4,7.589822E-4,3.583071E-4,4.501203E-4,0.2379677,0.00297471,0.1789942,0.004756325,0.005525833,6.846321E-4,0.0595505,0.2064174,1.909365E-4,6.982834E-5,3.638807E-4,2.306537E-4,5.266726E-5,0.0019907,0.006313039,0.004141159,3.111433E-4,3.036216E-4,0.002893773,9.433234,7.756077E-5,580739.3,580744.4
2.279752,5.591137E-4,3.141593,0.7853982,3.141593,4057.482,0.2471664,-3.658473E7,1482.188,1.040367E8,1482.188,1.000009,0.1899342,1.48393E-6,0.02345765,1.917406E-5,2.335416E-4,0.05336718,0.01567187,2.649801E-4,7.590221E-4,3.583575E-4,4.501873E-4,0.2379844,0.002975413,0.1789889,0.004756,0.005525873,6.84623E-4,0.05955298,0.2063955,1.909218E-4,6.979921E-5,3.63946E-4,2.306926E-4,5.268297E-5,0.001991013,0.006313871,0.004141638,3.113239E-4,3.03708E-4,0.002894274,9.433225,7.756091E-5,580739.2,580744.6
2.279813,5.591287E-4,3.141593,0.7853982,3.141593,4057.481,0.2471664,-4.670451E7,1482.187,1.040367E8,1482.187,1.000009,0.1899341,1.483149E-6,0.02345779,1.917606E-5,2.335433E-4,0.05336763,0.01567206,2.649843E-4,7.590281E-4,3.583649E-4,4.501972E-4,0.2379868,0.002975516,0.1789881,0.004755948,0.005525879,6.846217E-4,0.05955334,0.2063923,1.909196E-4,6.978912E-5,3.639555E-4,2.306983E-4,5.268528E-5,0.001991059,0.006313993,0.004141709,3.113739E-4,3.037206E-4,0.002894348,9.433223,7.756094E-5,580739.1,580744.5
2.282008,5.596695E-4,3.141593,0.7853982,3.141593,4057.44,0.2471664,-3.898033E7,1482.166,1.040347E8,1482.166,1.000009,0.1899329,1.483973E-6,0.02346305,1.917577E-5,2.33603E-4,0.05338378,0.01567874,2.651374E-4,7.592383E-4,3.586299E-4,4.505506E-4,0.2380743,0.002979224,0.1789603,0.004754186,0.005526083,6.845743E-4,0.05956637,0.206277,1.908422E-4,6.967635E-5,3.642989E-4,2.309041E-4,5.276819E-5,0.001992708,0.006318382,0.004144237,3.12039E-4,3.041699E-4,0.00289699,9.433179,7.756172E-5,580736.8,580742.3
2.284061,5.601756E-4,3.141593,0.7853982,3.141593,4057.401,0.2471664,-4.309302E7,1482.145,1.040329E8,1482.145,1.00001,0.1899318,1.479739E-6,0.02346796,1.922398E-5,2.336591E-4,0.05339927,0.015685,2.652806E-4,7.594353E-4,3.58878E-4,4.50881E-4,0.2381562,0.002982695,0.1789343,0.004752504,0.005526276,6.845299E-4,0.05957854,0.2061692,1.907699E-4,6.955019E-5,3.646203E-4,2.310961E-4,5.284581E-5,0.001994252,0.006322487,0.004146602,3.12886E-4,3.045868E-4,0.00289946,9.433136,7.756245E-5,580735.6,580741.6
2.2841,5.601853E-4,3.141593,0.7853982,3.141593,4057.401,0.2471664,-6.136451E7,1482.144,1.040329E8,1482.144,1.00001,0.1899318,1.478882E-6,0.02346806,1.922678E-5,2.336603E-4,0.05339958,0.01568512,2.652834E-4,7.594391E-4,3.588828E-4,4.508874E-4,0.2381578,0.002982762,0.1789338,0.004752467,0.00552628,6.845291E-4,0.05957878,0.2061671,1.907685E-4,6.954377E-5,3.646265E-4,2.310997E-4,5.28473E-5,0.001994281,0.006322566,0.004146648,3.129369E-4,3.045947E-4,0.002899507,9.433135,7.756247E-5,580735.6,580741.5
2.28507,5.604243E-4,3.141593,0.7853982,3.141593,4057.382,0.2471664,-4.124413E7,1482.135,1.04032E8,1482.135,1.00001,0.1899312,1.481595E-6,0.02347039,1.921942E-5,2.336887E-4,0.05340663,0.01568806,2.653512E-4,7.59532E-4,3.589997E-4,4.510434E-4,0.2381963,0.002984401,0.1789216,0.004751639,0.005526368,6.845087E-4,0.0595845,0.2061163,1.907348E-4,6.949386E-5,3.64778E-4,2.311905E-4,5.288397E-5,0.001995009,0.006324503,0.004147764,3.132507E-4,3.047865E-4,0.002900672,9.433116,7.756282E-5,580734.3,580740.3
2.374788,5.825411E-4,3.141593,0.7853982,3.141593,4055.745,0.2471664,-3.804351E7,1481.266,1.039556E8,1481.266,1.00001,0.1898817,1.46949E-6,0.02368276,1.895706E-5,2.361019E-4,0.05404721,0.01595814,2.714692E-4,7.67851E-4,3.697935E-4,4.652934E-4,0.2417246,0.003136693,0.1777867,0.004687331,0.005533406,6.823132E-4,0.06010137,0.2014716,1.876517E-4,6.803617E-5,3.788711E-4,2.396233E-4,5.631872E-5,0.002062312,0.00650314,0.004249373,3.317563E-4,3.24632E-4,0.003008559,9.43139,7.759413E-5,580627.3,580633.7
2.4,5.887577E-4,3.141593,0.7853982,3.141593,4055.285,0.2471664,-3.744814E7,1481.024,1.039343E8,1481.024,1.00001,0.1898681,1.464588E-6,0.02374163,1.889077E-5,2.367941E-4,0.0542225,0.01603264,2.731518E-4,7.700588E-4,3.728092E-4,4.692325E-4,0.2426956,0.00317967,0.1774727,0.004668963,0.005534955,6.816618E-4,0.06024069,0.2001968,1.867966E-4,6.754666E-5,3.828256E-4,2.420058E-4,5.729749E-5,0.002081107,0.006553039,0.00427736,3.374508E-4,3.304597E-4,0.003038741,9.430917,7.760293E-5,580598.1,580604.4
2.572253,6.312504E-4,3.141593,0.7853982,3.141593,4052.157,0.2471664,-3.735425E7,1479.393,1.037908E8,1479.393,1.000011,0.1897783,1.431816E-6,0.02413562,1.85274E-5,2.416962E-4,0.05536986,0.01652685,2.841593E-4,7.83906E-4,3.932175E-4,4.953933E-4,0.2491098,0.003474841,0.1753717,0.004545666,0.005540902,6.767263E-4,0.06112842,0.191815,1.811525E-4,6.435494E-5,4.098205E-4,2.581493E-4,6.412858E-5,0.002208245,0.006890107,0.0044617,3.78392E-4,3.70128E-4,0.00324235,9.427795,7.766284E-5,580407.7,580413.8
2.573073,6.314526E-4,3.141593,0.7853982,3.141593,4052.141,0.2471664,-6.878175E7,1479.385,1.037901E8,1479.385,1.000011,0.1897779,1.430792E-6,0.02413747,1.856684E-5,2.417219E-4,0.05537517,0.01652914,2.842098E-4,7.839677E-4,3.93314E-4,4.955147E-4,0.2491394,0.003476252,0.1753619,0.004545048,0.005540913,6.767014E-4,0.06113238,0.1917765,1.811268E-4,6.432811E-5,4.099488E-4,2.582251E-4,6.416167E-5,0.002208844,0.006891695,0.00446255,3.787481E-4,3.703122E-4,0.003243308,9.42778,7.766314E-5,580407.1,580413.2
2.573673,6.316008E-4,3.141593,0.7853982,3.141593,4052.13,0.2471664,-3.556211E7,1479.379,1.037895E8,1479.379,1.000011,0.1897776,1.431637E-6,0.02413883,1.857999E-5,2.417422E-4,0.05537906,0.01653081,2.842469E-4,7.840129E-4,3.933846E-4,4.956036E-4,0.2491611,0.003477286,0.1753548,0.004544591,0.00554092,6.766832E-4,0.06113528,0.1917483,1.811082E-4,6.42978E-5,4.100427E-4,2.582807E-4,6.418591E-5,0.002209283,0.006892859,0.004463173,3.789879E-4,3.704456E-4,0.003244008,9.427769,7.766335E-5,580406.5,580412.5
2.575682,6.320966E-4,3.141593,0.7853982,3.141593,4052.094,0.2471664,-3.605245E7,1479.36,1.037879E8,1479.36,1.000011,0.1897766,1.430512E-6,0.02414338,1.854414E-5,2.418035E-4,0.0553922,0.01653642,2.843708E-4,7.84163E-4,3.936205E-4,4.959009E-4,0.2492336,0.003480743,0.1753308,0.004543105,0.005540944,6.766215E-4,0.06114498,0.1916539,1.81046E-4,6.42869E-5,4.103572E-4,2.584663E-4,6.426703E-5,0.002210751,0.006896749,0.004465254,3.796864E-4,3.708895E-4,0.003246351,9.427733,7.766405E-5,580404.9,580411.2
2.576077,6.32194E-4,3.141593,0.7853982,3.141593,4052.086,0.2471664,-3.91495E7,1479.356,1.037875E8,1479.356,1.000011,0.1897764,1.429302E-6,0.02414427,1.856955E-5,2.418157E-4,0.05539477,0.01653752,2.843952E-4,7.841929E-4,3.93667E-4,4.959593E-4,0.2492478,0.003481422,0.1753261,0.004542795,0.005540949,6.766096E-4,0.06114688,0.1916355,1.810337E-4,6.424805E-5,4.104189E-4,2.585026E-4,6.428297E-5,0.002211039,0.006897513,0.004465663,3.799242E-4,3.709756E-4,0.003246811,9.427725,7.76642E-5,580404.6,580410.9
2.599345,6.379366E-4,3.141593,0.7853982,3.141593,4051.666,0.2471664,-3.271513E7,1479.139,1.037684E8,1479.139,1.000011,0.1897647,1.431305E-6,0.02419654,1.846648E-5,2.425023E-4,0.05554305,0.01660235,2.858137E-4,7.859384E-4,3.963977E-4,4.9939E-4,0.2500858,0.003521482,0.1750474,0.004526834,0.005541145,6.758695E-4,0.06125842,0.1905457,1.803075E-4,6.405282E-5,4.140672E-4,2.606412E-4,6.522504E-5,0.002228049,0.00694251,0.004489626,3.851444E-4,3.761354E-4,0.003273911,9.427319,7.767225E-5,580379.4,580385.8
2.6,6.380982E-4,3.141593,0.7853982,3.141593,4051.654,0.2471664,-3.269954E7,1479.133,1.037679E8,1479.133,1.000011,0.1897643,1.431189E-6,0.024198,1.846499E-5,2.425216E-4,0.05554721,0.01660417,2.858533E-4,7.859872E-4,3.964745E-4,4.994862E-4,0.2501093,0.00352261,0.1750395,0.004526392,0.005541148,6.758484E-4,0.06126154,0.1905151,1.802871E-4,6.404136E-5,4.141699E-4,2.607014E-4,6.525162E-5,0.002228528,0.006943775,0.004490297,3.852915E-4,3.762836E-4,0.003274674,9.427307,7.767248E-5,580378.7,580385.1
2.8,6.874827E-4,3.141593,0.7853982,3.141593,4048.064,0.2471664,-2.846041E7,1477.298,1.036064E8,1477.298,1.000012,0.1896671,1.397925E-6,0.02463672,1.803013E-5,2.485732E-4,0.05676216,0.01714363,2.974322E-4,7.996538E-4,4.197062E-4,5.280305E-4,0.2570527,0.003868588,0.1726973,0.004392978,0.005537746,6.689945E-4,0.06214665,0.1815334,1.742354E-4,6.073727E-5,4.454675E-4,2.789695E-4,7.352687E-5,0.002373079,0.007325815,0.004688133,4.326956E-4,4.240428E-4,0.003505235,9.423952,7.774137E-5,580172.1,580177.8
3.0,7.369108E-4,3.141593,0.7853982,3.141593,4044.502,0.2471664,-2.463566E7,1475.51,1.03449E8,1475.51,1.000014,0.1895759,1.367443E-6,0.02505883,1.763933E-5,2.548816E-4,0.05787891,0.01765346,3.079446E-4,8.112597E-4,4.425023E-4,5.549505E-4,0.2635662,0.004216374,0.1704429,0.004266268,0.005526236,6.613754E-4,0.06291144,0.1731873,1.685674E-4,5.773509E-5,4.766354E-4,2.96788E-4,8.208671E-5,0.0025146,0.007698996,0.004871875,4.815831E-4,4.734357E-4,0.003730264,9.420823,7.780983E-5,579979.5,579984.5
3.2,7.863823E-4,3.141593,0.7853982,3.141593,4040.967,0.2471664,-2.120096E7,1473.764,1.032954E8,1473.764,1.000015,0.1894902,1.338478E-6,0.02546566,1.727039E-5,2.613918E-4,0.0589072,0.01813612,3.17463E-4,8.211792E-4,4.64876E-4,5.803269E-4,0.2696888,0.004565045,0.1682698,0.00414628,0.005507848,6.531563E-4,0.0635695,0.1654164,1.632584E-4,5.495898E-5,5.076352E-4,3.140989E-4,9.090108E-5,0.002653081,0.008063356,0.005042505,5.311284E-4,5.242995E-4,0.003949764,9.417899,7.787789E-5,579799.5,579804.0
3.4,8.358969E-4,3.141593,0.7853982,3.141593,4037.456,0.2471664,-1.812268E7,1472.057,1.031452E8,1472.057,1.000016,0.1894095,1.310794E-6,0.0258582,1.691891E-5,2.680533E-4,0.05985545,0.0185937,3.260746E-4,8.29672E-4,4.868376E-4,6.042405E-4,0.2754541,0.004913735,0.1661734,0.004032281,0.005483652,6.444951E-4,0.06413275,0.1581684,1.582722E-4,5.238272E-5,5.384199E-4,3.308847E-4,9.994004E-5,0.002788494,0.008418909,0.005200948,5.81127E-4,5.765285E-4,0.004163762,9.415161,7.794563E-5,579630.9,579635.0
3.6,8.854545E-4,3.141593,0.7853982,3.141593,4033.964,0.2471664,-1.535736E7,1470.385,1.02998E8,1470.385,1.000017,0.1893333,1.284259E-6,0.02623735,1.658275E-5,2.748241E-4,0.06073121,0.01902809,3.338617E-4,8.369401E-4,5.083979E-4,6.267719E-4,0.2808921,0.005261663,0.1641494,0.003923733,0.005454574,6.35521E-4,0.06461176,0.1513963,1.535778E-4,4.998666E-5,5.689502E-4,3.471333E-4,1.091746E-4,0.002920829,0.008765681,0.005348081,6.313853E-4,6.29977E-4,0.004372296,9.412595,7.80131E-5,579472.8,579476.5
3.8,9.350549E-4,3.141593,0.7853982,3.141593,4030.489,0.2471664,-1.287298E7,1468.744,1.028536E8,1468.744,1.000018,0.1892614,1.258772E-6,0.02660386,1.626063E-5,2.816721E-4,0.06154089,0.01944093,3.408952E-4,8.431441E-4,5.295679E-4,6.479955E-4,0.2860286,0.005608181,0.1621941,0.003820199,0.005421371,6.263317E-4,0.06501542,0.1450603,1.491516E-4,4.775457E-5,5.991969E-4,3.628362E-4,1.185785E-4,0.003050097,0.00910373,0.0054847,6.817392E-4,6.845264E-4,0.004575434,9.410185,7.808036E-5,579324.4,579327.8
4.0,9.84698E-4,3.141593,0.7853982,3.141593,4027.028,0.2471664,-1.064555E7,1467.131,1.027116E8,1467.131,1.000019,0.1891933,1.234258E-6,0.02695846,1.59521E-5,2.885706E-4,0.06229045,0.01983374,3.472419E-4,8.48433E-4,5.503586E-4,6.679841E-4,0.2908874,0.005952702,0.1603037,0.003721288,0.005384725,6.170113E-4,0.0653519,0.1391235,1.449728E-4,4.567221E-5,6.291357E-4,3.779858E-4,1.281266E-4,0.00317632,0.009433135,0.005611565,7.320921E-4,7.400167E-4,0.004773251,9.407919,7.814747E-5,579184.9,579188.1
4.2,0.001034384,3.141593,0.7853982,3.141593,4023.579,0.2471664,-8632245.0,1465.543,1.025719E8,1465.543,1.00002,0.1891287,1.210676E-6,0.02730181,1.565582E-5,2.954987E-4,0.06298521,0.02020789,3.529628E-4,8.529406E-4,5.707817E-4,6.86806E-4,0.2954897,0.006294736,0.1584749,0.003626675,0.00534521,6.076234E-4,0.06562827,0.1335531,1.410241E-4,4.372783E-5,6.587491E-4,3.925732E-4,1.377962E-4,0.003299533,0.009753998,0.005729377,7.822833E-4,7.963227E-4,0.004965846,9.405784,7.821446E-5,579053.7,579056.9
4.4,0.001084112,3.141593,0.7853982,3.141593,4020.14,0.2471664,-6783695.0,1463.979,1.024342E8,1463.979,1.000021,0.1890674,1.187861E-6,0.02763455,1.537118E-5,3.024418E-4,0.06362973,0.0205646,3.581156E-4,8.567789E-4,5.908486E-4,7.045263E-4,0.2998548,0.006633868,0.1567046,0.003536123,0.005303318,5.982198E-4,0.06585084,0.1283198,1.372906E-4,4.190641E-5,6.880237E-4,4.066048E-4,1.475661E-4,0.003419781,0.01006645,0.005838793,8.32153E-4,8.534466E-4,0.005153359,9.403772,7.828136E-5,578930.1,578933.3
4.594071,0.001132407,3.141593,0.7853982,3.141593,4016.809,0.2471664,-4634024.0,1462.48,1.023024E8,1462.48,1.000022,0.1890109,1.166525E-6,0.0279478,1.510522E-5,3.091845E-4,0.06421149,0.02089513,3.626205E-4,8.599288E-4,6.099884E-4,7.207264E-4,0.3038793,0.006959789,0.1550406,0.003451593,0.00526081,5.891266E-4,0.06602066,0.1235397,1.33858E-4,4.025586E-5,7.160915E-4,4.196919E-4,1.571222E-4,0.00353366,0.01036168,0.005937501,8.813051E-4,9.090507E-4,0.005330437,9.401925,7.834627E-5,578817.9,578821.4
4.594654,0.001132552,3.141593,0.7853982,3.141593,4016.8,0.2471664,-1.043371E8,1462.476,1.02302E8,1462.476,1.000022,0.1890107,1.166474E-6,0.02794872,1.510372E-5,3.092043E-4,0.06421344,0.0208961,3.626333E-4,8.599379E-4,6.100455E-4,7.207736E-4,0.3038911,0.006960763,0.1550357,0.003451341,0.005260681,5.890994E-4,0.06602111,0.1235258,1.33848E-4,4.024288E-5,7.161752E-4,4.197301E-4,1.57151E-4,0.003533998,0.01036256,0.005937787,8.814557E-4,9.092124E-4,0.00533096,9.401918,7.834645E-5,578818.0,578821.7
4.5947,0.001132563,3.141593,0.7853982,3.141593,4016.799,0.2471664,-1.984289E7,1462.475,1.023019E8,1462.475,1.000022,0.1890107,1.166457E-6,0.0279488,1.510157E-5,3.092058E-4,0.06421359,0.02089618,3.626343E-4,8.599385E-4,6.100499E-4,7.207773E-4,0.303892,0.00696084,0.1550353,0.003451321,0.00526067,5.890972E-4,0.06602114,0.1235247,1.338472E-4,4.024307E-5,7.161818E-4,4.197331E-4,1.571533E-4,0.003534025,0.01036263,0.005937809,8.814632E-4,9.092251E-4,0.005331001,9.401918,7.834647E-5,578818.1,578821.8
4.594767,0.00113258,3.141593,0.7853982,3.141593,4016.798,0.2471664,-2.493664E7,1462.475,1.023019E8,1462.475,1.000022,0.1890107,1.164904E-6,0.0279489,1.509753E-5,3.092081E-4,0.0642138,0.02089629,3.626358E-4,8.599397E-4,6.100567E-4,7.207828E-4,0.3038934,0.006960953,0.1550347,0.003451287,0.005260656,5.890941E-4,0.0660212,0.1235231,1.33846E-4,4.024037E-5,7.161916E-4,4.197374E-4,1.571566E-4,0.003534064,0.01036273,0.005937842,8.816295E-4,9.092438E-4,0.005331062,9.401917,7.83465E-5,578818.1,578821.8
4.594841,0.001132599,3.141593,0.7853982,3.141593,4016.797,0.2471664,-1.168913E7,1462.474,1.023018E8,1462.474,1.000022,0.1890107,1.164044E-6,0.02794902,1.509317E-5,3.092106E-4,0.06421413,0.02089641,3.626375E-4,8.599409E-4,6.10064E-4,7.207888E-4,0.3038949,0.006961078,0.1550341,0.00345125,0.00526064,5.890907E-4,0.06602126,0.1235213,1.338447E-4,4.023341E-5,7.162023E-4,4.197422E-4,1.571603E-4,0.003534107,0.01036284,0.005937879,8.81741E-4,9.092641E-4,0.005331129,9.401916,7.834652E-5,578818.2,578822.1
4.594982,0.001132634,3.141593,0.7853982,3.141593,4016.794,0.2471664,-7139542.0,1462.473,1.023017E8,1462.473,1.000022,0.1890106,1.162011E-6,0.02794925,1.508366E-5,3.092153E-4,0.0642145,0.02089665,3.626407E-4,8.599435E-4,6.10078E-4,7.208003E-4,0.3038978,0.006961314,0.1550329,0.003451176,0.005260609,5.890842E-4,0.06602137,0.123518,1.338423E-4,4.021285E-5,7.162226E-4,4.197512E-4,1.571673E-4,0.003534189,0.01036305,0.005937949,8.82011E-4,9.093024E-4,0.005331255,9.401915,7.834657E-5,578818.1,578821.9
4.596066,0.001132903,3.141593,0.7853982,3.141593,4016.775,0.2471664,-7854099.0,1462.465,1.02301E8,1462.465,1.000022,0.1890103,1.162782E-6,0.02795097,1.508382E-5,3.09252E-4,0.06421769,0.02089845,3.62665E-4,8.599615E-4,6.101841E-4,7.208881E-4,0.3039197,0.006963127,0.1550239,0.003450642,0.005260369,5.890346E-4,0.06602219,0.1234922,1.338234E-4,4.01258E-5,7.163774E-4,4.198222E-4,1.572208E-4,0.003534817,0.01036468,0.005938482,8.825042E-4,9.095926E-4,0.005332226,9.401905,7.834694E-5,578817.6,578821.5
4.596186,0.001132933,3.141593,0.7853982,3.141593,4016.773,0.2471664,-1.639465E7,1462.464,1.023009E8,1462.464,1.000022,0.1890103,1.16282E-6,0.02795116,1.507962E-5,3.092561E-4,0.06421813,0.02089865,3.626677E-4,8.599634E-4,6.101957E-4,7.208977E-4,0.3039221,0.006963326,0.1550229,0.003450584,0.005260343,5.890291E-4,0.06602228,0.1234894,1.338213E-4,4.012362E-5,7.163944E-4,4.1983E-4,1.572267E-4,0.003534886,0.01036486,0.005938541,8.825429E-4,9.096244E-4,0.005332333,9.401903,7.834697E-5,578817.7,578821.7
4.596397,0.001132986,3.141593,0.7853982,3.141593,4016.769,0.2471664,-6431012.0,1462.462,1.023008E8,1462.462,1.000022,0.1890102,1.161966E-6,0.0279515,1.507528E-5,3.092633E-4,0.06421872,0.020899,3.626725E-4,8.599668E-4,6.102165E-4,7.209149E-4,0.3039263,0.00696368,0.1550211,0.003450477,0.005260296,5.890194E-4,0.06602244,0.1234844,1.338176E-4,4.01145E-5,7.164246E-4,4.198437E-4,1.572372E-4,0.003535008,0.01036518,0.005938645,8.827186E-4,9.096805E-4,0.005332522,9.401901,7.834705E-5,578817.6,578821.6
4.6,0.001133883,3.141593,0.7853982,3.141593,4016.707,0.2471664,-5484467.0,1462.434,1.022983E8,1462.434,1.000022,0.1890092,1.164439E-6,0.02795722,1.50743E-5,3.093871E-4,0.06422909,0.02090498,3.627525E-4,8.600221E-4,6.10568E-4,7.212065E-4,0.303999,0.006969698,0.1549909,0.003448806,0.005259491,5.888528E-4,0.06602518,0.1233984,1.337546E-4,4.013931E-5,7.169399E-4,4.200777E-4,1.574151E-4,0.003537092,0.01037059,0.005940412,8.835413E-4,9.106379E-4,0.005335747,9.401868,7.834826E-5,578815.5,578819.5
4.642442,0.00114445,3.141593,0.7853982,3.141593,4015.98,0.2471664,-4925728.0,1462.109,1.022697E8,1462.109,1.000022,0.1889972,1.162439E-6,0.02802458,1.507559E-5,3.108679E-4,0.06435073,0.02097529,3.636736E-4,8.606863E-4,6.147114E-4,7.246174E-4,0.3048524,0.007040509,0.1546331,0.003431122,0.005249967,5.868604E-4,0.06605649,0.1223908,1.330368E-4,3.989587E-5,7.230412E-4,4.228172E-4,1.595139E-4,0.003561636,0.01043407,0.00596101,8.935557E-4,9.22431E-4,0.005373736,9.401477,7.836245E-5,578791.6,578795.7
4.735234,0.00116756,3.141593,0.7853982,3.141593,4014.392,0.2471664,-4481003.0,1461.401,1.022074E8,1461.401,1.000023,0.1889714,1.151347E-6,0.0281703,1.492986E-5,3.140935E-4,0.06461002,0.02112655,3.656222E-4,8.620389E-4,6.23719E-4,7.319229E-4,0.3066863,0.007194827,0.1538601,0.003392782,0.005228921,5.825249E-4,0.06611834,0.1202326,1.314897E-4,3.91082E-5,7.363166E-4,4.288087E-4,1.641138E-4,0.003614843,0.01057167,0.006004985,9.159849E-4,9.494993E-4,0.00545632,9.40064,7.839345E-5,578740.4,578744.6
4.738942,0.001168484,3.141593,0.7853982,3.141593,4014.328,0.2471664,-3.371543E7,1461.372,1.022049E8,1461.372,1.000023,0.1889704,1.146308E-6,0.0281761,1.495944E-5,3.14226E-4,0.064621,0.02113252,3.656994E-4,8.620914E-4,6.240781E-4,7.322106E-4,0.3067586,0.00720098,0.1538297,0.003391111,0.005228078,5.823541E-4,0.06612063,0.1201478,1.314289E-4,3.898495E-5,7.368441E-4,4.290459E-4,1.642978E-4,0.003616955,0.01057713,0.006006716,9.181517E-4,9.505527E-4,0.005459592,9.400602,7.839469E-5,578740.1,578744.9
