Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_C3H3_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C4H2_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C6H5_PFRC2 (),Mole_fraction_C10H8_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_C7H7_PFRC2 (),Mole_fraction_BENZYNE_PFRC2 (),Mole_fraction_C7H6_PFRC2 (),Mole_fraction_C6H5C2H_PFRC2 (),Mole_fraction_C6H4C2H_PFRC2 (),Mole_fraction_C6H5C2H3_PFRC2 (),Mole_fraction_C6H5C2H5_PFRC2 (),Mole_fraction_INDENE_PFRC2 (),Mole_fraction_INDENYL_PFRC2 (),Mole_fraction_C12H8_PFRC2 (),Mole_fraction_BIPHENYL_PFRC2 (),Mole_fraction_C14H10_PFRC2 (),Mole_fraction_C16H10_PFRC2 (),Mole_fraction_BIN1B_PFRC2 (),Mole_fraction_BIN1A_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
5.020433,0.001122275,3.141593,0.7853982,3.141593,4396.497,0.1476364,-1.239932E7,1643.387,1.182228E8,1643.387,1.000046,0.9199002,7.338102E-5,0.018702,3.202283E-5,0.004072163,0.02629773,1.75118E-4,7.561472E-5,3.590516E-5,2.652445E-4,8.127575E-4,0.02351221,8.462281E-6,0.001995553,7.675934E-5,7.604136E-6,3.513151E-6,2.331593E-6,0.001223464,1.646877E-5,1.937284E-5,1.803291E-8,6.884271E-5,1.733046E-4,1.921099E-4,2.411513E-4,6.768849E-4,1.268486E-4,7.99E-4,1.788183E-4,5.765471,4.275597E-5,297298.6,297302.8
5.020785,0.001122355,3.141593,0.7853982,3.141593,4396.486,0.1476364,-4.283835E7,1643.382,1.182224E8,1643.382,1.000046,0.9199,7.33821E-5,0.01870215,3.203089E-5,0.004072068,0.02629804,1.751114E-4,7.561211E-5,3.590296E-5,2.652472E-4,8.127257E-4,0.02351211,8.462051E-6,0.001995556,7.675457E-5,7.603572E-6,3.512872E-6,2.331403E-6,0.001223397,1.646735E-5,1.937175E-5,1.803268E-8,6.884532E-5,1.733055E-4,1.921144E-4,2.411497E-4,6.768778E-4,1.268451E-4,7.990371E-4,1.788232E-4,5.765469,4.275607E-5,297298.9,297303.2
5.020805,0.001122359,3.141593,0.7853982,3.141593,4396.486,0.1476364,-2.347681E7,1643.382,1.182224E8,1643.382,1.000046,0.9199,7.338131E-5,0.01870216,3.203082E-5,0.004072058,0.02629806,1.75111E-4,7.561196E-5,3.590283E-5,2.652473E-4,8.127239E-4,0.02351211,8.462033E-6,0.001995556,7.67543E-5,7.60354E-6,3.512856E-6,2.331392E-6,0.001223393,1.646727E-5,1.937169E-5,1.803267E-8,6.884547E-5,1.733055E-4,1.921147E-4,2.411496E-4,6.768774E-4,1.26845E-4,7.990392E-4,1.788235E-4,5.765469,4.275608E-5,297298.9,297303.1
5.021191,0.001122447,3.141593,0.7853982,3.141593,4396.475,0.1476364,-1.236158E7,1643.378,1.18222E8,1643.378,1.000046,0.9198998,7.337966E-5,0.01870234,3.202742E-5,0.004071902,0.0262984,1.751038E-4,7.560912E-5,3.590041E-5,2.652504E-4,8.126891E-4,0.023512,8.461668E-6,0.001995559,7.674907E-5,7.602922E-6,3.512549E-6,2.331184E-6,0.00122332,1.646572E-5,1.937051E-5,1.803238E-8,6.884834E-5,1.733065E-4,1.921197E-4,2.411478E-4,6.768697E-4,1.268412E-4,7.9908E-4,1.788288E-4,5.765468,4.275619E-5,297298.8,297303.1
5.021653,0.001122552,3.141593,0.7853982,3.141593,4396.461,0.1476364,-2.189391E7,1643.372,1.182215E8,1643.372,1.000046,0.9198995,7.338076E-5,0.01870254,3.203426E-5,0.004071756,0.02629881,1.750951E-4,7.560574E-5,3.589753E-5,2.65254E-4,8.126475E-4,0.02351188,8.461578E-6,0.001995562,7.674283E-5,7.602186E-6,3.512181E-6,2.330935E-6,0.001223232,1.646387E-5,1.936909E-5,1.80321E-8,6.885178E-5,1.733076E-4,1.921257E-4,2.411457E-4,6.768603E-4,1.268367E-4,7.991285E-4,1.788352E-4,5.765466,4.275632E-5,297299.0,297303.3
5.021784,0.001122582,3.141593,0.7853982,3.141593,4396.457,0.1476364,-1.187331E7,1643.371,1.182213E8,1643.371,1.000046,0.9198995,7.338025E-5,0.0187026,3.203016E-5,0.004071703,0.02629893,1.750927E-4,7.560479E-5,3.589672E-5,2.65255E-4,8.126357E-4,0.02351184,8.46155E-6,0.001995563,7.674106E-5,7.601978E-6,3.512077E-6,2.330865E-6,0.001223207,1.646335E-5,1.936869E-5,1.803199E-8,6.885275E-5,1.733079E-4,1.921274E-4,2.411451E-4,6.768577E-4,1.268355E-4,7.991423E-4,1.78837E-4,5.765466,4.275635E-5,297299.0,297303.3
5.023211,0.001122907,3.141593,0.7853982,3.141593,4396.416,0.1476364,-2.906404E7,1643.354,1.182199E8,1643.354,1.000046,0.9198986,7.336071E-5,0.01870324,3.203057E-5,0.004071303,0.0263002,1.750658E-4,7.559457E-5,3.588782E-5,2.652662E-4,8.125069E-4,0.02351145,8.460528E-6,0.001995572,7.672176E-5,7.599687E-6,3.510945E-6,2.330096E-6,0.001222934,1.645762E-5,1.93643E-5,1.803068E-8,6.886338E-5,1.733112E-4,1.921457E-4,2.411385E-4,6.768287E-4,1.268216E-4,7.992915E-4,1.788567E-4,5.76546,4.275675E-5,297299.9,297304.6
5.023234,0.001122912,3.141593,0.7853982,3.141593,4396.416,0.1476364,-9773455.0,1643.353,1.182198E8,1643.353,1.000046,0.9198987,7.335567E-5,0.01870325,3.202946E-5,0.004071288,0.02630022,1.750654E-4,7.559441E-5,3.588768E-5,2.652664E-4,8.125049E-4,0.02351144,8.460397E-6,0.001995573,7.672146E-5,7.599648E-6,3.510927E-6,2.330083E-6,0.00122293,1.645752E-5,1.936423E-5,1.803066E-8,6.886355E-5,1.733112E-4,1.921461E-4,2.411384E-4,6.768283E-4,1.268214E-4,7.992939E-4,1.78857E-4,5.76546,4.275676E-5,297299.8,297304.6
5.023695,0.001123017,3.141593,0.7853982,3.141593,4396.402,0.1476364,-1.549397E7,1643.348,1.182194E8,1643.348,1.000046,0.9198985,7.334745E-5,0.01870346,3.202638E-5,0.004071103,0.02630063,1.750569E-4,7.559123E-5,3.588476E-5,2.6527E-4,8.124634E-4,0.02351132,8.458481E-6,0.001995576,7.671525E-5,7.598895E-6,3.510563E-6,2.329836E-6,0.001222842,1.64556E-5,1.936283E-5,1.803022E-8,6.886691E-5,1.733123E-4,1.92152E-4,2.411363E-4,6.768191E-4,1.26817E-4,7.993415E-4,1.788634E-4,5.765459,4.275689E-5,297299.8,297304.5
5.024071,0.001123102,3.141593,0.7853982,3.141593,4396.39,0.1476364,-2.427063E7,1643.343,1.182189E8,1643.343,1.000046,0.9198983,7.334141E-5,0.01870363,3.206289E-5,0.004070951,0.02630097,1.750499E-4,7.558868E-5,3.588237E-5,2.65273E-4,8.124295E-4,0.02351122,8.457611E-6,0.001995579,7.67102E-5,7.598278E-6,3.510263E-6,2.329635E-6,0.00122277,1.6454E-5,1.936168E-5,1.803008E-8,6.886967E-5,1.733131E-4,1.921569E-4,2.411346E-4,6.768116E-4,1.268133E-4,7.993801E-4,1.788685E-4,5.765458,4.275701E-5,297300.0,297304.6
5.024471,0.001123193,3.141593,0.7853982,3.141593,4396.378,0.1476364,-1.613206E7,1643.338,1.182185E8,1643.338,1.000046,0.919898,7.336255E-5,0.01870382,3.207637E-5,0.004070816,0.02630132,1.750426E-4,7.558598E-5,3.587986E-5,2.652761E-4,8.123935E-4,0.02351111,8.457766E-6,0.001995582,7.670482E-5,7.597645E-6,3.509938E-6,2.32942E-6,0.001222694,1.645237E-5,1.936045E-5,1.803034E-8,6.88726E-5,1.73314E-4,1.92162E-4,2.411327E-4,6.768035E-4,1.268095E-4,7.994208E-4,1.78874E-4,5.765456,4.275712E-5,297299.9,297304.6
5.025757,0.001123486,3.141593,0.7853982,3.141593,4396.341,0.1476364,-1.958021E7,1643.323,1.182171E8,1643.323,1.000046,0.9198973,7.334835E-5,0.01870441,3.207042E-5,0.004070449,0.02630247,1.750188E-4,7.55775E-5,3.587188E-5,2.652862E-4,8.122776E-4,0.02351075,8.458809E-6,0.00199559,7.668751E-5,7.595606E-6,3.508895E-6,2.328727E-6,0.001222449,1.644719E-5,1.935651E-5,1.803007E-8,6.888223E-5,1.733165E-4,1.921786E-4,2.411267E-4,6.767773E-4,1.26797E-4,7.995515E-4,1.788916E-4,5.765451,4.275749E-5,297300.7,297305.7
5.025894,0.001123517,3.141593,0.7853982,3.141593,4396.337,0.1476364,-1.665772E7,1643.321,1.18217E8,1643.321,1.000046,0.9198972,7.334941E-5,0.01870447,3.206866E-5,0.004070412,0.02630259,1.750163E-4,7.557663E-5,3.587103E-5,2.652873E-4,8.122653E-4,0.02351071,8.458404E-6,0.001995591,7.668568E-5,7.595388E-6,3.508785E-6,2.328654E-6,0.001222423,1.644663E-5,1.935609E-5,1.803002E-8,6.888323E-5,1.733168E-4,1.921803E-4,2.411261E-4,6.767746E-4,1.267957E-4,7.995651E-4,1.788935E-4,5.765451,4.275752E-5,297300.8,297305.8
5.026087,0.001123561,3.141593,0.7853982,3.141593,4396.331,0.1476364,-1.66852E7,1643.319,1.182168E8,1643.319,1.000046,0.9198971,7.334896E-5,0.01870456,3.207232E-5,0.004070342,0.02630277,1.750127E-4,7.55754E-5,3.586981E-5,2.652888E-4,8.122478E-4,0.02351066,8.457992E-6,0.001995592,7.668308E-5,7.595078E-6,3.508629E-6,2.32855E-6,0.001222386,1.644584E-5,1.93555E-5,1.802994E-8,6.888467E-5,1.733172E-4,1.921828E-4,2.411252E-4,6.767707E-4,1.267938E-4,7.995846E-4,1.788962E-4,5.76545,4.275758E-5,297300.8,297305.9
5.02615,0.001123575,3.141593,0.7853982,3.141593,4396.329,0.1476364,-1.427236E7,1643.318,1.182167E8,1643.318,1.000046,0.919897,7.334835E-5,0.01870459,3.20737E-5,0.00407033,0.02630282,1.750115E-4,7.557501E-5,3.586942E-5,2.652893E-4,8.122422E-4,0.02351064,8.457864E-6,0.001995593,7.668224E-5,7.594978E-6,3.508578E-6,2.328517E-6,0.001222374,1.644558E-5,1.935531E-5,1.802993E-8,6.888513E-5,1.733173E-4,1.921836E-4,2.411249E-4,6.767694E-4,1.267932E-4,7.995908E-4,1.78897E-4,5.76545,4.27576E-5,297300.9,297306.0
5.026207,0.001123588,3.141593,0.7853982,3.141593,4396.328,0.1476364,-1.249978E7,1643.317,1.182167E8,1643.317,1.000046,0.919897,7.334845E-5,0.01870462,3.207329E-5,0.004070321,0.02630287,1.750105E-4,7.557465E-5,3.586907E-5,2.652897E-4,8.12237E-4,0.02351063,8.457764E-6,0.001995593,7.668147E-5,7.594886E-6,3.508532E-6,2.328486E-6,0.001222363,1.644535E-5,1.935513E-5,1.802992E-8,6.888555E-5,1.733174E-4,1.921844E-4,2.411247E-4,6.767682E-4,1.267926E-4,7.995965E-4,1.788978E-4,5.765449,4.275761E-5,297301.0,297306.1
5.026585,0.001123674,3.141593,0.7853982,3.141593,4396.317,0.1476364,-1.592829E7,1643.313,1.182163E8,1643.313,1.000046,0.9198968,7.335022E-5,0.01870479,3.207135E-5,0.004070182,0.02630321,1.750036E-4,7.55723E-5,3.586671E-5,2.652927E-4,8.122031E-4,0.02351052,8.45742E-6,0.001995596,7.66764E-5,7.594283E-6,3.508227E-6,2.328283E-6,0.001222291,1.644381E-5,1.935398E-5,1.802976E-8,6.888834E-5,1.733181E-4,1.921892E-4,2.411229E-4,6.767606E-4,1.26789E-4,7.996343E-4,1.78903E-4,5.765448,4.275772E-5,297301.0,297306.1
5.026823,0.001123728,3.141593,0.7853982,3.141593,4396.309,0.1476364,-1.772628E7,1643.31,1.18216E8,1643.31,1.000046,0.9198967,7.33518E-5,0.0187049,3.208162E-5,0.00407011,0.02630342,1.749992E-4,7.557085E-5,3.586523E-5,2.652945E-4,8.121816E-4,0.02351046,8.45733E-6,0.001995597,7.667321E-5,7.593903E-6,3.508034E-6,2.328155E-6,0.001222246,1.644284E-5,1.935325E-5,1.802973E-8,6.889011E-5,1.733185E-4,1.921923E-4,2.411218E-4,6.767558E-4,1.267867E-4,7.99658E-4,1.789062E-4,5.765447,4.275779E-5,297301.1,297306.3
5.027252,0.001123826,3.141593,0.7853982,3.141593,4396.297,0.1476364,-1.305449E7,1643.305,1.182156E8,1643.305,1.000046,0.9198965,7.336778E-5,0.0187051,3.207749E-5,0.004069942,0.02630381,1.749913E-4,7.556826E-5,3.586259E-5,2.652979E-4,8.12143E-4,0.02351034,8.457873E-6,0.0019956,7.666745E-5,7.593229E-6,3.507686E-6,2.327925E-6,0.001222164,1.644115E-5,1.935194E-5,1.802967E-8,6.889331E-5,1.733193E-4,1.921978E-4,2.411198E-4,6.767471E-4,1.267825E-4,7.997008E-4,1.789121E-4,5.765446,4.275791E-5,297301.1,297306.2
5.057347,0.001130672,3.141593,0.7853982,3.141593,4395.442,0.1476364,-8788467.0,1642.962,1.181854E8,1642.962,1.000046,0.9198835,7.348356E-5,0.01871827,3.204498E-5,0.004057872,0.02633046,1.744088E-4,7.536785E-5,3.570288E-5,2.655396E-4,8.094426E-4,0.02350215,8.463954E-6,0.001995746,7.626592E-5,7.549268E-6,3.48449E-6,2.311511E-6,0.00121647,1.634253E-5,1.926075E-5,1.800214E-8,6.91509E-5,1.733607E-4,1.925827E-4,2.409789E-4,6.761261E-4,1.264921E-4,8.029998E-4,1.793317E-4,5.765363,4.276623E-5,297296.2,297300.9
5.064191,0.001132229,3.141593,0.7853982,3.141593,4395.249,0.1476364,-1.073092E7,1642.885,1.181786E8,1642.885,1.000046,0.9198806,7.343929E-5,0.01872124,3.20238E-5,0.004055189,0.02633646,1.742776E-4,7.531172E-5,3.56664E-5,2.655948E-4,8.08832E-4,0.0235003,8.457703E-6,0.001995777,7.617653E-5,7.539118E-6,3.479351E-6,2.307837E-6,0.001215187,1.631807E-5,1.924027E-5,1.799445E-8,6.920866E-5,1.733728E-4,1.9267E-4,2.409466E-4,6.759856E-4,1.26427E-4,8.037729E-4,1.794276E-4,5.765345,4.276811E-5,297295.5,297300.2
5.064481,0.001132295,3.141593,0.7853982,3.141593,4395.24,0.1476364,-1.525105E7,1642.881,1.181783E8,1642.881,1.000046,0.9198805,7.342791E-5,0.01872136,3.203061E-5,0.004055114,0.02633671,1.742721E-4,7.530931E-5,3.566482E-5,2.655972E-4,8.088061E-4,0.02350022,8.456909E-6,0.001995778,7.617276E-5,7.538677E-6,3.479133E-6,2.307682E-6,0.001215133,1.631697E-5,1.923941E-5,1.799418E-8,6.921107E-5,1.733734E-4,1.926737E-4,2.409452E-4,6.759796E-4,1.264242E-4,8.038055E-4,1.794317E-4,5.765343,4.276819E-5,297295.7,297300.5
5.064647,0.001132333,3.141593,0.7853982,3.141593,4395.236,0.1476364,-8709322.0,1642.879,1.181781E8,1642.879,1.000046,0.9198804,7.342401E-5,0.01872144,3.202779E-5,0.00405505,0.02633686,1.742689E-4,7.530794E-5,3.566391E-5,2.655985E-4,8.087914E-4,0.02350017,8.456396E-6,0.001995779,7.617061E-5,7.538427E-6,3.479009E-6,2.307594E-6,0.001215102,1.631634E-5,1.923892E-5,1.799401E-8,6.921244E-5,1.733737E-4,1.926758E-4,2.409445E-4,6.759763E-4,1.264226E-4,8.038241E-4,1.79434E-4,5.765343,4.276824E-5,297295.7,297300.4
5.065469,0.00113252,3.141593,0.7853982,3.141593,4395.212,0.1476364,-1.861747E7,1642.87,1.181773E8,1642.87,1.000046,0.91988,7.341194E-5,0.01872179,3.203879E-5,0.004054758,0.02633757,1.742534E-4,7.530114E-5,3.56594E-5,2.656051E-4,8.087182E-4,0.02349995,8.454632E-6,0.001995783,7.615995E-5,7.537181E-6,3.478392E-6,2.307156E-6,0.001214949,1.631321E-5,1.923647E-5,1.799323E-8,6.921919E-5,1.733752E-4,1.926863E-4,2.409406E-4,6.759595E-4,1.264149E-4,8.03916E-4,1.794455E-4,5.76534,4.276847E-5,297295.8,297300.6
5.06561,0.001132552,3.141593,0.7853982,3.141593,4395.208,0.1476364,-1.23738E7,1642.868,1.181771E8,1642.868,1.000046,0.9198799,7.340674E-5,0.01872186,3.204236E-5,0.004054713,0.0263377,1.742508E-4,7.529998E-5,3.565862E-5,2.656063E-4,8.087056E-4,0.02349991,8.454196E-6,0.001995784,7.615813E-5,7.536964E-6,3.478286E-6,2.307081E-6,0.001214922,1.631266E-5,1.923605E-5,1.799314E-8,6.922034E-5,1.733755E-4,1.92688E-4,2.409399E-4,6.759566E-4,1.264135E-4,8.039316E-4,1.794474E-4,5.76534,4.276851E-5,297295.9,297300.7
5.065746,0.001132583,3.141593,0.7853982,3.141593,4395.204,0.1476364,-1.41755E7,1642.866,1.18177E8,1642.866,1.000046,0.9198799,7.340368E-5,0.01872192,3.20454E-5,0.004054665,0.02633782,1.742482E-4,7.529885E-5,3.565786E-5,2.656074E-4,8.086934E-4,0.02349987,8.453759E-6,0.001995785,7.615636E-5,7.536755E-6,3.478182E-6,2.307008E-6,0.001214897,1.631212E-5,1.923564E-5,1.799306E-8,6.922146E-5,1.733757E-4,1.926898E-4,2.409393E-4,6.759539E-4,1.264122E-4,8.039468E-4,1.794493E-4,5.765339,4.276855E-5,297295.9,297300.7
5.066249,0.001132697,3.141593,0.7853982,3.141593,4395.189,0.1476364,-8097852.0,1642.86,1.181765E8,1642.86,1.000046,0.9198796,7.339339E-5,0.01872214,3.205874E-5,0.0040545,0.02633826,1.742388E-4,7.529473E-5,3.565505E-5,2.656115E-4,8.086486E-4,0.02349974,8.452337E-6,0.001995787,7.614986E-5,7.535986E-6,3.477801E-6,2.306741E-6,0.001214803,1.631013E-5,1.923414E-5,1.79928E-8,6.922553E-5,1.733766E-4,1.926962E-4,2.409369E-4,6.759436E-4,1.264075E-4,8.040023E-4,1.794563E-4,5.765338,4.276869E-5,297296.1,297301.0
5.066317,0.001132713,3.141593,0.7853982,3.141593,4395.187,0.1476364,-2.900818E7,1642.86,1.181764E8,1642.86,1.000046,0.9198796,7.339187E-5,0.01872217,3.206284E-5,0.004054477,0.02633831,1.742375E-4,7.529417E-5,3.565466E-5,2.65612E-4,8.086426E-4,0.02349972,8.452141E-6,0.001995787,7.614898E-5,7.535882E-6,3.477749E-6,2.306705E-6,0.00121479,1.630986E-5,1.923394E-5,1.79928E-8,6.922608E-5,1.733768E-4,1.926971E-4,2.409366E-4,6.759422E-4,1.264068E-4,8.040097E-4,1.794573E-4,5.765337,4.276871E-5,297296.1,297301.0
5.066406,0.001132733,3.141593,0.7853982,3.141593,4395.185,0.1476364,-1.244003E7,1642.859,1.181763E8,1642.859,1.000046,0.9198795,7.339158E-5,0.01872221,3.206524E-5,0.004054443,0.02633839,1.742359E-4,7.529345E-5,3.565417E-5,2.656128E-4,8.086347E-4,0.0234997,8.451926E-6,0.001995788,7.614784E-5,7.535747E-6,3.477681E-6,2.306658E-6,0.001214774,1.63095E-5,1.923368E-5,1.799279E-8,6.92268E-5,1.733769E-4,1.926982E-4,2.409362E-4,6.759404E-4,1.26406E-4,8.040195E-4,1.794585E-4,5.765337,4.276873E-5,297296.1,297301.0
5.070986,0.001133775,3.141593,0.7853982,3.141593,4395.055,0.1476364,-8424427.0,1642.806,1.181717E8,1642.806,1.000046,0.9198776,7.34202E-5,0.01872424,3.203559E-5,0.004052627,0.0263424,1.741497E-4,7.525626E-5,3.562916E-5,2.656495E-4,8.082273E-4,0.02349845,8.453045E-6,0.001995807,7.608869E-5,7.528936E-6,3.474207E-6,2.304223E-6,0.001213919,1.629241E-5,1.922004E-5,1.798891E-8,6.926451E-5,1.733854E-4,1.927564E-4,2.409145E-4,6.758461E-4,1.263626E-4,8.045236E-4,1.795223E-4,5.765325,4.277E-5,297295.4,297300.1
5.097603,0.001139832,3.141593,0.7853982,3.141593,4394.304,0.1476364,-7108678.0,1642.507,1.181453E8,1642.507,1.000046,0.919867,7.322905E-5,0.01873569,3.193483E-5,0.004042116,0.02636552,1.736504E-4,7.502724E-5,3.547995E-5,2.658615E-4,8.058731E-4,0.02349129,8.425141E-6,0.001995915,7.575046E-5,7.488462E-6,3.454696E-6,2.29029E-6,0.001208996,1.618896E-5,1.91417E-5,1.794845E-8,6.947716E-5,1.734468E-4,1.93093E-4,2.407878E-4,6.753003E-4,1.261128E-4,8.075035E-4,1.798936E-4,5.765256,4.277731E-5,297291.3,297295.5
5.104511,0.001141404,3.141593,0.7853982,3.141593,4394.109,0.1476364,-7824729.0,1642.429,1.181385E8,1642.429,1.000046,0.9198643,7.316216E-5,0.01873863,3.19106E-5,0.004039406,0.02637147,1.735235E-4,7.496471E-5,3.543854E-5,2.659154E-4,8.052664E-4,0.02348944,8.415726E-6,0.001995943,7.566443E-5,7.477567E-6,3.449733E-6,2.28676E-6,0.00120773,1.615973E-5,1.912162E-5,1.79348E-8,6.952829E-5,1.734669E-4,1.931798E-4,2.407548E-4,6.751595E-4,1.260487E-4,8.082749E-4,1.799897E-4,5.765238,4.27792E-5,297290.2,297294.4
5.111398,0.001142971,3.141593,0.7853982,3.141593,4393.915,0.1476364,-7333192.0,1642.351,1.181316E8,1642.351,1.000046,0.9198616,7.310062E-5,0.01874156,3.188281E-5,0.004036721,0.02637739,1.73398E-4,7.490203E-5,3.539633E-5,2.659687E-4,8.046632E-4,0.02348759,8.407066E-6,0.001995971,7.55793E-5,7.466642E-6,3.444799E-6,2.28327E-6,0.001206473,1.613005E-5,1.910169E-5,1.79208E-8,6.95779E-5,1.734883E-4,1.932661E-4,2.407217E-4,6.750192E-4,1.25985E-4,8.090417E-4,1.800853E-4,5.765221,4.278109E-5,297289.2,297293.3
5.153953,0.001152657,3.141593,0.7853982,3.141593,4392.717,0.1476364,-7351598.0,1641.874,1.180896E8,1641.874,1.000046,0.9198456,7.270978E-5,0.01875935,3.1717E-5,0.004020185,0.02641354,1.726358E-4,7.450965E-5,3.511976E-5,2.662864E-4,8.009749E-4,0.02347627,8.352318E-6,0.001996122,7.506621E-5,7.398207E-6,3.414884E-6,2.262279E-6,0.00119881,1.594031E-5,1.898072E-5,1.78189E-8,6.985968E-5,1.736422E-4,1.937921E-4,2.40516E-4,6.741553E-4,1.255963E-4,8.137633E-4,1.806735E-4,5.765116,4.279276E-5,297282.4,297285.8
5.169239,0.001156137,3.141593,0.7853982,3.141593,4392.285,0.1476364,-7650358.0,1641.702,1.180745E8,1641.702,1.000046,0.9198398,7.258684E-5,0.01876568,3.16729E-5,0.004014344,0.02642637,1.723653E-4,7.436936E-5,3.501668E-5,2.663963E-4,7.996655E-4,0.02347222,8.334583E-6,0.001996166,7.488684E-5,7.373855E-6,3.404247E-6,2.254923E-6,0.001196099,1.587215E-5,1.893813E-5,1.778185E-8,6.995472E-5,1.737015E-4,1.939779E-4,2.404414E-4,6.738451E-4,1.254585E-4,8.154401E-4,1.808833E-4,5.765079,4.279697E-5,297280.1,297283.4
5.175812,0.001157634,3.141593,0.7853982,3.141593,4392.1,0.1476364,-8647303.0,1641.628,1.18068E8,1641.628,1.000046,0.9198373,7.251638E-5,0.01876838,3.164627E-5,0.004011917,0.02643185,1.722493E-4,7.430998E-5,3.497207E-5,2.66443E-4,7.991049E-4,0.02347049,8.325357E-6,0.001996183,7.481046E-5,7.36342E-6,3.399698E-6,2.251785E-6,0.00119494,1.584296E-5,1.891996E-5,1.776562E-8,6.999497E-5,1.737267E-4,1.940573E-4,2.404092E-4,6.737119E-4,1.253995E-4,8.161578E-4,1.809733E-4,5.765062,4.279877E-5,297279.6,297283.0
5.175997,0.001157676,3.141593,0.7853982,3.141593,4392.095,0.1476364,-1.161094E7,1641.626,1.180678E8,1641.626,1.000046,0.9198372,7.250934E-5,0.01876846,3.164621E-5,0.004011862,0.02643201,1.72246E-4,7.430834E-5,3.497079E-5,2.664443E-4,7.990891E-4,0.02347044,8.324961E-6,0.001996184,7.480831E-5,7.363122E-6,3.39957E-6,2.251697E-6,0.001194907,1.584212E-5,1.891945E-5,1.776516E-8,6.999608E-5,1.737274E-4,1.940595E-4,2.404082E-4,6.737081E-4,1.253979E-4,8.161779E-4,1.809758E-4,5.765062,4.279882E-5,297279.6,297283.2
5.176098,0.001157699,3.141593,0.7853982,3.141593,4392.092,0.1476364,-9007626.0,1641.625,1.180677E8,1641.625,1.000046,0.9198372,7.250347E-5,0.0187685,3.16465E-5,0.004011825,0.02643209,1.722443E-4,7.430744E-5,3.497009E-5,2.66445E-4,7.990805E-4,0.02347041,8.324628E-6,0.001996184,7.480714E-5,7.362958E-6,3.399499E-6,2.251649E-6,0.001194889,1.584165E-5,1.891917E-5,1.776491E-8,6.999669E-5,1.737278E-4,1.940608E-4,2.404078E-4,6.737061E-4,1.253969E-4,8.161889E-4,1.809772E-4,5.765061,4.279885E-5,297279.6,297283.2
5.177154,0.00115794,3.141593,0.7853982,3.141593,4392.062,0.1476364,-6847571.0,1641.613,1.180667E8,1641.613,1.000047,0.9198367,7.249367E-5,0.01876894,3.164407E-5,0.004011455,0.02643297,1.722258E-4,7.429813E-5,3.496281E-5,2.664524E-4,7.989905E-4,0.02347013,8.322626E-6,0.001996187,7.479493E-5,7.361265E-6,3.398765E-6,2.251148E-6,0.001194703,1.583684E-5,1.891626E-5,1.776245E-8,7.000298E-5,1.737318E-4,1.940735E-4,2.404026E-4,6.736847E-4,1.253875E-4,8.16303E-4,1.809916E-4,5.765058,4.279914E-5,297279.7,297283.3
5.177346,0.001157983,3.141593,0.7853982,3.141593,4392.057,0.1476364,-1.052014E7,1641.611,1.180665E8,1641.611,1.000047,0.9198367,7.248664E-5,0.01876902,3.164572E-5,0.004011389,0.02643313,1.722225E-4,7.429646E-5,3.496148E-5,2.664538E-4,7.989742E-4,0.02347008,8.322187E-6,0.001996187,7.479272E-5,7.360954E-6,3.398632E-6,2.251057E-6,0.00119467,1.583596E-5,1.891574E-5,1.776199E-8,7.000412E-5,1.737325E-4,1.940758E-4,2.404016E-4,6.736809E-4,1.253858E-4,8.163236E-4,1.809942E-4,5.765058,4.27992E-5,297279.7,297283.3
5.177552,0.00115803,3.141593,0.7853982,3.141593,4392.05,0.1476364,-9394802.0,1641.608,1.180663E8,1641.608,1.000047,0.9198366,7.248145E-5,0.0187691,3.165402E-5,0.004011318,0.0264333,1.722189E-4,7.429466E-5,3.496005E-5,2.664553E-4,7.989566E-4,0.02347003,8.321618E-6,0.001996188,7.479034E-5,7.36062E-6,3.398488E-6,2.25096E-6,0.001194633,1.5835E-5,1.891517E-5,1.776154E-8,7.000534E-5,1.737333E-4,1.940783E-4,2.404006E-4,6.736767E-4,1.253839E-4,8.163458E-4,1.80997E-4,5.765057,4.279926E-5,297279.8,297283.4
