Time_Soln#5 (sec),Volume_Soln#5 (cm3),Volumetric_heat_production_rate_Soln#5 (erg/cm3-sec),Surface_temperature_Soln#5 (K),Temperature_Soln#5 (K),Mass_Soln#5 (g),Pressure_Soln#5 (atm),Mole_fraction_H2_Soln#5 (),Mole_fraction_CH4_Soln#5 (),Mole_fraction_C2H6_Soln#5 (),Mole_fraction_C2H4_Soln#5 (),Mole_fraction_C2H2_Soln#5 (),Mole_fraction_C4H6_Soln#5 (),Mole_fraction_C4H4_Soln#5 (),Mole_fraction_C6H6_Soln#5 (),Mole_fraction_C10H8_Soln#5 (),Mole_fraction_C7H8_Soln#5 (),Mole_fraction_C7H7_Soln#5 (),Mole_fraction_STILB_Soln#5 (),Mole_fraction_C6H5C2H_Soln#5 (),Mole_fraction_C6H5C2H3_Soln#5 (),Mole_fraction_C6H5C2H5_Soln#5 (),Mole_fraction_BIPHENYL_Soln#5 (),Mole_fraction_C14H10_Soln#5 (),Mole_fraction_C16H10_Soln#5 (),Mole_fraction_C6H5C2H4C6H5_Soln#5 (),Mole_fraction_BIN1A_Soln#5 (),Molecular_weight_Soln#5 (g/mole),Mass_density_Soln#5 (g/cm3),Unburned_hydrocarbons_Soln#5 (ppm),Volatile_organic_compounds_Soln#5 (ppm)
0.00201343,15.72251,-1998710.0,1197.597,1197.597,0.001691301,1.0,0.9034521,0.003923737,1.386528E-4,0.005561973,4.877341E-4,4.333255E-5,1.347214E-6,0.007566502,1.909948E-6,0.02860126,2.623561E-4,2.398659E-4,7.72014E-4,0.03663651,0.01197891,7.731764E-6,5.458598E-5,7.63272E-6,1.493011E-4,3.953141E-6,10.57129,1.07572E-4,666366.4,666366.5
0.002013619,15.72251,-1995291.0,1197.597,1197.597,0.001691301,1.0,0.9034513,0.003924058,1.386661E-4,0.005562412,4.877732E-4,4.333902E-5,1.347459E-6,0.007567123,1.910314E-6,0.02860129,2.62353E-4,2.398873E-4,7.720753E-4,0.03663606,0.01197856,7.733027E-6,5.459082E-5,7.63369E-6,1.492998E-4,3.953699E-6,10.57128,1.07572E-4,666366.3,666366.3
0.002013744,15.72252,-1992414.0,1197.597,1197.597,0.001691301,1.0,0.9034508,0.003924272,1.386749E-4,0.005562704,4.877993E-4,4.334332E-5,1.347621E-6,0.007567536,1.910556E-6,0.02860131,2.62351E-4,2.399014E-4,7.721161E-4,0.03663577,0.01197833,7.733866E-6,5.459403E-5,7.634334E-6,1.492989E-4,3.954071E-6,10.57128,1.075719E-4,666366.2,666366.2
0.002014061,15.72252,-1986857.0,1197.597,1197.597,0.001691301,1.0,0.9034495,0.003924812,1.386973E-4,0.005563442,4.878652E-4,4.335422E-5,1.348032E-6,0.00756858,1.911171E-6,0.02860136,2.623459E-4,2.399373E-4,7.722192E-4,0.03663502,0.01197775,7.735992E-6,5.460218E-5,7.635966E-6,1.492967E-4,3.955011E-6,10.57128,1.075719E-4,666365.9,666365.9
0.002154054,15.72487,-1756133.0,1197.549,1197.549,0.001691301,1.0,0.9028837,0.004161446,1.485549E-4,0.005885767,5.166704E-4,4.822228E-5,1.535129E-6,0.008025521,2.192001E-6,0.02862422,2.600851E-4,2.555548E-4,8.172467E-4,0.03630747,0.01172469,8.693686E-6,5.817496E-5,8.363409E-6,1.481997E-4,4.377314E-6,10.56928,1.075559E-4,666240.1,666240.2
0.003,15.7388,-617141.0,1197.372,1197.372,0.001691301,1.0,0.8996925,0.005508171,2.076042E-4,0.007678075,6.781969E-4,7.92077E-5,2.874744E-6,0.01060678,4.256754E-6,0.02873752,2.464588E-4,3.399661E-4,0.001067948,0.03445398,0.01033011,1.515511E-5,7.875856E-5,1.297097E-5,1.387503E-4,7.187844E-6,10.55837,1.074606E-4,665551.9,665552.0
0.004,15.75465,342620.1,1197.352,1197.352,0.001691301,1.0,0.8963566,0.006939086,2.758331E-4,0.009506725,8.456546E-4,1.168929E-4,4.848403E-6,0.01331505,7.42728E-6,0.0288187,2.314196E-4,4.203568E-4,0.00132394,0.0325042,0.008933957,2.385554E-5,1.011123E-4,1.864625E-5,1.26289E-4,1.095264E-5,10.54757,1.073525E-4,664871.3,664871.4
0.005,15.76977,1023141.0,1197.48,1197.48,0.001691301,1.0,0.8934089,0.008223655,3.419024E-4,0.01108513,9.927097E-4,1.534762E-4,7.143636E-6,0.01571847,1.125967E-5,0.02885205,2.177385E-4,4.83922E-4,0.001544614,0.03077034,0.007756461,3.322386E-5,1.216514E-4,2.432512E-5,1.145219E-4,1.504282E-5,10.53858,1.072496E-4,664304.4,664304.5
0.005960588,15.78361,1494641.0,1197.702,1197.702,0.001691301,1.0,0.8908804,0.009340702,4.030747E-4,0.01241136,0.001118345,1.864963E-4,9.568478E-6,0.01778908,1.544896E-5,0.02884793,2.0571E-4,5.324676E-4,0.001729449,0.02927458,0.006791646,4.253589E-5,1.399215E-4,2.964651E-5,1.041466E-4,1.91692E-5,10.53129,1.071555E-4,663845.0,663845.1
0.005970113,15.78375,1495746.0,1197.705,1197.705,0.001691301,1.0,0.8908566,0.009351261,4.036695E-4,0.0124237,0.001119523,1.868115E-4,9.593372E-6,0.01780857,1.549266E-5,0.02884774,2.055956E-4,5.328964E-4,0.001731165,0.02926049,0.006782792,4.262901E-5,1.400962E-4,2.969834E-5,1.040483E-4,1.92108E-5,10.53122,1.071546E-4,663840.8,663840.9
0.006,15.78417,1507712.0,1197.713,1197.713,0.001691301,1.0,0.8907823,0.009384306,4.055338E-4,0.01246227,0.00112321,1.877982E-4,9.671614E-6,0.01786956,1.56301E-5,0.02884711,2.052375E-4,5.342334E-4,0.001736529,0.02921641,0.006755124,4.292128E-5,1.406432E-4,2.986079E-5,1.037404E-4,1.934145E-5,10.53101,1.071518E-4,663827.7,663827.8
0.007,15.79784,1850165.0,1198.021,1198.021,0.001691301,1.0,0.8884257,0.01043845,4.665822E-4,0.01367455,0.001240013,2.193701E-4,1.236029E-5,0.01980837,2.043011E-5,0.02881151,1.937295E-4,5.740223E-4,0.001904649,0.02781477,0.005897927,5.272133E-5,1.582932E-4,3.517309E-5,9.391626E-5,2.376295E-5,10.5246,1.070591E-4,663423.7,663423.7
0.008,15.8108,2086964.0,1198.381,1198.381,0.001691301,1.0,0.8862998,0.01139979,5.249905E-4,0.01474935,0.001345272,2.480604E-4,1.515294E-5,0.02156573,2.556803E-5,0.02875116,1.830702E-4,6.053588E-4,0.002052772,0.02654398,0.005160481,6.247319E-5,1.747608E-4,4.022167E-5,8.497959E-5,2.824444E-5,10.51914,1.069713E-4,663079.1,663079.1
0.009,15.82309,2244524.0,1198.777,1198.777,0.001691301,1.0,0.8843727,0.01227958,5.807535E-4,0.0157083,0.00144069,2.739207E-4,1.80038E-5,0.02316647,3.096495E-5,0.02867086,1.731484E-4,6.298778E-4,0.002183935,0.02538666,0.004523332,7.207258E-5,1.901754E-4,4.498862E-5,7.685972E-5,3.273765E-5,10.51445,1.068882E-4,662783.5,662783.5
0.01,15.83472,2342810.0,1199.197,1199.197,0.001691301,1.0,0.8826191,0.01308706,6.339058E-4,0.01656838,0.001527607,2.971022E-4,2.087733E-5,0.02463051,3.655501E-5,0.0285744,1.638807E-4,6.48855E-4,0.002300557,0.02432878,0.003971071,8.14508E-5,2.046418E-4,4.947089E-5,6.949086E-5,3.720649E-5,10.51041,1.068097E-4,662528.7,662528.7
0.011,15.84572,2394177.0,1199.631,1199.631,0.001691301,1.0,0.8810179,0.01383004,6.845064E-4,0.01734339,0.00160712,3.177998E-4,2.374542E-5,0.02597437,4.228243E-5,0.02846496,1.552023E-4,6.633183E-4,0.002404628,0.02335861,0.003491069,9.056183E-5,2.182485E-4,5.367357E-5,6.281157E-5,4.162323E-5,10.50691,1.067356E-4,662308.2,662308.2
0.012,15.85612,2411394.0,1200.071,1200.071,0.001691301,1.0,0.8795514,0.01451522,7.326322E-4,0.01804462,0.00168013,3.362259E-4,2.658629E-5,0.02721182,4.810053E-5,0.02834514,1.47061E-4,6.740953E-4,0.002497792,0.02246635,0.003072947,9.937687E-5,2.310708E-4,5.760698E-5,5.676518E-5,4.596694E-5,10.50387,1.066655E-4,662116.6,662116.7
0.013,15.86595,2402366.0,1200.513,1200.513,0.001691301,1.0,0.8782046,0.01514836,7.783718E-4,0.01868142,0.001747391,3.52593E-4,2.938323E-5,0.0283545,5.39703E-5,0.02821713,1.394156E-4,6.818584E-4,0.002581428,0.02164362,0.002708068,1.078793E-4,2.431738E-4,6.128435E-5,5.129882E-5,5.022199E-5,10.50122,1.065994E-4,661949.6,661949.7
0.014,15.87524,2373512.0,1200.951,1200.951,0.001691301,1.0,0.8769648,0.01573451,8.218211E-4,0.01926165,0.001809538,3.671056E-4,3.212368E-5,0.02941235,5.985943E-5,0.02808275,1.322321E-4,6.871565E-4,0.002656699,0.02088325,0.002389189,1.160614E-4,2.546145E-4,6.47204E-5,4.636351E-5,5.437696E-5,10.4989,1.06537E-4,661803.6,661803.6
