Time_Soln#8 (sec),Volume_Soln#8 (cm3),Volumetric_heat_production_rate_Soln#8 (erg/cm3-sec),Surface_temperature_Soln#8 (K),Temperature_Soln#8 (K),Mass_Soln#8 (g),Pressure_Soln#8 (atm),Mole_fraction_H2_Soln#8 (),Mole_fraction_CH4_Soln#8 (),Mole_fraction_C2H6_Soln#8 (),Mole_fraction_C2H4_Soln#8 (),Mole_fraction_C2H2_Soln#8 (),Mole_fraction_C4H6_Soln#8 (),Mole_fraction_C4H4_Soln#8 (),Mole_fraction_C6H6_Soln#8 (),Mole_fraction_C10H8_Soln#8 (),Mole_fraction_C7H8_Soln#8 (),Mole_fraction_C7H7_Soln#8 (),Mole_fraction_STILB_Soln#8 (),Mole_fraction_C6H5C2H_Soln#8 (),Mole_fraction_C6H5C2H3_Soln#8 (),Mole_fraction_C6H5C2H5_Soln#8 (),Mole_fraction_INDENE_Soln#8 (),Mole_fraction_BIPHENYL_Soln#8 (),Mole_fraction_C14H10_Soln#8 (),Mole_fraction_BIN1B_Soln#8 (),Mole_fraction_BIN1A_Soln#8 (),Molecular_weight_Soln#8 (g/mole),Mass_density_Soln#8 (g/cm3),Unburned_hydrocarbons_Soln#8 (ppm),Volatile_organic_compounds_Soln#8 (ppm)
7.281453E-5,15.68656,-5.601982E7,1345.735,1345.735,0.001503379,1.0,0.9082567,0.002429601,3.835753E-5,0.00209828,3.101397E-4,5.020287E-6,3.386629E-7,0.002884515,1.846485E-7,0.02867936,0.001080595,5.698129E-5,4.280622E-4,0.03998734,0.01344462,3.286811E-7,1.202579E-6,1.689473E-5,5.778392E-9,5.938537E-7,10.58324,9.583866E-5,667119.5,667119.5
7.285467E-5,15.68657,-5.597248E7,1345.735,1345.735,0.001503379,1.0,0.9082545,0.002430829,3.837588E-5,0.002099333,3.102985E-4,5.025086E-6,3.38962E-7,0.002885986,1.8487E-7,0.02867984,0.001080651,5.702091E-5,4.282777E-4,0.03998629,0.01344316,3.290433E-7,1.203731E-6,1.690522E-5,5.786238E-9,5.944378E-7,10.58323,9.583861E-5,667118.9,667118.9
7.291144E-5,15.68658,-5.584458E7,1345.734,1345.734,0.001503379,1.0,0.9082512,0.002432566,3.840182E-5,0.002100823,3.105231E-4,5.031879E-6,3.393853E-7,0.002888066,1.851835E-7,0.02868053,0.00108073,5.707696E-5,4.285826E-4,0.03998481,0.01344109,3.295559E-7,1.205361E-6,1.692006E-5,5.797346E-9,5.952644E-7,10.58321,9.583853E-5,667118.0,667118.0
7.393676E-5,15.68681,-5.436176E7,1345.723,1345.723,0.001503379,1.0,0.9081931,0.002463889,3.886917E-5,0.002127675,3.145731E-4,5.155088E-6,3.470612E-7,0.002925579,1.90895E-7,0.02869303,0.001082107,5.80907E-5,4.340793E-4,0.03995813,0.0134038,3.388711E-7,1.234949E-6,1.718801E-5,6.000033E-9,6.10285E-7,10.58297,9.583712E-5,667102.7,667102.7
7.506262E-5,15.68707,-5.286701E7,1345.711,1345.711,0.001503379,1.0,0.9081294,0.002498185,3.937992E-5,0.002157057,3.190067E-4,5.291529E-6,3.55557E-7,0.002966643,1.972708E-7,0.0287068,0.001083534,5.920692E-5,4.400948E-4,0.03992891,0.01336301,3.492206E-7,1.267746E-6,1.748213E-5,6.227042E-9,6.269734E-7,10.5827,9.583556E-5,667086.0,667086.0
7.510477E-5,15.68708,-5.279182E7,1345.711,1345.711,0.001503379,1.0,0.9081271,0.002499467,3.9399E-5,0.002158156,3.191724E-4,5.296661E-6,3.558765E-7,0.002968178,1.975116E-7,0.02870732,0.001083586,5.924878E-5,4.403197E-4,0.03992781,0.01336148,3.496106E-7,1.268981E-6,1.749314E-5,6.235633E-9,6.276022E-7,10.58269,9.583551E-5,667085.3,667085.4
7.675029E-5,15.68745,-5.059773E7,1345.694,1345.694,0.001503379,1.0,0.9080344,0.0025494,4.01408E-5,0.002200899,3.256263E-4,5.498315E-6,3.684254E-7,0.003027953,2.070366E-7,0.02872756,0.001085512,6.088594E-5,4.490729E-4,0.03988525,0.01330216,3.649734E-7,1.317521E-6,1.792279E-5,6.576235E-9,6.523754E-7,10.58231,9.583321E-5,667061.1,667061.1
7.799083E-5,15.68774,-4.907244E7,1345.682,1345.682,0.001503379,1.0,0.9079647,0.002586901,4.069656E-5,0.002232976,3.304726E-4,5.651988E-6,3.779839E-7,0.003072835,2.143721E-7,0.02874289,0.001086851,6.212419E-5,4.556431E-4,0.03985328,0.01325766,3.767302E-7,1.354562E-6,1.82465E-5,6.839644E-9,6.713356E-7,10.58202,9.583146E-5,667042.9,667042.9
7.811873E-5,15.68777,-4.890186E7,1345.68,1345.68,0.001503379,1.0,0.9079576,0.00259076,4.075369E-5,0.002236276,3.309713E-4,5.667912E-6,3.789741E-7,0.003077453,2.15136E-7,0.02874448,0.001086984,6.225204E-5,4.563191E-4,0.03984999,0.01325309,3.779509E-7,1.358403E-6,1.827987E-5,6.86713E-9,6.733043E-7,10.58199,9.583128E-5,667041.0,667041.0
7.831151E-5,15.68781,-4.867381E7,1345.679,1345.679,0.001503379,1.0,0.9079468,0.002596575,4.083974E-5,0.002241247,3.317227E-4,5.691942E-6,3.804685E-7,0.003084412,2.162901E-7,0.02874687,0.001087182,6.244481E-5,4.573375E-4,0.03984503,0.01324619,3.797938E-7,1.3642E-6,1.833016E-5,6.908675E-9,6.762767E-7,10.58194,9.583101E-5,667038.2,667038.2
7.835338E-5,15.68782,-4.864451E7,1345.678,1345.678,0.001503379,1.0,0.9079444,0.002597838,4.085842E-5,0.002242327,3.318858E-4,5.697167E-6,3.807934E-7,0.003085923,2.165413E-7,0.02874739,0.001087225,6.24867E-5,4.575587E-4,0.03984395,0.01324469,3.801946E-7,1.36546E-6,1.834108E-5,6.917718E-9,6.769232E-7,10.58194,9.583095E-5,667037.6,667037.6
7.915597E-5,15.68801,-4.762886E7,1345.671,1345.671,0.001503379,1.0,0.9078996,0.002622005,4.12157E-5,0.002262982,3.350086E-4,5.797662E-6,3.870419E-7,0.003114842,2.213898E-7,0.02875735,0.001088021,6.329028E-5,4.617906E-4,0.03982334,0.01321605,3.879155E-7,1.389718E-6,1.855038E-5,7.092557E-9,6.893768E-7,10.58175,9.582981E-5,667025.9,667025.9
1.26057E-4,15.69955,-1.542677E7,1345.405,1345.405,0.001503379,1.0,0.905423,0.003953305,6.019588E-5,0.003389498,5.070862E-4,1.251355E-5,8.092995E-7,0.004706557,6.031528E-7,0.02935244,0.001094932,1.109838E-4,6.934176E-4,0.03867886,0.01166727,9.350809E-7,3.05399E-6,3.05959E-5,2.172752E-8,1.580471E-6,10.57188,9.575936E-5,666403.7,666403.7
2.978714E-4,15.73933,1.268096E7,1345.506,1345.506,0.001503379,1.0,0.8982471,0.007791263,1.080142E-4,0.006566263,0.001014243,4.332498E-5,3.09447E-6,0.009364486,3.584044E-6,0.03114695,9.632149E-4,2.544421E-4,0.00135481,0.03521299,0.007535302,3.926118E-6,1.168557E-5,7.041038E-5,1.581306E-7,6.827285E-6,10.54596,9.551734E-5,664769.6,664769.7
4.99786E-4,15.77491,1.718559E7,1346.142,1346.142,0.001503379,1.0,0.8923951,0.01088663,1.401974E-4,0.009123143,0.00145188,7.843365E-5,6.59483E-6,0.01332613,9.546484E-6,0.03237667,7.995376E-4,3.535396E-4,0.00189372,0.03212931,0.004607561,8.128712E-6,2.349783E-5,1.088587E-4,4.710881E-7,1.505398E-5,10.52714,9.530188E-5,663583.7,663583.7
5.026643E-4,15.77534,1.71845E7,1346.152,1346.152,0.001503379,1.0,0.8923261,0.01092271,1.405451E-4,0.009153318,0.001457233,7.889001E-5,6.647565E-6,0.01337418,9.645059E-6,0.03238905,7.974026E-4,3.545662E-4,0.001900097,0.03209118,0.004575902,8.18915E-6,2.36666E-5,1.093502E-4,4.76489E-7,1.517839E-5,10.52693,9.529928E-5,663570.4,663570.4
5.037477E-4,15.77551,1.718314E7,1346.156,1346.156,0.001503379,1.0,0.8923003,0.01093625,1.406753E-4,0.009164637,0.001459243,7.906142E-5,6.667424E-6,0.01339221,9.68224E-6,0.03239368,7.966006E-4,3.549503E-4,0.001902489,0.03207687,0.004564045,8.211891E-6,2.37301E-5,1.095349E-4,4.785275E-7,1.522525E-5,10.52685,9.529831E-5,663565.5,663565.5
5.04691E-4,15.77565,1.718484E7,1346.159,1346.159,0.001503379,1.0,0.8922778,0.01094801,1.407884E-4,0.009174476,0.00146099,7.92105E-5,6.68472E-6,0.01340789,9.714648E-6,0.0323977,7.959029E-4,3.552838E-4,0.001904568,0.03206442,0.004553749,8.231688E-6,2.378537E-5,1.096955E-4,4.80305E-7,1.526606E-5,10.52679,9.529746E-5,663561.2,663561.2
5.05452E-4,15.77576,1.713518E7,1346.162,1346.162,0.001503379,1.0,0.8922597,0.01095748,1.408795E-4,0.009182403,0.001462398,7.933066E-5,6.698675E-6,0.01342052,9.740815E-6,0.03240093,7.953405E-4,3.555521E-4,0.001906243,0.03205439,0.00454546,8.247656E-6,2.382996E-5,1.098249E-4,4.817405E-7,1.529899E-5,10.52673,9.529678E-5,663557.7,663557.7
5.055538E-4,15.77577,1.712059E7,1346.162,1346.162,0.001503379,1.0,0.8922573,0.01095875,1.408916E-4,0.009183464,0.001462586,7.934674E-5,6.700543E-6,0.01342221,9.744319E-6,0.03240136,7.952652E-4,3.55588E-4,0.001906467,0.03205305,0.004544352,8.249794E-6,2.383593E-5,1.098423E-4,4.819328E-7,1.53034E-5,10.52672,9.529669E-5,663557.2,663557.3
5.063706E-4,15.7759,1.717508E7,1346.165,1346.165,0.001503379,1.0,0.8922379,0.01096889,1.409892E-4,0.009191958,0.001464096,7.947557E-5,6.715525E-6,0.01343575,9.77243E-6,0.03240482,7.94662E-4,3.558752E-4,0.001908262,0.03204229,0.004535476,8.26693E-6,2.388377E-5,1.099811E-4,4.834755E-7,1.533875E-5,10.52666,9.529596E-5,663553.5,663553.5
5.079841E-4,15.77613,1.711221E7,1346.17,1346.17,0.001503379,1.0,0.8921996,0.0109889,1.411813E-4,0.009208705,0.001467072,7.972978E-5,6.745131E-6,0.01346245,9.828036E-6,0.03241162,7.934718E-4,3.564406E-4,0.001911801,0.03202108,0.004517995,8.300776E-6,2.397826E-5,1.10255E-4,4.865283E-7,1.540861E-5,10.52655,9.529452E-5,663546.2,663546.2
5.082697E-4,15.77618,1.710471E7,1346.171,1346.171,0.001503379,1.0,0.8921928,0.01099244,1.412152E-4,0.009211665,0.001467598,7.977472E-5,6.750373E-6,0.01346717,9.837888E-6,0.03241282,7.932612E-4,3.565404E-4,0.001912427,0.03201733,0.004514908,8.306766E-6,2.399498E-5,1.103034E-4,4.870693E-7,1.542098E-5,10.52653,9.529426E-5,663544.9,663544.9
5.083422E-4,15.77619,1.714145E7,1346.171,1346.171,0.001503379,1.0,0.8921911,0.01099333,1.412238E-4,0.009212417,0.001467732,7.978614E-5,6.751704E-6,0.01346836,9.84039E-6,0.03241312,7.932078E-4,3.565658E-4,0.001912586,0.03201638,0.004514125,8.308287E-6,2.399923E-5,1.103157E-4,4.872067E-7,1.542412E-5,10.52652,9.52942E-5,663544.6,663544.6
5.084382E-4,15.7762,1.713868E7,1346.172,1346.172,0.001503379,1.0,0.8921889,0.01099452,1.412352E-4,0.009213411,0.001467908,7.980123E-5,6.753465E-6,0.01346995,9.843701E-6,0.03241353,7.93137E-4,3.565993E-4,0.001912796,0.03201512,0.004513088,8.3103E-6,2.400485E-5,1.10332E-4,4.873886E-7,1.542828E-5,10.52651,9.529411E-5,663544.2,663544.2
5.085137E-4,15.77621,1.709378E7,1346.172,1346.172,0.001503379,1.0,0.8921871,0.01099545,1.412442E-4,0.009214193,0.001468047,7.981311E-5,6.754851E-6,0.0134712,9.846306E-6,0.03241384,7.930814E-4,3.566256E-4,0.001912961,0.03201413,0.004512273,8.311883E-6,2.400927E-5,1.103448E-4,4.875316E-7,1.543155E-5,10.52651,9.529404E-5,663543.8,663543.8
5.085362E-4,15.77622,1.71762E7,1346.172,1346.172,0.001503379,1.0,0.8921865,0.01099573,1.412469E-4,0.009214426,0.001468089,7.981666E-5,6.755265E-6,0.01347157,9.847085E-6,0.03241394,7.930648E-4,3.566335E-4,0.00191301,0.03201384,0.00451203,8.312356E-6,2.401059E-5,1.103486E-4,4.875744E-7,1.543252E-5,10.52651,9.529402E-5,663543.7,663543.7
5.088179E-4,15.77626,1.715105E7,1346.173,1346.173,0.001503379,1.0,0.8921799,0.01099922,1.412803E-4,0.009217343,0.001468608,7.986097E-5,6.760436E-6,0.01347622,9.856809E-6,0.03241512,7.928572E-4,3.567318E-4,0.001913626,0.03201014,0.004508989,8.318264E-6,2.402708E-5,1.103963E-4,4.881085E-7,1.544473E-5,10.52649,9.529377E-5,663542.4,663542.5
5.089582E-4,15.77628,1.708546E7,1346.173,1346.173,0.001503379,1.0,0.8921766,0.01100095,1.412969E-4,0.009218795,0.001468866,7.988303E-5,6.763011E-6,0.01347854,9.861652E-6,0.03241571,7.927539E-4,3.567807E-4,0.001913933,0.0320083,0.004507476,8.321206E-6,2.40353E-5,1.104201E-4,4.883745E-7,1.54508E-5,10.52648,9.529365E-5,663541.8,663541.8
5.090483E-4,15.77629,1.717011E7,1346.174,1346.174,0.001503379,1.0,0.8921744,0.01100206,1.413076E-4,0.009219727,0.001469032,7.98972E-5,6.764665E-6,0.01348002,9.864763E-6,0.03241608,7.926875E-4,3.568121E-4,0.00191413,0.03200712,0.004506504,8.323096E-6,2.404057E-5,1.104354E-4,4.885454E-7,1.545471E-5,10.52647,9.529357E-5,663541.4,663541.4
5.118896E-4,15.77671,1.718664E7,1346.184,1346.184,0.001503379,1.0,0.8921075,0.01103706,1.416431E-4,0.009249042,0.001474248,8.034315E-5,6.816845E-6,0.0135268,9.963038E-6,0.03242792,7.905987E-4,3.577975E-4,0.001920326,0.03196994,0.004475994,8.38266E-6,2.420685E-5,1.109159E-4,4.939469E-7,1.557785E-5,10.52627,9.529104E-5,663528.6,663528.6
6.05699E-4,15.78952,1.663836E7,1346.501,1346.501,0.001503379,1.0,0.8900681,0.01209672,1.515803E-4,0.01014445,0.001635854,9.429839E-5,8.551886E-6,0.01497055,1.335007E-5,0.03275967,7.248113E-4,3.861306E-4,0.002109548,0.03081475,0.003581454,1.03253E-5,2.962484E-5,1.260308E-4,6.828902E-7,1.96783E-5,10.5202,9.521372E-5,663146.4,663146.4
9.152424E-4,15.82072,1.210734E7,1347.397,1347.397,0.001503379,1.0,0.8851395,0.01458354,1.738224E-4,0.0123473,0.002055024,1.3046E-4,1.414931E-5,0.01865612,2.56834E-5,0.03326593,5.488934E-4,4.398126E-4,0.002572904,0.02780337,0.001746482,1.617126E-5,4.600749E-5,1.671444E-4,1.400128E-6,3.297864E-5,10.50645,9.502596E-5,662279.4,662279.5
9.575042E-4,15.82395,1.14257E7,1347.497,1347.497,0.001503379,1.0,0.8846245,0.01483489,1.760539E-4,0.01258265,0.002101938,1.343803E-4,1.487444E-5,0.01906217,2.742534E-5,0.0332873,5.293786E-4,4.441026E-4,0.002622007,0.02746675,0.001586648,1.688815E-5,4.804012E-5,1.719004E-4,1.503784E-6,3.470893E-5,10.50508,9.500656E-5,662193.0,662193.0
0.001,15.82701,1.075526E7,1347.591,1347.591,0.001503379,1.0,0.8841354,0.01507177,1.781664E-4,0.01280743,0.002147177,1.381183E-4,1.559176E-5,0.01945231,2.917914E-5,0.03330084,5.107293E-4,4.479364E-4,0.002668795,0.02714255,0.001441197,1.758922E-5,5.003558E-5,1.765126E-4,1.60855E-6,3.642203E-5,10.50379,9.498822E-5,662111.4,662111.4
0.001238869,15.8411,7381950.0,1348.021,1348.021,0.001503379,1.0,0.8818301,0.01616008,1.881099E-4,0.01388605,0.002370868,1.558208E-4,1.939458E-5,0.02135828,3.898168E-5,0.03326195,4.228117E-4,4.627174E-4,0.002891445,0.0255491,8.479309E-4,2.117736E-5,6.039763E-5,1.996628E-4,2.200098E-6,4.552327E-5,10.49779,9.490369E-5,661733.2,661733.2
0.001242268,15.84127,7282705.0,1348.026,1348.026,0.001503379,1.0,0.8818018,0.01617311,1.882325E-4,0.0138995,0.002373732,1.560376E-4,1.944592E-5,0.02138241,3.911974E-5,0.0332603,4.217511E-4,4.628646E-4,0.002894198,0.02552884,8.416643E-4,2.122441E-5,6.05354E-5,1.999626E-4,2.208489E-6,4.564631E-5,10.49771,9.490268E-5,661728.6,661728.6
0.001242413,15.84128,7255089.0,1348.026,1348.026,0.001503379,1.0,0.8818006,0.01617366,1.882377E-4,0.01390007,0.002373854,1.560468E-4,1.94481E-5,0.02138344,3.912562E-5,0.03326023,4.21706E-4,4.628708E-4,0.002894315,0.02552798,8.413986E-4,2.122641E-5,6.054126E-5,1.999753E-4,2.208847E-6,4.565154E-5,10.49771,9.490264E-5,661728.4,661728.4
0.001242433,15.84128,7321253.0,1348.026,1348.026,0.001503379,1.0,0.8818004,0.01617374,1.882384E-4,0.01390015,0.002373871,1.560481E-4,1.944841E-5,0.02138358,3.912645E-5,0.03326022,4.216996E-4,4.628717E-4,0.002894332,0.02552786,8.41361E-4,2.122669E-5,6.054209E-5,1.999771E-4,2.208897E-6,4.565228E-5,10.49771,9.490263E-5,661728.4,661728.4
0.001242809,15.8413,7327439.0,1348.026,1348.026,0.001503379,1.0,0.8817973,0.01617518,1.88252E-4,0.01390163,0.002374187,1.56072E-4,1.945408E-5,0.02138624,3.914171E-5,0.03326004,4.215826E-4,4.628879E-4,0.002894635,0.02552562,8.406716E-4,2.123188E-5,6.05573E-5,2.000102E-4,2.209824E-6,4.566587E-5,10.4977,9.490252E-5,661727.9,661727.9
0.001243409,15.84133,7316860.0,1348.027,1348.027,0.001503379,1.0,0.8817923,0.01617747,1.882735E-4,0.013904,0.002374691,1.561102E-4,1.946313E-5,0.02139049,3.916606E-5,0.03325974,4.213961E-4,4.629137E-4,0.00289512,0.02552205,8.395727E-4,2.124017E-5,6.058157E-5,2.00063E-4,2.211304E-6,4.568756E-5,10.49769,9.490234E-5,661727.1,661727.1
0.001244225,15.84137,7300757.0,1348.028,1348.028,0.001503379,1.0,0.8817856,0.01618059,1.883029E-4,0.01390722,0.002375377,1.56162E-4,1.947544E-5,0.02139627,3.91992E-5,0.03325934,4.211424E-4,4.629487E-4,0.002895779,0.0255172,8.38079E-4,2.125144E-5,6.06146E-5,2.001348E-4,2.213319E-6,4.571707E-5,10.49767,9.49021E-5,661726.0,661726.0
0.001252623,15.84178,7212835.0,1348.041,1348.041,0.001503379,1.0,0.8817163,0.01621244,1.886032E-4,0.01394018,0.002382408,1.566926E-4,1.960185E-5,0.02145547,3.954002E-5,0.03325512,4.185503E-4,4.633043E-4,0.002902523,0.02546748,8.228844E-4,2.136707E-5,6.095354E-5,2.008712E-4,2.234038E-6,4.602004E-5,10.49749,9.489963E-5,661714.7,661714.8
0.001283126,15.84324,6842398.0,1348.083,1348.083,0.001503379,1.0,0.8814702,0.0163253,1.896724E-4,0.01405764,0.002407559,1.585771E-4,2.005719E-5,0.02166688,4.077523E-5,0.03323862,4.093829E-4,4.645283E-4,0.002926524,0.02528984,7.70119E-4,2.178185E-5,6.21721E-5,2.035093E-4,2.309208E-6,4.71116E-5,10.49686,9.489089E-5,661674.8,661674.8
0.001285548,15.84335,6813144.0,1348.087,1348.087,0.001503379,1.0,0.881451,0.01633408,1.897559E-4,0.01406682,0.002409531,1.587239E-4,2.009309E-5,0.02168343,4.087312E-5,0.03323723,4.086713E-4,4.64621E-4,0.002928397,0.02527593,7.660882E-4,2.181444E-5,6.226802E-5,2.037164E-4,2.31517E-6,4.719766E-5,10.49681,9.489021E-5,661671.7,661671.7
0.001286253,15.84339,6787290.0,1348.088,1348.088,0.001503379,1.0,0.8814454,0.01633662,1.897802E-4,0.01406949,0.002410104,1.587666E-4,2.010353E-5,0.02168824,4.09016E-5,0.03323683,4.084647E-4,4.646479E-4,0.002928941,0.02527189,7.649195E-4,2.182391E-5,6.22959E-5,2.037765E-4,2.316904E-6,4.722269E-5,10.4968,9.489001E-5,661670.8,661670.8
0.001286334,15.84339,6803218.0,1348.088,1348.088,0.001503379,1.0,0.8814448,0.01633691,1.89783E-4,0.01406979,0.002410169,1.587714E-4,2.010472E-5,0.02168878,4.090485E-5,0.03323678,4.084411E-4,4.64651E-4,0.002929003,0.02527143,7.647861E-4,2.1825E-5,6.229909E-5,2.037834E-4,2.317102E-6,4.722555E-5,10.49679,9.488999E-5,661670.7,661670.7
0.001288389,15.84349,6787261.0,1348.091,1348.091,0.001503379,1.0,0.8814286,0.01634433,1.898536E-4,0.01407756,0.002411839,1.588956E-4,2.013515E-5,0.02170279,4.09879E-5,0.03323559,4.078399E-4,4.64729E-4,0.002930587,0.02525966,7.613905E-4,2.18526E-5,6.238036E-5,2.039587E-4,2.32216E-6,4.72985E-5,10.49675,9.488942E-5,661668.1,661668.1
0.001481227,15.85144,4805265.0,1348.312,1348.312,0.001503379,1.0,0.8800497,0.01696396,1.959121E-4,0.01474445,0.002557863,1.693541E-4,2.287774E-5,0.02291786,4.868776E-5,0.03309401,3.586015E-4,4.703573E-4,0.003065768,0.02423639,5.05235E-4,2.429369E-5,6.96466E-5,2.193917E-4,2.793161E-6,5.387657E-5,10.49321,9.48418E-5,661444.9,661444.9
0.002,15.866,1746690.0,1348.628,1348.628,0.001503379,1.0,0.8772837,0.01814728,2.086548E-4,0.01612337,0.002878429,1.892645E-4,2.941236E-5,0.02551166,6.866851E-5,0.0325467,2.80076E-4,4.758225E-4,0.003338308,0.02204858,1.857271E-4,2.982313E-5,8.66256E-5,2.538824E-4,4.03205E-6,6.953095E-5,10.48604,9.475478E-5,660992.7,660992.7
0.002225152,15.87058,1145725.0,1348.692,1348.692,0.001503379,1.0,0.8763275,0.01854258,2.133499E-4,0.01660861,0.0029977,1.955875E-4,3.201177E-5,0.02645264,7.720049E-5,0.0322767,2.620525E-4,4.760331E-4,0.003431422,0.02125805,1.287122E-4,3.196166E-5,9.330021E-5,2.669544E-4,4.569291E-6,7.573301E-5,10.48351,9.472743E-5,660833.3,660833.3
0.00224818,15.87101,1102105.0,1348.697,1348.697,0.001503379,1.0,0.8762349,0.01858068,2.138153E-4,0.0166557,0.003009454,1.961804E-4,3.227289E-5,0.02654477,7.807427E-5,0.0322486,2.605694E-4,4.760114E-4,0.003440366,0.02118085,1.243418E-4,3.217582E-5,9.396905E-5,2.682513E-4,4.624634E-6,7.63549E-5,10.48326,9.472484E-5,660817.7,660817.8
