Time_Soln#16 (sec),Volume_Soln#16 (cm3),Volumetric_heat_production_rate_Soln#16 (erg/cm3-sec),Surface_temperature_Soln#16 (K),Temperature_Soln#16 (K),Mass_Soln#16 (g),Pressure_Soln#16 (atm),Mole_fraction_H2_Soln#16 (),Mole_fraction_H_Soln#16 (),Mole_fraction_CH4_Soln#16 (),Mole_fraction_CH3_Soln#16 (),Mole_fraction_C2H4_Soln#16 (),Mole_fraction_C2H2_Soln#16 (),Mole_fraction_C3H4-P_Soln#16 (),Mole_fraction_C4H4_Soln#16 (),Mole_fraction_C4H2_Soln#16 (),Mole_fraction_C6H6_Soln#16 (),Mole_fraction_C10H8_Soln#16 (),Mole_fraction_C7H8_Soln#16 (),Mole_fraction_C7H7_Soln#16 (),Mole_fraction_C6H5C2H_Soln#16 (),Mole_fraction_C6H5C2H3_Soln#16 (),Mole_fraction_C6H5C2H5_Soln#16 (),Mole_fraction_BIPHENYL_Soln#16 (),Mole_fraction_C14H10_Soln#16 (),Mole_fraction_BIN1B_Soln#16 (),Mole_fraction_BIN1A_Soln#16 (),Molecular_weight_Soln#16 (g/mole),Mass_density_Soln#16 (g/cm3),Unburned_hydrocarbons_Soln#16 (ppm),Volatile_organic_compounds_Soln#16 (ppm)
0.0,15.7,-1.39866E11,1750.0,1750.0,0.00115975,1.0,0.9128527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02851745,0.0,0.0,0.0421063,0.01652353,0.0,0.0,0.0,0.0,10.60769,7.38694E-5,668660.8,668660.8
1.894512E-9,15.69963,-1.39682E11,1749.936,1749.936,0.00115975,1.0,0.9128428,9.582972E-7,1.514256E-8,9.99952E-6,3.46274E-9,4.157698E-8,2.15524E-13,3.741755E-11,2.113824E-12,4.264928E-8,1.59911E-17,0.02851618,1.087845E-5,2.210406E-9,0.04210728,0.0165117,3.354612E-17,6.108637E-12,1.32502E-22,2.306325E-13,10.60755,7.387116E-5,668652.4,668652.4
3.382511E-8,15.69338,-1.371912E11,1748.872,1748.872,0.00115975,1.0,0.9126743,1.887032E-5,4.704712E-6,1.724262E-4,7.337332E-7,8.564813E-7,2.358546E-10,1.175804E-8,1.481992E-9,1.320967E-6,8.734298E-14,0.02849395,1.925252E-4,5.297972E-7,0.04212178,0.01631413,4.04028E-13,2.33483E-9,1.863039E-17,6.204559E-11,10.60532,7.390056E-5,668511.8,668511.8
2.382018E-7,15.65629,-1.225641E11,1742.48,1742.48,0.00115975,1.0,0.911537,1.878486E-4,2.001282E-4,9.795013E-4,5.276514E-5,1.485474E-5,4.607588E-8,5.479588E-7,3.172559E-7,6.15565E-5,9.597318E-11,0.02830505,0.001295474,2.698673E-5,0.04213209,0.01511749,2.395332E-9,2.175366E-7,2.437677E-13,3.387784E-9,10.59159,7.407562E-5,667646.2,667646.2
9.983068E-7,15.57306,-5.793511E10,1726.129,1726.129,0.00115975,1.0,0.9071878,6.162243E-4,0.002148433,0.002059618,9.551916E-4,2.726499E-4,1.584502E-6,7.581611E-6,9.555754E-6,0.001404734,4.827339E-8,0.02729998,0.004460182,4.504593E-4,0.04110992,0.01145305,6.224951E-7,5.605715E-6,3.131239E-10,7.130873E-8,10.54828,7.447154E-5,664916.0,664916.0
1.993061E-6,15.55176,-1.78804E10,1718.069,1718.069,0.00115975,1.0,0.9024899,5.945771E-4,0.005151012,0.001999016,0.002459246,7.783917E-4,7.141294E-6,2.199341E-5,2.936331E-5,0.004017108,6.324396E-7,0.02667966,0.006371278,0.00115005,0.03916566,0.00816675,3.414961E-6,1.781937E-5,4.326005E-9,3.291183E-7,10.5134,7.457351E-5,662717.7,662717.8
2.015056E-6,15.55176,-1.744865E10,1717.976,1717.976,0.00115975,1.0,0.9023994,5.925402E-4,0.005213239,0.001992539,0.002489362,7.891362E-4,7.298077E-6,2.233803E-5,2.982074E-5,0.004072287,6.56366E-7,0.02667448,0.00639501,0.001164164,0.0391249,0.008108498,3.490989E-6,1.810318E-5,4.481687E-9,3.37525E-7,10.51283,7.45735E-5,662681.7,662681.8
2.069261E-6,15.55182,-1.643388E10,1717.756,1717.756,0.00115975,1.0,0.9021786,5.87476E-4,0.005365513,0.001976222,0.002562883,8.154616E-4,7.689081E-6,2.319001E-5,3.094966E-5,0.004207409,7.176995E-7,0.02666278,0.006451122,0.001198645,0.03902507,0.007967094,3.679963E-6,1.8803E-5,4.878173E-9,3.587747E-7,10.51145,7.457325E-5,662594.6,662594.7
2.289413E-6,15.5526,-1.29435E10,1716.985,1716.985,0.00115975,1.0,0.9013126,5.666693E-4,0.005967711,0.001906122,0.002851402,9.200744E-4,9.338927E-6,2.668405E-5,3.555699E-5,0.004743217,1.002369E-6,0.02662922,0.006647279,0.001334334,0.03862894,0.00742272,4.468218E-6,2.164659E-5,6.675356E-9,4.528924E-7,10.5062,7.45695E-5,662263.7,662263.8
2.335664E-6,15.55286,-1.232177E10,1716.844,1716.844,0.00115975,1.0,0.9011367,5.623085E-4,0.006090846,0.001890856,0.002909994,9.415758E-4,9.696986E-6,2.742388E-5,3.652933E-5,0.00485309,1.069628E-6,0.02662468,0.006682614,0.001361967,0.03854763,0.007314133,4.637527E-6,2.224351E-5,7.090965E-9,4.742656E-7,10.50517,7.456824E-5,662198.5,662198.6
2.752657E-6,15.5563,-8.00585E9,1715.845,1715.845,0.00115975,1.0,0.8996377,5.243194E-4,0.007148035,0.001750526,0.003408546,0.001128125,1.306998E-5,3.415422E-5,4.536745E-5,0.005801992,1.797136E-6,0.02661377,0.006926347,0.00159824,0.0378435,0.006415408,6.207801E-6,2.760086E-5,1.1426E-8,6.918265E-7,10.49673,7.455176E-5,661666.7,661666.8
2.815743E-6,15.55694,-7.514062E9,1715.727,1715.727,0.00115975,1.0,0.8994237,5.188579E-4,0.007299738,0.001729354,0.00347955,0.001155234,1.35995E-5,3.51788E-5,4.671666E-5,0.00593914,1.926669E-6,0.02661591,0.006953126,0.001632066,0.03774138,0.006291022,6.450883E-6,2.84061E-5,1.217362E-8,7.286129E-7,10.49558,7.454867E-5,661594.0,661594.1
3.176644E-6,15.561,-5.269706E9,1715.18,1715.18,0.00115975,1.0,0.8982577,4.893174E-4,0.008127696,0.001611005,0.003865564,0.001305089,1.670222E-5,4.105211E-5,5.450561E-5,0.006693251,2.768002E-6,0.02664125,0.007066295,0.001816785,0.0371778,0.005630523,7.860738E-6,3.297886E-5,1.6909E-8,9.581108E-7,10.48949,7.452922E-5,661210.3,661210.4
3.390098E-6,15.5636,-4.297265E9,1714.936,1714.936,0.00115975,1.0,0.8976114,4.732305E-4,0.008586652,0.001544054,0.004078892,0.00138978,1.858497E-5,4.452567E-5,5.917509E-5,0.007116083,3.346727E-6,0.02666408,0.007106181,0.001919485,0.03686006,0.005277167,8.706116E-6,3.565371E-5,2.007656E-8,1.10878E-6,10.48625,7.451679E-5,661005.8,661005.9
3.514212E-6,15.56515,-3.823776E9,1714.815,1714.815,0.00115975,1.0,0.8972494,4.643375E-4,0.008843539,0.001506353,0.004198248,0.001437772,1.969242E-5,4.654218E-5,6.191385E-5,0.007354509,3.711E-6,0.0266792,0.007121728,0.001977142,0.03668028,0.005083212,9.20039E-6,3.719824E-5,2.204356E-8,1.201339E-6,10.48447,7.450938E-5,660893.5,660893.6
3.534239E-6,15.5654,-3.752936E9,1714.797,1714.797,0.00115975,1.0,0.8971918,4.629335E-4,0.008884323,0.001500358,0.0042172,0.001445433,1.987189E-5,4.686726E-5,6.235751E-5,0.007392488,3.771693E-6,0.02668174,0.007123757,0.00198631,0.0366516,0.005052669,9.280301E-6,3.744672E-5,2.236961E-8,1.21661E-6,10.48418,7.450818E-5,660875.8,660875.9
3.538911E-6,15.56546,-3.7364E9,1714.792,1714.792,0.00115975,1.0,0.8971785,4.626072E-4,0.008893811,0.001498963,0.004221608,0.001447217,1.991379E-5,4.694307E-5,6.246107E-5,0.007401328,3.785928E-6,0.02668234,0.007124212,0.001988443,0.03664493,0.005045573,9.298948E-6,3.750465E-5,2.244601E-8,1.220186E-6,10.48412,7.45079E-5,660871.7,660871.8
3.54556E-6,15.56554,-3.713468E9,1714.786,1714.786,0.00115975,1.0,0.8971594,4.621436E-4,0.008907295,0.00149698,0.004227874,0.001449754,1.997343E-5,4.705097E-5,6.26085E-5,0.007413895,3.806238E-6,0.02668319,0.007124847,0.001991475,0.03663543,0.005035495,9.325489E-6,3.758707E-5,2.255499E-8,1.225284E-6,10.48403,7.45075E-5,660865.9,660866.0
3.710891E-6,15.56763,-3.186737E9,1714.65,1714.65,0.00115975,1.0,0.8966951,4.509145E-4,0.009236181,0.001448573,0.004380768,0.001512039,2.146326E-5,4.972982E-5,6.629221E-5,0.007721668,4.330132E-6,0.02670518,0.007136318,0.00206559,0.03640249,0.004791992,9.986658E-6,3.962912E-5,2.535029E-8,1.355316E-6,10.48178,7.44975E-5,660724.6,660724.7
5.765635E-6,15.59191,-7.310652E8,1713.894,1713.894,0.00115975,1.0,0.8920276,3.485061E-4,0.01247283,9.824388E-4,0.005917743,0.002185259,4.049737E-5,8.182918E-5,1.153943E-4,0.01093064,1.372213E-5,0.02698965,0.006857316,0.002824,0.03391537,0.002634621,1.820729E-5,6.38012E-5,7.412097E-8,3.435729E-6,10.46085,7.438148E-5,659404.7,659404.8
5.80926E-6,15.59236,-7.2039E8,1713.886,1713.886,0.00115975,1.0,0.8919462,3.46896E-4,0.01252759,9.748986E-4,0.005944722,0.002197942,4.090527E-5,8.247916E-5,1.165101E-4,0.01098876,1.397575E-5,0.02699453,0.006846589,0.002837526,0.0338692,0.002602106,1.837951E-5,6.429116E-5,7.544714E-8,3.488096E-6,10.4605,7.437933E-5,659382.8,659382.8
5.814728E-6,15.59242,-7.192762E8,1713.885,1713.885,0.00115975,1.0,0.8919361,3.466954E-4,0.01253442,9.739593E-4,0.00594809,0.002199528,4.09564E-5,8.256052E-5,1.166501E-4,0.01099602,1.400769E-5,0.02699513,0.006845237,0.002839215,0.03386343,0.002598061,1.840109E-5,6.435251E-5,7.561425E-8,3.494681E-6,10.46046,7.437907E-5,659380.0,659380.1
5.817251E-6,15.59244,-7.193526E8,1713.885,1713.885,0.00115975,1.0,0.8919314,3.46603E-4,0.01253757,9.735263E-4,0.005949644,0.002200259,4.097999E-5,8.259806E-5,1.167148E-4,0.01099937,1.402243E-5,0.02699541,0.006844613,0.002839994,0.03386077,0.002596197,1.841104E-5,6.438081E-5,7.569141E-8,3.497721E-6,10.46044,7.437894E-5,659378.8,659378.8
5.820224E-6,15.59247,-7.182845E8,1713.884,1713.884,0.00115975,1.0,0.8919259,3.464942E-4,0.01254128,9.730165E-4,0.005951473,0.002201121,4.100778E-5,8.264227E-5,1.16791E-4,0.01100331,1.403982E-5,0.02699574,0.006843877,0.002840911,0.03385763,0.002594002,1.842277E-5,6.441414E-5,7.578237E-8,3.501304E-6,10.46041,7.43788E-5,659377.3,659377.4
5.828467E-6,15.59256,-7.162474E8,1713.883,1713.883,0.00115975,1.0,0.8919106,3.461928E-4,0.01255155,9.716049E-4,0.005956541,0.002203508,4.108486E-5,8.276484E-5,1.170023E-4,0.01101424,1.408807E-5,0.02699665,0.006841833,0.002843453,0.03384895,0.002587927,1.845529E-5,6.450657E-5,7.603495E-8,3.511246E-6,10.46035,7.43784E-5,659373.2,659373.2
5.849354E-6,15.59277,-7.115117E8,1713.879,1713.879,0.00115975,1.0,0.891872,3.454321E-4,0.01257749,9.680421E-4,0.00596935,0.002209549,4.128017E-5,8.307517E-5,1.175384E-4,0.01104186,1.421072E-5,0.02699895,0.006836636,0.002849879,0.03382697,0.002572607,1.853766E-5,6.474063E-5,7.667717E-8,3.536494E-6,10.46018,7.437738E-5,659362.8,659362.9
6.284676E-6,15.59705,-6.549755E8,1713.808,1713.808,0.00115975,1.0,0.8910968,3.304486E-4,0.01309454,8.978335E-4,0.006227181,0.002332769,4.535099E-5,8.946377E-5,1.288756E-4,0.01160074,1.687297E-5,0.02704266,0.006723698,0.002979551,0.03338032,0.002274201,2.024617E-5,6.957231E-5,9.071267E-8,4.077699E-6,10.45688,7.4357E-5,659154.9,659154.9
6.333967E-6,15.59751,-6.530854E8,1713.801,1713.801,0.00115975,1.0,0.8910124,3.28851E-4,0.01315037,8.903506E-4,0.006255325,0.002346412,4.58119E-5,9.017747E-5,1.301792E-4,0.01166206,1.718696E-5,0.02704711,0.006710432,0.002993742,0.03333106,0.002242799,2.043859E-5,7.011389E-5,9.238095E-8,4.140738E-6,10.45652,7.435479E-5,659132.3,659132.4
6.337202E-6,15.59754,-6.527159E8,1713.8,1713.8,0.00115975,1.0,0.8910069,3.287469E-4,0.01315401,8.898628E-4,0.006257165,0.002347305,4.584214E-5,9.022423E-5,1.302649E-4,0.01166607,1.720765E-5,0.0270474,0.006709558,0.00299467,0.03332784,0.002240754,2.045121E-5,7.014939E-5,9.249098E-8,4.144887E-6,10.4565,7.435465E-5,659130.8,659130.9
6.343858E-6,15.5976,-6.523942E8,1713.799,1713.799,0.00115975,1.0,0.8909956,3.285327E-4,0.01316151,8.888601E-4,0.006260948,0.002349142,4.590439E-5,9.032045E-5,1.304413E-4,0.01167432,1.725027E-5,0.02704799,0.00670776,0.002996579,0.03332121,0.002236553,2.047718E-5,7.022244E-5,9.271768E-8,4.15343E-6,10.45645,7.435435E-5,659127.8,659127.8
6.346914E-6,15.59763,-6.52216E8,1713.799,1713.799,0.00115975,1.0,0.8909904,3.284345E-4,0.01316494,8.884003E-4,0.006262683,0.002349985,4.593296E-5,9.03646E-5,1.305223E-4,0.01167811,1.726985E-5,0.02704826,0.006706933,0.002997454,0.03331816,0.002234627,2.04891E-5,7.025596E-5,9.282184E-8,4.157354E-6,10.45643,7.435422E-5,659126.4,659126.5
6.383076E-6,15.59797,-6.510996E8,1713.793,1713.793,0.00115975,1.0,0.890929,3.272783E-4,0.01320545,8.829864E-4,0.00628316,0.002359943,4.627109E-5,9.088654E-5,1.31482E-4,0.01172278,1.75023E-5,0.02705143,0.006697133,0.003007786,0.03328224,0.002211973,2.063009E-5,7.065237E-5,9.405932E-8,4.203892E-6,10.45617,7.435261E-5,659110.0,659110.1
6.436481E-6,15.59846,-6.502768E8,1713.785,1713.785,0.00115975,1.0,0.8908391,3.25589E-4,0.01326478,8.750781E-4,0.006313207,0.002374593,4.677044E-5,9.165541E-5,1.329033E-4,0.01178838,1.784801E-5,0.02705602,0.006682585,0.003022952,0.03322943,0.002178955,2.083811E-5,7.123675E-5,9.590269E-8,4.272956E-6,10.45579,7.435026E-5,659086.0,659086.0
6.450545E-6,15.59859,-6.501271E8,1713.782,1713.782,0.00115975,1.0,0.8908155,3.251477E-4,0.0132803,8.730128E-4,0.006321081,0.002378439,4.690193E-5,9.18575E-5,1.332784E-4,0.01180558,1.793953E-5,0.02705721,0.00667874,0.003026928,0.03321557,0.002170347,2.089284E-5,7.139043E-5,9.63913E-8,4.29121E-6,10.45569,7.434965E-5,659079.7,659079.7
6.577211E-6,15.59973,-6.514108E8,1713.763,1713.763,0.00115975,1.0,0.8906057,3.21242E-4,0.01341816,8.547409E-4,0.006391258,0.002412862,4.808616E-5,9.366997E-5,1.366718E-4,0.01195913,1.877312E-5,0.0270675,0.006643845,0.003062388,0.03309169,0.002094471,2.138499E-5,7.277043E-5,1.008537E-7,4.456892E-6,10.4548,7.434419E-5,659023.6,659023.7
9.409337E-6,15.61883,-1.22264E9,1713.158,1713.158,0.00115975,1.0,0.886782,2.574722E-4,0.01580918,5.634964E-4,0.007696771,0.003102695,7.453957E-5,1.307095E-4,2.190851E-4,0.01488154,4.112652E-5,0.02712158,0.005835274,0.003728811,0.03067167,9.620238E-4,3.200371E-5,1.019731E-4,2.294623E-7,8.64924E-6,10.43834,7.425329E-5,657985.8,657985.9
9.766681E-6,15.62046,-1.318215E9,1713.049,1713.049,0.00115975,1.0,0.8863903,2.518012E-4,0.01603905,5.387923E-4,0.007833914,0.003181202,7.788102E-5,1.349197E-4,2.302902E-4,0.01519541,4.438157E-5,0.02710664,0.005737994,0.003799391,0.03040474,8.74227E-4,3.32937E-5,1.054629E-4,2.49712E-7,9.232613E-6,10.43658,7.424552E-5,657874.9,657875.0
9.977862E-6,15.62136,-1.374682E9,1712.98,1712.98,0.00115975,1.0,0.8861661,2.4863E-4,0.01616923,5.251242E-4,0.007912735,0.003226893,7.985702E-5,1.373615E-4,2.369862E-4,0.01537636,4.6344E-5,0.02709583,0.005681541,0.003839988,0.03025026,8.263834E-4,3.405136E-5,1.075079E-4,2.621115E-7,9.582007E-6,10.43556,7.424126E-5,657810.8,657810.9
1.0E-5,15.62145,-1.380477E9,1712.973,1712.973,0.00115975,1.0,0.8861429,2.483052E-4,0.01618265,5.237295E-4,0.007920906,0.003231654,8.006423E-5,1.376155E-4,2.376912E-4,0.01539514,4.655133E-5,0.02709461,0.005675669,0.003844198,0.03023421,8.215316E-4,3.413059E-5,1.077216E-4,2.6343E-7,9.618826E-6,10.43545,7.424083E-5,657804.1,657804.2
1.004888E-5,15.62165,-1.393415E9,1712.957,1712.957,0.00115975,1.0,0.8860918,2.475932E-4,0.0162121,5.20677E-4,0.007938882,0.003242144,8.052175E-5,1.381748E-4,2.392499E-4,0.01543647,4.701025E-5,0.02709187,0.005662741,0.00385346,0.03019885,8.109344E-4,3.430537E-5,1.081927E-4,2.663543E-7,9.700251E-6,10.43522,7.423988E-5,657789.5,657789.5
1.037497E-5,15.62292,-1.478799E9,1712.844,1712.844,0.00115975,1.0,0.885758,2.430109E-4,0.01640345,5.011578E-4,0.008056751,0.003311478,8.357579E-5,1.418614E-4,2.497195E-4,0.01570802,5.010874E-5,0.0270717,0.005577624,0.003914215,0.02996601,7.438277E-4,3.5467E-5,1.113198E-4,2.863033E-7,1.024784E-5,10.43369,7.423387E-5,657692.8,657692.9
1.07689E-5,15.6243,-1.578864E9,1712.698,1712.698,0.00115975,1.0,0.8853695,2.378444E-4,0.01662322,4.794369E-4,0.008194567,0.003393776,8.726924E-5,1.462103E-4,2.625244E-4,0.01602665,5.393469E-5,0.02704314,0.005477563,0.003985296,0.02969162,6.705729E-4,3.686022E-5,1.150602E-4,3.114324E-7,1.091904E-5,10.43188,7.42273E-5,657578.8,657578.8
1.098441E-5,15.62499,-1.632232E9,1712.615,1712.615,0.00115975,1.0,0.8851634,2.351762E-4,0.01673855,4.683499E-4,0.008267973,0.003438162,8.92919E-5,1.485422E-4,2.695988E-4,0.01619686,5.606444E-5,0.02702566,0.005424141,0.004023172,0.02954452,6.33797E-4,3.761798E-5,1.170901E-4,3.256586E-7,1.12905E-5,10.43091,7.4224E-5,657517.6,657517.6
1.100728E-5,15.62506,-1.637772E9,1712.606,1712.606,0.00115975,1.0,0.8851417,2.348993E-4,0.01675059,4.672049E-4,0.008275683,0.003442846,8.950663E-5,1.487877E-4,2.703522E-4,0.01621476,5.629192E-5,0.02702374,0.005418528,0.004027151,0.02952903,6.300237E-4,3.769821E-5,1.173049E-4,3.271882E-7,1.133009E-5,10.43081,7.422367E-5,657511.1,657511.1
1.106355E-5,15.62524,-1.651678E9,1712.583,1712.583,0.00115975,1.0,0.8850888,2.342229E-4,0.01678007,4.644125E-4,0.008294589,0.003454351,9.003498E-5,1.493902E-4,2.722082E-4,0.01625866,5.685276E-5,0.02701893,0.005404764,0.004036907,0.02949103,6.208423E-4,3.789546E-5,1.178327E-4,3.309676E-7,1.142762E-5,10.43055,7.422285E-5,657495.3,657495.3
1.107551E-5,15.62527,-1.654405E9,1712.579,1712.579,0.00115975,1.0,0.8850775,2.3408E-4,0.01678631,4.638236E-4,0.008298596,0.003456793,9.01473E-5,1.49518E-4,2.726031E-4,0.01626797,5.697219E-5,0.0270179,0.005401847,0.004038975,0.02948297,6.189094E-4,3.793736E-5,1.179448E-4,3.31774E-7,1.144838E-5,10.4305,7.422267E-5,657491.9,657492.0
1.110017E-5,15.62535,-1.660492E9,1712.569,1712.569,0.00115975,1.0,0.8850544,2.337865E-4,0.01679914,4.626139E-4,0.008306847,0.003461824,9.037895E-5,1.497812E-4,2.734179E-4,0.01628714,5.721872E-5,0.02701576,0.005395841,0.004043233,0.02946636,6.149435E-4,3.802374E-5,1.181758E-4,3.334402E-7,1.149121E-5,10.43039,7.422232E-5,657485.0,657485.0
1.110949E-5,15.62538,-1.662539E9,1712.565,1712.565,0.00115975,1.0,0.8850457,2.33676E-4,0.01680398,4.621587E-4,0.008309958,0.003463723,9.046646E-5,1.498805E-4,2.737259E-4,0.01629437,5.731193E-5,0.02701495,0.005393575,0.004044839,0.0294601,6.134527E-4,3.805636E-5,1.182631E-4,3.340708E-7,1.15074E-5,10.43035,7.422219E-5,657482.4,657482.4
1.144573E-5,15.62633,-1.741958E9,1712.427,1712.427,0.00115975,1.0,0.8847362,2.298134E-4,0.01697466,4.463539E-4,0.008420669,0.003531744,9.36267E-5,1.534239E-4,2.848963E-4,0.01655202,6.070618E-5,0.02698413,0.005313016,0.004101983,0.02923648,5.621738E-4,3.923E-5,1.213981E-4,3.572568E-7,1.209516E-5,10.42887,7.421763E-5,657389.0,657389.0
1.149985E-5,15.62648,-1.754773E9,1712.404,1712.404,0.00115975,1.0,0.8846873,2.292133E-4,0.01700145,4.439191E-4,0.008438205,0.0035426,9.41357E-5,1.53987E-4,2.86704E-4,0.01659291,6.125783E-5,0.02697891,0.00530027,0.004111035,0.02920092,5.543599E-4,3.941825E-5,1.219003E-4,3.61066E-7,1.219037E-5,10.42863,7.421694E-5,657374.1,657374.2
1.150398E-5,15.62649,-1.75558E9,1712.402,1712.402,0.00115975,1.0,0.8846836,2.291678E-4,0.01700348,4.437347E-4,0.008439539,0.003543427,9.417449E-5,1.540299E-4,2.868419E-4,0.01659601,6.129993E-5,0.0269785,0.005299301,0.004111724,0.02919822,5.537692E-4,3.943259E-5,1.219386E-4,3.613572E-7,1.219764E-5,10.42861,7.421689E-5,657373.0,657373.0
1.15973E-5,15.62673,-1.776651E9,1712.362,1712.362,0.00115975,1.0,0.8845998,2.281483E-4,0.01704923,4.396088E-4,0.008469587,0.003562086,9.505248E-5,1.549959E-4,2.899658E-4,0.01666612,6.225485E-5,0.02696931,0.005277474,0.004127236,0.02913721,5.405865E-4,3.975679E-5,1.22803E-4,3.679799E-7,1.236224E-5,10.42821,7.421573E-5,657347.4,657347.5
1.169327E-5,15.62698,-1.798378E9,1712.321,1712.321,0.00115975,1.0,0.8845144,2.271176E-4,0.01709573,4.354535E-4,0.008500257,0.0035812,9.595572E-5,1.559833E-4,2.931865E-4,0.01673773,6.32413E-5,0.02695965,0.005255218,0.004143069,0.02907482,5.273802E-4,4.008966E-5,1.2369E-4,3.748573E-7,1.253201E-5,10.42779,7.421457E-5,657321.3,657321.3
1.170361E-5,15.627,-1.80061E9,1712.316,1712.316,0.00115975,1.0,0.8845052,2.270076E-4,0.0171007,4.350112E-4,0.008503546,0.003583254,9.605302E-5,1.560893E-4,2.935338E-4,0.01674541,6.334781E-5,0.02695859,0.005252832,0.004144767,0.02906813,5.259789E-4,4.012548E-5,1.237854E-4,3.75602E-7,1.255032E-5,10.42775,7.421445E-5,657318.5,657318.5
1.1886E-5,15.62745,-1.840766E9,1712.236,1712.236,0.00115975,1.0,0.8843451,2.251014E-4,0.01718744,4.273718E-4,0.008561147,0.003619357,9.777055E-5,1.579476E-4,2.996784E-4,0.01688007,6.523569E-5,0.02693958,0.005211109,0.004174504,0.02895065,5.019055E-4,4.075654E-5,1.254651E-4,3.888744E-7,1.287446E-5,10.42697,7.421236E-5,657269.1,657269.2
1.193754E-5,15.62757,-1.852228E9,1712.213,1712.213,0.00115975,1.0,0.8843003,2.245739E-4,0.01721161,4.252681E-4,0.008577276,0.003629511,9.825609E-5,1.584688E-4,3.014197E-4,0.01691782,6.577199E-5,0.02693406,0.005199446,0.004182831,0.02891769,4.953208E-4,4.093452E-5,1.259385E-4,3.926692E-7,1.296638E-5,10.42675,7.421179E-5,657255.3,657255.3
1.194806E-5,15.62759,-1.854203E9,1712.209,1712.209,0.00115975,1.0,0.8842912,2.244668E-4,0.01721652,4.248418E-4,0.00858056,0.00363158,9.835519E-5,1.585749E-4,3.017754E-4,0.0169255,6.588159E-5,0.02693293,0.005197072,0.004184526,0.02891097,4.939888E-4,4.097082E-5,1.260351E-4,3.934461E-7,1.298515E-5,10.4267,7.421167E-5,657252.4,657252.5
1.248623E-5,15.62872,-1.96597E9,1711.96,1711.96,0.00115975,1.0,0.8838355,2.19249E-4,0.01745988,4.04291E-4,0.008745107,0.003736342,1.034309E-4,1.639103E-4,3.200903E-4,0.01731155,7.155652E-5,0.02687176,0.005078741,0.004269469,0.02857292,4.307741E-4,4.282051E-5,1.309448E-4,4.342952E-7,1.395334E-5,10.42444,7.420631E-5,657109.7,657109.7
1.251547E-5,15.62877,-1.971568E9,1711.946,1711.946,0.00115975,1.0,0.8838113,2.189792E-4,0.01747267,4.032417E-4,0.008753862,0.003741973,1.03707E-4,1.641949E-4,3.210919E-4,0.01733214,7.186856E-5,0.02686826,0.005072484,0.004273987,0.02855485,4.276008E-4,4.29206E-5,1.3121E-4,4.365766E-7,1.400636E-5,10.42432,7.420605E-5,657102.0,657102.1
1.267264E-5,15.62906,-2.002014E9,1711.871,1711.871,0.00115975,1.0,0.8836823,2.175543E-4,0.01754071,3.977162E-4,0.008800589,0.003772134,1.051915E-4,1.657157E-4,3.264853E-4,0.0174421,7.35518E-5,0.02684917,0.005039162,0.004298105,0.02845824,4.109838E-4,4.345779E-5,1.326324E-4,4.489481E-7,1.429201E-5,10.42366,7.420469E-5,657061.0,657061.1
1.320553E-5,15.62991,-2.099733E9,1711.607,1711.607,0.00115975,1.0,0.8832567,2.129998E-4,0.01776281,3.803119E-4,0.008955194,0.003873136,1.102307E-4,1.707607E-4,3.44897E-4,0.01780694,7.933437E-5,0.02678089,0.004929956,0.004377879,0.02813689,3.597024E-4,4.527064E-5,1.374218E-4,4.922691E-7,1.526893E-5,10.42149,7.420064E-5,656923.8,656923.9
1.331667E-5,15.63007,-2.11901E9,1711.55,1711.55,0.00115975,1.0,0.8831701,2.121009E-4,0.01780756,3.769254E-4,0.008986723,0.003893965,1.112828E-4,1.717916E-4,3.487595E-4,0.01788153,8.055447E-5,0.026766,0.004907908,0.004394142,0.02807104,3.499225E-4,4.564713E-5,1.384144E-4,5.015728E-7,1.547423E-5,10.42104,7.41999E-5,656895.6,656895.6
1.33279E-5,15.63008,-2.120952E9,1711.545,1711.545,0.00115975,1.0,0.8831614,2.12011E-4,0.01781205,3.765876E-4,0.008989896,0.003896066,1.113892E-4,1.718954E-4,3.491503E-4,0.01788904,8.067804E-5,0.02676448,0.004905694,0.004395778,0.0280644,3.489506E-4,4.568515E-5,1.385146E-4,5.025182E-7,1.5495E-5,10.421,7.419983E-5,656892.7,656892.8
1.334815E-5,15.63011,-2.124409E9,1711.534,1711.534,0.00115975,1.0,0.8831457,2.118494E-4,0.01782014,3.759805E-4,0.008995611,0.003899851,1.115809E-4,1.720823E-4,3.49855E-4,0.01790256,8.090095E-5,0.02676174,0.004901708,0.004398726,0.02805245,3.47206E-4,4.575368E-5,1.386952E-4,5.042252E-7,1.553248E-5,10.42091,7.41997E-5,656887.6,656887.6
1.336131E-5,15.63013,-2.126618E9,1711.527,1711.527,0.00115975,1.0,0.8831355,2.117446E-4,0.01782538,3.755874E-4,0.008999321,0.003902309,1.117056E-4,1.722037E-4,3.503132E-4,0.01791135,8.10459E-5,0.02675996,0.004899121,0.004400639,0.02804469,3.460773E-4,4.579821E-5,1.388125E-4,5.053361E-7,1.555684E-5,10.42086,7.419962E-5,656884.3,656884.3
