Time_Soln#10 (sec),Volume_Soln#10 (cm3),Volumetric_heat_production_rate_Soln#10 (erg/cm3-sec),Surface_temperature_Soln#10 (K),Temperature_Soln#10 (K),Mass_Soln#10 (g),Pressure_Soln#10 (atm),Mole_fraction_H2_Soln#10 (),Mole_fraction_CH4_Soln#10 (),Mole_fraction_CH3_Soln#10 (),Mole_fraction_C2H6_Soln#10 (),Mole_fraction_C2H4_Soln#10 (),Mole_fraction_C2H2_Soln#10 (),Mole_fraction_C4H6_Soln#10 (),Mole_fraction_C6H6_Soln#10 (),Mole_fraction_C10H8_Soln#10 (),Mole_fraction_C7H8_Soln#10 (),Mole_fraction_C7H7_Soln#10 (),Mole_fraction_STILB_Soln#10 (),Mole_fraction_C6H5C2H_Soln#10 (),Mole_fraction_C6H5C2H3_Soln#10 (),Mole_fraction_C6H5C2H5_Soln#10 (),Mole_fraction_BIPHENYL_Soln#10 (),Mole_fraction_C14H10_Soln#10 (),Mole_fraction_C16H10_Soln#10 (),Mole_fraction_C6H5C2H4C6H5_Soln#10 (),Mole_fraction_BIN1A_Soln#10 (),Molecular_weight_Soln#10 (g/mole),Mass_density_Soln#10 (g/cm3),Unburned_hydrocarbons_Soln#10 (ppm),Volatile_organic_compounds_Soln#10 (ppm)
0.0,15.7,-5.073927E9,1450.0,1450.0,0.001399698,1.0,0.9128527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02851745,0.0,0.0,0.0,0.0421063,0.01652353,0.0,0.0,0.0,0.0,0.0,10.60769,8.915272E-5,668660.8,668660.8
1.576936E-8,15.69987,-5.061505E9,1449.983,1449.983,0.001399698,1.0,0.9128502,1.455066E-8,2.684955E-6,1.91301E-12,1.322701E-9,6.022514E-9,6.71558E-13,7.12145E-9,1.018987E-18,0.02851727,2.787462E-6,2.3088E-12,1.382529E-10,0.04210645,0.01652049,1.221119E-17,4.925906E-12,1.079276E-13,2.523217E-12,4.581989E-14,10.60765,8.915347E-5,668658.7,668658.7
2.526925E-7,15.69792,-4.882544E9,1449.738,1449.738,0.001399698,1.0,0.9128104,3.528596E-6,3.969803E-5,6.826791E-9,5.017218E-7,1.409144E-7,2.405424E-10,6.30436E-7,8.639827E-15,0.02851406,4.483367E-5,3.420028E-9,1.427232E-7,0.0421067,0.01647467,4.436634E-13,2.122624E-9,1.066222E-10,1.082804E-9,4.511965E-11,10.60717,8.916453E-5,668628.5,668628.5
1.726112E-6,15.68723,-4.224927E9,1448.349,1448.349,0.001399698,1.0,0.9124946,1.222263E-4,1.749065E-4,1.151654E-6,4.704986E-5,7.313485E-6,2.050852E-8,6.27847E-5,4.951461E-11,0.02846031,3.228075E-4,6.879465E-7,1.293089E-5,0.0420316,0.01617613,2.447581E-9,2.337952E-7,9.765533E-9,1.778755E-7,4.046479E-9,10.60423,8.922528E-5,668443.1,668443.1
6.540666E-6,15.66906,-2.078713E9,1445.243,1445.243,0.001399698,1.0,0.9110903,8.76811E-4,2.478193E-4,1.441851E-5,5.78736E-4,1.032806E-4,5.010149E-7,8.048679E-4,9.267694E-9,0.02819972,0.001145794,9.902113E-6,1.503382E-4,0.04144474,0.01512475,1.579373E-7,3.285665E-6,1.341663E-7,6.889294E-6,5.40497E-8,10.59376,8.932875E-5,667782.8,667782.8
1.0E-5,15.66535,-1.284034E9,1444.064,1444.064,0.001399698,1.0,0.9101163,0.001439792,2.366401E-4,2.465772E-5,9.886706E-4,1.807565E-4,1.203112E-6,0.0013855,2.934213E-8,0.0281713,0.001505943,1.789645E-5,2.552682E-4,0.04103524,0.01442537,3.781951E-7,6.083535E-6,2.758789E-7,1.774942E-5,1.117693E-7,10.58763,8.934992E-5,667396.4,667396.4
2.0E-5,15.66693,-4.165449E8,1442.482,1442.482,0.001399698,1.0,0.9076878,0.002890508,2.041706E-4,4.82308E-5,0.001968686,3.689747E-4,4.005507E-6,0.002794995,1.466043E-7,0.02851014,0.001988178,4.207284E-5,5.076558E-4,0.04004435,0.01268812,1.233926E-6,1.437216E-5,9.592836E-7,5.62381E-5,3.985695E-7,10.57496,8.934089E-5,666597.8,666597.8
3.0E-5,15.67482,-1.288902E8,1441.96,1441.96,0.001399698,1.0,0.905605,0.004149556,1.820906E-4,6.594151E-5,0.002777587,5.279026E-4,7.462354E-6,0.003980946,3.590263E-7,0.02906102,0.002135424,6.823724E-5,7.180912E-4,0.03919794,0.01123066,2.318669E-6,2.268145E-5,2.04844E-6,8.482345E-5,8.723715E-7,10.56582,8.929597E-5,666021.4,666021.4
3.812439E-5,15.68259,-2.367013E7,1441.84,1441.84,0.001399698,1.0,0.9040825,0.00506921,1.675967E-4,7.749287E-5,0.003358996,6.445487E-4,1.05546E-5,0.004846263,6.062392E-7,0.02953752,0.002163021,8.983097E-5,8.706117E-4,0.03857023,0.01019446,3.325403E-6,2.93429E-5,3.180255E-6,9.80271E-5,1.382886E-6,10.5597,8.92517E-5,665636.0,665636.0
4.0E-5,15.68444,-7343803.0,1441.834,1441.834,0.001399698,1.0,0.903749,0.005270221,1.645371E-4,7.986952E-5,0.003485569,6.702336E-4,1.129276E-5,0.005036109,6.729028E-7,0.02964678,0.002163101,9.475389E-5,9.03959E-4,0.03843124,0.009971207,3.570786E-6,3.08635E-5,3.467786E-6,1.000331E-4,1.515295E-6,10.55841,8.924115E-5,665554.5,665554.6
4.071135E-5,15.68515,-1737162.0,1441.833,1441.833,0.001399698,1.0,0.9036242,0.00534542,1.634005E-4,8.074519E-5,0.003532892,6.798645E-4,1.157461E-5,0.005107226,6.991231E-7,0.02968801,0.002162675,9.661069E-5,9.164404E-4,0.03837905,0.009887988,3.664988E-6,3.143831E-5,3.579157E-6,1.007069E-4,1.566866E-6,10.55793,8.923714E-5,665524.3,665524.3
4.073042E-5,15.68517,-1581361.0,1441.833,1441.833,0.001399698,1.0,0.9036209,0.005347427,1.633702E-4,8.076847E-5,0.003534156,6.801218E-4,1.158217E-5,0.005109126,6.99833E-7,0.02968911,0.00216266,9.666037E-5,9.167737E-4,0.03837766,0.009885768,3.667521E-6,3.14537E-5,3.582159E-6,1.007244E-4,1.568259E-6,10.55792,8.923703E-5,665523.5,665523.5
4.385039E-5,15.68827,2.003757E7,1441.839,1441.839,0.001399698,1.0,0.903084,0.005670636,1.585295E-4,8.444833E-5,0.003737437,7.21669E-4,1.282918E-5,0.00541548,8.209748E-7,0.0298683,0.002158197,1.047248E-4,9.704717E-4,0.03815206,0.009529988,4.087723E-6,3.396165E-5,4.085068E-6,1.031597E-4,1.803099E-6,10.55587,8.921938E-5,665394.7,665394.8
5.0E-5,15.69437,5.115036E7,1441.886,1441.886,0.001399698,1.0,0.9020724,0.006278182,1.495935E-4,9.100561E-5,0.004119407,8.005227E-4,1.532684E-5,0.005994912,1.088291E-6,0.03021179,0.002139778,1.201727E-4,0.001071731,0.03772187,0.008869564,4.945718E-6,3.883945E-5,5.137895E-6,1.058918E-4,2.304655E-6,10.55211,8.91847E-5,665157.8,665157.8
6.0E-5,15.70406,8.093447E7,1442.028,1442.028,0.001399698,1.0,0.9005477,0.007189713,1.364849E-4,9.997208E-5,0.004693682,9.211034E-4,1.944943E-5,0.006875615,1.60174E-6,0.03073639,0.002092312,1.437565E-4,0.001224844,0.03705895,0.007899763,6.409251E-6,4.657063E-5,6.993839E-6,1.061791E-4,3.219788E-6,10.54664,8.912968E-5,664812.7,664812.7
7.0E-5,15.71329,9.586549E7,1442.215,1442.215,0.001399698,1.0,0.8991555,0.008016738,1.248127E-4,1.072113E-4,0.00521795,0.001033436,2.358025E-5,0.007689976,2.208106E-6,0.03121433,0.002032982,1.65241E-4,0.001365517,0.03643601,0.007042739,7.934675E-6,5.403903E-5,8.984603E-6,1.033664E-4,4.242647E-6,10.54181,8.907734E-5,664508.4,664508.4
8.0E-5,15.72197,1.024546E8,1442.423,1442.423,0.001399698,1.0,0.8978808,0.008768817,1.143326E-4,1.130596E-4,0.005699233,0.001138564,2.766286E-5,0.008446567,2.901322E-6,0.0316451,0.001968047,1.846178E-4,0.001495371,0.03584857,0.006283367,9.500877E-6,6.123839E-5,1.106994E-5,9.892647E-5,5.357253E-6,10.53751,8.902816E-5,664237.4,664237.5
9.0E-5,15.73008,1.040591E8,1442.64,1442.64,0.001399698,1.0,0.8967108,0.009453824,1.048796E-4,1.177757E-4,0.006142929,0.001237279,3.165873E-5,0.009151972,3.675031E-6,0.03203062,0.001900879,2.019975E-4,0.001615651,0.03529326,0.005609414,1.109148E-5,6.816927E-5,1.321856E-5,9.369931E-5,6.549662E-6,10.53366,8.898224E-5,663994.7,663994.7
1.0E-4,15.73763,1.026207E8,1442.857,1442.857,0.001399698,1.0,0.8956347,0.01007866,9.632702E-5,1.215699E-4,0.006553508,0.001330236,3.554112E-5,0.00981167,4.522648E-6,0.03237395,0.001833448,2.175442E-4,0.001727399,0.03476731,0.005010385,1.269331E-5,7.483639E-5,1.540516E-5,8.817775E-5,7.807206E-6,10.53019,8.893955E-5,663775.9,663776.0
1.1E-4,15.74464,9.927803E7,1443.069,1443.069,0.001399698,1.0,0.894643,0.01064931,8.857549E-5,1.246094E-4,0.006934657,0.00141798,3.929288E-5,0.01043022,5.437716E-6,0.03267847,0.001766896,2.314354E-4,0.001831482,0.03426839,0.004477407,1.429616E-5,8.124708E-5,1.760987E-5,8.263909E-5,9.118709E-6,10.52705,8.889995E-5,663577.8,663577.8
1.2E-4,15.75114,9.47447E7,1443.273,1443.273,0.001399698,1.0,0.8937274,0.01117107,8.154211E-5,1.270302E-4,0.007289511,0.00150098,4.290358E-5,0.01101155,6.413978E-6,0.03294758,0.001701914,2.43846E-4,0.001928646,0.03379444,0.0040028,1.589209E-5,8.741024E-5,1.981694E-5,7.724191E-5,1.047422E-5,10.52419,8.886327E-5,663397.6,663397.7
1.3E-4,15.75716,8.948988E7,1443.466,1443.466,0.001399698,1.0,0.8928806,0.01164871,7.515535E-5,1.289439E-4,0.007620786,0.00157965,4.636785E-5,0.01155909,7.445412E-6,0.03318459,0.001638924,2.549408E-4,0.002019547,0.03334363,0.00357984,1.747492E-5,9.333583E-5,2.20139E-5,7.207474E-5,1.186488E-5,10.52158,8.882933E-5,663233.1,663233.1
1.4E-4,15.76273,8.380147E7,1443.648,1443.648,0.001399698,1.0,0.8920961,0.01208642,6.93539E-5,1.304399E-4,0.007930798,0.001654349,4.968399E-5,0.01207581,8.526446E-6,0.03339252,0.001578176,2.648675E-4,0.002104752,0.03291432,0.003202752,1.904006E-5,9.903415E-5,2.419121E-5,6.718368E-5,1.328299E-5,10.51919,8.879794E-5,663082.3,663082.3
1.5E-4,15.76788,7.789748E7,1443.818,1443.818,0.001399698,1.0,0.891368,0.01248797,6.408383E-5,1.315917E-4,0.008221579,0.001725399,5.285295E-5,0.01256438,9.651873E-6,0.03357413,0.00151983,2.73759E-4,0.002184764,0.03250502,0.002866449,2.058411E-5,1.045158E-4,2.634146E-5,6.259074E-5,1.472183E-5,10.51699,8.876892E-5,662943.6,662943.6
1.6E-4,15.77265,7.193139E7,1443.975,1443.975,0.001399698,1.0,0.8906911,0.01285683,5.929517E-5,1.324612E-4,0.008494959,0.001793096,5.587756E-5,0.01302719,1.081678E-5,0.03373202,0.001463974,2.817364E-4,0.002260044,0.03211432,0.002566352,2.210454E-5,1.097916E-4,2.845893E-5,5.830333E-5,1.617539E-5,10.51496,8.87421E-5,662815.5,662815.6
1.7E-4,15.77705,6.600723E7,1444.12,1444.12,0.001399698,1.0,0.8900606,0.01319613,5.494344E-5,1.330991E-4,0.008752544,0.001857707,5.876197E-5,0.01346641,1.201671E-5,0.03386853,0.001410648,2.889062E-4,0.002330999,0.03174095,0.00229845,2.359965E-5,1.148722E-4,3.053942E-5,5.431892E-5,1.763853E-5,10.51307,8.871731E-5,662696.9,662696.9
1.8E-4,15.78113,6.019321E7,1444.253,1444.253,0.001399698,1.0,0.8894723,0.01350865,5.098907E-5,1.335463E-4,0.008995748,0.00191947,6.151135E-5,0.01388395,1.32476E-5,0.03398576,0.001359855,2.953617E-4,0.002397994,0.03138372,0.002059231,2.50684E-5,1.197682E-4,3.258008E-5,5.062825E-5,1.910689E-5,10.51132,8.86944E-5,662586.6,662586.6
1.9E-4,15.7849,5.45402E7,1444.373,1444.373,0.001399698,1.0,0.8889223,0.01379692,4.739613E-5,1.338365E-4,0.009225838,0.001978604,6.413147E-5,0.01428155,1.450579E-5,0.0340856,0.001311576,3.011854E-4,0.002461359,0.03104154,0.001845572,2.651029E-5,1.244898E-4,3.457899E-5,4.721894E-5,2.057674E-5,10.50969,8.867322E-5,662483.7,662483.7
2.0E-4,15.78838,4.908457E7,1444.482,1444.482,0.001399698,1.0,0.8884072,0.01406322,4.413203E-5,1.339978E-4,0.009443951,0.002035309,6.662841E-5,0.01466081,1.5788E-5,0.03416977,0.001265778,3.064498E-4,0.002521393,0.03071339,0.001654701,2.792523E-5,1.29047E-4,3.653507E-5,4.407671E-5,2.204495E-5,10.50816,8.865364E-5,662387.4,662387.4
2.1E-4,15.79161,4.385204E7,1444.58,1444.58,0.001399698,1.0,0.8879239,0.01430963,4.116697E-5,1.340534E-4,0.00965111,0.002089769,6.900843E-5,0.01502318,1.709129E-5,0.03423982,0.001222416,3.112189E-4,0.002578367,0.03039831,0.001484149,2.931343E-5,1.334495E-4,3.844785E-5,4.11864E-5,2.350891E-5,10.50673,8.863554E-5,662296.9,662296.9
2.2E-4,15.79459,3.885825E7,1444.667,1444.667,0.001399698,1.0,0.8874695,0.01453804,3.847391E-5,1.340223E-4,0.009848239,0.002142154,7.127783E-5,0.01536997,1.841306E-5,0.03429714,0.00118143,3.155491E-4,0.002632528,0.03009541,0.00133172,3.067539E-5,1.377066E-4,4.031742E-5,3.853224E-5,2.49665E-5,10.50538,8.86188E-5,662211.7,662211.7
2.3E-4,15.79735,3.411267E7,1444.743,1444.743,0.001399698,1.0,0.8870414,0.01475014,3.602828E-5,1.339206E-4,0.01003617,0.002192619,7.344284E-5,0.01570239,1.975105E-5,0.03434298,0.001142756,3.194896E-4,0.0026841,0.02980387,0.001195464,3.201182E-5,1.418273E-4,4.214429E-5,3.609832E-5,2.641601E-5,10.5041,8.860332E-5,662131.1,662131.2
2.4E-4,15.79991,2.962025E7,1444.811,1444.811,0.001399698,1.0,0.8866373,0.01494748,3.380771E-5,1.337612E-4,0.01021566,0.002241306,7.550956E-5,0.01602156,2.110329E-5,0.03437849,0.001106321,3.230841E-4,0.00273329,0.02952291,0.001073644,3.332359E-5,1.458202E-4,4.39293E-5,3.386905E-5,2.785611E-5,10.50289,8.858898E-5,662054.8,662054.8
2.5E-4,15.80227,2.537994E7,1444.868,1444.868,0.001399698,1.0,0.8862551,0.01513145,3.179178E-5,1.335551E-4,0.0103874,0.002288349,7.74839E-5,0.01632848,2.246808E-5,0.03440468,0.001072047,3.263709E-4,0.002780285,0.02925182,9.647112E-4,3.461168E-5,1.496934E-4,4.567355E-5,3.182936E-5,2.92858E-5,10.50174,8.857572E-5,661982.1,661982.2
2.6E-4,15.80447,2.139075E7,1444.918,1444.918,0.001399698,1.0,0.8858929,0.01530332,2.996191E-5,1.333114E-4,0.01055201,0.00233387,7.937157E-5,0.0166241,2.384397E-5,0.03442246,0.001039853,3.293837E-4,0.002825254,0.02898991,8.672835E-4,3.587719E-5,1.534549E-4,4.737835E-5,2.996481E-5,3.070435E-5,10.50064,8.856343E-5,661912.8,661912.9
2.7E-4,15.8065,1.765101E7,1444.959,1444.959,0.001399698,1.0,0.8855488,0.01546424,2.830122E-5,1.330374E-4,0.01071006,0.00237798,8.1178E-5,0.01690928,2.522975E-5,0.03443269,0.001009656,3.321521E-4,0.002868356,0.02873657,7.801317E-4,3.712125E-5,1.57112E-4,4.904515E-5,2.826166E-5,3.211131E-5,10.49958,8.855205E-5,661846.6,661846.6
2.8E-4,15.80838,1.414905E7,1444.992,1444.992,0.001399698,1.0,0.8852214,0.01561523,2.679434E-5,1.327394E-4,0.01086207,0.002420786,8.290838E-5,0.0171848,2.662443E-5,0.03443608,9.813704E-4,3.347023E-4,0.002909734,0.0284912,7.021596E-4,3.834506E-5,1.606719E-4,5.067552E-5,2.670687E-5,3.350643E-5,10.49858,8.854149E-5,661783.0,661783.0
2.9E-4,15.81013,1.087591E7,1445.018,1445.018,0.001399698,1.0,0.8849091,0.01575725,2.542717E-5,1.324227E-4,0.01100851,0.002462382,8.456763E-5,0.01745139,2.80272E-5,0.03443333,9.54908E-4,3.370573E-4,0.002949518,0.02825326,6.323897E-4,3.954983E-5,1.641412E-4,5.227109E-5,2.528828E-5,3.488963E-5,10.49761,8.85317E-5,661721.8,661721.9
3.0E-4,15.81175,7838845.0,1445.038,1445.038,0.001399698,1.0,0.8846106,0.01589113,2.418704E-5,1.320914E-4,0.01114981,0.002502858,8.616039E-5,0.01770973,2.943741E-5,0.03442504,9.301825E-4,3.392373E-4,0.002987829,0.02802224,5.69949E-4,4.073676E-5,1.675263E-4,5.383353E-5,2.399455E-5,3.626102E-5,10.49667,8.852261E-5,661662.9,661662.9
3.1E-4,15.81326,5009660.0,1445.052,1445.052,0.001399698,1.0,0.8843247,0.01601766,2.306231E-5,1.317492E-4,0.01128637,0.002542297,8.769103E-5,0.01796044,3.085459E-5,0.03441176,9.071078E-4,3.412603E-4,0.003024777,0.02779767,5.140585E-4,4.190708E-5,1.708332E-4,5.536452E-5,2.281508E-5,3.762081E-5,10.49577,8.851416E-5,661605.9,661605.9
3.2E-4,15.81467,2388463.0,1445.059,1445.059,0.001399698,1.0,0.8840504,0.01613753,2.204244E-5,1.313991E-4,0.01141855,0.002580775,8.916367E-5,0.01820408,3.227838E-5,0.03439397,8.855964E-4,3.43142E-4,0.003060464,0.02757911,4.640229E-4,4.306198E-5,1.740675E-4,5.686575E-5,2.174006E-5,3.896932E-5,10.49489,8.85063E-5,661550.7,661550.7
3.276863E-4,15.81568,508380.1,1445.062,1445.062,0.001399698,1.0,0.8838468,0.01622552,2.132372E-5,1.311262E-4,0.01151737,0.00260974,9.025857E-5,0.01838688,3.337708E-5,0.03437753,8.700721E-4,3.445012E-4,0.003087093,0.02741494,4.291532E-4,4.393991E-5,1.765075E-4,5.800045E-5,2.097907E-5,3.999841E-5,10.49424,8.850062E-5,661509.4,661509.4
3.3E-4,15.81598,-36281.93,1445.062,1445.062,0.001399698,1.0,0.8837867,0.01625135,2.111792E-5,1.310435E-4,0.01154667,0.002618359,9.058204E-5,0.01844117,3.370855E-5,0.03437213,8.65567E-4,3.448963E-4,0.003094978,0.02736615,4.192323E-4,4.420258E-5,1.772344E-4,5.833883E-5,2.076062E-5,4.030695E-5,10.49404,8.849898E-5,661497.1,661497.2
3.392765E-4,15.81711,-2119677.0,1445.06,1445.06,0.001399698,1.0,0.8835507,0.01635201,2.0338E-5,1.307107E-4,0.01166215,0.002652481,9.185229E-5,0.01865566,3.504087E-5,0.03434857,8.482425E-4,3.464202E-4,0.003126018,0.0271733,3.818958E-4,4.524886E-5,1.801162E-4,5.96815E-5,1.993031E-5,4.153846E-5,10.49327,8.849264E-5,661448.8,661448.8
3.394931E-4,15.81714,-2233709.0,1445.06,1445.06,0.001399698,1.0,0.8835453,0.01635431,2.032072E-5,1.307029E-4,0.01166481,0.00265327,9.188147E-5,0.01866061,3.507204E-5,0.03434799,8.478514E-4,3.464547E-4,0.003126733,0.02716884,3.810679E-4,4.527316E-5,1.801829E-4,5.97126E-5,1.991175E-5,4.156712E-5,10.49326,8.849249E-5,661447.6,661447.7
3.395758E-4,15.81715,-2320883.0,1445.059,1445.059,0.001399698,1.0,0.8835433,0.01635519,2.031411E-5,1.306999E-4,0.01166583,0.002653571,9.189261E-5,0.0186625,3.508395E-5,0.03434776,8.477022E-4,3.464678E-4,0.003127006,0.02716714,3.807523E-4,4.528245E-5,1.802084E-4,5.972447E-5,1.990467E-5,4.157806E-5,10.49325,8.849244E-5,661447.2,661447.2
3.395897E-4,15.81715,-2265365.0,1445.059,1445.059,0.001399698,1.0,0.8835429,0.01635534,2.0313E-5,1.306994E-4,0.011666,0.002653622,9.189448E-5,0.01866282,3.508595E-5,0.03434773,8.476772E-4,3.4647E-4,0.003127051,0.02716686,3.806993E-4,4.5284E-5,1.802126E-4,5.972647E-5,1.990348E-5,4.15799E-5,10.49325,8.849243E-5,661447.1,661447.2
3.396461E-4,15.81715,-2214845.0,1445.059,1445.059,0.001399698,1.0,0.8835415,0.01635594,2.030848E-5,1.306974E-4,0.01166669,0.002653827,9.190206E-5,0.01866411,3.509406E-5,0.03434757,8.475756E-4,3.46479E-4,0.003127237,0.0271657,3.804845E-4,4.529033E-5,1.8023E-4,5.973455E-5,1.989866E-5,4.158735E-5,10.49324,8.849239E-5,661446.9,661446.9
3.4E-4,15.8172,-2276817.0,1445.059,1445.059,0.001399698,1.0,0.8835327,0.01635968,2.028017E-5,1.306847E-4,0.01167103,0.002655114,9.194965E-5,0.01867218,3.5145E-5,0.03434661,8.469389E-4,3.465352E-4,0.003128403,0.02715843,3.791387E-4,4.533002E-5,1.803388E-4,5.978532E-5,1.986847E-5,4.163415E-5,10.49321,8.849216E-5,661445.0,661445.1
3.41002E-4,15.81731,-2517913.0,1445.059,1445.059,0.001399698,1.0,0.8835077,0.01637026,2.020061E-5,1.306486E-4,0.0116833,0.002658754,9.208406E-5,0.01869502,3.528927E-5,0.03434387,8.451449E-4,3.466936E-4,0.003131696,0.02713789,3.753566E-4,4.544231E-5,1.806467E-4,5.992887E-5,1.978352E-5,4.176659E-5,10.49313,8.84915E-5,661439.9,661439.9
3.411051E-4,15.81732,-2570040.0,1445.059,1445.059,0.001399698,1.0,0.8835051,0.01637135,2.019251E-5,1.306449E-4,0.01168456,0.002659129,9.209787E-5,0.01869737,3.530412E-5,0.03434359,8.44961E-4,3.467098E-4,0.003132034,0.02713578,3.749698E-4,4.545386E-5,1.806783E-4,5.994363E-5,1.977482E-5,4.178022E-5,10.49312,8.849143E-5,661439.4,661439.4
3.422069E-4,15.81745,-2732967.0,1445.058,1445.058,0.001399698,1.0,0.8834778,0.01638292,2.010599E-5,1.306052E-4,0.01169801,0.002663121,9.224507E-5,0.0187224,3.546284E-5,0.03434053,8.430051E-4,3.468827E-4,0.003135642,0.02711325,3.708642E-4,4.557719E-5,1.810161E-4,6.010117E-5,1.968241E-5,4.192572E-5,10.49303,8.849072E-5,661433.7,661433.8
3.48683E-4,15.81819,-4061518.0,1445.053,1445.053,0.001399698,1.0,0.8833192,0.01644975,1.961662E-5,1.303718E-4,0.01177621,0.002686409,9.309902E-5,0.01886823,3.639728E-5,0.0343218,8.318257E-4,3.478741E-4,0.003156611,0.026982,3.477149E-4,4.629924E-5,1.829879E-4,6.102117E-5,1.915804E-5,4.27786E-5,10.49251,8.84866E-5,661400.9,661400.9
3.5E-4,15.81833,-4323083.0,1445.052,1445.052,0.001399698,1.0,0.8832874,0.01646311,1.952057E-5,1.303243E-4,0.01179195,0.002691108,9.327039E-5,0.01889762,3.658762E-5,0.03431783,8.296164E-4,3.480708E-4,0.003160826,0.02695555,3.432046E-4,4.64455E-5,1.83386E-4,6.120705E-5,1.90552E-5,4.295157E-5,10.49241,8.848579E-5,661394.3,661394.3
3.511224E-4,15.81846,-4620539.0,1445.051,1445.051,0.001399698,1.0,0.8832604,0.01647443,1.943991E-5,1.302838E-4,0.01180532,0.002695102,9.341583E-5,0.01892259,3.674993E-5,0.03431441,8.277503E-4,3.482371E-4,0.003164406,0.02693307,3.39412E-4,4.657E-5,1.837247E-4,6.136515E-5,1.896854E-5,4.309884E-5,10.49232,8.84851E-5,661388.6,661388.7
3.512259E-4,15.81847,-4647513.0,1445.051,1445.051,0.001399698,1.0,0.8832579,0.01647547,1.943256E-5,1.302801E-4,0.01180655,0.00269547,9.342921E-5,0.01892489,3.676489E-5,0.03431409,8.275789E-4,3.482524E-4,0.003164735,0.026931,3.390647E-4,4.658147E-5,1.837559E-4,6.13797E-5,1.89606E-5,4.311241E-5,10.49231,8.848504E-5,661388.1,661388.2
3.516056E-4,15.81851,-4654000.0,1445.051,1445.051,0.001399698,1.0,0.8832488,0.01647929,1.940544E-5,1.302664E-4,0.01181106,0.002696819,9.347827E-5,0.01893332,3.681982E-5,0.03431293,8.269514E-4,3.483084E-4,0.003165943,0.0269234,3.377937E-4,4.662355E-5,1.838703E-4,6.143312E-5,1.893152E-5,4.316221E-5,10.49228,8.848481E-5,661386.2,661386.3
3.522533E-4,15.81858,-4874270.0,1445.05,1445.05,0.001399698,1.0,0.8832333,0.01648578,1.93595E-5,1.302431E-4,0.01181875,0.002699118,9.356182E-5,0.01894769,3.691354E-5,0.03431093,8.258853E-4,3.484035E-4,0.003168001,0.02691047,3.356379E-4,4.66953E-5,1.840652E-4,6.152414E-5,1.888215E-5,4.324712E-5,10.49223,8.848441E-5,661383.0,661383.0
3.522859E-4,15.81858,-4864818.0,1445.05,1445.05,0.001399698,1.0,0.8832325,0.01648611,1.935721E-5,1.302419E-4,0.01181913,0.002699233,9.356601E-5,0.01894841,3.691825E-5,0.03431083,8.258318E-4,3.484083E-4,0.003168104,0.02690982,3.355299E-4,4.66989E-5,1.84075E-4,6.152871E-5,1.887967E-5,4.325139E-5,10.49223,8.848439E-5,661382.8,661382.9
3.52416E-4,15.8186,-4807516.0,1445.05,1445.05,0.001399698,1.0,0.8832294,0.01648741,1.934798E-5,1.302372E-4,0.01182067,0.002699695,9.358277E-5,0.01895129,3.693708E-5,0.03431042,8.256183E-4,3.484274E-4,0.003168517,0.02690722,3.350988E-4,4.671331E-5,1.841141E-4,6.154699E-5,1.886979E-5,4.326844E-5,10.49222,8.848431E-5,661382.2,661382.2
3.527894E-4,15.81864,-4921947.0,1445.05,1445.05,0.001399698,1.0,0.8832204,0.01649114,1.932182E-5,1.302237E-4,0.0118251,0.002701019,9.363083E-5,0.01895956,3.699113E-5,0.03430926,8.250067E-4,3.48482E-4,0.003169701,0.02689978,3.33865E-4,4.675465E-5,1.842264E-4,6.159941E-5,1.88415E-5,4.331737E-5,10.49219,8.848409E-5,661380.3,661380.4
3.528625E-4,15.81865,-4952729.0,1445.05,1445.05,0.001399698,1.0,0.8832187,0.01649187,1.93167E-5,1.302211E-4,0.01182596,0.002701277,9.364022E-5,0.01896118,3.70017E-5,0.03430903,8.248872E-4,3.484927E-4,0.003169932,0.02689832,3.336242E-4,4.676273E-5,1.842483E-4,6.160966E-5,1.883598E-5,4.332694E-5,10.49218,8.848405E-5,661380.0,661380.0
3.528974E-4,15.81865,-4885009.0,1445.049,1445.049,0.001399698,1.0,0.8832179,0.01649222,1.931423E-5,1.302199E-4,0.01182638,0.002701401,9.364471E-5,0.01896195,3.700676E-5,0.03430893,8.248301E-4,3.484978E-4,0.003170043,0.02689763,3.335092E-4,4.67666E-5,1.842588E-4,6.161456E-5,1.883334E-5,4.333151E-5,10.49218,8.848402E-5,661379.8,661379.8
3.534399E-4,15.81871,-4999343.0,1445.049,1445.049,0.001399698,1.0,0.8832049,0.01649763,1.927609E-5,1.302003E-4,0.01183279,0.002703322,9.37144E-5,0.01897395,3.708529E-5,0.03430723,8.239453E-4,3.485768E-4,0.00317176,0.02688682,3.317279E-4,4.682662E-5,1.844218E-4,6.169065E-5,1.879246E-5,4.340257E-5,10.49214,8.84837E-5,661377.1,661377.1
3.535535E-4,15.81872,-5094273.0,1445.049,1445.049,0.001399698,1.0,0.8832022,0.01649876,1.926827E-5,1.301962E-4,0.01183413,0.002703724,9.372897E-5,0.01897646,3.710174E-5,0.03430688,8.237605E-4,3.485934E-4,0.003172119,0.02688456,3.313563E-4,4.683918E-5,1.844559E-4,6.170657E-5,1.878393E-5,4.341744E-5,10.49213,8.848363E-5,661376.5,661376.6
