Time_Soln#15 (sec),Volume_Soln#15 (cm3),Volumetric_heat_production_rate_Soln#15 (erg/cm3-sec),Surface_temperature_Soln#15 (K),Temperature_Soln#15 (K),Mass_Soln#15 (g),Pressure_Soln#15 (atm),Mole_fraction_H2_Soln#15 (),Mole_fraction_H_Soln#15 (),Mole_fraction_CH4_Soln#15 (),Mole_fraction_CH3_Soln#15 (),Mole_fraction_C2H4_Soln#15 (),Mole_fraction_C2H2_Soln#15 (),Mole_fraction_C4H4_Soln#15 (),Mole_fraction_C4H2_Soln#15 (),Mole_fraction_C6H6_Soln#15 (),Mole_fraction_C10H8_Soln#15 (),Mole_fraction_C7H8_Soln#15 (),Mole_fraction_C7H7_Soln#15 (),Mole_fraction_C6H5C2H_Soln#15 (),Mole_fraction_C6H5C2H3_Soln#15 (),Mole_fraction_C6H5C2H5_Soln#15 (),Mole_fraction_BIPHENYL_Soln#15 (),Mole_fraction_C14H10_Soln#15 (),Mole_fraction_C16H10_Soln#15 (),Mole_fraction_BIN1B_Soln#15 (),Mole_fraction_BIN1A_Soln#15 (),Molecular_weight_Soln#15 (g/mole),Mass_density_Soln#15 (g/cm3),Unburned_hydrocarbons_Soln#15 (ppm),Volatile_organic_compounds_Soln#15 (ppm)
1.5E-4,15.6512,-4.477467E8,1642.948,1642.948,0.00119386,1.0,0.8601861,8.269696E-5,0.02851093,1.027466E-4,0.01714396,0.01153627,3.312922E-4,0.001636317,0.04007875,9.834503E-4,0.01748168,0.00163534,0.007208609,0.008790935,1.105562E-5,2.946132E-4,7.287206E-4,3.309246E-4,4.058615E-5,2.147543E-4,10.28366,7.627912E-5,648235.6,648235.6
1.6E-4,15.65168,-4.108964E8,1641.929,1641.929,0.00119386,1.0,0.8592903,8.164715E-5,0.02902663,1.010411E-4,0.01730826,0.01196073,3.385513E-4,0.001692604,0.04091391,0.001050454,0.01690255,0.001569815,0.007221255,0.008157988,1.051488E-5,3.13158E-4,7.659505E-4,3.447217E-4,4.637702E-5,2.280593E-4,10.27696,7.627678E-5,647813.7,647813.8
1.7E-4,15.65236,-3.778751E8,1640.992,1640.992,0.00119386,1.0,0.8584557,8.069496E-5,0.02951916,9.949031E-5,0.01744555,0.01236968,3.453755E-4,0.001744293,0.04168859,0.001116257,0.01635123,0.001508627,0.007221908,0.007579895,1.001405E-5,3.314397E-4,8.021106E-4,3.575366E-4,5.2548E-5,2.410251E-4,10.27066,7.627349E-5,647416.3,647416.5
1.8E-4,15.6532,-3.481752E8,1640.13,1640.13,0.00119386,1.0,0.8576764,7.982854E-5,0.02999042,9.807489E-5,0.0175589,0.01276428,3.51818E-4,0.001791787,0.04240872,0.001180868,0.01582554,0.001451315,0.007212188,0.007050752,9.548842E-6,3.494549E-4,8.372259E-4,3.694305E-4,5.909735E-5,2.536614E-4,10.2647,7.626935E-5,647041.1,647041.4
1.9E-4,15.6542,-3.213797E8,1639.334,1639.334,0.00119386,1.0,0.8569472,7.903773E-5,0.03044205,9.677846E-5,0.01765096,0.01314561,3.579236E-4,0.001835443,0.04307942,0.001244299,0.01532353,0.001397483,0.007193483,0.00656546,9.115604E-6,3.672022E-4,8.713213E-4,3.804614E-4,6.60228E-5,2.659789E-4,10.25907,7.626448E-5,646685.9,646686.5
2.0E-4,15.65534,-2.971408E8,1638.599,1638.599,0.00119386,1.0,0.8562636,7.831357E-5,0.03087551,9.558643E-5,0.01772404,0.01351458,3.6373E-4,0.001875581,0.04370519,0.001306567,0.01484351,0.001346791,0.007166984,0.006119589,8.71115E-6,3.846807E-4,9.044213E-4,3.906844E-4,7.332069E-5,2.779888E-4,10.25372,7.625897E-5,646349.1,646349.8
2.1E-4,15.65659,-2.751866E8,1637.917,1637.917,0.00119386,1.0,0.8556218,7.764783E-5,0.03129206,9.448544E-5,0.01778012,0.01387203,3.692694E-4,0.001912484,0.04428996,0.001367687,0.01438394,0.001298944,0.007133725,0.005709272,8.33267E-6,4.018906E-4,9.365499E-4,4.00151E-4,8.098438E-5,2.897018E-4,10.24864,7.625289E-5,646029.1,646030.0
2.2E-4,15.65794,-2.55295E8,1637.286,1637.286,0.00119386,1.0,0.8550181,7.703266E-5,0.03169281,9.34624E-5,0.01782097,0.0142187,3.745692E-4,0.001946408,0.04483718,0.001427676,0.01394348,0.001253683,0.007094604,0.005331116,7.977642E-6,4.188324E-4,9.677306E-4,4.089097E-4,8.900158E-5,3.011277E-4,10.24381,7.624631E-5,645724.4,645725.5
2.3E-4,15.65937,-2.373369E8,1636.699,1636.699,0.00119386,1.0,0.8544498,7.645978E-5,0.03207874,9.250352E-5,0.01784813,0.01455527,3.796529E-4,0.001977583,0.04534992,0.00148655,0.01352092,0.001210781,0.007050405,0.004982141,7.643756E-6,4.355068E-4,9.979862E-4,4.170057E-4,9.734984E-5,3.122751E-4,10.2392,7.623931E-5,645433.8,645435.0
2.4E-4,15.66088,-2.212384E8,1636.154,1636.154,0.00119386,1.0,0.8539141,7.592007E-5,0.03245066,9.159322E-5,0.01786296,0.01488234,3.845407E-4,0.002006217,0.04583089,0.001544325,0.01311521,0.001170033,0.007001819,0.004659716,7.328809E-6,4.51914E-4,0.001027338,4.244814E-4,1.059904E-4,3.231497E-4,10.2348,7.623196E-5,645156.3,645157.4
2.431938E-4,15.66138,-2.164848E8,1635.987,1635.987,0.00119386,1.0,0.8537495,7.575296E-5,0.03256661,9.130969E-5,0.01786531,0.01498489,3.860634E-4,0.002014858,0.04597822,0.001562548,0.01298902,0.001157443,0.006985478,0.004561948,7.231863E-6,4.570977E-4,0.001036526,4.267448E-4,1.088019E-4,3.265659E-4,10.23343,7.622954E-5,645070.3,645071.3
2.461213E-4,15.66184,-2.119893E8,1635.838,1635.838,0.00119386,1.0,0.8536011,7.56132E-5,0.03267174,9.107764E-5,0.01786649,0.01507811,3.874434E-4,0.002022572,0.04611069,0.001579154,0.01287474,0.00114608,0.006970176,0.004474433,7.144676E-6,4.618256E-4,0.001044868,4.287682E-4,1.114011E-4,3.296735E-4,10.2322,7.62273E-5,644992.4,644993.4
2.479116E-4,15.66213,-2.092114E8,1635.748,1635.748,0.00119386,1.0,0.8535116,7.553204E-5,0.03273551,9.094438E-5,0.01786677,0.01513475,3.882801E-4,0.002027194,0.04619052,0.001589264,0.01280549,0.001139217,0.006960671,0.004421879,7.092297E-6,4.647058E-4,0.001049933,4.299818E-4,1.130048E-4,3.315634E-4,10.23145,7.622591E-5,644945.3,644946.2
2.485906E-4,15.66223,-2.08281E8,1635.715,1635.715,0.00119386,1.0,0.8534779,7.549531E-5,0.03275959,9.088175E-5,0.01786679,0.01515616,3.885961E-4,0.002028928,0.04622057,0.001593089,0.01277935,0.00113663,0.006957038,0.004402135,7.072595E-6,4.65796E-4,0.001051847,4.304375E-4,1.13616E-4,3.322781E-4,10.23117,7.622538E-5,644927.5,644928.4
2.486072E-4,15.66224,-2.082561E8,1635.714,1635.714,0.00119386,1.0,0.8534771,7.549437E-5,0.03276018,9.087999E-5,0.01786679,0.01515668,3.886038E-4,0.00202897,0.0462213,0.001593183,0.01277872,0.001136567,0.006956949,0.004401654,7.072114E-6,4.658226E-4,0.001051893,4.304486E-4,1.136309E-4,3.322956E-4,10.23116,7.622537E-5,644927.1,644928.0
2.491426E-4,15.66232,-2.075577E8,1635.687,1635.687,0.00119386,1.0,0.8534506,7.546876E-5,0.03277913,9.0835E-5,0.01786677,0.01517354,3.888524E-4,0.00203033,0.0462449,0.001596195,0.01275816,0.001134533,0.006954073,0.004386162,7.056605E-6,4.666813E-4,0.0010534,4.308061E-4,1.141135E-4,3.328582E-4,10.23094,7.622496E-5,644913.1,644914.0
2.495988E-4,15.6624,-2.068909E8,1635.665,1635.665,0.00119386,1.0,0.8534281,7.544711E-5,0.03279524,9.079887E-5,0.01786673,0.01518788,3.890639E-4,0.002031484,0.04626495,0.00159876,0.01274067,0.001132804,0.006951615,0.004373011,7.043429E-6,4.674125E-4,0.001054681,4.311094E-4,1.145254E-4,3.333371E-4,10.23075,7.62246E-5,644901.2,644902.1
2.5E-4,15.66246,-2.063209E8,1635.645,1635.645,0.00119386,1.0,0.8534083,7.542783E-5,0.03280939,9.076635E-5,0.01786668,0.01520048,3.892496E-4,0.002032495,0.04628254,0.001601014,0.01272532,0.001131286,0.006949447,0.004361482,7.031869E-6,4.680551E-4,0.001055807,4.313753E-4,1.148882E-4,3.337579E-4,10.23059,7.622429E-5,644890.8,644891.6
2.514545E-4,15.66269,-2.04323E8,1635.574,1635.574,0.00119386,1.0,0.8533371,7.535682E-5,0.03286053,9.064537E-5,0.01786636,0.01524604,3.899205E-4,0.002036132,0.04634592,0.00160917,0.01266987,0.001125809,0.006941547,0.004319988,6.990168E-6,4.703809E-4,0.001059875,4.323319E-4,1.162066E-4,3.352798E-4,10.22999,7.622315E-5,644853.1,644853.9
2.515058E-4,15.6627,-2.042541E8,1635.571,1635.571,0.00119386,1.0,0.8533346,7.53544E-5,0.03286233,9.064124E-5,0.01786635,0.01524764,3.899441E-4,0.002036259,0.04634815,0.001609457,0.01266792,0.001125617,0.006941268,0.004318534,6.988704E-6,4.704628E-4,0.001060018,4.323654E-4,1.162532E-4,3.353333E-4,10.22997,7.622311E-5,644851.8,644852.6
2.526328E-4,15.66288,-2.025986E8,1635.517,1635.517,0.00119386,1.0,0.8532798,7.530525E-5,0.03290177,9.055988E-5,0.01786595,0.01528282,3.904615E-4,0.002039044,0.04639686,0.001615761,0.01262518,0.001121401,0.006935097,0.00428671,6.956645E-6,4.72261E-4,0.001063158,4.330984E-4,1.17279E-4,3.365088E-4,10.22951,7.622222E-5,644822.7,644823.6
2.527221E-4,15.6629,-2.024587E8,1635.513,1635.513,0.00119386,1.0,0.8532755,7.530107E-5,0.03290488,9.055322E-5,0.01786592,0.0152856,3.905024E-4,0.002039263,0.0464007,0.001616259,0.0126218,0.001121068,0.006934607,0.004284202,6.954119E-6,4.724032E-4,0.001063406,4.331561E-4,1.173604E-4,3.366017E-4,10.22947,7.622215E-5,644820.4,644821.3
2.569501E-4,15.66359,-1.966547E8,1635.312,1635.312,0.00119386,1.0,0.8530732,7.510772E-5,0.03305144,9.02269E-5,0.0178633,0.01541659,3.92425E-4,0.00204946,0.04658036,0.001639782,0.01246315,0.001105466,0.006911101,0.004167307,6.835978E-6,4.791188E-4,0.001075084,4.358437E-4,1.212458E-4,3.40983E-4,10.22776,7.621878E-5,644712.8,644713.5
2.57733E-4,15.66372,-1.956014E8,1635.275,1635.275,0.00119386,1.0,0.8530362,7.507327E-5,0.03307834,9.016873E-5,0.01786263,0.01544069,3.927779E-4,0.002051306,0.04661311,0.001644117,0.01243406,0.001102612,0.006906689,0.004146078,6.814407E-6,4.803572E-4,0.00107723,4.36331E-4,1.219711E-4,3.417894E-4,10.22745,7.621816E-5,644693.0,644693.8
2.6E-4,15.6641,-1.92559E8,1635.171,1635.171,0.00119386,1.0,0.8529301,7.49741E-5,0.03315585,9.000184E-5,0.01786037,0.01551018,3.937946E-4,0.002056583,0.04670708,0.001656633,0.01235031,0.001094406,0.006893817,0.0040853,6.752518E-6,4.839341E-4,0.001083414,4.377244E-4,1.240815E-4,3.441165E-4,10.22655,7.621633E-5,644636.3,644637.0
2.7E-4,15.66578,-1.798836E8,1634.728,1634.728,0.00119386,1.0,0.8524775,7.455347E-5,0.03349073,8.928996E-5,0.017845,0.01581191,3.981894E-4,0.002078634,0.04710655,0.001711201,0.01198931,0.001059243,0.006835401,0.003829254,6.489006E-6,4.99554E-4,0.001110183,4.435644E-4,1.335763E-4,3.542375E-4,10.22268,7.620812E-5,644392.2,644392.7
2.8E-4,15.66751,-1.682395E8,1634.313,1634.313,0.00119386,1.0,0.8520486,7.416135E-5,0.03381467,8.862281E-5,0.01782145,0.01610608,4.024453E-4,0.002098787,0.04748272,0.001764732,0.0116416,0.001025666,0.006774615,0.003591665,6.239839E-6,5.149171E-4,0.001136134,4.489275E-4,1.433689E-4,3.641307E-4,10.21896,7.61997E-5,644157.6,644158.1
2.9E-4,15.66928,-1.5753E8,1633.926,1633.926,0.00119386,1.0,0.851642,7.379527E-5,0.03412821,8.799689E-5,0.01779047,0.01639307,4.065724E-4,0.002117169,0.04783721,0.001817243,0.01130647,9.935665E-4,0.006711827,0.003371012,6.003858E-6,5.300259E-4,0.001161289,4.538442E-4,1.534515E-4,3.738051E-4,10.21538,7.61911E-5,643932.1,643932.5
3.0E-4,15.67108,-1.476681E8,1633.563,1633.563,0.00119386,1.0,0.851256,7.345294E-5,0.03443188,8.740886E-5,0.01775278,0.01667323,4.105796E-4,0.002133895,0.04817149,0.001868749,0.01098328,9.628434E-4,0.006647367,0.003165919,5.780094E-6,5.448826E-4,0.001185665,4.583425E-4,1.638159E-4,3.832692E-4,10.21194,7.618234E-5,643714.9,643715.2
3.1E-4,15.67291,-1.385762E8,1633.222,1633.222,0.00119386,1.0,0.8508894,7.313233E-5,0.03472616,8.68557E-5,0.01770901,0.0169469,4.144746E-4,0.002149073,0.04848689,0.001919265,0.01067144,9.33408E-4,0.006581528,0.002975145,5.567687E-6,5.5949E-4,0.001209284,4.624491E-4,1.74454E-4,3.92531E-4,10.20862,7.617346E-5,643505.6,643505.8
3.2E-4,15.67476,-1.301851E8,1632.902,1632.902,0.00119386,1.0,0.8505409,7.283162E-5,0.03501149,8.633472E-5,0.01765973,0.01721436,4.182642E-4,0.002162801,0.04878465,0.001968803,0.0103704,9.051795E-4,0.006514571,0.002797563,5.365864E-6,5.738505E-4,0.001232163,4.661886E-4,1.853575E-4,4.015983E-4,10.20541,7.616448E-5,643303.6,643303.8
3.3E-4,15.67663,-1.224329E8,1632.601,1632.601,0.00119386,1.0,0.8502093,7.254916E-5,0.03528828,8.584344E-5,0.01760546,0.0174759,4.219545E-4,0.002175168,0.04906587,0.002017379,0.01007964,8.780843E-4,0.00644673,0.002632148,5.173921E-6,5.879667E-4,0.00125432,4.695841E-4,1.965182E-4,4.104785E-4,10.20232,7.615541E-5,643108.4,643108.6
3.4E-4,15.67851,-1.152642E8,1632.318,1632.318,0.00119386,1.0,0.8498937,7.228347E-5,0.03555692,8.537964E-5,0.01754668,0.01773179,4.255507E-4,0.002186259,0.0493316,0.002065007,0.009798708,8.520554E-4,0.006378212,0.002477969,4.991213E-6,6.018412E-4,0.001275775,4.726575E-4,2.07928E-4,4.191788E-4,10.19933,7.614627E-5,642919.8,642919.9
3.5E-4,15.6804,-1.086294E8,1632.051,1632.051,0.00119386,1.0,0.849593,7.203321E-5,0.03581776,8.494127E-5,0.0174838,0.01798224,4.290577E-4,0.00219615,0.04958277,0.0021117,0.009527147,8.270316E-4,0.006309205,0.002334177,4.817152E-6,6.154764E-4,0.001296545,4.754291E-4,2.195786E-4,4.277058E-4,10.19643,7.613709E-5,642737.2,642737.3
3.6E-4,15.6823,-1.024838E8,1631.799,1631.799,0.00119386,1.0,0.8493065,7.179716E-5,0.03607114,8.45265E-5,0.01741722,0.0182275,4.324795E-4,0.002204913,0.04982025,0.002157471,0.00926455,8.029567E-4,0.006239876,0.002199994,4.651194E-6,6.288749E-4,0.001316646,4.779178E-4,2.31462E-4,4.36066E-4,10.19362,7.612787E-5,642560.3,642560.4
3.7E-4,15.6842,-9.678692E7,1631.562,1631.562,0.00119386,1.0,0.8490332,7.15742E-5,0.03631738,8.413364E-5,0.01734731,0.01846777,4.358199E-4,0.002212614,0.05004485,0.002202333,0.009010531,7.797792E-4,0.006170375,0.002074711,4.492843E-6,6.420393E-4,0.001336096,4.801418E-4,2.435702E-4,4.442657E-4,10.1909,7.611863E-5,642388.8,642388.9
3.8E-4,15.6861,-9.15042E7,1631.338,1631.338,0.00119386,1.0,0.8487725,7.136333E-5,0.03655675,8.376116E-5,0.01727438,0.01870324,4.390822E-4,0.002219315,0.05025731,0.0022463,0.008764729,7.574515E-4,0.006100835,0.001957677,4.341638E-6,6.549721E-4,0.001354912,4.821176E-4,2.558951E-4,4.523106E-4,10.18826,7.610939E-5,642222.4,642222.5
3.9E-4,15.68801,-8.659657E7,1631.125,1631.125,0.00119386,1.0,0.8485236,7.116363E-5,0.03678954,8.340764E-5,0.01719873,0.01893409,4.422695E-4,0.002225075,0.05045832,0.002289385,0.008526803,7.3593E-4,0.006031377,0.001848295,4.197157E-6,6.676758E-4,0.001373109,4.838613E-4,2.68429E-4,4.602065E-4,10.1857,7.610015E-5,642060.9,642061.0
4.0E-4,15.68991,-8.203985E7,1630.924,1630.924,0.00119386,1.0,0.8482858,7.097425E-5,0.03701601,8.30718E-5,0.01712064,0.0191605,4.453844E-4,0.002229946,0.05064851,0.002331601,0.008296434,7.151739E-4,0.005962108,0.001746017,4.059007E-6,6.801529E-4,0.001390703,4.853875E-4,2.81164E-4,4.679586E-4,10.18321,7.609092E-5,641903.9,641904.0
4.1E-4,15.69181,-7.780467E7,1630.734,1630.734,0.00119386,1.0,0.8480587,7.079443E-5,0.03723639,8.275245E-5,0.01704036,0.01938263,4.484293E-4,0.00223398,0.05082848,0.002372959,0.008073321,6.951459E-4,0.005893124,0.001650337,3.926828E-6,6.924059E-4,0.001407711,4.867102E-4,2.940925E-4,4.755722E-4,10.18079,7.608172E-5,641751.2,641751.3
4.2E-4,15.6937,-7.386623E7,1630.553,1630.553,0.00119386,1.0,0.8478416,7.062346E-5,0.03745093,8.244852E-5,0.01695813,0.01960062,4.514064E-4,0.002237223,0.05099878,0.002413474,0.007857181,6.75811E-4,0.005824511,0.001560791,3.800282E-6,7.044372E-4,0.001424146,4.878426E-4,3.072069E-4,4.83052E-4,10.17843,7.607255E-5,641602.6,641602.7
4.3E-4,15.69559,-7.02016E7,1630.381,1630.381,0.00119386,1.0,0.847634,7.04607E-5,0.03765983,8.2159E-5,0.01687414,0.01981461,4.543177E-4,0.002239719,0.05115992,0.002453156,0.007647743,6.571368E-4,0.005756345,0.001476951,3.679057E-6,7.162493E-4,0.001440024,4.887969E-4,3.204997E-4,4.904029E-4,10.17614,7.606341E-5,641458.0,641458.0
4.4E-4,15.69746,-6.678995E7,1630.217,1630.217,0.00119386,1.0,0.8474354,7.030554E-5,0.03786331,8.188295E-5,0.0167886,0.02002474,4.571649E-4,0.00224151,0.05131238,0.00249202,0.007444754,6.390929E-4,0.005688695,0.001398421,3.562865E-6,7.278448E-4,0.00145536,4.895848E-4,3.339637E-4,4.976292E-4,10.1739,7.605432E-5,641317.0,641317.1
4.5E-4,15.69933,-6.361244E7,1630.062,1630.062,0.00119386,1.0,0.8472453,7.015744E-5,0.03806156,8.161954E-5,0.01670168,0.02023113,4.599497E-4,0.002242636,0.05145661,0.002530077,0.007247973,6.216513E-4,0.00562162,0.001324836,3.451435E-6,7.392259E-4,0.001470168,4.902171E-4,3.475916E-4,5.047353E-4,10.17172,7.604529E-5,641179.6,641179.6
4.6E-4,15.70118,-6.065168E7,1629.913,1629.913,0.00119386,1.0,0.8470634,7.001588E-5,0.03825476,8.136796E-5,0.01661356,0.02043391,4.626735E-4,0.002243133,0.05159302,0.002567339,0.007057171,6.047853E-4,0.005555175,0.001255859,3.344515E-6,7.503952E-4,0.001484461,4.907042E-4,3.613761E-4,5.117252E-4,10.16959,7.60363E-5,641045.5,641045.6
4.7E-4,15.70302,-5.789182E7,1629.772,1629.772,0.00119386,1.0,0.8468893,6.98804E-5,0.03844308,8.112747E-5,0.01652438,0.02063317,4.653378E-4,0.002243035,0.05172202,0.002603819,0.00687213,5.884703E-4,0.005489407,0.001191176,3.241871E-6,7.61355E-4,0.001498254,4.910557E-4,3.753103E-4,5.186029E-4,10.16752,7.602738E-5,640914.6,640914.7
4.8E-4,15.70485,-5.531815E7,1629.637,1629.637,0.00119386,1.0,0.8467225,6.975055E-5,0.03862671,8.089737E-5,0.01643428,0.02082904,4.679438E-4,0.002242376,0.05184396,0.002639529,0.006692645,5.72683E-4,0.005424358,0.001130499,3.143282E-6,7.721078E-4,0.001511559,4.912807E-4,3.893873E-4,5.25372E-4,10.16549,7.601853E-5,640786.8,640786.9
4.9E-4,15.70667,-5.291756E7,1629.507,1629.507,0.00119386,1.0,0.8465628,6.962592E-5,0.03880579,8.067703E-5,0.0163434,0.0210216,4.704927E-4,0.002241187,0.05195919,0.002674481,0.006518518,5.574014E-4,0.005360065,0.00107356,3.048544E-6,7.82656E-4,0.00152439,4.913878E-4,4.036E-4,5.320362E-4,10.16351,7.600974E-5,640661.9,640662.0
5.0E-4,15.70847,-5.067811E7,1629.384,1629.384,0.00119386,1.0,0.8464097,6.950612E-5,0.03898048,8.046581E-5,0.01625185,0.02121095,4.729855E-4,0.002239496,0.05206804,0.002708686,0.006349561,5.426051E-4,0.005296559,0.001020109,2.957463E-6,7.930019E-4,0.00153676,4.91385E-4,4.179416E-4,5.385988E-4,10.16157,7.600103E-5,640539.8,640539.9
5.1E-4,15.71026,-4.858866E7,1629.265,1629.265,0.00119386,1.0,0.846263,6.939078E-5,0.03915092,8.026314E-5,0.01615973,0.02139719,4.754233E-4,0.002237331,0.05217081,0.002742158,0.006185596,5.282746E-4,0.005233868,9.699168E-4,2.869859E-6,8.031479E-4,0.00154868,4.912801E-4,4.324054E-4,5.450631E-4,10.15968,7.599239E-5,640420.4,640420.5
5.178992E-4,15.71166,-4.704017E7,1629.175,1629.175,0.00119386,1.0,0.8461515,6.930247E-5,0.03928264,8.01087E-5,0.01608665,0.02154215,4.773107E-4,0.002235303,0.05224788,0.002768086,0.006059495,5.17272E-4,0.00518494,9.324311E-4,2.803007E-6,8.110227E-4,0.001557787,4.911296E-4,4.439125E-4,5.501019E-4,10.15821,7.598562E-5,640327.8,640327.9
5.2E-4,15.71203,-4.66426E7,1629.151,1629.151,0.00119386,1.0,0.8461224,6.927945E-5,0.03931722,8.006849E-5,0.01606717,0.02158037,4.778068E-4,0.002234716,0.05226775,0.002774902,0.00602648,5.14394E-4,0.005172022,9.227846E-4,2.785582E-6,8.130953E-4,0.001560162,4.910795E-4,4.469852E-4,5.514317E-4,10.15782,7.598382E-5,640303.5,640303.6
5.3E-4,15.71378,-4.479605E7,1629.042,1629.042,0.00119386,1.0,0.8459877,6.917367E-5,0.03947958,7.98843E-5,0.01597423,0.02176062,4.801373E-4,0.002231682,0.0523592,0.00280694,0.005871995,5.009421E-4,0.00511103,8.784811E-4,2.704463E-6,8.228486E-4,0.001571221,4.907911E-4,4.616763E-4,5.577088E-4,10.15601,7.597534E-5,640189.1,640189.2
5.4E-4,15.71552,-4.302122E7,1628.937,1628.937,0.00119386,1.0,0.8458584,6.907399E-5,0.03963811,7.971124E-5,0.01588102,0.021938,4.824157E-4,0.002228247,0.05244539,0.002838278,0.005722001,4.879062E-4,0.005050912,8.368332E-4,2.626436E-6,8.324095E-4,0.001581866,4.904207E-4,4.764824E-4,5.638978E-4,10.15423,7.596694E-5,640077.0,640077.1
5.5E-4,15.71724,-4.132517E7,1628.836,1628.836,0.00119386,1.0,0.8457344,6.897932E-5,0.03979295,7.954716E-5,0.01578761,0.02211256,4.84643E-4,0.002224435,0.05252654,0.002868928,0.005576349,4.752709E-4,0.004991681,7.9767E-4,2.55136E-6,8.417805E-4,0.00159211,4.899741E-4,4.914066E-4,5.700021E-4,10.15249,7.595861E-5,639967.2,639967.3
5.6E-4,15.71895,-3.978097E7,1628.739,1628.739,0.00119386,1.0,0.8456155,6.888453E-5,0.0399442,7.938291E-5,0.01569407,0.02228439,4.868198E-4,0.002220267,0.0526029,0.002898903,0.005434899,4.630182E-4,0.004933349,7.608318E-4,2.479001E-6,8.50964E-4,0.001601964,4.894573E-4,5.064417E-4,5.760245E-4,10.15078,7.595037E-5,639859.6,639859.8
5.662203E-4,15.72,-3.904814E7,1628.68,1628.68,0.00119386,1.0,0.8455441,6.881661E-5,0.04003648,7.926522E-5,0.01563586,0.02238993,4.881486E-4,0.002217504,0.05264808,0.002917215,0.005348982,4.555782E-4,0.004897527,7.390261E-4,2.435123E-6,8.565826E-4,0.001607902,4.891031E-4,5.15829E-4,5.797287E-4,10.14973,7.594528E-5,639793.7,639793.9
5.683004E-4,15.72035,-3.881095E7,1628.661,1628.661,0.00119386,1.0,0.8455206,6.879404E-5,0.04006704,7.922816E-5,0.01561639,0.02242499,4.885886E-4,0.002216553,0.0526628,0.002923281,0.005320601,4.531199E-4,0.004885628,7.319171E-4,2.420616E-6,8.584453E-4,0.001609855,4.889793E-4,5.189693E-4,5.8096E-4,10.14939,7.594359E-5,639771.8,639772.0
5.690096E-4,15.72047,-3.874349E7,1628.654,1628.654,0.00119386,1.0,0.8455127,6.878839E-5,0.04007742,7.921959E-5,0.01560976,0.02243692,4.887381E-4,0.002216225,0.05266778,0.002925343,0.005310964,4.522853E-4,0.00488158,7.295139E-4,2.415693E-6,8.590785E-4,0.001610517,4.889365E-4,5.200402E-4,5.813789E-4,10.14927,7.594302E-5,639764.4,639764.6
5.690767E-4,15.72048,-3.871607E7,1628.653,1628.653,0.00119386,1.0,0.8455119,6.878775E-5,0.0400784,7.921864E-5,0.01560913,0.02243805,4.887522E-4,0.002216194,0.05266825,0.002925538,0.005310054,4.522065E-4,0.004881198,7.29287E-4,2.415228E-6,8.591384E-4,0.00161058,4.889324E-4,5.201416E-4,5.814185E-4,10.14926,7.594296E-5,639763.7,639763.9
5.7E-4,15.72063,-3.859368E7,1628.645,1628.645,0.00119386,1.0,0.8455016,6.877929E-5,0.04009189,7.920415E-5,0.01560049,0.02245356,4.889465E-4,0.002215765,0.05267469,0.002928217,0.005297538,4.51123E-4,0.004875935,7.261747E-4,2.408847E-6,8.599613E-4,0.001611439,4.888762E-4,5.215368E-4,5.819633E-4,10.1491,7.594222E-5,639754.0,639754.2
5.711208E-4,15.72082,-3.842108E7,1628.634,1628.634,0.00119386,1.0,0.8454891,6.87705E-5,0.04010822,7.918981E-5,0.01559,0.02247236,4.891817E-4,0.002215241,0.05268245,0.002931462,0.005282392,4.498123E-4,0.004869557,7.224202E-4,2.401139E-6,8.609581E-4,0.001612478,4.888072E-4,5.232315E-4,5.826238E-4,10.14892,7.594131E-5,639742.3,639742.5
5.72649E-4,15.72108,-3.821683E7,1628.62,1628.62,0.00119386,1.0,0.8454722,6.875734E-5,0.04013043,7.916754E-5,0.0155757,0.02249794,4.895014E-4,0.002214519,0.05269296,0.002935872,0.005261818,4.480327E-4,0.00486088,7.173415E-4,2.39069E-6,8.623137E-4,0.001613887,4.887119E-4,5.255445E-4,5.835228E-4,10.14867,7.594007E-5,639726.4,639726.6
5.737864E-4,15.72127,-3.804683E7,1628.61,1628.61,0.00119386,1.0,0.8454597,6.874674E-5,0.04014691,7.914911E-5,0.01556505,0.02251694,4.897386E-4,0.002213978,0.05270071,0.002939145,0.005246565,4.467138E-4,0.004854435,7.135921E-4,2.382959E-6,8.633198E-4,0.00161493,4.886401E-4,5.272676E-4,5.841907E-4,10.14848,7.593915E-5,639714.6,639714.8
5.763876E-4,15.7217,-3.776131E7,1628.587,1628.587,0.00119386,1.0,0.8454313,6.872022E-5,0.04018443,7.910429E-5,0.01554071,0.02256026,4.902788E-4,0.002212724,0.05271822,0.002946598,0.005211872,4.437141E-4,0.004839742,7.051146E-4,2.365375E-6,8.656118E-4,0.001617297,4.884731E-4,5.312104E-4,5.857143E-4,10.14805,7.593706E-5,639687.7,639687.9
5.8E-4,15.7223,-3.729551E7,1628.554,1628.554,0.00119386,1.0,0.8453923,6.868798E-5,0.04023616,7.905029E-5,0.01550691,0.02262014,4.910234E-4,0.002210949,0.05274207,0.002956876,0.005164123,4.395874E-4,0.00481944,6.935591E-4,2.341237E-6,8.687744E-4,0.001620545,4.882348E-4,5.366934E-4,5.878214E-4,10.14746,7.593416E-5,639650.5,639650.7
