Time_Soln#1 (sec),Volume_Soln#1 (cm3),Volumetric_heat_production_rate_Soln#1 (erg/cm3-sec),Surface_temperature_Soln#1 (K),Temperature_Soln#1 (K),Mass_Soln#1 (g),Pressure_Soln#1 (atm),Mole_fraction_H2_Soln#1 (),Mole_fraction_CH4_Soln#1 (),Mole_fraction_CH3_Soln#1 (),Mole_fraction_C2H6_Soln#1 (),Mole_fraction_C2H4_Soln#1 (),Mole_fraction_C2H3_Soln#1 (),Mole_fraction_C2H2_Soln#1 (),Mole_fraction_C6H6_Soln#1 (),Mole_fraction_C7H8_Soln#1 (),Mole_fraction_C7H7_Soln#1 (),Mole_fraction_STILB_Soln#1 (),Mole_fraction_C6H5C2H_Soln#1 (),Mole_fraction_C6H5C2H3_Soln#1 (),Mole_fraction_C6H5C2H5_Soln#1 (),Mole_fraction_C6H5CHCH3_Soln#1 (),Mole_fraction_C6H5CH2C6H5_Soln#1 (),Mole_fraction_C14H10_Soln#1 (),Mole_fraction_C16H10_Soln#1 (),Mole_fraction_C6H5C2H4C6H5_Soln#1 (),Mole_fraction_C6H5C2H4_Soln#1 (),Molecular_weight_Soln#1 (g/mole),Mass_density_Soln#1 (g/cm3),Unburned_hydrocarbons_Soln#1 (ppm),Volatile_organic_compounds_Soln#1 (ppm)
1.0E-4,15.69997,-66664.85,999.9987,999.9987,0.002029562,1.0,0.9128521,4.096221E-7,4.520343E-8,7.270262E-9,1.248349E-7,1.987476E-9,4.876196E-9,1.693957E-7,0.02851737,4.604962E-7,4.446605E-9,1.052773E-8,0.04210578,0.01652314,3.222893E-7,3.078779E-10,9.317695E-10,5.047935E-10,2.381737E-10,4.560084E-9,10.60769,1.292716E-4,668660.8,668660.8
1.1E-4,15.69997,-66224.86,999.9986,999.9986,0.002029562,1.0,0.9128521,4.56053E-7,4.532248E-8,8.285479E-9,1.413695E-7,2.035713E-9,5.492356E-9,1.914098E-7,0.02851736,5.05352E-7,5.045992E-9,1.192116E-8,0.04210572,0.0165231,3.6074E-7,3.4869E-10,1.080376E-9,5.715757E-10,2.943718E-10,4.830635E-9,10.60769,1.292716E-4,668660.8,668660.8
1.2E-4,15.69997,-65612.24,999.9985,999.9985,0.002029562,1.0,0.912852,5.026098E-7,4.543576E-8,9.322131E-9,1.583208E-7,2.083176E-9,6.120144E-9,2.139661E-7,0.02851736,5.498592E-7,5.661297E-9,1.334439E-8,0.04210566,0.01652306,3.995531E-7,3.905647E-10,1.237365E-9,6.397873E-10,3.57717E-10,5.076844E-9,10.60769,1.292716E-4,668660.8,668660.8
1.3E-4,15.69997,-65010.53,999.9984,999.9984,0.002029562,1.0,0.9128519,5.492856E-7,4.554951E-8,1.037994E-8,1.75682E-7,2.130548E-9,6.759412E-9,2.370574E-7,0.02851735,5.9402E-7,6.292138E-9,1.479701E-8,0.04210559,0.01652302,4.387162E-7,4.334792E-10,1.402649E-9,7.094087E-10,4.285013E-10,5.302613E-9,10.60769,1.292716E-4,668660.8,668660.8
1.4E-4,15.69997,-64452.12,999.9983,999.9983,0.002029562,1.0,0.9128519,5.960789E-7,4.566491E-8,1.145873E-8,1.934487E-7,2.178003E-9,7.410108E-9,2.606793E-7,0.02851734,6.378372E-7,6.938243E-9,1.627887E-8,0.04210553,0.01652298,4.78221E-7,4.774176E-10,1.576152E-9,7.804328E-10,5.070104E-10,5.511426E-9,10.60769,1.292716E-4,668660.8,668660.8
1.5E-4,15.69997,-63864.91,999.9982,999.9982,0.002029562,1.0,0.9128518,6.429893E-7,4.5782E-8,1.255839E-8,2.116173E-7,2.225485E-9,8.072213E-9,2.848282E-7,0.02851733,6.813141E-7,7.599401E-9,1.778992E-8,0.04210547,0.01652294,5.180595E-7,5.223675E-10,1.757807E-9,8.528571E-10,5.935239E-10,5.706299E-9,10.60769,1.292717E-4,668660.8,668660.8
1.6E-4,15.69996,-63291.68,999.9981,999.9981,0.002029562,1.0,0.9128517,6.900188E-7,4.58989E-8,1.367891E-8,2.301858E-7,2.272951E-9,8.745747E-9,3.095026E-7,0.02851733,7.244541E-7,8.275474E-9,1.933021E-8,0.0421054,0.0165229,5.582272E-7,5.683206E-10,1.947552E-9,9.266843E-10,6.88313E-10,5.889694E-9,10.60769,1.292717E-4,668660.7,668660.7
1.7E-4,15.69996,-62726.17,999.998,999.998,0.002029562,1.0,0.9128517,7.371677E-7,4.601528E-8,1.482029E-8,2.491526E-7,2.320379E-9,9.430712E-9,3.347007E-7,0.02851732,7.672606E-7,8.966345E-9,2.089974E-8,0.04210533,0.01652286,5.987184E-7,6.152695E-10,2.14533E-9,1.001915E-9,7.916407E-10,6.063559E-9,10.60769,1.292717E-4,668660.7,668660.7
1.8E-4,15.69996,-62167.4,999.9979,999.9979,0.002029562,1.0,0.9128516,7.844355E-7,4.613149E-8,1.598253E-8,2.685162E-7,2.367797E-9,1.01271E-8,3.604212E-7,0.02851731,8.097369E-7,9.671935E-9,2.249849E-8,0.04210527,0.01652282,6.395276E-7,6.632089E-10,2.351084E-9,1.078547E-9,9.03756E-10,6.229213E-9,10.60769,1.292717E-4,668660.7,668660.7
1.9E-4,15.69996,-61615.23,999.9978,999.9978,0.002029562,1.0,0.9128515,8.318223E-7,4.624748E-8,1.716564E-8,2.882752E-7,2.415211E-9,1.083492E-8,3.866628E-7,0.02851731,8.518863E-7,1.039215E-8,2.412647E-8,0.0421052,0.01652278,6.80649E-7,7.121329E-10,2.564758E-9,1.156582E-9,1.024914E-9,6.388236E-9,10.60769,1.292717E-4,668660.7,668660.7
2.0E-4,15.69996,-61069.59,999.9977,999.9977,0.002029562,1.0,0.9128515,8.793279E-7,4.636323E-8,1.836961E-8,3.084285E-7,2.462626E-9,1.155415E-8,4.134245E-7,0.0285173,8.937121E-7,1.112693E-8,2.578368E-8,0.04210513,0.01652274,7.220777E-7,7.620375E-10,2.786301E-9,1.236019E-9,1.155353E-9,6.541719E-9,10.60769,1.292717E-4,668660.7,668660.7
2.1E-4,15.69996,-60530.28,999.9976,999.9976,0.002029562,1.0,0.9128514,9.269524E-7,4.647874E-8,1.959443E-8,3.289751E-7,2.510048E-9,1.228482E-8,4.407055E-7,0.0285173,9.352175E-7,1.187621E-8,2.74701E-8,0.04210506,0.0165227,7.638083E-7,8.129179E-10,3.015657E-9,1.316859E-9,1.295321E-9,6.690945E-9,10.60769,1.292717E-4,668660.7,668660.7
2.2E-4,15.69995,-59996.95,999.9976,999.9976,0.002029562,1.0,0.9128513,9.746957E-7,4.659412E-8,2.084011E-8,3.499143E-7,2.55749E-9,1.302691E-8,4.685049E-7,0.02851729,9.764059E-7,1.263993E-8,2.918576E-8,0.042105,0.01652266,8.058358E-7,8.64771E-10,3.252777E-9,1.399101E-9,1.445049E-9,6.836785E-9,10.60769,1.292717E-4,668660.7,668660.7
2.3E-4,15.69995,-59469.07,999.9975,999.9975,0.002029562,1.0,0.9128513,1.022557E-6,4.670958E-8,2.210667E-8,3.71246E-7,2.604962E-9,1.378044E-8,4.96823E-7,0.02851729,1.01728E-6,1.34181E-8,3.093065E-8,0.04210493,0.01652262,8.481561E-7,9.175965E-10,3.497616E-9,1.482746E-9,1.604749E-9,6.979422E-9,10.60769,1.292718E-4,668660.7,668660.7
2.4E-4,15.69995,-58946.43,999.9974,999.9974,0.002029562,1.0,0.9128512,1.070538E-6,4.682515E-8,2.33941E-8,3.929694E-7,2.652473E-9,1.45454E-8,5.25659E-7,0.02851728,1.057845E-6,1.421065E-8,3.270478E-8,0.04210485,0.01652257,8.90764E-7,9.713902E-10,3.750121E-9,1.567795E-9,1.774663E-9,7.120012E-9,10.60769,1.292718E-4,668660.7,668660.7
2.5E-4,15.69995,-58429.18,999.9973,999.9973,0.002029562,1.0,0.9128511,1.118637E-6,4.694073E-8,2.470242E-8,4.15085E-7,2.700014E-9,1.532181E-8,5.550135E-7,0.02851728,1.098101E-6,1.501761E-8,3.450819E-8,0.04210478,0.01652253,9.336559E-7,1.026154E-9,4.010253E-9,1.654249E-9,1.954973E-9,7.25832E-9,10.60769,1.292718E-4,668660.7,668660.7
2.6E-4,15.69995,-57917.02,999.9972,999.9972,0.002029562,1.0,0.9128511,1.166854E-6,4.705642E-8,2.603164E-8,4.375922E-7,2.747596E-9,1.610967E-8,5.848861E-7,0.02851727,1.138054E-6,1.583894E-8,3.634089E-8,0.04210471,0.01652249,9.76827E-7,1.081885E-9,4.277962E-9,1.742108E-9,2.145911E-9,7.395158E-9,10.60769,1.292718E-4,668660.7,668660.7
2.7E-4,15.69995,-57409.95,999.9971,999.9971,0.002029562,1.0,0.912851,1.21519E-6,4.717216E-8,2.738178E-8,4.604912E-7,2.795215E-9,1.690899E-8,6.152771E-7,0.02851727,1.177707E-6,1.667465E-8,3.820289E-8,0.04210464,0.01652245,1.020274E-6,1.138582E-9,4.553207E-9,1.831374E-9,2.347669E-9,7.530684E-9,10.60769,1.292718E-4,668660.7,668660.7
2.8E-4,15.69995,-56907.99,999.997,999.997,0.002029562,1.0,0.9128509,1.263645E-6,4.728793E-8,2.875284E-8,4.837823E-7,2.842869E-9,1.771978E-8,6.461868E-7,0.02851726,1.217061E-6,1.752474E-8,4.009422E-8,0.04210457,0.01652241,1.063992E-6,1.196247E-9,4.835943E-9,1.922048E-9,2.560438E-9,7.665049E-9,10.60769,1.292718E-4,668660.7,668660.7
2.9E-4,15.69994,-56411.01,999.9969,999.9969,0.002029562,1.0,0.9128508,1.312219E-6,4.740373E-8,3.014485E-8,5.074652E-7,2.890562E-9,1.854205E-8,6.776151E-7,0.02851726,1.256122E-6,1.838919E-8,4.20149E-8,0.04210449,0.01652237,1.107977E-6,1.254879E-9,5.126128E-9,2.014131E-9,2.784423E-9,7.79863E-9,10.60769,1.292718E-4,668660.7,668660.7
3.0E-4,15.69994,-55919.0,999.9968,999.9968,0.002029562,1.0,0.9128508,1.360911E-6,4.751957E-8,3.155782E-8,5.315404E-7,2.93829E-9,1.937581E-8,7.095625E-7,0.02851725,1.294891E-6,1.926802E-8,4.396496E-8,0.04210442,0.01652233,1.152226E-6,1.314476E-9,5.423721E-9,2.107624E-9,3.019797E-9,7.931452E-9,10.60769,1.292718E-4,668660.8,668660.8
3.1E-4,15.69994,-55431.89,999.9967,999.9967,0.002029562,1.0,0.9128507,1.409722E-6,4.763542E-8,3.299176E-8,5.560079E-7,2.986055E-9,2.022106E-8,7.420293E-7,0.02851725,1.333372E-6,2.016122E-8,4.594442E-8,0.04210434,0.01652228,1.196735E-6,1.375041E-9,5.728679E-9,2.202529E-9,3.266747E-9,8.063697E-9,10.60769,1.292719E-4,668660.8,668660.8
3.2E-4,15.69994,-54949.62,999.9966,999.9966,0.002029562,1.0,0.9128506,1.458652E-6,4.77513E-8,3.444669E-8,5.808679E-7,3.033856E-9,2.107782E-8,7.750158E-7,0.02851725,1.371568E-6,2.10688E-8,4.795329E-8,0.04210427,0.01652224,1.241499E-6,1.436572E-9,6.040962E-9,2.298845E-9,3.525445E-9,8.195477E-9,10.60769,1.292719E-4,668660.8,668660.8
3.3E-4,15.69994,-54472.12,999.9966,999.9966,0.002029562,1.0,0.9128505,1.507701E-6,4.78672E-8,3.592263E-8,6.061207E-7,3.081694E-9,2.19461E-8,8.085222E-7,0.02851724,1.409483E-6,2.199078E-8,4.999161E-8,0.04210419,0.0165222,1.286517E-6,1.49907E-9,6.360532E-9,2.396575E-9,3.796059E-9,8.326855E-9,10.60769,1.292719E-4,668660.8,668660.8
3.4E-4,15.69994,-53999.34,999.9965,999.9965,0.002029562,1.0,0.9128505,1.556869E-6,4.798314E-8,3.741958E-8,6.317665E-7,3.129566E-9,2.28259E-8,8.425489E-7,0.02851724,1.447118E-6,2.292715E-8,5.205939E-8,0.04210411,0.01652216,1.331783E-6,1.562535E-9,6.687347E-9,2.49572E-9,4.078754E-9,8.457906E-9,10.60769,1.292719E-4,668660.8,668660.8
3.5E-4,15.69994,-53531.23,999.9964,999.9964,0.002029562,1.0,0.9128504,1.606156E-6,4.80991E-8,3.893757E-8,6.578055E-7,3.177474E-9,2.371723E-8,8.770962E-7,0.02851723,1.484478E-6,2.387791E-8,5.415665E-8,0.04210403,0.01652212,1.377294E-6,1.626968E-9,7.021368E-9,2.59628E-9,4.373694E-9,8.588767E-9,10.60769,1.292719E-4,668660.8,668660.8
3.6E-4,15.69993,-53067.71,999.9963,999.9963,0.002029562,1.0,0.9128503,1.655562E-6,4.821509E-8,4.047661E-8,6.842378E-7,3.225417E-9,2.462009E-8,9.121644E-7,0.02851723,1.521565E-6,2.484308E-8,5.628341E-8,0.04210396,0.01652208,1.423047E-6,1.692367E-9,7.362557E-9,2.698257E-9,4.681034E-9,8.719472E-9,10.60769,1.292719E-4,668660.8,668660.8
3.7E-4,15.69993,-52608.72,999.9962,999.9962,0.002029562,1.0,0.9128502,1.705086E-6,4.833111E-8,4.203671E-8,7.110638E-7,3.273394E-9,2.553451E-8,9.477538E-7,0.02851723,1.558382E-6,2.582267E-8,5.84397E-8,0.04210388,0.01652203,1.469038E-6,1.758735E-9,7.710876E-9,2.801652E-9,5.000926E-9,8.85007E-9,10.60769,1.292719E-4,668660.8,668660.8
3.8E-4,15.69993,-52154.21,999.9961,999.9961,0.002029562,1.0,0.9128502,1.75473E-6,4.844718E-8,4.361789E-8,7.382836E-7,3.321406E-9,2.646048E-8,9.838648E-7,0.02851722,1.594933E-6,2.681668E-8,6.062553E-8,0.0421038,0.01652199,1.515264E-6,1.82607E-9,8.066287E-9,2.906465E-9,5.333516E-9,8.9806E-9,10.60769,1.292719E-4,668660.8,668660.8
3.9E-4,15.69993,-51704.15,999.9961,999.9961,0.002029562,1.0,0.9128501,1.804493E-6,4.856328E-8,4.522016E-8,7.658977E-7,3.369451E-9,2.739801E-8,1.020498E-6,0.02851722,1.631219E-6,2.782511E-8,6.284093E-8,0.04210372,0.01652195,1.561722E-6,1.894374E-9,8.428753E-9,3.012699E-9,5.678946E-9,9.11106E-9,10.60769,1.292719E-4,668660.8,668660.8
4.0E-4,15.69993,-51258.51,999.996,999.996,0.002029562,1.0,0.91285,1.854375E-6,4.86794E-8,4.684353E-8,7.939061E-7,3.417528E-9,2.834712E-8,1.057653E-6,0.02851722,1.667244E-6,2.884799E-8,6.508591E-8,0.04210364,0.01652191,1.608407E-6,1.963647E-9,8.798237E-9,3.120352E-9,6.037352E-9,9.241448E-9,10.60769,1.29272E-4,668660.8,668660.8
4.1E-4,15.69993,-50817.22,999.9959,999.9959,0.002029562,1.0,0.9128499,1.904376E-6,4.879555E-8,4.848802E-8,8.223092E-7,3.465637E-9,2.93078E-8,1.095331E-6,0.02851722,1.703011E-6,2.988532E-8,6.73605E-8,0.04210356,0.01652186,1.655318E-6,2.033889E-9,9.174703E-9,3.229428E-9,6.408868E-9,9.371757E-9,10.60769,1.29272E-4,668660.8,668660.8
4.2E-4,15.69993,-50380.24,999.9958,999.9958,0.002029562,1.0,0.9128498,1.954496E-6,4.891173E-8,5.015364E-8,8.511073E-7,3.513775E-9,3.028008E-8,1.133532E-6,0.02851721,1.738522E-6,3.093712E-8,6.966471E-8,0.04210347,0.01652182,1.70245E-6,2.1051E-9,9.558117E-9,3.339927E-9,6.793621E-9,9.501961E-9,10.60769,1.29272E-4,668660.8,668660.8
4.3E-4,15.69993,-49947.54,999.9957,999.9957,0.002029562,1.0,0.9128498,2.004735E-6,4.902794E-8,5.18404E-8,8.803007E-7,3.561943E-9,3.126394E-8,1.172256E-6,0.02851721,1.773781E-6,3.200339E-8,7.199857E-8,0.04210339,0.01652178,1.749801E-6,2.177282E-9,9.948442E-9,3.451849E-9,7.191734E-9,9.632016E-9,10.60769,1.29272E-4,668660.8,668660.8
4.4E-4,15.69992,-49519.06,999.9957,999.9957,0.002029562,1.0,0.9128497,2.055094E-6,4.914417E-8,5.354832E-8,9.098894E-7,3.610141E-9,3.225941E-8,1.211504E-6,0.02851721,1.80879E-6,3.308412E-8,7.436209E-8,0.04210331,0.01652174,1.797367E-6,2.250433E-9,1.034564E-8,3.565196E-9,7.603348E-9,9.762188E-9,10.60769,1.29272E-4,668660.8,668660.8
4.5E-4,15.69992,-49094.75,999.9956,999.9956,0.002029562,1.0,0.9128496,2.105572E-6,4.926043E-8,5.52774E-8,9.398735E-7,3.658367E-9,3.326649E-8,1.251276E-6,0.02851721,1.843552E-6,3.417934E-8,7.675528E-8,0.04210322,0.01652169,1.845145E-6,2.324555E-9,1.074968E-8,3.679968E-9,8.028576E-9,9.892396E-9,10.60769,1.29272E-4,668660.8,668660.8
4.6E-4,15.69992,-48674.58,999.9955,999.9955,0.002029562,1.0,0.9128495,2.156169E-6,4.93767E-8,5.702767E-8,9.702535E-7,3.706621E-9,3.428518E-8,1.291571E-6,0.0285172,1.878069E-6,3.528904E-8,7.917817E-8,0.04210314,0.01652165,1.893132E-6,2.399647E-9,1.116052E-8,3.796167E-9,8.467531E-9,1.002262E-8,10.60769,1.29272E-4,668660.8,668660.8
4.7E-4,15.69992,-48258.52,999.9954,999.9954,0.002029562,1.0,0.9128494,2.206885E-6,4.949299E-8,5.879912E-8,1.00103E-6,3.754901E-9,3.531549E-8,1.332392E-6,0.0285172,1.912345E-6,3.641324E-8,8.163077E-8,0.04210305,0.01652161,1.941326E-6,2.47571E-9,1.157814E-8,3.913793E-9,8.920324E-9,1.015285E-8,10.60769,1.29272E-4,668660.8,668660.8
4.8E-4,15.69992,-47846.52,999.9954,999.9954,0.002029562,1.0,0.9128493,2.257721E-6,4.960929E-8,6.059177E-8,1.032202E-6,3.803207E-9,3.635742E-8,1.373737E-6,0.0285172,1.946382E-6,3.755195E-8,8.411309E-8,0.04210297,0.01652156,1.989722E-6,2.552743E-9,1.200249E-8,4.032846E-9,9.387064E-9,1.02831E-8,10.60769,1.29272E-4,668660.8,668660.8
4.9E-4,15.69992,-47438.52,999.9953,999.9953,0.002029562,1.0,0.9128493,2.308675E-6,4.972562E-8,6.240564E-8,1.06377E-6,3.851539E-9,3.7411E-8,1.415607E-6,0.0285172,1.980182E-6,3.870517E-8,8.662516E-8,0.04210288,0.01652152,2.038318E-6,2.630748E-9,1.243355E-8,4.153329E-9,9.867868E-9,1.041343E-8,10.60769,1.29272E-4,668660.8,668660.8
5.0E-4,15.69992,-47034.49,999.9952,999.9952,0.002029562,1.0,0.9128492,2.35975E-6,4.984196E-8,6.424072E-8,1.095736E-6,3.899896E-9,3.847621E-8,1.458002E-6,0.0285172,2.013748E-6,3.987291E-8,8.916698E-8,0.04210279,0.01652148,2.087111E-6,2.709724E-9,1.287128E-8,4.275241E-9,1.036283E-8,1.054381E-8,10.60769,1.292721E-4,668660.8,668660.8
5.1E-4,15.69992,-46634.39,999.9951,999.9951,0.002029562,1.0,0.9128491,2.410943E-6,4.995831E-8,6.609704E-8,1.128098E-6,3.948276E-9,3.955306E-8,1.500923E-6,0.02851719,2.047083E-6,4.105518E-8,9.173858E-8,0.04210271,0.01652143,2.136098E-6,2.789671E-9,1.331565E-8,4.398584E-9,1.087205E-8,1.067425E-8,10.60769,1.292721E-4,668660.8,668660.8
5.2E-4,15.69991,-46238.19,999.9951,999.9951,0.002029562,1.0,0.912849,2.462256E-6,5.007467E-8,6.79746E-8,1.160857E-6,3.996679E-9,4.064157E-8,1.544369E-6,0.02851719,2.08019E-6,4.225197E-8,9.433996E-8,0.04210262,0.01652139,2.185277E-6,2.87059E-9,1.376662E-8,4.523357E-9,1.139563E-8,1.080475E-8,10.60769,1.292721E-4,668660.8,668660.8
5.3E-4,15.69991,-45845.83,999.995,999.995,0.002029562,1.0,0.9128489,2.513688E-6,5.019104E-8,6.987341E-8,1.194013E-6,4.045105E-9,4.174173E-8,1.588342E-6,0.02851719,2.11307E-6,4.346331E-8,9.697114E-8,0.04210253,0.01652135,2.234643E-6,2.952481E-9,1.422417E-8,4.649562E-9,1.193365E-8,1.093532E-8,10.60769,1.292721E-4,668660.8,668660.8
5.4E-4,15.69991,-45457.28,999.9949,999.9949,0.002029562,1.0,0.9128488,2.56524E-6,5.030742E-8,7.179347E-8,1.227566E-6,4.093552E-9,4.285356E-8,1.63284E-6,0.02851719,2.145726E-6,4.468919E-8,9.963213E-8,0.04210244,0.0165213,2.284196E-6,3.035343E-9,1.468826E-8,4.7772E-9,1.248623E-8,1.106596E-8,10.60769,1.292721E-4,668660.8,668660.8
5.5E-4,15.69991,-45072.49,999.9948,999.9948,0.002029562,1.0,0.9128487,2.616911E-6,5.042382E-8,7.373481E-8,1.261518E-6,4.142021E-9,4.397705E-8,1.677865E-6,0.02851719,2.178162E-6,4.592962E-8,1.023229E-7,0.04210235,0.01652126,2.333931E-6,3.119178E-9,1.515886E-8,4.906271E-9,1.305343E-8,1.119667E-8,10.60769,1.292721E-4,668660.8,668660.8
5.6E-4,15.69991,-44691.42,999.9948,999.9948,0.002029562,1.0,0.9128487,2.668701E-6,5.054022E-8,7.569742E-8,1.295866E-6,4.19051E-9,4.511221E-8,1.723417E-6,0.02851719,2.210378E-6,4.718461E-8,1.050436E-7,0.04210226,0.01652122,2.383846E-6,3.203984E-9,1.563594E-8,5.036776E-9,1.363535E-8,1.132745E-8,10.60769,1.292721E-4,668660.8,668660.8
5.7E-4,15.69991,-44314.04,999.9947,999.9947,0.002029562,1.0,0.9128486,2.720611E-6,5.065663E-8,7.768132E-8,1.330613E-6,4.239018E-9,4.625905E-8,1.769496E-6,0.02851719,2.242378E-6,4.845417E-8,1.077941E-7,0.04210217,0.01652117,2.433939E-6,3.289763E-9,1.611947E-8,5.168715E-9,1.423206E-8,1.145829E-8,10.60769,1.292721E-4,668660.8,668660.8
5.8E-4,15.69991,-43940.3,999.9946,999.9946,0.002029562,1.0,0.9128485,2.77264E-6,5.077305E-8,7.968652E-8,1.365757E-6,4.287546E-9,4.741757E-8,1.816102E-6,0.02851718,2.274165E-6,4.973829E-8,1.105745E-7,0.04210208,0.01652113,2.484206E-6,3.376514E-9,1.660942E-8,5.302089E-9,1.484365E-8,1.158921E-8,10.60769,1.292721E-4,668660.8,668660.8
