Time_Soln#12 (sec),Volume_Soln#12 (cm3),Volumetric_heat_production_rate_Soln#12 (erg/cm3-sec),Surface_temperature_Soln#12 (K),Temperature_Soln#12 (K),Mass_Soln#12 (g),Pressure_Soln#12 (atm),Mole_fraction_H2_Soln#12 (),Mole_fraction_CH4_Soln#12 (),Mole_fraction_CH3_Soln#12 (),Mole_fraction_C2H4_Soln#12 (),Mole_fraction_C2H2_Soln#12 (),Mole_fraction_C3H4-P_Soln#12 (),Mole_fraction_C4H4_Soln#12 (),Mole_fraction_C4H2_Soln#12 (),Mole_fraction_C6H6_Soln#12 (),Mole_fraction_C10H8_Soln#12 (),Mole_fraction_C7H8_Soln#12 (),Mole_fraction_C7H7_Soln#12 (),Mole_fraction_STILB_Soln#12 (),Mole_fraction_C6H5C2H_Soln#12 (),Mole_fraction_C6H5C2H3_Soln#12 (),Mole_fraction_C6H5C2H5_Soln#12 (),Mole_fraction_BIPHENYL_Soln#12 (),Mole_fraction_C14H10_Soln#12 (),Mole_fraction_C16H10_Soln#12 (),Mole_fraction_BIN1A_Soln#12 (),Molecular_weight_Soln#12 (g/mole),Mass_density_Soln#12 (g/cm3),Unburned_hydrocarbons_Soln#12 (ppm),Volatile_organic_compounds_Soln#12 (ppm)
1.771148E-5,15.66535,6.935949E7,1536.04,1536.04,0.001309395,1.0,0.9006645,0.007346008,3.571827E-4,0.004069699,9.639068E-4,5.19602E-6,7.6661E-6,4.582203E-6,0.006241238,1.291184E-6,0.02974188,0.003627106,9.653181E-5,0.001313594,0.03753479,0.007441577,5.601205E-6,3.725254E-5,4.524531E-6,1.872735E-6,10.5354,8.358542E-5,664104.3,664104.4
1.773204E-5,15.66541,7.057632E7,1536.04,1536.04,0.001309395,1.0,0.9006549,0.007352247,3.569355E-4,0.004072981,9.647633E-4,5.204354E-6,7.677013E-6,4.587967E-6,0.006246624,1.294606E-6,0.02974507,0.003627002,9.664422E-5,0.001314685,0.03753075,0.007435232,5.609909E-6,3.729728E-5,4.534459E-6,1.877042E-6,10.53537,8.358511E-5,664102.0,664102.0
1.776274E-5,15.66549,7.264516E7,1536.041,1536.041,0.001309395,1.0,0.9006404,0.007361555,3.565667E-4,0.004077877,9.660415E-4,5.216802E-6,7.69331E-6,4.59658E-6,0.006254663,1.299726E-6,0.02974983,0.003626844,9.681202E-5,0.001316312,0.03752472,0.007425768,5.622912E-6,3.736409E-5,4.549302E-6,1.883481E-6,10.53531,8.358464E-5,664098.5,664098.5
1.892797E-5,15.66881,1.380044E8,1536.068,1536.068,0.001309395,1.0,0.9001039,0.007707223,3.429592E-4,0.004259982,0.001013808,5.689866E-6,8.31146E-6,4.926763E-6,0.006554471,1.501618E-6,0.02992857,0.003617574,1.030977E-4,0.001376941,0.03729912,0.007076156,6.118944E-6,3.988725E-5,5.125052E-6,2.134766E-6,10.53327,8.356696E-5,663969.8,663969.8
1.925845E-5,15.66975,1.540924E8,1536.079,1536.079,0.001309395,1.0,0.8999555,0.007802685,3.39229E-4,0.004310377,0.001027105,5.824213E-6,8.486611E-6,5.021622E-6,0.006637725,1.561526E-6,0.02997853,0.003613895,1.048511E-4,0.001393754,0.0372362,0.006980249,6.260476E-6,4.059854E-5,5.292565E-6,2.20841E-6,10.53271,8.356196E-5,663934.7,663934.7
1.926795E-5,15.66977,1.546068E8,1536.079,1536.079,0.001309395,1.0,0.8999512,0.00780541,3.391227E-4,0.004311816,0.001027486,5.828072E-6,8.491639E-6,5.024354E-6,0.006640105,1.563263E-6,0.02997996,0.003613783,1.049013E-4,0.001394234,0.0372344,0.006977515,6.264546E-6,4.061894E-5,5.297403E-6,2.21054E-6,10.53269,8.356181E-5,663933.7,663933.7
1.934795E-5,15.67,1.582862E8,1536.082,1536.082,0.001309395,1.0,0.8999155,0.007828344,3.382283E-4,0.004323931,0.001030688,5.860604E-6,8.534026E-6,5.047407E-6,0.00666014,1.577951E-6,0.029992,0.003612825,1.053237E-4,0.001398279,0.03721924,0.006954518,6.298865E-6,4.079084E-5,5.338241E-6,2.228532E-6,10.53256,8.35606E-5,663925.3,663925.3
1.936807E-5,15.67006,1.592193E8,1536.082,1536.082,0.001309395,1.0,0.8999066,0.007834102,3.380039E-4,0.004326973,0.001031492,5.868785E-6,8.544685E-6,5.053209E-6,0.006665171,1.581655E-6,0.02999503,0.00361258,1.054298E-4,0.001399294,0.03721543,0.006948747,6.307499E-6,4.083405E-5,5.348527E-6,2.233066E-6,10.53253,8.35603E-5,663923.1,663923.2
1.947827E-5,15.67037,1.643582E8,1536.086,1536.086,0.001309395,1.0,0.8998576,0.007865551,3.367789E-4,0.004343593,0.001035889,5.913597E-6,8.603051E-6,5.08503E-6,0.006692671,1.602031E-6,0.03001157,0.003611209,1.060099E-4,0.001404844,0.03719461,0.006917246,6.35481E-6,4.107055E-5,5.404998E-6,2.257976E-6,10.53234,8.355863E-5,663911.6,663911.6
2.0E-5,15.67184,1.869847E8,1536.107,1536.107,0.001309395,1.0,0.8996282,0.008012831,3.310572E-4,0.004421506,0.001056552,6.125798E-6,8.879204E-6,5.236536E-6,0.006821766,1.700223E-6,0.03008936,0.003604127,1.087362E-4,0.001430885,0.03709668,0.006770133,6.579287E-6,4.218737E-5,5.674941E-6,2.377418E-6,10.53149,8.355077E-5,663857.9,663857.9
2.290751E-5,15.67993,2.78865E8,1536.258,1536.258,0.001309395,1.0,0.8984175,0.008786253,3.014005E-4,0.004833445,0.001167227,7.30719E-6,1.041022E-5,6.10836E-6,0.007509337,2.299571E-6,0.03050532,0.003549546,1.232932E-4,0.001569171,0.03657008,0.00600908,7.842571E-6,4.831872E-5,7.252041E-6,3.087458E-6,10.5271,8.350769E-5,663581.1,663581.1
2.420923E-5,15.68345,3.053068E8,1536.342,1536.342,0.001309395,1.0,0.8979101,0.009108238,2.892261E-4,0.005006703,0.001214516,7.834092E-6,1.108989E-5,6.514707E-6,0.007801057,2.595835E-6,0.03068125,0.003518662,1.294533E-4,0.001627633,0.03634404,0.005698166,8.413223E-6,5.101155E-5,7.993424E-6,3.428301E-6,10.52531,8.348894E-5,663468.2,663468.3
2.429992E-5,15.68369,3.068607E8,1536.348,1536.348,0.001309395,1.0,0.8978755,0.009130147,2.88401E-4,0.005018537,0.001217763,7.870732E-6,1.113709E-5,6.543401E-6,0.007821037,2.617101E-6,0.03069327,0.003516395,1.298742E-4,0.001631632,0.0363285,0.005677141,8.453064E-6,5.119793E-5,8.045795E-6,3.452545E-6,10.52519,8.348765E-5,663460.6,663460.6
2.437499E-5,15.68389,3.081774E8,1536.353,1536.353,0.001309395,1.0,0.897847,0.00914823,2.877203E-4,0.00502831,0.001220445,7.901053E-6,1.117614E-5,6.567191E-6,0.007837541,2.634766E-6,0.03070319,0.003514507,1.302218E-4,0.001634936,0.03631565,0.0056598,8.486049E-6,5.135209E-5,8.089213E-6,3.472661E-6,10.52509,8.348658E-5,663454.3,663454.3
2.447812E-5,15.68417,3.098826E8,1536.36,1536.36,0.001309395,1.0,0.8978078,0.009173001,2.867885E-4,0.005041703,0.001224124,7.942699E-6,1.122976E-5,6.599932E-6,0.007860169,2.659125E-6,0.03071678,0.003511898,1.306981E-4,0.001639464,0.03629804,0.005636066,8.531378E-6,5.156371E-5,8.148965E-6,3.50037E-6,10.52495,8.348511E-5,663445.7,663445.7
2.448917E-5,15.6842,3.101131E8,1536.361,1536.361,0.001309395,1.0,0.8978036,0.009175649,2.866889E-4,0.005043135,0.001224517,7.947159E-6,1.12355E-5,6.603443E-6,0.007862589,2.66174E-6,0.03071823,0.003511618,1.307491E-4,0.001639948,0.03629615,0.005633529,8.536234E-6,5.158636E-5,8.155372E-6,3.503343E-6,10.52494,8.348496E-5,663444.8,663444.8
2.483246E-5,15.68511,3.155465E8,1536.385,1536.385,0.001309395,1.0,0.8976743,0.009257444,2.836152E-4,0.005087421,0.001236702,8.085678E-6,1.141377E-5,6.712927E-6,0.007937476,2.743614E-6,0.03076315,0.003502804,1.32324E-4,0.001654928,0.03623778,0.00555532,8.6872E-6,5.228914E-5,8.355126E-6,3.596193E-6,10.52449,8.34801E-5,663416.4,663416.4
2.506112E-5,15.68572,3.189334E8,1536.401,1536.401,0.001309395,1.0,0.8975889,0.009311388,2.815914E-4,0.005116678,0.001244768,8.177856E-6,1.153233E-5,6.786274E-6,0.007987006,2.798806E-6,0.0307928,0.003496829,1.333642E-4,0.001664831,0.03619911,0.005503875,8.787826E-6,5.275593E-5,8.488887E-6,3.658551E-6,10.52419,8.347688E-5,663397.7,663397.7
2.582686E-5,15.68773,3.288027E8,1536.455,1536.455,0.001309395,1.0,0.8973071,0.009489111,2.749404E-4,0.005213352,0.001271514,8.486033E-6,1.192831E-5,7.034247E-6,0.008150968,2.987239E-6,0.03089064,0.003476282,1.367991E-4,0.001697587,0.03607079,0.005335114,9.125129E-6,5.431179E-5,8.940592E-6,3.870157E-6,10.52322,8.346619E-5,663336.3,663336.3
2.584793E-5,15.68778,3.291114E8,1536.457,1536.457,0.001309395,1.0,0.8972994,0.009493936,2.747602E-4,0.005215984,0.001272244,8.494501E-6,1.193918E-5,7.041122E-6,0.008155437,2.992503E-6,0.0308933,0.003475706,1.368925E-4,0.00169848,0.03606728,0.005330548,9.134416E-6,5.435444E-5,8.953101E-6,3.87604E-6,10.52319,8.34659E-5,663334.6,663334.7
2.688037E-5,15.69044,3.397444E8,1536.533,1536.533,0.001309395,1.0,0.8969298,0.009726265,2.661047E-4,0.0053431,0.001307641,8.908611E-6,1.247025E-5,7.381554E-6,0.008371768,3.255679E-6,0.03102142,0.003446782,1.413999E-4,0.001741633,0.03589715,0.005111745,9.589853E-6,5.64333E-5,9.571224E-6,4.168276E-6,10.52193,8.345173E-5,663254.9,663254.9
2.805499E-5,15.69341,3.48217E8,1536.622,1536.622,0.001309395,1.0,0.8965227,0.009981134,2.566569E-4,0.005483574,0.001347054,9.377705E-6,1.30704E-5,7.777215E-6,0.008611773,3.567147E-6,0.0311621,0.003412499,1.463633E-4,0.001789423,0.03570736,0.004874054,1.010855E-5,5.877287E-5,1.028569E-5,4.509727E-6,10.52055,8.343596E-5,663167.9,663168.0
2.814139E-5,15.69362,3.486642E8,1536.628,1536.628,0.001309395,1.0,0.8964933,0.009999492,2.559784E-4,0.005493737,0.001349918,9.412116E-6,1.311437E-5,7.806672E-6,0.008629176,3.590556E-6,0.03117223,0.003409927,1.467215E-4,0.001792885,0.03569355,0.004857031,1.014671E-5,5.894387E-5,1.033868E-5,4.535209E-6,10.52045,8.343481E-5,663161.7,663161.7
2.8153E-5,15.69365,3.487849E8,1536.629,1536.629,0.001309395,1.0,0.8964894,0.01000196,2.558874E-4,0.005495101,0.001350302,9.41674E-6,1.312027E-5,7.810635E-6,0.008631512,3.593708E-6,0.03117359,0.003409581,1.467696E-4,0.001793349,0.0356917,0.004854747,1.015184E-5,5.896684E-5,1.034581E-5,4.538637E-6,10.52043,8.343466E-5,663160.8,663160.9
2.941725E-5,15.69676,3.542573E8,1536.727,1536.727,0.001309395,1.0,0.8960678,0.01026458,2.462073E-4,0.005641209,0.001391663,9.918784E-6,1.376068E-5,8.247469E-6,0.008882293,3.944171E-6,0.03131843,0.003371266,1.519021E-4,0.001843178,0.03549209,0.004612709,1.071031E-5,6.145166E-5,1.112779E-5,4.917196E-6,10.51902,8.341814E-5,663071.8,663071.8
3.0E-5,15.69817,3.557199E8,1536.773,1536.773,0.001309395,1.0,0.8958786,0.01038205,2.418939E-4,0.005707008,0.001410403,1.014925E-5,1.405402E-5,8.452382E-6,0.008995582,4.110482E-6,0.03138311,0.003353242,1.542023E-4,0.001865655,0.03540151,0.004505344,1.096768E-5,6.258638E-5,1.149199E-5,5.095073E-6,10.51839,8.341067E-5,663032.1,663032.1
4.0E-5,15.71952,3.187753E8,1537.532,1537.532,0.001309395,1.0,0.8930664,0.01209051,1.803858E-4,0.006705575,0.001704032,1.400607E-5,1.88879E-5,1.232494E-5,0.01074204,7.396619E-6,0.03230058,0.003029918,1.877819E-4,0.002209269,0.03397323,0.003014666,1.53428E-5,8.102313E-5,1.799244E-5,8.430564E-6,10.5093,8.329738E-5,662458.7,662458.7
5.0E-5,15.73602,2.353825E8,1538.146,1538.146,0.001309395,1.0,0.890899,0.01334473,1.371597E-4,0.007513539,0.001955349,1.769449E-5,2.332246E-5,1.68566E-5,0.01219283,1.13807E-5,0.03290799,0.002719968,2.123369E-4,0.002489979,0.03274151,0.002024392,1.957017E-5,9.762958E-5,2.468032E-5,1.215895E-5,10.50247,8.321001E-5,662028.2,662028.2
6.0E-5,15.74852,1.488201E8,1538.569,1538.569,0.001309395,1.0,0.8891849,0.01428264,1.067241E-4,0.008187549,0.002175429,2.12623E-5,2.736875E-5,2.198904E-5,0.01342929,1.591532E-5,0.03328185,0.002447938,2.305515E-4,0.002725095,0.03166121,0.00136429,2.36107E-5,1.126566E-4,3.130269E-5,1.612294E-5,10.49701,8.314396E-5,661684.6,661684.6
7.0E-5,15.75788,7.220014E7,1538.811,1538.811,0.001309395,1.0,0.8877924,0.01500001,8.533357E-5,0.008764627,0.002372018,2.475837E-5,3.106647E-5,2.764091E-5,0.01450715,2.088657E-5,0.03348459,0.002219327,2.443952E-4,0.002926413,0.03069901,9.234923E-4,2.747199E-5,1.263793E-4,3.774259E-5,2.021801E-5,10.49243,8.309459E-5,661395.7,661395.7
8.0E-5,15.76482,8895774.0,1538.898,1538.898,0.001309395,1.0,0.8866295,0.01556363,7.033447E-5,0.009270133,0.002550776,2.821903E-5,3.446584E-5,3.372639E-5,0.01546617,2.621058E-5,0.03356324,0.00203243,2.552162E-4,0.003102295,0.02982941,6.288129E-4,3.118211E-5,1.390559E-4,4.395947E-5,2.437968E-5,10.48841,8.305801E-5,661141.9,661141.9
9.0E-5,15.76993,-4.112046E7,1538.86,1538.86,0.001309395,1.0,0.8856314,0.01602017,5.982987E-5,0.009721944,0.00271591,3.166634E-5,3.761808E-5,4.01642E-5,0.0163353,3.182806E-5,0.03355247,0.001882597,2.639218E-4,0.00325878,0.02903271,4.315435E-4,3.477567E-5,1.509117E-4,4.995379E-5,2.857184E-5,10.48475,8.303108E-5,660911.2,660911.2
1.0E-4,15.77368,-7.920728E7,1538.725,1538.725,0.001309395,1.0,0.8847525,0.01640196,5.247338E-5,0.01013281,0.002870552,3.511017E-5,4.057041E-5,4.688174E-5,0.01713573,3.769887E-5,0.03347767,0.001764125,2.711191E-4,0.003400251,0.02829379,2.992951E-4,3.828656E-5,1.621351E-4,5.574634E-5,3.277754E-5,10.48133,8.301135E-5,660696.2,660696.2
1.1E-4,15.77642,-1.071476E8,1538.517,1538.517,0.001309395,1.0,0.883961,0.01673146,4.73131E-5,0.01051191,0.003017026,3.855169E-5,4.336366E-5,5.381658E-5,0.01788297,4.379701E-5,0.0333574,0.001671254,2.772171E-4,0.003529898,0.02760116,2.104717E-4,4.174462E-5,1.728788E-4,6.136562E-5,3.699149E-5,10.4781,8.299693E-5,660492.1,660492.1
1.2E-4,15.77843,-1.267844E8,1538.257,1538.257,0.001309395,1.0,0.8832342,0.01702414,4.367997E-5,0.01086585,0.003157049,4.198657E-5,4.603155E-5,6.091637E-5,0.01858837,5.010628E-5,0.03320521,0.001598684,2.824931E-4,0.003650041,0.02694619,1.506715E-4,4.517439E-5,1.83263E-4,6.684078E-5,4.121478E-5,10.47499,8.298636E-5,660296.3,660296.3
1.3E-4,15.77992,-1.398504E8,1537.96,1537.96,0.001309395,1.0,0.8825565,0.01729068,4.110635E-5,0.01119943,0.003291877,4.540765E-5,4.860101E-5,6.8138E-5,0.0192602,5.661693E-5,0.033031,0.001541831,2.871376E-4,0.003762367,0.02632241,1.102959E-4,4.859502E-5,1.933808E-4,7.219793E-5,4.545129E-5,10.47199,8.297854E-5,660106.9,660106.9
1.4E-4,15.78104,-1.478649E8,1537.641,1537.641,0.001309395,1.0,0.8819166,0.01753844,3.926704E-5,0.0115161,0.003422431,4.880676E-5,5.109299E-5,7.544651E-5,0.01990449,6.332306E-5,0.03284191,0.001496908,2.912821E-4,0.003868106,0.02572502,8.294537E-5,5.202083E-5,2.033028E-4,7.745863E-5,4.97055E-5,10.46907,8.297265E-5,659922.9,659922.9
1.5E-4,15.78191,-1.520947E8,1537.308,1537.308,0.001309395,1.0,0.8813069,0.01777248,3.793636E-5,0.01181839,0.003549381,5.217598E-5,5.352343E-5,8.281373E-5,0.02052562,7.02209E-5,0.03264308,0.0014609,2.950193E-4,0.00396816,0.02515045,6.434315E-5,5.546209E-5,2.130814E-4,8.263953E-5,5.398134E-5,10.46622,8.296808E-5,659743.7,659743.7
1.6E-4,15.78261,-1.535691E8,1536.969,1536.969,0.001309395,1.0,0.8807217,0.01799629,3.695822E-5,0.01210814,0.003673216,5.55082E-5,5.59043E-5,9.021712E-5,0.02112678,7.730758E-5,0.0324382,0.001431475,2.984151E-4,0.004063197,0.02459604,5.162969E-5,5.892582E-5,2.227554E-4,8.77528E-5,5.82816E-5,10.46345,8.296439E-5,659568.8,659568.9
1.7E-4,15.78321,-1.530787E8,1536.629,1536.629,0.001309395,1.0,0.8801572,0.01821229,3.622491E-5,0.01238674,0.0037943,5.879748E-5,5.824449E-5,9.763866E-5,0.02171036,8.458049E-5,0.03222985,0.001406874,3.01517E-4,0.004153722,0.02405976,4.288883E-5,6.241652E-5,2.323528E-4,9.28068E-5,6.260789E-5,10.46074,8.296126E-5,659398.1,659398.1
1.8E-4,15.78374,-1.512267E8,1536.292,1536.292,0.001309395,1.0,0.8796105,0.01842216,3.56621E-5,0.01265521,0.003912902,6.203905E-5,6.055058E-5,1.050639E-4,0.0222781,9.203686E-5,0.03201984,0.001385793,3.043605E-4,0.004240122,0.02354007,3.683381E-5,6.593683E-5,2.418935E-4,9.780696E-5,6.696071E-5,10.45809,8.295847E-5,659231.1,659231.1
1.9E-4,15.78423,-1.484657E8,1535.959,1535.959,0.001309395,1.0,0.8790795,0.01862706,3.521869E-5,0.01291436,0.004029227,6.522919E-5,6.282741E-5,1.124811E-4,0.02283137,9.967357E-5,0.03180942,0.001367281,3.06972E-4,0.0043227,0.02303575,3.259954E-5,6.948805E-5,2.513918E-4,1.027564E-4,7.133965E-5,10.4555,8.295587E-5,659067.9,659067.9
2.0E-4,15.78471,-1.451117E8,1535.634,1535.634,0.001309395,1.0,0.8785628,0.01882783,3.485945E-5,0.01316483,0.004143436,6.836514E-5,6.507858E-5,1.19881E-4,0.0233712,1.074871E-4,0.03159945,0.001350654,3.093723E-4,0.004401703,0.02254583,2.960338E-5,7.307047E-5,2.608575E-4,1.076566E-4,7.574364E-5,10.45297,8.295335E-5,658908.2,658908.2
2.013166E-4,15.78477,-1.446197E8,1535.592,1535.592,0.001309395,1.0,0.8784958,0.01885399,3.481734E-5,0.01319718,0.004158322,6.877386E-5,6.53732E-5,1.208535E-4,0.02344131,1.085288E-4,0.03157187,0.001348578,3.096735E-4,0.004411849,0.02248236,2.927859E-5,7.354443E-5,2.621017E-4,1.082981E-4,7.632524E-5,10.45264,8.295302E-5,658887.5,658887.5
2.024321E-4,15.78483,-1.442344E8,1535.556,1535.556,0.001309395,1.0,0.8784392,0.0188761,3.478201E-5,0.01322449,0.004170907,6.911936E-5,6.562251E-5,1.216772E-4,0.02350055,1.09414E-4,0.03154852,0.001346838,3.099259E-4,0.004420397,0.02242877,2.901491E-5,7.394649E-5,2.631556E-4,1.08841E-4,7.681839E-5,10.45236,8.295274E-5,658869.9,658869.9
2.1E-4,15.78519,-1.413986E8,1535.316,1535.316,0.001309395,1.0,0.8780592,0.01902505,3.456002E-5,0.01340711,0.004255652,7.144476E-5,6.730673E-5,1.272556E-4,0.0238984,1.154741E-4,0.0313905,0.001335425,3.115774E-4,0.004477328,0.02206953,2.745166E-5,7.668385E-5,2.702975E-4,1.125079E-4,8.017115E-5,10.45049,8.295083E-5,658752.0,658752.0
2.2E-4,15.78568,-1.374828E8,1535.007,1535.007,0.001309395,1.0,0.8775677,0.01921915,3.430371E-5,0.01364169,0.004365988,7.446696E-5,6.951399E-5,1.345988E-4,0.02441371,1.236294E-4,0.03118295,0.001321242,3.136016E-4,0.004549765,0.0216061,2.587627E-5,8.032722E-5,2.797163E-4,1.173102E-4,8.462019E-5,10.44806,8.294827E-5,658599.0,658599.0
2.3E-4,15.78618,-1.334749E8,1534.707,1534.707,0.001309395,1.0,0.8770877,0.01941044,3.407893E-5,0.0138689,0.004474527,7.743071E-5,7.170189E-5,1.419053E-4,0.02491768,1.319491E-4,0.03097704,0.001307863,3.154558E-4,0.00461916,0.021155,2.469749E-5,8.399961E-5,2.891171E-4,1.220625E-4,8.908873E-5,10.44569,8.294564E-5,658449.2,658449.2
2.4E-4,15.7867,-1.294504E8,1534.415,1534.415,0.001309395,1.0,0.8766184,0.01959916,3.387755E-5,0.01408908,0.004581345,8.033548E-5,7.387167E-5,1.491704E-4,0.02541081,1.404285E-4,0.03077292,0.001295112,3.171499E-4,0.004685647,0.02071569,2.379065E-5,8.769977E-5,2.985016E-4,1.267639E-4,9.357462E-5,10.44336,8.294292E-5,658302.5,658302.5
2.5E-4,15.78724,-1.254589E8,1534.133,1534.133,0.001309395,1.0,0.8761594,0.01978549,3.369393E-5,0.01430252,0.00468651,8.318108E-5,7.602433E-5,1.563904E-4,0.02589354,1.490629E-4,0.03057069,0.001282865,3.186926E-4,0.004749351,0.02028771,2.307175E-5,9.142636E-5,3.078712E-4,1.314133E-4,9.807566E-5,10.44108,8.294009E-5,658158.8,658158.8
2.6E-4,15.7878,-1.215325E8,1533.859,1533.859,0.001309395,1.0,0.8757104,0.01996956,3.352415E-5,0.01450948,0.004790081,8.596751E-5,7.816069E-5,1.635622E-4,0.02636626,1.578475E-4,0.03037038,0.001271035,3.200915E-4,0.004810385,0.01987062,2.248373E-5,9.517801E-5,3.172263E-4,1.360094E-4,1.025897E-4,10.43885,8.293714E-5,658017.9,658018.0
2.7E-4,15.78838,-1.176904E8,1533.593,1533.593,0.001309395,1.0,0.8752707,0.02015149,3.336548E-5,0.01471021,0.004892114,8.8695E-5,8.028145E-5,1.706829E-4,0.02682933,1.667774E-4,0.03017201,0.001259559,3.213538E-4,0.004868853,0.01946402,2.198817E-5,9.895334E-5,3.265671E-4,1.405512E-4,1.071146E-4,10.43666,8.293409E-5,657879.9,657879.9
