Time_Soln#8 (sec),Volume_Soln#8 (cm3),Volumetric_heat_production_rate_Soln#8 (erg/cm3-sec),Surface_temperature_Soln#8 (K),Temperature_Soln#8 (K),Mass_Soln#8 (g),Pressure_Soln#8 (atm),Mole_fraction_H2_Soln#8 (),Mole_fraction_CH4_Soln#8 (),Mole_fraction_CH3_Soln#8 (),Mole_fraction_C2H6_Soln#8 (),Mole_fraction_C2H4_Soln#8 (),Mole_fraction_C2H2_Soln#8 (),Mole_fraction_C4H6_Soln#8 (),Mole_fraction_C6H6_Soln#8 (),Mole_fraction_C7H8_Soln#8 (),Mole_fraction_C7H7_Soln#8 (),Mole_fraction_STILB_Soln#8 (),Mole_fraction_C6H5C2H_Soln#8 (),Mole_fraction_C6H5C2H3_Soln#8 (),Mole_fraction_C6H5C2H5_Soln#8 (),Mole_fraction_C6H5CHCH3_Soln#8 (),Mole_fraction_BIPHENYL_Soln#8 (),Mole_fraction_C14H10_Soln#8 (),Mole_fraction_C16H10_Soln#8 (),Mole_fraction_C6H5C2H4C6H5_Soln#8 (),Mole_fraction_BIN1A_Soln#8 (),Molecular_weight_Soln#8 (g/mole),Mass_density_Soln#8 (g/cm3),Unburned_hydrocarbons_Soln#8 (ppm),Volatile_organic_compounds_Soln#8 (ppm)
0.0,15.7,-1.069974E9,1350.0,1350.0,0.001503379,1.0,0.9128527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02851745,0.0,0.0,0.0,0.0421063,0.01652353,0.0,0.0,0.0,0.0,0.0,0.0,10.60769,9.575662E-5,668660.8,668660.8
6.229731E-8,15.69989,-1.063766E9,1349.987,1349.987,0.001503379,1.0,0.9128507,3.203257E-8,2.096376E-6,7.170245E-12,2.366041E-9,4.187897E-9,4.312933E-13,6.426498E-9,0.02851734,2.168226E-6,7.022265E-12,2.525026E-10,0.0421064,0.01652115,1.2114E-8,2.574026E-17,1.058161E-11,3.497508E-13,5.152085E-12,1.484882E-13,10.60766,9.575733E-5,668659.2,668659.2
8.507651E-7,15.6985,-9.649149E8,1349.829,1349.829,0.001503379,1.0,0.9128233,5.289964E-6,2.392171E-5,1.538234E-8,9.614537E-7,1.43599E-7,1.505273E-10,1.272553E-6,0.02851509,3.012481E-5,1.27428E-8,2.290049E-7,0.04210408,0.01649056,2.644535E-6,2.129746E-12,4.753219E-9,2.872977E-10,1.945454E-9,1.216629E-10,10.60736,9.57658E-5,668640.3,668640.3
3.085448E-6,15.6951,-8.433931E8,1349.437,1349.437,0.001503379,1.0,0.9127233,5.182771E-5,5.635616E-5,3.98034E-7,1.878669E-5,2.435716E-6,2.936416E-9,2.557321E-5,0.02849761,1.161654E-4,3.398864E-7,4.174798E-6,0.04206725,0.0163983,2.459293E-5,3.993688E-10,9.867833E-8,5.246518E-9,6.293624E-8,2.203975E-9,10.60657,9.57865E-5,668590.4,668590.4
1.0E-5,15.68749,-6.716932E8,1348.393,1348.393,0.001503379,1.0,0.9122749,2.907743E-4,7.758565E-5,3.915369E-6,1.95705E-4,2.745554E-5,6.865782E-8,2.658449E-4,0.02838784,3.984121E-4,3.801572E-6,4.075459E-5,0.04184466,0.01607419,7.738637E-5,1.918034E-8,1.081831E-6,5.369753E-8,1.925833E-6,2.213939E-8,10.60351,9.583296E-5,668397.2,668397.2
2.0E-5,15.68224,-3.97073E8,1347.359,1347.359,0.001503379,1.0,0.9115478,6.681263E-4,7.694922E-5,1.040537E-5,5.433096E-4,7.841208E-5,4.015105E-7,7.386561E-4,0.02828536,6.947081E-4,1.098876E-5,1.113325E-4,0.04149903,0.01559488,8.461778E-5,1.053884E-7,3.30681E-6,1.664072E-7,1.168936E-5,6.83797E-8,10.59892,9.586506E-5,668108.4,668108.4
3.0E-5,15.68068,-2.437738E8,1346.743,1346.743,0.001503379,1.0,0.9108615,0.001029953,7.356864E-5,1.648725E-5,8.741356E-4,1.27308E-4,9.618572E-7,0.001190876,0.0282822,8.645488E-4,1.862154E-5,1.784609E-4,0.04118206,0.01514404,7.92976E-5,2.404269E-7,5.774715E-6,3.132328E-7,2.774647E-5,1.298869E-7,10.59513,9.587462E-5,667869.4,667869.4
4.0E-5,15.68091,-1.595332E8,1346.353,1346.353,0.001503379,1.0,0.9102146,0.001375529,7.085901E-5,2.209529E-5,0.001182456,1.730543E-4,1.692924E-6,0.001614434,0.02833689,9.625228E-4,2.67252E-5,2.411443E-4,0.040885,0.01471828,7.517898E-5,4.131281E-7,8.329262E-6,4.97391E-7,4.601681E-5,2.088037E-7,10.59191,9.587323E-5,667666.2,667666.2
5.0E-5,15.68211,-1.103497E8,1346.09,1346.09,0.001503379,1.0,0.9095954,0.001708295,6.866966E-5,2.735051E-5,0.001474669,2.165856E-4,2.568727E-6,0.002017732,0.02842377,0.001020442,3.539686E-5,3.006673E-4,0.04060113,0.01431223,7.2155E-5,6.195047E-7,1.09261E-5,7.195569E-7,6.373758E-5,3.059531E-7,10.58903,9.586588E-5,667485.1,667485.1
6.0E-5,15.68386,-8.004945E7,1345.905,1345.905,0.001503379,1.0,0.9089975,0.0020304,6.678479E-5,3.232558E-5,0.001754511,2.584522E-4,3.571769E-6,0.002405664,0.02852916,0.001055306,4.459473E-5,3.577736E-4,0.04032707,0.01392269,6.97165E-5,8.568561E-7,1.354089E-5,9.780661E-7,7.955281E-5,4.210897E-7,10.58639,9.585516E-5,667318.4,667318.4
7.0E-5,15.68594,-6.029844E7,1345.768,1345.768,0.001503379,1.0,0.9084172,0.002343142,6.509073E-5,3.7063E-5,0.002024074,2.989576E-4,4.687633E-6,0.002780934,0.02864537,0.001076378,5.42142E-5,4.128769E-4,0.04006096,0.01354772,6.761645E-5,1.122846E-6,1.615873E-5,1.270449E-6,9.299562E-5,5.535536E-7,10.58391,9.584247E-5,667162.0,667162.0
7.211219E-5,15.6864,-5.703389E7,1345.743,1345.743,0.001503379,1.0,0.9082967,0.002408088,6.47512E-5,3.803601E-5,0.002079827,3.073578E-4,4.936546E-6,0.002858747,0.02867083,0.001079601,5.628869E-5,4.242855E-4,0.04000566,0.01347025,6.720367E-5,1.182488E-6,1.671112E-5,1.33629E-6,9.552641E-5,5.836754E-7,10.5834,9.583962E-5,667130.0,667130.0
7.267644E-5,15.68653,-5.618294E7,1345.737,1345.737,0.001503379,1.0,0.9082646,0.002425374,6.46616E-5,3.829439E-5,0.002094655,3.095932E-4,5.003783E-6,0.002879453,0.02867768,0.001080403,5.6845E-5,4.273202E-4,0.03999094,0.01344966,6.709483E-5,1.198619E-6,1.685863E-5,1.354112E-6,9.618465E-5,5.91846E-7,10.58327,9.583885E-5,667121.6,667121.6
7.27822E-5,15.68655,-5.606406E7,1345.736,1345.736,0.001503379,1.0,0.9082586,0.002428611,6.464483E-5,3.834275E-5,0.002097431,3.100118E-4,5.016421E-6,0.00288333,0.02867896,0.00108055,5.694937E-5,4.278885E-4,0.03998818,0.0134458,6.707451E-5,1.201652E-6,1.688628E-5,1.357463E-6,9.63072E-5,5.933833E-7,10.58324,9.58387E-5,667120.0,667120.0
7.279754E-5,15.68656,-5.600641E7,1345.735,1345.735,0.001503379,1.0,0.9082577,0.002429081,6.464239E-5,3.834977E-5,0.002097834,3.100725E-4,5.018255E-6,0.002883892,0.02867915,0.001080572,5.696451E-5,4.279709E-4,0.03998778,0.01344524,6.707156E-5,1.202092E-6,1.689029E-5,1.357949E-6,9.632496E-5,5.936065E-7,10.58324,9.583868E-5,667119.7,667119.7
7.283181E-5,15.68657,-5.596702E7,1345.735,1345.735,0.001503379,1.0,0.9082558,0.002430129,6.463695E-5,3.836543E-5,0.002098733,3.102081E-4,5.022353E-6,0.002885148,0.02867957,0.001080619,5.699834E-5,4.28155E-4,0.03998689,0.01344399,6.706498E-5,1.203075E-6,1.689924E-5,1.359036E-6,9.63646E-5,5.941051E-7,10.58323,9.583864E-5,667119.2,667119.2
7.290037E-5,15.68658,-5.588427E7,1345.734,1345.734,0.001503379,1.0,0.9082519,0.002432227,6.462606E-5,3.839676E-5,0.002100532,3.104793E-4,5.030553E-6,0.00288766,0.0286804,0.001080714,5.706602E-5,4.285231E-4,0.0399851,0.01344149,6.705181E-5,1.205043E-6,1.691716E-5,1.361211E-6,9.644381E-5,5.95103E-7,10.58321,9.583854E-5,667118.2,667118.2
7.3157E-5,15.68664,-5.547866E7,1345.731,1345.731,0.001503379,1.0,0.9082373,0.002440075,6.458533E-5,3.851393E-5,0.002107261,3.114941E-4,5.061296E-6,0.00289706,0.02868352,0.001081066,5.731949E-5,4.299005E-4,0.03997842,0.01343215,6.700264E-5,1.212423E-6,1.698424E-5,1.369368E-6,9.673927E-5,5.988465E-7,10.58315,9.583819E-5,667114.4,667114.4
7.494328E-5,15.68704,-5.299567E7,1345.712,1345.712,0.001503379,1.0,0.9081362,0.002494555,6.430442E-5,3.93259E-5,0.002153948,3.185374E-4,5.27701E-6,0.002962297,0.02870534,0.001083387,5.908846E-5,4.394582E-4,0.039932,0.01336732,6.666388E-5,1.264255E-6,1.745096E-5,1.426687E-6,9.875414E-5,6.251947E-7,10.58273,9.583573E-5,667087.7,667087.7
7.508628E-5,15.68707,-5.283914E7,1345.711,1345.711,0.001503379,1.0,0.9081281,0.002498905,6.428213E-5,3.939063E-5,0.002157674,3.190997E-4,5.29441E-6,0.002967505,0.02870709,0.001083563,5.923042E-5,4.40221E-4,0.03992829,0.01336215,6.6637E-5,1.268439E-6,1.748831E-5,1.431317E-6,9.891227E-5,6.273263E-7,10.5827,9.583553E-5,667085.6,667085.6
7.597372E-5,15.68728,-5.159718E7,1345.702,1345.702,0.001503379,1.0,0.9080781,0.002525862,6.414406E-5,3.979137E-5,0.002180755,3.225841E-4,5.402842E-6,0.002999777,0.02871799,0.001084625,6.011254E-5,4.449473E-4,0.03990532,0.01333012,6.647124E-5,1.29453E-6,1.772006E-5,1.460193E-6,9.988266E-5,6.406315E-7,10.58249,9.58343E-5,667072.5,667072.5
7.77204E-5,15.68768,-4.942385E7,1345.684,1345.684,0.001503379,1.0,0.9079799,0.002578737,6.387467E-5,4.057566E-5,0.002225994,3.294176E-4,5.618368E-6,0.003063064,0.02873955,0.001086567,6.185398E-5,4.54213E-4,0.03986024,0.01326735,6.614898E-5,1.346454E-6,1.817595E-5,1.517698E-6,1.017414E-4,6.671815E-7,10.58208,9.583185E-5,667046.8,667046.8
7.811203E-5,15.68777,-4.895164E7,1345.68,1345.68,0.001503379,1.0,0.9079579,0.002590558,6.381483E-5,4.07507E-5,0.002236103,3.309452E-4,5.667078E-6,0.003077212,0.02874439,0.001086977,6.224535E-5,4.562837E-4,0.03985016,0.01325332,6.607718E-5,1.358202E-6,1.827812E-5,1.530715E-6,1.021489E-4,6.732012E-7,10.58199,9.583129E-5,667041.1,667041.1
7.824784E-5,15.6878,-4.875289E7,1345.679,1345.679,0.001503379,1.0,0.9079503,0.002594655,6.379404E-5,4.081133E-5,0.002239606,3.314746E-4,5.684002E-6,0.003082114,0.02874608,0.001087117,6.238114E-5,4.570012E-4,0.03984666,0.01324847,6.605238E-5,1.362284E-6,1.831355E-5,1.535239E-6,1.022893E-4,6.752944E-7,10.58196,9.58311E-5,667039.1,667039.1
7.83504E-5,15.68782,-4.868484E7,1345.678,1345.678,0.001503379,1.0,0.9079446,0.002597748,6.377838E-5,4.085709E-5,0.00224225,3.318742E-4,5.696795E-6,0.003085815,0.02874735,0.001087222,6.248372E-5,4.575429E-4,0.03984403,0.0132448,6.603367E-5,1.36537E-6,1.83403E-5,1.538659E-6,1.023951E-4,6.768771E-7,10.58194,9.583096E-5,667037.6,667037.6
7.840898E-5,15.68784,-4.853698E7,1345.678,1345.678,0.001503379,1.0,0.9079413,0.002599514,6.376942E-5,4.088322E-5,0.00224376,3.321024E-4,5.704105E-6,0.003087929,0.02874807,0.001087282,6.254232E-5,4.578522E-4,0.03984252,0.01324271,6.6023E-5,1.367134E-6,1.835558E-5,1.540614E-6,1.024555E-4,6.777819E-7,10.58192,9.583087E-5,667036.8,667036.8
8.0E-5,15.68821,-4.664548E7,1345.663,1345.663,0.001503379,1.0,0.9078525,0.002647368,6.352795E-5,4.159015E-5,0.002284649,3.382856E-4,5.903955E-6,0.003145188,0.02876785,0.001088819,6.41367E-5,4.662305E-4,0.0398017,0.01318601,6.573611E-5,1.415396E-6,1.877042E-5,1.594122E-6,1.040629E-4,7.025801E-7,10.58156,9.582861E-5,667013.6,667013.6
9.0E-5,15.69059,-3.668544E7,1345.581,1345.581,0.001503379,1.0,0.9073019,0.002943716,6.206222E-5,4.592729E-5,0.00253715,3.765649E-4,7.209408E-6,0.003499586,0.02889374,0.001095625,7.425019E-5,5.180147E-4,0.0395485,0.01283653,6.40115E-5,1.732505E-6,2.137013E-5,1.946462E-6,1.129716E-4,8.673214E-7,10.57931,9.581407E-5,666871.8,666871.8
1.0E-4,15.69304,-2.906269E7,1345.516,1345.516,0.001503379,1.0,0.9067648,0.003232647,6.067341E-5,5.008932E-5,0.002782229,4.138838E-4,8.594195E-6,0.003844929,0.02902119,0.001098553,8.445935E-5,5.683544E-4,0.03930084,0.01249853,6.240534E-5,2.072441E-6,2.395403E-5,2.325145E-6,1.2E-4,1.047032E-6,10.57715,9.579911E-5,666735.7,666735.7
1.1E-4,15.69553,-2.299677E7,1345.465,1345.465,0.001503379,1.0,0.9062402,0.00351455,5.934832E-5,5.408867E-5,0.003020413,4.503132E-4,1.004941E-5,0.004181862,0.02914891,0.00109872,9.468472E-5,6.173512E-4,0.03905831,0.01217135,6.089479E-5,2.433564E-6,2.651949E-5,2.727969E-6,1.254368E-4,1.240978E-6,10.57507,9.578393E-5,666604.6,666604.7
1.2E-4,15.69803,-1.802785E7,1345.425,1345.425,0.001503379,1.0,0.9057277,0.003789753,5.807793E-5,5.793582E-5,0.003252133,4.8591E-4,1.156704E-5,0.004510906,0.02927602,0.001096846,1.04863E-4,6.650874E-4,0.03882061,0.01185444,5.946414E-5,2.814365E-6,2.906469E-5,3.152912E-6,1.295464E-4,1.448475E-6,10.57306,9.576863E-5,666478.2,666478.2
1.3E-4,15.70054,-1.387009E7,1345.393,1345.393,0.001503379,1.0,0.9052269,0.00405854,5.685568E-5,6.163984E-5,0.003477755,5.207216E-4,1.313989E-5,0.004832497,0.02940189,0.001093422,1.149449E-4,7.116323E-4,0.03858745,0.0115473,5.810219E-5,3.213447E-6,3.158836E-5,3.598118E-6,1.325582E-4,1.66888E-6,10.57112,9.575332E-5,666356.0,666356.1
1.4E-4,15.70305,-1.033039E7,1345.369,1345.369,0.001503379,1.0,0.9047373,0.004321164,5.567657E-5,6.520881E-5,0.003697597,5.547887E-4,1.476136E-5,0.005147012,0.02952603,0.001088804,1.248917E-4,7.57046E-4,0.03835863,0.01124949,5.680051E-5,3.629509E-6,3.408954E-5,4.061871E-6,1.34667E-4,1.901589E-6,10.56925,9.573803E-5,666237.9,666237.9
1.5E-4,15.70554,-7277894.0,1345.352,1345.352,0.001503379,1.0,0.9042584,0.004577856,5.453663E-5,6.865E-5,0.00391194,5.881471E-4,1.642551E-5,0.005454783,0.02964812,0.001083256,1.346744E-4,8.013816E-4,0.03813394,0.0109606,5.555258E-5,4.061338E-6,3.656755E-5,4.542592E-6,1.360356E-4,2.146032E-6,10.56743,9.572282E-5,666123.4,666123.5
1.6E-4,15.70802,-4622255.0,1345.34,1345.34,0.001503379,1.0,0.9037901,0.004828824,5.343275E-5,7.196998E-5,0.004121036,6.208281E-4,1.81269E-5,0.0057561,0.0297679,0.00107697,1.442714E-4,8.446862E-4,0.03791322,0.01068027,5.435331E-5,4.507805E-6,3.902194E-5,5.03882E-6,1.367981E-4,2.401669E-6,10.56567,9.570772E-5,666012.6,666012.6
