Time_Soln#2 (sec),Volume_Soln#2 (cm3),Volumetric_heat_production_rate_Soln#2 (erg/cm3-sec),Surface_temperature_Soln#2 (K),Temperature_Soln#2 (K),Mass_Soln#2 (g),Pressure_Soln#2 (atm),Mole_fraction_H2_Soln#2 (),Mole_fraction_CH4_Soln#2 (),Mole_fraction_C2H6_Soln#2 (),Mole_fraction_C2H4_Soln#2 (),Mole_fraction_C2H2_Soln#2 (),Mole_fraction_C4H6_Soln#2 (),Mole_fraction_C6H6_Soln#2 (),Mole_fraction_C7H8_Soln#2 (),Mole_fraction_C7H7_Soln#2 (),Mole_fraction_STILB_Soln#2 (),Mole_fraction_C6H5C2H_Soln#2 (),Mole_fraction_C6H5C2H3_Soln#2 (),Mole_fraction_C6H5C2H5_Soln#2 (),Mole_fraction_C6H5CHCH3_Soln#2 (),Mole_fraction_BIPHENYL_Soln#2 (),Mole_fraction_FLUORENE_Soln#2 (),Mole_fraction_C14H10_Soln#2 (),Mole_fraction_C16H10_Soln#2 (),Mole_fraction_C6H5C2H4C6H5_Soln#2 (),Mole_fraction_NPBENZ_Soln#2 (),Molecular_weight_Soln#2 (g/mole),Mass_density_Soln#2 (g/cm3),Unburned_hydrocarbons_Soln#2 (ppm),Volatile_organic_compounds_Soln#2 (ppm)
0.007,15.70196,-14840.77,1049.859,1049.859,0.001932916,1.0,0.9117131,3.811925E-4,3.559754E-5,7.947232E-4,3.20937E-5,1.190329E-6,0.001049645,0.02832442,3.690677E-5,2.85678E-5,7.139E-5,0.04125304,0.01615341,6.783018E-5,1.406832E-7,1.217051E-6,7.889617E-6,1.645441E-6,4.114969E-5,1.535586E-6,10.60483,1.23099E-4,668480.6,668480.6
0.008,15.70275,-6082.636,1049.857,1049.857,0.001932916,1.0,0.9115092,4.446397E-4,4.271552E-5,9.401141E-4,3.795707E-5,1.662791E-6,0.001243614,0.02828984,3.724049E-5,3.428191E-5,8.448168E-5,0.04110756,0.01609314,6.792753E-5,1.972304E-7,1.447651E-6,9.327634E-6,1.955965E-6,4.711337E-5,1.874755E-6,10.60428,1.230928E-4,668446.1,668446.1
0.009,15.70355,1391.926,1049.857,1049.857,0.001932916,1.0,0.9113052,5.080625E-4,5.000908E-5,0.001085004,4.380271E-5,2.210916E-6,0.001437507,0.0282561,3.748071E-5,4.009666E-5,9.754672E-5,0.04096247,0.01603302,6.781229E-5,2.632695E-7,1.678761E-6,1.076962E-5,2.268296E-6,5.248401E-5,2.220859E-6,10.60373,1.230865E-4,668411.6,668411.6
0.01,15.70437,8087.886,1049.858,1049.858,0.001932916,1.0,0.9111013,5.713857E-4,5.746402E-5,0.001229117,4.961952E-5,2.832207E-6,0.001630948,0.02822322,3.766339E-5,4.598771E-5,1.105602E-4,0.04081793,0.01597312,6.759433E-5,3.386338E-7,1.909685E-6,1.221268E-5,2.581801E-6,5.729972E-5,2.572487E-6,10.60319,1.230801E-4,668377.2,668377.2
0.011,15.7052,14295.11,1049.86,1049.86,0.001932916,1.0,0.9108977,6.345742E-4,6.507243E-5,0.001372327,5.540241E-5,3.524364E-6,0.001823759,0.02819114,3.780736E-5,5.193732E-5,1.235105E-4,0.04067403,0.01591346,6.732681E-5,4.23174E-7,2.140019E-6,1.365515E-5,2.896158E-6,6.16068E-5,2.928785E-6,10.60265,1.230736E-4,668343.0,668343.0
0.012,15.70604,20172.64,1049.863,1049.863,0.001932916,1.0,0.9106947,6.976124E-4,7.282952E-5,0.001514578,6.11491E-5,4.285245E-6,0.002015855,0.02815981,3.792302E-5,5.793159E-5,1.363923E-4,0.04053081,0.01585406,6.703578E-5,5.167549E-7,2.369519E-6,1.5096E-5,3.211195E-6,6.545214E-5,3.289177E-6,10.60211,1.23067E-4,668309.1,668309.1
0.013,15.70689,25801.99,1049.866,1049.866,0.001932916,1.0,0.9104922,7.604933E-4,8.073202E-5,0.001655848,6.685868E-5,5.11283E-6,0.002207197,0.02812915,3.801654E-5,6.395907E-5,1.492033E-4,0.04038829,0.01579493,6.673403E-5,6.192508E-7,2.598031E-6,1.653453E-5,3.526814E-6,6.888051E-5,3.653238E-6,10.60157,1.230604E-4,668275.4,668275.4
0.014,15.70775,31228.83,1049.871,1049.871,0.001932916,1.0,0.9102903,8.232151E-4,8.877743E-5,0.001796132,7.253094E-5,6.005111E-6,0.002397772,0.02809912,3.809186E-5,7.000973E-5,1.619427E-4,0.04024646,0.01573605,6.642765E-5,7.305384E-7,2.825453E-6,1.797021E-5,3.842952E-6,7.193486E-5,4.020614E-6,10.60104,1.230537E-4,668241.9,668241.9
0.015,15.70861,36482.01,1049.877,1049.877,0.001932916,1.0,0.9100891,8.857778E-4,9.696377E-5,0.001935435,7.816599E-5,6.960309E-6,0.002587574,0.02806964,3.815151E-5,7.607556E-5,1.746104E-4,0.04010534,0.01567745,6.611934E-5,8.50508E-7,3.051724E-6,1.940267E-5,4.159569E-6,7.465116E-5,4.391026E-6,10.60051,1.230469E-4,668208.7,668208.7
0.016,15.70948,41578.65,1049.883,1049.883,0.001932916,1.0,0.9098884,9.481823E-4,1.052892E-4,0.002073761,8.376404E-5,7.976671E-6,0.002776604,0.02804068,3.819749E-5,8.214936E-5,1.872068E-4,0.03996491,0.0156191,6.581057E-5,9.790515E-7,3.276801E-6,2.083158E-5,4.476633E-6,7.706269E-5,4.764215E-6,10.59999,1.230401E-4,668175.7,668175.7
0.017,15.71036,46533.84,1049.89,1049.89,0.001932916,1.0,0.9096884,0.00101043,1.137521E-4,0.00221112,8.93254E-5,9.05245E-6,0.002964865,0.02801217,3.823146E-5,8.822457E-5,1.997321E-4,0.03982517,0.01556101,6.550215E-5,1.11606E-6,3.500653E-6,2.225666E-5,4.794113E-6,7.920036E-5,5.139936E-6,10.59947,1.230332E-4,668142.9,668142.9
0.018,15.71124,51366.7,1049.898,1049.898,0.001932916,1.0,0.9094891,0.001072523,1.223507E-4,0.002347522,9.485043E-5,1.01859E-5,0.003152363,0.02798408,3.825482E-5,9.429524E-5,2.12187E-4,0.03968613,0.01550318,6.519449E-5,1.261424E-6,3.723257E-6,2.367768E-5,5.111983E-6,8.10927E-5,5.517955E-6,10.59896,1.230263E-4,668110.5,668110.5
0.019,15.71213,56084.88,1049.907,1049.907,0.001932916,1.0,0.9092905,0.001134462,1.310837E-4,0.002482972,1.003394E-4,1.137554E-5,0.003339099,0.02795637,3.82688E-5,1.003562E-4,2.245718E-4,0.03954777,0.0154456,6.488781E-5,1.415063E-6,3.944597E-6,2.509443E-5,5.430221E-6,8.276405E-5,5.898065E-6,10.59845,1.230193E-4,668078.2,668078.3
0.02,15.71303,60672.7,1049.916,1049.916,0.001932916,1.0,0.9090926,0.00119625,1.399488E-4,0.002617487,1.057928E-4,1.261942E-5,0.003525084,0.027929,3.827438E-5,1.064031E-4,2.368874E-4,0.03941009,0.01538827,6.458224E-5,1.576826E-6,4.164673E-6,2.650676E-5,5.7488E-6,8.423783E-5,6.280056E-6,10.59794,1.230123E-4,668046.3,668046.3
0.02049261,15.71347,62918.78,1049.921,1049.921,0.001932916,1.0,0.9089953,0.001226631,1.443642E-4,0.002683406,1.084662E-4,1.325177E-5,0.003616425,0.02791563,3.827433E-5,1.093754E-4,2.429287E-4,0.03934251,0.01536012,6.443218E-5,1.65949E-6,4.272614E-6,2.720081E-5,5.905855E-6,8.48969E-5,6.468864E-6,10.59769,1.230088E-4,668030.6,668030.6
0.021,15.71393,65201.61,1049.927,1049.927,0.001932916,1.0,0.9088954,0.001257886,1.489458E-4,0.002751066,1.112108E-4,1.391655E-5,0.003710316,0.02790194,3.827251E-5,1.124317E-4,2.491337E-4,0.03927308,0.0153312,6.427792E-5,1.746701E-6,4.383467E-6,2.791449E-5,6.067704E-6,8.553225E-5,6.663755E-6,10.59743,1.230052E-4,668014.6,668014.6
0.022,15.71483,69589.58,1049.938,1049.938,0.001932916,1.0,0.9086988,0.001319376,1.580712E-4,0.002883734,1.165941E-4,1.526457E-5,0.003894813,0.02787516,3.826403E-5,1.184388E-4,2.613124E-4,0.03913675,0.01527436,6.397475E-5,1.924456E-6,4.600997E-6,2.931756E-5,6.386907E-6,8.666809E-5,7.048957E-6,10.59694,1.229982E-4,667983.1,667983.1
0.02267846,15.71545,72587.22,1049.946,1049.946,0.001932916,1.0,0.9085659,0.001361011,1.643353E-4,0.002973226,1.202268E-4,1.62076E-5,0.004019567,0.02785714,3.825471E-5,1.225004E-4,2.695365E-4,0.03904463,0.01523595,6.376991E-5,2.049532E-6,4.747857E-6,3.026676E-5,6.603632E-6,8.735581E-5,7.311078E-6,10.5966,1.229933E-4,667961.9,667961.9
0.02287083,15.71563,67341.8,1049.948,1049.948,0.001932916,1.0,0.9085283,0.001372804,1.661221E-4,0.002998526,1.21254E-4,1.64791E-5,0.004054879,0.02785205,3.82516E-5,1.236499E-4,2.718627E-4,0.03901856,0.01522507,6.371189E-5,2.085649E-6,4.789391E-6,3.05355E-5,6.665106E-6,8.753942E-5,7.385507E-6,10.5965,1.22992E-4,667955.9,667955.9
0.02287101,15.71563,70384.87,1049.948,1049.948,0.001932916,1.0,0.9085282,0.001372815,1.661238E-4,0.002998549,1.212549E-4,1.647936E-5,0.004054911,0.02785205,3.82516E-5,1.236509E-4,2.718649E-4,0.03901854,0.01522506,6.371183E-5,2.085683E-6,4.78943E-6,3.053575E-5,6.665163E-6,8.753958E-5,7.385576E-6,10.5965,1.22992E-4,667955.9,667955.9
0.02287136,15.71563,69779.83,1049.948,1049.948,0.001932916,1.0,0.9085282,0.001372837,1.661271E-4,0.002998596,1.212568E-4,1.647986E-5,0.004054976,0.02785204,3.825159E-5,1.23653E-4,2.718692E-4,0.03901849,0.01522504,6.371169E-5,2.08575E-6,4.789506E-6,3.053624E-5,6.665276E-6,8.753992E-5,7.385713E-6,10.5965,1.22992E-4,667955.9,667955.9
0.02287189,15.71563,72138.41,1049.948,1049.948,0.001932916,1.0,0.9085281,0.00137287,1.66132E-4,0.002998666,1.212596E-4,1.648061E-5,0.004055073,0.02785202,3.825157E-5,1.236562E-4,2.718756E-4,0.03901842,0.01522501,6.371151E-5,2.085849E-6,4.78962E-6,3.053698E-5,6.665445E-6,8.754042E-5,7.385918E-6,10.5965,1.22992E-4,667955.9,667955.9
0.02287206,15.71563,71958.8,1049.948,1049.948,0.001932916,1.0,0.908528,0.00137288,1.661336E-4,0.002998688,1.212605E-4,1.648085E-5,0.004055104,0.02785202,3.825157E-5,1.236572E-4,2.718776E-4,0.03901839,0.01522501,6.371145E-5,2.085881E-6,4.789657E-6,3.053722E-5,6.665499E-6,8.754058E-5,7.385983E-6,10.5965,1.22992E-4,667955.9,667955.9
0.0228929,15.71565,73591.18,1049.948,1049.948,0.001932916,1.0,0.9085239,0.001374157,1.663275E-4,0.003001427,1.213717E-4,1.651037E-5,0.004058929,0.02785147,3.825119E-5,1.237817E-4,2.721295E-4,0.03901557,0.01522383,6.370516E-5,2.089812E-6,4.794154E-6,3.056632E-5,6.67216E-6,8.756017E-5,7.39405E-6,10.59649,1.229918E-4,667955.2,667955.3
0.023,15.71574,73998.16,1049.95,1049.95,0.001932916,1.0,0.908503,0.00138072,1.673247E-4,0.003015494,1.219429E-4,1.666248E-5,0.004078573,0.02784864,3.82494E-5,1.244211E-4,2.734233E-4,0.03900107,0.01521778,6.367319E-5,2.110072E-6,4.817253E-6,3.071584E-5,6.706389E-6,8.76598E-5,7.435509E-6,10.59644,1.22991E-4,667951.9,667951.9
0.024,15.71666,78195.91,1049.962,1049.962,0.001932916,1.0,0.9083079,0.001441919,1.767044E-4,0.003146354,1.272576E-4,1.81087E-5,0.004261606,0.02782235,3.823011E-5,1.303759E-4,2.854674E-4,0.03886606,0.01516144,6.337288E-5,2.303433E-6,5.03224E-6,3.210925E-5,7.026136E-6,8.852247E-5,7.823245E-6,10.59595,1.229839E-4,667920.9,667921.0
0.025,15.71758,82361.68,1049.975,1049.975,0.001932916,1.0,0.9081135,0.001502974,1.86209E-4,0.003276324,1.325386E-4,1.960184E-5,0.004443915,0.02779628,3.820578E-5,1.363007E-4,2.97445E-4,0.03873169,0.01510533,6.307376E-5,2.504446E-6,5.245961E-6,3.349771E-5,7.346124E-6,8.92691E-5,8.212014E-6,10.59546,1.229767E-4,667890.2,667890.3
0.026,15.7185,86454.67,1049.989,1049.989,0.001932916,1.0,0.9079198,0.001563889,1.95837E-4,0.003405415,1.377861E-4,2.114053E-5,0.004625506,0.02777039,3.817729E-5,1.421935E-4,3.093567E-4,0.03859798,0.01504947,6.277611E-5,2.713021E-6,5.458421E-6,3.488118E-5,7.666336E-6,8.991129E-5,8.601671E-6,10.59498,1.229695E-4,667859.8,667859.8
0.027,15.71943,90479.48,1050.003,1050.003,0.001932916,1.0,0.9077269,0.001624663,2.05587E-4,0.003533635,1.430006E-4,2.272342E-5,0.004806385,0.02774469,3.814512E-5,1.480524E-4,3.212031E-4,0.03846491,0.01499384,6.247996E-5,2.929066E-6,5.669625E-6,3.62596E-5,7.986755E-6,9.045966E-5,8.992078E-6,10.5945,1.229622E-4,667829.6,667829.6
0.028,15.72036,94439.38,1050.019,1050.019,0.001932916,1.0,0.9075346,0.001685298,2.154577E-4,0.003660993,1.481823E-4,2.43492E-5,0.00498656,0.02771915,3.81097E-5,1.538757E-4,3.329848E-4,0.03833248,0.01493844,6.218534E-5,3.152491E-6,5.879582E-6,3.763295E-5,8.307363E-6,9.092372E-5,9.383105E-6,10.59402,1.229549E-4,667799.6,667799.7
0.029,15.7213,98337.54,1050.034,1050.034,0.001932916,1.0,0.9073431,0.001745797,2.254477E-4,0.0037875,1.533317E-4,2.601659E-5,0.005166035,0.02769376,3.807138E-5,1.596622E-4,3.447023E-4,0.03820067,0.01488328,6.189224E-5,3.383207E-6,6.088298E-6,3.90012E-5,8.628146E-6,9.131186E-5,9.774629E-6,10.59355,1.229476E-4,667769.9,667770.0
0.03,15.72224,102176.9,1050.051,1050.051,0.001932916,1.0,0.9071522,0.001806161,2.355555E-4,0.003913164,1.58449E-4,2.772433E-5,0.005344816,0.0276685,3.803051E-5,1.654106E-4,3.563563E-4,0.0380695,0.01482835,6.160069E-5,3.621124E-6,6.295781E-6,4.036434E-5,8.949086E-6,9.163184E-5,1.016653E-5,10.59309,1.229403E-4,667740.5,667740.5
0.031,15.72318,105960.4,1050.068,1050.068,0.001932916,1.0,0.9069621,0.001866391,2.4578E-4,0.004037995,1.635347E-4,2.947121E-5,0.005522911,0.02764337,3.798739E-5,1.711198E-4,3.679472E-4,0.03793895,0.01477364,6.131067E-5,3.866157E-6,6.502041E-6,4.172236E-5,9.270169E-6,9.18908E-5,1.05587E-5,10.59262,1.229329E-4,667711.3,667711.3
0.032,15.72412,109690.4,1050.085,1050.085,0.001932916,1.0,0.9067727,0.001926489,2.561196E-4,0.004162001,1.68589E-4,3.125602E-5,0.005700323,0.02761835,3.794231E-5,1.767888E-4,3.794756E-4,0.03780901,0.01471916,6.102221E-5,4.118221E-6,6.707086E-6,4.307526E-5,9.591379E-6,9.209499E-5,1.095103E-5,10.59216,1.229255E-4,667682.3,667682.3
0.033,15.72507,113369.2,1050.104,1050.104,0.001932916,1.0,0.906584,0.001986456,2.665732E-4,0.004285191,1.736123E-4,3.307762E-5,0.005877061,0.02759344,3.789548E-5,1.824171E-4,3.909422E-4,0.03767968,0.0146649,6.07353E-5,4.377231E-6,6.910924E-6,4.442304E-5,9.912703E-6,9.224997E-5,1.134342E-5,10.59171,1.229181E-4,667653.6,667653.6
0.034,15.72603,116998.9,1050.123,1050.123,0.001932916,1.0,0.906396,0.002046293,2.771395E-4,0.004407574,1.786049E-4,3.493487E-5,0.006053128,0.02756863,3.784714E-5,1.880039E-4,4.023473E-4,0.03755096,0.01461086,6.044994E-5,4.643105E-6,7.113567E-6,4.576572E-5,1.023413E-5,9.236069E-5,1.173578E-5,10.59126,1.229106E-4,667625.1,667625.1
0.035,15.72699,120581.6,1050.142,1050.142,0.001932916,1.0,0.9062087,0.002106003,2.878172E-4,0.004529159,1.835671E-4,3.682666E-5,0.006228531,0.02754391,3.779749E-5,1.935488E-4,4.136916E-4,0.03742284,0.01455704,6.016614E-5,4.91576E-6,7.315022E-6,4.71033E-5,1.055563E-5,9.243194E-5,1.2128E-5,10.59081,1.229031E-4,667596.8,667596.8
0.036,15.72795,124119.0,1050.162,1050.162,0.001932916,1.0,0.906022,0.002165586,2.98605E-4,0.004649954,1.884993E-4,3.875192E-5,0.006403276,0.02751928,3.774669E-5,1.990512E-4,4.249757E-4,0.03729531,0.01450344,5.988389E-5,5.195118E-6,7.515301E-6,4.84358E-5,1.087721E-5,9.246769E-5,1.252E-5,10.59036,1.228956E-4,667568.8,667568.8
0.037,15.72891,127612.8,1050.183,1050.183,0.001932916,1.0,0.9058361,0.002225044,3.095017E-4,0.004769967,1.934017E-4,4.070958E-5,0.006577369,0.02749472,3.769491E-5,2.045108E-4,4.361999E-4,0.03716838,0.01445005,5.960319E-5,5.4811E-6,7.714412E-6,4.976326E-5,1.119885E-5,9.247162E-5,1.29117E-5,10.58992,1.228881E-4,667541.0,667541.0
0.038,15.72987,131064.5,1050.204,1050.204,0.001932916,1.0,0.9056508,0.002284378,3.205062E-4,0.004889206,1.982748E-4,4.269865E-5,0.006750814,0.02747024,3.764227E-5,2.099275E-4,4.473649E-4,0.03704203,0.01439688,5.932405E-5,5.773628E-6,7.912367E-6,5.108569E-5,1.152054E-5,9.244688E-5,1.330302E-5,10.58949,1.228805E-4,667513.5,667513.5
0.039,15.73084,134475.6,1050.226,1050.226,0.001932916,1.0,0.9054662,0.00234359,3.316172E-4,0.005007681,2.031187E-4,4.471811E-5,0.006923617,0.02744582,3.758892E-5,2.15301E-4,4.584712E-4,0.03691626,0.01434392,5.904645E-5,6.072625E-6,8.109175E-6,5.240311E-5,1.184226E-5,9.239649E-5,1.369388E-5,10.58905,1.22873E-4,667486.2,667486.2
0.04,15.73182,137847.3,1050.248,1050.248,0.001932916,1.0,0.9052823,0.00240268,3.428335E-4,0.005125398,2.079337E-4,4.676698E-5,0.007095784,0.02742147,3.753496E-5,2.206312E-4,4.695192E-4,0.03679106,0.01429117,5.87704E-5,6.378017E-6,8.304847E-6,5.371557E-5,1.2164E-5,9.232323E-5,1.408422E-5,10.58862,1.228654E-4,667459.1,667459.1
0.041,15.73279,141180.7,1050.271,1050.271,0.001932916,1.0,0.9050991,0.002461651,3.541539E-4,0.005242365,2.127203E-4,4.884432E-5,0.007267321,0.02739718,3.748048E-5,2.25918E-4,4.805095E-4,0.03666644,0.01423863,5.849587E-5,6.689728E-6,8.499392E-6,5.50231E-5,1.248575E-5,9.222929E-5,1.447395E-5,10.5882,1.228578E-4,667432.2,667432.2
0.042,15.73377,144477.2,1050.294,1050.294,0.001932916,1.0,0.9049165,0.002520503,3.655774E-4,0.005358591,2.174786E-4,5.094919E-5,0.007438231,0.02737294,3.74256E-5,2.311614E-4,4.914425E-4,0.03654238,0.01418629,5.822288E-5,7.007687E-6,8.692821E-6,5.632572E-5,1.28075E-5,9.211701E-5,1.486301E-5,10.58777,1.228501E-4,667405.6,667405.6
0.043,15.73475,147737.7,1050.318,1050.318,0.001932916,1.0,0.9047346,0.002579238,3.771028E-4,0.005474083,2.22209E-4,5.308069E-5,0.007608522,0.02734876,3.737036E-5,2.363615E-4,5.023188E-4,0.03641888,0.01413416,5.795141E-5,7.331821E-6,8.885145E-6,5.762347E-5,1.312924E-5,9.198812E-5,1.525135E-5,10.58735,1.228425E-4,667379.2,667379.2
0.044,15.73574,150963.1,1050.343,1050.343,0.001932916,1.0,0.9045533,0.002637856,3.887289E-4,0.005588849,2.269117E-4,5.523793E-5,0.007778198,0.02732463,3.731486E-5,2.415182E-4,5.131388E-4,0.03629594,0.01408223,5.768145E-5,7.66206E-6,9.076373E-6,5.891639E-5,1.345096E-5,9.184431E-5,1.56389E-5,10.58694,1.228348E-4,667353.0,667353.0
0.045,15.73672,154154.5,1050.368,1050.368,0.001932916,1.0,0.9043727,0.00269636,4.004548E-4,0.005702895,2.315871E-4,5.742006E-5,0.007947263,0.02730054,3.725916E-5,2.466318E-4,5.239031E-4,0.03617355,0.0140305,5.7413E-5,7.998334E-6,9.266516E-6,6.020452E-5,1.377264E-5,9.168742E-5,1.60256E-5,10.58653,1.228271E-4,667327.0,667327.0
0.046,15.73771,157312.6,1050.393,1050.393,0.001932916,1.0,0.9041927,0.002754749,4.122792E-4,0.00581623,2.362353E-4,5.962623E-5,0.008115724,0.0272765,3.72033E-5,2.517022E-4,5.34612E-4,0.0360517,0.01397897,5.714604E-5,8.340573E-6,9.455584E-6,6.148789E-5,1.409428E-5,9.151863E-5,1.641139E-5,10.58612,1.228194E-4,667301.3,667301.3
0.047,15.7387,160438.3,1050.419,1050.419,0.001932916,1.0,0.9040134,0.002813027,4.242011E-4,0.005928861,2.408567E-4,6.185561E-5,0.008283585,0.0272525,3.714736E-5,2.567297E-4,5.452661E-4,0.0359304,0.01392764,5.688057E-5,8.688712E-6,9.643587E-6,6.276655E-5,1.441587E-5,9.133931E-5,1.679622E-5,10.58571,1.228116E-4,667275.7,667275.7
0.048,15.7397,163532.4,1050.446,1050.446,0.001932916,1.0,0.9038347,0.002871193,4.362195E-4,0.006040794,2.454515E-4,6.41074E-5,0.008450852,0.02722855,3.709137E-5,2.617144E-4,5.558657E-4,0.03580963,0.0138765,5.661658E-5,9.042681E-6,9.830536E-6,6.404053E-5,1.47374E-5,9.11507E-5,1.718005E-5,10.58531,1.228038E-4,667250.4,667250.4
0.049,15.7407,166595.6,1050.473,1050.473,0.001932916,1.0,0.9036566,0.002929248,4.483333E-4,0.006152037,2.5002E-4,6.638082E-5,0.008617528,0.02720463,3.703537E-5,2.666565E-4,5.664114E-4,0.0356894,0.01382556,5.635406E-5,9.402418E-6,1.001644E-5,6.530988E-5,1.505885E-5,9.095368E-5,1.756281E-5,10.58491,1.227961E-4,667225.3,667225.3
0.05,15.7417,169628.5,1050.5,1050.5,0.001932916,1.0,0.9034791,0.002987195,4.605415E-4,0.006262596,2.545625E-4,6.86751E-5,0.008783619,0.02718075,3.697941E-5,2.715562E-4,5.769037E-4,0.0355697,0.01377481,5.609299E-5,9.767855E-6,1.020131E-5,6.657462E-5,1.538022E-5,9.074937E-5,1.794447E-5,10.58452,1.227883E-4,667200.4,667200.4
