Time_Soln#9 (sec),Volume_Soln#9 (cm3),Volumetric_heat_production_rate_Soln#9 (erg/cm3-sec),Surface_temperature_Soln#9 (K),Temperature_Soln#9 (K),Mass_Soln#9 (g),Pressure_Soln#9 (atm),Mole_fraction_H2_Soln#9 (),Mole_fraction_CH4_Soln#9 (),Mole_fraction_CH3_Soln#9 (),Mole_fraction_C2H6_Soln#9 (),Mole_fraction_C2H4_Soln#9 (),Mole_fraction_C2H2_Soln#9 (),Mole_fraction_C4H6_Soln#9 (),Mole_fraction_C6H6_Soln#9 (),Mole_fraction_C7H8_Soln#9 (),Mole_fraction_C7H7_Soln#9 (),Mole_fraction_STILB_Soln#9 (),Mole_fraction_C6H5C2H_Soln#9 (),Mole_fraction_C6H5C2H3_Soln#9 (),Mole_fraction_C6H5C2H5_Soln#9 (),Mole_fraction_C6H5CHCH3_Soln#9 (),Mole_fraction_BIPHENYL_Soln#9 (),Mole_fraction_C14H10_Soln#9 (),Mole_fraction_C16H10_Soln#9 (),Mole_fraction_C6H5C2H4C6H5_Soln#9 (),Mole_fraction_BIN1A_Soln#9 (),Molecular_weight_Soln#9 (g/mole),Mass_density_Soln#9 (g/cm3),Unburned_hydrocarbons_Soln#9 (ppm),Volatile_organic_compounds_Soln#9 (ppm)
8.6E-4,15.84374,-1652569.0,1396.952,1396.952,0.001449687,1.0,0.8801465,0.01739794,9.373715E-6,1.503532E-4,0.01396496,0.002865064,1.350302E-4,0.02224279,0.03365517,4.722305E-4,4.103617E-4,0.003303952,0.02433345,1.989441E-4,7.96816E-6,6.506845E-5,2.214293E-4,7.343199E-5,1.380969E-5,5.833418E-5,10.48856,9.149901E-5,661151.9,661151.9
8.7E-4,15.84416,-1860765.0,1396.949,1396.949,0.001449687,1.0,0.8800474,0.01743795,9.263179E-6,1.504423E-4,0.01401563,0.002878998,1.356444E-4,0.02233905,0.0336322,4.687725E-4,4.106926E-4,0.003315527,0.02424914,1.907811E-4,7.891892E-6,6.564555E-5,2.227553E-4,7.399487E-5,1.360446E-5,5.895352E-5,10.48826,9.149659E-5,661132.7,661132.7
8.8E-4,15.84457,-2057966.0,1396.944,1396.944,0.001449687,1.0,0.8799495,0.0174774,9.157665E-6,1.505307E-4,0.01406579,0.002892828,1.362497E-4,0.02243447,0.03360898,4.654419E-4,4.110119E-4,0.003326968,0.02416558,1.830276E-4,7.818223E-6,6.62205E-5,2.24073E-4,7.455378E-5,1.340818E-5,5.957073E-5,10.48796,9.149422E-5,661113.7,661113.7
8.9E-4,15.84497,-2244980.0,1396.94,1396.94,0.001449687,1.0,0.8798527,0.01751632,9.056952E-6,1.506186E-4,0.01411544,0.002906558,1.368463E-4,0.02252908,0.03358553,4.622341E-4,4.113199E-4,0.003338277,0.02408274,1.75663E-4,7.747047E-6,6.67934E-5,2.253827E-4,7.510886E-5,1.322046E-5,6.01859E-5,10.48766,9.149191E-5,661094.8,661094.9
9.0E-4,15.84537,-2423070.0,1396.935,1396.935,0.001449687,1.0,0.8797569,0.01755471,8.960826E-6,1.507061E-4,0.01416461,0.002920192,1.374345E-4,0.02262292,0.03356185,4.59145E-4,4.116171E-4,0.00334946,0.02400061,1.686668E-4,7.678268E-6,6.736436E-5,2.266847E-4,7.566024E-5,1.304089E-5,6.07991E-5,10.48736,9.148964E-5,661076.2,661076.2
9.1E-4,15.84575,-2592666.0,1396.93,1396.93,0.001449687,1.0,0.8796622,0.01759262,8.869082E-6,1.507931E-4,0.0142133,0.002933732,1.380145E-4,0.022716,0.03353796,4.561701E-4,4.119039E-4,0.00336052,0.02391915,1.620205E-4,7.611785E-6,6.793347E-5,2.279793E-4,7.620803E-5,1.286911E-5,6.141044E-5,10.48707,9.148741E-5,661057.6,661057.7
9.2E-4,15.84613,-2752668.0,1396.925,1396.925,0.001449687,1.0,0.8795684,0.01763007,8.781503E-6,1.508799E-4,0.01426154,0.002947181,1.385866E-4,0.02280834,0.03351387,4.533053E-4,4.121808E-4,0.00337146,0.02383836,1.557059E-4,7.547492E-6,6.850085E-5,2.292668E-4,7.675236E-5,1.270475E-5,6.201998E-5,10.48678,9.148523E-5,661039.3,661039.3
9.3E-4,15.8465,-2902969.0,1396.919,1396.919,0.001449687,1.0,0.8794756,0.01766706,8.69789E-6,1.509665E-4,0.01430933,0.002960543,1.391509E-4,0.02289999,0.03348959,4.505465E-4,4.12448E-4,0.003382285,0.02375821,1.497061E-4,7.485293E-6,6.906657E-5,2.305475E-4,7.729334E-5,1.254746E-5,6.262783E-5,10.48649,9.148309E-5,661021.0,661021.1
9.4E-4,15.84687,-3044952.0,1396.913,1396.913,0.001449687,1.0,0.8793837,0.01770363,8.618086E-6,1.510529E-4,0.0143567,0.00297382,1.397078E-4,0.02299095,0.03346514,4.478897E-4,4.12706E-4,0.003392998,0.02367867,1.44005E-4,7.425105E-6,6.963073E-5,2.318218E-4,7.783109E-5,1.239691E-5,6.323404E-5,10.4862,9.148098E-5,661002.9,661003.0
9.5E-4,15.84722,-3179249.0,1396.906,1396.906,0.001449687,1.0,0.8792926,0.01773979,8.54193E-6,1.511392E-4,0.01440366,0.002987015,1.402575E-4,0.02308125,0.03344052,4.45331E-4,4.12955E-4,0.003403602,0.02359974,1.385875E-4,7.366844E-6,7.019342E-5,2.330897E-4,7.836571E-5,1.225279E-5,6.383872E-5,10.48592,9.147892E-5,660985.0,660985.0
9.6E-4,15.84758,-3305891.0,1396.9,1396.9,0.001449687,1.0,0.8792024,0.01777556,8.46924E-6,1.512256E-4,0.01445021,0.003000131,1.408001E-4,0.02317091,0.03341574,4.428668E-4,4.131955E-4,0.003414099,0.0235214,1.334392E-4,7.310427E-6,7.075472E-5,2.343517E-4,7.88973E-5,1.211481E-5,6.444192E-5,10.48563,9.147689E-5,660967.2,660967.2
9.7E-4,15.84792,-3425192.0,1396.893,1396.893,0.001449687,1.0,0.879113,0.01781096,8.399851E-6,1.51312E-4,0.01449638,0.00301317,1.413359E-4,0.02325995,0.03339081,4.404934E-4,4.134276E-4,0.003424494,0.02344362,1.285465E-4,7.255774E-6,7.131472E-5,2.356079E-4,7.942595E-5,1.198267E-5,6.504372E-5,10.48535,9.147489E-5,660949.5,660949.5
9.8E-4,15.84826,-3537067.0,1396.886,1396.886,0.001449687,1.0,0.8790244,0.017846,8.333618E-6,1.513986E-4,0.01454217,0.003026134,1.41865E-4,0.0233484,0.03336574,4.382073E-4,4.136517E-4,0.003434789,0.0233664,1.238963E-4,7.202809E-6,7.187349E-5,2.368585E-4,7.995177E-5,1.185611E-5,6.564419E-5,10.48507,9.147293E-5,660931.9,660931.9
9.9E-4,15.8486,-3641404.0,1396.878,1396.878,0.001449687,1.0,0.8789366,0.0178807,8.270396E-6,1.514853E-4,0.01458759,0.003039026,1.423876E-4,0.02343626,0.03334053,4.360052E-4,4.13868E-4,0.003444986,0.02328971,1.194764E-4,7.151459E-6,7.24311E-5,2.381039E-4,8.047485E-5,1.173487E-5,6.624341E-5,10.4848,9.147099E-5,660914.4,660914.5
0.001,15.84893,-3739335.0,1396.871,1396.871,0.001449687,1.0,0.8788494,0.01791507,8.210049E-6,1.515723E-4,0.01463265,0.003051848,1.429039E-4,0.02352357,0.03331521,4.338836E-4,4.140768E-4,0.003455088,0.02321354,1.152751E-4,7.101654E-6,7.298763E-5,2.393441E-4,8.099526E-5,1.161869E-5,6.684143E-5,10.48452,9.146909E-5,660897.1,660897.1
