Time_Soln#9 (sec),Volume_Soln#9 (cm3),Volumetric_heat_production_rate_Soln#9 (erg/cm3-sec),Surface_temperature_Soln#9 (K),Temperature_Soln#9 (K),Mass_Soln#9 (g),Pressure_Soln#9 (atm),Mole_fraction_H2_Soln#9 (),Mole_fraction_CH4_Soln#9 (),Mole_fraction_CH3_Soln#9 (),Mole_fraction_C2H6_Soln#9 (),Mole_fraction_C2H4_Soln#9 (),Mole_fraction_C2H2_Soln#9 (),Mole_fraction_C4H6_Soln#9 (),Mole_fraction_C6H6_Soln#9 (),Mole_fraction_C7H8_Soln#9 (),Mole_fraction_C7H7_Soln#9 (),Mole_fraction_STILB_Soln#9 (),Mole_fraction_C6H5C2H_Soln#9 (),Mole_fraction_C6H5C2H3_Soln#9 (),Mole_fraction_C6H5C2H5_Soln#9 (),Mole_fraction_C6H5CHCH3_Soln#9 (),Mole_fraction_BIPHENYL_Soln#9 (),Mole_fraction_C14H10_Soln#9 (),Mole_fraction_C16H10_Soln#9 (),Mole_fraction_C6H5C2H4C6H5_Soln#9 (),Mole_fraction_BIN1A_Soln#9 (),Molecular_weight_Soln#9 (g/mole),Mass_density_Soln#9 (g/cm3),Unburned_hydrocarbons_Soln#9 (ppm),Volatile_organic_compounds_Soln#9 (ppm)
6.19781E-5,15.68953,-2.767513E7,1393.891,1393.891,0.001449687,1.0,0.905327,0.004197887,1.034262E-4,6.265786E-5,0.003136114,5.345634E-4,9.904393E-6,0.0044235,0.02934791,0.001575917,9.041278E-5,7.235554E-4,0.03888092,0.011296,5.697105E-5,2.746776E-6,2.730592E-5,2.859352E-6,1.120087E-4,1.271704E-6,10.56845,9.239838E-5,666187.5,666187.5
6.20199E-5,15.68955,-2.762575E7,1393.891,1393.891,0.001449687,1.0,0.9053228,0.00420028,1.034055E-4,6.268813E-5,0.003137838,5.34869E-4,9.914595E-6,0.004426002,0.02934914,0.001575921,9.048353E-5,7.239575E-4,0.0388791,0.01129327,5.69588E-5,2.749702E-6,2.732545E-5,2.862719E-6,1.120429E-4,1.273291E-6,10.56843,9.239826E-5,666186.5,666186.5
6.20358E-5,15.68956,-2.757963E7,1393.891,1393.891,0.001449687,1.0,0.9053212,0.004201191,1.033975E-4,6.269965E-5,0.003138494,5.349852E-4,9.918478E-6,0.004426955,0.02934961,0.001575922,9.051046E-5,7.241105E-4,0.03887841,0.01129224,5.695413E-5,2.750816E-6,2.733289E-5,2.864001E-6,1.120559E-4,1.273896E-6,10.56843,9.239821E-5,666186.1,666186.1
6.209081E-5,15.68959,-2.735493E7,1393.89,1393.89,0.001449687,1.0,0.9053157,0.004204339,1.033701E-4,6.273946E-5,0.003140763,5.353873E-4,9.931911E-6,0.004430247,0.02935123,0.001575927,9.060358E-5,7.246394E-4,0.03887602,0.01128865,5.693797E-5,2.754669E-6,2.735859E-5,2.868436E-6,1.121008E-4,1.275986E-6,10.56841,9.239804E-5,666184.8,666184.8
6.213902E-5,15.68961,-2.722495E7,1393.89,1393.89,0.001449687,1.0,0.9053109,0.004207098,1.033461E-4,6.277434E-5,0.00314275,5.357395E-4,9.943688E-6,0.004433132,0.02935265,0.00157593,9.068519E-5,7.251029E-4,0.03887393,0.0112855,5.692382E-5,2.758048E-6,2.738112E-5,2.872325E-6,1.1214E-4,1.27782E-6,10.56839,9.239789E-5,666183.6,666183.6
6.241491E-5,15.68975,-2.648347E7,1393.889,1393.889,0.001449687,1.0,0.9052834,0.00422287,1.032089E-4,6.297353E-5,0.003154111,5.377536E-4,1.001115E-5,0.004449625,0.02936076,0.001575944,9.115207E-5,7.277525E-4,0.03886197,0.01126753,5.684335E-5,2.777409E-6,2.751001E-5,2.894619E-6,1.123625E-4,1.288338E-6,10.56828,9.239705E-5,666176.8,666176.8
7.0E-5,15.69371,-1.031388E7,1393.861,1393.861,0.001449687,1.0,0.9045413,0.00464781,9.955907E-5,6.824385E-5,0.003459651,5.921398E-4,1.190422E-5,0.00489452,0.02958244,0.001573089,1.039036E-4,7.991135E-4,0.03853819,0.01078611,5.472704E-5,3.325345E-6,3.103342E-5,3.530869E-6,1.173586E-4,1.591559E-6,10.5654,9.237375E-5,665995.5,665995.6
8.0E-5,15.69894,5012648.0,1393.857,1393.857,0.001449687,1.0,0.9036041,0.005183566,9.506068E-5,7.462623E-5,0.003843676,6.611135E-4,1.449621E-5,0.005457382,0.02986805,0.00156203,1.203446E-4,8.890812E-4,0.0381255,0.01018699,5.217609E-5,4.089909E-6,3.561447E-5,4.432181E-6,1.211917E-4,2.030763E-6,10.56185,9.2343E-5,665771.7,665771.7
9.0E-5,15.70411,1.588752E7,1393.878,1393.878,0.001449687,1.0,0.9027105,0.005693398,9.086172E-5,8.043279E-5,0.004208311,7.272674E-4,1.717103E-5,0.005995722,0.03014348,0.001545489,1.362103E-4,9.747892E-4,0.03772753,0.0096251,4.98438E-5,4.896E-6,4.011698E-5,5.394321E-6,1.227241E-4,2.511367E-6,10.55854,9.23126E-5,665563.0,665563.0
1.0E-4,15.70918,2.378512E7,1393.919,1393.919,0.001449687,1.0,0.9018575,0.006179091,8.691944E-5,8.572583E-5,0.004555308,7.908454E-4,1.990441E-5,0.006511642,0.03040721,0.00152538,1.514019E-4,0.001056604,0.03734309,0.009097443,4.7691E-5,5.737408E-6,4.453731E-5,6.407523E-6,1.226369E-4,3.029883E-6,10.55544,9.228278E-5,665367.5,665367.5
1.1E-4,15.71413,2.960103E7,1393.974,1393.974,0.001449687,1.0,0.9010425,0.006642187,8.320308E-5,9.055851E-5,0.004886121,8.52046E-4,2.267606E-5,0.007006872,0.03065847,0.001502944,1.658694E-4,0.001134828,0.03697126,0.008601405,4.569061E-5,6.608671E-6,4.887342E-5,7.463299E-6,1.214231E-4,3.583103E-6,10.55253,9.225371E-5,665183.9,665183.9
1.2E-4,15.71895,3.390901E7,1394.039,1394.039,0.001449687,1.0,0.9002632,0.007084052,7.968942E-5,9.497691E-5,0.005201988,9.110359E-4,2.546904E-5,0.007482873,0.03089703,0.001479008,1.79595E-4,0.001209719,0.03661124,0.008134686,4.382282E-5,7.504975E-6,5.312436E-5,8.554251E-6,1.19435E-4,4.168062E-6,10.54979,9.222546E-5,665011.2,665011.2
1.3E-4,15.72361,3.708938E7,1394.111,1394.111,0.001449687,1.0,0.8995175,0.007505912,7.636028E-5,9.902128E-5,0.005503981,9.679579E-4,2.826923E-5,0.007940907,0.03112293,0.001454132,1.92583E-4,0.001281498,0.03626239,0.007695234,4.207255E-5,8.422075E-6,5.729001E-5,9.67392E-6,1.169212E-4,4.782006E-6,10.5472,9.219807E-5,664848.2,664848.2
1.4E-4,15.72814,3.941093E7,1394.189,1394.189,0.001449687,1.0,0.8988035,0.007908881,7.32008E-5,1.027272E-4,0.005793047,0.001022937,3.106487E-5,0.008382089,0.03133643,0.001428708,2.04851E-4,0.001350362,0.03592412,0.007281201,4.042779E-5,9.356217E-6,6.137076E-5,1.081664E-5,1.140581E-4,5.422365E-6,10.54476,9.217157E-5,664694.4,664694.4
1.5E-4,15.73251,4.106742E7,1394.271,1394.271,0.001449687,1.0,0.8981195,0.008293982,7.019852E-5,1.061265E-4,0.006070033,0.001076086,3.384614E-5,0.008807413,0.03153791,0.001403018,2.164242E-4,0.001416488,0.03559591,0.006890904,3.887866E-5,1.030408E-5,6.53674E-5,1.197744E-5,1.109727E-4,6.086739E-6,10.54245,9.214596E-5,664548.8,664548.8
1.6E-4,15.73673,4.220036E7,1394.356,1394.356,0.001449687,1.0,0.8974638,0.008662161,6.734278E-5,1.092472E-4,0.006335702,0.001127504,3.660491E-5,0.009217779,0.0317278,0.001377262,2.273326E-4,0.001480034,0.03527731,0.00652281,3.741692E-5,1.126272E-5,6.9281E-5,1.315194E-5,1.077551E-4,6.772879E-6,10.54027,9.212123E-5,664410.9,664411.0
1.7E-4,15.74081,4.291539E7,1394.443,1394.443,0.001449687,1.0,0.896835,0.009014294,6.462425E-5,1.121149E-4,0.006590745,0.001177284,3.933448E-5,0.009614004,0.03190658,0.001351584,2.376088E-4,0.001541145,0.03496788,0.006175508,3.603547E-5,1.222953E-5,7.311284E-5,1.43363E-5,1.044701E-4,7.478682E-6,10.53819,9.209737E-5,664280.2,664280.2
1.8E-4,15.74474,4.329403E7,1394.531,1394.531,0.001449687,1.0,0.8962315,0.009351202,6.203467E-5,1.147523E-4,0.006835794,0.001225508,4.202933E-5,0.009996838,0.03207474,0.001326089,2.472861E-4,0.001599956,0.03466723,0.005847699,3.472814E-5,1.320222E-5,7.686434E-5,1.552713E-5,1.011644E-4,8.202178E-6,10.53622,9.207435E-5,664156.1,664156.1
1.9E-4,15.74854,4.339875E7,1394.62,1394.62,0.001449687,1.0,0.8956522,0.00967365,5.956662E-5,1.171798E-4,0.007071427,0.001272255,4.468501E-5,0.01036697,0.03223278,0.001300855,2.563975E-4,0.001656587,0.034375,0.005538185,3.348951E-5,1.417873E-5,8.053702E-5,1.672145E-5,9.787152E-5,8.941521E-6,10.53435,9.205216E-5,664038.2,664038.2
2.0E-4,15.7522,4.32786E7,1394.708,1394.708,0.001449687,1.0,0.8950957,0.009982358,5.721335E-5,1.194162E-4,0.007298177,0.001317595,4.729791E-5,0.01072504,0.0323812,0.001275937,2.649757E-4,0.001711153,0.03409085,0.005245853,3.231473E-5,1.515726E-5,8.413248E-5,1.791666E-5,9.461535E-5,9.694988E-6,10.53257,9.203077E-5,663926.1,663926.1
2.1E-4,15.75573,4.297356E7,1394.796,1394.796,0.001449687,1.0,0.8945609,0.010278,5.496873E-5,1.214779E-4,0.007516536,0.001361595,4.986522E-5,0.01107164,0.03252046,0.001251376,2.73052E-4,0.00176376,0.03381444,0.004969673,3.119946E-5,1.613624E-5,8.765239E-5,1.911047E-5,9.141288E-5,1.046097E-5,10.53088,9.201016E-5,663819.3,663819.3
2.2E-4,15.75913,4.251529E7,1394.884,1394.884,0.001449687,1.0,0.8940468,0.01056122,5.282708E-5,1.233802E-4,0.007726956,0.001404317,5.238474E-5,0.01140732,0.03265104,0.001227202,2.806563E-4,0.001814504,0.03354549,0.004708688,3.013977E-5,1.711424E-5,9.109841E-5,2.030088E-5,8.827631E-5,1.123796E-5,10.52927,9.199029E-5,663717.5,663717.5
2.3E-4,15.76241,4.19302E7,1394.97,1394.97,0.001449687,1.0,0.8935523,0.01083261,5.07831E-5,1.251369E-4,0.007929863,0.001445818,5.485479E-5,0.0117326,0.03277337,0.001203439,2.878172E-4,0.001863479,0.0332837,0.004461999,2.913209E-5,1.809003E-5,9.447225E-5,2.148613E-5,8.521452E-5,1.202455E-5,10.52773,9.197115E-5,663620.5,663620.5
2.4E-4,15.76557,4.124017E7,1395.055,1395.055,0.001449687,1.0,0.8930765,0.01109275,4.88319E-5,1.267604E-4,0.008125648,0.001486154,5.727417E-5,0.01204796,0.03288787,0.001180102,2.945617E-4,0.00191077,0.03302881,0.004228773,2.817314E-5,1.906253E-5,9.777562E-5,2.266471E-5,8.223347E-5,1.281942E-5,10.52626,9.195271E-5,663527.8,663527.9
2.5E-4,15.76862,4.046297E7,1395.139,1395.139,0.001449687,1.0,0.8926184,0.01134217,4.696888E-5,1.282621E-4,0.008314679,0.001525374,5.964207E-5,0.01235385,0.03299496,0.001157203,3.009155E-4,0.001956458,0.03278055,0.004008227,2.725992E-5,2.003076E-5,1.010102E-4,2.383527E-5,7.933714E-5,1.362137E-5,10.52485,9.193494E-5,663439.4,663439.4
2.6E-4,15.77155,3.961428E7,1395.22,1395.22,0.001449687,1.0,0.8921773,0.01158138,4.518976E-5,1.296521E-4,0.008497297,0.001563528,6.195804E-5,0.01265071,0.03309502,0.001134751,3.069025E-4,0.002000617,0.03253869,0.003799636,2.638971E-5,2.09939E-5,1.041778E-4,2.49967E-5,7.652789E-5,1.442925E-5,10.52351,9.191782E-5,663354.7,663354.8
2.7E-4,15.77439,3.870702E7,1395.301,1395.301,0.001449687,1.0,0.8917523,0.01181087,4.349052E-5,1.309399E-4,0.008673819,0.001600659,6.422191E-5,0.01293891,0.03318841,0.001112751,3.125452E-4,0.00204332,0.03230298,0.003602317,2.555998E-5,2.195123E-5,1.072799E-4,2.6148E-5,7.380702E-5,1.524201E-5,10.52223,9.190133E-5,663273.8,663273.8
2.8E-4,15.77711,3.775214E7,1395.379,1395.379,0.001449687,1.0,0.8913427,0.01203109,4.186739E-5,1.321339E-4,0.008844545,0.001636812,6.643373E-5,0.01321886,0.03327547,0.001091207,3.178647E-4,0.002084632,0.03207322,0.003415633,2.47684E-5,2.290213E-5,1.103184E-4,2.728836E-5,7.1175E-5,1.605869E-5,10.521,9.188543E-5,663196.2,663196.3
2.9E-4,15.77974,3.675925E7,1395.455,1395.455,0.001449687,1.0,0.8909477,0.01224248,4.031683E-5,1.332417E-4,0.009009751,0.001672026,6.859382E-5,0.01349088,0.03335655,0.00107012,3.228808E-4,0.002124616,0.03184917,0.003238991,2.401283E-5,2.384607E-5,1.132947E-4,2.841709E-5,6.863159E-5,1.687838E-5,10.51982,9.187012E-5,663122.0,663122.0
3.0E-4,15.78228,3.573695E7,1395.529,1395.529,0.001449687,1.0,0.8905667,0.01244545,3.883542E-5,1.342705E-4,0.009169703,0.001706341,7.070256E-5,0.01375534,0.03343194,0.001049492,3.276123E-4,0.002163333,0.03163065,0.003071822,2.329125E-5,2.478256E-5,1.162107E-4,2.953357E-5,6.617625E-5,1.770025E-5,10.51869,9.185537E-5,663050.7,663050.7
3.1E-4,15.78472,3.469301E7,1395.601,1395.601,0.001449687,1.0,0.890199,0.01264039,3.741994E-5,1.352267E-4,0.00932465,0.001739791,7.276052E-5,0.01401254,0.03350195,0.001029321,3.320768E-4,0.002200838,0.03141745,0.002913595,2.260179E-5,2.571122E-5,1.190679E-4,3.063731E-5,6.380796E-5,1.85235E-5,10.5176,9.184115E-5,662982.3,662982.3
3.2E-4,15.78708,3.363383E7,1395.671,1395.671,0.001449687,1.0,0.8898441,0.01282768,3.606733E-5,1.361163E-4,0.009474825,0.001772414,7.476838E-5,0.01426279,0.03356685,0.001009608,3.362907E-4,0.002237186,0.03120939,0.002763811,2.194272E-5,2.663171E-5,1.218678E-4,3.17279E-5,6.152535E-5,1.934744E-5,10.51656,9.182744E-5,662916.6,662916.6
3.3E-4,15.78935,3.256452E7,1395.739,1395.739,0.001449687,1.0,0.8895013,0.01300768,3.47747E-5,1.369447E-4,0.009620449,0.00180424,7.672692E-5,0.01450637,0.03362692,9.903498E-4,3.402694E-4,0.002272426,0.03100628,0.002622001,2.131242E-5,2.754376E-5,1.246121E-4,3.280501E-5,5.932683E-5,2.01714E-5,10.51556,9.181424E-5,662853.5,662853.5
3.4E-4,15.79154,3.148996E7,1395.805,1395.805,0.001449687,1.0,0.88917,0.01318072,3.353931E-5,1.377167E-4,0.009761728,0.001835302,7.863702E-5,0.01474356,0.03368241,9.715431E-4,3.440274E-4,0.002306608,0.03080796,0.002487726,2.070939E-5,2.844713E-5,1.273023E-4,3.386841E-5,5.721056E-5,2.099478E-5,10.51459,9.180151E-5,662792.7,662792.7
3.5E-4,15.79365,3.041463E7,1395.868,1395.868,0.001449687,1.0,0.8888499,0.01334713,3.235858E-5,1.384369E-4,0.009898859,0.00186563,8.049962E-5,0.01497462,0.03373355,9.531847E-4,3.475782E-4,0.002339775,0.03061426,0.002360571,2.013223E-5,2.934166E-5,1.299398E-4,3.491791E-5,5.517462E-5,2.181703E-5,10.51367,9.178924E-5,662734.2,662734.2
3.6E-4,15.79568,2.934202E7,1395.929,1395.929,0.001449687,1.0,0.8885403,0.01350721,3.122999E-5,1.391094E-4,0.01003203,0.001895253,8.231567E-5,0.0151998,0.03378058,9.352708E-4,3.509345E-4,0.002371973,0.03042502,0.002240142,1.957961E-5,3.022719E-5,1.325262E-4,3.595338E-5,5.321697E-5,2.263763E-5,10.51277,9.177741E-5,662677.9,662677.9
3.7E-4,15.79765,2.827508E7,1395.988,1395.988,0.001449687,1.0,0.8882408,0.01366125,3.01512E-5,1.397378E-4,0.01016141,0.001924197,8.408623E-5,0.01541932,0.03382371,9.177971E-4,3.541081E-4,0.00240324,0.03024008,0.002126074,1.905032E-5,3.110365E-5,1.350629E-4,3.697475E-5,5.133549E-5,2.345615E-5,10.51191,9.176601E-5,662623.6,662623.6
3.8E-4,15.79954,2.72166E7,1396.045,1396.045,0.001449687,1.0,0.887951,0.01380954,2.912001E-5,1.403257E-4,0.01028716,0.001952488,8.581234E-5,0.01563341,0.03386314,9.007588E-4,3.5711E-4,0.002433617,0.0300593,0.002018022,1.85432E-5,3.197097E-5,1.375514E-4,3.798201E-5,4.952798E-5,2.427215E-5,10.51108,9.175501E-5,662571.2,662571.2
3.9E-4,15.80137,2.616927E7,1396.1,1396.1,0.001449687,1.0,0.8876704,0.01395233,2.81343E-5,1.408761E-4,0.01040945,0.001980152,8.749508E-5,0.01584229,0.03389906,8.84151E-4,3.599506E-4,0.00246314,0.02988253,0.001915662,1.805718E-5,3.282912E-5,1.39993E-4,3.897516E-5,4.779225E-5,2.508528E-5,10.51028,9.174441E-5,662520.6,662520.6
4.0E-4,15.80313,2.513449E7,1396.152,1396.152,0.001449687,1.0,0.8873986,0.01408988,2.719208E-5,1.413919E-4,0.01052842,0.002007211,8.913556E-5,0.01604615,0.03393166,8.679688E-4,3.626395E-4,0.002491845,0.02970965,0.001818688,1.759126E-5,3.367809E-5,1.42389E-4,3.995427E-5,4.612609E-5,2.589519E-5,10.5095,9.173419E-5,662471.7,662471.7
