Time_Soln#9 (sec),Volume_Soln#9 (cm3),Volumetric_heat_production_rate_Soln#9 (erg/cm3-sec),Surface_temperature_Soln#9 (K),Temperature_Soln#9 (K),Mass_Soln#9 (g),Pressure_Soln#9 (atm),Mole_fraction_H2_Soln#9 (),Mole_fraction_CH4_Soln#9 (),Mole_fraction_C2H6_Soln#9 (),Mole_fraction_C2H4_Soln#9 (),Mole_fraction_C2H2_Soln#9 (),Mole_fraction_C4H4_Soln#9 (),Mole_fraction_C6H6_Soln#9 (),Mole_fraction_C10H8_Soln#9 (),Mole_fraction_C7H8_Soln#9 (),Mole_fraction_C7H7_Soln#9 (),Mole_fraction_STILB_Soln#9 (),Mole_fraction_C6H5C2H_Soln#9 (),Mole_fraction_C6H5C2H3_Soln#9 (),Mole_fraction_C6H5C2H5_Soln#9 (),Mole_fraction_INDENE_Soln#9 (),Mole_fraction_BIPHENYL_Soln#9 (),Mole_fraction_C14H10_Soln#9 (),Mole_fraction_C16H10_Soln#9 (),Mole_fraction_BIN1B_Soln#9 (),Mole_fraction_BIN1A_Soln#9 (),Molecular_weight_Soln#9 (g/mole),Mass_density_Soln#9 (g/cm3),Unburned_hydrocarbons_Soln#9 (ppm),Volatile_organic_compounds_Soln#9 (ppm)
0.04246667,16.35317,1795714.0,1418.03,1418.03,0.001449687,1.0,0.8357179,0.0568137,1.416005E-4,0.01396976,0.01601105,4.567884E-4,0.06654678,0.002146542,5.312775E-4,9.814976E-6,2.718256E-6,0.001128991,1.589994E-4,4.111878E-7,2.109515E-4,0.001369907,9.480955E-4,1.647364E-4,0.001441961,0.001300572,10.31516,8.864869E-5,650233.4,650234.1
0.043,16.35602,1839124.0,1418.235,1418.235,0.001449687,1.0,0.8357193,0.05693836,1.404597E-4,0.01387324,0.01603913,4.554488E-4,0.06649484,0.002140054,5.146546E-4,9.543945E-6,2.687128E-6,0.001129246,1.578319E-4,4.030829E-7,2.099029E-4,0.001369263,9.412491E-4,1.638516E-4,0.001464712,0.001310159,10.31485,8.863325E-5,650214.2,650214.6
0.044,16.36144,1916056.0,1418.633,1418.633,0.001449687,1.0,0.8357262,0.05716829,1.3835E-4,0.01369656,0.01608674,4.5286E-4,0.06639387,0.00212796,4.868837E-4,9.091147E-6,2.632639E-6,0.001129781,1.556884E-4,3.894613E-7,2.079846E-4,0.001367735,9.290265E-4,1.62251E-4,0.001507357,0.001328051,10.31433,8.860388E-5,650180.9,650181.2
0.045,16.36697,1989704.0,1419.047,1419.047,0.001449687,1.0,0.8357383,0.05739356,1.36269E-4,0.0135252,0.01612813,4.501875E-4,0.06628867,0.002116046,4.630398E-4,8.7028E-6,2.582358E-6,0.001130318,1.536015E-4,3.773198E-7,2.06109E-4,0.001365836,9.1758E-4,1.607221E-4,0.001549975,0.001345839,10.31385,8.857396E-5,650150.9,650151.1
0.046,16.37259,2060052.0,1419.476,1419.476,0.001449687,1.0,0.8357551,0.05761467,1.342132E-4,0.01335883,0.01616369,4.474511E-4,0.06617971,0.002104354,4.42591E-4,8.370778E-6,2.53549E-6,0.001130785,1.51568E-4,3.664993E-7,2.04281E-4,0.001363614,9.068753E-4,1.592602E-4,0.001592561,0.00136353,10.31342,8.854351E-5,650123.9,650124.1
0.047,16.37832,2126610.0,1419.92,1419.92,0.001449687,1.0,0.8357761,0.05783206,1.321819E-4,0.01319715,0.0161938,4.446681E-4,0.06606739,0.00209291,4.250731E-4,8.087708E-6,2.491419E-6,0.00113113,1.49585E-4,3.56839E-7,2.025037E-4,0.001361116,8.96875E-4,1.578607E-4,0.001635113,0.001381132,10.31304,8.851254E-5,650099.6,650099.9
0.048,16.38415,2189222.0,1420.377,1420.377,0.001449687,1.0,0.8358011,0.05804612,1.301751E-4,0.01303985,0.01621884,4.418535E-4,0.06595206,0.002081733,4.100821E-4,7.84714E-6,2.449671E-6,0.001131312,1.476496E-4,3.481954E-7,2.007788E-4,0.001358378,8.875403E-4,1.565195E-4,0.00167763,0.001398653,10.31269,8.848108E-5,650078.0,650078.3
0.049,16.39006,2247886.0,1420.847,1420.847,0.001449687,1.0,0.8358295,0.05825722,1.281935E-4,0.01288667,0.01623915,4.390198E-4,0.06583404,0.002070834,3.972665E-4,7.643438E-6,2.409878E-6,0.0011313,1.457592E-4,3.404429E-7,1.991075E-4,0.001355434,8.788319E-4,1.552326E-4,0.001720114,0.001416098,10.31238,8.844916E-5,650058.8,650059.1
0.05,16.39606,2302634.0,1421.329,1421.329,0.001449687,1.0,0.835861,0.05846565,1.262376E-4,0.01273732,0.01625504,4.361778E-4,0.06571361,0.00206022,3.863217E-4,7.471676E-6,2.371748E-6,0.001131073,1.439111E-4,3.334703E-7,1.974904E-4,0.001352313,8.707102E-4,1.539963E-4,0.001762568,0.001433475,10.31211,8.84168E-5,650041.8,650042.1
0.051,16.40214,2353514.0,1421.823,1421.823,0.001449687,1.0,0.8358954,0.0586717,1.243083E-4,0.01259157,0.01626684,4.333364E-4,0.065591,0.002049892,3.769842E-4,7.327557E-6,2.335054E-6,0.00113062,1.42103E-4,3.271792E-7,1.959273E-4,0.00134904,8.631359E-4,1.528071E-4,0.001804994,0.001450791,10.31187,8.838403E-5,650026.8,650027.1
0.05171553,16.40653,2386401.0,1422.183,1422.183,0.001449687,1.0,0.8359216,0.0588178,1.229444E-4,0.01248936,0.01627293,4.31308E-4,0.06550205,0.002042675,3.711615E-4,7.239306E-6,2.309576E-6,0.001130151,1.408325E-4,3.230478E-7,1.948416E-4,0.001346617,8.58031E-4,1.519833E-4,0.001835337,0.001463147,10.31171,8.836035E-5,650017.2,650017.6
0.05171726,16.40654,2368390.0,1422.183,1422.183,0.001449687,1.0,0.8359217,0.05881815,1.229412E-4,0.01248911,0.01627295,4.313031E-4,0.06550183,0.002042658,3.711482E-4,7.239099E-6,2.309515E-6,0.00113015,1.408295E-4,3.23038E-7,1.94839E-4,0.001346611,8.580189E-4,1.519814E-4,0.00183541,0.001463177,10.31171,8.836029E-5,650017.2,650017.6
0.05171736,16.40654,2345569.0,1422.184,1422.184,0.001449687,1.0,0.8359217,0.05881817,1.22941E-4,0.0124891,0.01627295,4.313028E-4,0.06550182,0.002042657,3.711474E-4,7.239086E-6,2.309511E-6,0.00113015,1.408293E-4,3.230375E-7,1.948389E-4,0.001346611,8.580182E-4,1.519813E-4,0.001835415,0.001463179,10.31171,8.836029E-5,650017.2,650017.6
0.0517175,16.40654,2382700.0,1422.184,1422.184,0.001449687,1.0,0.8359217,0.0588182,1.229407E-4,0.01248908,0.01627295,4.313024E-4,0.0655018,0.002042656,3.711463E-4,7.239069E-6,2.309506E-6,0.00113015,1.408291E-4,3.230367E-7,1.948387E-4,0.00134661,8.580172E-4,1.519811E-4,0.001835421,0.001463181,10.31171,8.836029E-5,650017.2,650017.6
0.0517207,16.40656,2374018.0,1422.185,1422.185,0.001449687,1.0,0.8359218,0.05881885,1.229346E-4,0.01248863,0.01627297,4.312933E-4,0.0655014,0.002042624,3.711218E-4,7.238673E-6,2.309394E-6,0.001130147,1.408234E-4,3.230186E-7,1.948338E-4,0.001346599,8.57995E-4,1.519775E-4,0.001835556,0.001463236,10.31171,8.836018E-5,650017.2,650017.6
0.05172197,16.40657,2293133.0,1422.186,1422.186,0.001449687,1.0,0.8359219,0.05881911,1.229322E-4,0.01248845,0.01627298,4.312897E-4,0.06550124,0.002042611,3.711121E-4,7.238515E-6,2.309349E-6,0.001130146,1.408212E-4,3.230114E-7,1.948319E-4,0.001346595,8.579862E-4,1.51976E-4,0.001835609,0.001463258,10.31171,8.836014E-5,650017.2,650017.5
0.05172198,16.40657,2341232.0,1422.186,1422.186,0.001449687,1.0,0.8359219,0.05881911,1.229322E-4,0.01248844,0.01627298,4.312897E-4,0.06550124,0.002042611,3.71112E-4,7.238514E-6,2.309348E-6,0.001130146,1.408212E-4,3.230114E-7,1.948319E-4,0.001346595,8.579861E-4,1.51976E-4,0.00183561,0.001463258,10.31171,8.836014E-5,650017.2,650017.5
0.05172204,16.40657,2389444.0,1422.186,1422.186,0.001449687,1.0,0.8359219,0.05881913,1.229321E-4,0.01248844,0.01627298,4.312895E-4,0.06550123,0.00204261,3.711116E-4,7.238507E-6,2.309347E-6,0.001130146,1.408211E-4,3.230111E-7,1.948318E-4,0.001346595,8.579857E-4,1.51976E-4,0.001835612,0.001463259,10.31171,8.836014E-5,650017.2,650017.5
0.05172205,16.40657,2389567.0,1422.186,1422.186,0.001449687,1.0,0.8359219,0.05881913,1.229321E-4,0.01248843,0.01627298,4.312895E-4,0.06550123,0.00204261,3.711115E-4,7.238505E-6,2.309346E-6,0.001130146,1.40821E-4,3.23011E-7,1.948318E-4,0.001346595,8.579856E-4,1.519759E-4,0.001835613,0.00146326,10.31171,8.836014E-5,650017.2,650017.5
0.05172723,16.4066,2383540.0,1422.189,1422.189,0.001449687,1.0,0.8359221,0.05882018,1.229222E-4,0.0124877,0.01627302,4.312748E-4,0.06550058,0.002042559,3.710718E-4,7.237869E-6,2.309164E-6,0.001130142,1.408119E-4,3.229816E-7,1.94824E-4,0.001346577,8.579496E-4,1.519701E-4,0.001835832,0.001463349,10.31171,8.835996E-5,650017.1,650017.5
0.05173837,16.40667,2382890.0,1422.194,1422.194,0.001449687,1.0,0.8359225,0.05882245,1.229011E-4,0.01248612,0.0162731,4.312433E-4,0.06549919,0.002042448,3.709865E-4,7.236547E-6,2.308772E-6,0.001130134,1.407923E-4,3.229186E-7,1.948071E-4,0.001346539,8.578722E-4,1.519574E-4,0.001836304,0.001463541,10.31171,8.835959E-5,650017.0,650017.3
0.0517388,16.40668,2371199.0,1422.194,1422.194,0.001449687,1.0,0.8359225,0.05882254,1.229003E-4,0.01248606,0.0162731,4.31242E-4,0.06549914,0.002042443,3.709832E-4,7.236497E-6,2.308757E-6,0.001130134,1.407915E-4,3.229162E-7,1.948065E-4,0.001346537,8.578692E-4,1.519569E-4,0.001836322,0.001463548,10.31171,8.835958E-5,650017.0,650017.3
0.05173893,16.40668,2370637.0,1422.194,1422.194,0.001449687,1.0,0.8359225,0.05882256,1.229001E-4,0.01248604,0.0162731,4.312417E-4,0.06549912,0.002042442,3.709823E-4,7.236483E-6,2.308753E-6,0.001130134,1.407913E-4,3.229155E-7,1.948063E-4,0.001346537,8.578683E-4,1.519568E-4,0.001836328,0.001463551,10.31171,8.835958E-5,650017.0,650017.3
0.05173896,16.40668,2391305.0,1422.194,1422.194,0.001449687,1.0,0.8359225,0.05882257,1.229E-4,0.01248604,0.0162731,4.312416E-4,0.06549912,0.002042442,3.70982E-4,7.236479E-6,2.308752E-6,0.001130134,1.407913E-4,3.229153E-7,1.948063E-4,0.001346537,8.578681E-4,1.519567E-4,0.001836329,0.001463551,10.31171,8.835957E-5,650017.0,650017.3
0.05174048,16.40669,2383764.0,1422.195,1422.195,0.001449687,1.0,0.8359226,0.05882288,1.228971E-4,0.01248583,0.01627311,4.312373E-4,0.06549893,0.002042427,3.709704E-4,7.236302E-6,2.308698E-6,0.001130133,1.407886E-4,3.229068E-7,1.94804E-4,0.001346531,8.578575E-4,1.51955E-4,0.001836393,0.001463577,10.31171,8.835952E-5,650016.9,650017.3
0.05174134,16.40669,2373284.0,1422.196,1422.196,0.001449687,1.0,0.8359226,0.05882305,1.228955E-4,0.0124857,0.01627312,4.312349E-4,0.06549882,0.002042418,3.709638E-4,7.236201E-6,2.308668E-6,0.001130132,1.407871E-4,3.22902E-7,1.948027E-4,0.001346528,8.578516E-4,1.51954E-4,0.00183643,0.001463592,10.31171,8.83595E-5,650016.9,650017.3
0.05174166,16.40669,2388924.0,1422.196,1422.196,0.001449687,1.0,0.8359226,0.05882312,1.228949E-4,0.01248566,0.01627312,4.31234E-4,0.06549878,0.002042415,3.709614E-4,7.236164E-6,2.308657E-6,0.001130132,1.407865E-4,3.229002E-7,1.948022E-4,0.001346527,8.578494E-4,1.519537E-4,0.001836443,0.001463598,10.31171,8.835948E-5,650016.9,650017.3
0.05174173,16.40669,2320202.0,1422.196,1422.196,0.001449687,1.0,0.8359226,0.05882313,1.228947E-4,0.01248565,0.01627312,4.312338E-4,0.06549877,0.002042414,3.709608E-4,7.236155E-6,2.308654E-6,0.001130132,1.407864E-4,3.228998E-7,1.948021E-4,0.001346527,8.578488E-4,1.519536E-4,0.001836446,0.001463599,10.31171,8.835948E-5,650016.9,650017.3
0.05174202,16.4067,2375109.0,1422.196,1422.196,0.001449687,1.0,0.8359226,0.05882319,1.228942E-4,0.01248561,0.01627312,4.312329E-4,0.06549874,0.002042411,3.709586E-4,7.236121E-6,2.308644E-6,0.001130131,1.407859E-4,3.228981E-7,1.948017E-4,0.001346526,8.578468E-4,1.519533E-4,0.001836459,0.001463604,10.31171,8.835947E-5,650016.9,650017.3
0.05174224,16.4067,2348748.0,1422.196,1422.196,0.001449687,1.0,0.8359226,0.05882324,1.228938E-4,0.01248558,0.01627313,4.312323E-4,0.06549871,0.002042409,3.709569E-4,7.236095E-6,2.308636E-6,0.001130131,1.407855E-4,3.228969E-7,1.948013E-4,0.001346525,8.578453E-4,1.51953E-4,0.001836468,0.001463608,10.31171,8.835947E-5,650016.9,650017.3
0.05174227,16.4067,2375440.0,1422.196,1422.196,0.001449687,1.0,0.8359226,0.05882324,1.228937E-4,0.01248557,0.01627313,4.312322E-4,0.0654987,0.002042409,3.709567E-4,7.236091E-6,2.308635E-6,0.001130131,1.407854E-4,3.228968E-7,1.948013E-4,0.001346525,8.578451E-4,1.51953E-4,0.001836469,0.001463608,10.31171,8.835946E-5,650016.9,650017.3
0.05177395,16.40689,2390066.0,1422.212,1422.212,0.001449687,1.0,0.8359238,0.05882969,1.228337E-4,0.01248109,0.01627335,4.311425E-4,0.06549474,0.002042093,3.70715E-4,7.232497E-6,2.307522E-6,0.001130107,1.407296E-4,3.227199E-7,1.947537E-4,0.001346416,8.576253E-4,1.51917E-4,0.001837813,0.001464155,10.3117,8.835841E-5,650016.5,650016.9
0.052,16.40829,2397974.0,1422.327,1422.327,0.001449687,1.0,0.8359324,0.05887561,1.224052E-4,0.01244918,0.01627484,4.305025E-4,0.06546642,0.002039849,3.690266E-4,7.206846E-6,2.299612E-6,0.001129931,1.403326E-4,3.21455E-7,1.944143E-4,0.001345637,8.560715E-4,1.516618E-4,0.001847396,0.001468052,10.31166,8.835089E-5,650013.7,650014.0
0.053,16.41451,2442239.0,1422.841,1422.841,0.001449687,1.0,0.8359718,0.05907758,1.205274E-4,0.01230987,0.01627928,4.276803E-4,0.06534009,0.002030087,3.622512E-4,7.107304E-6,2.265273E-6,0.001129004,1.385968E-4,3.162682E-7,1.929542E-4,0.001342122,8.494818E-4,1.505575E-4,0.001889776,0.001485262,10.31147,8.831742E-5,650002.3,650002.4
0.054,16.42079,2483036.0,1423.364,1423.364,0.001449687,1.0,0.8360133,0.0592778,1.186798E-4,0.01217351,0.01628043,4.248784E-4,0.06521213,0.002020591,3.56489E-4,7.025733E-6,2.231916E-6,0.001127842,1.368945E-4,3.115535E-7,1.915474E-4,0.001338509,8.433276E-4,1.49491E-4,0.001932144,0.001502429,10.31132,8.828363E-5,649992.4,649992.5
0.055,16.42713,2520831.0,1423.895,1423.895,0.001449687,1.0,0.8360567,0.05947645,1.16862E-4,0.01203993,0.01627854,4.221013E-4,0.06508268,0.002011352,3.515945E-4,6.95967E-6,2.199446E-6,0.001126449,1.352242E-4,3.072414E-7,1.901914E-4,0.001334813,8.375743E-4,1.484596E-4,0.001974507,0.001519559,10.31118,8.824953E-5,649983.9,649984.0
0.056,16.43354,2555851.0,1424.434,1424.434,0.001449687,1.0,0.8361019,0.05967367,1.15074E-4,0.01190897,0.01627383,4.193521E-4,0.06495185,0.002002358,3.474428E-4,6.907023E-6,2.167782E-6,0.001124831,1.335844E-4,3.032829E-7,1.888845E-4,0.001331044,8.321893E-4,1.474605E-4,0.00201687,0.001536657,10.31107,8.821516E-5,649976.8,649977.0
0.05656706,16.43719,2572093.0,1424.744,1424.744,0.001449687,1.0,0.8361282,0.05978492,1.140734E-4,0.01183582,0.01626999,4.178064E-4,0.06487709,0.001997362,3.453771E-4,6.882424E-6,2.150159E-6,0.001123817,1.326674E-4,3.011787E-7,1.881644E-4,0.001328878,8.292875E-4,1.469075E-4,0.002040896,0.001546341,10.31102,8.819555E-5,649973.4,649973.5
0.0565723,16.43722,2573705.0,1424.746,1424.746,0.001449687,1.0,0.8361284,0.05978595,1.140642E-4,0.01183515,0.01626996,4.177922E-4,0.0648764,0.001997317,3.45359E-4,6.8822E-6,2.149998E-6,0.001123807,1.32659E-4,3.011596E-7,1.881578E-4,0.001328858,8.292612E-4,1.469024E-4,0.002041118,0.00154643,10.31102,8.819537E-5,649973.3,649973.5
0.05657331,16.43723,2562102.0,1424.747,1424.747,0.001449687,1.0,0.8361285,0.05978615,1.140625E-4,0.01183502,0.01626995,4.177895E-4,0.06487627,0.001997308,3.453555E-4,6.882156E-6,2.149967E-6,0.001123806,1.326574E-4,3.011559E-7,1.881565E-4,0.001328854,8.292561E-4,1.469015E-4,0.002041161,0.001546448,10.31102,8.819534E-5,649973.3,649973.5
0.05657369,16.43723,2565581.0,1424.747,1424.747,0.001449687,1.0,0.8361285,0.05978622,1.140618E-4,0.01183497,0.01626995,4.177884E-4,0.06487622,0.001997304,3.453541E-4,6.88214E-6,2.149955E-6,0.001123805,1.326568E-4,3.011545E-7,1.881561E-4,0.001328853,8.292542E-4,1.469011E-4,0.002041177,0.001546454,10.31102,8.819532E-5,649973.3,649973.5
0.05657463,16.43724,2468933.0,1424.748,1424.748,0.001449687,1.0,0.8361285,0.0597864,1.140602E-4,0.01183485,0.01626994,4.177859E-4,0.06487609,0.001997296,3.453509E-4,6.882099E-6,2.149926E-6,0.001123803,1.326553E-4,3.011511E-7,1.881549E-4,0.001328849,8.292495E-4,1.469002E-4,0.002041216,0.00154647,10.31102,8.819529E-5,649973.3,649973.5
0.05657467,16.43724,2553851.0,1424.748,1424.748,0.001449687,1.0,0.8361285,0.05978641,1.140601E-4,0.01183485,0.01626994,4.177858E-4,0.06487609,0.001997296,3.453508E-4,6.882097E-6,2.149924E-6,0.001123803,1.326552E-4,3.011509E-7,1.881548E-4,0.001328849,8.292493E-4,1.469002E-4,0.002041218,0.001546471,10.31102,8.819529E-5,649973.3,649973.5
0.0565752,16.43724,2567742.0,1424.748,1424.748,0.001449687,1.0,0.8361285,0.05978652,1.140592E-4,0.01183478,0.01626993,4.177843E-4,0.06487602,0.001997291,3.453489E-4,6.882072E-6,2.149908E-6,0.001123802,1.326543E-4,3.01149E-7,1.881542E-4,0.001328847,8.292467E-4,1.468996E-4,0.00204124,0.00154648,10.31102,8.819527E-5,649973.3,649973.5
0.05657585,16.43725,2483868.0,1424.748,1424.748,0.001449687,1.0,0.8361286,0.05978664,1.14058E-4,0.0118347,0.01626993,4.177826E-4,0.06487593,0.001997286,3.453467E-4,6.882041E-6,2.149888E-6,0.001123801,1.326533E-4,3.011466E-7,1.881533E-4,0.001328845,8.292434E-4,1.46899E-4,0.002041268,0.001546491,10.31102,8.819525E-5,649973.3,649973.5
0.05657593,16.43725,2591204.0,1424.748,1424.748,0.001449687,1.0,0.8361286,0.05978666,1.140579E-4,0.01183469,0.01626993,4.177824E-4,0.06487592,0.001997285,3.453464E-4,6.882036E-6,2.149886E-6,0.001123801,1.326532E-4,3.011463E-7,1.881532E-4,0.001328844,8.29243E-4,1.468989E-4,0.002041272,0.001546492,10.31102,8.819525E-5,649973.3,649973.5
0.05657595,16.43725,2572888.0,1424.748,1424.748,0.001449687,1.0,0.8361286,0.05978666,1.140578E-4,0.01183468,0.01626993,4.177823E-4,0.06487592,0.001997285,3.453463E-4,6.882035E-6,2.149885E-6,0.001123801,1.326531E-4,3.011462E-7,1.881532E-4,0.001328844,8.292429E-4,1.468989E-4,0.002041272,0.001546493,10.31102,8.819525E-5,649973.3,649973.5
0.05657605,16.43725,2552754.0,1424.748,1424.748,0.001449687,1.0,0.8361286,0.05978668,1.140577E-4,0.01183467,0.01626993,4.17782E-4,0.06487591,0.001997284,3.45346E-4,6.88203E-6,2.149882E-6,0.0011238,1.32653E-4,3.011459E-7,1.881531E-4,0.001328844,8.292424E-4,1.468988E-4,0.002041277,0.001546494,10.31102,8.819524E-5,649973.3,649973.5
0.05657638,16.43725,2565237.0,1424.749,1424.749,0.001449687,1.0,0.8361286,0.05978675,1.140571E-4,0.01183463,0.01626993,4.177811E-4,0.06487586,0.001997281,3.453448E-4,6.882013E-6,2.149872E-6,0.0011238,1.326524E-4,3.011447E-7,1.881527E-4,0.001328843,8.292407E-4,1.468985E-4,0.00204129,0.0015465,10.31102,8.819523E-5,649973.3,649973.5
0.05657742,16.43726,2567522.0,1424.749,1424.749,0.001449687,1.0,0.8361286,0.05978695,1.140553E-4,0.01183449,0.01626992,4.177783E-4,0.06487572,0.001997272,3.453412E-4,6.881963E-6,2.149839E-6,0.001123798,1.326508E-4,3.011408E-7,1.881513E-4,0.001328839,8.292355E-4,1.468975E-4,0.002041334,0.001546518,10.31102,8.81952E-5,649973.3,649973.5
0.05666266,16.43781,2577412.0,1424.796,1424.796,0.001449687,1.0,0.8361326,0.05980364,1.139058E-4,0.01182357,0.01626927,4.175469E-4,0.06486445,0.001996527,3.450477E-4,6.878666E-6,2.147211E-6,0.001123639,1.325137E-4,3.008352E-7,1.880445E-4,0.001328511,8.288086E-4,1.468152E-4,0.002044947,0.001547973,10.31101,8.819224E-5,649972.8,649973.0
0.057,16.43999,2587170.0,1424.981,1424.981,0.001449687,1.0,0.8361486,0.0598696,1.133155E-4,0.01178049,0.01626652,4.166328E-4,0.06481975,0.001993598,3.439268E-4,6.865762E-6,2.136858E-6,0.001122997,1.319734E-4,2.996212E-7,1.876229E-4,0.001327212,8.271421E-4,1.464915E-4,0.002059241,0.001553729,10.31098,8.818053E-5,649971.0,649971.1
0.058,16.44649,2616832.0,1425.534,1425.534,0.001449687,1.0,0.8361967,0.06006434,1.115853E-4,0.01165433,0.0162568,4.139437E-4,0.06468647,0.00198506,3.409537E-4,6.834619E-6,2.106617E-6,0.001120956,1.303897E-4,2.962334E-7,1.864059E-4,0.001323323,8.224047E-4,1.455502E-4,0.002101625,0.001570779,10.3109,8.814568E-5,649966.3,649966.4
0.059,16.45304,2647906.0,1426.093,1426.093,0.001449687,1.0,0.836246,0.06025804,1.098877E-4,0.01153035,0.01624483,4.112886E-4,0.06455206,0.001976721,3.384447E-4,6.812965E-6,2.077009E-6,0.001118719,1.288318E-4,2.931385E-7,1.852376E-4,0.001319385,8.179472E-4,1.446343E-4,0.002144056,0.001587815,10.31084,8.81106E-5,649962.6,649962.7
0.06,16.45963,2688158.0,1426.659,1426.659,0.001449687,1.0,0.8362964,0.06045091,1.082335E-4,0.01140843,0.01623067,4.086758E-4,0.0644165,0.001968545,3.363334E-4,6.801454E-6,2.047993E-6,0.0011163,1.272986E-4,2.904343E-7,1.841335E-4,0.0013154,8.13734E-4,1.437414E-4,0.002186659,0.001604861,10.3108,8.807528E-5,649959.9,649960.3
0.061,16.46629,2738549.0,1427.232,1427.232,0.001449687,1.0,0.8363477,0.06064321,1.066354E-4,0.01128841,0.0162143,4.061159E-4,0.06427969,0.001960488,3.345674E-4,6.799737E-6,2.019538E-6,0.001113715,1.257885E-4,2.881539E-7,1.831075E-4,0.001311367,8.09725E-4,1.428686E-4,0.002229625,0.001621949,10.31077,8.803968E-5,649958.2,649959.1
0.0614446,16.46927,2745740.0,1427.488,1427.488,0.001449687,1.0,0.8363709,0.06072854,1.0594E-4,0.01123564,0.01620636,4.049937E-4,0.06421847,0.001956945,3.338823E-4,6.800338E-6,2.007058E-6,0.001112514,1.251243E-4,2.87173E-7,1.826671E-4,0.001309559,8.080017E-4,1.424865E-4,0.002248846,0.001629562,10.31076,8.802375E-5,649957.7,649958.8
0.06144548,16.46928,2754178.0,1427.489,1427.489,0.001449687,1.0,0.8363709,0.06072871,1.059386E-4,0.01123554,0.01620634,4.049915E-4,0.06421835,0.001956938,3.33881E-4,6.800336E-6,2.007033E-6,0.001112511,1.25123E-4,2.871709E-7,1.826663E-4,0.001309555,8.079983E-4,1.424857E-4,0.002248884,0.001629577,10.31076,8.802372E-5,649957.7,649958.8
0.06144658,16.46928,2713063.0,1427.49,1427.49,0.001449687,1.0,0.836371,0.06072892,1.059369E-4,0.01123541,0.01620632,4.049887E-4,0.0642182,0.00195693,3.338794E-4,6.800316E-6,2.007002E-6,0.001112508,1.251213E-4,2.871682E-7,1.826651E-4,0.001309551,8.079941E-4,1.424848E-4,0.002248932,0.001629596,10.31076,8.802368E-5,649957.7,649958.8
0.06144662,16.46928,2700970.0,1427.49,1427.49,0.001449687,1.0,0.836371,0.06072893,1.059368E-4,0.0112354,0.01620632,4.049886E-4,0.06421819,0.001956929,3.338794E-4,6.800315E-6,2.007001E-6,0.001112508,1.251213E-4,2.871681E-7,1.826651E-4,0.001309551,8.07994E-4,1.424847E-4,0.002248933,0.001629597,10.31076,8.802368E-5,649957.7,649958.8
0.0614467,16.46928,2749043.0,1427.49,1427.49,0.001449687,1.0,0.836371,0.06072895,1.059367E-4,0.01123539,0.01620632,4.049884E-4,0.06421818,0.001956929,3.338793E-4,6.800312E-6,2.006999E-6,0.001112508,1.251212E-4,2.871679E-7,1.82665E-4,0.00130955,8.079937E-4,1.424847E-4,0.002248937,0.001629598,10.31076,8.802368E-5,649957.7,649958.8
0.06144851,16.4693,2742388.0,1427.491,1427.491,0.001449687,1.0,0.8363711,0.06072929,1.059339E-4,0.01123518,0.01620629,4.049839E-4,0.06421793,0.001956914,3.338767E-4,6.800239E-6,2.006949E-6,0.001112503,1.251185E-4,2.871627E-7,1.826631E-4,0.001309543,8.079868E-4,1.424831E-4,0.002249014,0.001629629,10.31076,8.802361E-5,649957.7,649958.8
0.06144871,16.4693,2736281.0,1427.491,1427.491,0.001449687,1.0,0.8363711,0.06072933,1.059336E-4,0.01123516,0.01620628,4.049834E-4,0.0642179,0.001956913,3.338764E-4,6.800228E-6,2.006943E-6,0.001112502,1.251182E-4,2.871621E-7,1.826629E-4,0.001309542,8.079861E-4,1.42483E-4,0.002249023,0.001629633,10.31076,8.802361E-5,649957.7,649958.8
0.06144875,16.4693,2747902.0,1427.491,1427.491,0.001449687,1.0,0.8363711,0.06072934,1.059335E-4,0.01123515,0.01620628,4.049833E-4,0.0642179,0.001956913,3.338763E-4,6.800226E-6,2.006942E-6,0.001112502,1.251181E-4,2.87162E-7,1.826628E-4,0.001309542,8.079859E-4,1.424829E-4,0.002249025,0.001629633,10.31076,8.80236E-5,649957.7,649958.8
0.06144918,16.4693,2671772.0,1427.491,1427.491,0.001449687,1.0,0.8363711,0.06072942,1.059328E-4,0.0112351,0.01620627,4.049822E-4,0.06421784,0.001956909,3.338757E-4,6.8002E-6,2.00693E-6,0.001112501,1.251175E-4,2.871606E-7,1.826624E-4,0.00130954,8.079843E-4,1.424826E-4,0.002249043,0.001629641,10.31076,8.802359E-5,649957.7,649958.8
0.06144919,16.4693,2661984.0,1427.491,1427.491,0.001449687,1.0,0.8363711,0.06072942,1.059328E-4,0.0112351,0.01620627,4.049822E-4,0.06421784,0.001956909,3.338757E-4,6.800199E-6,2.00693E-6,0.001112501,1.251175E-4,2.871606E-7,1.826624E-4,0.00130954,8.079842E-4,1.424826E-4,0.002249044,0.001629641,10.31076,8.802359E-5,649957.7,649958.8
0.0614492,16.4693,2699670.0,1427.491,1427.491,0.001449687,1.0,0.8363711,0.06072943,1.059328E-4,0.0112351,0.01620627,4.049821E-4,0.06421784,0.001956909,3.338757E-4,6.800198E-6,2.006929E-6,0.001112501,1.251174E-4,2.871605E-7,1.826623E-4,0.00130954,8.079842E-4,1.424826E-4,0.002249044,0.001629641,10.31076,8.802359E-5,649957.7,649958.8
